,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SAN ANTONIO_ACTION,PHILADELPHIA_SCORE,SAN ANTONIO_SCORE
376,4,5:05.0,Philadelphia full timeout,,85,112
377,4,4:53.0,S. Milton makes 2-pt jump shot from 22 ft (assist by A. Johnson),,87,112
378,4,4:42.0,,D. White makes 2-pt layup from 2 ft,87,114
379,4,4:42.0,Violation by Team (def goaltending),,87,114
380,4,4:34.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,87,114
381,4,4:31.0,,Defensive rebound by D. White,87,114
382,4,4:21.0,,Turnover by D. White (bad pass; steal by T. McConnell),87,114
383,4,4:10.0,S. Milton misses 2-pt jump shot from 7 ft,,87,114
384,4,4:08.0,Offensive rebound by S. Milton,,87,114
385,4,4:08.0,S. Milton makes 2-pt layup from 1 ft,,89,114
386,4,3:48.0,,D. Eubanks makes 2-pt hook shot from 4 ft,89,116
387,4,3:32.0,A. Johnson misses 3-pt jump shot from 26 ft,,89,116
388,4,3:32.0,,Defensive rebound by J. Poeltl,89,116
389,4,3:18.0,,D. White makes 2-pt jump shot from 20 ft,89,118
390,4,2:58.0,F. Korkmaz misses 2-pt jump shot from 8 ft (block by D. White),,89,118
391,4,2:58.0,,Defensive rebound by Q. Pondexter,89,118
392,4,2:38.0,,D. White misses 3-pt jump shot from 26 ft,89,118
393,4,2:35.0,Defensive rebound by S. Milton,,89,118
394,4,2:27.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,89,118
395,4,2:23.0,Offensive rebound by S. Milton,,89,118
396,4,2:23.0,S. Milton makes 3-pt jump shot from 24 ft,,92,118
397,4,2:08.0,,Shooting foul by S. Milton (drawn by Q. Pondexter),92,118
398,4,2:08.0,,Q. Pondexter misses free throw 1 of 2,92,118
399,4,2:08.0,,Offensive rebound by Team,92,118
400,4,2:08.0,,Q. Pondexter makes free throw 2 of 2,92,119
401,4,1:54.0,T. McConnell makes 2-pt jump shot from 16 ft (assist by A. Johnson),,94,119
402,4,1:43.0,,D. Eubanks makes 2-pt hook shot from 8 ft (assist by D. White),94,121
403,4,1:33.0,Personal foul by D. White (drawn by F. Korkmaz),,94,121
404,4,1:23.0,T. McConnell makes 2-pt jump shot from 12 ft (assist by A. Johnson),,96,121
405,4,1:07.0,,D. Eubanks makes 2-pt hook shot from 7 ft,96,123
406,4,0:56.0,S. Milton misses 2-pt layup from 3 ft,,96,123
407,4,0:56.0,,Defensive rebound by D. Cunningham,96,123
408,4,0:32.0,,J. Poeltl misses 2-pt layup from 4 ft (block by T. McConnell),96,123
409,4,0:32.0,,Offensive rebound by Team,96,123
410,4,0:31.0,,Turnover by Team (shot clock),96,123
411,4,0:13.0,J. Bolden misses 3-pt jump shot from 26 ft,,96,123
412,4,0:08.0,,Defensive rebound by Q. Pondexter,96,123
