,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
380,4,5:32.0,,M. Beasley makes 2-pt jump shot from 6 ft (assist by M. Morris),89,121
381,4,5:16.0,C. Hutchison misses 2-pt jump shot from 6 ft,,89,121
382,4,5:06.0,,Defensive rebound by T. Lyles,89,121
383,4,5:05.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by T. Lyles),89,123
384,4,4:54.0,A. Blakeney misses 2-pt jump shot from 15 ft,,89,123
385,4,4:51.0,,Defensive rebound by M. Plumlee,89,123
386,4,4:32.0,,M. Beasley misses 2-pt jump shot from 4 ft,89,123
387,4,4:30.0,,Offensive rebound by J. Hernangómez,89,123
388,4,4:29.0,,J. Hernangómez makes 2-pt layup from 2 ft,89,125
389,4,4:24.0,Personal take foul by M. Beasley (drawn by S. Harrison),,89,125
390,4,4:24.0,,B. Goodwin enters the game for M. Morris,89,125
391,4,4:24.0,,T. Lydon enters the game for M. Plumlee,89,125
392,4,4:04.0,Turnover by A. Blakeney (bad pass; steal by J. Hernangómez),,89,125
393,4,4:02.0,,Shooting foul by S. Harrison (drawn by B. Goodwin),89,125
394,4,4:02.0,,B. Goodwin makes free throw 1 of 2,89,126
395,4,4:02.0,,B. Goodwin makes free throw 2 of 2,89,127
396,4,3:52.0,C. Hutchison makes 2-pt jump shot from 5 ft,,91,127
397,4,3:31.0,,T. Lyles makes 2-pt jump shot from 6 ft,91,129
398,4,3:18.0,Turnover by A. Blakeney (lost ball; steal by T. Lyles),,91,129
399,4,3:18.0,,Personal take foul by B. Portis (drawn by T. Lyles),91,129
400,4,3:08.0,,Shooting foul by S. Harrison (drawn by B. Goodwin),91,129
401,4,3:08.0,,B. Goodwin misses free throw 1 of 2,91,129
402,4,3:08.0,,Offensive rebound by Team,91,129
403,4,3:08.0,,B. Goodwin makes free throw 2 of 2,91,130
404,4,2:59.0,S. Harrison makes 2-pt layup from 4 ft,,93,130
405,4,2:37.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by B. Goodwin),93,133
406,4,2:20.0,A. Blakeney makes 3-pt jump shot from 23 ft (assist by S. Harrison),,96,133
407,4,2:04.0,,T. Lydon misses 2-pt layup from 1 ft (block by A. Blakeney),96,133
408,4,2:01.0,Defensive rebound by B. Portis,,96,133
409,4,1:48.0,C. Felício makes 2-pt jump shot from 13 ft (assist by S. Harrison),,98,133
410,4,1:38.0,,B. Goodwin misses 3-pt jump shot from 27 ft,98,133
411,4,1:36.0,Defensive rebound by Team,,98,133
412,4,1:29.0,Turnover by S. Harrison (lost ball; steal by J. Hernangómez),,98,133
413,4,1:23.0,,T. Lydon misses 3-pt jump shot from 24 ft,98,133
414,4,1:19.0,,Offensive rebound by M. Beasley,98,133
415,4,1:17.0,,Turnover by M. Beasley (lost ball; steal by S. Harrison),98,133
416,4,1:12.0,S. Harrison misses 3-pt jump shot from 24 ft,,98,133
417,4,1:11.0,Offensive rebound by B. Portis,,98,133
418,4,1:11.0,B. Portis makes 2-pt dunk at rim,,100,133
419,4,0:52.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,100,133
420,4,0:48.0,Defensive rebound by B. Portis,,100,133
421,4,0:46.0,C. Hutchison makes 2-pt layup from 3 ft (assist by B. Portis),,102,133
422,4,0:34.0,,T. Lydon misses 3-pt jump shot from 28 ft,102,133
423,4,0:30.0,,Offensive rebound by M. Beasley,102,133
424,4,0:27.0,,T. Lydon misses 3-pt jump shot from 26 ft,102,133
425,4,0:24.0,,Offensive rebound by J. Hernangómez,102,133
426,4,0:24.0,,J. Hernangómez makes 2-pt layup from 1 ft,102,135
427,4,0:12.0,A. Blakeney makes 3-pt jump shot from 22 ft (assist by S. Harrison),,105,135
