,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
377,4,7:44.0,T. Harris makes 3-pt jump shot from 26 ft (assist by P. Beverley),,96,102
378,4,7:25.0,,M. Monk misses 3-pt jump shot from 25 ft,96,102
379,4,7:22.0,Defensive rebound by P. Beverley,,96,102
380,4,7:20.0,Shooting foul by M. Monk (drawn by P. Beverley),,96,102
381,4,7:20.0,P. Beverley makes free throw 1 of 2,,97,102
382,4,7:20.0,P. Beverley makes free throw 2 of 2,,98,102
383,4,6:58.0,,K. Walker misses 2-pt layup from 1 ft (block by A. Bradley),98,102
384,4,6:55.0,Defensive rebound by M. Scott,,98,102
385,4,6:49.0,T. Harris makes 2-pt layup from 2 ft,,100,102
386,4,6:36.0,,Turnover by N. Batum (bad pass),100,102
387,4,6:16.0,L. Williams makes 3-pt jump shot from 27 ft (assist by M. Scott),,103,102
388,4,6:03.0,,K. Walker makes 3-pt jump shot from 25 ft,103,105
389,4,5:39.0,T. Harris misses 2-pt layup from 6 ft (block by M. Williams),,103,105
390,4,5:36.0,,Defensive rebound by J. Lamb,103,105
391,4,5:32.0,,Shooting foul by L. Williams (drawn by M. Monk),103,105
392,4,5:32.0,,M. Monk misses free throw 1 of 2,103,105
393,4,5:32.0,,Offensive rebound by Team,103,105
394,4,5:32.0,,M. Monk makes free throw 2 of 2,103,106
395,4,5:13.0,Personal foul by N. Batum (drawn by L. Williams),,103,106
396,4,5:13.0,,C. Zeller enters the game for M. Monk,103,106
397,4,5:07.0,L. Williams misses 2-pt jump shot from 7 ft,,103,106
398,4,5:05.0,,Defensive rebound by M. Williams,103,106
399,4,4:54.0,,M. Williams misses 3-pt jump shot from 26 ft,103,106
400,4,4:51.0,Defensive rebound by T. Harris,,103,106
401,4,4:44.0,T. Harris makes 2-pt layup from 1 ft,,105,106
402,4,4:26.0,,J. Lamb misses 3-pt jump shot from 25 ft,105,106
403,4,4:21.0,,M. Williams makes 2-pt layup at rim,105,108
404,4,4:21.0,,Offensive rebound by M. Williams,105,108
405,4,4:02.0,M. Scott makes 3-pt jump shot from 23 ft (assist by P. Beverley),,108,108
406,4,3:58.0,,Charlotte full timeout,108,108
407,4,3:44.0,,K. Walker misses 3-pt jump shot from 26 ft,108,108
408,4,3:41.0,Defensive rebound by P. Beverley,,108,108
409,4,3:28.0,T. Harris misses 3-pt jump shot from 26 ft,,108,108
410,4,3:27.0,,Defensive rebound by Team,108,108
411,4,3:07.0,,J. Lamb makes 2-pt jump shot from 11 ft,108,110
412,4,2:46.0,T. Harris makes 3-pt jump shot from 26 ft (assist by L. Williams),,111,110
413,4,2:34.0,,Personal foul by M. Scott (drawn by K. Walker),111,110
414,4,2:24.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by K. Walker),111,113
415,4,1:58.0,L. Williams misses 2-pt jump shot from 12 ft,,111,113
416,4,1:55.0,,Defensive rebound by M. Williams,111,113
417,4,1:47.0,,M. Williams misses 3-pt jump shot from 25 ft,111,113
418,4,1:43.0,,Offensive rebound by C. Zeller,111,113
419,4,1:42.0,,M. Williams misses 3-pt jump shot from 25 ft,111,113
420,4,1:39.0,Defensive rebound by P. Beverley,,111,113
421,4,1:29.0,T. Harris makes 2-pt layup from 2 ft,,113,113
422,4,1:08.0,,J. Lamb misses 2-pt jump shot from 12 ft,113,113
423,4,1:05.0,Defensive rebound by M. Scott,,113,113
424,4,1:01.0,Personal foul by C. Zeller (drawn by L. Williams),,113,113
425,4,1:01.0,L. Williams makes free throw 1 of 2,,114,113
426,4,1:01.0,M. Harrell enters the game for M. Scott,,114,113
427,4,1:01.0,L. Williams makes free throw 2 of 2,,115,113
428,4,0:44.0,,K. Walker misses 3-pt jump shot from 25 ft,115,113
429,4,0:42.0,Defensive rebound by M. Harrell,,115,113
430,4,0:22.0,L. Williams misses 3-pt jump shot from 26 ft,,115,113
431,4,0:21.0,,Defensive rebound by Team,115,113
432,4,0:21.0,Loose ball foul by P. Beverley (drawn by M. Williams),,115,113
433,4,0:21.0,,M. Williams makes free throw 1 of 2,115,114
434,4,0:21.0,B. Marjanović enters the game for L. Williams,,115,114
435,4,0:21.0,,M. Bridges enters the game for J. Lamb,115,114
436,4,0:21.0,,M. Williams makes free throw 2 of 2,115,115
437,4,0:21.0,LA Clippers full timeout,,115,115
438,4,0:21.0,M. Scott enters the game for M. Harrell,,115,115
439,4,0:21.0,L. Williams enters the game for B. Marjanović,,115,115
440,4,0:21.0,,M. Kidd-Gilchrist enters the game for C. Zeller,115,115
441,4,0:04.0,T. Harris makes 2-pt jump shot from 7 ft,,117,115
442,4,0:04.0,,Charlotte full timeout,117,115
443,4,0:04.0,M. Harrell enters the game for M. Scott,,117,115
444,4,0:04.0,S. Thornwell enters the game for L. Williams,,117,115
445,4,0:04.0,,J. Lamb enters the game for M. Bridges,117,115
446,4,0:04.0,,C. Zeller enters the game for M. Kidd-Gilchrist,117,115
447,4,0:04.0,,Charlotte full timeout,117,115
448,4,0:00.0,,M. Williams misses 3-pt jump shot from 25 ft,117,115
449,4,0:00.0,,Offensive rebound by Team,117,115
