,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHILADELPHIA_ACTION,ATLANTA_SCORE,PHILADELPHIA_SCORE
0,1,11:45.0,,J. Embiid makes 2-pt layup from 1 ft,0,2
1,1,11:29.0,V. Carter misses 2-pt jump shot from 12 ft,,0,2
2,1,11:27.0,,Defensive rebound by J. Embiid,0,2
3,1,11:19.0,,M. Fultz misses 2-pt jump shot from 16 ft,0,2
4,1,11:16.0,Defensive rebound by T. Prince,,0,2
5,1,11:11.0,T. Prince makes 3-pt jump shot from 26 ft,,3,2
6,1,11:00.0,,Turnover by R. Covington (bad pass),3,2
7,1,10:42.0,A. Len makes 3-pt jump shot from 24 ft (assist by V. Carter),,6,2
8,1,10:23.0,,M. Fultz misses 2-pt layup from 4 ft (block by K. Bazemore),6,2
9,1,10:17.0,,Offensive rebound by M. Fultz,6,2
10,1,10:17.0,,M. Fultz makes 2-pt layup at rim,6,4
11,1,10:01.0,T. Prince misses 2-pt jump shot from 6 ft,,6,4
12,1,9:59.0,,Defensive rebound by M. Fultz,6,4
13,1,9:50.0,,M. Fultz misses 3-pt jump shot from 26 ft,6,4
14,1,9:44.0,,Offensive rebound by R. Covington,6,4
15,1,9:42.0,,Turnover by R. Covington (bad pass; steal by A. Len),6,4
16,1,9:39.0,T. Young misses 2-pt layup from 13 ft (block by J. Embiid),,6,4
17,1,9:39.0,,Defensive rebound by D. Šarić,6,4
18,1,9:28.0,,B. Simmons makes 2-pt layup from 4 ft,6,6
19,1,9:15.0,K. Bazemore makes 2-pt layup from 2 ft,,8,6
20,1,8:56.0,,Personal foul by V. Carter (drawn by J. Embiid),8,6
21,1,8:45.0,,Turnover by J. Embiid (traveling),8,6
22,1,8:34.0,T. Young makes 2-pt layup from 1 ft,,10,6
23,1,8:34.0,,Philadelphia full timeout,10,6
24,1,8:23.0,,Turnover by D. Šarić (bad pass; steal by K. Bazemore),10,6
25,1,8:11.0,Turnover by A. Len (offensive foul),,10,6
26,1,8:11.0,Offensive foul by A. Len (drawn by D. Šarić),,10,6
27,1,7:58.0,,Personal foul by A. Len (drawn by J. Embiid),10,6
28,1,7:58.0,D. Dedmon enters the game for A. Len,,10,6
29,1,7:44.0,,R. Covington misses 3-pt jump shot from 27 ft,10,6
30,1,7:40.0,,Offensive rebound by D. Šarić,10,6
