,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
0,1,11:39.0,,L. Aldridge makes 2-pt hook shot from 9 ft,0,2
1,1,11:24.0,A. Iguodala misses 3-pt jump shot from 25 ft,,0,2
2,1,11:21.0,,Defensive rebound by L. Aldridge,0,2
3,1,11:16.0,,B. Forbes misses 2-pt jump shot from 13 ft,0,2
4,1,11:16.0,Defensive rebound by Team,,0,2
5,1,11:16.0,Personal foul by D. Cunningham (drawn by J. Jerebko),,0,2
6,1,11:05.0,K. Thompson misses 2-pt jump shot from 15 ft,,0,2
7,1,11:01.0,,Defensive rebound by L. Aldridge,0,2
8,1,10:43.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by B. Forbes),0,5
9,1,10:21.0,K. Durant misses 2-pt jump shot from 11 ft,,0,5
10,1,10:18.0,,Defensive rebound by L. Aldridge,0,5
11,1,10:03.0,,D. Cunningham misses 3-pt jump shot from 23 ft,0,5
12,1,9:59.0,Defensive rebound by J. Jerebko,,0,5
13,1,9:56.0,Shooting foul by B. Forbes (drawn by J. Jerebko),,0,5
14,1,9:56.0,J. Jerebko makes free throw 1 of 2,,1,5
15,1,9:56.0,J. Jerebko makes free throw 2 of 2,,2,5
16,1,9:43.0,,R. Gay makes 2-pt jump shot from 12 ft (assist by B. Forbes),2,7
17,1,9:27.0,K. Thompson makes 2-pt jump shot from 12 ft,,4,7
18,1,9:14.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. DeRozan),4,10
19,1,8:54.0,K. Looney misses 2-pt layup from 1 ft,,4,10
20,1,8:50.0,Offensive rebound by K. Looney,,4,10
21,1,8:50.0,K. Looney makes 2-pt layup at rim,,6,10
22,1,8:35.0,,B. Forbes misses 3-pt jump shot from 25 ft,6,10
23,1,8:31.0,Defensive rebound by K. Durant,,6,10
24,1,8:24.0,K. Looney misses 2-pt layup from 3 ft (block by L. Aldridge),,6,10
25,1,8:20.0,,Defensive rebound by R. Gay,6,10
26,1,8:18.0,,Personal foul by K. Looney (drawn by L. Aldridge),6,10
27,1,8:07.0,,D. DeRozan misses 2-pt jump shot from 10 ft,6,10
28,1,8:07.0,,Offensive rebound by Team,6,10
29,1,8:07.0,Loose ball foul by K. Looney (drawn by L. Aldridge),,6,10
30,1,8:07.0,D. Jones enters the game for K. Looney,,6,10
31,1,8:02.0,,B. Forbes makes 2-pt jump shot from 19 ft,6,12
32,1,7:50.0,K. Thompson misses 2-pt jump shot from 15 ft,,6,12
33,1,7:45.0,Offensive rebound by J. Jerebko,,6,12
34,1,7:45.0,J. Jerebko makes 2-pt layup at rim,,8,12
35,1,7:33.0,,R. Gay makes 3-pt jump shot from 26 ft,8,15
36,1,7:21.0,Shooting foul by D. Cunningham (drawn by K. Durant),,8,15
37,1,7:21.0,K. Durant makes free throw 1 of 2,,9,15
38,1,7:21.0,K. Durant makes free throw 2 of 2,,10,15
39,1,7:03.0,,D. DeRozan makes 2-pt jump shot from 19 ft,10,17
40,1,6:39.0,D. Jones makes 2-pt dunk from 2 ft (assist by A. Iguodala),,12,17
41,1,6:30.0,,San Antonio full timeout,12,17
42,1,6:30.0,,M. Belinelli enters the game for D. Cunningham,12,17
43,1,6:30.0,,Turnover by (5 sec),12,17
44,1,6:19.0,Shooting foul by M. Belinelli (drawn by K. Durant),,12,17
45,1,6:19.0,K. Durant misses free throw 1 of 2,,12,17
46,1,6:19.0,Offensive rebound by Team,,12,17
47,1,6:19.0,,P. Mills enters the game for B. Forbes,12,17
48,1,6:19.0,,Q. Pondexter enters the game for R. Gay,12,17
49,1,6:19.0,K. Durant makes free throw 2 of 2,,13,17
