,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW ORLEANS_ACTION,MINNESOTA_SCORE,NEW ORLEANS_SCORE
34,1,7:24.0,Personal foul by D. Miller (drawn by T. Gibson),,14,4
35,1,7:24.0,,J. Randle enters the game for D. Miller,14,4
36,1,7:12.0,Turnover by J. Okogie (bad pass; steal by J. Randle),,14,4
37,1,7:06.0,,Shooting foul by J. Okogie (drawn by A. Davis),14,4
38,1,7:06.0,,A. Davis makes free throw 1 of 2,14,5
39,1,7:06.0,,A. Davis makes free throw 2 of 2,14,6
40,1,6:52.0,K. Towns makes 2-pt jump shot from 8 ft (assist by A. Wiggins),,16,6
41,1,6:43.0,,Shooting foul by I. Canaan (drawn by J. Holiday),16,6
42,1,6:43.0,,J. Holiday makes free throw 1 of 2,16,7
43,1,6:43.0,,J. Holiday makes free throw 2 of 2,16,8
44,1,6:28.0,Turnover by T. Gibson (lost ball; steal by J. Randle),,16,8
45,1,6:28.0,,Personal foul by T. Gibson (drawn by J. Holiday),16,8
46,1,6:19.0,,A. Davis makes 2-pt dunk from 1 ft (assist by F. Jackson),16,10
47,1,5:59.0,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),,18,10
48,1,5:50.0,,Shooting foul by A. Wiggins (drawn by A. Davis),18,10
49,1,5:50.0,,A. Davis makes free throw 1 of 2,18,11
50,1,5:50.0,D. Šarić enters the game for I. Canaan,,18,11
51,1,5:50.0,J. Teague enters the game for T. Gibson,,18,11
52,1,5:50.0,,A. Davis makes free throw 2 of 2,18,12
53,1,5:42.0,A. Wiggins makes 3-pt jump shot from 26 ft,,21,12
54,1,5:26.0,,J. Holiday makes 2-pt jump shot from 6 ft,21,14
55,1,5:12.0,J. Okogie misses 3-pt jump shot from 27 ft,,21,14
56,1,5:09.0,,Defensive rebound by A. Davis,21,14
57,1,5:04.0,,F. Jackson makes 2-pt layup from 2 ft (assist by A. Davis),21,16
58,1,4:44.0,D. Šarić misses 2-pt jump shot from 12 ft,,21,16
59,1,4:42.0,Offensive rebound by K. Towns,,21,16
60,1,4:41.0,K. Towns makes 2-pt layup from 2 ft,,23,16
61,1,4:32.0,,F. Jackson makes 2-pt layup from 1 ft (assist by J. Holiday),23,18
62,1,4:27.0,Minnesota full timeout,,23,18
63,1,4:27.0,L. Deng enters the game for J. Okogie,,23,18
64,1,4:27.0,G. Dieng enters the game for K. Towns,,23,18
65,1,4:27.0,,S. Johnson enters the game for A. Davis,23,18
66,1,4:14.0,Turnover by J. Teague (bad pass; steal by J. Randle),,23,18
67,1,4:04.0,,F. Jackson misses 2-pt layup from 3 ft,23,18
68,1,4:02.0,Defensive rebound by G. Dieng,,23,18
69,1,3:53.0,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Teague),,25,18
70,1,3:38.0,,Turnover by J. Randle (lost ball; steal by G. Dieng),25,18
71,1,3:33.0,A. Wiggins misses 2-pt layup from 6 ft (block by J. Holiday),,25,18
72,1,3:33.0,,Defensive rebound by Team,25,18
73,1,3:17.0,,J. Holiday misses 2-pt layup from 1 ft,25,18
74,1,3:15.0,Defensive rebound by J. Teague,,25,18
75,1,3:14.0,Shooting foul by K. Williams (drawn by J. Teague),,25,18
76,1,3:14.0,J. Teague misses free throw 1 of 2,,25,18
77,1,3:14.0,Offensive rebound by Team,,25,18
78,1,3:14.0,,I. Clark enters the game for F. Jackson,25,18
79,1,3:14.0,J. Teague misses free throw 2 of 2,,25,18
80,1,3:14.0,Offensive rebound by D. Šarić,,25,18
81,1,3:14.0,Shooting foul by S. Johnson (drawn by D. Šarić),,25,18
82,1,3:14.0,D. Šarić makes free throw 1 of 2,,26,18
83,1,3:14.0,,C. Diallo enters the game for K. Williams,26,18
84,1,3:14.0,D. Šarić makes free throw 2 of 2,,27,18
85,1,3:03.0,,S. Johnson misses 3-pt jump shot from 25 ft,27,18
86,1,3:01.0,Defensive rebound by A. Wiggins,,27,18
87,1,2:53.0,J. Teague makes 2-pt layup from 4 ft,,29,18
88,1,2:44.0,,J. Randle misses 2-pt layup from 2 ft,29,18
89,1,2:42.0,,Offensive rebound by J. Randle,29,18
90,1,2:35.0,,J. Holiday misses 3-pt jump shot from 25 ft,29,18
91,1,2:30.0,Defensive rebound by D. Šarić,,29,18
92,1,2:28.0,Turnover by D. Šarić (lost ball; steal by S. Johnson),,29,18
93,1,2:24.0,,J. Randle misses 3-pt jump shot from 26 ft,29,18
94,1,2:20.0,Defensive rebound by A. Wiggins,,29,18
95,1,2:14.0,L. Deng makes 2-pt hook shot from 5 ft (assist by A. Wiggins),,31,18
96,1,2:07.0,,New Orleans full timeout,31,18
97,1,2:07.0,I. Canaan enters the game for J. Teague,,31,18
98,1,2:07.0,,T. Frazier enters the game for J. Holiday,31,18
99,1,1:54.0,,S. Johnson misses 2-pt jump shot from 16 ft,31,18
100,1,1:51.0,Defensive rebound by G. Dieng,,31,18
101,1,1:40.0,A. Wiggins misses 2-pt jump shot from 5 ft (block by C. Diallo),,31,18
102,1,1:37.0,,Defensive rebound by T. Frazier,31,18
103,1,1:34.0,,T. Frazier misses 2-pt layup from 3 ft,31,18
104,1,1:34.0,,Offensive rebound by S. Johnson,31,18
105,1,1:29.0,,S. Johnson makes 2-pt layup from 1 ft,31,20
106,1,1:13.0,D. Šarić misses 2-pt jump shot from 8 ft,,31,20
107,1,1:10.0,,Defensive rebound by J. Randle,31,20
108,1,1:07.0,,I. Clark misses 3-pt jump shot from 26 ft,31,20
109,1,1:04.0,,Offensive rebound by C. Diallo,31,20
110,1,1:00.0,,Offensive foul by J. Randle (drawn by G. Dieng),31,20
111,1,1:00.0,,Turnover by J. Randle (offensive foul),31,20
112,1,0:49.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,33,20
113,1,0:27.0,,I. Clark misses 2-pt jump shot from 14 ft,33,20
114,1,0:24.0,Defensive rebound by G. Dieng,,33,20
115,1,0:05.0,A. Wiggins makes 2-pt jump shot from 16 ft,,35,20
116,1,0:00.0,,T. Frazier makes 2-pt jump shot from 21 ft,35,22
117,2,11:43.0,Personal foul by C. Diallo (drawn by K. Towns),,35,22
118,2,11:34.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by K. Towns),,38,22
119,2,11:06.0,,Turnover by I. Clark (lost ball; steal by J. Okogie),38,22
120,2,10:54.0,K. Towns makes 2-pt layup from 4 ft,,40,22
121,2,10:39.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by J. Randle),40,25
122,2,10:23.0,K. Towns misses 2-pt layup from 1 ft,,40,25
123,2,10:20.0,,Defensive rebound by T. Frazier,40,25
124,2,10:17.0,,T. Frazier makes 2-pt layup from 1 ft,40,27
125,2,10:05.0,K. Towns makes 2-pt layup from 3 ft (assist by D. Šarić),,42,27
126,2,9:45.0,,D. Miller misses 2-pt jump shot from 16 ft,42,27
127,2,9:41.0,Defensive rebound by K. Towns,,42,27
128,2,9:19.0,D. Šarić misses 2-pt jump shot from 11 ft,,42,27
129,2,9:16.0,,Defensive rebound by J. Randle,42,27
130,2,9:12.0,,Turnover by J. Randle (bad pass; steal by D. Šarić),42,27
131,2,9:06.0,I. Canaan makes 2-pt layup from 2 ft,,44,27
132,2,8:41.0,,J. Randle makes 2-pt layup from 8 ft,44,29
133,2,8:30.0,,Technical foul by J. Randle,44,29
134,2,8:30.0,K. Towns makes technical free throw,,45,29
135,2,8:30.0,,A. Davis enters the game for I. Clark,45,29
136,2,8:30.0,,J. Holiday enters the game for C. Diallo,45,29
137,2,8:30.0,,K. Williams enters the game for J. Randle,45,29
138,2,8:22.0,K. Towns misses 2-pt jump shot from 18 ft,,45,29
139,2,8:19.0,,Defensive rebound by J. Holiday,45,29
140,2,8:15.0,,D. Miller misses 3-pt jump shot from 25 ft,45,29
141,2,8:11.0,Defensive rebound by I. Canaan,,45,29
142,2,8:04.0,L. Deng makes 2-pt jump shot from 19 ft (assist by I. Canaan),,47,29
143,2,7:48.0,,Turnover by A. Davis (bad pass; steal by I. Canaan),47,29
144,2,7:43.0,I. Canaan misses 3-pt jump shot from 26 ft,,47,29
145,2,7:40.0,Offensive rebound by J. Okogie,,47,29
146,2,7:32.0,Turnover by K. Towns (traveling),,47,29
147,2,7:21.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),47,31
148,2,7:03.0,Personal foul by A. Davis (drawn by K. Towns),,47,31
149,2,7:03.0,T. Gibson enters the game for L. Deng,,47,31
150,2,7:03.0,A. Tolliver enters the game for D. Šarić,,47,31
151,2,6:54.0,J. Okogie misses 2-pt jump shot from 18 ft,,47,31
152,2,6:50.0,,Defensive rebound by K. Williams,47,31
153,2,6:44.0,,A. Davis makes 2-pt layup from 2 ft (assist by D. Miller),47,33
154,2,6:44.0,Minnesota full timeout,,47,33
155,2,6:44.0,G. Dieng enters the game for I. Canaan,,47,33
156,2,6:44.0,J. Teague enters the game for J. Okogie,,47,33
157,2,6:44.0,A. Wiggins enters the game for K. Towns,,47,33
158,2,6:33.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by G. Dieng),,49,33
159,2,6:20.0,,K. Williams misses 3-pt jump shot from 23 ft (block by T. Gibson),49,33
160,2,6:15.0,Defensive rebound by G. Dieng,,49,33
161,2,6:05.0,T. Gibson misses 2-pt hook shot from 4 ft,,49,33
162,2,6:00.0,Offensive rebound by G. Dieng,,49,33
163,2,6:00.0,G. Dieng misses 2-pt layup at rim,,49,33
164,2,6:00.0,,Defensive rebound by D. Miller,49,33
165,2,5:57.0,,K. Williams misses 3-pt jump shot from 26 ft,49,33
166,2,5:54.0,Defensive rebound by A. Wiggins,,49,33
167,2,5:34.0,Turnover by Team (shot clock),,49,33
168,2,5:28.0,,Personal foul by A. Tolliver (drawn by D. Miller),49,33
169,2,5:21.0,,Shooting foul by G. Dieng (drawn by A. Davis),49,33
170,2,5:21.0,,A. Davis makes free throw 1 of 2,49,34
171,2,5:21.0,,A. Davis makes free throw 2 of 2,49,35
172,2,5:13.0,Personal foul by T. Frazier (drawn by J. Teague),,49,35
173,2,5:07.0,Turnover by A. Wiggins (lost ball; steal by T. Frazier),,49,35
174,2,5:03.0,,T. Frazier misses 2-pt layup from 1 ft (block by A. Wiggins),49,35
175,2,5:03.0,,Offensive rebound by A. Davis,49,35
176,2,5:03.0,,Shooting foul by A. Tolliver (drawn by A. Davis),49,35
177,2,5:03.0,,A. Davis makes free throw 1 of 2,49,36
178,2,5:03.0,,A. Davis makes free throw 2 of 2,49,37
179,2,4:54.0,G. Dieng misses 2-pt jump shot from 14 ft,,49,37
180,2,4:50.0,,Defensive rebound by T. Frazier,49,37
181,2,4:38.0,,A. Davis makes 2-pt layup from 2 ft (assist by T. Frazier),49,39
182,2,4:38.0,,Shooting foul by A. Wiggins (drawn by A. Davis),49,39
183,2,4:38.0,,A. Davis misses free throw 1 of 1,49,39
184,2,4:36.0,Defensive rebound by G. Dieng,,49,39
185,2,4:28.0,J. Teague misses 2-pt jump shot from 9 ft,,49,39
186,2,4:28.0,Offensive rebound by G. Dieng,,49,39
187,2,4:26.0,Shooting foul by T. Frazier (drawn by G. Dieng),,49,39
188,2,4:26.0,G. Dieng makes free throw 1 of 2,,50,39
189,2,4:26.0,G. Dieng makes free throw 2 of 2,,51,39
190,2,4:21.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. Frazier),51,42
191,2,4:07.0,J. Teague makes 2-pt jump shot from 20 ft,,53,42
192,2,3:50.0,,Turnover by A. Davis (out of bounds lost ball),53,42
193,2,3:50.0,I. Canaan enters the game for G. Dieng,,53,42
194,2,3:50.0,L. Deng enters the game for J. Teague,,53,42
195,2,3:50.0,K. Towns enters the game for A. Tolliver,,53,42
196,2,3:46.0,Turnover by I. Canaan (bad pass),,53,42
197,2,3:39.0,,Personal foul by A. Wiggins (drawn by J. Holiday),53,42
198,2,3:39.0,,J. Holiday makes free throw 1 of 2,53,43
199,2,3:39.0,J. Okogie enters the game for A. Wiggins,,53,43
200,2,3:39.0,,J. Holiday makes free throw 2 of 2,53,44
201,2,3:23.0,J. Okogie misses 3-pt jump shot from 25 ft,,53,44
202,2,3:19.0,,Defensive rebound by T. Frazier,53,44
203,2,3:13.0,,J. Holiday makes 2-pt layup from 2 ft (assist by T. Frazier),53,46
204,2,3:00.0,L. Deng misses 3-pt jump shot from 24 ft,,53,46
205,2,2:57.0,,Defensive rebound by A. Davis,53,46
206,2,2:52.0,,D. Miller makes 2-pt layup from 2 ft (assist by J. Holiday),53,48
207,2,2:52.0,Minnesota full timeout,,53,48
208,2,2:38.0,K. Towns misses 2-pt hook shot from 7 ft,,53,48
209,2,2:35.0,,Defensive rebound by K. Williams,53,48
210,2,2:28.0,,J. Holiday makes 2-pt layup from 2 ft (assist by A. Davis),53,50
211,2,2:08.0,K. Towns misses 2-pt hook shot from 6 ft,,53,50
212,2,2:06.0,,Defensive rebound by J. Holiday,53,50
213,2,2:06.0,,Personal foul by K. Towns (drawn by J. Holiday),53,50
214,2,2:06.0,,J. Holiday makes free throw 1 of 2,53,51
215,2,2:06.0,,J. Holiday makes free throw 2 of 2,53,52
216,2,1:47.0,T. Gibson misses 2-pt layup from 2 ft (block by A. Davis),,53,52
217,2,1:42.0,,Defensive rebound by A. Davis,53,52
218,2,1:41.0,,T. Frazier makes 3-pt jump shot from 24 ft (assist by J. Holiday),53,55
219,2,1:23.0,K. Towns makes 3-pt jump shot from 25 ft,,56,55
220,2,1:15.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by J. Holiday),56,57
221,2,1:04.0,I. Canaan makes 3-pt jump shot from 25 ft,,59,57
222,2,0:49.0,,A. Davis makes 2-pt layup from 3 ft (assist by D. Miller),59,59
223,2,0:41.0,J. Okogie makes 3-pt jump shot from 22 ft (assist by I. Canaan),,62,59
224,2,0:34.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by T. Frazier),62,62
225,2,0:08.0,T. Gibson misses 2-pt dunk at rim (block by A. Davis),,62,62
226,2,0:03.0,,Defensive rebound by T. Frazier,62,62
227,2,0:01.0,,J. Holiday misses 2-pt layup from 3 ft,62,62
228,2,0:00.0,,Offensive rebound by T. Frazier,62,62
229,3,12:00.0,,Technical foul by J. Holiday,62,62
230,3,12:00.0,K. Towns makes technical free throw,,63,62
231,3,11:42.0,K. Towns misses 2-pt hook shot from 7 ft (block by A. Davis),,63,62
232,3,11:40.0,,Defensive rebound by A. Davis,63,62
233,3,11:35.0,,J. Holiday makes 2-pt jump shot from 22 ft (assist by T. Frazier),63,64
234,3,11:22.0,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,66,64
235,3,10:57.0,,Shooting foul by J. Okogie (drawn by J. Holiday),66,64
236,3,10:57.0,,J. Holiday makes free throw 1 of 2,66,65
237,3,10:57.0,,J. Holiday makes free throw 2 of 2,66,66
238,3,10:34.0,I. Canaan misses 2-pt jump shot from 22 ft,,66,66
239,3,10:30.0,,Defensive rebound by A. Davis,66,66
240,3,10:23.0,Violation by Team (kicked ball),,66,66
241,3,10:22.0,,Turnover by J. Holiday (bad pass; steal by K. Towns),66,66
242,3,10:15.0,J. Okogie misses 3-pt jump shot from 25 ft,,66,66
243,3,10:10.0,,Defensive rebound by T. Frazier,66,66
244,3,10:01.0,,D. Miller misses 2-pt layup from 2 ft (block by T. Gibson),66,66
245,3,9:58.0,Defensive rebound by J. Okogie,,66,66
246,3,9:52.0,Shooting foul by D. Miller (drawn by T. Gibson),,66,66
247,3,9:52.0,T. Gibson misses free throw 1 of 2,,66,66
248,3,9:52.0,Offensive rebound by Team,,66,66
249,3,9:52.0,T. Gibson misses free throw 2 of 2,,66,66
250,3,9:50.0,,Defensive rebound by A. Davis,66,66
251,3,9:39.0,,Shooting foul by T. Gibson (drawn by A. Davis),66,66
252,3,9:39.0,,A. Davis makes free throw 1 of 2,66,67
253,3,9:39.0,,A. Davis makes free throw 2 of 2,66,68
254,3,9:30.0,K. Towns misses 3-pt jump shot from 26 ft,,66,68
255,3,9:26.0,,Defensive rebound by J. Holiday,66,68
256,3,9:18.0,,K. Williams misses 3-pt jump shot from 23 ft,66,68
257,3,9:14.0,Defensive rebound by K. Towns,,66,68
258,3,9:07.0,I. Canaan makes 2-pt layup from 2 ft,,68,68
259,3,8:50.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),68,70
260,3,8:25.0,Turnover by K. Towns (bad pass; steal by J. Holiday),,68,70
261,3,8:20.0,,D. Miller misses 3-pt jump shot from 23 ft,68,70
262,3,8:16.0,,Offensive rebound by A. Davis,68,70
263,3,8:16.0,,A. Davis makes 2-pt layup from 2 ft,68,72
264,3,8:16.0,Minnesota full timeout,,68,72
265,3,8:16.0,D. Šarić enters the game for T. Gibson,,68,72
266,3,7:54.0,J. Okogie misses 3-pt jump shot from 23 ft,,68,72
267,3,7:50.0,,Defensive rebound by K. Williams,68,72
268,3,7:37.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Frazier),68,74
269,3,7:20.0,Turnover by A. Wiggins (lost ball; steal by J. Holiday),,68,74
270,3,7:14.0,,K. Williams makes 2-pt jump shot from 5 ft,68,76
271,3,6:59.0,A. Wiggins makes 2-pt jump shot from 15 ft,,70,76
272,3,6:42.0,,K. Williams makes 3-pt jump shot from 26 ft (assist by J. Holiday),70,79
273,3,6:19.0,D. Šarić misses 2-pt jump shot from 21 ft,,70,79
274,3,6:17.0,,Defensive rebound by J. Holiday,70,79
275,3,6:16.0,,K. Williams makes 2-pt layup from 1 ft (assist by J. Holiday),70,81
276,3,6:16.0,,Shooting foul by D. Šarić (drawn by K. Williams),70,81
277,3,6:16.0,L. Deng enters the game for I. Canaan,,70,81
278,3,6:16.0,G. Dieng enters the game for J. Okogie,,70,81
279,3,6:16.0,J. Teague enters the game for K. Towns,,70,81
280,3,6:16.0,,F. Jackson enters the game for J. Holiday,70,81
281,3,6:16.0,,K. Williams makes free throw 1 of 1,70,82
282,3,5:59.0,A. Wiggins makes 2-pt hook shot from 5 ft,,72,82
283,3,5:46.0,,Shooting foul by G. Dieng (drawn by K. Williams),72,82
284,3,5:46.0,,K. Williams makes free throw 1 of 2,72,83
285,3,5:46.0,,K. Williams makes free throw 2 of 2,72,84
286,3,5:24.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),,74,84
287,3,5:18.0,,K. Williams makes 3-pt jump shot from 26 ft (assist by T. Frazier),74,87
288,3,5:06.0,J. Teague makes 2-pt layup from 2 ft,,76,87
289,3,4:50.0,,A. Davis misses 3-pt jump shot from 25 ft,76,87
290,3,4:46.0,Defensive rebound by A. Wiggins,,76,87
291,3,4:39.0,A. Wiggins misses 2-pt jump shot from 16 ft,,76,87
292,3,4:35.0,Offensive rebound by G. Dieng,,76,87
293,3,4:33.0,G. Dieng misses 2-pt jump shot from 15 ft,,76,87
294,3,4:30.0,,Defensive rebound by A. Davis,76,87
295,3,4:23.0,,A. Davis misses 2-pt jump shot from 4 ft,76,87
296,3,4:20.0,Defensive rebound by A. Wiggins,,76,87
297,3,4:07.0,Turnover by D. Šarić (lost ball; steal by F. Jackson),,76,87
298,3,4:02.0,,T. Frazier makes 3-pt jump shot from 26 ft (assist by F. Jackson),76,90
299,3,3:46.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by J. Teague),,78,90
300,3,3:21.0,,A. Davis misses 2-pt jump shot from 15 ft,78,90
301,3,3:18.0,Defensive rebound by L. Deng,,78,90
302,3,3:14.0,Shooting foul by A. Davis (drawn by G. Dieng),,78,90
303,3,3:14.0,G. Dieng misses free throw 1 of 2,,78,90
304,3,3:14.0,Offensive rebound by Team,,78,90
305,3,3:14.0,I. Canaan enters the game for J. Teague,,78,90
306,3,3:14.0,,S. Johnson enters the game for A. Davis,78,90
307,3,3:14.0,,J. Randle enters the game for D. Miller,78,90
308,3,3:14.0,G. Dieng makes free throw 2 of 2,,79,90
309,3,3:05.0,,F. Jackson misses 3-pt jump shot from 23 ft,79,90
310,3,3:01.0,Defensive rebound by L. Deng,,79,90
311,3,2:55.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by I. Canaan),,81,90
312,3,2:33.0,,J. Randle misses 2-pt hook shot from 6 ft (block by G. Dieng),81,90
313,3,2:31.0,Defensive rebound by A. Wiggins,,81,90
314,3,2:25.0,Shooting foul by F. Jackson (drawn by A. Wiggins),,81,90
315,3,2:25.0,,New Orleans full timeout,81,90
316,3,2:25.0,K. Towns enters the game for G. Dieng,,81,90
317,3,2:25.0,A. Wiggins makes free throw 1 of 2,,82,90
318,3,2:25.0,A. Wiggins misses free throw 2 of 2,,82,90
319,3,2:23.0,,Defensive rebound by J. Randle,82,90
320,3,2:04.0,,K. Williams misses 2-pt jump shot from 10 ft,82,90
321,3,2:01.0,Defensive rebound by L. Deng,,82,90
322,3,1:55.0,L. Deng misses 2-pt jump shot from 16 ft,,82,90
323,3,1:51.0,,Defensive rebound by T. Frazier,82,90
324,3,1:34.0,,J. Randle misses 3-pt jump shot from 25 ft,82,90
325,3,1:30.0,Defensive rebound by A. Wiggins,,82,90
326,3,1:20.0,Personal foul by J. Randle (drawn by K. Towns),,82,90
327,3,1:20.0,J. Okogie enters the game for A. Wiggins,,82,90
328,3,1:17.0,Shooting foul by J. Randle (drawn by K. Towns),,82,90
329,3,1:17.0,K. Towns makes free throw 1 of 2,,83,90
330,3,1:17.0,K. Towns makes free throw 2 of 2,,84,90
331,3,0:59.0,,T. Frazier misses 2-pt layup from 2 ft,84,90
332,3,0:57.0,Defensive rebound by I. Canaan,,84,90
333,3,0:47.0,D. Šarić makes 2-pt layup from 4 ft,,86,90
334,3,0:28.0,,S. Johnson misses 3-pt jump shot from 24 ft,86,90
335,3,0:24.0,Defensive rebound by K. Towns,,86,90
336,3,0:05.0,Shooting foul by J. Randle (drawn by D. Šarić),,86,90
337,3,0:05.0,D. Šarić makes free throw 1 of 2,,87,90
338,3,0:05.0,D. Šarić makes free throw 2 of 2,,88,90
339,3,0:05.0,Violation by Team (delay of game),,88,90
340,3,0:05.0,,Violation by Team (delay of game),88,90
341,3,0:00.0,,J. Randle misses 3-pt jump shot from 26 ft,88,90
342,3,0:00.0,,Offensive rebound by Team,88,90
343,4,11:42.0,,S. Johnson makes 2-pt jump shot from 8 ft,88,92
344,4,11:24.0,Turnover by K. Towns (traveling),,88,92
345,4,11:14.0,,J. Holiday misses 2-pt jump shot from 21 ft,88,92
346,4,11:11.0,Defensive rebound by K. Towns,,88,92
347,4,11:03.0,I. Canaan misses 2-pt layup from 2 ft,,88,92
348,4,11:01.0,,Defensive rebound by J. Randle,88,92
349,4,10:58.0,,D. Miller misses 3-pt jump shot from 25 ft,88,92
350,4,10:53.0,Defensive rebound by D. Šarić,,88,92
351,4,10:35.0,L. Deng misses 3-pt jump shot from 26 ft,,88,92
352,4,10:32.0,,Defensive rebound by J. Randle,88,92
353,4,10:26.0,,Personal foul by J. Okogie (drawn by J. Holiday),88,92
354,4,10:14.0,,S. Johnson makes 2-pt layup from 2 ft (assist by D. Miller),88,94
355,4,10:00.0,J. Okogie misses 3-pt jump shot from 27 ft,,88,94
356,4,9:56.0,,Defensive rebound by D. Miller,88,94
357,4,9:45.0,,Turnover by J. Holiday (lost ball; steal by I. Canaan),88,94
358,4,9:42.0,Shooting foul by F. Jackson (drawn by I. Canaan),,88,94
359,4,9:42.0,I. Canaan makes free throw 1 of 2,,89,94
360,4,9:42.0,T. Gibson enters the game for D. Šarić,,89,94
361,4,9:42.0,A. Wiggins enters the game for K. Towns,,89,94
362,4,9:42.0,I. Canaan makes free throw 2 of 2,,90,94
363,4,9:28.0,,J. Holiday misses 2-pt layup from 3 ft (block by A. Wiggins),90,94
364,4,9:25.0,Defensive rebound by A. Wiggins,,90,94
365,4,9:18.0,I. Canaan misses 3-pt jump shot from 27 ft,,90,94
366,4,9:15.0,,Defensive rebound by J. Randle,90,94
367,4,9:09.0,,J. Randle makes 2-pt layup from 2 ft,90,96
368,4,8:57.0,A. Wiggins makes 2-pt jump shot from 14 ft,,92,96
369,4,8:57.0,Shooting foul by S. Johnson (drawn by A. Wiggins),,92,96
370,4,8:57.0,A. Wiggins makes free throw 1 of 1,,93,96
371,4,8:47.0,,J. Holiday makes 2-pt layup from 1 ft,93,98
372,4,8:38.0,I. Canaan misses 2-pt layup from 3 ft,,93,98
373,4,8:30.0,Offensive rebound by L. Deng,,93,98
374,4,8:30.0,L. Deng makes 2-pt layup from 1 ft,,95,98
375,4,8:11.0,,J. Randle misses 2-pt jump shot from 2 ft,95,98
376,4,8:09.0,Defensive rebound by T. Gibson,,95,98
377,4,7:56.0,A. Wiggins misses 2-pt jump shot from 19 ft,,95,98
378,4,7:52.0,,Defensive rebound by S. Johnson,95,98
379,4,7:44.0,,Personal foul by L. Deng (drawn by J. Holiday),95,98
380,4,7:44.0,,K. Williams enters the game for D. Miller,95,98
381,4,7:38.0,,J. Holiday makes 2-pt jump shot from 16 ft,95,100
382,4,7:28.0,Personal foul by S. Johnson (drawn by A. Wiggins),,95,100
383,4,7:22.0,A. Wiggins misses 2-pt jump shot from 13 ft,,95,100
