,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CLEVELAND_ACTION,OKLAHOMA CITY_SCORE,CLEVELAND_SCORE
393,4,7:42.0,D. Schröder enters the game for N. Noel,,78,77
394,4,7:25.0,Turnover by T. Ferguson (bad pass; steal by J. Smith),,78,77
395,4,7:08.0,,J. Clarkson misses 3-pt jump shot from 25 ft,78,77
396,4,7:07.0,,Offensive rebound by J. Clarkson,78,77
397,4,7:02.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Clarkson),78,80
398,4,6:43.0,P. George makes 2-pt layup from 1 ft,,80,80
399,4,6:18.0,,J. Clarkson makes 2-pt layup from 1 ft,80,82
400,4,6:03.0,D. Schröder makes 2-pt jump shot from 12 ft,,82,82
401,4,5:42.0,,J. Smith misses 3-pt jump shot from 27 ft,82,82
402,4,5:38.0,Defensive rebound by H. Diallo,,82,82
403,4,5:30.0,H. Diallo misses 3-pt jump shot from 23 ft,,82,82
404,4,5:28.0,,Defensive rebound by K. Korver,82,82
405,4,5:20.0,,Turnover by J. Clarkson (bad pass; steal by S. Adams),82,82
406,4,5:09.0,Shooting foul by J. Clarkson (drawn by D. Schröder),,82,82
407,4,5:09.0,D. Schröder makes free throw 1 of 2,,83,82
408,4,5:09.0,Á. Abrines enters the game for H. Diallo,,83,82
409,4,5:09.0,J. Grant enters the game for T. Ferguson,,83,82
410,4,5:09.0,,T. Thompson enters the game for A. Žižić,83,82
411,4,5:09.0,D. Schröder makes free throw 2 of 2,,84,82
412,4,5:09.0,,Cleveland full timeout,84,82
413,4,4:49.0,,J. Clarkson makes 2-pt layup from 1 ft,84,84
414,4,4:35.0,Á. Abrines makes 3-pt jump shot from 23 ft (assist by P. George),,87,84
415,4,4:20.0,,C. Sexton misses 2-pt layup from 2 ft,87,84
416,4,4:20.0,Defensive rebound by S. Adams,,87,84
417,4,4:19.0,Personal take foul by J. Smith (drawn by D. Schröder),,87,84
418,4,4:09.0,P. George misses 3-pt jump shot from 26 ft,,87,84
419,4,4:06.0,,Defensive rebound by T. Thompson,87,84
420,4,3:59.0,,J. Smith misses 3-pt jump shot from 30 ft,87,84
421,4,3:57.0,Defensive rebound by D. Schröder,,87,84
422,4,3:52.0,Turnover by P. George (out of bounds lost ball),,87,84
423,4,3:37.0,,K. Korver misses 3-pt jump shot from 27 ft,87,84
424,4,3:35.0,Defensive rebound by S. Adams,,87,84
425,4,3:24.0,J. Grant misses 2-pt layup from 1 ft,,87,84
426,4,3:17.0,Offensive rebound by J. Grant,,87,84
427,4,3:17.0,J. Grant makes 2-pt layup from 1 ft,,89,84
428,4,3:06.0,,J. Clarkson misses 2-pt jump shot from 16 ft,89,84
429,4,3:02.0,,Offensive rebound by T. Thompson,89,84
430,4,3:02.0,,T. Thompson misses 2-pt layup at rim,89,84
431,4,3:00.0,,Offensive rebound by J. Clarkson,89,84
432,4,2:59.0,,Turnover by J. Clarkson (lost ball; steal by P. George),89,84
433,4,2:52.0,Shooting foul by T. Thompson (drawn by S. Adams),,89,84
434,4,2:52.0,S. Adams misses free throw 1 of 2,,89,84
435,4,2:52.0,Offensive rebound by Team,,89,84
436,4,2:52.0,S. Adams makes free throw 2 of 2,,90,84
437,4,2:33.0,,Turnover by C. Sexton (lost ball; steal by S. Adams),90,84
438,4,2:31.0,Personal foul by J. Smith (drawn by J. Grant),,90,84
439,4,2:31.0,J. Grant makes free throw 1 of 2,,91,84
440,4,2:31.0,,L. Nance enters the game for J. Smith,91,84
441,4,2:31.0,J. Grant makes free throw 2 of 2,,92,84
442,4,2:16.0,,Personal foul by Á. Abrines (drawn by K. Korver),92,84
443,4,2:05.0,,K. Korver misses 3-pt jump shot from 26 ft,92,84
444,4,2:03.0,Defensive rebound by S. Adams,,92,84
445,4,1:49.0,Á. Abrines misses 3-pt jump shot from 24 ft,,92,84
446,4,1:46.0,,Defensive rebound by T. Thompson,92,84
447,4,1:40.0,,T. Thompson makes 2-pt hook shot from 10 ft (assist by J. Clarkson),92,86
448,4,1:17.0,Á. Abrines misses 3-pt jump shot from 25 ft,,92,86
449,4,1:13.0,,Defensive rebound by L. Nance,92,86
450,4,1:03.0,,J. Clarkson misses 3-pt jump shot from 25 ft,92,86
451,4,1:01.0,Defensive rebound by D. Schröder,,92,86
452,4,0:43.0,D. Schröder makes 2-pt layup from 2 ft,,94,86
453,4,0:43.0,,Violation by Team (def goaltending),94,86
454,4,0:24.0,,C. Sexton misses 2-pt jump shot from 20 ft,94,86
455,4,0:21.0,Defensive rebound by J. Grant,,94,86
456,4,0:13.0,Personal foul by L. Nance (drawn by D. Schröder),,94,86
457,4,0:13.0,D. Schröder makes free throw 1 of 2,,95,86
458,4,0:13.0,H. Diallo enters the game for P. George,,95,86
459,4,0:13.0,D. Schröder misses free throw 2 of 2,,95,86
460,4,0:13.0,,Defensive rebound by T. Thompson,95,86
461,4,0:13.0,,Cleveland full timeout,95,86
462,4,0:10.0,,K. Korver misses 3-pt jump shot from 23 ft,95,86
463,4,0:07.0,Defensive rebound by H. Diallo,,95,86
