,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BROOKLYN_ACTION,SAN ANTONIO_SCORE,BROOKLYN_SCORE
0,1,11:47.0,,T. Graham misses 3-pt jump shot from 26 ft,0,0
1,1,11:43.0,Defensive rebound by D. White,,0,0
2,1,11:36.0,L. Aldridge misses 2-pt jump shot from 10 ft,,0,0
3,1,11:33.0,,Defensive rebound by D. Russell,0,0
4,1,11:24.0,,D. Russell misses 3-pt jump shot from 25 ft,0,0
5,1,11:20.0,Defensive rebound by L. Aldridge,,0,0
6,1,11:05.0,D. White misses 2-pt jump shot from 11 ft,,0,0
7,1,11:00.0,,Defensive rebound by D. Russell,0,0
8,1,10:50.0,,D. Russell makes 2-pt jump shot from 11 ft,0,2
9,1,10:40.0,Turnover by L. Aldridge (offensive foul),,0,2
10,1,10:40.0,Offensive foul by L. Aldridge (drawn by T. Graham),,0,2
11,1,10:22.0,,T. Graham misses 3-pt jump shot from 23 ft,0,2
12,1,10:22.0,Defensive rebound by D. White,,0,2
13,1,10:10.0,D. DeRozan makes 2-pt jump shot from 13 ft,,2,2
14,1,10:00.0,,C. LeVert misses 3-pt jump shot from 25 ft,2,2
15,1,9:57.0,Defensive rebound by D. Bertāns,,2,2
16,1,9:48.0,L. Aldridge makes 2-pt hook shot from 5 ft,,4,2
17,1,9:31.0,,J. Allen makes 2-pt dunk at rim (assist by J. Harris),4,4
18,1,9:18.0,D. DeRozan misses 2-pt jump shot from 19 ft,,4,4
19,1,9:18.0,,Defensive rebound by J. Allen,4,4
20,1,9:04.0,,Turnover by J. Allen (lost ball; steal by D. White),4,4
21,1,8:57.0,L. Aldridge misses 3-pt jump shot from 25 ft,,4,4
22,1,8:54.0,,Defensive rebound by T. Graham,4,4
23,1,8:43.0,,T. Graham misses 3-pt jump shot from 23 ft,4,4
24,1,8:40.0,Defensive rebound by D. White,,4,4
25,1,8:35.0,B. Forbes misses 2-pt layup from 2 ft (block by J. Allen),,4,4
26,1,8:32.0,,Defensive rebound by J. Allen,4,4
27,1,8:30.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by C. LeVert),4,7
28,1,8:16.0,D. DeRozan makes 2-pt jump shot from 15 ft,,6,7
29,1,8:03.0,,J. Allen makes 2-pt layup from 1 ft (assist by D. Russell),6,9
30,1,7:39.0,D. White makes 2-pt jump shot from 5 ft (assist by B. Forbes),,8,9
31,1,7:19.0,,Personal foul by D. Bertāns (drawn by C. LeVert),8,9
32,1,7:07.0,,D. Russell misses 3-pt jump shot from 25 ft,8,9
33,1,7:03.0,,Offensive rebound by T. Graham,8,9
34,1,6:57.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),8,11
35,1,6:57.0,San Antonio full timeout,,8,11
36,1,6:44.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,10,11
37,1,6:30.0,,C. LeVert misses 3-pt jump shot from 25 ft,10,11
38,1,6:26.0,Defensive rebound by D. Bertāns,,10,11
39,1,6:21.0,Turnover by D. White (bad pass; steal by J. Allen),,10,11
40,1,6:14.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Harris),10,14
41,1,5:59.0,Personal foul by T. Graham (drawn by D. DeRozan),,10,14
42,1,5:59.0,,A. Crabbe enters the game for C. LeVert,10,14
43,1,5:50.0,Offensive foul by D. White (drawn by T. Graham),,10,14
44,1,5:50.0,Turnover by D. White (offensive foul),,10,14
45,1,5:27.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),10,17
46,1,5:02.0,D. White makes 2-pt jump shot from 15 ft,,12,17
47,1,5:02.0,M. Belinelli enters the game for B. Forbes,,12,17
48,1,5:02.0,P. Mills enters the game for D. White,,12,17
49,1,5:02.0,,E. Davis enters the game for J. Allen,12,17
50,1,5:02.0,,R. Kurucs enters the game for T. Graham,12,17
51,1,4:44.0,,J. Harris misses 3-pt jump shot from 26 ft,12,17
52,1,4:39.0,Defensive rebound by P. Mills,,12,17
53,1,4:28.0,Turnover by D. DeRozan (out of bounds lost ball),,12,17
54,1,4:20.0,,A. Crabbe misses 3-pt jump shot from 26 ft,12,17
55,1,4:17.0,Defensive rebound by M. Belinelli,,12,17
56,1,4:06.0,L. Aldridge makes 2-pt hook shot from 6 ft,,14,17
57,1,3:53.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by E. Davis),14,20
58,1,3:41.0,D. DeRozan makes 2-pt jump shot from 6 ft,,16,20
59,1,3:41.0,Shooting foul by R. Kurucs (drawn by D. DeRozan),,16,20
60,1,3:41.0,,D. Carroll enters the game for J. Harris,16,20
61,1,3:41.0,,S. Napier enters the game for D. Russell,16,20
62,1,3:41.0,D. DeRozan makes free throw 1 of 1,,17,20
63,1,3:28.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by R. Kurucs),17,23
64,1,3:17.0,D. DeRozan misses 2-pt jump shot from 18 ft,,17,23
65,1,3:12.0,,Defensive rebound by E. Davis,17,23
66,1,3:03.0,,Turnover by A. Crabbe (bad pass),17,23
67,1,3:03.0,R. Gay enters the game for D. DeRozan,,17,23
68,1,2:44.0,L. Aldridge misses 2-pt layup from 4 ft,,17,23
69,1,2:43.0,,Defensive rebound by R. Kurucs,17,23
70,1,2:40.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Kurucs),17,26
71,1,2:28.0,P. Mills misses 2-pt jump shot from 18 ft,,17,26
72,1,2:28.0,Offensive rebound by Team,,17,26
73,1,2:26.0,,Violation by Team (kicked ball),17,26
74,1,2:26.0,,Brooklyn full timeout,17,26
75,1,2:20.0,L. Aldridge misses 2-pt layup from 1 ft,,17,26
76,1,2:20.0,Offensive rebound by Team,,17,26
77,1,2:20.0,,Loose ball foul by E. Davis (drawn by L. Aldridge),17,26
78,1,2:13.0,P. Mills makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,20,26
79,1,1:58.0,,R. Kurucs misses 2-pt layup from 2 ft,20,26
80,1,1:58.0,Defensive rebound by Team,,20,26
81,1,1:58.0,B. Forbes enters the game for L. Aldridge,,20,26
82,1,1:58.0,J. Poeltl enters the game for D. Bertāns,,20,26
83,1,1:39.0,R. Gay misses 2-pt jump shot from 19 ft,,20,26
84,1,1:35.0,Offensive rebound by J. Poeltl,,20,26
85,1,1:35.0,J. Poeltl misses 2-pt layup at rim,,20,26
86,1,1:35.0,Offensive rebound by J. Poeltl,,20,26
87,1,1:33.0,J. Poeltl misses 2-pt layup from 2 ft,,20,26
88,1,1:31.0,,Defensive rebound by E. Davis,20,26
89,1,1:27.0,,S. Napier misses 3-pt jump shot from 25 ft,20,26
90,1,1:24.0,Defensive rebound by M. Belinelli,,20,26
91,1,1:16.0,M. Belinelli misses 3-pt jump shot from 28 ft,,20,26
92,1,1:16.0,,Defensive rebound by D. Carroll,20,26
93,1,1:04.0,,Turnover by S. Napier (bad pass),20,26
94,1,0:55.0,Turnover by R. Gay (bad pass; steal by R. Kurucs),,20,26
95,1,0:53.0,,R. Kurucs makes 2-pt dunk from 2 ft,20,28
96,1,0:38.0,M. Belinelli misses 2-pt jump shot from 14 ft,,20,28
97,1,0:35.0,,Defensive rebound by D. Carroll,20,28
98,1,0:29.0,,D. Carroll misses 3-pt jump shot from 25 ft,20,28
99,1,0:26.0,Defensive rebound by M. Belinelli,,20,28
100,1,0:05.0,P. Mills misses 2-pt jump shot from 15 ft,,20,28
101,1,0:05.0,,Defensive rebound by D. Carroll,20,28
102,1,0:00.0,,S. Napier misses 3-pt jump shot from 32 ft,20,28
103,1,0:00.0,,Offensive rebound by Team,20,28
104,2,11:42.0,B. Forbes misses 3-pt jump shot from 25 ft,,20,28
105,2,11:38.0,,Defensive rebound by D. Carroll,20,28
106,2,11:31.0,,D. Russell makes 2-pt jump shot from 12 ft,20,30
107,2,11:16.0,B. Forbes misses 2-pt jump shot from 16 ft,,20,30
108,2,11:14.0,,Defensive rebound by D. Russell,20,30
109,2,11:10.0,,A. Crabbe misses 3-pt jump shot from 25 ft,20,30
110,2,11:05.0,Defensive rebound by J. Poeltl,,20,30
111,2,10:58.0,R. Gay makes 2-pt jump shot from 15 ft,,22,30
112,2,10:38.0,,D. Carroll misses 3-pt jump shot from 25 ft,22,30
113,2,10:35.0,Defensive rebound by M. Belinelli,,22,30
114,2,10:27.0,B. Forbes misses 2-pt jump shot from 11 ft (block by A. Crabbe),,22,30
115,2,10:25.0,Offensive rebound by J. Poeltl,,22,30
116,2,10:24.0,J. Poeltl misses 2-pt hook shot from 7 ft,,22,30
117,2,10:22.0,,Defensive rebound by D. Carroll,22,30
118,2,10:19.0,,Turnover by D. Russell (out of bounds lost ball),22,30
119,2,10:19.0,D. DeRozan enters the game for M. Belinelli,,22,30
120,2,10:01.0,D. DeRozan makes 2-pt jump shot from 13 ft,,24,30
121,2,9:42.0,,Shooting foul by D. DeRozan (drawn by E. Davis),24,30
122,2,9:42.0,,E. Davis makes free throw 1 of 2,24,31
123,2,9:42.0,,E. Davis makes free throw 2 of 2,24,32
124,2,9:24.0,D. DeRozan misses 2-pt jump shot from 14 ft,,24,32
125,2,9:24.0,,Defensive rebound by D. Carroll,24,32
126,2,9:09.0,,S. Napier misses 3-pt jump shot from 26 ft,24,32
127,2,9:05.0,,Offensive rebound by E. Davis,24,32
128,2,8:57.0,,D. Russell misses 3-pt jump shot from 25 ft,24,32
129,2,8:55.0,,Offensive rebound by D. Russell,24,32
130,2,8:49.0,,D. Carroll misses 3-pt jump shot from 23 ft,24,32
131,2,8:44.0,Defensive rebound by D. DeRozan,,24,32
