,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:46.0,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,2,0
1,1,11:28.0,,E. Freedom misses 2-pt hook shot from 2 ft,2,0
2,1,11:26.0,Defensive rebound by P. George,,2,0
3,1,11:22.0,Turnover by P. George (bad pass),,2,0
4,1,11:09.0,,Turnover by C. McCollum (bad pass),2,0
5,1,11:01.0,Offensive foul by S. Adams (drawn by D. Lillard),,2,0
6,1,11:01.0,Turnover by S. Adams (offensive foul),,2,0
7,1,10:45.0,,M. Harkless misses 3-pt jump shot from 25 ft,2,0
8,1,10:43.0,Defensive rebound by T. Ferguson,,2,0
9,1,10:38.0,P. George misses 3-pt jump shot from 25 ft (block by M. Harkless),,2,0
10,1,10:36.0,Offensive rebound by P. George,,2,0
11,1,10:30.0,J. Grant misses 3-pt jump shot from 23 ft,,2,0
12,1,10:27.0,,Defensive rebound by M. Harkless,2,0
13,1,10:18.0,,D. Lillard misses 3-pt jump shot from 25 ft,2,0
14,1,10:17.0,Defensive rebound by Team,,2,0
15,1,10:00.0,S. Adams makes 2-pt layup from 2 ft (assist by P. George),,4,0
16,1,9:42.0,,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),4,3
17,1,9:28.0,R. Westbrook misses 2-pt layup from 1 ft,,4,3
18,1,9:27.0,,Defensive rebound by E. Freedom,4,3
19,1,9:15.0,,C. McCollum makes 2-pt layup from 1 ft,4,5
20,1,9:02.0,P. George makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,6,5
21,1,8:50.0,,D. Lillard makes 2-pt layup from 1 ft,6,7
22,1,8:45.0,T. Ferguson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,8,7
23,1,8:33.0,,D. Lillard misses 3-pt jump shot from 29 ft,8,7
24,1,8:32.0,Defensive rebound by S. Adams,,8,7
25,1,8:25.0,Shooting foul by M. Harkless (drawn by J. Grant),,8,7
