,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,NEW YORK_ACTION,LA LAKERS_SCORE,NEW YORK_SCORE
32,1,7:38.0,,Turnover by E. Mudiay (lost ball; steal by R. Rondo),13,13
33,1,7:30.0,Turnover by L. James (bad pass),,13,13
34,1,7:20.0,,Shooting foul by J. McGee (drawn by M. Hezonja),13,13
35,1,7:20.0,,M. Hezonja makes free throw 1 of 2,13,14
36,1,7:20.0,,M. Hezonja makes free throw 2 of 2,13,15
37,1,7:03.0,J. McGee misses 2-pt jump shot from 9 ft,,13,15
38,1,7:01.0,,Defensive rebound by D. Jordan,13,15
39,1,6:46.0,,M. Hezonja makes 2-pt jump shot from 11 ft,13,17
40,1,6:32.0,L. James makes 2-pt jump shot from 11 ft,,15,17
41,1,6:15.0,,Turnover by D. Jordan (bad pass; steal by J. McGee),15,17
42,1,6:10.0,Shooting foul by D. Jordan (drawn by L. James),,15,17
43,1,6:10.0,L. James makes free throw 1 of 2,,16,17
44,1,6:10.0,L. James makes free throw 2 of 2,,17,17
45,1,6:05.0,,New York full timeout,17,17
46,1,5:58.0,,K. Knox makes 2-pt layup from 1 ft,17,19
47,1,5:45.0,J. McGee makes 2-pt dunk at rim (assist by K. Kuzma),,19,19
48,1,5:28.0,,D. Dotson makes 2-pt jump shot from 16 ft (assist by D. Jordan),19,21
49,1,5:18.0,R. Bullock misses 3-pt jump shot from 26 ft,,19,21
50,1,5:16.0,,Defensive rebound by M. Hezonja,19,21
51,1,5:09.0,,Turnover by M. Hezonja (lost ball; steal by J. McGee),19,21
52,1,5:06.0,Turnover by J. McGee (bad pass; steal by K. Knox),,19,21
53,1,5:02.0,,K. Knox makes 3-pt jump shot from 25 ft,19,24
54,1,4:49.0,R. Rondo makes 3-pt jump shot from 26 ft,,22,24
55,1,4:29.0,,Shooting foul by R. Bullock (drawn by M. Hezonja),22,24
56,1,4:29.0,K. Caldwell-Pope enters the game for R. Bullock,,22,24
57,1,4:29.0,J. Hart enters the game for L. James,,22,24
58,1,4:29.0,M. Wagner enters the game for J. McGee,,22,24
59,1,4:29.0,,M. Hezonja makes free throw 1 of 2,22,25
60,1,4:29.0,,M. Hezonja makes free throw 2 of 2,22,26
61,1,4:12.0,Turnover by K. Kuzma (lost ball; steal by M. Hezonja),,22,26
62,1,4:08.0,,E. Mudiay makes 2-pt layup at rim,22,28
63,1,4:04.0,,Violation by Team (kicked ball),22,28
64,1,3:57.0,R. Rondo misses 2-pt hook shot from 4 ft,,22,28
65,1,3:56.0,Offensive rebound by Team,,22,28
66,1,3:46.0,M. Wagner makes 3-pt jump shot from 24 ft (assist by R. Rondo),,25,28
67,1,3:26.0,,D. Jordan misses 2-pt dunk from 1 ft,25,28
68,1,3:24.0,Defensive rebound by J. Hart,,25,28
69,1,3:18.0,J. Hart misses 3-pt jump shot from 26 ft,,25,28
70,1,3:16.0,,Defensive rebound by D. Jordan,25,28
71,1,3:08.0,,Turnover by E. Mudiay (bad pass; steal by J. Hart),25,28
72,1,2:59.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,25,28
73,1,2:57.0,Offensive rebound by K. Caldwell-Pope,,25,28
74,1,2:51.0,M. Wagner makes 2-pt dunk at rim (assist by J. Hart),,27,28
75,1,2:42.0,,New York full timeout,27,28
76,1,2:42.0,,K. Allen enters the game for M. Hezonja,27,28
77,1,2:42.0,,M. Robinson enters the game for D. Jordan,27,28
78,1,2:42.0,,L. Thomas enters the game for E. Mudiay,27,28
79,1,2:39.0,,Personal foul by M. Wagner (drawn by M. Robinson),27,28
80,1,2:31.0,,K. Knox makes 2-pt layup from 1 ft,27,30
81,1,2:18.0,M. Wagner misses 3-pt jump shot from 25 ft,,27,30
82,1,2:16.0,,Defensive rebound by D. Dotson,27,30
83,1,2:07.0,,D. Dotson makes 3-pt jump shot from 25 ft,27,33
84,1,1:52.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,27,33
85,1,1:50.0,,Defensive rebound by K. Knox,27,33
86,1,1:28.0,,D. Dotson makes 2-pt layup from 2 ft,27,35
87,1,1:15.0,M. Wagner misses 2-pt layup from 2 ft,,27,35
88,1,1:13.0,,Defensive rebound by D. Dotson,27,35
89,1,1:10.0,,D. Dotson misses 3-pt jump shot from 26 ft,27,35
90,1,1:08.0,Defensive rebound by R. Rondo,,27,35
91,1,1:06.0,Shooting foul by D. Dotson (drawn by M. Wagner),,27,35
92,1,1:06.0,M. Wagner misses free throw 1 of 2,,27,35
93,1,1:06.0,Offensive rebound by Team,,27,35
94,1,1:06.0,M. Wagner makes free throw 2 of 2,,28,35
95,1,0:58.0,,K. Knox misses 2-pt jump shot from 19 ft,28,35
96,1,0:56.0,Defensive rebound by K. Caldwell-Pope,,28,35
97,1,0:47.0,R. Rondo misses 2-pt layup from 1 ft,,28,35
98,1,0:45.0,,Defensive rebound by K. Knox,28,35
99,1,0:43.0,,Personal foul by K. Kuzma (drawn by K. Knox),28,35
100,1,0:30.0,,K. Knox makes 3-pt jump shot from 27 ft (assist by K. Allen),28,38
101,1,0:24.0,K. Kuzma makes 2-pt layup from 1 ft,,30,38
102,1,0:02.0,,K. Knox makes 3-pt jump shot from 26 ft,30,41
103,2,11:41.0,,Turnover by K. Knox (bad pass),30,41
104,2,11:32.0,K. Caldwell-Pope makes 2-pt jump shot from 22 ft (assist by J. Williams),,32,41
105,2,11:20.0,,M. Robinson makes 2-pt layup from 2 ft (assist by K. Allen),32,43
106,2,11:20.0,,Shooting foul by L. James (drawn by M. Robinson),32,43
107,2,11:20.0,,M. Robinson misses free throw 1 of 1,32,43
108,2,11:18.0,Defensive rebound by J. Williams,,32,43
109,2,11:12.0,Personal foul by A. Trier (drawn by L. James),,32,43
110,2,11:04.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,32,43
111,2,11:02.0,,Defensive rebound by K. Knox,32,43
112,2,10:56.0,,Turnover by K. Knox (bad pass; steal by A. Caruso),32,43
113,2,10:52.0,L. James misses 3-pt jump shot from 25 ft,,32,43
114,2,10:50.0,Offensive rebound by A. Caruso,,32,43
115,2,10:39.0,Shooting foul by M. Robinson (drawn by L. James),,32,43
116,2,10:39.0,L. James makes free throw 1 of 2,,33,43
117,2,10:39.0,,D. Dotson enters the game for K. Knox,33,43
118,2,10:39.0,L. James makes free throw 2 of 2,,34,43
119,2,10:18.0,,A. Trier makes 2-pt jump shot from 15 ft,34,45
120,2,10:08.0,J. Williams makes 2-pt dunk from 1 ft (assist by L. James),,36,45
121,2,9:49.0,,D. Dotson misses 2-pt jump shot from 23 ft,36,45
122,2,9:47.0,Defensive rebound by K. Caldwell-Pope,,36,45
123,2,9:40.0,J. Hart misses 3-pt jump shot from 24 ft,,36,45
124,2,9:39.0,,Defensive rebound by M. Robinson,36,45
125,2,9:24.0,,Shooting foul by J. Williams (drawn by A. Trier),36,45
126,2,9:24.0,,A. Trier misses free throw 1 of 2,36,45
127,2,9:24.0,,Offensive rebound by Team,36,45
128,2,9:24.0,,A. Trier misses free throw 2 of 2,36,45
129,2,9:22.0,Defensive rebound by L. James,,36,45
130,2,9:17.0,J. Hart makes 2-pt layup from 2 ft (assist by L. James),,38,45
131,2,9:04.0,,Turnover by D. Dotson (bad pass; steal by A. Caruso),38,45
132,2,9:00.0,L. James makes 2-pt dunk from 1 ft (assist by A. Caruso),,40,45
133,2,8:54.0,,New York full timeout,40,45
134,2,8:39.0,,Shooting foul by J. Williams (drawn by K. Allen),40,45
135,2,8:39.0,,K. Allen makes free throw 1 of 2,40,46
136,2,8:39.0,,K. Allen makes free throw 2 of 2,40,47
137,2,8:33.0,Shooting foul by M. Robinson (drawn by L. James),,40,47
138,2,8:33.0,L. James misses free throw 1 of 2,,40,47
139,2,8:33.0,Offensive rebound by Team,,40,47
140,2,8:33.0,,M. Hezonja enters the game for L. Thomas,40,47
141,2,8:33.0,L. James makes free throw 2 of 2,,41,47
142,2,8:13.0,,Turnover by K. Allen (turnover),41,47
143,2,8:13.0,,Loose ball foul by K. Allen (drawn by A. Caruso),41,47
144,2,7:56.0,A. Caruso misses 2-pt layup from 1 ft (block by M. Robinson),,41,47
145,2,7:54.0,Offensive rebound by L. James,,41,47
146,2,7:50.0,L. James makes 2-pt jump shot from 12 ft,,43,47
147,2,7:26.0,,A. Trier misses 3-pt jump shot from 25 ft,43,47
148,2,7:24.0,Defensive rebound by J. Williams,,43,47
149,2,7:11.0,L. James misses 3-pt jump shot from 25 ft,,43,47
150,2,7:10.0,,Defensive rebound by Team,43,47
151,2,7:10.0,,E. Mudiay enters the game for K. Allen,43,47
152,2,6:58.0,,Offensive foul by A. Trier (drawn by A. Caruso),43,47
153,2,6:58.0,,Turnover by A. Trier (offensive foul),43,47
154,2,6:58.0,,D. Jordan enters the game for M. Robinson,43,47
155,2,6:45.0,L. James makes 2-pt layup from 2 ft,,45,47
156,2,6:20.0,,D. Dotson misses 3-pt jump shot from 23 ft,45,47
157,2,6:20.0,,Offensive rebound by D. Jordan,45,47
158,2,6:16.0,,Turnover by A. Trier (traveling),45,47
159,2,6:01.0,J. Hart misses 2-pt jump shot from 13 ft,,45,47
160,2,5:59.0,,Defensive rebound by M. Hezonja,45,47
161,2,5:45.0,,A. Trier misses 3-pt jump shot from 23 ft,45,47
162,2,5:43.0,,Offensive rebound by D. Jordan,45,47
163,2,5:41.0,,D. Jordan makes 2-pt dunk from 1 ft,45,49
164,2,5:41.0,LA Lakers full timeout,,45,49
165,2,5:41.0,K. Kuzma enters the game for J. Hart,,45,49
166,2,5:41.0,J. McGee enters the game for J. Williams,,45,49
167,2,5:41.0,,K. Knox enters the game for A. Trier,45,49
168,2,5:29.0,Personal foul by M. Hezonja (drawn by L. James),,45,49
169,2,5:29.0,L. James makes free throw 1 of 2,,46,49
170,2,5:29.0,L. James makes free throw 2 of 2,,47,49
171,2,5:14.0,,M. Hezonja makes 2-pt jump shot from 7 ft,47,51
172,2,4:49.0,A. Caruso makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,50,51
173,2,4:30.0,,Turnover by E. Mudiay (bad pass; steal by K. Kuzma),50,51
174,2,4:27.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by K. Kuzma),,52,51
175,2,4:27.0,Shooting foul by K. Knox (drawn by K. Caldwell-Pope),,52,51
176,2,4:27.0,R. Rondo enters the game for A. Caruso,,52,51
177,2,4:27.0,K. Caldwell-Pope makes free throw 1 of 1,,53,51
178,2,4:08.0,,K. Knox misses 2-pt hook shot from 4 ft (block by J. McGee),53,51
179,2,4:06.0,Defensive rebound by J. McGee,,53,51
180,2,4:02.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,53,51
181,2,4:00.0,Offensive rebound by L. James,,53,51
182,2,3:55.0,Turnover by L. James (bad pass),,53,51
183,2,3:55.0,R. Bullock enters the game for K. Caldwell-Pope,,53,51
184,2,3:55.0,A. Caruso enters the game for L. James,,53,51
185,2,3:32.0,,D. Dotson misses 3-pt jump shot from 26 ft,53,51
186,2,3:31.0,,Offensive rebound by Team,53,51
187,2,3:31.0,,Turnover by Team (shot clock),53,51
188,2,3:13.0,K. Kuzma makes 2-pt jump shot from 13 ft,,55,51
189,2,3:01.0,,M. Hezonja makes 2-pt jump shot from 12 ft,55,53
190,2,2:53.0,K. Kuzma makes 2-pt jump shot from 7 ft,,57,53
191,2,2:36.0,,Shooting foul by A. Caruso (drawn by D. Dotson),57,53
192,2,2:36.0,,D. Dotson makes free throw 1 of 2,57,54
193,2,2:36.0,,D. Dotson makes free throw 2 of 2,57,55
194,2,2:23.0,R. Bullock misses 2-pt jump shot from 15 ft,,57,55
195,2,2:21.0,Offensive rebound by J. McGee,,57,55
196,2,2:17.0,J. McGee misses 2-pt jump shot from 3 ft,,57,55
197,2,2:15.0,,Defensive rebound by M. Hezonja,57,55
198,2,1:56.0,,E. Mudiay misses 2-pt layup from 5 ft (block by A. Caruso),57,55
199,2,1:54.0,Defensive rebound by R. Rondo,,57,55
200,2,1:50.0,J. McGee makes 2-pt dunk from 1 ft (assist by K. Kuzma),,59,55
201,2,1:33.0,,D. Dotson misses 2-pt layup from 2 ft,59,55
202,2,1:31.0,Defensive rebound by R. Rondo,,59,55
203,2,1:28.0,Turnover by R. Rondo (bad pass),,59,55
204,2,1:27.0,Loose ball foul by J. McGee (drawn by E. Mudiay),,59,55
205,2,1:27.0,,E. Mudiay makes free throw 1 of 2,59,56
206,2,1:27.0,,E. Mudiay makes free throw 2 of 2,59,57
207,2,1:16.0,K. Kuzma makes 2-pt jump shot from 18 ft,,61,57
208,2,1:06.0,,E. Mudiay makes 2-pt layup from 2 ft,61,59
209,2,1:06.0,,Shooting foul by A. Caruso (drawn by E. Mudiay),61,59
210,2,1:06.0,,E. Mudiay makes free throw 1 of 1,61,60
211,2,0:52.0,J. McGee misses 2-pt layup from 1 ft,,61,60
212,2,0:49.0,Offensive rebound by R. Rondo,,61,60
213,2,0:46.0,K. Kuzma misses 2-pt jump shot from 7 ft,,61,60
214,2,0:44.0,,Defensive rebound by D. Jordan,61,60
215,2,0:37.0,,Personal foul by R. Bullock (drawn by M. Hezonja),61,60
216,2,0:37.0,,M. Hezonja makes free throw 1 of 2,61,61
217,2,0:37.0,,M. Hezonja makes free throw 2 of 2,61,62
218,2,0:32.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,64,62
219,2,0:11.0,,Shooting foul by R. Rondo (drawn by E. Mudiay),64,62
220,2,0:11.0,,E. Mudiay misses free throw 1 of 2,64,62
221,2,0:11.0,,Offensive rebound by Team,64,62
222,2,0:11.0,,K. Allen enters the game for K. Knox,64,62
223,2,0:11.0,,E. Mudiay makes free throw 2 of 2,64,63
224,2,0:01.0,R. Bullock makes 2-pt jump shot from 16 ft (assist by K. Kuzma),,66,63
225,2,0:00.0,,Turnover by D. Jordan (bad pass),66,63
226,3,11:47.0,,D. Dotson misses 3-pt jump shot from 25 ft,66,63
227,3,11:45.0,Defensive rebound by J. McGee,,66,63
228,3,11:30.0,R. Bullock makes 2-pt jump shot from 17 ft (assist by R. Rondo),,68,63
229,3,11:04.0,,E. Mudiay makes 3-pt jump shot from 25 ft,68,66
230,3,10:47.0,Turnover by J. McGee (lost ball; steal by D. Jordan),,68,66
231,3,10:36.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by E. Mudiay),68,68
232,3,10:18.0,J. McGee makes 2-pt dunk at rim (assist by K. Kuzma),,70,68
233,3,9:54.0,,K. Knox makes 2-pt jump shot from 13 ft (assist by E. Mudiay),70,70
234,3,9:36.0,K. Kuzma makes 2-pt hook shot from 6 ft,,72,70
235,3,9:14.0,,K. Knox misses 3-pt jump shot from 26 ft,72,70
236,3,9:12.0,,Offensive rebound by D. Jordan,72,70
237,3,9:12.0,,Shooting foul by L. James (drawn by D. Jordan),72,70
238,3,9:12.0,,D. Jordan misses free throw 1 of 2,72,70
239,3,9:12.0,,Offensive rebound by Team,72,70
240,3,9:12.0,,D. Jordan makes free throw 2 of 2,72,71
241,3,8:57.0,Shooting foul by K. Knox (drawn by L. James),,72,71
242,3,8:57.0,L. James makes free throw 1 of 2,,73,71
243,3,8:57.0,L. James makes free throw 2 of 2,,74,71
244,3,8:41.0,,Shooting foul by J. McGee (drawn by E. Mudiay),74,71
245,3,8:41.0,,E. Mudiay makes free throw 1 of 3,74,72
246,3,8:41.0,,E. Mudiay makes free throw 2 of 3,74,73
247,3,8:41.0,,E. Mudiay makes free throw 3 of 3,74,74
248,3,8:32.0,Personal foul by M. Hezonja (drawn by L. James),,74,74
249,3,8:23.0,L. James misses 3-pt jump shot from 26 ft,,74,74
250,3,8:21.0,,Defensive rebound by M. Hezonja,74,74
251,3,8:16.0,,M. Hezonja misses 2-pt layup from 9 ft (block by L. James),74,74
252,3,8:15.0,Defensive rebound by Team,,74,74
253,3,8:05.0,L. James makes 2-pt layup at rim (assist by K. Kuzma),,76,74
254,3,7:51.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by D. Jordan),76,77
255,3,7:41.0,K. Kuzma makes 2-pt layup from 2 ft,,78,77
256,3,7:31.0,,Turnover by D. Dotson (bad pass),78,77
257,3,7:15.0,K. Kuzma misses 2-pt jump shot from 9 ft,,78,77
258,3,7:13.0,,Defensive rebound by E. Mudiay,78,77
259,3,7:06.0,,Turnover by E. Mudiay (bad pass; steal by J. McGee),78,77
260,3,7:02.0,Shooting foul by D. Dotson (drawn by L. James),,78,77
261,3,7:02.0,L. James misses free throw 1 of 2,,78,77
262,3,7:02.0,Offensive rebound by Team,,78,77
263,3,7:02.0,L. James makes free throw 2 of 2,,79,77
264,3,6:49.0,,D. Dotson misses 2-pt jump shot from 20 ft,79,77
265,3,6:47.0,Defensive rebound by L. James,,79,77
266,3,6:41.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),,81,77
267,3,6:27.0,,D. Dotson misses 3-pt jump shot from 26 ft,81,77
268,3,6:25.0,,Offensive rebound by M. Hezonja,81,77
269,3,6:23.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by M. Hezonja),81,80
270,3,6:20.0,LA Lakers full timeout,,81,80
271,3,6:20.0,J. Williams enters the game for J. McGee,,81,80
272,3,6:05.0,R. Bullock makes 2-pt jump shot from 20 ft (assist by L. James),,83,80
273,3,5:48.0,,D. Dotson misses 3-pt jump shot from 24 ft,83,80
274,3,5:46.0,Defensive rebound by R. Rondo,,83,80
275,3,5:41.0,Personal foul by K. Knox (drawn by K. Kuzma),,83,80
276,3,5:41.0,,A. Trier enters the game for K. Knox,83,80
277,3,5:32.0,K. Kuzma misses 2-pt hook shot from 12 ft,,83,80
278,3,5:31.0,Offensive rebound by J. Williams,,83,80
279,3,5:30.0,J. Williams makes 2-pt layup from 2 ft,,85,80
280,3,5:30.0,Shooting foul by A. Trier (drawn by J. Williams),,85,80
281,3,5:30.0,J. Williams makes free throw 1 of 1,,86,80
282,3,5:20.0,,D. Jordan makes 2-pt layup from 2 ft (assist by E. Mudiay),86,82
283,3,4:58.0,L. James makes 2-pt jump shot from 8 ft,,88,82
284,3,4:47.0,,Personal foul by J. Williams (drawn by D. Jordan),88,82
285,3,4:36.0,,Turnover by D. Jordan (3 sec),88,82
286,3,4:36.0,A. Caruso enters the game for L. James,,88,82
287,3,4:30.0,K. Kuzma makes 2-pt jump shot from 12 ft,,90,82
288,3,4:13.0,,D. Jordan makes 2-pt layup from 1 ft,90,84
289,3,4:01.0,R. Rondo misses 2-pt layup from 1 ft,,90,84
290,3,3:59.0,,Defensive rebound by D. Jordan,90,84
291,3,3:46.0,,Shooting foul by K. Kuzma (drawn by M. Hezonja),90,84
292,3,3:46.0,,M. Hezonja makes free throw 1 of 2,90,85
293,3,3:46.0,,K. Allen enters the game for E. Mudiay,90,85
294,3,3:46.0,,M. Hezonja makes free throw 2 of 2,90,86
295,3,3:35.0,Offensive foul by J. Williams (drawn by K. Allen),,90,86
296,3,3:35.0,Turnover by J. Williams (offensive foul),,90,86
297,3,3:19.0,,Offensive foul by D. Jordan (drawn by J. Williams),90,86
298,3,3:19.0,,Turnover by D. Jordan (offensive foul),90,86
299,3,3:01.0,K. Kuzma misses 3-pt jump shot from 26 ft,,90,86
300,3,2:59.0,,Defensive rebound by D. Dotson,90,86
301,3,2:47.0,,New York full timeout,90,86
302,3,2:47.0,K. Caldwell-Pope enters the game for R. Bullock,,90,86
303,3,2:40.0,,Turnover by M. Hezonja (bad pass; steal by A. Caruso),90,86
304,3,2:38.0,Shooting foul by K. Allen (drawn by A. Caruso),,90,86
305,3,2:38.0,,M. Robinson enters the game for D. Jordan,90,86
306,3,2:38.0,A. Caruso makes free throw 1 of 2,,91,86
307,3,2:38.0,A. Caruso makes free throw 2 of 2,,92,86
308,3,2:23.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by A. Trier),92,89
309,3,2:08.0,Shooting foul by M. Robinson (drawn by K. Kuzma),,92,89
310,3,2:08.0,K. Kuzma makes free throw 1 of 2,,93,89
311,3,2:08.0,,L. Thomas enters the game for M. Hezonja,93,89
312,3,2:08.0,K. Kuzma makes free throw 2 of 2,,94,89
313,3,1:43.0,,Turnover by A. Trier (traveling),94,89
314,3,1:32.0,Turnover by K. Kuzma (traveling),,94,89
315,3,1:15.0,,L. Thomas makes 3-pt jump shot from 24 ft (assist by D. Dotson),94,92
316,3,1:00.0,A. Caruso makes 2-pt layup from 2 ft,,96,92
317,3,0:46.0,,L. Thomas makes 2-pt jump shot from 11 ft,96,94
318,3,0:39.0,K. Kuzma misses 3-pt jump shot from 27 ft,,96,94
319,3,0:35.0,,Defensive rebound by D. Dotson,96,94
320,3,0:30.0,,D. Dotson misses 3-pt jump shot from 26 ft,96,94
321,3,0:27.0,,Offensive rebound by M. Robinson,96,94
322,3,0:26.0,,M. Robinson misses 2-pt layup from 2 ft (block by A. Caruso),96,94
323,3,0:24.0,Defensive rebound by A. Caruso,,96,94
324,3,0:18.0,A. Caruso misses 2-pt layup from 1 ft,,96,94
325,3,0:16.0,,Defensive rebound by L. Thomas,96,94
326,3,0:00.0,,L. Thomas misses 3-pt jump shot from 22 ft,96,94
327,3,0:00.0,,Offensive rebound by Team,96,94
328,4,11:41.0,L. James misses 2-pt jump shot from 17 ft,,96,94
329,4,11:39.0,,Defensive rebound by K. Allen,96,94
330,4,11:27.0,,A. Trier makes 2-pt jump shot from 19 ft (assist by K. Allen),96,96
331,4,11:16.0,L. James makes 2-pt jump shot from 22 ft,,98,96
332,4,10:59.0,,A. Trier misses 2-pt jump shot from 5 ft (block by A. Caruso),98,96
333,4,10:57.0,Defensive rebound by Team,,98,96
334,4,10:57.0,Flagrant foul type 1 by A. Trier (drawn by A. Caruso),,98,96
335,4,10:57.0,A. Caruso makes flagrant free throw 1 of 2,,99,96
336,4,10:57.0,A. Caruso makes flagrant free throw 2 of 2,,100,96
337,4,10:47.0,L. James misses 3-pt jump shot from 27 ft,,100,96
338,4,10:44.0,,Defensive rebound by A. Trier,100,96
339,4,10:39.0,,Personal foul by A. Caruso (drawn by K. Allen),100,96
340,4,10:25.0,,L. Thomas makes 2-pt layup from 2 ft,100,98
341,4,10:22.0,Personal foul by A. Trier (drawn by J. Hart),,100,98
342,4,10:12.0,L. James misses 2-pt jump shot from 21 ft,,100,98
343,4,10:10.0,,Defensive rebound by K. Knox,100,98
344,4,10:00.0,,K. Knox misses 2-pt jump shot from 11 ft,100,98
345,4,9:57.0,Defensive rebound by J. Hart,,100,98
346,4,9:50.0,L. James misses 2-pt layup from 2 ft,,100,98
347,4,9:48.0,Offensive rebound by J. Williams,,100,98
348,4,9:48.0,J. Williams makes 2-pt layup from 1 ft,,102,98
349,4,9:43.0,,Turnover by L. Thomas (bad pass; steal by J. Hart),102,98
350,4,9:35.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,102,98
351,4,9:34.0,Offensive rebound by J. Williams,,102,98
352,4,9:31.0,J. Williams misses 2-pt layup from 3 ft (block by M. Robinson),,102,98
353,4,9:29.0,Offensive rebound by K. Caldwell-Pope,,102,98
354,4,9:20.0,L. James misses 2-pt jump shot from 18 ft,,102,98
355,4,9:16.0,,Defensive rebound by K. Knox,102,98
356,4,9:15.0,,Offensive foul by L. Thomas (drawn by A. Caruso),102,98
357,4,9:15.0,,Turnover by L. Thomas (offensive foul),102,98
358,4,9:01.0,L. James misses 2-pt layup from 4 ft,,102,98
359,4,8:59.0,,Defensive rebound by M. Robinson,102,98
360,4,8:49.0,,K. Allen makes 3-pt jump shot from 26 ft (assist by A. Trier),102,101
361,4,8:43.0,J. Williams makes 2-pt dunk from 1 ft (assist by L. James),,104,101
362,4,8:43.0,Shooting foul by K. Allen (drawn by J. Williams),,104,101
363,4,8:43.0,,M. Hezonja enters the game for L. Thomas,104,101
364,4,8:43.0,J. Williams makes free throw 1 of 1,,105,101
365,4,8:22.0,,K. Allen makes 2-pt jump shot from 12 ft (assist by A. Trier),105,103
366,4,8:05.0,J. Williams makes 2-pt layup from 1 ft (assist by A. Caruso),,107,103
367,4,8:05.0,Shooting foul by A. Trier (drawn by J. Williams),,107,103
368,4,8:05.0,,E. Mudiay enters the game for A. Trier,107,103
369,4,8:05.0,J. Williams misses free throw 1 of 1,,107,103
370,4,8:03.0,,Defensive rebound by M. Hezonja,107,103
371,4,7:47.0,,K. Knox makes 2-pt layup from 3 ft,107,105
372,4,7:24.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. James),,110,105
373,4,7:13.0,,Turnover by K. Allen (bad pass; steal by A. Caruso),110,105
374,4,7:10.0,A. Caruso makes 2-pt layup from 1 ft,,112,105
375,4,7:10.0,,New York full timeout,112,105
376,4,7:10.0,,D. Jordan enters the game for M. Robinson,112,105
377,4,6:56.0,,E. Mudiay makes 2-pt jump shot from 15 ft (assist by K. Knox),112,107
378,4,6:41.0,L. James makes 2-pt layup from 4 ft,,114,107
379,4,6:41.0,Shooting foul by M. Hezonja (drawn by L. James),,114,107
380,4,6:41.0,,D. Dotson enters the game for K. Allen,114,107
381,4,6:41.0,L. James makes free throw 1 of 1,,115,107
382,4,6:22.0,,K. Knox misses 3-pt jump shot from 25 ft,115,107
383,4,6:20.0,,Offensive rebound by D. Jordan,115,107
