,QUARTER,TIME_REMAINING,CHICAGO_ACTION,GOLDEN STATE_ACTION,CHICAGO_SCORE,GOLDEN STATE_SCORE
373,4,8:46.0,A. Blakeney enters the game for S. Harrison,,86,123
374,4,8:46.0,C. Felício enters the game for R. Lopez,,86,123
375,4,8:46.0,,J. Bell enters the game for S. Livingston,86,123
376,4,8:26.0,C. Felício misses 2-pt hook shot from 6 ft,,86,123
377,4,8:25.0,,Defensive rebound by A. McKinnie,86,123
378,4,8:12.0,,M. Derrickson misses 3-pt jump shot from 29 ft,86,123
379,4,8:10.0,,Offensive rebound by Q. Cook,86,123
380,4,8:01.0,,Q. Cook makes 2-pt layup from 3 ft (assist by J. Bell),86,125
381,4,7:59.0,,Violation by Team (delay of game),86,125
382,4,7:44.0,W. Selden makes 2-pt jump shot from 8 ft (assist by R. Arcidiacono),,88,125
383,4,7:44.0,Shooting foul by A. McKinnie (drawn by W. Selden),,88,125
384,4,7:44.0,W. Selden makes free throw 1 of 1,,89,125
385,4,7:24.0,,J. Bell misses 2-pt jump shot from 18 ft,89,125
386,4,7:23.0,Defensive rebound by C. Hutchison,,89,125
387,4,7:17.0,W. Selden misses 2-pt layup from 4 ft (block by M. Derrickson),,89,125
388,4,7:16.0,Offensive rebound by Team,,89,125
389,4,7:15.0,Shooting foul by M. Derrickson (drawn by A. Blakeney),,89,125
390,4,7:15.0,A. Blakeney makes free throw 1 of 2,,90,125
391,4,7:15.0,A. Blakeney makes free throw 2 of 2,,91,125
392,4,6:51.0,,M. Derrickson makes 2-pt jump shot from 21 ft (assist by Q. Cook),91,127
393,4,6:30.0,A. Blakeney makes 2-pt jump shot from 13 ft,,93,127
394,4,6:17.0,,M. Derrickson misses 2-pt jump shot from 22 ft,93,127
395,4,6:16.0,,Offensive rebound by A. McKinnie,93,127
396,4,6:09.0,,Shooting foul by C. Felício (drawn by J. Jerebko),93,127
397,4,6:09.0,,J. Jerebko makes free throw 1 of 2,93,128
398,4,6:09.0,,J. Jerebko makes free throw 2 of 2,93,129
399,4,5:55.0,A. Blakeney makes 2-pt jump shot from 9 ft,,95,129
400,4,5:37.0,,Q. Cook makes 2-pt jump shot from 5 ft,95,131
401,4,5:29.0,W. Selden misses 2-pt jump shot from 5 ft (block by J. Bell),,95,131
402,4,5:28.0,,Defensive rebound by J. Bell,95,131
403,4,5:22.0,,J. Bell misses 2-pt layup from 2 ft,95,131
404,4,5:21.0,Defensive rebound by W. Selden,,95,131
405,4,5:13.0,R. Arcidiacono makes 3-pt jump shot from 22 ft (assist by W. Selden),,98,131
406,4,5:09.0,,Golden State full timeout,98,131
407,4,5:04.0,,J. Bell makes 2-pt jump shot from 18 ft,98,133
408,4,4:48.0,Personal foul by A. McKinnie (drawn by C. Felício),,98,133
409,4,4:48.0,C. Felício makes free throw 1 of 2,,99,133
410,4,4:48.0,C. Felício makes free throw 2 of 2,,100,133
411,4,4:30.0,,J. Jerebko misses 3-pt jump shot from 27 ft,100,133
412,4,4:28.0,,Offensive rebound by M. Derrickson,100,133
413,4,4:27.0,,M. Derrickson makes 2-pt layup from 1 ft,100,135
414,4,4:08.0,C. Hutchison misses 3-pt jump shot from 23 ft,,100,135
415,4,4:06.0,,Defensive rebound by Q. Cook,100,135
416,4,3:55.0,,J. Bell misses 2-pt jump shot from 18 ft,100,135
417,4,3:51.0,,Offensive rebound by Team,100,135
418,4,3:44.0,,J. Bell makes 2-pt jump shot from 12 ft (assist by J. Jerebko),100,137
419,4,3:29.0,A. Blakeney makes 3-pt jump shot from 27 ft,,103,137
420,4,3:21.0,,Personal foul by A. Blakeney (drawn by M. Derrickson),103,137
421,4,3:09.0,,J. Bell makes 2-pt jump shot from 13 ft,103,139
422,4,2:46.0,A. Blakeney misses 2-pt jump shot from 12 ft,,103,139
423,4,2:45.0,,Defensive rebound by A. McKinnie,103,139
424,4,2:31.0,,M. Derrickson makes 2-pt jump shot from 15 ft (assist by J. Jerebko),103,141
425,4,2:17.0,W. Selden misses 3-pt jump shot from 28 ft,,103,141
426,4,2:15.0,,Defensive rebound by A. McKinnie,103,141
427,4,2:02.0,,Shooting foul by W. Selden (drawn by M. Derrickson),103,141
428,4,2:02.0,,M. Derrickson misses free throw 1 of 2,103,141
429,4,2:02.0,,Offensive rebound by Team,103,141
430,4,2:02.0,,M. Derrickson makes free throw 2 of 2,103,142
431,4,1:46.0,W. Selden misses 2-pt layup from 4 ft (block by J. Bell),,103,142
432,4,1:44.0,,Defensive rebound by Q. Cook,103,142
433,4,1:32.0,,J. Bell misses 2-pt hook shot from 6 ft,103,142
434,4,1:31.0,Defensive rebound by R. Arcidiacono,,103,142
435,4,1:21.0,C. Felício makes 2-pt layup from 2 ft (assist by W. Selden),,105,142
436,4,1:10.0,,Q. Cook misses 3-pt jump shot from 28 ft,105,142
437,4,1:08.0,,Offensive rebound by Team,105,142
438,4,1:08.0,,Turnover by M. Derrickson (bad pass; steal by C. Hutchison),105,142
439,4,1:00.0,C. Hutchison makes 2-pt dunk from 2 ft,,107,142
440,4,0:44.0,,J. Bell makes 2-pt jump shot from 18 ft,107,144
441,4,0:34.0,A. Blakeney makes 2-pt layup from 2 ft,,109,144
442,4,0:19.0,,Q. Cook makes 2-pt layup from 3 ft,109,146
443,4,0:13.0,C. Felício misses 3-pt jump shot from 25 ft,,109,146
444,4,0:11.0,,Defensive rebound by A. McKinnie,109,146
