,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,LA CLIPPERS_ACTION,LA LAKERS_SCORE,LA CLIPPERS_SCORE
40,1,7:52.0,M. Muscala enters the game for M. Wagner,,8,9
41,1,7:52.0,,D. Gallinari makes free throw 2 of 2,8,10
42,1,7:35.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,8,10
43,1,7:31.0,,Defensive rebound by I. Zubac,8,10
44,1,7:21.0,,L. Shamet misses 3-pt jump shot from 25 ft,8,10
45,1,7:19.0,Defensive rebound by K. Caldwell-Pope,,8,10
46,1,7:08.0,Turnover by M. Muscala (bad pass; steal by S. Gilgeous-Alexander),,8,10
47,1,7:06.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,8,12
48,1,6:52.0,J. McGee makes 2-pt jump shot from 4 ft (assist by R. Rondo),,10,12
49,1,6:38.0,,G. Temple misses 3-pt jump shot from 27 ft,10,12
50,1,6:35.0,Defensive rebound by R. Rondo,,10,12
51,1,6:33.0,Personal foul by L. Shamet (drawn by J. McGee),,10,12
52,1,6:33.0,,LA Clippers full timeout,10,12
53,1,6:33.0,I. Bonga enters the game for A. Caruso,,10,12
54,1,6:33.0,,L. Williams enters the game for L. Shamet,10,12
55,1,6:24.0,R. Rondo misses 2-pt layup from 1 ft,,10,12
56,1,6:23.0,Offensive rebound by J. McGee,,10,12
57,1,6:23.0,J. McGee makes 2-pt dunk at rim,,12,12
58,1,6:07.0,,D. Gallinari misses 2-pt layup from 3 ft (block by M. Muscala),12,12
59,1,6:05.0,Defensive rebound by I. Bonga,,12,12
60,1,6:02.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),,15,12
61,1,5:53.0,,I. Zubac makes 2-pt layup from 2 ft (assist by L. Williams),15,14
62,1,5:53.0,,Shooting foul by K. Caldwell-Pope (drawn by I. Zubac),15,14
63,1,5:53.0,,I. Zubac makes free throw 1 of 1,15,15
64,1,5:36.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,15,15
65,1,5:33.0,,Defensive rebound by I. Zubac,15,15
66,1,5:26.0,,G. Temple misses 3-pt jump shot from 22 ft,15,15
67,1,5:21.0,Defensive rebound by R. Rondo,,15,15
68,1,5:07.0,Turnover by R. Rondo (out of bounds lost ball),,15,15
69,1,5:07.0,J. Williams enters the game for J. McGee,,15,15
70,1,5:07.0,,M. Harrell enters the game for I. Zubac,15,15
71,1,4:52.0,,D. Gallinari makes 3-pt jump shot from 26 ft,15,18
72,1,4:42.0,M. Muscala misses 3-pt jump shot from 25 ft,,15,18
73,1,4:39.0,,Defensive rebound by L. Williams,15,18
74,1,4:36.0,Clear path foul by D. Gallinari,,15,18
75,1,4:36.0,,D. Gallinari makes clear path free throw 1 of 2,15,19
76,1,4:36.0,,D. Gallinari makes clear path free throw 2 of 2,15,20
77,1,4:32.0,,Personal foul by R. Rondo (drawn by D. Gallinari),15,20
78,1,4:32.0,,D. Gallinari misses free throw 1 of 2,15,20
79,1,4:32.0,,Offensive rebound by Team,15,20
80,1,4:32.0,A. Caruso enters the game for R. Rondo,,15,20
81,1,4:32.0,,D. Gallinari makes free throw 2 of 2,15,21
82,1,4:20.0,A. Caruso makes 2-pt jump shot from 6 ft,,17,21
83,1,4:09.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,17,21
84,1,4:05.0,Defensive rebound by J. Williams,,17,21
85,1,4:03.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,17,21
86,1,3:59.0,,Defensive rebound by G. Temple,17,21
87,1,3:48.0,,Shooting foul by I. Bonga (drawn by M. Harrell),17,21
88,1,3:48.0,,M. Harrell misses free throw 1 of 2,17,21
89,1,3:48.0,,Offensive rebound by Team,17,21
90,1,3:48.0,,J. Robinson enters the game for G. Temple,17,21
91,1,3:48.0,,M. Harrell makes free throw 2 of 2,17,22
92,1,3:40.0,Shooting foul by L. Williams (drawn by I. Bonga),,17,22
93,1,3:40.0,I. Bonga makes free throw 1 of 2,,18,22
94,1,3:40.0,,W. Chandler enters the game for D. Gallinari,18,22
95,1,3:40.0,I. Bonga misses free throw 2 of 2,,18,22
96,1,3:37.0,,Defensive rebound by M. Harrell,18,22
97,1,3:28.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,18,22
98,1,3:25.0,Defensive rebound by M. Muscala,,18,22
99,1,3:16.0,K. Caldwell-Pope makes 2-pt jump shot from 8 ft (assist by A. Caruso),,20,22
100,1,2:59.0,,L. Williams misses 2-pt jump shot from 7 ft (block by M. Muscala),20,22
101,1,2:56.0,Defensive rebound by K. Caldwell-Pope,,20,22
102,1,2:52.0,J. Williams makes 2-pt dunk from 1 ft (assist by A. Caruso),,22,22
103,1,2:43.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,22,24
104,1,2:24.0,M. Muscala misses 3-pt jump shot from 23 ft,,22,24
105,1,2:22.0,,Defensive rebound by M. Harrell,22,24
106,1,2:18.0,,J. Robinson misses 3-pt jump shot from 26 ft,22,24
107,1,2:16.0,Defensive rebound by A. Caruso,,22,24
108,1,2:14.0,Personal foul by W. Chandler (drawn by J. Williams),,22,24
109,1,2:14.0,LA Lakers full timeout,,22,24
110,1,2:14.0,,T. Wallace enters the game for S. Gilgeous-Alexander,22,24
111,1,2:14.0,J. Williams makes free throw 1 of 2,,23,24
112,1,2:14.0,J. Williams makes free throw 2 of 2,,24,24
113,1,1:58.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by L. Williams),24,27
114,1,1:33.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,24,27
115,1,1:29.0,Offensive rebound by J. Williams,,24,27
116,1,1:28.0,M. Muscala makes 2-pt layup from 2 ft (assist by J. Williams),,26,27
117,1,1:14.0,,Turnover by J. Robinson (bad pass; steal by A. Caruso),26,27
118,1,1:09.0,A. Caruso makes 2-pt layup from 2 ft,,28,27
119,1,0:55.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by M. Harrell),28,30
120,1,0:50.0,Personal foul by T. Wallace (drawn by A. Caruso),,28,30
121,1,0:50.0,A. Caruso makes free throw 1 of 2,,29,30
122,1,0:50.0,A. Caruso makes free throw 2 of 2,,30,30
123,1,0:39.0,,Turnover by L. Williams (bad pass; steal by K. Caldwell-Pope),30,30
124,1,0:36.0,K. Caldwell-Pope misses 2-pt layup from 3 ft,,30,30
125,1,0:36.0,Offensive rebound by M. Muscala,,30,30
126,1,0:34.0,M. Muscala makes 2-pt layup from 2 ft,,32,30
127,1,0:33.0,,Turnover by M. Harrell (bad pass; steal by I. Bonga),32,30
128,1,0:28.0,A. Caruso makes 3-pt jump shot from 29 ft (assist by I. Bonga),,35,30
129,1,0:04.0,,Turnover by Team (shot clock),35,30
130,1,0:00.0,A. Caruso misses 3-pt jump shot from 29 ft,,35,30
131,1,0:00.0,Offensive rebound by Team,,35,30
132,2,11:45.0,,M. Harrell misses 2-pt layup from 5 ft (block by J. Williams),35,30
133,2,11:42.0,Defensive rebound by J. Jones,,35,30
134,2,11:32.0,A. Caruso misses 2-pt layup from 3 ft,,35,30
135,2,11:30.0,,Defensive rebound by J. Robinson,35,30
136,2,11:20.0,,T. Wallace misses 2-pt jump shot from 8 ft (block by I. Bonga),35,30
137,2,11:17.0,Defensive rebound by M. Muscala,,35,30
138,2,11:02.0,J. Jones misses 2-pt jump shot from 17 ft,,35,30
139,2,10:58.0,,Defensive rebound by W. Chandler,35,30
140,2,10:53.0,,W. Chandler misses 2-pt layup from 2 ft,35,30
141,2,10:48.0,,Offensive rebound by M. Harrell,35,30
142,2,10:48.0,,M. Harrell makes 2-pt dunk from 1 ft,35,32
143,2,10:32.0,J. Williams makes 2-pt hook shot from 7 ft (assist by I. Bonga),,37,32
144,2,10:22.0,,L. Williams makes 2-pt layup from 3 ft,37,34
145,2,10:10.0,A. Caruso misses 2-pt jump shot from 5 ft,,37,34
146,2,10:06.0,,Defensive rebound by M. Harrell,37,34
147,2,9:59.0,,T. Wallace makes 2-pt jump shot from 3 ft (assist by M. Harrell),37,36
148,2,9:40.0,Turnover by A. Caruso (bad pass; steal by J. Robinson),,37,36
149,2,9:37.0,,J. Robinson makes 2-pt dunk at rim,37,38
150,2,9:36.0,LA Lakers full timeout,,37,38
151,2,9:36.0,J. McGee enters the game for I. Bonga,,37,38
152,2,9:36.0,R. Rondo enters the game for M. Muscala,,37,38
153,2,9:36.0,M. Wagner enters the game for J. Williams,,37,38
154,2,9:24.0,A. Caruso makes 2-pt layup from 2 ft,,39,38
155,2,9:24.0,Shooting foul by T. Wallace (drawn by A. Caruso),,39,38
156,2,9:24.0,A. Caruso makes free throw 1 of 1,,40,38
157,2,9:08.0,,W. Chandler misses 2-pt jump shot from 16 ft,40,38
158,2,9:04.0,Defensive rebound by J. McGee,,40,38
159,2,8:58.0,M. Wagner misses 2-pt jump shot from 12 ft (block by W. Chandler),,40,38
160,2,8:55.0,Offensive rebound by J. McGee,,40,38
161,2,8:52.0,Shooting foul by M. Harrell (drawn by J. McGee),,40,38
162,2,8:52.0,J. McGee misses free throw 1 of 2,,40,38
163,2,8:52.0,Offensive rebound by Team,,40,38
164,2,8:52.0,J. McGee misses free throw 2 of 2,,40,38
165,2,8:49.0,,Defensive rebound by W. Chandler,40,38
166,2,8:42.0,,Shooting foul by J. McGee (drawn by L. Williams),40,38
167,2,8:42.0,,L. Williams makes free throw 1 of 2,40,39
168,2,8:42.0,,L. Williams makes free throw 2 of 2,40,40
169,2,8:17.0,A. Caruso misses 2-pt jump shot from 12 ft,,40,40
170,2,8:12.0,Offensive rebound by R. Rondo,,40,40
171,2,8:03.0,Shooting foul by T. Wallace (drawn by J. Jones),,40,40
172,2,8:03.0,J. Jones misses free throw 1 of 2,,40,40
173,2,8:03.0,Offensive rebound by Team,,40,40
174,2,8:03.0,K. Caldwell-Pope enters the game for A. Caruso,,40,40
175,2,8:03.0,,S. Gilgeous-Alexander enters the game for T. Wallace,40,40
176,2,8:03.0,J. Jones makes free throw 2 of 2,,41,40
177,2,7:49.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by M. Harrell),41,43
178,2,7:34.0,Shooting foul by M. Harrell (drawn by M. Wagner),,41,43
179,2,7:34.0,M. Wagner makes free throw 1 of 3,,42,43
180,2,7:34.0,M. Wagner makes free throw 2 of 3,,43,43
181,2,7:34.0,,D. Gallinari enters the game for W. Chandler,43,43
182,2,7:34.0,,I. Zubac enters the game for M. Harrell,43,43
183,2,7:34.0,M. Wagner makes free throw 3 of 3,,44,43
184,2,7:15.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 9 ft,44,43
185,2,7:12.0,Defensive rebound by J. McGee,,44,43
186,2,7:06.0,J. McGee makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,46,43
187,2,6:48.0,,D. Gallinari misses 2-pt layup from 2 ft,46,43
188,2,6:43.0,,Offensive rebound by D. Gallinari,46,43
189,2,6:42.0,,D. Gallinari makes 2-pt layup from 1 ft,46,45
190,2,6:22.0,Turnover by M. Wagner (lost ball; steal by D. Gallinari),,46,45
191,2,6:15.0,,Turnover by J. Robinson (bad pass; steal by J. Jones),46,45
192,2,6:10.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Rondo),,49,45
193,2,6:08.0,,LA Clippers full timeout,49,45
194,2,6:08.0,A. Caruso enters the game for M. Wagner,,49,45
195,2,6:08.0,,G. Temple enters the game for J. Robinson,49,45
196,2,5:54.0,,Shooting foul by J. Jones (drawn by L. Williams),49,45
197,2,5:54.0,,L. Williams makes free throw 1 of 3,49,46
198,2,5:54.0,,L. Williams makes free throw 2 of 3,49,47
199,2,5:54.0,,L. Williams makes free throw 3 of 3,49,48
200,2,5:41.0,R. Rondo makes 2-pt layup from 2 ft,,51,48
201,2,5:32.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by L. Williams),51,50
202,2,5:17.0,J. McGee makes 2-pt dunk from 1 ft (assist by A. Caruso),,53,50
203,2,4:58.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,53,50
204,2,4:55.0,Defensive rebound by R. Rondo,,53,50
205,2,4:46.0,R. Rondo misses 2-pt layup from 1 ft,,53,50
206,2,4:46.0,,Defensive rebound by D. Gallinari,53,50
207,2,4:29.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by L. Williams),53,52
208,2,4:18.0,J. McGee misses 2-pt jump shot from 20 ft,,53,52
209,2,4:15.0,,Defensive rebound by S. Gilgeous-Alexander,53,52
210,2,4:06.0,,D. Gallinari misses 2-pt dunk from 2 ft (block by J. McGee),53,52
211,2,4:04.0,Defensive rebound by A. Caruso,,53,52
212,2,4:02.0,Personal take foul by L. Williams (drawn by A. Caruso),,53,52
213,2,4:02.0,A. Caruso makes free throw 1 of 2,,54,52
214,2,4:02.0,J. Williams enters the game for J. McGee,,54,52
215,2,4:02.0,,L. Shamet enters the game for L. Williams,54,52
216,2,4:02.0,A. Caruso makes free throw 2 of 2,,55,52
217,2,3:48.0,,Personal foul by J. Williams (drawn by D. Gallinari),55,52
218,2,3:45.0,,Offensive foul by D. Gallinari (drawn by A. Caruso),55,52
219,2,3:45.0,,Turnover by D. Gallinari (offensive foul),55,52
220,2,3:31.0,A. Caruso misses 2-pt layup from 3 ft (block by I. Zubac),,55,52
221,2,3:28.0,Offensive rebound by J. Jones,,55,52
222,2,3:22.0,Turnover by R. Rondo (bad pass; steal by D. Gallinari),,55,52
223,2,3:19.0,,D. Gallinari makes 2-pt layup from 2 ft,55,54
224,2,3:13.0,Turnover by J. Jones (bad pass; steal by D. Gallinari),,55,54
225,2,3:11.0,,D. Gallinari misses 3-pt jump shot from 26 ft,55,54
226,2,3:08.0,Defensive rebound by A. Caruso,,55,54
227,2,2:52.0,J. Williams makes 2-pt hook shot from 5 ft (assist by A. Caruso),,57,54
228,2,2:40.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by L. Shamet),57,56
229,2,2:34.0,R. Rondo misses 2-pt layup from 4 ft,,57,56
230,2,2:30.0,,Defensive rebound by I. Zubac,57,56
231,2,2:30.0,M. Muscala enters the game for J. Jones,,57,56
232,2,2:17.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),57,59
233,2,2:04.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,57,59
234,2,2:01.0,,Defensive rebound by S. Gilgeous-Alexander,57,59
235,2,1:56.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),57,62
236,2,1:42.0,R. Rondo misses 2-pt jump shot from 17 ft,,57,62
237,2,1:38.0,,Defensive rebound by D. Gallinari,57,62
238,2,1:35.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by D. Gallinari),57,64
239,2,1:35.0,LA Lakers full timeout,,57,64
240,2,1:22.0,M. Muscala misses 2-pt layup from 1 ft (block by D. Gallinari),,57,64
241,2,1:19.0,,Defensive rebound by L. Shamet,57,64
242,2,1:17.0,,Turnover by L. Shamet (bad pass),57,64
243,2,1:00.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,57,64
244,2,0:59.0,Offensive rebound by J. Williams,,57,64
245,2,0:59.0,Shooting foul by D. Gallinari (drawn by J. Williams),,57,64
246,2,0:59.0,J. Williams makes free throw 1 of 2,,58,64
247,2,0:59.0,J. Williams makes free throw 2 of 2,,59,64
248,2,0:44.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Gallinari),59,67
249,2,0:41.0,Turnover by R. Rondo (bad pass),,59,67
250,2,0:30.0,,D. Gallinari misses 2-pt jump shot from 19 ft,59,67
251,2,0:27.0,Defensive rebound by J. Williams,,59,67
252,2,0:15.0,Shooting foul by S. Gilgeous-Alexander (drawn by A. Caruso),,59,67
253,2,0:15.0,A. Caruso makes free throw 1 of 2,,60,67
254,2,0:15.0,,L. Williams enters the game for I. Zubac,60,67
255,2,0:15.0,A. Caruso makes free throw 2 of 2,,61,67
256,2,0:09.0,,Personal take foul by J. Williams (drawn by L. Williams),61,67
257,2,0:02.0,,Turnover by D. Gallinari (lost ball; steal by J. Williams),61,67
258,2,0:01.0,J. Williams misses 3-pt jump shot from 62 ft,,61,67
259,2,0:00.0,Offensive rebound by Team,,61,67
260,3,11:36.0,,I. Zubac makes 2-pt jump shot from 5 ft (assist by D. Gallinari),61,69
261,3,11:15.0,A. Caruso misses 2-pt jump shot from 17 ft,,61,69
262,3,11:12.0,,Defensive rebound by D. Gallinari,61,69
263,3,11:03.0,,Personal foul by J. McGee (drawn by D. Gallinari),61,69
264,3,10:58.0,,D. Gallinari misses 3-pt jump shot from 25 ft,61,69
265,3,10:54.0,Defensive rebound by J. McGee,,61,69
266,3,10:37.0,R. Rondo misses 2-pt jump shot from 8 ft,,61,69
267,3,10:34.0,,Defensive rebound by I. Zubac,61,69
268,3,10:29.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),61,71
269,3,10:17.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,61,71
270,3,10:15.0,Offensive rebound by K. Caldwell-Pope,,61,71
271,3,10:15.0,K. Caldwell-Pope misses 2-pt layup from 1 ft (block by D. Gallinari),,61,71
272,3,10:13.0,,Defensive rebound by D. Gallinari,61,71
273,3,10:01.0,,I. Zubac makes 2-pt hook shot from 1 ft (assist by G. Temple),61,73
274,3,10:01.0,LA Lakers full timeout,,61,73
275,3,9:40.0,K. Caldwell-Pope makes 2-pt jump shot from 9 ft,,63,73
276,3,9:22.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by J. McGee),63,73
277,3,9:18.0,Defensive rebound by A. Caruso,,63,73
278,3,9:18.0,Turnover by A. Caruso (bad pass),,63,73
279,3,9:07.0,,G. Temple misses 3-pt jump shot from 26 ft,63,73
280,3,9:04.0,Defensive rebound by R. Rondo,,63,73
281,3,8:54.0,R. Rondo misses 3-pt jump shot from 26 ft,,63,73
282,3,8:49.0,,Defensive rebound by I. Zubac,63,73
283,3,8:44.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 18 ft,63,73
284,3,8:41.0,Defensive rebound by J. McGee,,63,73
285,3,8:33.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,63,73
286,3,8:30.0,,Defensive rebound by G. Temple,63,73
287,3,8:17.0,,Turnover by D. Gallinari (bad pass; steal by A. Caruso),63,73
288,3,8:15.0,Shooting foul by G. Temple (drawn by M. Wagner),,63,73
289,3,8:15.0,M. Wagner makes free throw 1 of 2,,64,73
290,3,8:15.0,M. Wagner makes free throw 2 of 2,,65,73
291,3,8:15.0,M. Muscala enters the game for M. Wagner,,65,73
292,3,7:51.0,,Turnover by Team (shot clock),65,73
293,3,7:41.0,J. McGee makes 2-pt dunk from 2 ft (assist by R. Rondo),,67,73
294,3,7:29.0,,I. Zubac misses 2-pt layup from 3 ft,67,73
295,3,7:23.0,,Offensive rebound by I. Zubac,67,73
296,3,7:23.0,,I. Zubac misses 2-pt layup at rim,67,73
297,3,7:21.0,,Offensive rebound by G. Temple,67,73
298,3,7:21.0,,G. Temple misses 2-pt layup at rim (block by M. Muscala),67,73
299,3,7:21.0,Defensive rebound by A. Caruso,,67,73
300,3,7:18.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by R. Rondo),,70,73
301,3,7:18.0,,LA Clippers full timeout,70,73
302,3,7:18.0,,M. Harrell enters the game for L. Shamet,70,73
303,3,7:18.0,,L. Williams enters the game for I. Zubac,70,73
304,3,6:56.0,,M. Harrell makes 2-pt jump shot from 9 ft (assist by D. Gallinari),70,75
305,3,6:38.0,Offensive foul by J. McGee (drawn by D. Gallinari),,70,75
306,3,6:38.0,Turnover by J. McGee (offensive foul),,70,75
307,3,6:20.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft (assist by D. Gallinari),70,77
308,3,6:01.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,70,77
309,3,5:59.0,Offensive rebound by A. Caruso,,70,77
310,3,5:50.0,Turnover by J. McGee (lost ball),,70,77
311,3,5:50.0,Violation by Team (kicked ball),,70,77
312,3,5:36.0,,L. Williams misses 3-pt jump shot from 24 ft,70,77
313,3,5:34.0,Defensive rebound by J. McGee,,70,77
314,3,5:30.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Rondo),,72,77
315,3,5:11.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,72,77
316,3,5:09.0,Defensive rebound by J. McGee,,72,77
317,3,4:57.0,Turnover by R. Rondo (bad pass; steal by G. Temple),,72,77
318,3,4:51.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 3 ft (assist by M. Harrell),72,79
319,3,4:32.0,,Defensive rebound by G. Temple,72,79
320,3,4:32.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,72,79
321,3,4:24.0,,D. Gallinari makes 2-pt dunk at rim (assist by L. Williams),72,81
322,3,4:24.0,LA Lakers full timeout,,72,81
323,3,4:24.0,I. Bonga enters the game for J. McGee,,72,81
324,3,4:24.0,J. Williams enters the game for R. Rondo,,72,81
325,3,4:05.0,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,,72,81
326,3,4:03.0,,Defensive rebound by M. Harrell,72,81
327,3,3:56.0,,D. Gallinari misses 2-pt layup from 3 ft,72,81
328,3,3:53.0,Defensive rebound by A. Caruso,,72,81
329,3,3:52.0,Shooting foul by L. Williams (drawn by M. Muscala),,72,81
330,3,3:52.0,M. Muscala makes free throw 1 of 2,,73,81
331,3,3:52.0,J. Jones enters the game for K. Caldwell-Pope,,73,81
332,3,3:52.0,M. Muscala makes free throw 2 of 2,,74,81
333,3,3:34.0,,M. Harrell misses 2-pt hook shot from 6 ft,74,81
334,3,3:30.0,,Offensive rebound by S. Gilgeous-Alexander,74,81
335,3,3:19.0,,M. Harrell misses 2-pt layup from 2 ft,74,81
336,3,3:16.0,Defensive rebound by M. Muscala,,74,81
337,3,3:14.0,Personal take foul by S. Gilgeous-Alexander (drawn by A. Caruso),,74,81
338,3,3:06.0,A. Caruso misses 2-pt jump shot from 12 ft (block by S. Gilgeous-Alexander),,74,81
339,3,3:00.0,Offensive rebound by A. Caruso,,74,81
340,3,3:00.0,A. Caruso misses 2-pt layup from 1 ft,,74,81
341,3,3:00.0,,Defensive rebound by S. Gilgeous-Alexander,74,81
342,3,2:59.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft (block by J. Jones),74,81
343,3,2:59.0,,Offensive rebound by Team,74,81
344,3,2:59.0,,W. Chandler enters the game for D. Gallinari,74,81
345,3,2:53.0,,L. Williams misses 3-pt jump shot from 24 ft,74,81
346,3,2:52.0,,Offensive rebound by S. Gilgeous-Alexander,74,81
347,3,2:49.0,,Shooting foul by I. Bonga (drawn by G. Temple),74,81
348,3,2:49.0,,G. Temple makes free throw 1 of 2,74,82
349,3,2:49.0,,G. Temple misses free throw 2 of 2,74,82
350,3,2:47.0,Defensive rebound by M. Muscala,,74,82
351,3,2:35.0,I. Bonga misses 3-pt jump shot from 23 ft,,74,82
352,3,2:31.0,,Defensive rebound by G. Temple,74,82
353,3,2:29.0,,Turnover by G. Temple (bad pass),74,82
354,3,2:29.0,,S. Thornwell enters the game for S. Gilgeous-Alexander,74,82
355,3,2:18.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by A. Caruso),,77,82
356,3,2:02.0,,L. Williams misses 2-pt jump shot from 11 ft,77,82
357,3,1:58.0,Defensive rebound by J. Williams,,77,82
358,3,1:50.0,A. Caruso makes 3-pt jump shot from 26 ft (assist by J. Williams),,80,82
359,3,1:35.0,,Shooting foul by J. Williams (drawn by W. Chandler),80,82
360,3,1:35.0,,W. Chandler makes free throw 1 of 2,80,83
361,3,1:35.0,,J. Robinson enters the game for G. Temple,80,83
362,3,1:35.0,,W. Chandler makes free throw 2 of 2,80,84
363,3,1:23.0,I. Bonga misses 2-pt layup from 2 ft (block by S. Thornwell),,80,84
364,3,1:20.0,,Defensive rebound by M. Harrell,80,84
365,3,1:09.0,,M. Harrell misses 2-pt layup from 3 ft (block by A. Caruso),80,84
366,3,1:06.0,Defensive rebound by J. Jones,,80,84
367,3,1:03.0,J. Williams makes 2-pt layup from 2 ft (assist by M. Muscala),,82,84
368,3,0:49.0,,W. Chandler misses 3-pt jump shot from 28 ft,82,84
369,3,0:46.0,Defensive rebound by J. Jones,,82,84
370,3,0:30.0,J. Williams misses 2-pt hook shot from 7 ft (block by M. Harrell),,82,84
371,3,0:27.0,Offensive rebound by I. Bonga,,82,84
