,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
374,4,3:32.0,D. Bertāns misses 2-pt jump shot from 8 ft,,103,101
375,4,3:28.0,,Defensive rebound by J. Holiday,103,101
376,4,3:19.0,,W. Carter misses 2-pt hook shot from 2 ft,103,101
377,4,3:16.0,Defensive rebound by D. White,,103,101
378,4,3:03.0,Personal foul by W. Carter (drawn by D. DeRozan),,103,101
379,4,3:03.0,P. Mills enters the game for D. White,,103,101
380,4,3:03.0,,R. Lopez enters the game for W. Carter,103,101
381,4,2:58.0,D. DeRozan makes 2-pt layup at rim,,105,101
382,4,2:44.0,,Personal foul by D. DeRozan (drawn by Z. LaVine),105,101
383,4,2:38.0,,Z. LaVine misses 2-pt jump shot from 15 ft,105,101
384,4,2:35.0,,Offensive rebound by J. Parker,105,101
385,4,2:28.0,,Z. LaVine misses 3-pt jump shot from 22 ft,105,101
386,4,2:24.0,Defensive rebound by D. Bertāns,,105,101
387,4,2:13.0,L. Aldridge makes 2-pt dunk from 1 ft,,107,101
388,4,2:13.0,Shooting foul by R. Lopez (drawn by L. Aldridge),,107,101
389,4,2:13.0,L. Aldridge makes free throw 1 of 1,,108,101
390,4,2:02.0,,Personal foul by D. Bertāns (drawn by R. Lopez),108,101
391,4,2:02.0,,W. Carter enters the game for R. Lopez,108,101
392,4,1:50.0,,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by J. Parker),108,104
393,4,1:37.0,Turnover by D. Bertāns (bad pass; steal by J. Parker),,108,104
394,4,1:34.0,Violation by Team (kicked ball),,108,104
395,4,1:15.0,,Z. LaVine misses 2-pt jump shot from 14 ft,108,104
396,4,1:13.0,Defensive rebound by D. DeRozan,,108,104
397,4,0:57.0,D. DeRozan misses 3-pt jump shot from 22 ft,,108,104
398,4,0:53.0,,Defensive rebound by R. Arcidiacono,108,104
399,4,0:48.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by Z. LaVine),108,107
400,4,0:28.0,B. Forbes misses 3-pt jump shot from 26 ft,,108,107
401,4,0:24.0,,Defensive rebound by J. Holiday,108,107
402,4,0:04.0,,Z. LaVine misses 3-pt jump shot from 25 ft,108,107
403,4,0:03.0,Defensive rebound by L. Aldridge,,108,107
404,4,0:03.0,Personal take foul by R. Arcidiacono (drawn by L. Aldridge),,108,107
405,4,0:03.0,R. Gay enters the game for D. Bertāns,,108,107
406,4,0:00.0,Turnover by B. Forbes (bad pass; steal by R. Arcidiacono),,108,107
407,4,0:00.0,,R. Arcidiacono misses 2-pt jump shot from 18 ft,108,107
408,4,0:00.0,,Offensive rebound by Team,108,107
