,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BOSTON_ACTION,MINNESOTA_SCORE,BOSTON_SCORE
32,1,6:31.0,,Turnover by M. Smart (bad pass; steal by J. Okogie),7,14
33,1,6:26.0,Shooting foul by M. Smart (drawn by A. Wiggins),,7,14
34,1,6:26.0,A. Wiggins makes free throw 1 of 2,,8,14
35,1,6:26.0,,G. Hayward enters the game for A. Horford,8,14
36,1,6:26.0,,G. Yabusele enters the game for M. Smart,8,14
37,1,6:26.0,A. Wiggins makes free throw 2 of 2,,9,14
38,1,6:04.0,,Turnover by T. Rozier (bad pass; steal by T. Jones),9,14
39,1,5:58.0,T. Gibson misses 3-pt jump shot from 23 ft,,9,14
40,1,5:56.0,,Defensive rebound by Team,9,14
41,1,5:56.0,Loose ball foul by K. Towns (drawn by M. Morris),,9,14
42,1,5:38.0,,T. Rozier makes 2-pt layup from 1 ft,9,16
43,1,5:13.0,Turnover by T. Gibson (lost ball; steal by M. Morris),,9,16
44,1,5:08.0,,Turnover by M. Morris (bad pass; steal by T. Jones),9,16
45,1,5:03.0,Turnover by T. Jones (bad pass; steal by T. Rozier),,9,16
46,1,5:03.0,D. Šarić enters the game for T. Gibson,,9,16
47,1,4:51.0,,M. Morris misses 3-pt jump shot from 27 ft,9,16
48,1,4:50.0,Defensive rebound by K. Towns,,9,16
49,1,4:30.0,K. Towns misses 2-pt layup from 7 ft (block by M. Morris),,9,16
50,1,4:29.0,Offensive rebound by Team,,9,16
51,1,4:29.0,,J. Brown enters the game for J. Tatum,9,16
52,1,4:29.0,,Violation by Team (delay of game),9,16
53,1,4:27.0,A. Wiggins makes 2-pt layup from 4 ft (assist by T. Jones),,11,16
54,1,4:14.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Hayward),11,19
55,1,3:58.0,K. Towns misses 2-pt hook shot from 5 ft,,11,19
56,1,3:57.0,,Defensive rebound by J. Brown,11,19
57,1,3:50.0,,M. Morris misses 3-pt jump shot from 25 ft,11,19
58,1,3:48.0,,Offensive rebound by G. Yabusele,11,19
59,1,3:40.0,,T. Rozier makes 2-pt layup from 2 ft (assist by G. Hayward),11,21
60,1,3:27.0,Shooting foul by G. Yabusele (drawn by J. Okogie),,11,21
61,1,3:27.0,J. Okogie misses free throw 1 of 2,,11,21
62,1,3:27.0,Offensive rebound by Team,,11,21
63,1,3:27.0,J. Okogie makes free throw 2 of 2,,12,21
64,1,3:07.0,,Turnover by G. Yabusele (back court),12,21
65,1,3:01.0,A. Wiggins misses 3-pt jump shot from 25 ft,,12,21
66,1,3:00.0,,Defensive rebound by G. Hayward,12,21
67,1,2:55.0,,Personal foul by J. Okogie (drawn by G. Hayward),12,21
68,1,2:55.0,,Boston full timeout,12,21
69,1,2:55.0,A. Tolliver enters the game for J. Okogie,,12,21
70,1,2:38.0,,G. Yabusele makes 2-pt layup from 3 ft,12,23
71,1,2:15.0,D. Šarić misses 2-pt jump shot from 16 ft,,12,23
72,1,2:14.0,,Defensive rebound by T. Rozier,12,23
73,1,2:00.0,,J. Brown misses 2-pt layup from 4 ft (block by K. Towns),12,23
74,1,1:59.0,Defensive rebound by D. Šarić,,12,23
75,1,1:53.0,T. Jones makes 2-pt layup from 3 ft,,14,23
76,1,1:42.0,,G. Hayward misses 3-pt jump shot from 26 ft,14,23
77,1,1:41.0,Defensive rebound by D. Šarić,,14,23
78,1,1:29.0,Shooting foul by G. Yabusele (drawn by A. Wiggins),,14,23
79,1,1:29.0,A. Wiggins makes free throw 1 of 2,,15,23
80,1,1:29.0,,S. Ojeleye enters the game for M. Morris,15,23
81,1,1:29.0,,M. Smart enters the game for T. Rozier,15,23
82,1,1:29.0,A. Wiggins makes free throw 2 of 2,,16,23
83,1,1:07.0,,G. Hayward misses 2-pt jump shot from 22 ft,16,23
84,1,1:06.0,Defensive rebound by A. Wiggins,,16,23
85,1,0:58.0,D. Šarić makes 2-pt layup from 2 ft (assist by A. Wiggins),,18,23
86,1,0:46.0,,J. Brown makes 2-pt jump shot from 10 ft,18,25
87,1,0:33.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by T. Jones),,21,25
88,1,0:09.0,,S. Ojeleye misses 2-pt jump shot from 9 ft,21,25
89,1,0:08.0,Defensive rebound by A. Tolliver,,21,25
90,1,0:00.0,T. Jones misses 2-pt jump shot from 7 ft (block by G. Yabusele),,21,25
91,1,0:00.0,,Defensive rebound by J. Brown,21,25
92,2,11:41.0,A. Wiggins makes 2-pt jump shot from 18 ft,,23,25
93,2,11:19.0,,D. Theis misses 2-pt jump shot from 17 ft,23,25
94,2,11:16.0,Defensive rebound by J. Bayless,,23,25
95,2,10:57.0,A. Tolliver misses 3-pt jump shot from 26 ft,,23,25
96,2,10:55.0,,Defensive rebound by S. Ojeleye,23,25
97,2,10:48.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by G. Hayward),23,28
98,2,10:29.0,Personal foul by J. Brown (drawn by A. Wiggins),,23,28
99,2,10:18.0,A. Wiggins makes 2-pt jump shot from 20 ft,,25,28
100,2,10:06.0,,D. Theis makes 3-pt jump shot from 25 ft (assist by M. Smart),25,31
101,2,9:46.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by J. Bayless),,27,31
102,2,9:23.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by M. Smart),27,34
103,2,9:02.0,D. Šarić misses 2-pt hook shot from 7 ft,,27,34
104,2,9:00.0,,Defensive rebound by D. Theis,27,34
105,2,8:44.0,,J. Brown makes 2-pt jump shot from 15 ft,27,36
106,2,8:32.0,Turnover by J. Bayless (lost ball; steal by S. Ojeleye),,27,36
107,2,8:30.0,,M. Smart makes 2-pt dunk at rim (assist by S. Ojeleye),27,38
108,2,8:21.0,Minnesota full timeout,,27,38
109,2,8:21.0,J. Okogie enters the game for A. Wiggins,,27,38
110,2,8:21.0,,J. Tatum enters the game for G. Hayward,27,38
111,2,8:12.0,Shooting foul by D. Theis (drawn by J. Bayless),,27,38
112,2,8:12.0,J. Bayless misses free throw 1 of 2,,27,38
113,2,8:12.0,Offensive rebound by Team,,27,38
114,2,8:12.0,J. Bayless misses free throw 2 of 2,,27,38
115,2,8:11.0,,Defensive rebound by D. Theis,27,38
116,2,8:00.0,,Personal foul by J. Okogie (drawn by J. Brown),27,38
117,2,7:53.0,,Turnover by J. Brown (bad pass; steal by J. Okogie),27,38
118,2,7:48.0,J. Okogie misses 2-pt layup from 10 ft (block by D. Theis),,27,38
119,2,7:47.0,Offensive rebound by Team,,27,38
120,2,7:38.0,D. Šarić misses 2-pt hook shot from 7 ft,,27,38
121,2,7:35.0,,Defensive rebound by M. Smart,27,38
122,2,7:27.0,,J. Tatum misses 3-pt jump shot from 26 ft,27,38
123,2,7:24.0,,Offensive rebound by D. Theis,27,38
124,2,7:22.0,,S. Ojeleye makes 3-pt jump shot from 26 ft (assist by D. Theis),27,41
125,2,7:05.0,J. Bayless misses 3-pt jump shot from 26 ft,,27,41
126,2,7:04.0,,Defensive rebound by J. Brown,27,41
127,2,6:51.0,,Offensive foul by J. Brown (drawn by D. Šarić),27,41
128,2,6:51.0,,Turnover by J. Brown (offensive foul),27,41
129,2,6:51.0,T. Jones enters the game for J. Bayless,,27,41
130,2,6:51.0,K. Towns enters the game for G. Dieng,,27,41
131,2,6:35.0,K. Towns misses 2-pt layup from 6 ft,,27,41
132,2,6:33.0,,Defensive rebound by D. Theis,27,41
133,2,6:29.0,,S. Ojeleye makes 2-pt dunk from 1 ft (assist by M. Smart),27,43
134,2,6:19.0,Minnesota full timeout,,27,43
135,2,6:19.0,,A. Horford enters the game for D. Theis,27,43
136,2,6:19.0,Turnover by J. Okogie (bad pass; steal by J. Brown),,27,43
137,2,6:16.0,,Personal foul by J. Okogie (drawn by J. Tatum),27,43
138,2,6:16.0,A. Wiggins enters the game for J. Okogie,,27,43
139,2,6:16.0,Violation by Team (delay of game),,27,43
140,2,6:02.0,,J. Tatum misses 3-pt jump shot from 25 ft,27,43
141,2,6:01.0,,Offensive rebound by S. Ojeleye,27,43
142,2,5:49.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by M. Smart),27,45
143,2,5:49.0,,T. Rozier enters the game for M. Smart,27,45
144,2,5:28.0,K. Towns misses 2-pt layup from 7 ft (block by A. Horford),,27,45
145,2,5:27.0,Offensive rebound by Team,,27,45
146,2,5:24.0,A. Wiggins misses 2-pt jump shot from 18 ft,,27,45
147,2,5:22.0,Offensive rebound by Team,,27,45
148,2,5:22.0,Turnover by Team (shot clock),,27,45
149,2,5:02.0,,A. Horford makes 2-pt jump shot from 9 ft,27,47
150,2,4:47.0,Offensive foul by K. Towns (drawn by A. Horford),,27,47
151,2,4:47.0,Turnover by K. Towns (offensive foul),,27,47
152,2,4:47.0,T. Gibson enters the game for D. Šarić,,27,47
153,2,4:47.0,,G. Hayward enters the game for J. Brown,27,47
154,2,4:47.0,,M. Morris enters the game for S. Ojeleye,27,47
155,2,4:32.0,,A. Horford misses 2-pt dunk from 3 ft (block by A. Tolliver),27,47
156,2,4:30.0,Defensive rebound by K. Towns,,27,47
157,2,4:19.0,A. Tolliver misses 3-pt jump shot from 25 ft,,27,47
158,2,4:17.0,,Defensive rebound by Team,27,47
159,2,4:04.0,,A. Horford misses 3-pt jump shot from 26 ft,27,47
160,2,4:03.0,Defensive rebound by T. Gibson,,27,47
161,2,3:51.0,K. Towns misses 2-pt hook shot from 6 ft,,27,47
162,2,3:49.0,,Defensive rebound by J. Tatum,27,47
163,2,3:40.0,,T. Rozier misses 3-pt jump shot from 25 ft,27,47
164,2,3:38.0,Defensive rebound by A. Tolliver,,27,47
165,2,3:31.0,T. Jones makes 2-pt jump shot from 12 ft,,29,47
166,2,3:23.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Rozier),29,50
167,2,2:57.0,A. Wiggins makes 2-pt jump shot from 21 ft (assist by T. Gibson),,31,50
168,2,2:48.0,,T. Rozier misses 2-pt jump shot from 13 ft,31,50
169,2,2:47.0,Defensive rebound by K. Towns,,31,50
170,2,2:40.0,T. Jones makes 2-pt layup from 4 ft,,33,50
171,2,2:39.0,,Boston full timeout,33,50
172,2,2:39.0,J. Nunnally enters the game for A. Tolliver,,33,50
173,2,2:27.0,,G. Hayward makes 2-pt jump shot from 8 ft,33,52
174,2,2:11.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,36,52
175,2,1:57.0,,G. Hayward makes 2-pt dunk at rim,36,54
176,2,1:42.0,Personal foul by A. Horford (drawn by K. Towns),,36,54
177,2,1:35.0,T. Jones misses 2-pt jump shot from 13 ft,,36,54
178,2,1:34.0,,Defensive rebound by A. Horford,36,54
179,2,1:25.0,,Shooting foul by T. Gibson (drawn by G. Hayward),36,54
180,2,1:25.0,,G. Hayward makes free throw 1 of 3,36,55
181,2,1:25.0,,G. Hayward makes free throw 2 of 3,36,56
182,2,1:25.0,,G. Hayward makes free throw 3 of 3,36,57
183,2,1:07.0,A. Wiggins misses 2-pt jump shot from 18 ft,,36,57
184,2,1:05.0,Offensive rebound by T. Gibson,,36,57
185,2,1:03.0,T. Gibson makes 2-pt layup from 2 ft,,38,57
186,2,0:47.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Hayward),38,60
187,2,0:27.0,K. Towns makes 2-pt jump shot from 10 ft (assist by A. Wiggins),,40,60
188,2,0:08.0,,Turnover by G. Hayward (bad pass; steal by T. Jones),40,60
189,2,0:05.0,T. Jones makes 2-pt layup from 1 ft,,42,60
190,2,0:00.0,,M. Morris misses 3-pt jump shot from 26 ft,42,60
191,2,0:00.0,,Offensive rebound by Team,42,60
192,3,11:46.0,A. Wiggins misses 2-pt jump shot from 22 ft,,42,60
193,3,11:45.0,,Defensive rebound by M. Morris,42,60
194,3,11:29.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by A. Horford),42,63
195,3,11:10.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),,44,63
196,3,10:52.0,,Shooting foul by J. Okogie (drawn by M. Morris),44,63
197,3,10:52.0,,M. Morris makes free throw 1 of 3,44,64
198,3,10:52.0,,M. Morris makes free throw 2 of 3,44,65
199,3,10:52.0,,M. Morris makes free throw 3 of 3,44,66
200,3,10:41.0,K. Towns makes 2-pt layup from 4 ft (assist by T. Jones),,46,66
201,3,10:38.0,,Boston full timeout,46,66
202,3,10:38.0,,G. Hayward enters the game for M. Smart,46,66
203,3,10:26.0,,M. Morris misses 3-pt jump shot from 25 ft,46,66
204,3,10:25.0,Defensive rebound by K. Towns,,46,66
205,3,10:09.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,48,66
206,3,9:59.0,,Personal foul by A. Wiggins (drawn by J. Tatum),48,66
207,3,9:50.0,,G. Hayward misses 3-pt jump shot from 26 ft,48,66
208,3,9:49.0,Defensive rebound by T. Jones,,48,66
209,3,9:35.0,K. Towns makes 2-pt jump shot from 16 ft (assist by T. Jones),,50,66
210,3,9:24.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by A. Horford),50,68
211,3,9:12.0,T. Jones misses 3-pt jump shot from 26 ft,,50,68
212,3,9:11.0,Offensive rebound by K. Towns,,50,68
213,3,9:09.0,T. Gibson makes 2-pt dunk from 1 ft (assist by K. Towns),,52,68
214,3,8:55.0,,J. Tatum misses 2-pt jump shot from 19 ft,52,68
215,3,8:54.0,Defensive rebound by J. Okogie,,52,68
216,3,8:37.0,T. Gibson misses 2-pt layup from 7 ft (block by T. Rozier),,52,68
217,3,8:36.0,Offensive rebound by K. Towns,,52,68
218,3,8:34.0,K. Towns misses 2-pt layup from 1 ft (block by A. Horford),,52,68
219,3,8:32.0,,Defensive rebound by A. Horford,52,68
220,3,8:29.0,,G. Hayward makes 2-pt layup from 2 ft (assist by A. Horford),52,70
221,3,8:11.0,J. Okogie misses 2-pt layup from 6 ft,,52,70
222,3,8:11.0,,Defensive rebound by M. Morris,52,70
223,3,8:03.0,,T. Rozier misses 3-pt jump shot from 26 ft,52,70
224,3,7:58.0,Defensive rebound by A. Wiggins,,52,70
225,3,7:52.0,A. Wiggins makes 2-pt jump shot from 10 ft,,54,70
226,3,7:30.0,,A. Horford makes 2-pt jump shot from 15 ft (assist by J. Tatum),54,72
227,3,7:19.0,K. Towns makes 2-pt layup from 8 ft (assist by T. Jones),,56,72
228,3,7:19.0,Shooting foul by M. Morris (drawn by K. Towns),,56,72
229,3,7:19.0,K. Towns makes free throw 1 of 1,,57,72
230,3,6:59.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Rozier),57,75
231,3,6:41.0,T. Gibson makes 2-pt layup from 1 ft (assist by K. Towns),,59,75
232,3,6:27.0,,M. Morris misses 2-pt hook shot from 7 ft,59,75
233,3,6:26.0,Defensive rebound by T. Gibson,,59,75
234,3,6:23.0,Personal foul by M. Morris (drawn by T. Gibson),,59,75
235,3,6:13.0,A. Wiggins misses 3-pt jump shot from 26 ft,,59,75
236,3,6:12.0,Offensive rebound by K. Towns,,59,75
237,3,6:10.0,K. Towns makes 2-pt hook shot from 5 ft,,61,75
238,3,6:10.0,Shooting foul by M. Morris (drawn by K. Towns),,61,75
239,3,6:10.0,K. Towns makes free throw 1 of 1,,62,75
240,3,6:10.0,,G. Yabusele enters the game for A. Horford,62,75
241,3,5:52.0,,Offensive foul by G. Hayward (drawn by J. Okogie),62,75
242,3,5:52.0,,Turnover by G. Hayward (offensive foul),62,75
243,3,5:36.0,Turnover by K. Towns (bad pass),,62,75
244,3,5:36.0,,J. Brown enters the game for M. Morris,62,75
245,3,5:36.0,,S. Ojeleye enters the game for J. Tatum,62,75
246,3,5:21.0,,Personal foul by T. Jones (drawn by T. Rozier),62,75
247,3,5:17.0,,Offensive foul by G. Yabusele (drawn by J. Okogie),62,75
248,3,5:17.0,,Turnover by G. Yabusele (offensive foul),62,75
249,3,5:08.0,K. Towns makes 2-pt layup from 9 ft (assist by T. Jones),,64,75
250,3,4:50.0,,G. Hayward makes 2-pt jump shot from 16 ft (assist by G. Yabusele),64,77
251,3,4:36.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Jones),,67,77
252,3,4:21.0,,Personal foul by T. Gibson (drawn by S. Ojeleye),67,77
253,3,4:14.0,,G. Hayward makes 2-pt jump shot from 17 ft,67,79
254,3,3:51.0,T. Jones misses 2-pt jump shot from 11 ft,,67,79
255,3,3:50.0,,Defensive rebound by S. Ojeleye,67,79
256,3,3:45.0,,Shooting foul by T. Jones (drawn by T. Rozier),67,79
257,3,3:45.0,,T. Rozier makes free throw 1 of 2,67,80
258,3,3:45.0,D. Šarić enters the game for T. Gibson,,67,80
259,3,3:45.0,,T. Rozier makes free throw 2 of 2,67,81
260,3,3:35.0,T. Jones makes 2-pt jump shot from 10 ft,,69,81
261,3,3:28.0,,T. Rozier misses 3-pt jump shot from 27 ft,69,81
262,3,3:27.0,Defensive rebound by D. Šarić,,69,81
263,3,3:23.0,Personal take foul by S. Ojeleye (drawn by T. Jones),,69,81
264,3,3:12.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,72,81
265,3,2:56.0,,G. Hayward makes 2-pt layup from 1 ft (assist by T. Rozier),72,83
266,3,2:36.0,D. Šarić makes 2-pt layup at rim (assist by K. Towns),,74,83
267,3,2:10.0,,G. Yabusele makes 2-pt jump shot from 4 ft,74,85
268,3,1:52.0,Turnover by K. Towns (lost ball; steal by T. Rozier),,74,85
269,3,1:41.0,,Turnover by J. Brown (traveling),74,85
270,3,1:41.0,Minnesota full timeout,,74,85
271,3,1:41.0,A. Tolliver enters the game for J. Okogie,,74,85
272,3,1:41.0,,M. Smart enters the game for T. Rozier,74,85
273,3,1:28.0,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),,76,85
274,3,1:28.0,Shooting foul by G. Yabusele (drawn by K. Towns),,76,85
275,3,1:28.0,,D. Theis enters the game for G. Yabusele,76,85
276,3,1:28.0,K. Towns makes free throw 1 of 1,,77,85
277,3,1:16.0,,M. Smart misses 3-pt jump shot from 24 ft,77,85
278,3,1:15.0,Defensive rebound by D. Šarić,,77,85
279,3,1:03.0,Turnover by A. Tolliver (bad pass; steal by M. Smart),,77,85
280,3,1:00.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by M. Smart),77,87
281,3,0:53.0,Shooting foul by D. Theis (drawn by A. Wiggins),,77,87
282,3,0:53.0,A. Wiggins makes free throw 1 of 2,,78,87
283,3,0:53.0,A. Wiggins makes free throw 2 of 2,,79,87
284,3,0:34.0,,S. Ojeleye misses 3-pt jump shot from 25 ft,79,87
285,3,0:32.0,Defensive rebound by K. Towns,,79,87
286,3,0:09.0,K. Towns makes 2-pt jump shot from 12 ft,,81,87
287,3,0:00.0,,J. Brown misses 2-pt layup from 4 ft,81,87
288,3,0:00.0,,Offensive rebound by Team,81,87
289,4,11:45.0,,D. Theis makes 2-pt dunk from 1 ft (assist by J. Brown),81,89
290,4,11:30.0,T. Jones makes 2-pt jump shot from 7 ft,,83,89
291,4,11:09.0,,M. Morris makes 2-pt layup from 2 ft (assist by D. Theis),83,91
292,4,10:47.0,A. Wiggins makes 2-pt jump shot from 14 ft,,85,91
293,4,10:33.0,,J. Tatum misses 3-pt jump shot from 26 ft,85,91
294,4,10:32.0,Defensive rebound by D. Šarić,,85,91
295,4,10:22.0,A. Wiggins misses 3-pt jump shot from 26 ft,,85,91
296,4,10:21.0,,Defensive rebound by J. Brown,85,91
297,4,10:11.0,,D. Theis makes 2-pt layup from 2 ft (assist by J. Tatum),85,93
298,4,10:11.0,,Shooting foul by A. Wiggins (drawn by D. Theis),85,93
299,4,10:11.0,,S. Ojeleye enters the game for M. Morris,85,93
300,4,10:11.0,,D. Theis makes free throw 1 of 1,85,94
301,4,10:00.0,Shooting foul by D. Theis (drawn by A. Wiggins),,85,94
302,4,10:00.0,A. Wiggins misses free throw 1 of 2,,85,94
303,4,10:00.0,Offensive rebound by Team,,85,94
304,4,10:00.0,A. Wiggins makes free throw 2 of 2,,86,94
305,4,9:41.0,,J. Tatum misses 2-pt layup from 4 ft,86,94
306,4,9:38.0,Defensive rebound by D. Šarić,,86,94
307,4,9:29.0,A. Tolliver misses 3-pt jump shot from 25 ft,,86,94
308,4,9:28.0,,Defensive rebound by M. Smart,86,94
309,4,9:22.0,,Turnover by J. Brown (out of bounds lost ball),86,94
310,4,9:05.0,Turnover by T. Jones (bad pass; steal by M. Smart),,86,94
311,4,9:01.0,,J. Tatum makes 2-pt dunk from 1 ft (assist by M. Smart),86,96
312,4,9:00.0,Minnesota full timeout,,86,96
313,4,9:00.0,K. Towns enters the game for G. Dieng,,86,96
314,4,8:39.0,D. Šarić misses 3-pt jump shot from 26 ft,,86,96
315,4,8:38.0,,Defensive rebound by J. Tatum,86,96
316,4,8:18.0,,Turnover by M. Smart (bad pass),86,96
317,4,8:18.0,,A. Horford enters the game for D. Theis,86,96
318,4,8:09.0,Turnover by K. Towns (traveling),,86,96
319,4,7:54.0,,J. Tatum misses 2-pt jump shot from 11 ft,86,96
320,4,7:53.0,Defensive rebound by K. Towns,,86,96
321,4,7:39.0,Shooting foul by J. Brown (drawn by A. Wiggins),,86,96
322,4,7:39.0,A. Wiggins makes free throw 1 of 2,,87,96
323,4,7:39.0,A. Wiggins misses free throw 2 of 2,,87,96
324,4,7:39.0,,Defensive rebound by A. Horford,87,96
325,4,7:24.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by J. Tatum),87,99
326,4,7:05.0,A. Tolliver misses 3-pt jump shot from 23 ft,,87,99
327,4,7:04.0,,Defensive rebound by J. Brown,87,99
328,4,7:01.0,,Turnover by J. Brown (bad pass),87,99
329,4,6:49.0,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),,89,99
330,4,6:26.0,,J. Tatum misses 2-pt layup from 4 ft,89,99
331,4,6:25.0,Defensive rebound by K. Towns,,89,99
332,4,6:20.0,T. Jones misses 2-pt layup from 4 ft (block by J. Brown),,89,99
333,4,6:19.0,Offensive rebound by Team,,89,99
334,4,6:19.0,,G. Hayward enters the game for S. Ojeleye,89,99
335,4,6:19.0,,T. Rozier enters the game for M. Smart,89,99
336,4,6:09.0,Shooting foul by J. Brown (drawn by A. Wiggins),,89,99
337,4,6:09.0,A. Wiggins misses free throw 1 of 2,,89,99
338,4,6:09.0,Offensive rebound by Team,,89,99
339,4,6:09.0,A. Wiggins makes free throw 2 of 2,,90,99
340,4,6:00.0,,Personal foul by K. Towns (drawn by A. Horford),90,99
341,4,5:54.0,,G. Hayward makes 2-pt jump shot from 12 ft,90,101
342,4,5:29.0,A. Wiggins misses 2-pt jump shot from 14 ft,,90,101
343,4,5:26.0,,Defensive rebound by Team,90,101
344,4,5:26.0,T. Gibson enters the game for D. Šarić,,90,101
345,4,5:04.0,,Shooting foul by T. Gibson (drawn by J. Tatum),90,101
346,4,5:04.0,,J. Tatum makes free throw 1 of 2,90,102
347,4,5:04.0,,J. Tatum makes free throw 2 of 2,90,103
348,4,4:54.0,T. Jones misses 2-pt layup from 5 ft,,90,103
349,4,4:53.0,Offensive rebound by K. Towns,,90,103
350,4,4:53.0,K. Towns makes 2-pt dunk from 1 ft,,92,103
351,4,4:37.0,,G. Hayward makes 3-pt jump shot from 27 ft,92,106
352,4,4:13.0,A. Tolliver misses 3-pt jump shot from 24 ft,,92,106
353,4,4:12.0,,Defensive rebound by T. Rozier,92,106
354,4,3:58.0,,A. Horford makes 2-pt dunk from 1 ft (assist by G. Hayward),92,108
355,4,3:58.0,Minnesota full timeout,,92,108
356,4,3:50.0,Turnover by A. Wiggins (bad pass; steal by T. Rozier),,92,108
357,4,3:49.0,,Turnover by J. Tatum (bad pass; steal by T. Jones),92,108
358,4,3:47.0,Personal take foul by J. Brown (drawn by T. Jones),,92,108
359,4,3:34.0,K. Towns misses 2-pt hook shot from 7 ft,,92,108
360,4,3:31.0,,Defensive rebound by A. Horford,92,108
361,4,3:11.0,,A. Horford makes 2-pt layup from 2 ft (assist by J. Brown),92,110
362,4,2:54.0,Turnover by T. Jones (bad pass; steal by T. Rozier),,92,110
363,4,2:47.0,,Shooting foul by T. Gibson (drawn by J. Brown),92,110
364,4,2:47.0,,J. Brown misses free throw 1 of 2,92,110
365,4,2:47.0,,Offensive rebound by Team,92,110
366,4,2:47.0,G. Dieng enters the game for T. Jones,,92,110
367,4,2:47.0,J. Okogie enters the game for K. Towns,,92,110
368,4,2:47.0,J. Terrell enters the game for A. Wiggins,,92,110
369,4,2:47.0,,D. Theis enters the game for A. Horford,92,110
370,4,2:47.0,,B. Wanamaker enters the game for J. Tatum,92,110
371,4,2:47.0,,J. Brown makes free throw 2 of 2,92,111
372,4,2:26.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by J. Terrell),,95,111
373,4,2:14.0,,G. Hayward misses 3-pt jump shot from 25 ft,95,111
374,4,2:11.0,Defensive rebound by J. Okogie,,95,111
375,4,2:01.0,J. Terrell misses 3-pt jump shot from 26 ft,,95,111
376,4,2:00.0,,Defensive rebound by B. Wanamaker,95,111
377,4,1:50.0,,Turnover by T. Rozier (lost ball; steal by A. Tolliver),95,111
378,4,1:41.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by J. Okogie),,98,111
