,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
175,2,4:12.0,T. Young misses free throw 1 of 2,,44,41
176,2,4:12.0,Offensive rebound by Team,,44,41
177,2,4:12.0,T. Young makes free throw 2 of 2,,45,41
178,2,3:54.0,,N. Vonleh misses 2-pt layup from 4 ft,45,41
179,2,3:52.0,,Offensive rebound by M. Robinson,45,41
180,2,3:52.0,,M. Robinson misses 2-pt layup from 2 ft,45,41
181,2,3:51.0,Defensive rebound by T. Young,,45,41
182,2,3:35.0,M. Turner misses 2-pt jump shot from 18 ft (block by M. Robinson),,45,41
183,2,3:33.0,,Defensive rebound by T. Hardaway,45,41
184,2,3:31.0,,Shooting foul by M. Turner (drawn by T. Hardaway),45,41
185,2,3:31.0,,T. Hardaway makes free throw 1 of 2,45,42
186,2,3:31.0,,T. Hardaway makes free throw 2 of 2,45,43
187,2,3:18.0,V. Oladipo misses 3-pt jump shot from 24 ft,,45,43
188,2,3:16.0,,Defensive rebound by N. Vonleh,45,43
189,2,3:05.0,,N. Vonleh makes 2-pt layup from 1 ft,45,45
190,2,2:59.0,Indiana full timeout,,45,45
191,2,2:59.0,K. O'Quinn enters the game for M. Turner,,45,45
192,2,2:45.0,V. Oladipo misses 2-pt jump shot from 18 ft,,45,45
193,2,2:43.0,,Defensive rebound by N. Vonleh,45,45
194,2,2:31.0,,Turnover by T. Hardaway (bad pass; steal by T. Young),45,45
195,2,2:18.0,D. Collison misses 2-pt layup from 3 ft (block by M. Robinson),,45,45
196,2,2:16.0,,Defensive rebound by M. Robinson,45,45
197,2,2:10.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),45,48
198,2,1:49.0,K. O'Quinn misses 2-pt jump shot from 20 ft,,45,48
199,2,1:47.0,,Defensive rebound by N. Vonleh,45,48
200,2,1:44.0,,Personal foul by V. Oladipo (drawn by N. Vonleh),45,48
201,2,1:44.0,,N. Vonleh makes free throw 1 of 2,45,49
202,2,1:44.0,T. Evans enters the game for V. Oladipo,,45,49
203,2,1:44.0,,N. Vonleh makes free throw 2 of 2,45,50
204,2,1:27.0,T. Young makes 3-pt jump shot from 23 ft (assist by D. Collison),,48,50
205,2,1:16.0,,T. Hardaway misses 3-pt jump shot from 27 ft,48,50
206,2,1:13.0,Defensive rebound by D. Collison,,48,50
207,2,0:54.0,T. Young misses 3-pt jump shot from 22 ft,,48,50
208,2,0:53.0,,Defensive rebound by Team,48,50
209,2,0:53.0,Loose ball foul by K. O'Quinn (drawn by T. Hardaway),,48,50
210,2,0:53.0,,T. Hardaway makes free throw 1 of 2,48,51
211,2,0:53.0,,A. Trier enters the game for F. Ntilikina,48,51
212,2,0:53.0,,T. Hardaway makes free throw 2 of 2,48,52
213,2,0:30.0,D. Collison misses 2-pt jump shot from 6 ft,,48,52
214,2,0:28.0,,Defensive rebound by N. Vonleh,48,52
215,2,0:09.0,,T. Hardaway misses 2-pt layup from 1 ft (block by T. Evans),48,52
216,2,0:07.0,Defensive rebound by T. Young,,48,52
217,2,0:00.0,D. Collison makes 2-pt layup from 1 ft,,50,52
218,3,11:36.0,,T. Hardaway misses 2-pt jump shot from 21 ft (block by M. Turner),50,52
219,3,11:34.0,Defensive rebound by D. Collison,,50,52
220,3,11:22.0,V. Oladipo misses 3-pt jump shot from 26 ft,,50,52
221,3,11:20.0,,Defensive rebound by D. Dotson,50,52
222,3,11:06.0,,N. Vonleh makes 2-pt layup from 1 ft,50,54
223,3,10:48.0,Turnover by B. Bogdanović (bad pass),,50,54
224,3,10:31.0,,Turnover by M. Robinson (3 sec),50,54
225,3,10:12.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Turner),,52,54
226,3,9:58.0,,Personal foul by B. Bogdanović (drawn by D. Dotson),52,54
227,3,9:45.0,,F. Ntilikina makes 2-pt hook shot from 6 ft,52,56
228,3,9:24.0,D. Collison makes 2-pt jump shot from 17 ft (assist by M. Turner),,54,56
229,3,9:13.0,,F. Ntilikina misses 2-pt jump shot from 10 ft,54,56
230,3,9:12.0,Defensive rebound by V. Oladipo,,54,56
231,3,9:05.0,Turnover by V. Oladipo (bad pass; steal by N. Vonleh),,54,56
232,3,8:59.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by N. Vonleh),54,59
233,3,8:34.0,T. Young makes 2-pt hook shot from 6 ft,,56,59
234,3,8:18.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,56,59
235,3,8:17.0,Defensive rebound by D. Collison,,56,59
236,3,8:09.0,Turnover by B. Bogdanović (traveling),,56,59
237,3,8:09.0,,E. Freedom enters the game for M. Robinson,56,59
238,3,7:53.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by E. Freedom),56,62
239,3,7:39.0,D. Collison makes 2-pt jump shot from 19 ft (assist by M. Turner),,58,62
240,3,7:28.0,,E. Freedom misses 2-pt layup from 1 ft,58,62
241,3,7:27.0,,Offensive rebound by E. Freedom,58,62
242,3,7:26.0,,E. Freedom makes 2-pt layup from 1 ft,58,64
243,3,7:26.0,Indiana full timeout,,58,64
244,3,7:17.0,V. Oladipo makes 2-pt jump shot from 17 ft,,60,64
245,3,6:52.0,,Turnover by N. Vonleh (bad pass; steal by T. Young),60,64
246,3,6:48.0,V. Oladipo makes 2-pt layup from 1 ft,,62,64
247,3,6:25.0,,Turnover by E. Freedom (bad pass; steal by B. Bogdanović),62,64
248,3,6:12.0,M. Turner misses 2-pt hook shot from 4 ft,,62,64
249,3,6:10.0,,Defensive rebound by N. Vonleh,62,64
250,3,5:56.0,,D. Dotson misses 2-pt jump shot from 23 ft,62,64
251,3,5:55.0,Defensive rebound by Team,,62,64
252,3,5:43.0,V. Oladipo makes 2-pt jump shot from 10 ft,,64,64
253,3,5:25.0,,D. Dotson makes 2-pt layup from 1 ft (assist by F. Ntilikina),64,66
254,3,5:02.0,V. Oladipo makes 2-pt jump shot from 21 ft,,66,66
255,3,4:42.0,,T. Hardaway makes 3-pt jump shot from 26 ft,66,69
256,3,4:26.0,Turnover by V. Oladipo (lost ball; steal by N. Vonleh),,66,69
257,3,4:16.0,,Offensive foul by N. Vonleh (drawn by T. Young),66,69
258,3,4:16.0,,Turnover by N. Vonleh (offensive foul),66,69
259,3,4:16.0,D. Sabonis enters the game for T. Young,,66,69
260,3,4:16.0,,T. Burke enters the game for T. Hardaway,66,69
261,3,4:16.0,,A. Trier enters the game for F. Ntilikina,66,69
262,3,4:07.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,66,69
263,3,4:05.0,,Defensive rebound by A. Trier,66,69
264,3,3:54.0,,D. Dotson makes 2-pt jump shot from 14 ft (assist by N. Vonleh),66,71
265,3,3:36.0,M. Turner misses 2-pt hook shot from 8 ft,,66,71
266,3,3:34.0,Offensive rebound by M. Turner,,66,71
267,3,3:28.0,D. Sabonis makes 2-pt hook shot from 10 ft (assist by D. Collison),,68,71
268,3,3:28.0,C. Joseph enters the game for B. Bogdanović,,68,71
269,3,3:09.0,,Shooting foul by M. Turner (drawn by N. Vonleh),68,71
270,3,3:09.0,,N. Vonleh misses free throw 1 of 2,68,71
271,3,3:09.0,,Offensive rebound by Team,68,71
272,3,3:09.0,,N. Vonleh makes free throw 2 of 2,68,72
273,3,2:59.0,Turnover by V. Oladipo (out of bounds lost ball),,68,72
274,3,2:59.0,,New York full timeout,68,72
275,3,2:59.0,T. Evans enters the game for D. Collison,,68,72
276,3,2:59.0,,L. Thomas enters the game for N. Vonleh,68,72
277,3,2:44.0,,Turnover by E. Freedom (traveling),68,72
278,3,2:32.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by V. Oladipo),,70,72
279,3,2:19.0,,L. Thomas misses 2-pt layup from 4 ft (block by D. Sabonis),70,72
280,3,2:18.0,,Offensive rebound by Team,70,72
281,3,2:16.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by T. Burke),70,74
282,3,2:03.0,Shooting foul by A. Trier (drawn by D. Sabonis),,70,74
283,3,2:03.0,D. Sabonis makes free throw 1 of 2,,71,74
284,3,2:03.0,D. Sabonis makes free throw 2 of 2,,72,74
285,3,1:43.0,,E. Freedom misses 2-pt hook shot from 7 ft,72,74
286,3,1:41.0,Defensive rebound by V. Oladipo,,72,74
287,3,1:39.0,Turnover by T. Evans (bad pass),,72,74
288,3,1:39.0,D. McDermott enters the game for V. Oladipo,,72,74
289,3,1:30.0,,D. Dotson misses 2-pt layup from 9 ft,72,74
290,3,1:28.0,,Offensive rebound by E. Freedom,72,74
291,3,1:27.0,,E. Freedom misses 2-pt layup at rim,72,74
292,3,1:26.0,,Offensive rebound by E. Freedom,72,74
293,3,1:25.0,,E. Freedom misses 2-pt hook shot from 4 ft,72,74
294,3,1:24.0,Defensive rebound by D. Sabonis,,72,74
295,3,1:11.0,D. Sabonis makes 2-pt layup from 3 ft (assist by C. Joseph),,74,74
296,3,0:52.0,,A. Trier makes 2-pt layup from 1 ft,74,76
297,3,0:51.0,Turnover by D. Sabonis (bad pass; steal by D. Dotson),,74,76
298,3,0:50.0,,D. Dotson makes 2-pt layup from 2 ft,74,78
299,3,0:50.0,,Shooting foul by D. Sabonis (drawn by D. Dotson),74,78
300,3,0:50.0,T. Young enters the game for M. Turner,,74,78
301,3,0:50.0,,D. Dotson makes free throw 1 of 1,74,79
302,3,0:33.0,C. Joseph misses 2-pt layup from 2 ft,,74,79
303,3,0:31.0,Offensive rebound by C. Joseph,,74,79
304,3,0:31.0,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),,76,79
305,3,0:31.0,Shooting foul by E. Freedom (drawn by D. Sabonis),,76,79
306,3,0:31.0,,T. Hardaway enters the game for L. Thomas,76,79
307,3,0:31.0,D. Sabonis makes free throw 1 of 1,,77,79
308,3,0:17.0,,Personal foul by T. Evans (drawn by T. Hardaway),77,79
309,3,0:17.0,,L. Thomas enters the game for T. Burke,77,79
310,3,0:17.0,,N. Vonleh enters the game for E. Freedom,77,79
311,3,0:17.0,,T. Hardaway makes free throw 1 of 2,77,80
312,3,0:17.0,,T. Hardaway makes free throw 2 of 2,77,81
313,3,0:01.0,T. Evans misses 2-pt jump shot from 21 ft,,77,81
314,3,0:01.0,,Defensive rebound by A. Trier,77,81
315,4,11:48.0,D. Sabonis makes 2-pt hook shot from 1 ft (assist by C. Joseph),,79,81
316,4,11:29.0,,E. Freedom misses 2-pt layup from 1 ft,79,81
317,4,11:27.0,Defensive rebound by D. Sabonis,,79,81
318,4,11:19.0,T. Evans makes 2-pt layup from 1 ft,,81,81
319,4,10:59.0,,A. Trier misses 2-pt jump shot from 20 ft,81,81
320,4,10:57.0,Defensive rebound by T. Young,,81,81
321,4,10:42.0,C. Joseph makes 2-pt jump shot from 13 ft,,83,81
322,4,10:26.0,,A. Trier makes 2-pt layup from 1 ft,83,83
323,4,10:10.0,Turnover by D. Sabonis (3 sec),,83,83
324,4,10:10.0,,M. Hezonja enters the game for L. Thomas,83,83
325,4,9:58.0,,T. Burke makes 2-pt jump shot from 11 ft,83,85
326,4,9:32.0,T. Evans misses 2-pt layup at rim,,83,85
327,4,9:30.0,,Defensive rebound by M. Hezonja,83,85
328,4,9:17.0,,M. Hezonja misses 3-pt jump shot from 24 ft,83,85
329,4,9:15.0,,Offensive rebound by E. Freedom,83,85
330,4,9:11.0,,E. Freedom misses 2-pt layup from 1 ft (block by T. Young),83,85
331,4,9:09.0,,Offensive rebound by M. Hezonja,83,85
332,4,9:09.0,,Turnover by M. Hezonja (bad pass),83,85
333,4,9:09.0,B. Bogdanović enters the game for T. Young,,83,85
334,4,9:01.0,Personal foul by E. Freedom (drawn by D. Sabonis),,83,85
335,4,8:52.0,C. Joseph makes 2-pt jump shot from 10 ft (assist by D. Sabonis),,85,85
336,4,8:34.0,,T. Burke misses 2-pt jump shot from 12 ft (block by C. Joseph),85,85
337,4,8:32.0,Defensive rebound by T. Evans,,85,85
338,4,8:27.0,T. Evans makes 2-pt layup from 3 ft,,87,85
339,4,8:27.0,,New York full timeout,87,85
340,4,8:27.0,V. Oladipo enters the game for D. McDermott,,87,85
341,4,8:27.0,,F. Ntilikina enters the game for T. Burke,87,85
342,4,8:27.0,,N. Vonleh enters the game for E. Freedom,87,85
343,4,8:04.0,,N. Vonleh makes 2-pt dunk from 2 ft (assist by F. Ntilikina),87,87
344,4,7:55.0,Offensive foul by D. Sabonis (drawn by F. Ntilikina),,87,87
345,4,7:55.0,Turnover by D. Sabonis (offensive foul),,87,87
346,4,7:44.0,,T. Hardaway misses 2-pt jump shot from 9 ft,87,87
347,4,7:42.0,Defensive rebound by T. Evans,,87,87
348,4,7:36.0,V. Oladipo misses 3-pt jump shot from 26 ft,,87,87
349,4,7:34.0,,Defensive rebound by N. Vonleh,87,87
350,4,7:13.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by A. Trier),87,90
351,4,7:00.0,T. Evans misses 2-pt layup from 2 ft (block by A. Trier),,87,90
352,4,6:59.0,Offensive rebound by T. Evans,,87,90
353,4,6:57.0,T. Evans misses 2-pt layup at rim,,87,90
354,4,6:57.0,,Defensive rebound by Team,87,90
355,4,6:57.0,T. Young enters the game for T. Evans,,87,90
356,4,6:57.0,,D. Dotson enters the game for M. Hezonja,87,90
357,4,6:57.0,,L. Thomas enters the game for A. Trier,87,90
358,4,6:50.0,,Turnover by T. Hardaway (lost ball; steal by V. Oladipo),87,90
359,4,6:41.0,V. Oladipo makes 2-pt layup from 3 ft (assist by C. Joseph),,89,90
360,4,6:19.0,,L. Thomas misses 2-pt jump shot from 20 ft (block by T. Young),89,90
361,4,6:18.0,Defensive rebound by B. Bogdanović,,89,90
362,4,6:18.0,Personal foul by L. Thomas (drawn by B. Bogdanović),,89,90
363,4,6:07.0,Turnover by D. Sabonis (lost ball; steal by F. Ntilikina),,89,90
364,4,6:04.0,,Turnover by T. Hardaway (lost ball; steal by T. Young),89,90
365,4,5:46.0,T. Young makes 2-pt hook shot from 6 ft,,91,90
366,4,5:27.0,,T. Hardaway makes 2-pt jump shot from 22 ft (assist by N. Vonleh),91,92
367,4,5:05.0,Turnover by D. Sabonis (bad pass; steal by L. Thomas),,91,92
368,4,4:50.0,,F. Ntilikina misses 2-pt jump shot from 15 ft,91,92
369,4,4:49.0,Defensive rebound by B. Bogdanović,,91,92
370,4,4:43.0,V. Oladipo misses 3-pt jump shot from 25 ft,,91,92
371,4,4:41.0,,Defensive rebound by D. Dotson,91,92
372,4,4:25.0,,D. Dotson makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),91,95
373,4,4:24.0,Indiana full timeout,,91,95
374,4,4:24.0,M. Turner enters the game for D. Sabonis,,91,95
375,4,4:12.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Joseph),,94,95
376,4,3:50.0,,D. Dotson misses 2-pt jump shot from 19 ft,94,95
377,4,3:48.0,,Offensive rebound by N. Vonleh,94,95
378,4,3:44.0,,Turnover by N. Vonleh (lost ball; steal by T. Young),94,95
