,QUARTER,TIME_REMAINING,PHOENIX_ACTION,INDIANA_ACTION,PHOENIX_SCORE,INDIANA_SCORE
386,4,10:02.0,,Offensive rebound by D. Sabonis,77,97
387,4,10:02.0,,D. Sabonis makes 2-pt layup at rim,77,99
388,4,10:02.0,,Technical foul by T. Evans,77,99
389,4,10:02.0,R. Holmes makes technical free throw,,78,99
390,4,9:49.0,K. Oubre makes 2-pt layup from 1 ft,,80,99
391,4,9:34.0,,D. McDermott misses 2-pt layup from 3 ft (block by R. Holmes),80,99
392,4,9:31.0,Defensive rebound by M. Bridges,,80,99
393,4,9:29.0,E. Okobo misses 3-pt jump shot from 26 ft,,80,99
394,4,9:25.0,Offensive rebound by R. Holmes,,80,99
395,4,9:24.0,R. Holmes makes 2-pt layup from 2 ft,,82,99
396,4,8:59.0,,C. Joseph makes 2-pt jump shot from 9 ft,82,101
397,4,8:43.0,R. Holmes misses 2-pt jump shot from 10 ft,,82,101
398,4,8:41.0,,Defensive rebound by D. Sabonis,82,101
399,4,8:38.0,,Personal take foul by K. Oubre (drawn by B. Bogdanović),82,101
400,4,8:38.0,D. Ayton enters the game for R. Holmes,,82,101
401,4,8:38.0,D. Booker enters the game for K. Oubre,,82,101
402,4,8:38.0,,T. Young enters the game for B. Bogdanović,82,101
403,4,8:27.0,,T. Young misses 2-pt jump shot from 10 ft,82,101
404,4,8:26.0,,Offensive rebound by Team,82,101
405,4,8:26.0,Loose ball foul by E. Okobo (drawn by D. Sabonis),,82,101
406,4,8:22.0,,Turnover by T. Young (bad pass; steal by Q. Acy),82,101
407,4,8:15.0,Q. Acy misses 3-pt jump shot from 23 ft,,82,101
408,4,8:13.0,,Defensive rebound by T. Evans,82,101
409,4,8:09.0,,T. Evans makes 2-pt layup from 1 ft,82,103
410,4,7:46.0,D. Ayton misses 2-pt jump shot from 18 ft,,82,103
411,4,7:43.0,,Defensive rebound by D. Sabonis,82,103
412,4,7:28.0,,T. Young misses 2-pt layup from 1 ft,82,103
413,4,7:24.0,,Offensive rebound by T. Evans,82,103
414,4,7:24.0,,T. Evans makes 2-pt layup at rim,82,105
415,4,7:24.0,Phoenix full timeout,,82,105
416,4,7:24.0,D. Melton enters the game for Q. Acy,,82,105
417,4,7:24.0,T. Warren enters the game for E. Okobo,,82,105
418,4,7:01.0,T. Warren misses 2-pt jump shot from 17 ft,,82,105
419,4,7:00.0,,Defensive rebound by D. Sabonis,82,105
420,4,6:50.0,,T. Evans makes 2-pt layup from 2 ft (assist by C. Joseph),82,107
421,4,6:39.0,D. Booker misses 3-pt jump shot from 24 ft,,82,107
422,4,6:35.0,,Defensive rebound by T. Young,82,107
423,4,6:27.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by C. Joseph),82,109
424,4,6:27.0,,Shooting foul by D. Ayton (drawn by D. Sabonis),82,109
425,4,6:27.0,,T. Leaf enters the game for T. Young,82,109
426,4,6:27.0,,D. Sabonis makes free throw 1 of 1,82,110
427,4,6:16.0,Turnover by D. Booker (bad pass; steal by D. Sabonis),,82,110
428,4,6:14.0,,Personal take foul by D. Melton (drawn by T. Evans),82,110
429,4,6:14.0,,T. Evans makes free throw 1 of 2,82,111
430,4,6:14.0,,T. Evans makes free throw 2 of 2,82,112
431,4,6:05.0,Personal foul by D. Sabonis (drawn by T. Warren),,82,112
432,4,5:59.0,D. Booker misses 2-pt layup from 2 ft,,82,112
433,4,5:57.0,,Defensive rebound by T. Leaf,82,112
434,4,5:51.0,,D. McDermott misses 3-pt jump shot from 26 ft,82,112
435,4,5:48.0,Defensive rebound by D. Booker,,82,112
436,4,5:42.0,D. Melton misses 3-pt jump shot from 26 ft,,82,112
437,4,5:39.0,,Defensive rebound by D. Sabonis,82,112
438,4,5:30.0,,C. Joseph misses 2-pt jump shot from 18 ft,82,112
439,4,5:25.0,,Offensive rebound by T. Leaf,82,112
440,4,5:24.0,,Turnover by D. Sabonis (bad pass),82,112
441,4,5:20.0,T. Warren makes 2-pt layup from 2 ft (assist by D. Melton),,84,112
442,4,5:02.0,,D. Sabonis misses 2-pt jump shot from 17 ft,84,112
443,4,5:00.0,Defensive rebound by D. Booker,,84,112
444,4,4:53.0,Turnover by M. Bridges (bad pass; steal by T. Evans),,84,112
445,4,4:52.0,,Personal take foul by D. Booker (drawn by T. Evans),84,112
446,4,4:52.0,,T. Evans makes free throw 1 of 2,84,113
447,4,4:52.0,,T. Evans makes free throw 2 of 2,84,114
448,4,4:49.0,Turnover by M. Bridges (out of bounds lost ball),,84,114
449,4,4:49.0,,Indiana full timeout,84,114
450,4,4:49.0,D. Bender enters the game for D. Ayton,,84,114
451,4,4:49.0,T. Daniels enters the game for D. Booker,,84,114
452,4,4:49.0,R. Holmes enters the game for T. Warren,,84,114
453,4,4:49.0,,A. Holiday enters the game for C. Joseph,84,114
454,4,4:49.0,,K. O'Quinn enters the game for D. Sabonis,84,114
455,4,4:36.0,,K. O'Quinn misses 2-pt jump shot from 17 ft,84,114
456,4,4:35.0,Defensive rebound by Team,,84,114
457,4,4:16.0,D. Melton misses 2-pt jump shot from 14 ft (block by A. Holiday),,84,114
458,4,4:12.0,,Defensive rebound by A. Holiday,84,114
459,4,4:05.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by T. Leaf),84,117
460,4,3:50.0,R. Holmes misses 2-pt jump shot from 7 ft (block by K. O'Quinn),,84,117
461,4,3:48.0,,Defensive rebound by A. Holiday,84,117
462,4,3:45.0,,T. Leaf makes 2-pt layup from 1 ft (assist by A. Holiday),84,119
463,4,3:36.0,Personal take foul by T. Evans (drawn by T. Daniels),,84,119
464,4,3:36.0,,A. Johnson enters the game for T. Evans,84,119
465,4,3:30.0,Turnover by D. Melton (lost ball; steal by A. Holiday),,84,119
466,4,3:19.0,,A. Johnson misses 2-pt jump shot from 14 ft,84,119
467,4,3:17.0,,Offensive rebound by T. Leaf,84,119
468,4,3:17.0,,T. Leaf makes 2-pt layup at rim,84,121
469,4,3:03.0,T. Daniels misses 3-pt jump shot from 25 ft,,84,121
470,4,2:59.0,,Defensive rebound by K. O'Quinn,84,121
471,4,2:43.0,,K. O'Quinn misses 3-pt jump shot from 27 ft,84,121
472,4,2:43.0,Defensive rebound by Team,,84,121
473,4,2:32.0,T. Daniels makes 3-pt jump shot from 29 ft (assist by D. Melton),,87,121
474,4,2:15.0,,A. Holiday makes 2-pt jump shot from 9 ft (assist by K. O'Quinn),87,123
475,4,2:01.0,R. Holmes makes 2-pt dunk from 1 ft,,89,123
476,4,1:46.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,89,123
477,4,1:42.0,Defensive rebound by M. Bridges,,89,123
478,4,1:40.0,R. Holmes makes 2-pt dunk from 1 ft (assist by D. Melton),,91,123
479,4,1:30.0,,D. McDermott makes 2-pt layup from 1 ft (assist by K. O'Quinn),91,125
480,4,1:23.0,T. Daniels makes 3-pt jump shot from 28 ft (assist by R. Holmes),,94,125
481,4,1:06.0,,A. Holiday makes 3-pt jump shot from 27 ft,94,128
482,4,0:51.0,T. Daniels misses 2-pt jump shot from 18 ft,,94,128
483,4,0:51.0,,Defensive rebound by D. McDermott,94,128
484,4,0:26.0,,A. Johnson makes 3-pt jump shot from 23 ft (assist by A. Holiday),94,131
485,4,0:14.0,D. Bender misses 3-pt jump shot from 24 ft (block by A. Holiday),,94,131
486,4,0:10.0,Offensive rebound by D. Melton,,94,131
487,4,0:08.0,T. Daniels misses 3-pt jump shot from 28 ft,,94,131
488,4,0:04.0,Offensive rebound by M. Bridges,,94,131
489,4,0:02.0,D. Melton makes 3-pt jump shot from 24 ft (assist by M. Bridges),,97,131
