,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
113,1,0:00.0,,T. Parker misses 2-pt layup from 2 ft,23,36
114,1,0:00.0,Defensive rebound by A. Gordon,,23,36
115,2,11:39.0,,M. Williams misses 2-pt jump shot from 5 ft,23,36
116,2,11:36.0,Defensive rebound by W. Iwundu,,23,36
117,2,11:32.0,W. Iwundu makes 2-pt layup from 1 ft,,25,36
118,2,11:22.0,,T. Parker misses 2-pt jump shot from 16 ft,25,36
119,2,11:19.0,Defensive rebound by M. Bamba,,25,36
120,2,11:09.0,T. Ross misses 3-pt jump shot from 24 ft,,25,36
121,2,11:06.0,Offensive rebound by M. Bamba,,25,36
122,2,10:57.0,M. Bamba misses 2-pt hook shot from 7 ft,,25,36
123,2,10:57.0,Offensive rebound by Team,,25,36
124,2,10:57.0,Turnover by (5 sec),,25,36
125,2,10:43.0,,Shooting foul by M. Bamba (drawn by W. Hernangómez),25,36
126,2,10:43.0,,W. Hernangómez makes free throw 1 of 2,25,37
127,2,10:43.0,,W. Hernangómez misses free throw 2 of 2,25,37
128,2,10:40.0,Defensive rebound by M. Bamba,,25,37
129,2,10:26.0,T. Ross makes 2-pt jump shot from 12 ft (assist by A. Gordon),,27,37
130,2,10:05.0,,T. Parker misses 3-pt jump shot from 23 ft,27,37
131,2,10:02.0,Defensive rebound by M. Bamba,,27,37
132,2,10:00.0,Shooting foul by M. Bridges (drawn by W. Iwundu),,27,37
133,2,10:00.0,W. Iwundu misses free throw 1 of 2,,27,37
134,2,10:00.0,Offensive rebound by Team,,27,37
135,2,10:00.0,W. Iwundu makes free throw 2 of 2,,28,37
136,2,9:49.0,,M. Monk misses 2-pt jump shot from 13 ft,28,37
137,2,9:46.0,Defensive rebound by T. Ross,,28,37
138,2,9:41.0,I. Briscoe makes 2-pt layup from 4 ft,,30,37
139,2,9:41.0,,Charlotte full timeout,30,37
140,2,9:41.0,,C. Zeller enters the game for W. Hernangómez,30,37
141,2,9:29.0,,Shooting foul by A. Gordon (drawn by M. Williams),30,37
142,2,9:29.0,,M. Williams makes free throw 1 of 2,30,38
143,2,9:29.0,,N. Batum enters the game for M. Monk,30,38
144,2,9:29.0,,M. Williams makes free throw 2 of 2,30,39
145,2,9:14.0,T. Ross misses 2-pt layup from 1 ft,,30,39
146,2,9:09.0,Offensive rebound by M. Bamba,,30,39
147,2,9:09.0,M. Bamba makes 2-pt layup at rim,,32,39
148,2,8:58.0,,T. Parker misses 2-pt jump shot from 19 ft,32,39
149,2,8:55.0,Defensive rebound by T. Ross,,32,39
150,2,8:49.0,T. Ross misses 2-pt jump shot from 17 ft,,32,39
151,2,8:47.0,Offensive rebound by T. Ross,,32,39
152,2,8:45.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by T. Ross),,35,39
153,2,8:27.0,,Shooting foul by M. Bamba (drawn by C. Zeller),35,39
154,2,8:27.0,,C. Zeller makes free throw 1 of 2,35,40
155,2,8:27.0,,K. Walker enters the game for T. Parker,35,40
156,2,8:27.0,,C. Zeller makes free throw 2 of 2,35,41
157,2,8:11.0,M. Bamba makes 2-pt dunk from 1 ft (assist by I. Briscoe),,37,41
158,2,8:00.0,,M. Bridges misses 2-pt dunk from 2 ft (block by M. Bamba),37,41
159,2,7:57.0,Defensive rebound by M. Bamba,,37,41
160,2,7:54.0,Turnover by W. Iwundu (bad pass),,37,41
161,2,7:54.0,E. Fournier enters the game for W. Iwundu,,37,41
162,2,7:39.0,,K. Walker makes 2-pt layup from 2 ft,37,43
163,2,7:19.0,T. Ross makes 3-pt jump shot from 25 ft,,40,43
164,2,7:06.0,,K. Walker makes 2-pt jump shot from 19 ft,40,45
165,2,6:50.0,T. Ross misses 3-pt jump shot from 24 ft,,40,45
166,2,6:46.0,,Defensive rebound by M. Bridges,40,45
167,2,6:42.0,,K. Walker makes 2-pt layup at rim (assist by M. Bridges),40,47
168,2,6:22.0,Personal foul by M. Bridges (drawn by A. Gordon),,40,47
169,2,6:22.0,J. Grant enters the game for I. Briscoe,,40,47
170,2,6:22.0,,M. Kidd-Gilchrist enters the game for M. Williams,40,47
171,2,6:17.0,E. Fournier makes 2-pt jump shot from 18 ft (assist by A. Gordon),,42,47
172,2,6:00.0,,Turnover by K. Walker (bad pass; steal by T. Ross),42,47
173,2,5:40.0,J. Grant misses 2-pt jump shot from 8 ft,,42,47
174,2,5:37.0,,Defensive rebound by C. Zeller,42,47
175,2,5:21.0,,Shooting foul by M. Bamba (drawn by C. Zeller),42,47
176,2,5:21.0,,C. Zeller makes free throw 1 of 2,42,48
177,2,5:21.0,J. Isaac enters the game for M. Bamba,,42,48
178,2,5:21.0,N. Vučević enters the game for A. Gordon,,42,48
179,2,5:21.0,,C. Zeller makes free throw 2 of 2,42,49
180,2,5:03.0,N. Vučević misses 2-pt jump shot from 18 ft,,42,49
181,2,5:00.0,,Defensive rebound by K. Walker,42,49
182,2,4:54.0,,K. Walker makes 3-pt jump shot from 26 ft,42,52
183,2,4:39.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Fournier),,45,52
184,2,4:26.0,,C. Zeller misses 2-pt dunk from 2 ft,45,52
185,2,4:24.0,Defensive rebound by E. Fournier,,45,52
186,2,4:20.0,T. Ross misses 3-pt jump shot from 25 ft,,45,52
187,2,4:14.0,,Defensive rebound by C. Zeller,45,52
188,2,4:09.0,,M. Bridges makes 2-pt layup from 1 ft (assist by N. Batum),45,54
189,2,3:45.0,E. Fournier misses 3-pt jump shot from 25 ft,,45,54
190,2,3:42.0,,Defensive rebound by N. Batum,45,54
191,2,3:31.0,,N. Batum makes 2-pt layup from 2 ft (assist by C. Zeller),45,56
192,2,3:24.0,Orlando full timeout,,45,56
193,2,3:24.0,A. Gordon enters the game for T. Ross,,45,56
194,2,3:24.0,,D. Graham enters the game for M. Bridges,45,56
195,2,3:24.0,,M. Williams enters the game for M. Kidd-Gilchrist,45,56
196,2,3:09.0,A. Gordon makes 2-pt dunk from 1 ft (assist by N. Vučević),,47,56
197,2,2:55.0,,M. Williams misses 2-pt jump shot from 23 ft,47,56
198,2,2:53.0,Defensive rebound by A. Gordon,,47,56
199,2,2:41.0,J. Grant misses 3-pt jump shot from 25 ft,,47,56
200,2,2:37.0,,Defensive rebound by M. Williams,47,56
201,2,2:27.0,,N. Batum misses 2-pt jump shot from 12 ft,47,56
202,2,2:24.0,Defensive rebound by J. Grant,,47,56
203,2,2:17.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Grant),,50,56
204,2,1:50.0,,M. Williams misses 2-pt jump shot from 11 ft,50,56
205,2,1:48.0,Defensive rebound by A. Gordon,,50,56
206,2,1:43.0,J. Grant makes 2-pt jump shot from 15 ft,,52,56
207,2,1:20.0,,M. Williams misses 2-pt jump shot from 8 ft,52,56
208,2,1:18.0,Defensive rebound by A. Gordon,,52,56
209,2,1:13.0,N. Vučević misses 3-pt jump shot from 26 ft,,52,56
210,2,1:10.0,,Defensive rebound by M. Williams,52,56
211,2,1:02.0,,K. Walker makes 2-pt jump shot from 8 ft,52,58
212,2,0:51.0,Shooting foul by M. Williams (drawn by N. Vučević),,52,58
213,2,0:51.0,N. Vučević misses free throw 1 of 2,,52,58
214,2,0:51.0,Offensive rebound by Team,,52,58
215,2,0:51.0,N. Vučević makes free throw 2 of 2,,53,58
216,2,0:35.0,,Shooting foul by J. Isaac (drawn by C. Zeller),53,58
217,2,0:35.0,,C. Zeller makes free throw 1 of 2,53,59
218,2,0:35.0,,C. Zeller makes free throw 2 of 2,53,60
219,2,0:19.0,Personal foul by C. Zeller (drawn by N. Vučević),,53,60
220,2,0:19.0,N. Vučević misses free throw 1 of 2,,53,60
221,2,0:19.0,Offensive rebound by Team,,53,60
222,2,0:19.0,W. Iwundu enters the game for J. Isaac,,53,60
223,2,0:19.0,,M. Monk enters the game for N. Batum,53,60
224,2,0:19.0,N. Vučević misses free throw 2 of 2,,53,60
225,2,0:16.0,,Defensive rebound by C. Zeller,53,60
226,2,0:00.0,,M. Monk makes 3-pt jump shot from 24 ft (assist by K. Walker),53,63
227,3,11:46.0,,Turnover by M. Williams (bad pass; steal by N. Vučević),53,63
228,3,11:30.0,J. Isaac misses 3-pt jump shot from 23 ft,,53,63
229,3,11:25.0,,Defensive rebound by M. Williams,53,63
230,3,11:16.0,,C. Zeller makes 2-pt layup from 1 ft (assist by D. Graham),53,65
231,3,10:58.0,J. Grant makes 3-pt jump shot from 25 ft (assist by N. Vučević),,56,65
232,3,10:45.0,,N. Batum misses 3-pt jump shot from 25 ft,56,65
233,3,10:43.0,Defensive rebound by J. Grant,,56,65
234,3,10:31.0,J. Isaac makes 2-pt jump shot from 18 ft (assist by J. Grant),,58,65
235,3,10:12.0,,D. Graham misses 2-pt layup from 2 ft (block by N. Vučević),58,65
236,3,10:09.0,Defensive rebound by E. Fournier,,58,65
237,3,10:05.0,J. Grant makes 2-pt layup from 2 ft (assist by E. Fournier),,60,65
238,3,9:49.0,,C. Zeller makes 2-pt dunk from 1 ft (assist by K. Walker),60,67
239,3,9:33.0,N. Vučević makes 2-pt dunk from 1 ft (assist by E. Fournier),,62,67
240,3,9:19.0,,K. Walker misses 3-pt jump shot from 25 ft (block by J. Isaac),62,67
241,3,9:17.0,Defensive rebound by A. Gordon,,62,67
242,3,9:15.0,E. Fournier makes 3-pt jump shot from 29 ft (assist by A. Gordon),,65,67
243,3,8:51.0,,Shooting foul by J. Isaac (drawn by D. Graham),65,67
244,3,8:51.0,,D. Graham makes free throw 1 of 2,65,68
245,3,8:51.0,,D. Graham makes free throw 2 of 2,65,69
246,3,8:38.0,Turnover by E. Fournier (bad pass; steal by D. Graham),,65,69
247,3,8:30.0,,K. Walker misses 2-pt jump shot from 10 ft,65,69
248,3,8:27.0,,Offensive rebound by K. Walker,65,69
249,3,8:25.0,,M. Williams misses 3-pt jump shot from 26 ft,65,69
250,3,8:23.0,Defensive rebound by Team,,65,69
251,3,8:08.0,A. Gordon misses 3-pt jump shot from 26 ft,,65,69
252,3,8:04.0,,Defensive rebound by D. Graham,65,69
253,3,7:46.0,,M. Williams misses 2-pt jump shot from 9 ft,65,69
254,3,7:44.0,Defensive rebound by N. Vučević,,65,69
255,3,7:38.0,Turnover by E. Fournier (bad pass; steal by M. Williams),,65,69
256,3,7:32.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by N. Batum),65,72
257,3,7:07.0,Personal foul by D. Graham (drawn by J. Grant),,65,72
258,3,7:02.0,N. Vučević misses 2-pt layup from 2 ft,,65,72
259,3,7:00.0,,Defensive rebound by C. Zeller,65,72
260,3,6:54.0,,D. Graham makes 3-pt jump shot from 25 ft (assist by K. Walker),65,75
261,3,6:40.0,J. Isaac makes 3-pt jump shot from 25 ft (assist by J. Grant),,68,75
262,3,6:40.0,,Charlotte full timeout,68,75
263,3,6:40.0,,W. Hernangómez enters the game for C. Zeller,68,75
264,3,6:26.0,,K. Walker misses 3-pt jump shot from 25 ft,68,75
265,3,6:23.0,Defensive rebound by N. Vučević,,68,75
266,3,6:09.0,N. Vučević makes 2-pt jump shot from 6 ft (assist by A. Gordon),,70,75
267,3,5:54.0,,Shooting foul by N. Vučević (drawn by W. Hernangómez),70,75
268,3,5:54.0,,W. Hernangómez makes free throw 1 of 2,70,76
269,3,5:54.0,W. Iwundu enters the game for A. Gordon,,70,76
270,3,5:54.0,,W. Hernangómez makes free throw 2 of 2,70,77
271,3,5:39.0,N. Vučević misses 2-pt jump shot from 18 ft,,70,77
272,3,5:35.0,,Defensive rebound by W. Hernangómez,70,77
273,3,5:21.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),70,80
274,3,5:21.0,Orlando full timeout,,70,80
275,3,5:21.0,,M. Kidd-Gilchrist enters the game for M. Williams,70,80
276,3,5:03.0,Turnover by J. Isaac (bad pass; steal by D. Graham),,70,80
277,3,4:57.0,,D. Graham misses 2-pt layup from 1 ft,70,80
278,3,4:55.0,Defensive rebound by E. Fournier,,70,80
279,3,4:51.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Isaac),,70,80
280,3,4:51.0,I. Briscoe enters the game for J. Grant,,70,80
281,3,4:51.0,,M. Monk enters the game for N. Batum,70,80
282,3,4:51.0,J. Isaac makes free throw 1 of 2,,71,80
283,3,4:51.0,J. Isaac makes free throw 2 of 2,,72,80
284,3,4:34.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Monk),72,82
285,3,4:34.0,,Shooting foul by J. Isaac (drawn by W. Hernangómez),72,82
286,3,4:34.0,,W. Hernangómez makes free throw 1 of 1,72,83
287,3,4:16.0,J. Isaac misses 3-pt jump shot from 26 ft,,72,83
288,3,4:14.0,,Defensive rebound by W. Hernangómez,72,83
289,3,4:08.0,,K. Walker makes 2-pt jump shot from 19 ft,72,85
290,3,3:55.0,Turnover by E. Fournier (lost ball; steal by D. Graham),,72,85
291,3,3:52.0,,K. Walker makes 2-pt layup from 1 ft (assist by D. Graham),72,87
292,3,3:52.0,Orlando full timeout,,72,87
293,3,3:52.0,A. Gordon enters the game for E. Fournier,,72,87
294,3,3:52.0,T. Ross enters the game for J. Isaac,,72,87
295,3,3:39.0,Turnover by T. Ross (bad pass; steal by W. Hernangómez),,72,87
296,3,3:32.0,,Turnover by M. Monk (bad pass; steal by W. Iwundu),72,87
297,3,3:28.0,W. Iwundu makes 2-pt layup from 1 ft,,74,87
298,3,3:24.0,,Personal take foul by I. Briscoe (drawn by M. Kidd-Gilchrist),74,87
299,3,3:24.0,M. Bamba enters the game for N. Vučević,,74,87
300,3,3:05.0,,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,74,87
301,3,3:02.0,Defensive rebound by M. Bamba,,74,87
302,3,2:48.0,W. Iwundu misses 2-pt jump shot from 22 ft,,74,87
303,3,2:46.0,,Defensive rebound by K. Walker,74,87
304,3,2:40.0,,D. Graham misses 3-pt jump shot from 25 ft,74,87
305,3,2:38.0,Defensive rebound by W. Iwundu,,74,87
306,3,2:34.0,Personal foul by D. Graham (drawn by M. Bamba),,74,87
307,3,2:34.0,,T. Parker enters the game for K. Walker,74,87
308,3,2:23.0,T. Ross misses 2-pt jump shot from 17 ft,,74,87
309,3,2:20.0,,Defensive rebound by W. Hernangómez,74,87
310,3,2:05.0,,W. Hernangómez misses 2-pt layup from 2 ft,74,87
311,3,2:03.0,Defensive rebound by M. Bamba,,74,87
312,3,1:56.0,T. Ross makes 3-pt jump shot from 24 ft (assist by A. Gordon),,77,87
313,3,1:54.0,,Charlotte full timeout,77,87
314,3,1:31.0,,D. Graham makes 2-pt jump shot from 15 ft,77,89
315,3,1:17.0,A. Gordon misses 3-pt jump shot from 26 ft,,77,89
316,3,1:12.0,,Defensive rebound by M. Monk,77,89
317,3,1:07.0,,M. Monk makes 2-pt layup from 3 ft,77,91
318,3,0:54.0,T. Ross misses 3-pt jump shot from 25 ft,,77,91
319,3,0:51.0,,Defensive rebound by M. Monk,77,91
320,3,0:38.0,,D. Graham makes 3-pt jump shot from 26 ft (assist by T. Parker),77,94
321,3,0:19.0,A. Gordon misses 2-pt jump shot from 13 ft,,77,94
322,3,0:16.0,,Defensive rebound by W. Hernangómez,77,94
323,3,0:10.0,,Personal foul by I. Briscoe (drawn by T. Parker),77,94
324,3,0:10.0,,T. Parker makes free throw 1 of 2,77,95
325,3,0:10.0,,T. Parker misses free throw 2 of 2,77,95
326,3,0:07.0,Defensive rebound by A. Gordon,,77,95
327,3,0:00.0,Turnover by I. Briscoe (bad pass; steal by M. Kidd-Gilchrist),,77,95
328,4,11:47.0,T. Ross misses 3-pt jump shot from 27 ft,,77,95
329,4,11:43.0,,Defensive rebound by M. Monk,77,95
330,4,11:40.0,,M. Monk misses 3-pt jump shot from 24 ft,77,95
331,4,11:38.0,Defensive rebound by I. Briscoe,,77,95
332,4,11:35.0,I. Briscoe misses 2-pt jump shot from 22 ft,,77,95
333,4,11:31.0,Offensive rebound by T. Ross,,77,95
334,4,11:30.0,M. Bamba misses 2-pt layup from 2 ft (block by M. Monk),,77,95
335,4,11:27.0,,Defensive rebound by M. Bridges,77,95
336,4,11:22.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,77,95
337,4,11:18.0,Defensive rebound by I. Briscoe,,77,95
338,4,11:11.0,A. Gordon misses 3-pt jump shot from 27 ft,,77,95
339,4,11:08.0,,Defensive rebound by W. Hernangómez,77,95
340,4,11:00.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Monk),77,97
341,4,10:39.0,W. Iwundu misses 3-pt jump shot from 26 ft,,77,97
342,4,10:35.0,,Defensive rebound by W. Hernangómez,77,97
343,4,10:20.0,,W. Hernangómez misses 2-pt jump shot from 10 ft,77,97
344,4,10:18.0,Defensive rebound by M. Bamba,,77,97
345,4,10:05.0,Shooting foul by T. Parker (drawn by W. Iwundu),,77,97
346,4,10:05.0,W. Iwundu makes free throw 1 of 2,,78,97
347,4,10:05.0,,M. Williams enters the game for W. Hernangómez,78,97
348,4,10:05.0,W. Iwundu makes free throw 2 of 2,,79,97
349,4,9:48.0,,Shooting foul by W. Iwundu (drawn by M. Monk),79,97
350,4,9:48.0,,M. Monk makes free throw 1 of 3,79,98
351,4,9:48.0,,M. Monk makes free throw 2 of 3,79,99
352,4,9:48.0,,M. Monk makes free throw 3 of 3,79,100
353,4,9:39.0,Personal foul by M. Kidd-Gilchrist (drawn by A. Gordon),,79,100
354,4,9:28.0,Turnover by W. Iwundu (bad pass; steal by M. Monk),,79,100
355,4,9:19.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Monk),79,103
356,4,9:17.0,Orlando full timeout,,79,103
357,4,9:00.0,T. Ross misses 2-pt jump shot from 16 ft,,79,103
358,4,8:57.0,,Defensive rebound by M. Williams,79,103
359,4,8:40.0,,M. Monk makes 2-pt layup from 2 ft (assist by M. Williams),79,105
360,4,8:40.0,,Shooting foul by M. Bamba (drawn by M. Monk),79,105
361,4,8:40.0,J. Grant enters the game for T. Ross,,79,105
362,4,8:40.0,,D. Graham enters the game for T. Parker,79,105
363,4,8:40.0,,M. Monk makes free throw 1 of 1,79,106
364,4,8:22.0,A. Gordon misses 2-pt jump shot from 12 ft,,79,106
365,4,8:20.0,,Defensive rebound by M. Williams,79,106
366,4,8:09.0,,M. Monk misses 3-pt jump shot from 26 ft,79,106
367,4,8:06.0,Defensive rebound by M. Bamba,,79,106
368,4,8:02.0,I. Briscoe misses 3-pt jump shot from 27 ft,,79,106
369,4,7:59.0,,Defensive rebound by D. Graham,79,106
370,4,7:49.0,,M. Bridges misses 2-pt layup from 2 ft,79,106
371,4,7:49.0,,Offensive rebound by M. Kidd-Gilchrist,79,106
372,4,7:49.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,79,108
373,4,7:49.0,,Shooting foul by M. Bamba (drawn by M. Kidd-Gilchrist),79,108
374,4,7:49.0,J. Martin enters the game for A. Gordon,,79,108
375,4,7:49.0,,F. Kaminsky enters the game for M. Williams,79,108
376,4,7:49.0,,M. Kidd-Gilchrist makes free throw 1 of 1,79,109
377,4,7:36.0,J. Grant misses 2-pt layup from 2 ft,,79,109
378,4,7:34.0,,Defensive rebound by M. Kidd-Gilchrist,79,109
379,4,7:24.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by F. Kaminsky),79,111
380,4,7:14.0,M. Bamba misses 3-pt jump shot from 26 ft,,79,111
381,4,7:05.0,Offensive rebound by J. Martin,,79,111
