,QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
38,1,8:24.0,Personal foul by S. Curry (drawn by J. Murray),,14,7
39,1,8:20.0,J. Murray misses 3-pt jump shot from 28 ft,,14,7
40,1,8:18.0,,Defensive rebound by K. Thompson,14,7
41,1,8:11.0,,D. Cousins makes 2-pt layup from 3 ft (assist by K. Durant),14,9
42,1,8:01.0,P. Millsap misses 2-pt layup from 2 ft,,14,9
43,1,8:00.0,Offensive rebound by P. Millsap,,14,9
44,1,8:00.0,P. Millsap misses 2-pt layup from 2 ft,,14,9
45,1,7:59.0,Offensive rebound by P. Millsap,,14,9
46,1,7:59.0,P. Millsap misses 2-pt layup at rim,,14,9
47,1,7:58.0,,Defensive rebound by D. Cousins,14,9
48,1,7:48.0,,S. Curry misses 3-pt jump shot from 27 ft,14,9
49,1,7:46.0,Defensive rebound by W. Barton,,14,9
50,1,7:37.0,Turnover by J. Murray (offensive foul),,14,9
51,1,7:37.0,Offensive foul by J. Murray (drawn by S. Curry),,14,9
52,1,7:24.0,,K. Durant makes 2-pt jump shot from 11 ft,14,11
53,1,7:12.0,P. Millsap makes 2-pt jump shot from 13 ft (assist by N. Jokić),,16,11
54,1,7:00.0,,Turnover by D. Cousins (lost ball; steal by G. Harris),16,11
55,1,6:54.0,G. Harris misses 2-pt layup from 3 ft (block by K. Durant),,16,11
56,1,6:53.0,Offensive rebound by Team,,16,11
57,1,6:53.0,,Golden State full timeout,16,11
58,1,6:41.0,Turnover by N. Jokić (lost ball; steal by D. Cousins),,16,11
59,1,6:37.0,,D. Cousins makes 2-pt layup from 1 ft,16,13
60,1,6:20.0,W. Barton makes 2-pt jump shot from 19 ft,,18,13
61,1,6:06.0,,K. Durant makes 3-pt jump shot from 27 ft (assist by D. Green),18,16
62,1,5:51.0,P. Millsap misses 3-pt jump shot from 26 ft (block by D. Green),,18,16
63,1,5:49.0,,Defensive rebound by S. Curry,18,16
64,1,5:46.0,,K. Thompson misses 3-pt jump shot from 24 ft,18,16
65,1,5:45.0,,Offensive rebound by D. Cousins,18,16
66,1,5:45.0,M. Plumlee enters the game for P. Millsap,,18,16
67,1,5:38.0,,Turnover by S. Curry (lost ball; steal by J. Murray),18,16
68,1,5:35.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),,20,16
69,1,5:20.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Green),20,18
70,1,5:03.0,W. Barton misses 2-pt jump shot from 16 ft,,20,18
71,1,5:02.0,,Defensive rebound by K. Thompson,20,18
72,1,4:49.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by K. Durant),20,20
73,1,4:33.0,G. Harris misses 2-pt jump shot from 19 ft,,20,20
74,1,4:32.0,,Defensive rebound by K. Durant,20,20
75,1,4:25.0,,K. Thompson misses 3-pt jump shot from 23 ft,20,20
76,1,4:23.0,Defensive rebound by W. Barton,,20,20
77,1,4:17.0,W. Barton misses 2-pt layup from 7 ft,,20,20
78,1,4:16.0,Offensive rebound by W. Barton,,20,20
79,1,4:14.0,W. Barton makes 2-pt layup at rim,,22,20
80,1,3:58.0,,S. Curry misses 3-pt jump shot from 26 ft,22,20
81,1,3:56.0,,Offensive rebound by D. Cousins,22,20
82,1,3:50.0,,D. Cousins makes 2-pt layup from 6 ft,22,22
83,1,3:34.0,N. Jokić makes 2-pt hook shot from 9 ft,,24,22
84,1,3:15.0,,D. Cousins makes 2-pt layup from 6 ft (assist by K. Durant),24,24
85,1,2:48.0,N. Jokić misses 3-pt jump shot from 29 ft,,24,24
86,1,2:46.0,,Defensive rebound by D. Green,24,24
87,1,2:33.0,,D. Cousins misses 3-pt jump shot from 26 ft,24,24
88,1,2:30.0,Defensive rebound by Team,,24,24
89,1,2:30.0,Denver full timeout,,24,24
90,1,2:30.0,M. Beasley enters the game for G. Harris,,24,24
91,1,2:30.0,P. Millsap enters the game for N. Jokić,,24,24
92,1,2:30.0,M. Morris enters the game for J. Murray,,24,24
93,1,2:30.0,,A. Iguodala enters the game for D. Cousins,24,24
94,1,2:30.0,,K. Looney enters the game for K. Durant,24,24
95,1,2:30.0,,A. McKinnie enters the game for K. Thompson,24,24
96,1,2:16.0,Turnover by W. Barton (bad pass; steal by S. Curry),,24,24
97,1,2:01.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Iguodala),24,27
98,1,1:36.0,M. Plumlee misses 2-pt layup from 4 ft,,24,27
99,1,1:34.0,,Defensive rebound by A. Iguodala,24,27
100,1,1:26.0,,Turnover by S. Curry (bad pass; steal by M. Plumlee),24,27
101,1,1:21.0,Turnover by M. Plumlee (bad pass; steal by A. Iguodala),,24,27
102,1,1:15.0,,S. Curry misses 3-pt jump shot from 29 ft,24,27
103,1,1:13.0,Defensive rebound by P. Millsap,,24,27
104,1,0:51.0,M. Morris misses 2-pt jump shot from 9 ft (block by A. Iguodala),,24,27
105,1,0:50.0,Offensive rebound by Team,,24,27
106,1,0:49.0,M. Plumlee misses 2-pt jump shot from 21 ft,,24,27
107,1,0:48.0,Offensive rebound by Team,,24,27
108,1,0:48.0,Turnover by Team (shot clock),,24,27
109,1,0:40.0,,A. McKinnie makes 3-pt jump shot from 23 ft (assist by S. Curry),24,30
110,1,0:27.0,W. Barton misses 3-pt jump shot from 26 ft,,24,30
111,1,0:25.0,Offensive rebound by W. Barton,,24,30
112,1,0:22.0,W. Barton misses 2-pt jump shot from 8 ft,,24,30
113,1,0:21.0,,Defensive rebound by D. Green,24,30
114,1,0:04.0,,D. Green misses 2-pt jump shot from 9 ft (block by P. Millsap),24,30
115,1,0:03.0,Defensive rebound by P. Millsap,,24,30
116,1,0:02.0,Turnover by P. Millsap (lost ball; steal by K. Looney),,24,30
117,1,0:00.0,,K. Looney misses 2-pt jump shot from 22 ft,24,30
118,1,0:00.0,,Offensive rebound by Team,24,30
119,2,11:51.0,M. Morris makes 2-pt layup from 3 ft,,26,30
120,2,11:51.0,Shooting foul by Q. Cook (drawn by M. Morris),,26,30
121,2,11:51.0,M. Morris makes free throw 1 of 1,,27,30
122,2,11:32.0,,D. Cousins misses 2-pt hook shot from 7 ft,27,30
123,2,11:30.0,,Offensive rebound by D. Cousins,27,30
124,2,11:30.0,,Shooting foul by T. Lyles (drawn by D. Cousins),27,30
125,2,11:30.0,,D. Cousins misses free throw 1 of 2,27,30
126,2,11:30.0,,Offensive rebound by Team,27,30
127,2,11:30.0,,D. Cousins misses free throw 2 of 2,27,30
128,2,11:27.0,Defensive rebound by M. Plumlee,,27,30
129,2,11:17.0,M. Morris makes 2-pt jump shot from 13 ft,,29,30
130,2,11:01.0,,D. Cousins misses 2-pt hook shot from 8 ft,29,30
131,2,10:57.0,Defensive rebound by T. Lyles,,29,30
132,2,10:42.0,M. Beasley misses 2-pt layup from 7 ft (block by S. Livingston),,29,30
133,2,10:38.0,,Defensive rebound by S. Livingston,29,30
134,2,10:36.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Cousins),29,32
135,2,10:16.0,M. Morris misses 2-pt jump shot from 20 ft,,29,32
136,2,10:12.0,,Defensive rebound by A. Iguodala,29,32
137,2,10:01.0,,K. Thompson misses 2-pt layup from 6 ft,29,32
138,2,9:56.0,Defensive rebound by M. Plumlee,,29,32
139,2,9:46.0,T. Craig misses 2-pt jump shot from 11 ft,,29,32
140,2,9:44.0,,Defensive rebound by Team,29,32
141,2,9:44.0,Loose ball foul by T. Craig (drawn by D. Cousins),,29,32
142,2,9:29.0,,Turnover by D. Cousins (bad pass; steal by M. Beasley),29,32
143,2,9:25.0,M. Morris misses 2-pt layup from 5 ft,,29,32
144,2,9:24.0,,Defensive rebound by D. Cousins,29,32
145,2,9:17.0,,Turnover by K. Thompson (bad pass; steal by T. Lyles),29,32
146,2,9:13.0,Turnover by M. Beasley (bad pass; steal by K. Thompson),,29,32
147,2,9:09.0,,D. Cousins makes 2-pt layup from 3 ft (assist by K. Thompson),29,34
148,2,9:09.0,Denver full timeout,,29,34
149,2,8:55.0,T. Lyles misses 3-pt jump shot from 23 ft,,29,34
150,2,8:49.0,,Defensive rebound by D. Cousins,29,34
151,2,8:37.0,,Q. Cook makes 2-pt jump shot from 19 ft (assist by D. Cousins),29,36
152,2,8:16.0,Turnover by T. Lyles (traveling),,29,36
153,2,8:16.0,,K. Durant enters the game for A. Iguodala,29,36
154,2,8:03.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Cousins),29,38
155,2,7:45.0,T. Craig makes 2-pt layup from 1 ft (assist by M. Plumlee),,31,38
156,2,7:24.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by K. Durant),31,41
157,2,7:09.0,T. Lyles misses 3-pt jump shot from 24 ft,,31,41
158,2,7:09.0,,Defensive rebound by Team,31,41
159,2,7:09.0,Loose ball foul by M. Plumlee (drawn by D. Cousins),,31,41
160,2,7:09.0,G. Harris enters the game for M. Beasley,,31,41
161,2,7:09.0,N. Jokić enters the game for T. Lyles,,31,41
162,2,7:09.0,J. Murray enters the game for M. Morris,,31,41
163,2,6:45.0,,K. Durant misses 3-pt jump shot from 28 ft,31,41
164,2,6:43.0,Defensive rebound by M. Plumlee,,31,41
165,2,6:37.0,J. Murray makes 2-pt layup from 1 ft (assist by M. Plumlee),,33,41
166,2,6:28.0,,Q. Cook misses 2-pt jump shot from 13 ft,33,41
167,2,6:23.0,Defensive rebound by J. Murray,,33,41
168,2,6:19.0,T. Craig misses 3-pt jump shot from 24 ft,,33,41
169,2,6:17.0,,Defensive rebound by D. Cousins,33,41
170,2,6:08.0,,K. Thompson misses 2-pt jump shot from 20 ft,33,41
171,2,6:07.0,,Offensive rebound by Team,33,41
172,2,6:07.0,W. Barton enters the game for T. Craig,,33,41
173,2,6:07.0,P. Millsap enters the game for M. Plumlee,,33,41
174,2,6:07.0,,S. Curry enters the game for Q. Cook,33,41
175,2,6:07.0,,D. Green enters the game for K. Thompson,33,41
176,2,6:00.0,,Turnover by D. Green (bad pass; steal by N. Jokić),33,41
177,2,5:48.0,Shooting foul by D. Green (drawn by N. Jokić),,33,41
178,2,5:48.0,N. Jokić makes free throw 1 of 2,,34,41
179,2,5:48.0,,Golden State full timeout,34,41
180,2,5:48.0,,A. Bogut enters the game for D. Cousins,34,41
181,2,5:48.0,N. Jokić misses free throw 2 of 2,,34,41
182,2,5:47.0,,Defensive rebound by A. Bogut,34,41
183,2,5:34.0,,D. Green misses 3-pt jump shot from 27 ft,34,41
184,2,5:32.0,Defensive rebound by N. Jokić,,34,41
185,2,5:27.0,J. Murray misses 3-pt jump shot from 27 ft,,34,41
186,2,5:18.0,,Defensive rebound by D. Green,34,41
187,2,5:08.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Bogut),34,43
188,2,4:46.0,N. Jokić makes 2-pt hook shot from 9 ft (assist by P. Millsap),,36,43
189,2,4:33.0,,D. Green makes 2-pt jump shot from 15 ft (assist by S. Curry),36,45
190,2,4:15.0,J. Murray makes 2-pt jump shot from 16 ft (assist by N. Jokić),,38,45
191,2,3:51.0,,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),38,48
192,2,3:34.0,Personal foul by A. Bogut (drawn by J. Murray),,38,48
193,2,3:34.0,,A. Iguodala enters the game for S. Livingston,38,48
194,2,3:26.0,G. Harris misses 2-pt layup from 3 ft,,38,48
195,2,3:25.0,,Defensive rebound by A. Bogut,38,48
196,2,3:09.0,,Personal foul by P. Millsap (drawn by D. Green),38,48
197,2,3:03.0,,A. Bogut makes 2-pt jump shot from 11 ft (assist by K. Durant),38,50
198,2,2:40.0,J. Murray makes 3-pt jump shot from 28 ft,,41,50
199,2,2:22.0,,A. Bogut misses 2-pt layup from 1 ft,41,50
200,2,2:21.0,,Offensive rebound by A. Bogut,41,50
201,2,2:21.0,,A. Bogut makes 2-pt layup from 1 ft,41,52
202,2,2:00.0,J. Murray misses 3-pt jump shot from 25 ft,,41,52
203,2,1:58.0,,Defensive rebound by K. Durant,41,52
204,2,1:54.0,,K. Durant makes 2-pt dunk from 2 ft,41,54
205,2,1:54.0,,Shooting foul by W. Barton (drawn by K. Durant),41,54
206,2,1:54.0,,K. Thompson enters the game for A. Bogut,41,54
207,2,1:54.0,,K. Durant makes free throw 1 of 1,41,55
208,2,1:44.0,N. Jokić misses 3-pt jump shot from 27 ft,,41,55
209,2,1:44.0,,Defensive rebound by K. Thompson,41,55
210,2,1:36.0,,Turnover by K. Thompson (bad pass; steal by J. Murray),41,55
211,2,1:24.0,Personal foul by S. Curry (drawn by W. Barton),,41,55
212,2,1:16.0,W. Barton misses 3-pt jump shot from 26 ft (block by D. Green),,41,55
213,2,1:15.0,Offensive rebound by Team,,41,55
214,2,1:12.0,G. Harris makes 2-pt jump shot from 11 ft (assist by N. Jokić),,43,55
215,2,1:02.0,,K. Durant makes 2-pt dunk from 2 ft,43,57
216,2,0:50.0,N. Jokić misses 3-pt jump shot from 28 ft,,43,57
217,2,0:48.0,,Defensive rebound by S. Curry,43,57
218,2,0:43.0,,K. Durant misses 3-pt jump shot from 28 ft,43,57
219,2,0:41.0,Defensive rebound by J. Murray,,43,57
220,2,0:33.0,N. Jokić misses 2-pt hook shot from 6 ft,,43,57
221,2,0:31.0,,Defensive rebound by D. Green,43,57
222,2,0:08.0,,S. Curry misses 3-pt jump shot from 27 ft,43,57
223,2,0:06.0,,Offensive rebound by D. Green,43,57
224,2,0:02.0,,K. Durant makes 2-pt dunk from 2 ft (assist by D. Green),43,59
225,2,0:01.0,P. Millsap misses 3-pt jump shot from 45 ft,,43,59
226,2,0:00.0,Offensive rebound by Team,,43,59
227,3,11:49.0,Turnover by N. Jokić (lost ball; steal by D. Cousins),,43,59
228,3,11:31.0,,K. Thompson misses 3-pt jump shot from 26 ft,43,59
229,3,11:29.0,Defensive rebound by N. Jokić,,43,59
230,3,11:24.0,G. Harris misses 3-pt jump shot from 28 ft,,43,59
231,3,11:22.0,,Defensive rebound by D. Green,43,59
232,3,11:16.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),43,61
233,3,10:54.0,G. Harris misses 3-pt jump shot from 23 ft,,43,61
234,3,10:52.0,,Defensive rebound by D. Cousins,43,61
235,3,10:42.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by S. Curry),43,63
236,3,10:42.0,Denver full timeout,,43,63
237,3,10:27.0,W. Barton makes 2-pt layup from 3 ft (assist by J. Murray),,45,63
238,3,10:08.0,,K. Durant makes 2-pt jump shot from 14 ft,45,65
239,3,9:49.0,W. Barton misses 2-pt jump shot from 10 ft,,45,65
240,3,9:46.0,,Defensive rebound by S. Curry,45,65
241,3,9:43.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),45,67
242,3,9:31.0,Shooting foul by S. Curry (drawn by J. Murray),,45,67
243,3,9:31.0,J. Murray makes free throw 1 of 2,,46,67
244,3,9:31.0,J. Murray makes free throw 2 of 2,,47,67
245,3,9:18.0,,Turnover by D. Cousins (out of bounds lost ball),47,67
246,3,9:09.0,J. Murray misses 2-pt jump shot from 14 ft,,47,67
247,3,9:08.0,,Defensive rebound by K. Durant,47,67
248,3,9:02.0,,S. Curry misses 3-pt jump shot from 26 ft,47,67
249,3,9:00.0,,Offensive rebound by D. Cousins,47,67
250,3,8:57.0,,D. Cousins makes 2-pt layup from 3 ft,47,69
251,3,8:57.0,,Shooting foul by P. Millsap (drawn by D. Cousins),47,69
252,3,8:57.0,,D. Cousins makes free throw 1 of 1,47,70
253,3,8:43.0,J. Murray misses 2-pt jump shot from 18 ft,,47,70
254,3,8:41.0,Offensive rebound by Team,,47,70
255,3,8:41.0,Shooting foul by D. Cousins (drawn by G. Harris),,47,70
256,3,8:41.0,G. Harris makes free throw 1 of 2,,48,70
257,3,8:41.0,G. Harris makes free throw 2 of 2,,49,70
258,3,8:27.0,,K. Durant misses 3-pt jump shot from 27 ft,49,70
259,3,8:25.0,Defensive rebound by J. Murray,,49,70
260,3,8:21.0,,Technical foul by K. Durant,49,70
261,3,8:21.0,J. Murray makes technical free throw,,50,70
262,3,8:21.0,,Technical foul by K. Durant,50,70
263,3,8:21.0,J. Murray makes technical free throw,,51,70
264,3,8:21.0,,K. Durant ejected from game,51,70
265,3,8:21.0,,Golden State full timeout,51,70
266,3,8:21.0,,A. McKinnie enters the game for K. Durant,51,70
267,3,8:12.0,Turnover by J. Murray (bad pass; steal by S. Curry),,51,70
268,3,8:05.0,,D. Cousins makes 2-pt jump shot from 7 ft (assist by D. Green),51,72
269,3,7:52.0,Turnover by N. Jokić (bad pass; steal by A. McKinnie),,51,72
270,3,7:48.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by A. McKinnie),51,75
271,3,7:46.0,Denver full timeout,,51,75
272,3,7:35.0,N. Jokić makes 2-pt jump shot from 9 ft (assist by P. Millsap),,53,75
273,3,7:18.0,,K. Thompson misses 3-pt jump shot from 23 ft,53,75
274,3,7:15.0,,Offensive rebound by A. McKinnie,53,75
275,3,7:06.0,,A. McKinnie misses 3-pt jump shot from 23 ft,53,75
276,3,7:00.0,Defensive rebound by W. Barton,,53,75
277,3,6:50.0,P. Millsap misses 2-pt hook shot from 8 ft,,53,75
278,3,6:49.0,Offensive rebound by P. Millsap,,53,75
279,3,6:47.0,P. Millsap misses 2-pt jump shot from 9 ft,,53,75
280,3,6:46.0,,Defensive rebound by D. Green,53,75
281,3,6:41.0,,Turnover by D. Green (bad pass; steal by J. Murray),53,75
282,3,6:40.0,J. Murray misses 3-pt jump shot from 27 ft,,53,75
283,3,6:38.0,Offensive rebound by Team,,53,75
284,3,6:31.0,Turnover by N. Jokić (lost ball; steal by S. Curry),,53,75
285,3,6:30.0,,Personal take foul by G. Harris (drawn by S. Curry),53,75
286,3,6:30.0,M. Plumlee enters the game for P. Millsap,,53,75
287,3,6:20.0,,Turnover by D. Green (bad pass; steal by M. Plumlee),53,75
288,3,6:15.0,Turnover by W. Barton (step out of bounds),,53,75
289,3,6:05.0,,Turnover by S. Curry (bad pass; steal by N. Jokić),53,75
290,3,6:05.0,Personal foul by D. Cousins (drawn by N. Jokić),,53,75
291,3,5:59.0,W. Barton misses 2-pt jump shot from 6 ft (block by D. Cousins),,53,75
292,3,5:58.0,,Defensive rebound by D. Cousins,53,75
293,3,5:47.0,,Turnover by D. Cousins (lost ball; steal by N. Jokić),53,75
294,3,5:43.0,W. Barton makes 2-pt layup from 4 ft,,55,75
295,3,5:43.0,,Golden State full timeout,55,75
296,3,5:29.0,,A. McKinnie misses 2-pt dunk from 2 ft (block by M. Plumlee),55,75
297,3,5:28.0,Defensive rebound by G. Harris,,55,75
298,3,5:22.0,G. Harris misses 2-pt jump shot from 17 ft,,55,75
299,3,5:21.0,,Defensive rebound by A. McKinnie,55,75
300,3,5:12.0,,S. Curry makes 3-pt jump shot from 27 ft,55,78
301,3,4:52.0,J. Murray makes 2-pt jump shot from 13 ft,,57,78
302,3,4:36.0,,Turnover by D. Cousins (lost ball; steal by N. Jokić),57,78
303,3,4:31.0,Shooting foul by S. Curry (drawn by G. Harris),,57,78
304,3,4:31.0,G. Harris makes free throw 1 of 2,,58,78
305,3,4:31.0,M. Beasley enters the game for W. Barton,,58,78
306,3,4:31.0,,A. Iguodala enters the game for D. Cousins,58,78
307,3,4:31.0,,K. Looney enters the game for S. Curry,58,78
308,3,4:31.0,G. Harris makes free throw 2 of 2,,59,78
309,3,4:11.0,,K. Looney misses 2-pt hook shot from 7 ft,59,78
310,3,4:10.0,,Offensive rebound by K. Looney,59,78
311,3,4:06.0,,Turnover by K. Looney (bad pass; steal by J. Murray),59,78
312,3,4:01.0,M. Beasley misses 3-pt jump shot from 28 ft,,59,78
313,3,3:59.0,,Defensive rebound by K. Thompson,59,78
314,3,3:53.0,,A. McKinnie makes 2-pt layup from 2 ft (assist by D. Green),59,80
315,3,3:53.0,,Shooting foul by G. Harris (drawn by A. McKinnie),59,80
316,3,3:53.0,,A. McKinnie misses free throw 1 of 1,59,80
317,3,3:52.0,Defensive rebound by M. Plumlee,,59,80
318,3,3:34.0,Turnover by N. Jokić (lost ball; steal by K. Looney),,59,80
319,3,3:24.0,,K. Thompson misses 3-pt jump shot from 26 ft,59,80
320,3,3:22.0,Defensive rebound by M. Beasley,,59,80
321,3,3:16.0,Shooting foul by K. Looney (drawn by M. Plumlee),,59,80
322,3,3:16.0,M. Plumlee makes free throw 1 of 2,,60,80
323,3,3:16.0,M. Morris enters the game for G. Harris,,60,80
324,3,3:16.0,M. Plumlee misses free throw 2 of 2,,60,80
325,3,3:15.0,Offensive rebound by N. Jokić,,60,80
326,3,3:15.0,N. Jokić misses 2-pt layup from 5 ft,,60,80
327,3,3:14.0,,Defensive rebound by D. Green,60,80
328,3,3:01.0,,Turnover by A. McKinnie (step out of bounds),60,80
329,3,2:48.0,J. Murray makes 2-pt layup from 7 ft (assist by N. Jokić),,62,80
330,3,2:28.0,,K. Looney makes 2-pt dunk from 2 ft (assist by A. Iguodala),62,82
331,3,2:03.0,J. Murray makes 2-pt jump shot from 22 ft (assist by N. Jokić),,64,82
332,3,1:47.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by K. Looney),64,84
333,3,1:25.0,M. Plumlee misses 2-pt jump shot from 12 ft,,64,84
334,3,1:24.0,,Defensive rebound by K. Looney,64,84
335,3,1:06.0,,D. Green misses 3-pt jump shot from 27 ft,64,84
336,3,1:04.0,Defensive rebound by N. Jokić,,64,84
337,3,0:57.0,Turnover by N. Jokić (bad pass),,64,84
338,3,0:57.0,T. Lyles enters the game for N. Jokić,,64,84
339,3,0:57.0,,Q. Cook enters the game for A. McKinnie,64,84
340,3,0:44.0,,K. Thompson misses 2-pt jump shot from 22 ft,64,84
341,3,0:42.0,Defensive rebound by J. Murray,,64,84
342,3,0:39.0,Turnover by M. Beasley (lost ball; steal by D. Green),,64,84
343,3,0:37.0,,Personal foul by M. Plumlee (drawn by D. Green),64,84
344,3,0:18.0,,K. Looney makes 2-pt dunk from 1 ft (assist by Q. Cook),64,86
345,3,0:03.0,J. Murray misses 2-pt jump shot from 21 ft,,64,86
346,3,0:00.0,,Defensive rebound by Q. Cook,64,86
347,4,11:41.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by A. Iguodala),64,89
348,4,11:30.0,M. Morris makes 2-pt jump shot from 7 ft,,66,89
349,4,11:07.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by S. Curry),66,92
350,4,10:47.0,M. Beasley makes 3-pt jump shot from 28 ft (assist by M. Morris),,69,92
351,4,10:24.0,,D. Cousins makes 2-pt jump shot from 12 ft (assist by S. Livingston),69,94
352,4,10:23.0,Denver full timeout,,69,94
353,4,10:23.0,I. Thomas enters the game for M. Beasley,,69,94
354,4,10:05.0,T. Craig misses 3-pt jump shot from 27 ft,,69,94
355,4,10:03.0,,Defensive rebound by D. Cousins,69,94
356,4,9:49.0,,Turnover by A. Iguodala (bad pass; steal by M. Morris),69,94
357,4,9:45.0,I. Thomas misses 3-pt jump shot from 27 ft,,69,94
358,4,9:43.0,,Defensive rebound by A. Iguodala,69,94
359,4,9:28.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by D. Cousins),69,97
360,4,9:11.0,M. Morris misses 3-pt jump shot from 27 ft,,69,97
361,4,9:09.0,,Defensive rebound by S. Curry,69,97
362,4,9:00.0,,Personal foul by T. Craig (drawn by S. Curry),69,97
363,4,8:56.0,,Personal foul by T. Craig (drawn by S. Curry),69,97
364,4,8:46.0,,Turnover by A. Iguodala (bad pass; steal by M. Plumlee),69,97
365,4,8:38.0,T. Lyles makes 2-pt layup from 2 ft (assist by M. Plumlee),,71,97
366,4,8:38.0,Shooting foul by D. Cousins (drawn by T. Lyles),,71,97
367,4,8:38.0,T. Lyles makes free throw 1 of 1,,72,97
368,4,8:20.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by D. Cousins),72,99
369,4,8:03.0,T. Lyles misses 2-pt jump shot from 14 ft (block by A. Iguodala),,72,99
370,4,8:02.0,Offensive rebound by M. Plumlee,,72,99
371,4,7:55.0,I. Thomas misses 3-pt jump shot from 26 ft,,72,99
372,4,7:53.0,,Defensive rebound by A. Iguodala,72,99
373,4,7:49.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by A. Iguodala),72,102
374,4,7:35.0,M. Morris makes 3-pt jump shot from 23 ft (assist by I. Thomas),,75,102
375,4,7:22.0,,S. Curry makes 3-pt jump shot from 28 ft,75,105
376,4,7:22.0,Denver full timeout,,75,105
377,4,7:22.0,J. Vanderbilt enters the game for M. Plumlee,,75,105
378,4,7:22.0,,Q. Cook enters the game for S. Curry,75,105
379,4,7:22.0,,A. McKinnie enters the game for A. Iguodala,75,105
380,4,7:13.0,M. Morris misses 2-pt layup from 4 ft,,75,105
381,4,7:12.0,,Defensive rebound by D. Cousins,75,105
