,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
54,1,5:28.0,T. Hardaway makes 2-pt jump shot from 20 ft (assist by S. Mejri),,21,19
55,1,5:12.0,,Offensive foul by B. Portis (drawn by T. Hardaway),21,19
56,1,5:12.0,,Turnover by B. Portis (offensive foul),21,19
57,1,4:58.0,J. Jackson makes 3-pt jump shot from 27 ft (assist by T. Hardaway),,24,19
58,1,4:42.0,,B. Beal misses 2-pt jump shot from 18 ft,24,19
59,1,4:39.0,,Offensive rebound by B. Portis,24,19
60,1,4:38.0,,Shooting foul by J. Jackson (drawn by B. Portis),24,19
61,1,4:38.0,,B. Portis makes free throw 1 of 2,24,20
62,1,4:38.0,,T. Brown enters the game for J. Green,24,20
63,1,4:38.0,,J. Parker enters the game for T. Satoranský,24,20
64,1,4:38.0,,B. Portis makes free throw 2 of 2,24,21
65,1,4:18.0,D. Finney-Smith makes 2-pt jump shot from 3 ft (assist by J. Brunson),,26,21
66,1,3:59.0,,B. Portis misses 2-pt hook shot from 7 ft,26,21
67,1,3:56.0,Defensive rebound by J. Jackson,,26,21
68,1,3:44.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by S. Mejri),,29,21
69,1,3:35.0,,Offensive foul by J. Parker (drawn by J. Brunson),29,21
70,1,3:35.0,,Turnover by J. Parker (offensive foul),29,21
71,1,3:35.0,,T. Bryant enters the game for B. Portis,29,21
72,1,3:27.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by J. Brunson),,32,21
73,1,3:06.0,,J. Parker misses 3-pt jump shot from 26 ft,32,21
74,1,3:04.0,,Offensive rebound by T. Brown,32,21
75,1,3:00.0,,B. Beal makes 2-pt dunk from 1 ft (assist by T. Brown),32,23
76,1,2:51.0,Dallas full timeout,,32,23
77,1,2:51.0,,S. Dekker enters the game for T. Ariza,32,23
78,1,2:38.0,T. Hardaway misses 2-pt jump shot from 11 ft,,32,23
79,1,2:36.0,,Defensive rebound by J. Parker,32,23
80,1,2:34.0,,Shooting foul by J. Brunson (drawn by B. Beal),32,23
81,1,2:34.0,,B. Beal misses free throw 1 of 2,32,23
82,1,2:34.0,,Offensive rebound by Team,32,23
83,1,2:34.0,L. Dončić enters the game for J. Brunson,,32,23
84,1,2:34.0,D. Harris enters the game for D. Finney-Smith,,32,23
85,1,2:34.0,D. Nowitzki enters the game for T. Hardaway,,32,23
86,1,2:34.0,D. Powell enters the game for S. Mejri,,32,23
87,1,2:34.0,,B. Beal makes free throw 2 of 2,32,24
88,1,2:22.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Harris),,35,24
89,1,2:03.0,,T. Brown misses 2-pt jump shot from 11 ft,35,24
90,1,2:00.0,Defensive rebound by D. Nowitzki,,35,24
91,1,1:53.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,37,24
92,1,1:35.0,,T. Brown makes 3-pt jump shot from 23 ft (assist by J. Parker),37,27
93,1,1:25.0,Shooting foul by J. Parker (drawn by J. Jackson),,37,27
94,1,1:25.0,J. Jackson makes free throw 1 of 2,,38,27
95,1,1:25.0,J. Jackson misses free throw 2 of 2,,38,27
96,1,1:22.0,,Defensive rebound by J. Parker,38,27
97,1,1:09.0,,J. Parker makes 2-pt dunk from 2 ft,38,29
98,1,0:56.0,L. Dončić makes 2-pt layup from 1 ft,,40,29
99,1,0:47.0,,Shooting foul by J. Jackson (drawn by T. Brown),40,29
100,1,0:47.0,,T. Brown makes free throw 1 of 2,40,30
101,1,0:47.0,,T. Brown makes free throw 2 of 2,40,31
102,1,0:31.0,Shooting foul by T. Brown (drawn by D. Harris),,40,31
103,1,0:31.0,D. Harris makes free throw 1 of 2,,41,31
104,1,0:31.0,J. Brunson enters the game for D. Nowitzki,,41,31
105,1,0:31.0,D. Harris makes free throw 2 of 2,,42,31
106,1,0:11.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),42,33
107,1,0:03.0,Shooting foul by S. Dekker (drawn by D. Powell),,42,33
108,1,0:03.0,D. Powell makes free throw 1 of 2,,43,33
109,1,0:03.0,D. Finney-Smith enters the game for L. Dončić,,43,33
110,1,0:03.0,D. Powell misses free throw 2 of 2,,43,33
111,1,0:03.0,,Defensive rebound by J. Parker,43,33
112,2,11:45.0,,T. Satoranský makes 2-pt jump shot from 7 ft,43,35
113,2,11:30.0,Turnover by D. Harris (bad pass; steal by T. Bryant),,43,35
114,2,11:19.0,,T. Brown misses 3-pt jump shot from 26 ft,43,35
115,2,11:16.0,Defensive rebound by D. Nowitzki,,43,35
116,2,11:02.0,D. Harris misses 2-pt layup from 3 ft,,43,35
117,2,10:59.0,Offensive rebound by D. Powell,,43,35
118,2,10:59.0,D. Powell makes 2-pt layup from 1 ft,,45,35
119,2,10:48.0,,T. Brown makes 2-pt layup from 1 ft (assist by T. Satoranský),45,37
120,2,10:36.0,Personal foul by T. Bryant (drawn by D. Powell),,45,37
121,2,10:21.0,L. Dončić misses 2-pt jump shot from 11 ft,,45,37
122,2,10:19.0,,Defensive rebound by S. Dekker,45,37
123,2,10:11.0,,T. Satoranský misses 3-pt jump shot from 25 ft,45,37
124,2,10:08.0,,Offensive rebound by T. Satoranský,45,37
125,2,10:03.0,,T. Bryant misses 3-pt jump shot from 25 ft,45,37
126,2,10:00.0,Defensive rebound by L. Dončić,,45,37
127,2,9:51.0,L. Dončić misses 2-pt hook shot from 5 ft,,45,37
128,2,9:49.0,Offensive rebound by L. Dončić,,45,37
129,2,9:49.0,L. Dončić makes 2-pt layup from 1 ft,,47,37
130,2,9:32.0,,S. Dekker makes 3-pt jump shot from 24 ft (assist by T. Brown),47,40
131,2,9:14.0,D. Nowitzki misses 3-pt jump shot from 28 ft,,47,40
132,2,9:10.0,,Defensive rebound by S. Dekker,47,40
133,2,9:06.0,,J. Parker makes 2-pt layup from 1 ft (assist by T. Satoranský),47,42
134,2,9:05.0,Dallas full timeout,,47,42
135,2,8:47.0,D. Harris makes 2-pt layup from 2 ft,,49,42
136,2,8:33.0,,J. Parker makes 2-pt dunk from 1 ft,49,44
137,2,8:12.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Jackson),,51,44
138,2,7:53.0,,T. Satoranský misses 3-pt jump shot from 26 ft,51,44
139,2,7:49.0,Defensive rebound by D. Powell,,51,44
140,2,7:43.0,D. Harris misses 2-pt layup from 2 ft,,51,44
141,2,7:39.0,,Defensive rebound by T. Bryant,51,44
142,2,7:33.0,,J. Parker makes 2-pt jump shot from 20 ft (assist by T. Brown),51,46
143,2,7:13.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,51,46
144,2,7:09.0,,Defensive rebound by T. Brown,51,46
145,2,7:01.0,,T. Brown misses 2-pt hook shot from 8 ft,51,46
146,2,6:58.0,,Offensive rebound by T. Brown,51,46
147,2,6:55.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Satoranský),51,48
148,2,6:53.0,Dallas full timeout,,51,48
149,2,6:53.0,J. Brunson enters the game for L. Dončić,,51,48
150,2,6:53.0,D. Finney-Smith enters the game for D. Harris,,51,48
151,2,6:53.0,T. Hardaway enters the game for D. Nowitzki,,51,48
152,2,6:53.0,,T. Ariza enters the game for T. Brown,51,48
153,2,6:36.0,J. Jackson misses 2-pt jump shot from 15 ft,,51,48
154,2,6:34.0,,Defensive rebound by T. Bryant,51,48
155,2,6:17.0,,J. Parker makes 2-pt layup from 2 ft (assist by T. Bryant),51,50
156,2,6:07.0,J. Brunson misses 2-pt layup from 3 ft (block by T. Bryant),,51,50
157,2,6:07.0,,Defensive rebound by T. Satoranský,51,50
158,2,6:00.0,,T. Satoranský misses 2-pt layup from 2 ft,51,50
159,2,5:58.0,Defensive rebound by J. Jackson,,51,50
160,2,5:53.0,Shooting foul by T. Bryant (drawn by D. Powell),,51,50
161,2,5:53.0,D. Powell misses free throw 1 of 2,,51,50
162,2,5:53.0,Offensive rebound by Team,,51,50
163,2,5:53.0,,B. Beal enters the game for T. Bryant,51,50
164,2,5:53.0,,J. Green enters the game for S. Dekker,51,50
165,2,5:53.0,D. Powell makes free throw 2 of 2,,52,50
166,2,5:32.0,,T. Ariza makes 3-pt jump shot from 23 ft,52,53
167,2,5:20.0,Personal foul by B. Beal (drawn by T. Hardaway),,52,53
168,2,5:20.0,S. Mejri enters the game for D. Powell,,52,53
169,2,5:15.0,J. Brunson makes 2-pt jump shot from 17 ft,,54,53
170,2,5:01.0,,J. Green misses 3-pt jump shot from 25 ft,54,53
171,2,4:59.0,Defensive rebound by J. Jackson,,54,53
172,2,4:49.0,J. Brunson misses 3-pt jump shot from 26 ft,,54,53
173,2,4:45.0,,Defensive rebound by Team,54,53
174,2,4:30.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),54,55
175,2,4:16.0,Personal foul by B. Beal (drawn by T. Hardaway),,54,55
176,2,4:16.0,,B. Portis enters the game for J. Parker,54,55
177,2,4:14.0,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by T. Hardaway),,57,55
178,2,3:49.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Green),57,58
179,2,3:34.0,T. Hardaway misses 3-pt jump shot from 26 ft,,57,58
180,2,3:32.0,Offensive rebound by J. Jackson,,57,58
181,2,3:27.0,T. Hardaway misses 3-pt jump shot from 28 ft,,57,58
182,2,3:26.0,,Defensive rebound by B. Beal,57,58
183,2,3:18.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by B. Beal),57,61
184,2,2:56.0,D. Finney-Smith misses 2-pt dunk from 3 ft,,57,61
185,2,2:55.0,Offensive rebound by D. Finney-Smith,,57,61
186,2,2:54.0,D. Finney-Smith misses 2-pt dunk from 3 ft (block by T. Satoranský),,57,61
187,2,2:54.0,Offensive rebound by D. Finney-Smith,,57,61
188,2,2:54.0,Shooting foul by J. Green (drawn by D. Finney-Smith),,57,61
189,2,2:54.0,D. Finney-Smith misses free throw 1 of 2,,57,61
190,2,2:54.0,Offensive rebound by Team,,57,61
191,2,2:54.0,L. Dončić enters the game for J. Jackson,,57,61
192,2,2:54.0,D. Powell enters the game for S. Mejri,,57,61
193,2,2:54.0,D. Finney-Smith misses free throw 2 of 2,,57,61
194,2,2:52.0,,Defensive rebound by B. Portis,57,61
195,2,2:43.0,,B. Beal misses 3-pt jump shot from 26 ft,57,61
196,2,2:40.0,Defensive rebound by T. Hardaway,,57,61
197,2,2:29.0,T. Hardaway misses 3-pt jump shot from 26 ft,,57,61
198,2,2:25.0,Offensive rebound by D. Powell,,57,61
199,2,2:22.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Finney-Smith),,59,61
200,2,2:22.0,,Washington full timeout,59,61
201,2,2:13.0,,Personal foul by D. Finney-Smith (drawn by B. Beal),59,61
202,2,2:07.0,,Turnover by B. Beal (lost ball; steal by J. Brunson),59,61
203,2,2:04.0,J. Brunson makes 2-pt layup from 1 ft,,61,61
204,2,2:04.0,Shooting foul by T. Satoranský (drawn by J. Brunson),,61,61
205,2,2:04.0,J. Brunson makes free throw 1 of 1,,62,61
206,2,1:53.0,,B. Portis misses 3-pt jump shot from 27 ft,62,61
207,2,1:49.0,,Offensive rebound by T. Satoranský,62,61
208,2,1:41.0,,Turnover by T. Satoranský (traveling),62,61
209,2,1:33.0,L. Dončić misses 3-pt jump shot from 26 ft,,62,61
210,2,1:30.0,,Defensive rebound by T. Satoranský,62,61
211,2,1:27.0,,Shooting foul by T. Hardaway (drawn by B. Beal),62,61
212,2,1:27.0,,B. Beal makes free throw 1 of 2,62,62
213,2,1:27.0,,B. Beal makes free throw 2 of 2,62,63
214,2,1:09.0,Turnover by J. Brunson (traveling),,62,63
215,2,0:55.0,,J. Green misses 2-pt hook shot from 10 ft,62,63
216,2,0:52.0,,Offensive rebound by T. Satoranský,62,63
217,2,0:50.0,,T. Satoranský makes 2-pt jump shot from 10 ft,62,65
218,2,0:34.0,L. Dončić misses 2-pt jump shot from 5 ft,,62,65
219,2,0:30.0,,Defensive rebound by B. Portis,62,65
220,2,0:29.0,,T. Ariza makes 2-pt dunk from 2 ft (assist by T. Satoranský),62,67
221,2,0:10.0,D. Finney-Smith makes 3-pt jump shot from 30 ft (assist by J. Brunson),,65,67
222,2,0:02.0,,B. Beal makes 2-pt jump shot from 19 ft,65,69
223,2,0:00.0,L. Dončić misses 3-pt jump shot from 48 ft,,65,69
224,2,0:00.0,Offensive rebound by Team,,65,69
225,3,11:46.0,,B. Portis makes 3-pt jump shot from 28 ft (assist by B. Beal),65,72
226,3,11:26.0,D. Finney-Smith misses 2-pt jump shot from 18 ft,,65,72
227,3,11:18.0,Offensive rebound by D. Powell,,65,72
228,3,11:18.0,D. Powell makes 2-pt layup at rim,,67,72
229,3,11:06.0,,B. Beal makes 2-pt jump shot from 15 ft,67,74
230,3,10:44.0,Shooting foul by B. Beal (drawn by T. Hardaway),,67,74
231,3,10:44.0,T. Hardaway makes free throw 1 of 2,,68,74
232,3,10:44.0,T. Hardaway misses free throw 2 of 2,,68,74
233,3,10:42.0,,Defensive rebound by B. Beal,68,74
234,3,10:40.0,,T. Ariza makes 2-pt layup from 2 ft (assist by B. Beal),68,76
235,3,10:40.0,,Shooting foul by D. Finney-Smith (drawn by T. Ariza),68,76
236,3,10:40.0,,T. Ariza misses free throw 1 of 1,68,76
237,3,10:37.0,,Offensive rebound by Team,68,76
238,3,10:32.0,,Shooting foul by D. Finney-Smith (drawn by B. Beal),68,76
239,3,10:32.0,,B. Beal makes free throw 1 of 2,68,77
240,3,10:32.0,,B. Beal makes free throw 2 of 2,68,78
241,3,10:16.0,L. Dončić makes 2-pt layup from 2 ft,,70,78
242,3,10:02.0,,B. Portis misses 3-pt jump shot from 25 ft,70,78
243,3,9:59.0,Defensive rebound by L. Dončić,,70,78
244,3,9:52.0,D. Powell makes 2-pt dunk from 1 ft (assist by L. Dončić),,72,78
245,3,9:35.0,,T. Ariza misses 3-pt jump shot from 26 ft,72,78
246,3,9:32.0,Defensive rebound by D. Finney-Smith,,72,78
247,3,9:30.0,Offensive foul by D. Finney-Smith (drawn by T. Ariza),,72,78
248,3,9:30.0,Turnover by D. Finney-Smith (offensive foul),,72,78
249,3,9:18.0,,B. Beal misses 2-pt jump shot from 16 ft,72,78
250,3,9:13.0,Defensive rebound by D. Powell,,72,78
251,3,9:05.0,L. Dončić misses 3-pt jump shot from 28 ft,,72,78
252,3,9:02.0,,Defensive rebound by B. Beal,72,78
253,3,8:50.0,,Turnover by J. Green (lost ball; steal by L. Dončić),72,78
254,3,8:45.0,L. Dončić misses 2-pt layup from 2 ft,,72,78
255,3,8:42.0,,Defensive rebound by B. Beal,72,78
256,3,8:32.0,,B. Beal makes 2-pt layup from 3 ft (assist by T. Ariza),72,80
257,3,8:32.0,Dallas full timeout,,72,80
258,3,8:32.0,C. Lee enters the game for D. Finney-Smith,,72,80
259,3,8:21.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Brunson),,75,80
260,3,7:57.0,,B. Portis misses 2-pt hook shot from 8 ft,75,80
261,3,7:53.0,Defensive rebound by D. Powell,,75,80
262,3,7:49.0,T. Hardaway misses 3-pt jump shot from 26 ft,,75,80
263,3,7:48.0,Offensive rebound by Team,,75,80
264,3,7:48.0,,Loose ball foul by B. Portis (drawn by D. Powell),75,80
265,3,7:34.0,Offensive foul by T. Hardaway (drawn by B. Beal),,75,80
266,3,7:34.0,Turnover by T. Hardaway (offensive foul),,75,80
267,3,7:30.0,,Offensive foul by T. Satoranský (drawn by J. Brunson),75,80
268,3,7:30.0,,Turnover by T. Satoranský (offensive foul),75,80
269,3,7:20.0,Shooting foul by B. Portis (drawn by L. Dončić),,75,80
270,3,7:20.0,L. Dončić misses free throw 1 of 2,,75,80
271,3,7:20.0,Offensive rebound by Team,,75,80
272,3,7:20.0,L. Dončić makes free throw 2 of 2,,76,80
273,3,7:02.0,,Personal foul by C. Lee (drawn by B. Beal),76,80
274,3,6:55.0,,Shooting foul by T. Hardaway (drawn by T. Ariza),76,80
275,3,6:55.0,,T. Ariza makes free throw 1 of 2,76,81
276,3,6:55.0,,T. Ariza misses free throw 2 of 2,76,81
277,3,6:53.0,Defensive rebound by L. Dončić,,76,81
278,3,6:45.0,Personal foul by T. Ariza (drawn by T. Hardaway),,76,81
279,3,6:42.0,J. Brunson misses 3-pt jump shot from 25 ft,,76,81
280,3,6:40.0,,Defensive rebound by B. Portis,76,81
281,3,6:29.0,,B. Portis makes 3-pt jump shot from 26 ft (assist by T. Satoranský),76,84
282,3,6:17.0,Shooting foul by T. Satoranský (drawn by L. Dončić),,76,84
283,3,6:17.0,L. Dončić makes free throw 1 of 2,,77,84
284,3,6:17.0,S. Mejri enters the game for D. Powell,,77,84
285,3,6:17.0,L. Dončić makes free throw 2 of 2,,78,84
286,3,6:06.0,,T. Satoranský makes 2-pt hook shot from 8 ft,78,86
287,3,5:50.0,Turnover by L. Dončić (bad pass; steal by T. Satoranský),,78,86
288,3,5:43.0,,J. Green makes 2-pt layup from 2 ft (assist by B. Beal),78,88
289,3,5:42.0,Dallas full timeout,,78,88
290,3,5:36.0,Shooting foul by T. Ariza (drawn by L. Dončić),,78,88
291,3,5:36.0,L. Dončić makes free throw 1 of 2,,79,88
292,3,5:36.0,L. Dončić makes free throw 2 of 2,,80,88
293,3,5:23.0,,Turnover by T. Satoranský (bad pass; steal by S. Mejri),80,88
294,3,5:11.0,J. Brunson misses 3-pt jump shot from 23 ft,,80,88
295,3,5:10.0,,Defensive rebound by B. Portis,80,88
296,3,5:08.0,,Turnover by B. Portis (lost ball; steal by L. Dončić),80,88
297,3,4:58.0,C. Lee misses 3-pt jump shot from 27 ft,,80,88
298,3,4:55.0,,Defensive rebound by B. Beal,80,88
299,3,4:50.0,,B. Portis misses 3-pt jump shot from 26 ft,80,88
300,3,4:46.0,Defensive rebound by T. Hardaway,,80,88
301,3,4:39.0,J. Brunson makes 3-pt jump shot from 26 ft (assist by C. Lee),,83,88
302,3,4:29.0,,Personal foul by J. Brunson (drawn by T. Satoranský),83,88
303,3,4:29.0,,T. Satoranský makes free throw 1 of 2,83,89
304,3,4:29.0,J. Jackson enters the game for T. Hardaway,,83,89
305,3,4:29.0,,J. Parker enters the game for J. Green,83,89
306,3,4:29.0,,T. Satoranský misses free throw 2 of 2,83,89
307,3,4:26.0,Defensive rebound by L. Dončić,,83,89
308,3,4:06.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by J. Brunson),,86,89
309,3,3:42.0,,B. Portis makes 2-pt hook shot from 6 ft,86,91
310,3,3:18.0,L. Dončić makes 3-pt jump shot from 27 ft,,89,91
311,3,3:01.0,,Turnover by J. Parker (lost ball; steal by L. Dončić),89,91
312,3,2:59.0,Shooting foul by B. Beal (drawn by L. Dončić),,89,91
313,3,2:59.0,L. Dončić misses free throw 1 of 2,,89,91
314,3,2:59.0,Offensive rebound by Team,,89,91
315,3,2:59.0,D. Harris enters the game for J. Brunson,,89,91
316,3,2:59.0,,T. Brown enters the game for B. Portis,89,91
317,3,2:59.0,,T. Bryant enters the game for T. Satoranský,89,91
318,3,2:59.0,L. Dončić makes free throw 2 of 2,,90,91
319,3,2:45.0,,B. Beal makes 2-pt jump shot from 20 ft,90,93
320,3,2:23.0,C. Lee makes 3-pt jump shot from 24 ft (assist by L. Dončić),,93,93
321,3,2:06.0,,Turnover by B. Beal (lost ball; steal by L. Dončić),93,93
322,3,2:03.0,Turnover by L. Dončić (bad pass; steal by T. Bryant),,93,93
323,3,1:56.0,,T. Brown makes 2-pt layup from 2 ft (assist by J. Parker),93,95
324,3,1:30.0,L. Dončić misses 3-pt jump shot from 26 ft,,93,95
325,3,1:27.0,,Defensive rebound by B. Beal,93,95
326,3,1:25.0,,T. Bryant makes 2-pt dunk from 1 ft (assist by B. Beal),93,97
327,3,1:06.0,Personal foul by T. Brown (drawn by D. Harris),,93,97
328,3,1:06.0,,Washington full timeout,93,97
329,3,1:06.0,,S. Dekker enters the game for T. Ariza,93,97
330,3,1:06.0,,T. Satoranský enters the game for B. Beal,93,97
331,3,1:06.0,D. Harris misses free throw 1 of 2,,93,97
332,3,1:06.0,Offensive rebound by Team,,93,97
333,3,1:06.0,D. Harris makes free throw 2 of 2,,94,97
334,3,0:50.0,,T. Bryant misses 3-pt jump shot from 26 ft,94,97
335,3,0:48.0,Defensive rebound by L. Dončić,,94,97
336,3,0:35.0,D. Harris misses 2-pt jump shot from 6 ft,,94,97
337,3,0:32.0,,Defensive rebound by T. Bryant,94,97
338,3,0:24.0,,J. Parker makes 2-pt jump shot from 15 ft,94,99
339,3,0:01.0,L. Dončić makes 2-pt jump shot from 14 ft,,96,99
340,3,0:00.0,,T. Brown misses 3-pt jump shot from 70 ft,96,99
341,3,0:00.0,,Offensive rebound by Team,96,99
342,4,11:48.0,J. Jackson makes 2-pt layup from 2 ft (assist by J. Brunson),,98,99
343,4,11:31.0,,J. Parker makes 2-pt layup from 3 ft (assist by T. Satoranský),98,101
344,4,11:15.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Harris),,101,101
345,4,10:55.0,,T. Bryant misses 2-pt layup from 3 ft,101,101
346,4,10:53.0,,Offensive rebound by T. Brown,101,101
347,4,10:44.0,,J. Parker makes 2-pt dunk from 1 ft,101,103
348,4,10:21.0,Shooting foul by T. Brown (drawn by D. Nowitzki),,101,103
349,4,10:21.0,D. Nowitzki makes free throw 1 of 2,,102,103
350,4,10:21.0,D. Nowitzki makes free throw 2 of 2,,103,103
351,4,10:06.0,,T. Brown misses 3-pt jump shot from 24 ft,103,103
352,4,10:04.0,Defensive rebound by Team,,103,103
353,4,9:46.0,D. Powell makes 3-pt jump shot from 26 ft (assist by J. Brunson),,106,103
354,4,9:43.0,,Washington full timeout,106,103
355,4,9:25.0,,S. Dekker misses 3-pt jump shot from 25 ft,106,103
356,4,9:22.0,Defensive rebound by J. Brunson,,106,103
357,4,9:09.0,J. Jackson misses 3-pt jump shot from 27 ft,,106,103
358,4,9:06.0,,Defensive rebound by T. Bryant,106,103
359,4,9:00.0,,J. Parker makes 2-pt jump shot from 20 ft,106,105
360,4,8:42.0,D. Powell makes 2-pt layup from 3 ft,,108,105
361,4,8:31.0,,T. Brown misses 2-pt jump shot from 21 ft,108,105
362,4,8:29.0,Defensive rebound by D. Powell,,108,105
363,4,8:25.0,D. Nowitzki misses 3-pt jump shot from 28 ft,,108,105
364,4,8:20.0,Offensive rebound by J. Jackson,,108,105
365,4,8:13.0,Turnover by D. Nowitzki (dbl dribble),,108,105
366,4,8:13.0,,T. Ariza enters the game for T. Brown,108,105
367,4,8:13.0,,B. Beal enters the game for T. Bryant,108,105
368,4,8:13.0,,J. Green enters the game for S. Dekker,108,105
369,4,7:52.0,,T. Satoranský misses 2-pt layup from 2 ft,108,105
370,4,7:48.0,,Offensive rebound by T. Satoranský,108,105
371,4,7:48.0,,T. Satoranský makes 2-pt layup from 1 ft,108,107
372,4,7:33.0,J. Brunson misses 3-pt jump shot from 27 ft,,108,107
373,4,7:30.0,,Defensive rebound by J. Parker,108,107
374,4,7:25.0,,T. Satoranský misses 3-pt jump shot from 26 ft,108,107
375,4,7:24.0,,Offensive rebound by Team,108,107
376,4,7:24.0,D. Finney-Smith enters the game for D. Nowitzki,,108,107
377,4,7:21.0,,Shooting foul by D. Harris (drawn by T. Satoranský),108,107
378,4,7:21.0,,T. Satoranský makes free throw 1 of 2,108,108
379,4,7:21.0,,T. Satoranský makes free throw 2 of 2,108,109
380,4,7:07.0,J. Jackson misses 2-pt jump shot from 9 ft,,108,109
381,4,7:06.0,Offensive rebound by Team,,108,109
382,4,7:06.0,,Loose ball foul by J. Parker (drawn by D. Powell),108,109
