,QUARTER,TIME_REMAINING,DENVER_ACTION,PHILADELPHIA_ACTION,DENVER_SCORE,PHILADELPHIA_SCORE
383,4,4:09.0,M. Plumlee makes 2-pt dunk at rim (assist by N. Jokić),,103,103
384,4,4:09.0,,Philadelphia full timeout,103,103
385,4,4:09.0,,J. Embiid enters the game for J. Ennis,103,103
386,4,4:09.0,,J. Redick enters the game for B. Marjanović,103,103
387,4,3:56.0,,T. Harris makes 2-pt jump shot from 12 ft (assist by B. Simmons),103,105
388,4,3:38.0,Turnover by N. Jokić (3 sec),,103,105
389,4,3:26.0,,J. Embiid misses 2-pt jump shot from 18 ft,103,105
390,4,3:22.0,,Offensive rebound by B. Simmons,103,105
391,4,3:14.0,,Turnover by B. Simmons (traveling),103,105
392,4,3:04.0,M. Beasley misses 3-pt jump shot from 26 ft,,103,105
393,4,3:00.0,,Defensive rebound by T. Harris,103,105
394,4,2:45.0,,J. Embiid makes 2-pt layup from 2 ft (assist by J. Redick),103,107
395,4,2:24.0,Turnover by W. Barton (lost ball; steal by J. Butler),,103,107
396,4,2:21.0,,Shooting foul by N. Jokić (drawn by J. Butler),103,107
397,4,2:21.0,,J. Butler makes free throw 1 of 2,103,108
398,4,2:21.0,,J. Butler makes free throw 2 of 2,103,109
399,4,2:02.0,M. Plumlee makes 2-pt hook shot from 7 ft,,105,109
400,4,1:48.0,,B. Simmons makes 2-pt dunk at rim,105,111
401,4,1:48.0,,Shooting foul by M. Plumlee (drawn by B. Simmons),105,111
402,4,1:48.0,Denver full timeout,,105,111
403,4,1:48.0,,B. Simmons misses free throw 1 of 1,105,111
404,4,1:46.0,Defensive rebound by N. Jokić,,105,111
405,4,1:26.0,M. Beasley misses 2-pt layup from 2 ft (block by J. Embiid),,105,111
406,4,1:23.0,,Defensive rebound by T. Harris,105,111
407,4,1:04.0,,J. Embiid makes 2-pt jump shot from 18 ft,105,113
408,4,0:55.0,N. Jokić misses 3-pt jump shot from 27 ft,,105,113
409,4,0:51.0,,Defensive rebound by J. Butler,105,113
410,4,0:39.0,,J. Embiid misses 3-pt jump shot from 28 ft,105,113
411,4,0:36.0,Defensive rebound by N. Jokić,,105,113
412,4,0:33.0,Personal foul by B. Simmons (drawn by N. Jokić),,105,113
413,4,0:33.0,Denver full timeout,,105,113
414,4,0:30.0,Personal foul by J. Embiid (drawn by J. Murray),,105,113
415,4,0:30.0,J. Murray makes free throw 1 of 2,,106,113
416,4,0:30.0,T. Craig enters the game for N. Jokić,,106,113
417,4,0:30.0,J. Murray makes free throw 2 of 2,,107,113
418,4,0:29.0,,Personal take foul by M. Plumlee (drawn by J. Butler),107,113
419,4,0:29.0,N. Jokić enters the game for M. Plumlee,,107,113
420,4,0:29.0,,J. Butler makes free throw 1 of 2,107,114
421,4,0:29.0,J. Hernangómez enters the game for T. Craig,,107,114
422,4,0:29.0,,M. Scott enters the game for J. Redick,107,114
423,4,0:29.0,,J. Butler makes free throw 2 of 2,107,115
424,4,0:22.0,W. Barton misses 2-pt jump shot from 3 ft,,107,115
425,4,0:20.0,Offensive rebound by N. Jokić,,107,115
426,4,0:20.0,N. Jokić makes 2-pt layup from 1 ft,,109,115
427,4,0:20.0,Shooting foul by T. Harris (drawn by N. Jokić),,109,115
428,4,0:20.0,N. Jokić makes free throw 1 of 1,,110,115
429,4,0:15.0,,Personal take foul by J. Hernangómez (drawn by J. Butler),110,115
430,4,0:15.0,,J. Butler makes free throw 1 of 2,110,116
431,4,0:15.0,,J. Butler makes free throw 2 of 2,110,117
432,4,0:07.0,J. Murray misses 3-pt jump shot from 25 ft,,110,117
433,4,0:03.0,Offensive rebound by W. Barton,,110,117
434,4,0:01.0,W. Barton misses 2-pt layup from 1 ft,,110,117
435,4,0:01.0,,Defensive rebound by J. Butler,110,117
