,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
59,1,5:59.0,,T. Rozier enters the game for J. Tatum,8,11
60,1,5:41.0,,J. Brown makes 2-pt layup from 1 ft,8,13
61,1,5:25.0,J. Redick misses 2-pt jump shot from 20 ft,,8,13
62,1,5:24.0,,Defensive rebound by T. Rozier,8,13
63,1,5:13.0,,Shooting foul by J. Redick (drawn by J. Brown),8,13
64,1,5:13.0,,J. Brown misses free throw 1 of 2,8,13
65,1,5:13.0,,Offensive rebound by Team,8,13
66,1,5:13.0,,J. Brown makes free throw 2 of 2,8,14
67,1,5:01.0,J. Redick misses 2-pt jump shot from 5 ft (block by A. Horford),,8,14
68,1,4:57.0,,Defensive rebound by T. Rozier,8,14
69,1,4:56.0,,T. Rozier misses 2-pt layup from 2 ft,8,14
70,1,4:54.0,Defensive rebound by A. Johnson,,8,14
71,1,4:50.0,B. Simmons makes 2-pt layup from 1 ft,,10,14
72,1,4:38.0,,K. Irving misses 3-pt jump shot from 26 ft,10,14
73,1,4:36.0,Defensive rebound by A. Johnson,,10,14
74,1,4:27.0,Shooting foul by M. Morris (drawn by A. Johnson),,10,14
75,1,4:27.0,A. Johnson misses free throw 1 of 2,,10,14
76,1,4:27.0,Offensive rebound by Team,,10,14
77,1,4:27.0,T. McConnell enters the game for R. Covington,,10,14
78,1,4:27.0,A. Johnson makes free throw 2 of 2,,11,14
79,1,4:10.0,,M. Morris makes 2-pt jump shot from 19 ft,11,16
80,1,3:57.0,J. Redick misses 3-pt jump shot from 26 ft,,11,16
81,1,3:57.0,,Defensive rebound by K. Irving,11,16
82,1,3:47.0,,A. Horford makes 2-pt layup from 2 ft (assist by T. Rozier),11,18
83,1,3:47.0,,Shooting foul by A. Johnson (drawn by A. Horford),11,18
84,1,3:47.0,J. Embiid enters the game for A. Johnson,,11,18
85,1,3:47.0,,M. Smart enters the game for K. Irving,11,18
86,1,3:47.0,,A. Horford makes free throw 1 of 1,11,19
87,1,3:29.0,J. Redick makes 3-pt jump shot from 25 ft (assist by T. McConnell),,14,19
88,1,3:06.0,,J. Brown misses 3-pt jump shot from 24 ft,14,19
89,1,3:04.0,Defensive rebound by B. Simmons,,14,19
90,1,2:59.0,B. Simmons misses 2-pt layup from 3 ft,,14,19
91,1,2:58.0,,Defensive rebound by M. Smart,14,19
92,1,2:53.0,,T. Rozier makes 2-pt layup from 2 ft (assist by J. Brown),14,21
93,1,2:53.0,Philadelphia full timeout,,14,21
94,1,2:53.0,D. Šarić enters the game for M. Fultz,,14,21
95,1,2:53.0,,A. Baynes enters the game for J. Brown,14,21
96,1,2:53.0,,J. Tatum enters the game for A. Horford,14,21
97,1,2:43.0,Turnover by J. Embiid (bad pass),,14,21
98,1,2:33.0,,M. Morris misses 3-pt jump shot from 25 ft,14,21
99,1,2:32.0,Defensive rebound by J. Redick,,14,21
100,1,2:24.0,Turnover by D. Šarić (out of bounds lost ball),,14,21
101,1,2:11.0,,T. Rozier misses 2-pt jump shot from 19 ft,14,21
102,1,2:09.0,Defensive rebound by D. Šarić,,14,21
103,1,2:00.0,J. Embiid misses 2-pt jump shot from 18 ft,,14,21
104,1,1:58.0,,Defensive rebound by M. Morris,14,21
105,1,1:54.0,,Turnover by M. Morris (bad pass),14,21
106,1,1:44.0,Personal foul by J. Tatum (drawn by B. Simmons),,14,21
107,1,1:38.0,Shooting foul by M. Smart (drawn by B. Simmons),,14,21
108,1,1:38.0,B. Simmons misses free throw 1 of 2,,14,21
109,1,1:38.0,Offensive rebound by Team,,14,21
110,1,1:38.0,B. Simmons makes free throw 2 of 2,,15,21
111,1,1:17.0,,J. Tatum misses 2-pt jump shot from 22 ft,15,21
112,1,1:16.0,Defensive rebound by B. Simmons,,15,21
113,1,1:11.0,B. Simmons makes 2-pt layup from 1 ft,,17,21
114,1,0:54.0,,Turnover by M. Smart (bad pass; steal by B. Simmons),17,21
115,1,0:51.0,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),,19,21
116,1,0:37.0,,A. Baynes misses 3-pt jump shot from 25 ft,19,21
117,1,0:34.0,Defensive rebound by J. Embiid,,19,21
118,1,0:26.0,J. Embiid makes 2-pt layup from 2 ft,,21,21
119,1,0:04.0,,A. Baynes misses 2-pt hook shot from 4 ft (block by B. Simmons),21,21
120,1,0:03.0,Defensive rebound by D. Šarić,,21,21
121,2,11:50.0,,G. Hayward makes 2-pt jump shot from 13 ft,21,23
122,2,11:26.0,Turnover by J. Embiid (bad pass; steal by G. Hayward),,21,23
123,2,11:19.0,,J. Tatum misses 2-pt jump shot from 10 ft,21,23
124,2,11:14.0,,Offensive rebound by G. Hayward,21,23
125,2,11:13.0,,G. Hayward makes 2-pt jump shot from 18 ft,21,25
126,2,10:56.0,J. Embiid misses 2-pt hook shot from 5 ft,,21,25
127,2,10:54.0,,Defensive rebound by J. Tatum,21,25
128,2,10:50.0,,Personal foul by D. Šarić (drawn by G. Hayward),21,25
129,2,10:47.0,,Personal foul by D. Šarić (drawn by A. Baynes),21,25
130,2,10:47.0,B. Simmons enters the game for D. Šarić,,21,25
131,2,10:41.0,,G. Hayward misses 2-pt jump shot from 9 ft,21,25
132,2,10:39.0,,Offensive rebound by A. Baynes,21,25
133,2,10:37.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Baynes),21,28
134,2,10:35.0,Philadelphia full timeout,,21,28
135,2,10:17.0,J. Embiid misses 2-pt layup from 2 ft (block by T. Rozier),,21,28
136,2,10:16.0,Offensive rebound by Team,,21,28
137,2,10:11.0,Turnover by M. Fultz (off goaltending),,21,28
138,2,9:56.0,,M. Smart misses 3-pt jump shot from 27 ft,21,28
139,2,9:53.0,Defensive rebound by J. Embiid,,21,28
140,2,9:45.0,Turnover by J. Embiid (bad pass; steal by J. Tatum),,21,28
141,2,9:42.0,,J. Tatum makes 2-pt layup from 2 ft,21,30
142,2,9:26.0,T. McConnell misses 3-pt jump shot from 27 ft,,21,30
143,2,9:26.0,,Defensive rebound by Team,21,30
144,2,9:26.0,Loose ball foul by J. Embiid (drawn by A. Baynes),,21,30
145,2,9:26.0,R. Covington enters the game for T. McConnell,,21,30
146,2,9:26.0,L. Shamet enters the game for J. Redick,,21,30
147,2,9:14.0,,A. Baynes misses 2-pt dunk from 3 ft,21,30
148,2,9:12.0,Defensive rebound by B. Simmons,,21,30
149,2,9:04.0,M. Fultz makes 2-pt jump shot from 13 ft,,23,30
150,2,8:49.0,,T. Rozier makes 2-pt jump shot from 19 ft,23,32
151,2,8:35.0,J. Embiid makes 3-pt jump shot from 27 ft (assist by M. Fultz),,26,32
152,2,8:19.0,,Offensive foul by A. Baynes (drawn by M. Fultz),26,32
153,2,8:19.0,,Turnover by A. Baynes (offensive foul),26,32
154,2,8:06.0,L. Shamet misses 2-pt jump shot from 21 ft,,26,32
155,2,8:06.0,,Defensive rebound by J. Tatum,26,32
156,2,7:52.0,,G. Hayward misses 2-pt jump shot from 15 ft,26,32
157,2,7:51.0,Defensive rebound by J. Embiid,,26,32
158,2,7:43.0,R. Covington misses 3-pt jump shot from 26 ft,,26,32
159,2,7:42.0,,Defensive rebound by J. Tatum,26,32
160,2,7:28.0,,J. Tatum misses 3-pt jump shot from 23 ft,26,32
161,2,7:25.0,Defensive rebound by L. Shamet,,26,32
162,2,7:12.0,L. Shamet misses 3-pt jump shot from 27 ft,,26,32
163,2,7:12.0,Offensive rebound by R. Covington,,26,32
164,2,7:06.0,M. Fultz misses 2-pt jump shot from 14 ft,,26,32
165,2,7:05.0,,Defensive rebound by A. Baynes,26,32
166,2,6:44.0,,G. Hayward misses 2-pt layup from 1 ft,26,32
167,2,6:42.0,Defensive rebound by B. Simmons,,26,32
168,2,6:39.0,B. Simmons makes 2-pt dunk from 3 ft,,28,32
169,2,6:37.0,,Boston full timeout,28,32
170,2,6:37.0,A. Johnson enters the game for J. Embiid,,28,32
171,2,6:37.0,,J. Brown enters the game for A. Baynes,28,32
172,2,6:37.0,,A. Horford enters the game for G. Hayward,28,32
173,2,6:37.0,,K. Irving enters the game for T. Rozier,28,32
174,2,6:37.0,,M. Morris enters the game for J. Tatum,28,32
175,2,6:17.0,,Turnover by A. Horford (bad pass; steal by M. Fultz),28,32
176,2,6:12.0,M. Fultz misses 2-pt layup from 3 ft,,28,32
177,2,6:10.0,,Defensive rebound by M. Morris,28,32
178,2,5:59.0,,K. Irving misses 2-pt jump shot from 11 ft,28,32
179,2,5:57.0,Defensive rebound by B. Simmons,,28,32
180,2,5:49.0,B. Simmons misses 2-pt jump shot from 12 ft,,28,32
181,2,5:48.0,,Defensive rebound by M. Morris,28,32
182,2,5:35.0,,Shooting foul by M. Fultz (drawn by M. Smart),28,32
183,2,5:35.0,,M. Smart misses free throw 1 of 2,28,32
184,2,5:35.0,,Offensive rebound by Team,28,32
185,2,5:35.0,,M. Smart makes free throw 2 of 2,28,33
186,2,5:19.0,B. Simmons makes 2-pt jump shot from 9 ft,,30,33
187,2,5:19.0,Shooting foul by M. Morris (drawn by B. Simmons),,30,33
188,2,5:19.0,B. Simmons makes free throw 1 of 1,,31,33
189,2,5:07.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Smart),31,35
190,2,4:50.0,M. Fultz makes 2-pt layup from 3 ft (assist by B. Simmons),,33,35
191,2,4:33.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Smart),33,38
192,2,4:06.0,Shooting foul by M. Morris (drawn by M. Fultz),,33,38
193,2,4:06.0,M. Fultz makes free throw 1 of 2,,34,38
194,2,4:06.0,J. Embiid enters the game for A. Johnson,,34,38
195,2,4:06.0,J. Redick enters the game for L. Shamet,,34,38
196,2,4:06.0,M. Fultz misses free throw 2 of 2,,34,38
197,2,4:04.0,,Defensive rebound by M. Morris,34,38
198,2,3:54.0,,K. Irving misses 2-pt layup from 4 ft,34,38
199,2,3:52.0,Defensive rebound by M. Fultz,,34,38
200,2,3:45.0,J. Redick misses 2-pt jump shot from 20 ft,,34,38
201,2,3:43.0,,Defensive rebound by M. Morris,34,38
202,2,3:39.0,,J. Brown misses 2-pt layup from 3 ft (block by J. Embiid),34,38
203,2,3:35.0,,Offensive rebound by J. Brown,34,38
204,2,3:34.0,,Turnover by J. Brown (bad pass; steal by B. Simmons),34,38
205,2,3:29.0,J. Embiid makes 2-pt dunk from 2 ft (assist by B. Simmons),,36,38
206,2,3:21.0,,M. Smart makes 3-pt jump shot from 28 ft (assist by J. Brown),36,41
207,2,3:06.0,J. Redick misses 3-pt jump shot from 26 ft,,36,41
208,2,3:04.0,,Defensive rebound by M. Morris,36,41
209,2,3:00.0,,K. Irving misses 3-pt jump shot from 26 ft,36,41
210,2,2:58.0,Defensive rebound by M. Fultz,,36,41
211,2,2:45.0,R. Covington makes 2-pt layup from 3 ft (assist by M. Fultz),,38,41
212,2,2:24.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Smart),38,43
213,2,2:02.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,40,43
214,2,1:41.0,,M. Morris misses 3-pt jump shot from 26 ft,40,43
215,2,1:38.0,Defensive rebound by R. Covington,,40,43
216,2,1:36.0,Turnover by R. Covington (bad pass; steal by M. Morris),,40,43
217,2,1:33.0,,K. Irving misses 3-pt jump shot from 25 ft,40,43
218,2,1:32.0,,Offensive rebound by J. Brown,40,43
219,2,1:32.0,,J. Brown misses 2-pt layup from 2 ft,40,43
220,2,1:32.0,,Offensive rebound by J. Brown,40,43
221,2,1:31.0,,J. Brown misses 2-pt layup from 1 ft,40,43
222,2,1:29.0,Defensive rebound by R. Covington,,40,43
223,2,1:18.0,Turnover by J. Embiid (bad pass),,40,43
224,2,1:18.0,,T. Rozier enters the game for M. Morris,40,43
225,2,1:18.0,,J. Tatum enters the game for M. Smart,40,43
226,2,1:02.0,,T. Rozier makes 2-pt jump shot from 18 ft,40,45
227,2,0:51.0,Personal foul by J. Brown (drawn by J. Redick),,40,45
228,2,0:44.0,J. Redick makes 2-pt jump shot from 19 ft,,42,45
229,2,0:37.0,,K. Irving misses 3-pt jump shot from 27 ft,42,45
230,2,0:35.0,Defensive rebound by R. Covington,,42,45
231,2,0:29.0,J. Embiid misses 3-pt jump shot from 28 ft,,42,45
232,2,0:26.0,,Defensive rebound by T. Rozier,42,45
233,2,0:04.0,,J. Tatum makes 2-pt jump shot from 18 ft,42,47
234,2,0:00.0,R. Covington misses 3-pt jump shot from 28 ft,,42,47
235,2,0:00.0,Offensive rebound by Team,,42,47
236,3,11:34.0,,A. Baynes makes 2-pt dunk from 2 ft (assist by A. Horford),42,49
237,3,11:16.0,B. Simmons makes 2-pt hook shot from 4 ft,,44,49
238,3,11:16.0,Away from play foul by A. Baynes (drawn by J. Embiid),,44,49
239,3,11:16.0,J. Embiid makes free throw 1 of 1,,45,49
240,3,11:05.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by K. Irving),45,51
241,3,10:52.0,J. Redick misses 3-pt jump shot from 27 ft,,45,51
242,3,10:52.0,,Defensive rebound by A. Horford,45,51
243,3,10:46.0,,Shooting foul by J. Embiid (drawn by K. Irving),45,51
244,3,10:46.0,,K. Irving makes free throw 1 of 2,45,52
245,3,10:46.0,,K. Irving makes free throw 2 of 2,45,53
246,3,10:39.0,Personal foul by J. Brown (drawn by J. Redick),,45,53
247,3,10:32.0,J. Redick misses 3-pt jump shot from 26 ft,,45,53
248,3,10:30.0,Offensive rebound by Team,,45,53
249,3,10:25.0,J. Redick misses 2-pt jump shot from 15 ft,,45,53
250,3,10:20.0,,Defensive rebound by Team,45,53
251,3,10:06.0,,Turnover by J. Brown (bad pass; steal by R. Covington),45,53
252,3,10:01.0,B. Simmons misses 2-pt jump shot from 5 ft (block by A. Horford),,45,53
253,3,10:00.0,,Defensive rebound by J. Tatum,45,53
254,3,9:51.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by J. Tatum),45,56
255,3,9:49.0,Philadelphia full timeout,,45,56
256,3,9:37.0,Offensive foul by D. Šarić (drawn by A. Baynes),,45,56
257,3,9:37.0,Turnover by D. Šarić (offensive foul),,45,56
258,3,9:18.0,,K. Irving misses 2-pt layup from 5 ft (block by J. Embiid),45,56
259,3,9:16.0,Defensive rebound by B. Simmons,,45,56
260,3,9:12.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,47,56
261,3,9:03.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by A. Horford),47,59
262,3,8:49.0,D. Šarić misses 3-pt jump shot from 27 ft,,47,59
263,3,8:47.0,,Defensive rebound by J. Brown,47,59
264,3,8:41.0,,J. Brown misses 3-pt jump shot from 24 ft,47,59
265,3,8:38.0,Defensive rebound by D. Šarić,,47,59
266,3,8:30.0,J. Embiid misses 2-pt jump shot from 5 ft,,47,59
267,3,8:27.0,,Defensive rebound by J. Tatum,47,59
268,3,8:14.0,,J. Tatum makes 2-pt dunk from 1 ft,47,61
269,3,8:13.0,Philadelphia full timeout,,47,61
270,3,8:13.0,T. McConnell enters the game for D. Šarić,,47,61
271,3,7:50.0,J. Embiid makes 2-pt hook shot from 5 ft,,49,61
272,3,7:41.0,,Turnover by K. Irving (lost ball; steal by J. Embiid),49,61
273,3,7:34.0,J. Redick misses 3-pt jump shot from 26 ft,,49,61
274,3,7:32.0,Offensive rebound by B. Simmons,,49,61
275,3,7:30.0,R. Covington makes 3-pt jump shot from 26 ft (assist by B. Simmons),,52,61
276,3,7:07.0,,J. Tatum misses 3-pt jump shot from 28 ft,52,61
277,3,7:06.0,Defensive rebound by T. McConnell,,52,61
278,3,6:58.0,T. McConnell makes 2-pt layup from 1 ft,,54,61
279,3,6:41.0,,Personal foul by T. McConnell (drawn by K. Irving),54,61
280,3,6:41.0,,G. Hayward enters the game for A. Baynes,54,61
281,3,6:32.0,,K. Irving misses 3-pt jump shot from 27 ft,54,61
282,3,6:31.0,Defensive rebound by J. Redick,,54,61
283,3,6:17.0,R. Covington misses 2-pt jump shot from 20 ft,,54,61
284,3,6:16.0,,Defensive rebound by K. Irving,54,61
285,3,6:01.0,,J. Tatum misses 3-pt jump shot from 26 ft,54,61
286,3,6:00.0,Defensive rebound by J. Embiid,,54,61
287,3,5:50.0,R. Covington makes 3-pt jump shot from 27 ft (assist by T. McConnell),,57,61
288,3,5:32.0,,Turnover by A. Horford (bad pass; steal by B. Simmons),57,61
289,3,5:27.0,B. Simmons misses 2-pt layup from 1 ft,,57,61
290,3,5:26.0,,Defensive rebound by J. Tatum,57,61
291,3,5:22.0,,J. Tatum makes 2-pt layup from 2 ft,57,63
292,3,5:22.0,,Shooting foul by T. McConnell (drawn by J. Tatum),57,63
293,3,5:22.0,A. Johnson enters the game for J. Embiid,,57,63
294,3,5:22.0,,T. Rozier enters the game for J. Brown,57,63
295,3,5:22.0,,M. Smart enters the game for K. Irving,57,63
296,3,5:22.0,,J. Tatum makes free throw 1 of 1,57,64
297,3,5:08.0,R. Covington misses 2-pt jump shot from 5 ft,,57,64
298,3,5:01.0,Offensive rebound by B. Simmons,,57,64
299,3,4:56.0,T. McConnell misses 2-pt jump shot from 18 ft,,57,64
300,3,4:55.0,,Defensive rebound by G. Hayward,57,64
301,3,4:39.0,,T. Rozier misses 3-pt jump shot from 27 ft,57,64
302,3,4:37.0,Defensive rebound by B. Simmons,,57,64
303,3,4:24.0,J. Redick makes 2-pt jump shot from 18 ft (assist by A. Johnson),,59,64
304,3,4:03.0,,Turnover by A. Horford (lost ball; steal by R. Covington),59,64
305,3,3:56.0,R. Covington misses 3-pt jump shot from 28 ft,,59,64
306,3,3:54.0,Offensive rebound by Team,,59,64
307,3,3:54.0,L. Shamet enters the game for J. Redick,,59,64
308,3,3:54.0,,D. Theis enters the game for A. Horford,59,64
309,3,3:48.0,Personal foul by J. Tatum (drawn by B. Simmons),,59,64
310,3,3:37.0,L. Shamet misses 2-pt jump shot from 20 ft,,59,64
311,3,3:32.0,,Defensive rebound by T. Rozier,59,64
312,3,3:26.0,,J. Tatum misses 2-pt layup from 4 ft,59,64
313,3,3:25.0,,Offensive rebound by J. Tatum,59,64
314,3,3:25.0,,J. Tatum makes 2-pt layup at rim,59,66
315,3,3:25.0,,Violation by Team (delay of game),59,66
316,3,3:25.0,M. Fultz enters the game for R. Covington,,59,66
317,3,3:25.0,D. Šarić enters the game for B. Simmons,,59,66
318,3,3:11.0,Shooting foul by D. Theis (drawn by A. Johnson),,59,66
319,3,3:11.0,A. Johnson makes free throw 1 of 2,,60,66
320,3,3:11.0,,M. Morris enters the game for J. Tatum,60,66
321,3,3:11.0,A. Johnson makes free throw 2 of 2,,61,66
322,3,2:59.0,,G. Hayward makes 2-pt jump shot from 20 ft,61,68
323,3,2:37.0,A. Johnson makes 2-pt dunk from 3 ft (assist by T. McConnell),,63,68
324,3,2:18.0,,T. Rozier misses 2-pt layup from 4 ft,63,68
325,3,2:17.0,Defensive rebound by A. Johnson,,63,68
326,3,2:10.0,Turnover by M. Fultz (bad pass; steal by G. Hayward),,63,68
327,3,2:05.0,,G. Hayward misses 2-pt layup from 2 ft,63,68
328,3,2:04.0,,Offensive rebound by M. Morris,63,68
329,3,2:03.0,,M. Morris makes 2-pt layup at rim,63,70
330,3,1:42.0,T. McConnell makes 2-pt layup from 1 ft,,65,70
331,3,1:21.0,,M. Morris makes 2-pt jump shot from 17 ft,65,72
332,3,1:13.0,Personal foul by M. Smart (drawn by L. Shamet),,65,72
333,3,1:13.0,J. Embiid enters the game for A. Johnson,,65,72
334,3,1:13.0,,A. Baynes enters the game for D. Theis,65,72
335,3,1:13.0,L. Shamet makes free throw 1 of 2,,66,72
336,3,1:13.0,L. Shamet misses free throw 2 of 2,,66,72
337,3,1:11.0,,Defensive rebound by M. Morris,66,72
338,3,0:54.0,,M. Smart misses 3-pt jump shot from 26 ft,66,72
339,3,0:51.0,,Offensive rebound by G. Hayward,66,72
340,3,0:49.0,,G. Hayward misses 3-pt jump shot from 27 ft,66,72
341,3,0:47.0,,Offensive rebound by A. Baynes,66,72
342,3,0:45.0,,Shooting foul by D. Šarić (drawn by G. Hayward),66,72
343,3,0:45.0,R. Covington enters the game for D. Šarić,,66,72
344,3,0:45.0,,G. Hayward makes free throw 1 of 2,66,73
345,3,0:45.0,,G. Hayward misses free throw 2 of 2,66,73
346,3,0:45.0,,Offensive rebound by M. Morris,66,73
347,3,0:45.0,,M. Morris makes 2-pt layup at rim,66,75
348,3,0:39.0,Turnover by M. Fultz (traveling),,66,75
349,3,0:27.0,,M. Morris makes 2-pt jump shot from 18 ft,66,77
350,3,0:03.0,M. Fultz misses 2-pt layup from 4 ft,,66,77
351,3,0:03.0,Offensive rebound by J. Embiid,,66,77
352,4,11:40.0,Shooting foul by A. Baynes (drawn by J. Embiid),,66,77
353,4,11:40.0,J. Embiid misses free throw 1 of 2,,66,77
354,4,11:40.0,Offensive rebound by Team,,66,77
355,4,11:40.0,J. Embiid makes free throw 2 of 2,,67,77
356,4,11:27.0,,J. Brown makes 3-pt jump shot from 27 ft (assist by A. Baynes),67,80
357,4,11:08.0,J. Embiid misses 2-pt jump shot from 8 ft,,67,80
358,4,11:06.0,,Defensive rebound by K. Irving,67,80
359,4,10:59.0,,J. Brown makes 2-pt jump shot from 15 ft,67,82
360,4,10:57.0,Philadelphia full timeout,,67,82
361,4,10:57.0,J. Redick enters the game for L. Shamet,,67,82
362,4,10:39.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,69,82
363,4,10:21.0,,A. Baynes makes 3-pt jump shot from 23 ft (assist by K. Irving),69,85
364,4,10:04.0,Shooting foul by M. Morris (drawn by B. Simmons),,69,85
365,4,10:04.0,B. Simmons misses free throw 1 of 2,,69,85
366,4,10:04.0,Offensive rebound by Team,,69,85
367,4,10:04.0,B. Simmons makes free throw 2 of 2,,70,85
368,4,9:50.0,,A. Baynes misses 3-pt jump shot from 23 ft,70,85
369,4,9:48.0,Defensive rebound by B. Simmons,,70,85
370,4,9:45.0,Offensive foul by J. Embiid (drawn by A. Baynes),,70,85
371,4,9:45.0,Turnover by J. Embiid (offensive foul),,70,85
372,4,9:38.0,,M. Morris misses 3-pt jump shot from 29 ft,70,85
373,4,9:36.0,,Offensive rebound by A. Baynes,70,85
374,4,9:31.0,,M. Morris misses 3-pt jump shot from 27 ft,70,85
375,4,9:29.0,Defensive rebound by R. Covington,,70,85
376,4,9:18.0,J. Embiid misses 3-pt jump shot from 26 ft,,70,85
377,4,9:16.0,,Defensive rebound by T. Rozier,70,85
378,4,9:02.0,,K. Irving makes 2-pt layup from 1 ft (assist by A. Baynes),70,87
379,4,9:01.0,Philadelphia full timeout,,70,87
380,4,8:52.0,Personal foul by J. Brown (drawn by R. Covington),,70,87
381,4,8:52.0,D. Šarić enters the game for T. McConnell,,70,87
382,4,8:41.0,J. Embiid makes 2-pt hook shot from 8 ft,,72,87
383,4,8:20.0,,T. Rozier makes 2-pt jump shot from 21 ft,72,89
384,4,8:11.0,D. Šarić misses 3-pt jump shot from 28 ft,,72,89
385,4,8:08.0,,Defensive rebound by M. Morris,72,89
386,4,8:02.0,,M. Morris misses 3-pt jump shot from 24 ft,72,89
387,4,7:59.0,,Offensive rebound by Team,72,89
388,4,7:59.0,,G. Hayward enters the game for T. Rozier,72,89
389,4,7:58.0,,Turnover by K. Irving (bad pass),72,89
390,4,7:42.0,B. Simmons makes 2-pt layup from 3 ft (assist by J. Redick),,74,89
