,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BROOKLYN_ACTION,NEW ORLEANS_SCORE,BROOKLYN_SCORE
84,1,1:47.0,,E. Davis makes 2-pt dunk from 1 ft (assist by D. Russell),27,32
85,1,1:32.0,J. Holiday misses 3-pt jump shot from 25 ft,,27,32
86,1,1:30.0,,Defensive rebound by E. Davis,27,32
87,1,1:20.0,,D. Carroll misses 3-pt jump shot from 23 ft,27,32
88,1,1:16.0,Defensive rebound by D. Miller,,27,32
89,1,1:09.0,Turnover by J. Randle (lost ball; steal by E. Davis),,27,32
90,1,0:56.0,,Personal foul by S. Hill (drawn by D. Russell),27,32
91,1,0:56.0,New Orleans full timeout,,27,32
92,1,0:56.0,,D. Russell makes free throw 1 of 2,27,33
93,1,0:56.0,,D. Russell makes free throw 2 of 2,27,34
94,1,0:40.0,J. Randle makes 2-pt dunk from 2 ft (assist by J. Holiday),,29,34
95,1,0:32.0,,D. Carroll makes 2-pt jump shot from 7 ft (assist by S. Napier),29,36
96,1,0:18.0,D. Miller misses 2-pt jump shot from 16 ft,,29,36
97,1,0:15.0,,Defensive rebound by D. Russell,29,36
98,1,0:00.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by D. Carroll),29,39
99,2,11:46.0,,D. Russell misses 3-pt jump shot from 26 ft,29,39
100,2,11:42.0,,Offensive rebound by E. Davis,29,39
101,2,11:39.0,,S. Napier makes 2-pt jump shot from 14 ft,29,41
102,2,11:22.0,Personal foul by E. Davis (drawn by A. Davis),,29,41
103,2,11:12.0,T. Frazier misses 2-pt jump shot from 14 ft,,29,41
104,2,11:08.0,,Defensive rebound by E. Davis,29,41
105,2,10:56.0,,R. Kurucs makes 2-pt layup from 2 ft (assist by D. Russell),29,43
106,2,10:39.0,A. Davis misses 2-pt layup from 3 ft,,29,43
107,2,10:35.0,,Defensive rebound by E. Davis,29,43
108,2,10:31.0,,Shooting foul by T. Frazier (drawn by E. Davis),29,43
109,2,10:31.0,,E. Davis misses free throw 1 of 2,29,43
110,2,10:31.0,,Offensive rebound by Team,29,43
111,2,10:31.0,F. Jackson enters the game for S. Hill,,29,43
112,2,10:31.0,,E. Davis misses free throw 2 of 2,29,43
113,2,10:27.0,,Offensive rebound by E. Davis,29,43
114,2,10:24.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Russell),29,46
115,2,10:01.0,T. Frazier makes 2-pt jump shot from 12 ft,,31,46
116,2,9:34.0,,D. Russell misses 3-pt jump shot from 25 ft,31,46
117,2,9:32.0,,Offensive rebound by R. Kurucs,31,46
118,2,9:32.0,,R. Kurucs makes 2-pt layup from 1 ft,31,48
119,2,9:19.0,A. Davis makes 2-pt jump shot from 13 ft,,33,48
120,2,8:58.0,,S. Napier makes 2-pt jump shot from 22 ft,33,50
121,2,8:46.0,T. Frazier misses 3-pt jump shot from 25 ft,,33,50
122,2,8:43.0,,Defensive rebound by E. Davis,33,50
123,2,8:38.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. Russell),33,53
124,2,8:31.0,New Orleans full timeout,,33,53
125,2,8:31.0,E. Payton enters the game for T. Frazier,,33,53
126,2,8:31.0,J. Randle enters the game for F. Jackson,,33,53
127,2,8:31.0,,S. Dinwiddie enters the game for S. Napier,33,53
128,2,8:16.0,Shooting foul by R. Kurucs (drawn by A. Davis),,33,53
129,2,8:16.0,A. Davis makes free throw 1 of 2,,34,53
130,2,8:16.0,A. Davis makes free throw 2 of 2,,35,53
131,2,8:07.0,,D. Russell misses 3-pt jump shot from 25 ft,35,53
132,2,8:03.0,Defensive rebound by A. Davis,,35,53
133,2,8:00.0,D. Miller makes 3-pt jump shot from 25 ft (assist by A. Davis),,38,53
134,2,7:45.0,,R. Kurucs makes 3-pt jump shot from 25 ft (assist by D. Carroll),38,56
135,2,7:39.0,New Orleans full timeout,,38,56
136,2,7:26.0,A. Davis misses 2-pt hook shot from 10 ft,,38,56
137,2,7:22.0,,Defensive rebound by E. Davis,38,56
138,2,7:14.0,,E. Davis makes 2-pt layup from 1 ft (assist by D. Carroll),38,58
139,2,6:54.0,J. Randle misses 2-pt jump shot from 9 ft,,38,58
140,2,6:52.0,,Defensive rebound by D. Russell,38,58
141,2,6:49.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by D. Russell),38,60
142,2,6:37.0,E. Moore misses 2-pt layup from 1 ft (block by D. Russell),,38,60
143,2,6:35.0,Offensive rebound by E. Moore,,38,60
144,2,6:35.0,E. Moore makes 2-pt layup from 2 ft,,40,60
145,2,6:26.0,,Personal foul by D. Miller (drawn by D. Russell),40,60
146,2,6:14.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by D. Russell),40,63
147,2,6:00.0,A. Davis misses 3-pt jump shot from 25 ft,,40,63
148,2,5:56.0,,Defensive rebound by D. Carroll,40,63
149,2,5:48.0,,D. Carroll misses 3-pt jump shot from 25 ft,40,63
150,2,5:46.0,Defensive rebound by J. Randle,,40,63
151,2,5:36.0,E. Payton makes 2-pt jump shot from 9 ft (assist by J. Randle),,42,63
152,2,5:20.0,,Shooting foul by E. Moore (drawn by S. Dinwiddie),42,63
153,2,5:20.0,,S. Dinwiddie makes free throw 1 of 3,42,64
154,2,5:20.0,,S. Dinwiddie makes free throw 2 of 3,42,65
155,2,5:20.0,J. Holiday enters the game for D. Miller,,42,65
156,2,5:20.0,,J. Allen enters the game for E. Davis,42,65
157,2,5:20.0,,J. Harris enters the game for D. Russell,42,65
158,2,5:20.0,,S. Dinwiddie makes free throw 3 of 3,42,66
159,2,5:13.0,E. Moore makes 2-pt layup from 1 ft (assist by E. Payton),,44,66
160,2,4:54.0,,D. Carroll makes 2-pt layup from 1 ft (assist by S. Dinwiddie),44,68
161,2,4:48.0,Personal foul by S. Dinwiddie (drawn by E. Payton),,44,68
162,2,4:48.0,,J. Dudley enters the game for R. Kurucs,44,68
163,2,4:38.0,J. Holiday makes 2-pt hook shot from 10 ft,,46,68
164,2,4:16.0,,S. Dinwiddie misses 2-pt layup from 1 ft,46,68
165,2,4:13.0,Defensive rebound by A. Davis,,46,68
166,2,4:10.0,E. Moore misses 2-pt layup from 6 ft,,46,68
167,2,4:09.0,Offensive rebound by Team,,46,68
168,2,4:05.0,A. Davis makes 2-pt jump shot from 13 ft (assist by E. Payton),,48,68
169,2,3:48.0,,J. Harris misses 2-pt jump shot from 5 ft,48,68
170,2,3:46.0,Defensive rebound by A. Davis,,48,68
171,2,3:39.0,E. Payton misses 3-pt jump shot from 25 ft,,48,68
172,2,3:36.0,,Defensive rebound by J. Allen,48,68
173,2,3:29.0,,Offensive foul by S. Dinwiddie (drawn by J. Randle),48,68
174,2,3:29.0,,Turnover by S. Dinwiddie (offensive foul),48,68
175,2,3:29.0,,S. Napier enters the game for S. Dinwiddie,48,68
176,2,3:16.0,A. Davis makes 3-pt jump shot from 23 ft (assist by E. Payton),,51,68
177,2,2:47.0,,D. Carroll misses 2-pt layup from 3 ft,51,68
178,2,2:45.0,Defensive rebound by A. Davis,,51,68
179,2,2:41.0,E. Moore makes 3-pt jump shot from 25 ft (assist by E. Payton),,54,68
180,2,2:39.0,,Brooklyn full timeout,54,68
181,2,2:28.0,,Turnover by S. Napier (lost ball; steal by J. Randle),54,68
182,2,2:14.0,J. Holiday makes 2-pt layup from 8 ft,,56,68
183,2,1:57.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Napier),56,71
184,2,1:36.0,J. Randle misses 2-pt layup from 1 ft,,56,71
185,2,1:33.0,,Defensive rebound by Team,56,71
186,2,1:33.0,,D. Russell enters the game for D. Carroll,56,71
187,2,1:13.0,,D. Russell misses 2-pt jump shot from 12 ft,56,71
188,2,1:13.0,Defensive rebound by Team,,56,71
189,2,0:51.0,Turnover by E. Payton (dbl dribble),,56,71
190,2,0:42.0,,S. Napier misses 2-pt jump shot from 20 ft,56,71
191,2,0:37.0,Defensive rebound by J. Holiday,,56,71
192,2,0:36.0,Turnover by J. Holiday (bad pass; steal by D. Russell),,56,71
193,2,0:25.0,,D. Russell makes 2-pt jump shot from 14 ft,56,73
194,2,0:06.0,Personal foul by S. Napier (drawn by E. Payton),,56,73
195,2,0:06.0,,D. Carroll enters the game for D. Russell,56,73
196,2,0:00.0,E. Payton makes 2-pt layup from 4 ft (assist by A. Davis),,58,73
197,2,0:00.0,,Violation by Team (def goaltending),58,73
198,2,0:00.0,,S. Napier misses 3-pt jump shot from 48 ft,58,73
199,2,0:00.0,,Offensive rebound by Team,58,73
200,3,11:39.0,,J. Harris misses 2-pt layup from 2 ft (block by A. Davis),58,73
201,3,11:36.0,Defensive rebound by E. Payton,,58,73
202,3,11:31.0,E. Moore makes 2-pt layup from 2 ft (assist by E. Payton),,60,73
203,3,11:18.0,,D. Russell makes 2-pt jump shot from 13 ft,60,75
204,3,11:05.0,Personal foul by J. Allen (drawn by A. Davis),,60,75
205,3,10:56.0,J. Randle makes 2-pt jump shot from 2 ft (assist by E. Payton),,62,75
206,3,10:34.0,,J. Harris misses 2-pt layup from 3 ft,62,75
207,3,10:31.0,Defensive rebound by A. Davis,,62,75
208,3,10:25.0,E. Moore misses 2-pt layup from 1 ft,,62,75
209,3,10:21.0,,Defensive rebound by J. Dudley,62,75
210,3,10:16.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Harris),62,78
211,3,9:59.0,Turnover by E. Payton (bad pass),,62,78
212,3,9:48.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),62,81
213,3,9:27.0,Shooting foul by J. Dudley (drawn by J. Randle),,62,81
214,3,9:27.0,Violation by Team (delay of game),,62,81
215,3,9:27.0,J. Randle misses free throw 1 of 2,,62,81
216,3,9:27.0,Offensive rebound by Team,,62,81
217,3,9:27.0,J. Randle makes free throw 2 of 2,,63,81
218,3,9:11.0,,D. Russell makes 2-pt jump shot from 18 ft,63,83
219,3,9:02.0,E. Payton makes 2-pt layup from 2 ft,,65,83
220,3,8:51.0,,Personal foul by J. Holiday (drawn by D. Russell),65,83
221,3,8:42.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Kurucs),65,86
222,3,8:30.0,Shooting foul by J. Dudley (drawn by J. Randle),,65,86
223,3,8:30.0,J. Randle misses free throw 1 of 2,,65,86
224,3,8:30.0,Offensive rebound by Team,,65,86
225,3,8:30.0,J. Randle misses free throw 2 of 2,,65,86
226,3,8:27.0,,Defensive rebound by J. Allen,65,86
227,3,8:12.0,,D. Russell misses 2-pt layup from 2 ft,65,86
228,3,8:10.0,Defensive rebound by A. Davis,,65,86
229,3,8:07.0,Shooting foul by J. Harris (drawn by E. Payton),,65,86
230,3,8:07.0,E. Payton makes free throw 1 of 2,,66,86
231,3,8:07.0,E. Payton makes free throw 2 of 2,,67,86
232,3,7:58.0,,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),67,88
233,3,7:50.0,E. Payton makes 3-pt jump shot from 25 ft,,70,88
234,3,7:30.0,,J. Dudley misses 2-pt layup from 2 ft (block by J. Randle),70,88
235,3,7:28.0,Defensive rebound by A. Davis,,70,88
236,3,7:21.0,E. Payton misses 3-pt jump shot from 25 ft,,70,88
237,3,7:18.0,Offensive rebound by A. Davis,,70,88
238,3,7:18.0,Turnover by A. Davis (out of bounds lost ball),,70,88
239,3,7:18.0,,Brooklyn full timeout,70,88
240,3,6:56.0,,R. Kurucs makes 3-pt jump shot from 26 ft,70,91
241,3,6:41.0,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),,72,91
242,3,6:30.0,,D. Russell makes 2-pt jump shot from 13 ft,72,93
243,3,6:19.0,J. Holiday makes 3-pt jump shot from 25 ft,,75,93
244,3,5:57.0,,J. Allen misses 2-pt hook shot from 10 ft,75,93
245,3,5:54.0,,Offensive rebound by J. Harris,75,93
246,3,5:51.0,Flagrant foul type 1 by R. Kurucs (drawn by E. Moore),,75,93
247,3,5:51.0,,Turnover by R. Kurucs (turnover),75,93
248,3,5:51.0,I. Clark enters the game for E. Payton,,75,93
249,3,5:51.0,D. Miller enters the game for J. Randle,,75,93
250,3,5:51.0,,S. Dinwiddie enters the game for R. Kurucs,75,93
251,3,5:51.0,,S. Napier enters the game for D. Russell,75,93
252,3,5:51.0,E. Moore makes flagrant free throw 1 of 2,,76,93
253,3,5:51.0,E. Moore makes flagrant free throw 2 of 2,,77,93
254,3,5:42.0,A. Davis makes 2-pt jump shot from 15 ft,,79,93
255,3,5:14.0,,J. Allen misses 2-pt jump shot from 14 ft,79,93
256,3,5:11.0,Defensive rebound by D. Miller,,79,93
257,3,5:03.0,D. Miller misses 3-pt jump shot from 26 ft,,79,93
258,3,5:02.0,Offensive rebound by Team,,79,93
259,3,5:02.0,,Loose ball foul by J. Harris (drawn by A. Davis),79,93
260,3,5:02.0,A. Davis makes free throw 1 of 2,,80,93
261,3,5:02.0,,D. Carroll enters the game for J. Dudley,80,93
262,3,5:02.0,A. Davis misses free throw 2 of 2,,80,93
263,3,5:00.0,,Defensive rebound by J. Allen,80,93
264,3,4:48.0,,Personal foul by I. Clark (drawn by S. Dinwiddie),80,93
265,3,4:33.0,,S. Dinwiddie misses 2-pt jump shot from 13 ft,80,93
266,3,4:30.0,Defensive rebound by A. Davis,,80,93
267,3,4:20.0,A. Davis misses 2-pt layup from 10 ft,,80,93
268,3,4:17.0,Offensive rebound by A. Davis,,80,93
269,3,4:16.0,A. Davis misses 2-pt layup from 2 ft (block by J. Allen),,80,93
270,3,4:13.0,,Defensive rebound by S. Napier,80,93
271,3,4:11.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Napier),80,96
272,3,3:53.0,J. Holiday misses 2-pt jump shot from 16 ft,,80,96
273,3,3:50.0,,Defensive rebound by S. Napier,80,96
274,3,3:35.0,,J. Harris misses 2-pt jump shot from 8 ft,80,96
275,3,3:32.0,,Offensive rebound by J. Allen,80,96
276,3,3:31.0,,J. Allen makes 2-pt layup from 1 ft,80,98
277,3,3:19.0,Turnover by D. Miller (traveling),,80,98
278,3,3:19.0,,D. Russell enters the game for J. Harris,80,98
279,3,3:04.0,,Turnover by S. Dinwiddie (bad pass; steal by I. Clark),80,98
280,3,2:56.0,A. Davis makes 3-pt jump shot from 26 ft (assist by I. Clark),,83,98
281,3,2:34.0,,D. Russell misses 3-pt jump shot from 26 ft,83,98
282,3,2:31.0,,Offensive rebound by D. Carroll,83,98
283,3,2:30.0,,Personal foul by D. Miller (drawn by D. Carroll),83,98
284,3,2:30.0,New Orleans full timeout,,83,98
285,3,2:30.0,F. Jackson enters the game for A. Davis,,83,98
286,3,2:30.0,J. Randle enters the game for E. Moore,,83,98
287,3,2:30.0,,E. Davis enters the game for J. Allen,83,98
288,3,2:22.0,,D. Russell misses 2-pt jump shot from 13 ft,83,98
289,3,2:18.0,Defensive rebound by F. Jackson,,83,98
290,3,2:04.0,D. Miller misses 3-pt jump shot from 24 ft,,83,98
291,3,2:02.0,,Defensive rebound by E. Davis,83,98
292,3,1:49.0,,D. Carroll misses 3-pt jump shot from 23 ft,83,98
293,3,1:47.0,,Offensive rebound by E. Davis,83,98
294,3,1:38.0,,S. Napier misses 2-pt jump shot from 10 ft,83,98
295,3,1:38.0,,Offensive rebound by Team,83,98
296,3,1:38.0,Loose ball foul by F. Jackson (drawn by E. Davis),,83,98
297,3,1:32.0,,S. Dinwiddie makes 2-pt dunk from 2 ft (assist by E. Davis),83,100
298,3,1:19.0,Turnover by J. Holiday (out of bounds lost ball),,83,100
299,3,0:55.0,,E. Davis makes 2-pt layup from 2 ft (assist by S. Dinwiddie),83,102
300,3,0:45.0,J. Randle misses 2-pt layup from 2 ft (block by E. Davis),,83,102
301,3,0:45.0,Offensive rebound by Team,,83,102
302,3,0:39.0,J. Holiday makes 2-pt layup from 3 ft,,85,102
303,3,0:33.0,,S. Napier misses 2-pt layup from 1 ft (block by J. Randle),85,102
304,3,0:33.0,,Offensive rebound by Team,85,102
305,3,0:32.0,,D. Carroll makes 2-pt layup from 2 ft (assist by D. Russell),85,104
306,3,0:32.0,,Shooting foul by J. Randle (drawn by D. Carroll),85,104
307,3,0:32.0,,D. Carroll makes free throw 1 of 1,85,105
308,3,0:17.0,J. Holiday misses 2-pt layup from 4 ft,,85,105
309,3,0:15.0,Offensive rebound by J. Randle,,85,105
310,3,0:15.0,J. Randle makes 2-pt layup from 1 ft,,87,105
311,3,0:00.0,,S. Napier misses 2-pt jump shot from 6 ft,87,105
312,3,0:00.0,,Offensive rebound by Team,87,105
313,4,11:50.0,E. Payton misses 2-pt layup from 7 ft,,87,105
314,4,11:49.0,Offensive rebound by E. Payton,,87,105
315,4,11:49.0,E. Payton makes 2-pt layup from 3 ft,,89,105
316,4,11:49.0,Shooting foul by E. Davis (drawn by E. Payton),,89,105
317,4,11:49.0,E. Payton misses free throw 1 of 1,,89,105
318,4,11:46.0,,Defensive rebound by E. Davis,89,105
319,4,11:27.0,,D. Russell misses 2-pt layup from 4 ft,89,105
320,4,11:25.0,Defensive rebound by A. Davis,,89,105
321,4,11:14.0,E. Payton misses 2-pt layup from 2 ft,,89,105
322,4,11:12.0,,Defensive rebound by E. Davis,89,105
323,4,10:52.0,,D. Russell makes 2-pt jump shot from 20 ft,89,107
324,4,10:42.0,Personal foul by D. Carroll (drawn by A. Davis),,89,107
325,4,10:29.0,Shooting foul by E. Davis (drawn by A. Davis),,89,107
326,4,10:29.0,A. Davis makes free throw 1 of 2,,90,107
327,4,10:29.0,A. Davis makes free throw 2 of 2,,91,107
328,4,10:19.0,,D. Russell makes 2-pt jump shot from 16 ft,91,109
329,4,10:03.0,A. Davis misses 2-pt jump shot from 19 ft,,91,109
330,4,10:00.0,,Defensive rebound by S. Napier,91,109
331,4,9:54.0,,S. Napier makes 3-pt jump shot from 25 ft,91,112
332,4,9:46.0,Turnover by E. Payton (bad pass; steal by E. Davis),,91,112
333,4,9:36.0,,R. Kurucs misses 2-pt layup from 1 ft,91,112
334,4,9:34.0,Defensive rebound by A. Davis,,91,112
335,4,9:29.0,Shooting foul by D. Russell (drawn by A. Davis),,91,112
336,4,9:29.0,A. Davis misses free throw 1 of 2,,91,112
337,4,9:29.0,Offensive rebound by Team,,91,112
338,4,9:29.0,J. Holiday enters the game for I. Clark,,91,112
339,4,9:29.0,A. Davis makes free throw 2 of 2,,92,112
340,4,9:07.0,,D. Carroll misses 2-pt layup from 1 ft (block by A. Davis),92,112
341,4,9:03.0,Defensive rebound by J. Holiday,,92,112
342,4,8:57.0,E. Payton misses 2-pt layup from 5 ft,,92,112
343,4,8:54.0,,Defensive rebound by D. Carroll,92,112
344,4,8:54.0,,Personal foul by J. Randle (drawn by D. Carroll),92,112
345,4,8:48.0,,D. Russell misses 2-pt jump shot from 13 ft,92,112
346,4,8:45.0,Defensive rebound by A. Davis,,92,112
347,4,8:31.0,Shooting foul by D. Russell (drawn by J. Randle),,92,112
348,4,8:31.0,J. Randle makes free throw 1 of 2,,93,112
349,4,8:31.0,E. Moore enters the game for J. Holiday,,93,112
350,4,8:31.0,,J. Allen enters the game for E. Davis,93,112
351,4,8:31.0,J. Randle makes free throw 2 of 2,,94,112
352,4,8:20.0,,R. Kurucs misses 3-pt jump shot from 22 ft,94,112
353,4,8:15.0,Defensive rebound by A. Davis,,94,112
354,4,8:05.0,E. Payton makes 2-pt layup from 5 ft,,96,112
355,4,7:38.0,,Personal foul by D. Miller (drawn by J. Allen),96,112
356,4,7:38.0,,S. Dinwiddie enters the game for D. Russell,96,112
357,4,7:33.0,,Personal foul by D. Miller (drawn by D. Carroll),96,112
358,4,7:24.0,,Shooting foul by A. Davis (drawn by D. Carroll),96,112
359,4,7:24.0,,D. Carroll misses free throw 1 of 2,96,112
360,4,7:24.0,,Offensive rebound by Team,96,112
361,4,7:24.0,,Technical foul by A. Gentry,96,112
362,4,7:24.0,,S. Dinwiddie makes technical free throw,96,113
363,4,7:24.0,,D. Carroll misses free throw 2 of 2,96,113
364,4,7:22.0,Defensive rebound by J. Randle,,96,113
365,4,7:08.0,A. Davis makes 2-pt jump shot from 16 ft,,98,113
366,4,6:55.0,,Turnover by S. Napier (bad pass; steal by A. Davis),98,113
367,4,6:51.0,E. Moore makes 2-pt layup from 1 ft (assist by E. Payton),,100,113
368,4,6:51.0,,Brooklyn full timeout,100,113
369,4,6:51.0,J. Holiday enters the game for J. Randle,,100,113
370,4,6:51.0,,J. Harris enters the game for S. Napier,100,113
371,4,6:41.0,,S. Dinwiddie misses 2-pt jump shot from 12 ft,100,113
372,4,6:36.0,Defensive rebound by A. Davis,,100,113
373,4,6:24.0,Personal foul by R. Kurucs (drawn by A. Davis),,100,113
374,4,6:24.0,A. Davis makes free throw 1 of 2,,101,113
375,4,6:24.0,A. Davis makes free throw 2 of 2,,102,113
376,4,6:16.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,102,113
377,4,6:13.0,Defensive rebound by A. Davis,,102,113
378,4,6:06.0,J. Holiday makes 3-pt jump shot from 25 ft,,105,113
379,4,5:39.0,,D. Carroll misses 2-pt hook shot from 6 ft,105,113
380,4,5:37.0,Defensive rebound by A. Davis,,105,113
381,4,5:30.0,A. Davis misses 3-pt jump shot from 25 ft,,105,113
382,4,5:27.0,,Defensive rebound by D. Carroll,105,113
383,4,5:12.0,,S. Dinwiddie misses 2-pt layup from 1 ft,105,113
384,4,5:10.0,Defensive rebound by J. Holiday,,105,113
385,4,5:04.0,A. Davis misses 2-pt layup from 2 ft (block by R. Kurucs),,105,113
386,4,5:04.0,Offensive rebound by J. Holiday,,105,113
387,4,5:04.0,Personal foul by D. Carroll (drawn by J. Holiday),,105,113
