,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
0,1,11:59.0,,Loose ball foul by R. Gobert (drawn by C. Capela),0,0
1,1,11:39.0,C. Paul makes 2-pt jump shot from 14 ft,,2,0
2,1,11:26.0,,Personal foul by P. Tucker (drawn by J. Crowder),2,0
3,1,11:11.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),2,2
4,1,10:45.0,C. Capela misses 2-pt layup from 2 ft,,2,2
5,1,10:43.0,,Defensive rebound by R. Rubio,2,2
6,1,10:39.0,,Turnover by R. Rubio (bad pass; steal by C. Capela),2,2
7,1,10:32.0,C. Capela misses 2-pt layup from 4 ft,,2,2
8,1,10:32.0,Offensive rebound by Team,,2,2
9,1,10:32.0,Turnover by C. Capela (traveling),,2,2
10,1,10:18.0,,D. Mitchell misses 2-pt jump shot from 7 ft,2,2
11,1,10:16.0,,Offensive rebound by R. Gobert,2,2
12,1,10:15.0,,R. Gobert makes 2-pt dunk from 1 ft,2,4
13,1,10:05.0,C. Capela makes 2-pt hook shot from 9 ft (assist by C. Paul),,4,4
14,1,9:52.0,,D. Mitchell misses 3-pt jump shot from 26 ft,4,4
15,1,9:46.0,Defensive rebound by P. Tucker,,4,4
16,1,9:45.0,P. Tucker misses 3-pt jump shot from 23 ft,,4,4
17,1,9:42.0,Offensive rebound by C. Capela,,4,4
18,1,9:32.0,C. Paul makes 2-pt jump shot from 12 ft,,6,4
19,1,9:13.0,,Offensive foul by R. Gobert (drawn by J. Harden),6,4
20,1,9:13.0,,Turnover by R. Gobert (offensive foul),6,4
21,1,9:13.0,,D. Favors enters the game for R. Gobert,6,4
22,1,9:13.0,,Technical foul by R. Gobert,6,4
23,1,9:13.0,,R. Gobert ejected from game,6,4
24,1,9:13.0,J. Harden makes technical free throw,,7,4
25,1,8:58.0,C. Capela makes 2-pt dunk from 2 ft (assist by C. Paul),,9,4
26,1,8:39.0,,J. Crowder misses 3-pt jump shot from 26 ft,9,4
27,1,8:36.0,,Offensive rebound by J. Ingles,9,4
28,1,8:32.0,,Turnover by D. Mitchell (out of bounds lost ball),9,4
29,1,8:22.0,C. Capela misses 2-pt layup from 4 ft,,9,4
30,1,8:18.0,Offensive rebound by C. Capela,,9,4
31,1,8:18.0,C. Capela misses 2-pt layup at rim,,9,4
32,1,8:17.0,,Defensive rebound by J. Crowder,9,4
33,1,8:14.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),9,7
34,1,7:52.0,Turnover by J. Harden (step out of bounds),,9,7
35,1,7:48.0,,Shooting foul by P. Tucker (drawn by R. Rubio),9,7
36,1,7:48.0,,R. Rubio makes free throw 1 of 2,9,8
37,1,7:48.0,E. Gordon enters the game for P. Tucker,,9,8
38,1,7:48.0,,R. Rubio makes free throw 2 of 2,9,9
39,1,7:37.0,Shooting foul by R. Rubio (drawn by C. Paul),,9,9
40,1,7:37.0,C. Paul makes free throw 1 of 2,,10,9
41,1,7:37.0,C. Paul makes free throw 2 of 2,,11,9
42,1,7:28.0,,Shooting foul by C. Paul (drawn by D. Favors),11,9
43,1,7:28.0,,D. Favors makes free throw 1 of 2,11,10
44,1,7:28.0,,D. Favors makes free throw 2 of 2,11,11
45,1,7:14.0,C. Capela misses 2-pt hook shot from 4 ft,,11,11
46,1,7:12.0,Offensive rebound by C. Capela,,11,11
47,1,7:10.0,C. Capela misses 2-pt layup from 3 ft,,11,11
48,1,7:10.0,Offensive rebound by C. Capela,,11,11
49,1,7:03.0,Personal foul by J. Crowder (drawn by C. Paul),,11,11
50,1,7:00.0,Personal foul by J. Ingles (drawn by C. Paul),,11,11
51,1,6:52.0,C. Paul makes 2-pt jump shot from 12 ft,,13,11
52,1,6:50.0,,Utah full timeout,13,11
53,1,6:50.0,D. House enters the game for C. Paul,,13,11
54,1,6:35.0,,J. Crowder misses 3-pt jump shot from 26 ft,13,11
55,1,6:29.0,Defensive rebound by J. Ennis,,13,11
