,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
0,1,11:44.0,,D. Booker misses 2-pt jump shot from 11 ft (block by J. Holiday),0,0
1,1,11:41.0,Defensive rebound by J. Valančiūnas,,0,0
2,1,11:34.0,M. Conley makes 3-pt jump shot from 26 ft,,3,0
3,1,11:13.0,,Turnover by M. Bridges (bad pass; steal by J. Valančiūnas),3,0
4,1,11:04.0,M. Conley misses 2-pt jump shot from 13 ft,,3,0
5,1,11:03.0,,Defensive rebound by Team,3,0
6,1,10:50.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Melton),3,3
7,1,10:29.0,J. Valančiūnas misses 2-pt jump shot from 10 ft,,3,3
8,1,10:28.0,,Defensive rebound by D. Bender,3,3
9,1,10:22.0,,D. Booker makes 3-pt jump shot from 26 ft,3,6
10,1,10:04.0,T. Dorsey misses 2-pt layup from 2 ft (block by D. Melton),,3,6
11,1,9:58.0,,Defensive rebound by Team,3,6
12,1,9:47.0,,M. Bridges misses 3-pt jump shot from 23 ft,3,6
13,1,9:43.0,Defensive rebound by B. Caboclo,,3,6
14,1,9:39.0,Shooting foul by D. Bender (drawn by B. Caboclo),,3,6
15,1,9:39.0,B. Caboclo makes free throw 1 of 2,,4,6
16,1,9:39.0,B. Caboclo misses free throw 2 of 2,,4,6
17,1,9:37.0,,Defensive rebound by D. Ayton,4,6
18,1,9:20.0,,D. Melton misses 2-pt jump shot from 12 ft,4,6
19,1,9:16.0,Defensive rebound by J. Valančiūnas,,4,6
20,1,9:04.0,J. Valančiūnas makes 2-pt jump shot from 5 ft (assist by T. Dorsey),,6,6
21,1,8:56.0,,Personal foul by J. Holiday (drawn by D. Booker),6,6
22,1,8:47.0,,D. Booker makes 2-pt layup from 1 ft,6,8
23,1,8:36.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by M. Conley),,9,8
24,1,8:22.0,,D. Bender misses 3-pt jump shot from 25 ft,9,8
25,1,8:19.0,Defensive rebound by B. Caboclo,,9,8
26,1,8:13.0,J. Holiday misses 3-pt jump shot from 23 ft,,9,8
27,1,8:10.0,Offensive rebound by J. Valančiūnas,,9,8
28,1,8:10.0,J. Valančiūnas makes 2-pt layup at rim,,11,8
29,1,7:56.0,,D. Ayton misses 2-pt jump shot from 20 ft,11,8
30,1,7:54.0,Defensive rebound by M. Conley,,11,8
31,1,7:44.0,J. Valančiūnas misses 3-pt jump shot from 25 ft,,11,8
