,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,TORONTO_ACTION,BROOKLYN_SCORE,TORONTO_SCORE
65,1,4:15.0,Defensive rebound by A. Crabbe,,20,15
66,1,4:04.0,A. Crabbe misses 3-pt jump shot from 26 ft,,20,15
67,1,4:03.0,,Defensive rebound by Team,20,15
68,1,4:03.0,,P. McCaw enters the game for D. Green,20,15
69,1,4:03.0,,N. Powell enters the game for P. Siakam,20,15
70,1,3:40.0,,K. Leonard makes 2-pt layup from 1 ft (assist by S. Ibaka),20,17
71,1,3:18.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,20,17
72,1,3:15.0,Offensive rebound by S. Napier,,20,17
73,1,3:08.0,A. Crabbe misses 3-pt jump shot from 25 ft,,20,17
74,1,3:04.0,,Defensive rebound by K. Lowry,20,17
75,1,3:03.0,,N. Powell misses 2-pt layup from 2 ft (block by S. Napier),20,17
76,1,3:03.0,,Offensive rebound by Team,20,17
77,1,3:03.0,,M. Gasol enters the game for S. Ibaka,20,17
78,1,2:54.0,,Shooting foul by E. Davis (drawn by K. Leonard),20,17
79,1,2:54.0,,K. Leonard makes free throw 1 of 2,20,18
80,1,2:54.0,,O. Anunoby enters the game for K. Lowry,20,18
81,1,2:54.0,,K. Leonard makes free throw 2 of 2,20,19
82,1,2:39.0,C. LeVert makes 2-pt jump shot from 17 ft,,22,19
83,1,2:20.0,,Turnover by K. Leonard (bad pass; steal by S. Napier),22,19
84,1,2:15.0,A. Crabbe makes 2-pt layup from 2 ft (assist by S. Napier),,24,19
85,1,1:59.0,,N. Powell misses 2-pt layup from 1 ft,24,19
86,1,1:57.0,Defensive rebound by E. Davis,,24,19
87,1,1:45.0,C. LeVert misses 3-pt jump shot from 25 ft,,24,19
88,1,1:42.0,Offensive rebound by E. Davis,,24,19
89,1,1:37.0,Turnover by C. LeVert (bad pass; steal by P. McCaw),,24,19
90,1,1:21.0,,Turnover by K. Leonard (lost ball; steal by S. Napier),24,19
91,1,1:17.0,C. LeVert makes 2-pt layup from 1 ft (assist by S. Napier),,26,19
92,1,1:08.0,,Personal foul by R. Hollis-Jefferson (drawn by K. Leonard),26,19
93,1,1:08.0,,P. Siakam enters the game for K. Leonard,26,19
94,1,1:00.0,,P. McCaw misses 3-pt jump shot from 25 ft,26,19
95,1,0:57.0,Defensive rebound by E. Davis,,26,19
96,1,0:51.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,26,19
97,1,0:49.0,Offensive rebound by R. Hollis-Jefferson,,26,19
98,1,0:49.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,26,19
99,1,0:48.0,Offensive rebound by R. Hollis-Jefferson,,26,19
100,1,0:48.0,Shooting foul by P. Siakam (drawn by R. Hollis-Jefferson),,26,19
101,1,0:48.0,R. Hollis-Jefferson misses free throw 1 of 2,,26,19
102,1,0:48.0,Offensive rebound by Team,,26,19
103,1,0:48.0,R. Hollis-Jefferson makes free throw 2 of 2,,27,19
104,1,0:34.0,,P. McCaw makes 2-pt hook shot from 8 ft,27,21
105,1,0:21.0,E. Davis makes 2-pt hook shot from 5 ft (assist by C. LeVert),,29,21
106,2,11:40.0,,P. McCaw makes 3-pt jump shot from 25 ft (assist by O. Anunoby),29,24
107,2,11:27.0,C. LeVert misses 2-pt layup from 2 ft,,29,24
108,2,11:24.0,,Defensive rebound by P. McCaw,29,24
109,2,11:21.0,,P. McCaw makes 2-pt layup from 2 ft,29,26
110,2,11:02.0,A. Crabbe misses 2-pt jump shot from 21 ft,,29,26
111,2,10:59.0,,Defensive rebound by M. Gasol,29,26
112,2,10:57.0,,Turnover by M. Gasol (bad pass; steal by A. Crabbe),29,26
113,2,10:47.0,A. Crabbe makes 3-pt jump shot from 24 ft,,32,26
114,2,10:37.0,,M. Gasol makes 2-pt layup from 1 ft (assist by N. Powell),32,28
115,2,10:10.0,Turnover by Team (shot clock),,32,28
116,2,9:57.0,,Toronto full timeout,32,28
117,2,9:52.0,,N. Powell misses 3-pt jump shot from 26 ft,32,28
118,2,9:48.0,Defensive rebound by R. Hollis-Jefferson,,32,28
119,2,9:45.0,C. LeVert misses 3-pt jump shot from 26 ft,,32,28
120,2,9:40.0,,Defensive rebound by P. Siakam,32,28
121,2,9:30.0,,Turnover by N. Powell (bad pass),32,28
122,2,9:07.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by A. Crabbe),,34,28
123,2,8:58.0,,N. Powell makes 2-pt layup from 2 ft,34,30
124,2,8:49.0,A. Crabbe makes 3-pt jump shot from 27 ft (assist by C. LeVert),,37,30
125,2,8:29.0,,P. McCaw makes 2-pt layup from 2 ft,37,32
126,2,8:17.0,Turnover by C. LeVert (lost ball; steal by O. Anunoby),,37,32
127,2,8:14.0,,O. Anunoby makes 2-pt dunk from 1 ft,37,34
128,2,8:14.0,Brooklyn full timeout,,37,34
129,2,8:14.0,D. Russell enters the game for S. Napier,,37,34
130,2,8:14.0,,K. Lowry enters the game for N. Powell,37,34
131,2,7:58.0,Offensive foul by A. Crabbe (drawn by M. Gasol),,37,34
132,2,7:58.0,Turnover by A. Crabbe (offensive foul),,37,34
133,2,7:44.0,,P. McCaw misses 3-pt jump shot from 25 ft,37,34
134,2,7:39.0,Defensive rebound by R. Hollis-Jefferson,,37,34
135,2,7:19.0,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),,39,34
136,2,7:08.0,,M. Gasol misses 2-pt jump shot from 20 ft,39,34
137,2,7:05.0,Defensive rebound by R. Hollis-Jefferson,,39,34
138,2,7:03.0,D. Russell makes 3-pt jump shot from 28 ft (assist by R. Hollis-Jefferson),,42,34
139,2,6:44.0,,P. Siakam misses 2-pt jump shot from 20 ft,42,34
140,2,6:42.0,Defensive rebound by E. Davis,,42,34
141,2,6:36.0,D. Russell misses 2-pt jump shot from 12 ft,,42,34
142,2,6:31.0,,Defensive rebound by M. Gasol,42,34
143,2,6:27.0,,P. Siakam misses 2-pt layup from 3 ft,42,34
144,2,6:25.0,Defensive rebound by E. Davis,,42,34
145,2,6:09.0,C. LeVert misses 2-pt layup from 1 ft,,42,34
146,2,6:08.0,,Defensive rebound by P. McCaw,42,34
147,2,6:05.0,,Shooting foul by E. Davis (drawn by P. Siakam),42,34
148,2,6:05.0,,P. Siakam misses free throw 1 of 2,42,34
149,2,6:05.0,,Offensive rebound by Team,42,34
150,2,6:05.0,J. Allen enters the game for E. Davis,,42,34
151,2,6:05.0,J. Harris enters the game for C. LeVert,,42,34
152,2,6:05.0,,D. Green enters the game for O. Anunoby,42,34
153,2,6:05.0,,K. Leonard enters the game for P. McCaw,42,34
154,2,6:05.0,,P. Siakam makes free throw 2 of 2,42,35
155,2,5:44.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft,,42,35
156,2,5:40.0,,Defensive rebound by K. Lowry,42,35
157,2,5:29.0,,P. Siakam makes 2-pt jump shot from 3 ft,42,37
158,2,5:28.0,,Technical foul by P. Siakam,42,37
159,2,5:28.0,J. Harris makes technical free throw,,43,37
160,2,5:28.0,T. Graham enters the game for R. Hollis-Jefferson,,43,37
161,2,5:15.0,Shooting foul by D. Green (drawn by D. Russell),,43,37
162,2,5:15.0,D. Russell misses free throw 1 of 2,,43,37
163,2,5:15.0,Offensive rebound by Team,,43,37
164,2,5:15.0,D. Russell makes free throw 2 of 2,,44,37
165,2,4:57.0,,M. Gasol makes 2-pt hook shot from 5 ft (assist by D. Green),44,39
166,2,4:37.0,Turnover by A. Crabbe (bad pass; steal by K. Leonard),,44,39
167,2,4:32.0,,Personal foul by T. Graham (drawn by K. Lowry),44,39
168,2,4:32.0,R. Kurucs enters the game for A. Crabbe,,44,39
169,2,4:24.0,,K. Leonard makes 2-pt jump shot from 18 ft,44,41
170,2,4:13.0,D. Russell misses 2-pt jump shot from 8 ft,,44,41
171,2,4:10.0,,Defensive rebound by K. Leonard,44,41
172,2,4:08.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by K. Leonard),44,44
173,2,4:07.0,Brooklyn full timeout,,44,44
174,2,4:07.0,,S. Ibaka enters the game for M. Gasol,44,44
175,2,3:48.0,T. Graham makes 3-pt jump shot from 27 ft (assist by D. Russell),,47,44
176,2,3:26.0,,P. Siakam misses 3-pt jump shot from 23 ft,47,44
177,2,3:22.0,Defensive rebound by J. Allen,,47,44
178,2,3:17.0,T. Graham makes 3-pt jump shot from 26 ft (assist by R. Kurucs),,50,44
179,2,3:01.0,,Shooting foul by R. Kurucs (drawn by P. Siakam),50,44
180,2,3:01.0,,P. Siakam makes free throw 1 of 2,50,45
181,2,3:01.0,,P. Siakam makes free throw 2 of 2,50,46
182,2,2:49.0,J. Allen makes 2-pt dunk from 2 ft (assist by J. Harris),,52,46
183,2,2:32.0,,P. Siakam misses 2-pt layup from 3 ft,52,46
184,2,2:31.0,Defensive rebound by J. Harris,,52,46
185,2,2:27.0,J. Allen misses 2-pt dunk from 1 ft (block by S. Ibaka),,52,46
186,2,2:22.0,,Defensive rebound by D. Green,52,46
187,2,2:14.0,,D. Green makes 3-pt jump shot from 26 ft,52,49
188,2,2:11.0,J. Allen misses 2-pt jump shot from 9 ft,,52,49
189,2,2:07.0,,Defensive rebound by S. Ibaka,52,49
190,2,2:03.0,,Personal foul by R. Kurucs (drawn by P. Siakam),52,49
191,2,1:57.0,,K. Leonard makes 2-pt layup at rim (assist by K. Lowry),52,51
192,2,1:42.0,D. Russell misses 2-pt layup from 2 ft,,52,51
193,2,1:41.0,,Defensive rebound by P. Siakam,52,51
194,2,1:37.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by K. Lowry),52,54
195,2,1:27.0,R. Kurucs makes 2-pt dunk from 1 ft (assist by D. Russell),,54,54
196,2,1:06.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by D. Green),54,56
197,2,0:52.0,J. Harris makes 3-pt jump shot from 27 ft (assist by D. Russell),,57,56
198,2,0:27.0,,K. Leonard misses 3-pt jump shot from 23 ft,57,56
199,2,0:25.0,Defensive rebound by D. Russell,,57,56
200,2,0:08.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,60,56
201,2,0:00.0,,K. Lowry misses 3-pt jump shot from 25 ft,60,56
202,2,0:00.0,,Offensive rebound by Team,60,56
203,3,11:40.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by K. Lowry),60,58
204,3,11:31.0,D. Russell misses 2-pt jump shot from 8 ft,,60,58
205,3,11:28.0,,Defensive rebound by P. Siakam,60,58
206,3,11:26.0,,Shooting foul by T. Graham (drawn by P. Siakam),60,58
207,3,11:26.0,,P. Siakam makes free throw 1 of 2,60,59
208,3,11:26.0,,P. Siakam makes free throw 2 of 2,60,60
209,3,11:09.0,D. Russell makes 2-pt jump shot from 11 ft,,62,60
210,3,10:59.0,,S. Ibaka makes 2-pt jump shot from 20 ft (assist by K. Lowry),62,62
211,3,10:49.0,D. Russell makes 2-pt jump shot from 17 ft,,64,62
212,3,10:35.0,,D. Green misses 3-pt jump shot from 27 ft,64,62
213,3,10:32.0,Defensive rebound by R. Kurucs,,64,62
214,3,10:21.0,D. Russell misses 3-pt jump shot from 25 ft,,64,62
215,3,10:18.0,,Defensive rebound by S. Ibaka,64,62
216,3,10:07.0,,P. Siakam misses 2-pt layup from 2 ft,64,62
217,3,10:05.0,,Offensive rebound by S. Ibaka,64,62
218,3,10:03.0,,S. Ibaka makes 2-pt hook shot from 2 ft,64,64
219,3,9:54.0,T. Graham misses 3-pt jump shot from 25 ft,,64,64
220,3,9:51.0,,Defensive rebound by S. Ibaka,64,64
221,3,9:42.0,,P. Siakam misses 2-pt layup from 2 ft,64,64
222,3,9:42.0,,Offensive rebound by Team,64,64
223,3,9:42.0,Loose ball foul by J. Allen (drawn by S. Ibaka),,64,64
224,3,9:38.0,,Personal foul by T. Graham (drawn by K. Leonard),64,64
225,3,9:38.0,R. Hollis-Jefferson enters the game for T. Graham,,64,64
226,3,9:26.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by P. Siakam),64,66
227,3,9:15.0,D. Russell makes 2-pt layup from 1 ft,,66,66
228,3,8:59.0,,Shooting foul by R. Hollis-Jefferson (drawn by K. Leonard),66,66
229,3,8:59.0,,K. Leonard makes free throw 1 of 2,66,67
230,3,8:59.0,,K. Leonard makes free throw 2 of 2,66,68
231,3,8:49.0,J. Allen makes 2-pt layup from 1 ft (assist by D. Russell),,68,68
232,3,8:49.0,Shooting foul by K. Leonard (drawn by J. Allen),,68,68
233,3,8:49.0,J. Allen makes free throw 1 of 1,,69,68
234,3,8:31.0,,K. Leonard misses 2-pt jump shot from 15 ft,69,68
235,3,8:28.0,Defensive rebound by R. Kurucs,,69,68
236,3,8:22.0,R. Hollis-Jefferson misses 2-pt layup from 5 ft,,69,68
237,3,8:22.0,Offensive rebound by Team,,69,68
238,3,8:08.0,D. Russell makes 2-pt layup from 1 ft (assist by J. Harris),,71,68
239,3,7:49.0,,P. Siakam makes 2-pt layup from 4 ft (assist by K. Leonard),71,70
240,3,7:39.0,D. Russell makes 2-pt layup from 1 ft,,73,70
241,3,7:32.0,,Turnover by P. Siakam (traveling),73,70
242,3,7:27.0,Personal foul by K. Lowry (drawn by R. Hollis-Jefferson),,73,70
243,3,7:23.0,Turnover by D. Russell (out of bounds lost ball),,73,70
244,3,7:12.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),73,72
245,3,7:06.0,Personal foul by K. Lowry (drawn by D. Russell),,73,72
246,3,6:59.0,D. Russell makes 2-pt layup from 1 ft,,75,72
247,3,6:44.0,,K. Lowry makes 3-pt jump shot from 27 ft,75,75
248,3,6:33.0,R. Kurucs misses 2-pt jump shot from 21 ft,,75,75
249,3,6:30.0,,Defensive rebound by P. Siakam,75,75
250,3,6:24.0,,K. Lowry makes 2-pt jump shot from 5 ft (assist by P. Siakam),75,77
251,3,6:21.0,Brooklyn full timeout,,75,77
252,3,6:21.0,A. Crabbe enters the game for R. Kurucs,,75,77
253,3,6:16.0,Personal foul by K. Lowry (drawn by J. Harris),,75,77
254,3,6:13.0,Turnover by J. Harris (bad pass; steal by D. Green),,75,77
255,3,5:56.0,,Turnover by P. Siakam (lost ball; steal by D. Russell),75,77
256,3,5:52.0,Turnover by D. Russell (lost ball; steal by P. Siakam),,75,77
257,3,5:42.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by D. Green),75,79
258,3,5:22.0,J. Allen makes 2-pt dunk from 1 ft (assist by J. Harris),,77,79
259,3,5:08.0,,P. Siakam makes 2-pt hook shot from 7 ft,77,81
260,3,4:53.0,J. Allen makes 2-pt dunk from 2 ft (assist by D. Russell),,79,81
261,3,4:33.0,,K. Leonard misses 2-pt jump shot from 20 ft,79,81
262,3,4:29.0,Defensive rebound by J. Allen,,79,81
263,3,4:26.0,A. Crabbe misses 3-pt jump shot from 26 ft,,79,81
264,3,4:22.0,,Defensive rebound by S. Ibaka,79,81
265,3,4:16.0,,K. Leonard makes 2-pt hook shot from 9 ft,79,83
266,3,3:55.0,D. Russell makes 2-pt layup from 2 ft,,81,83
267,3,3:46.0,,Toronto full timeout,81,83
268,3,3:46.0,E. Davis enters the game for J. Allen,,81,83
269,3,3:46.0,C. LeVert enters the game for J. Harris,,81,83
270,3,3:46.0,S. Napier enters the game for D. Russell,,81,83
271,3,3:46.0,,M. Gasol enters the game for S. Ibaka,81,83
272,3,3:46.0,,N. Powell enters the game for P. Siakam,81,83
273,3,3:29.0,,M. Gasol misses 2-pt jump shot from 16 ft,81,83
274,3,3:29.0,,Offensive rebound by Team,81,83
275,3,3:29.0,,Turnover by Team (shot clock),81,83
276,3,3:10.0,E. Davis makes 2-pt layup from 2 ft (assist by S. Napier),,83,83
277,3,2:50.0,,K. Lowry misses 3-pt jump shot from 24 ft,83,83
278,3,2:50.0,,Offensive rebound by Team,83,83
279,3,2:50.0,,Personal foul by C. LeVert (drawn by M. Gasol),83,83
280,3,2:50.0,,M. Gasol misses free throw 1 of 2,83,83
281,3,2:50.0,,Offensive rebound by Team,83,83
282,3,2:50.0,,O. Anunoby enters the game for D. Green,83,83
283,3,2:50.0,,P. McCaw enters the game for K. Lowry,83,83
284,3,2:50.0,,M. Gasol makes free throw 2 of 2,83,84
285,3,2:30.0,Turnover by C. LeVert (bad pass; steal by P. McCaw),,83,84
286,3,2:11.0,,P. McCaw misses 3-pt jump shot from 26 ft,83,84
287,3,2:08.0,Defensive rebound by R. Hollis-Jefferson,,83,84
288,3,2:03.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Napier),,86,84
289,3,1:49.0,,K. Leonard makes 2-pt jump shot from 18 ft,86,86
290,3,1:37.0,C. LeVert misses 3-pt jump shot from 25 ft,,86,86
291,3,1:33.0,,Defensive rebound by M. Gasol,86,86
292,3,1:20.0,,Turnover by O. Anunoby (bad pass; steal by C. LeVert),86,86
293,3,1:16.0,A. Crabbe makes 2-pt layup from 1 ft (assist by C. LeVert),,88,86
294,3,1:02.0,,Shooting foul by C. LeVert (drawn by K. Leonard),88,86
295,3,1:02.0,,K. Leonard makes free throw 1 of 2,88,87
296,3,1:02.0,,K. Leonard makes free throw 2 of 2,88,88
297,3,0:50.0,S. Napier makes 2-pt layup from 1 ft,,90,88
298,3,0:38.0,,Offensive foul by M. Gasol (drawn by R. Hollis-Jefferson),90,88
299,3,0:38.0,,Turnover by M. Gasol (offensive foul),90,88
300,3,0:38.0,J. Harris enters the game for R. Hollis-Jefferson,,90,88
301,3,0:38.0,,D. Green enters the game for K. Leonard,90,88
302,3,0:31.0,S. Napier makes 2-pt jump shot from 12 ft,,92,88
303,3,0:12.0,,P. McCaw misses 2-pt jump shot from 12 ft,92,88
304,3,0:12.0,,Offensive rebound by O. Anunoby,92,88
305,3,0:12.0,,O. Anunoby makes 2-pt layup from 1 ft,92,90
306,3,0:04.0,Turnover by C. LeVert (lost ball; steal by O. Anunoby),,92,90
307,3,0:02.0,,O. Anunoby makes 2-pt layup from 1 ft,92,92
308,3,0:01.0,Turnover by E. Davis (bad pass; steal by D. Green),,92,92
309,3,0:01.0,,D. Green misses 3-pt jump shot from 26 ft,92,92
310,3,0:00.0,,Offensive rebound by Team,92,92
311,4,11:37.0,T. Graham misses 3-pt jump shot from 26 ft,,92,92
312,4,11:31.0,,Defensive rebound by O. Anunoby,92,92
313,4,11:20.0,,D. Green misses 3-pt jump shot from 27 ft,92,92
314,4,11:16.0,Defensive rebound by E. Davis,,92,92
315,4,11:02.0,C. LeVert misses 2-pt layup from 2 ft,,92,92
316,4,10:59.0,,Defensive rebound by M. Gasol,92,92
317,4,10:46.0,,M. Gasol makes 2-pt hook shot from 5 ft,92,94
318,4,10:29.0,Turnover by C. LeVert (bad pass; steal by M. Gasol),,92,94
319,4,10:26.0,,Turnover by N. Powell (out of bounds lost ball),92,94
320,4,10:18.0,C. LeVert misses 3-pt jump shot from 25 ft,,92,94
321,4,10:14.0,,Defensive rebound by M. Gasol,92,94
322,4,10:02.0,,M. Gasol makes 2-pt layup from 1 ft (assist by N. Powell),92,96
323,4,9:51.0,S. Napier makes 2-pt jump shot from 13 ft,,94,96
324,4,9:41.0,,O. Anunoby misses 2-pt layup from 6 ft (block by C. LeVert),94,96
325,4,9:41.0,,Offensive rebound by Team,94,96
326,4,9:41.0,D. Russell enters the game for C. LeVert,,94,96
327,4,9:38.0,,P. McCaw makes 2-pt dunk from 1 ft (assist by M. Gasol),94,98
328,4,9:25.0,D. Russell misses 3-pt jump shot from 24 ft,,94,98
329,4,9:22.0,,Defensive rebound by D. Green,94,98
330,4,9:18.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by D. Green),94,101
331,4,9:16.0,Brooklyn full timeout,,94,101
332,4,9:03.0,S. Napier makes 3-pt jump shot from 26 ft (assist by D. Russell),,97,101
333,4,8:39.0,,M. Gasol makes 2-pt hook shot from 7 ft,97,103
334,4,8:23.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Russell),,100,103
335,4,8:09.0,,Turnover by D. Green (bad pass; steal by E. Davis),100,103
336,4,8:06.0,Turnover by E. Davis (bad pass; steal by D. Green),,100,103
337,4,8:02.0,,N. Powell misses 3-pt jump shot from 26 ft,100,103
338,4,7:58.0,Defensive rebound by T. Graham,,100,103
339,4,7:55.0,Shooting foul by M. Gasol (drawn by S. Napier),,100,103
340,4,7:55.0,S. Napier makes free throw 1 of 2,,101,103
341,4,7:55.0,S. Napier misses free throw 2 of 2,,101,103
342,4,7:52.0,,Defensive rebound by M. Gasol,101,103
343,4,7:32.0,,O. Anunoby misses 3-pt jump shot from 24 ft,101,103
344,4,7:30.0,,Offensive rebound by P. McCaw,101,103
345,4,7:30.0,,N. Powell makes 2-pt layup from 3 ft (assist by P. McCaw),101,105
346,4,7:30.0,,Shooting foul by E. Davis (drawn by N. Powell),101,105
347,4,7:30.0,,K. Lowry enters the game for D. Green,101,105
348,4,7:30.0,,N. Powell makes free throw 1 of 1,101,106
349,4,7:18.0,Personal foul by O. Anunoby (drawn by E. Davis),,101,106
350,4,7:18.0,J. Allen enters the game for E. Davis,,101,106
351,4,7:18.0,J. Harris enters the game for S. Napier,,101,106
352,4,7:08.0,D. Russell misses 3-pt jump shot from 24 ft,,101,106
353,4,7:05.0,,Defensive rebound by N. Powell,101,106
354,4,6:49.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by N. Powell),101,108
355,4,6:23.0,Personal foul by K. Lowry (drawn by J. Allen),,101,108
356,4,6:23.0,C. LeVert enters the game for A. Crabbe,,101,108
357,4,6:12.0,Shooting foul by O. Anunoby (drawn by D. Russell),,101,108
358,4,6:12.0,D. Russell makes free throw 1 of 3,,102,108
359,4,6:12.0,D. Russell misses free throw 2 of 3,,102,108
360,4,6:12.0,Offensive rebound by Team,,102,108
361,4,6:12.0,D. Russell makes free throw 3 of 3,,103,108
362,4,5:53.0,,Shooting foul by J. Allen (drawn by P. McCaw),103,108
363,4,5:53.0,,P. McCaw makes free throw 1 of 2,103,109
364,4,5:53.0,,K. Leonard enters the game for O. Anunoby,103,109
365,4,5:53.0,,P. Siakam enters the game for N. Powell,103,109
366,4,5:53.0,,P. McCaw makes free throw 2 of 2,103,110
367,4,5:38.0,J. Allen misses 2-pt layup from 1 ft (block by M. Gasol),,103,110
368,4,5:38.0,Offensive rebound by Team,,103,110
369,4,5:38.0,A. Crabbe enters the game for T. Graham,,103,110
370,4,5:30.0,C. LeVert makes 2-pt jump shot from 7 ft,,105,110
371,4,5:13.0,,P. Siakam makes 2-pt layup from 1 ft (assist by M. Gasol),105,112
372,4,4:55.0,J. Allen makes 3-pt jump shot from 24 ft (assist by D. Russell),,108,112
373,4,4:35.0,,K. Leonard misses 3-pt jump shot from 26 ft,108,112
374,4,4:34.0,Defensive rebound by Team,,108,112
375,4,4:34.0,,Loose ball foul by P. Siakam (drawn by J. Allen),108,112
