,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MEMPHIS_ACTION,NEW ORLEANS_SCORE,MEMPHIS_SCORE
44,1,7:09.0,,M. Conley makes free throw 2 of 2,12,7
45,1,6:47.0,A. Davis makes 2-pt dunk from 1 ft (assist by D. Miller),,14,7
46,1,6:33.0,,Personal foul by D. Miller (drawn by M. Conley),14,7
47,1,6:21.0,,J. Noah misses 2-pt hook shot from 6 ft (block by A. Davis),14,7
48,1,6:21.0,,Offensive rebound by Team,14,7
49,1,6:21.0,Violation by Team (kicked ball),,14,7
50,1,6:21.0,T. Frazier enters the game for J. Holiday,,14,7
51,1,6:08.0,,J. Holiday misses 2-pt jump shot from 21 ft,14,7
52,1,6:04.0,Defensive rebound by T. Frazier,,14,7
53,1,5:43.0,Shooting foul by J. Noah (drawn by A. Davis),,14,7
54,1,5:43.0,E. Moore enters the game for D. Miller,,14,7
55,1,5:43.0,,D. Wright enters the game for A. Bradley,14,7
56,1,5:43.0,A. Davis misses free throw 1 of 2,,14,7
57,1,5:43.0,Offensive rebound by Team,,14,7
58,1,5:43.0,A. Davis misses free throw 2 of 2,,14,7
59,1,5:41.0,,Defensive rebound by J. Noah,14,7
60,1,5:26.0,,Shooting foul by T. Frazier (drawn by M. Conley),14,7
61,1,5:26.0,,M. Conley makes free throw 1 of 2,14,8
62,1,5:26.0,C. Diallo enters the game for A. Davis,,14,8
63,1,5:26.0,,M. Conley makes free throw 2 of 2,14,9
64,1,5:17.0,J. Randle makes 2-pt jump shot from 14 ft (assist by T. Frazier),,16,9
65,1,4:56.0,,Turnover by D. Wright (bad pass; steal by J. Randle),16,9
66,1,4:52.0,J. Randle makes 2-pt layup at rim (assist by T. Frazier),,18,9
67,1,4:52.0,Shooting foul by D. Wright (drawn by J. Randle),,18,9
68,1,4:52.0,,B. Caboclo enters the game for M. Conley,18,9
69,1,4:52.0,,J. Carter enters the game for I. Rabb,18,9
70,1,4:52.0,J. Randle misses free throw 1 of 1,,18,9
71,1,4:52.0,Offensive rebound by Team,,18,9
72,1,4:52.0,,Loose ball foul by B. Caboclo (drawn by T. Frazier),18,9
73,1,4:52.0,T. Frazier makes free throw 1 of 2,,19,9
74,1,4:52.0,T. Frazier makes free throw 2 of 2,,20,9
75,1,4:31.0,,B. Caboclo makes 2-pt layup from 2 ft (assist by J. Carter),20,11
76,1,4:17.0,C. Diallo makes 2-pt dunk at rim (assist by J. Randle),,22,11
77,1,4:17.0,Shooting foul by B. Caboclo (drawn by C. Diallo),,22,11
78,1,4:17.0,,C. Miles enters the game for B. Caboclo,22,11
79,1,4:17.0,C. Diallo misses free throw 1 of 1,,22,11
80,1,4:15.0,,Defensive rebound by J. Holiday,22,11
81,1,4:03.0,,J. Carter misses 2-pt layup from 3 ft,22,11
82,1,3:59.0,,Offensive rebound by J. Noah,22,11
83,1,3:59.0,,J. Noah misses 2-pt layup at rim,22,11
84,1,3:59.0,Defensive rebound by J. Randle,,22,11
85,1,3:54.0,C. Diallo makes 2-pt jump shot from 1 ft (assist by J. Randle),,24,11
86,1,3:53.0,,Memphis full timeout,24,11
87,1,3:38.0,,J. Holiday misses 3-pt jump shot from 25 ft,24,11
88,1,3:36.0,,Offensive rebound by J. Noah,24,11
89,1,3:26.0,,Personal foul by F. Jackson (drawn by D. Wright),24,11
90,1,3:26.0,,D. Wright misses free throw 1 of 2,24,11
91,1,3:26.0,,Offensive rebound by Team,24,11
92,1,3:26.0,S. Johnson enters the game for F. Jackson,,24,11
93,1,3:26.0,,D. Wright makes free throw 2 of 2,24,12
94,1,3:13.0,E. Moore makes 2-pt jump shot from 12 ft (assist by T. Frazier),,26,12
95,1,3:01.0,,J. Noah makes 2-pt dunk at rim (assist by J. Holiday),26,14
96,1,2:48.0,E. Moore misses 2-pt jump shot from 22 ft,,26,14
97,1,2:46.0,,Defensive rebound by J. Noah,26,14
98,1,2:39.0,,Turnover by J. Holiday (dbl dribble),26,14
99,1,2:39.0,,I. Rabb enters the game for J. Holiday,26,14
100,1,2:25.0,J. Randle misses 3-pt jump shot from 25 ft,,26,14
101,1,2:22.0,,Defensive rebound by I. Rabb,26,14
102,1,2:13.0,,I. Rabb makes 2-pt layup at rim (assist by C. Miles),26,16
103,1,1:50.0,Turnover by J. Randle (lost ball; steal by J. Carter),,26,16
104,1,1:45.0,,C. Miles misses 3-pt jump shot from 26 ft,26,16
105,1,1:42.0,,Offensive rebound by J. Noah,26,16
106,1,1:41.0,,J. Noah makes 2-pt layup from 1 ft,26,18
107,1,1:22.0,Turnover by T. Frazier (bad pass),,26,18
108,1,1:06.0,,J. Noah misses 2-pt layup from 2 ft (block by C. Diallo),26,18
109,1,1:02.0,Defensive rebound by E. Moore,,26,18
110,1,0:56.0,Shooting foul by C. Miles (drawn by J. Randle),,26,18
111,1,0:56.0,J. Randle makes free throw 1 of 2,,27,18
112,1,0:56.0,J. Randle makes free throw 2 of 2,,28,18
113,1,0:40.0,,J. Noah makes 2-pt dunk from 1 ft (assist by I. Rabb),28,20
114,1,0:31.0,E. Moore misses 2-pt jump shot from 16 ft,,28,20
115,1,0:26.0,,Defensive rebound by J. Carter,28,20
116,1,0:09.0,,J. Carter misses 2-pt jump shot from 19 ft,28,20
117,1,0:06.0,Defensive rebound by J. Randle,,28,20
118,1,0:01.0,T. Frazier misses 3-pt jump shot from 25 ft,,28,20
119,1,0:01.0,,Defensive rebound by I. Rabb,28,20
120,2,11:35.0,,I. Rabb makes 2-pt layup at rim (assist by J. Noah),28,22
121,2,11:15.0,J. Randle misses 3-pt jump shot from 26 ft,,28,22
122,2,11:11.0,,Defensive rebound by J. Carter,28,22
123,2,11:09.0,,J. Noah makes 2-pt layup from 1 ft (assist by J. Carter),28,24
124,2,11:09.0,,Shooting foul by C. Diallo (drawn by J. Noah),28,24
125,2,11:09.0,,J. Noah makes free throw 1 of 1,28,25
126,2,10:55.0,E. Moore misses 3-pt jump shot from 23 ft,,28,25
127,2,10:54.0,,Defensive rebound by C. Miles,28,25
128,2,10:46.0,,Personal foul by T. Frazier (drawn by J. Carter),28,25
129,2,10:41.0,,C. Miles makes 2-pt layup from 1 ft (assist by I. Rabb),28,27
130,2,10:34.0,New Orleans full timeout,,28,27
131,2,10:34.0,A. Davis enters the game for C. Diallo,,28,27
132,2,10:34.0,K. Williams enters the game for J. Randle,,28,27
133,2,10:23.0,Personal foul by J. Noah (drawn by T. Frazier),,28,27
134,2,10:12.0,S. Johnson misses 2-pt jump shot from 22 ft,,28,27
135,2,10:10.0,,Defensive rebound by I. Rabb,28,27
136,2,10:05.0,,Personal foul by S. Johnson (drawn by C. Miles),28,27
137,2,9:51.0,,D. Wright makes 2-pt jump shot from 6 ft,28,29
138,2,9:34.0,Turnover by E. Moore (bad pass; steal by J. Carter),,28,29
139,2,9:30.0,,D. Wright misses 3-pt jump shot from 26 ft,28,29
140,2,9:25.0,Defensive rebound by S. Johnson,,28,29
141,2,9:10.0,E. Moore makes 3-pt jump shot from 23 ft (assist by K. Williams),,31,29
142,2,8:55.0,,C. Miles makes 2-pt jump shot from 11 ft,31,31
143,2,8:39.0,S. Johnson misses 3-pt jump shot from 26 ft,,31,31
144,2,8:37.0,,Defensive rebound by I. Rabb,31,31
145,2,8:28.0,,Turnover by J. Noah (bad pass; steal by S. Johnson),31,31
146,2,8:24.0,K. Williams makes 2-pt layup at rim (assist by A. Davis),,33,31
147,2,8:24.0,,Memphis full timeout,33,31
148,2,8:24.0,J. Holiday enters the game for T. Frazier,,33,31
149,2,8:24.0,F. Jackson enters the game for E. Moore,,33,31
150,2,8:24.0,,B. Caboclo enters the game for J. Noah,33,31
151,2,8:24.0,,J. Jackson enters the game for I. Rabb,33,31
152,2,8:12.0,,J. Jackson misses 2-pt layup from 1 ft,33,31
153,2,8:08.0,Defensive rebound by A. Davis,,33,31
154,2,8:06.0,F. Jackson misses 2-pt layup from 1 ft,,33,31
155,2,8:01.0,Offensive rebound by K. Williams,,33,31
156,2,7:54.0,S. Johnson misses 3-pt jump shot from 24 ft,,33,31
157,2,7:53.0,,Defensive rebound by Team,33,31
158,2,7:53.0,Loose ball foul by F. Jackson (drawn by J. Jackson),,33,31
159,2,7:53.0,J. Randle enters the game for S. Johnson,,33,31
160,2,7:30.0,,D. Wright misses 2-pt jump shot from 8 ft,33,31
161,2,7:27.0,Defensive rebound by J. Randle,,33,31
162,2,7:21.0,F. Jackson makes 2-pt jump shot from 8 ft (assist by J. Holiday),,35,31
163,2,7:02.0,,J. Jackson misses 3-pt jump shot from 25 ft,35,31
164,2,7:00.0,Defensive rebound by A. Davis,,35,31
165,2,6:47.0,J. Randle misses 2-pt jump shot from 8 ft,,35,31
166,2,6:45.0,,Defensive rebound by D. Wright,35,31
167,2,6:41.0,,C. Miles misses 3-pt jump shot from 26 ft,35,31
168,2,6:38.0,,Offensive rebound by B. Caboclo,35,31
169,2,6:31.0,,J. Carter misses 3-pt jump shot from 26 ft,35,31
170,2,6:29.0,Defensive rebound by K. Williams,,35,31
171,2,6:29.0,Personal foul by B. Caboclo (drawn by K. Williams),,35,31
172,2,6:29.0,,A. Bradley enters the game for J. Carter,35,31
173,2,6:29.0,,M. Conley enters the game for C. Miles,35,31
174,2,6:29.0,,J. Holiday enters the game for D. Wright,35,31
175,2,6:12.0,J. Holiday makes 2-pt jump shot from 12 ft,,37,31
176,2,5:51.0,,M. Conley misses 2-pt layup from 4 ft,37,31
177,2,5:48.0,,Offensive rebound by M. Conley,37,31
178,2,5:37.0,,Shooting foul by A. Davis (drawn by J. Jackson),37,31
179,2,5:37.0,,J. Jackson makes free throw 1 of 2,37,32
180,2,5:37.0,,J. Jackson makes free throw 2 of 2,37,33
181,2,5:25.0,Turnover by J. Randle (step out of bounds),,37,33
182,2,5:13.0,,M. Conley makes 2-pt layup from 1 ft,37,35
183,2,4:57.0,K. Williams misses 3-pt jump shot from 26 ft,,37,35
184,2,4:54.0,Offensive rebound by J. Holiday,,37,35
185,2,4:53.0,F. Jackson misses 2-pt jump shot from 8 ft,,37,35
186,2,4:49.0,Offensive rebound by F. Jackson,,37,35
187,2,4:48.0,F. Jackson misses 2-pt layup from 2 ft,,37,35
188,2,4:43.0,Offensive rebound by A. Davis,,37,35
189,2,4:43.0,A. Davis misses 2-pt layup from 1 ft,,37,35
190,2,4:43.0,,Defensive rebound by M. Conley,37,35
191,2,4:42.0,,J. Holiday misses 2-pt layup from 1 ft,37,35
192,2,4:42.0,,Offensive rebound by J. Holiday,37,35
193,2,4:36.0,,J. Holiday makes 2-pt layup at rim,37,37
194,2,4:28.0,J. Holiday misses 2-pt layup from 2 ft (block by B. Caboclo),,37,37
195,2,4:28.0,Offensive rebound by Team,,37,37
196,2,4:25.0,F. Jackson misses 2-pt jump shot from 17 ft,,37,37
197,2,4:19.0,Offensive rebound by K. Williams,,37,37
198,2,4:09.0,F. Jackson misses 2-pt layup from 2 ft,,37,37
199,2,4:09.0,,Defensive rebound by B. Caboclo,37,37
200,2,4:06.0,,Turnover by B. Caboclo (bad pass; steal by A. Davis),37,37
201,2,4:04.0,,Violation by Team (kicked ball),37,37
202,2,4:04.0,,I. Rabb enters the game for B. Caboclo,37,37
203,2,3:59.0,Personal foul by A. Bradley (drawn by J. Holiday),,37,37
204,2,3:53.0,J. Holiday misses 3-pt jump shot from 28 ft,,37,37
205,2,3:50.0,Offensive rebound by K. Williams,,37,37
206,2,3:48.0,J. Holiday makes 2-pt layup at rim (assist by K. Williams),,39,37
207,2,3:33.0,,A. Bradley misses 3-pt jump shot from 26 ft,39,37
208,2,3:30.0,Defensive rebound by A. Davis,,39,37
209,2,3:21.0,J. Holiday misses 2-pt jump shot from 13 ft,,39,37
210,2,3:19.0,Offensive rebound by J. Randle,,39,37
211,2,3:19.0,Personal foul by I. Rabb (drawn by J. Randle),,39,37
212,2,3:12.0,F. Jackson misses 3-pt jump shot from 26 ft,,39,37
213,2,3:07.0,Offensive rebound by J. Holiday,,39,37
214,2,3:06.0,K. Williams makes 3-pt jump shot from 26 ft (assist by J. Holiday),,42,37
215,2,2:45.0,,Shooting foul by J. Randle (drawn by I. Rabb),42,37
216,2,2:45.0,,I. Rabb makes free throw 1 of 2,42,38
217,2,2:45.0,,J. Noah enters the game for J. Jackson,42,38
218,2,2:45.0,,I. Rabb makes free throw 2 of 2,42,39
219,2,2:24.0,J. Randle misses 2-pt jump shot from 10 ft,,42,39
220,2,2:21.0,,Defensive rebound by I. Rabb,42,39
221,2,2:13.0,,A. Bradley misses 2-pt jump shot from 8 ft,42,39
222,2,2:10.0,Defensive rebound by A. Davis,,42,39
223,2,2:00.0,F. Jackson misses 2-pt layup from 2 ft,,42,39
224,2,1:57.0,,Defensive rebound by I. Rabb,42,39
225,2,1:50.0,,M. Conley misses 3-pt jump shot from 25 ft,42,39
226,2,1:46.0,Defensive rebound by K. Williams,,42,39
227,2,1:39.0,Offensive foul by A. Davis (drawn by J. Holiday),,42,39
228,2,1:39.0,Turnover by A. Davis (offensive foul),,42,39
229,2,1:20.0,,I. Rabb misses 2-pt jump shot from 20 ft,42,39
230,2,1:15.0,Defensive rebound by J. Holiday,,42,39
231,2,1:09.0,F. Jackson misses 3-pt jump shot from 23 ft,,42,39
232,2,1:05.0,,Defensive rebound by J. Noah,42,39
233,2,1:02.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by J. Noah),42,41
234,2,0:49.0,K. Williams misses 3-pt jump shot from 26 ft,,42,41
235,2,0:47.0,,Defensive rebound by I. Rabb,42,41
236,2,0:33.0,,A. Bradley misses 2-pt jump shot from 19 ft,42,41
237,2,0:30.0,,Offensive rebound by I. Rabb,42,41
238,2,0:28.0,,J. Holiday misses 3-pt jump shot from 24 ft,42,41
239,2,0:25.0,Defensive rebound by J. Holiday,,42,41
240,2,0:05.0,J. Holiday misses 2-pt jump shot from 12 ft,,42,41
241,2,0:05.0,Offensive rebound by J. Randle,,42,41
242,2,0:00.0,J. Randle makes 2-pt jump shot from 9 ft,,44,41
243,3,11:45.0,,I. Rabb makes 2-pt dunk at rim (assist by M. Conley),44,43
244,3,11:32.0,Turnover by J. Holiday (lost ball; steal by A. Bradley),,44,43
245,3,11:30.0,,A. Bradley makes 2-pt layup from 1 ft,44,45
246,3,11:18.0,Personal foul by I. Rabb (drawn by J. Holiday),,44,45
247,3,11:07.0,Turnover by A. Davis (traveling),,44,45
248,3,10:51.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by M. Conley),44,48
249,3,10:41.0,J. Holiday makes 2-pt layup from 1 ft,,46,48
250,3,10:27.0,,A. Bradley misses 2-pt jump shot from 22 ft,46,48
251,3,10:25.0,Defensive rebound by A. Davis,,46,48
252,3,10:18.0,D. Miller misses 2-pt jump shot from 15 ft,,46,48
253,3,10:15.0,,Defensive rebound by I. Rabb,46,48
254,3,10:10.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Bradley),46,51
255,3,10:09.0,New Orleans full timeout,,46,51
256,3,9:51.0,D. Miller makes 3-pt jump shot from 23 ft (assist by A. Davis),,49,51
257,3,9:34.0,,Turnover by A. Bradley (lost ball; steal by F. Jackson),49,51
258,3,9:30.0,F. Jackson makes 2-pt layup from 1 ft,,51,51
259,3,9:13.0,,Turnover by J. Holiday (out of bounds lost ball),51,51
260,3,9:13.0,T. Frazier enters the game for F. Jackson,,51,51
261,3,9:02.0,J. Holiday misses 2-pt jump shot from 2 ft,,51,51
262,3,8:59.0,,Defensive rebound by J. Jackson,51,51
263,3,8:44.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by I. Rabb),51,53
264,3,8:20.0,D. Miller makes 2-pt jump shot from 6 ft (assist by K. Williams),,53,53
265,3,8:02.0,,J. Jackson misses 2-pt jump shot from 15 ft,53,53
266,3,7:59.0,Defensive rebound by K. Williams,,53,53
267,3,7:50.0,D. Miller misses 3-pt jump shot from 26 ft,,53,53
268,3,7:48.0,,Defensive rebound by M. Conley,53,53
269,3,7:40.0,,J. Jackson makes 2-pt hook shot from 5 ft (assist by M. Conley),53,55
270,3,7:30.0,A. Davis misses 3-pt jump shot from 25 ft,,53,55
271,3,7:26.0,,Defensive rebound by J. Jackson,53,55
272,3,7:18.0,,Personal foul by A. Davis (drawn by I. Rabb),53,55
273,3,7:06.0,,J. Jackson misses 2-pt layup from 2 ft,53,55
274,3,7:04.0,Defensive rebound by A. Davis,,53,55
275,3,6:58.0,K. Williams makes 2-pt layup at rim,,55,55
276,3,6:39.0,,I. Rabb misses 2-pt hook shot from 8 ft,55,55
277,3,6:36.0,Defensive rebound by A. Davis,,55,55
278,3,6:32.0,J. Holiday makes 2-pt dunk from 1 ft (assist by A. Davis),,57,55
279,3,6:32.0,,Memphis full timeout,57,55
280,3,6:32.0,E. Moore enters the game for J. Holiday,,57,55
281,3,6:32.0,,J. Noah enters the game for A. Bradley,57,55
282,3,6:32.0,,D. Wright enters the game for I. Rabb,57,55
283,3,6:16.0,,J. Jackson misses 2-pt hook shot from 7 ft,57,55
284,3,6:12.0,,Offensive rebound by J. Noah,57,55
285,3,6:12.0,,J. Noah makes 2-pt layup from 1 ft,57,57
286,3,5:53.0,Turnover by E. Moore (palming),,57,57
287,3,5:29.0,,J. Noah misses 2-pt layup from 2 ft (block by K. Williams),57,57
288,3,5:29.0,,Offensive rebound by Team,57,57
289,3,5:29.0,,Turnover by Team (shot clock),57,57
290,3,5:18.0,D. Miller misses 3-pt jump shot from 25 ft,,57,57
291,3,5:15.0,,Defensive rebound by J. Noah,57,57
292,3,5:06.0,,D. Wright misses 3-pt jump shot from 23 ft,57,57
293,3,5:03.0,Defensive rebound by A. Davis,,57,57
294,3,4:54.0,A. Davis makes 2-pt layup from 1 ft (assist by K. Williams),,59,57
295,3,4:54.0,Shooting foul by J. Noah (drawn by A. Davis),,59,57
296,3,4:54.0,J. Randle enters the game for D. Miller,,59,57
297,3,4:54.0,A. Davis makes free throw 1 of 1,,60,57
298,3,4:43.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by M. Conley),60,60
299,3,4:26.0,E. Moore misses 2-pt jump shot from 9 ft,,60,60
300,3,4:22.0,,Defensive rebound by M. Conley,60,60
301,3,4:18.0,,J. Noah makes 2-pt dunk from 1 ft (assist by M. Conley),60,62
302,3,3:59.0,K. Williams misses 2-pt layup from 1 ft (block by J. Jackson),,60,62
303,3,3:59.0,Offensive rebound by Team,,60,62
304,3,3:59.0,C. Diallo enters the game for A. Davis,,60,62
305,3,3:50.0,J. Randle misses 3-pt jump shot from 24 ft,,60,62
306,3,3:48.0,,Defensive rebound by J. Noah,60,62
307,3,3:43.0,,M. Conley makes 2-pt layup from 5 ft,60,64
308,3,3:28.0,Offensive foul by C. Diallo (drawn by M. Conley),,60,64
309,3,3:28.0,Turnover by C. Diallo (offensive foul),,60,64
310,3,3:10.0,,M. Conley misses 3-pt jump shot from 27 ft,60,64
311,3,3:06.0,Defensive rebound by C. Diallo,,60,64
312,3,2:59.0,E. Moore misses 3-pt jump shot from 25 ft,,60,64
313,3,2:55.0,Offensive rebound by C. Diallo,,60,64
314,3,2:54.0,K. Williams misses 3-pt jump shot from 25 ft,,60,64
315,3,2:51.0,Offensive rebound by E. Moore,,60,64
316,3,2:48.0,Turnover by E. Moore (lost ball; steal by J. Jackson),,60,64
317,3,2:42.0,,Personal foul by T. Frazier (drawn by M. Conley),60,64
318,3,2:42.0,New Orleans full timeout,,60,64
319,3,2:42.0,,J. Carter enters the game for M. Conley,60,64
320,3,2:42.0,,C. Miles enters the game for J. Holiday,60,64
321,3,2:35.0,,J. Noah makes 2-pt layup from 3 ft (assist by D. Wright),60,66
322,3,2:35.0,D. Miller enters the game for K. Williams,,60,66
323,3,2:14.0,Turnover by J. Randle (lost ball),,60,66
324,3,2:04.0,,C. Miles makes 2-pt layup from 1 ft (assist by J. Jackson),60,68
325,3,1:46.0,Personal foul by J. Carter (drawn by J. Randle),,60,68
326,3,1:38.0,D. Miller misses 3-pt jump shot from 26 ft,,60,68
327,3,1:36.0,,Defensive rebound by J. Jackson,60,68
328,3,1:31.0,,J. Jackson misses 2-pt hook shot from 7 ft,60,68
329,3,1:22.0,Defensive rebound by C. Diallo,,60,68
330,3,1:13.0,Turnover by T. Frazier (bad pass),,60,68
331,3,1:12.0,Loose ball foul by T. Frazier (drawn by J. Jackson),,60,68
332,3,1:07.0,,C. Miles makes 2-pt jump shot from 22 ft (assist by D. Wright),60,70
333,3,0:44.0,E. Moore misses 2-pt layup from 3 ft,,60,70
334,3,0:44.0,Offensive rebound by J. Randle,,60,70
335,3,0:44.0,J. Randle makes 2-pt layup at rim,,62,70
336,3,0:32.0,,Shooting foul by J. Randle (drawn by J. Noah),62,70
337,3,0:32.0,,J. Noah makes free throw 1 of 2,62,71
338,3,0:32.0,,B. Caboclo enters the game for J. Jackson,62,71
339,3,0:32.0,,J. Noah makes free throw 2 of 2,62,72
340,3,0:10.0,J. Randle misses 2-pt layup from 2 ft,,62,72
341,3,0:08.0,,Defensive rebound by J. Noah,62,72
342,3,0:01.0,,J. Carter misses 3-pt jump shot from 23 ft,62,72
343,3,0:01.0,,Offensive rebound by Team,62,72
344,4,11:43.0,J. Holiday misses 2-pt jump shot from 11 ft,,62,72
345,4,11:42.0,Offensive rebound by Team,,62,72
346,4,11:42.0,,Loose ball foul by B. Caboclo (drawn by J. Randle),62,72
347,4,11:35.0,Shooting foul by D. Wright (drawn by A. Davis),,62,72
348,4,11:35.0,A. Davis makes free throw 1 of 2,,63,72
349,4,11:35.0,A. Davis makes free throw 2 of 2,,64,72
350,4,11:22.0,,D. Wright makes 2-pt jump shot from 12 ft,64,74
351,4,11:08.0,I. Clark misses 3-pt jump shot from 27 ft,,64,74
352,4,11:05.0,,Defensive rebound by J. Noah,64,74
353,4,10:53.0,,B. Caboclo misses 3-pt jump shot from 23 ft,64,74
354,4,10:51.0,Defensive rebound by A. Davis,,64,74
355,4,10:46.0,J. Holiday makes 2-pt jump shot from 4 ft,,66,74
356,4,10:28.0,,B. Caboclo misses 3-pt jump shot from 26 ft,66,74
357,4,10:26.0,Defensive rebound by J. Holiday,,66,74
358,4,10:21.0,Shooting foul by B. Caboclo (drawn by J. Randle),,66,74
359,4,10:21.0,J. Randle makes free throw 1 of 2,,67,74
360,4,10:21.0,,I. Rabb enters the game for B. Caboclo,67,74
361,4,10:21.0,J. Randle misses free throw 2 of 2,,67,74
362,4,10:15.0,Offensive rebound by A. Davis,,67,74
363,4,10:10.0,J. Holiday misses 2-pt jump shot from 3 ft,,67,74
364,4,10:08.0,Offensive rebound by J. Holiday,,67,74
365,4,10:05.0,A. Davis misses 2-pt jump shot from 18 ft,,67,74
366,4,10:04.0,,Defensive rebound by Team,67,74
367,4,9:50.0,,Turnover by J. Carter (out of bounds lost ball),67,74
368,4,9:35.0,J. Randle makes 2-pt layup from 2 ft (assist by A. Davis),,69,74
369,4,9:33.0,,Memphis full timeout,69,74
370,4,9:33.0,,M. Conley enters the game for J. Carter,69,74
371,4,9:16.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by M. Conley),69,77
372,4,9:00.0,I. Clark misses 3-pt jump shot from 24 ft,,69,77
373,4,8:57.0,,Defensive rebound by C. Miles,69,77
374,4,8:45.0,,J. Noah misses 2-pt jump shot from 21 ft,69,77
375,4,8:41.0,Defensive rebound by K. Williams,,69,77
376,4,8:37.0,Offensive foul by J. Randle (drawn by J. Noah),,69,77
377,4,8:37.0,Turnover by J. Randle (offensive foul),,69,77
378,4,8:23.0,,J. Noah makes 2-pt dunk at rim (assist by C. Miles),69,79
379,4,8:09.0,J. Randle makes 2-pt dunk from 1 ft (assist by A. Davis),,71,79
380,4,7:49.0,,D. Wright misses 3-pt jump shot from 25 ft,71,79
381,4,7:46.0,Defensive rebound by A. Davis,,71,79
382,4,7:38.0,Turnover by I. Clark (bad pass; steal by D. Wright),,71,79
383,4,7:35.0,,D. Wright makes 2-pt layup from 2 ft (assist by M. Conley),71,81
384,4,7:35.0,Violation by Team (def goaltending),,71,81
385,4,7:09.0,I. Clark makes 2-pt jump shot from 9 ft (assist by J. Holiday),,73,81
386,4,6:52.0,,C. Miles makes 2-pt jump shot from 20 ft (assist by J. Noah),73,83
387,4,6:32.0,Personal foul by I. Rabb (drawn by A. Davis),,73,83
388,4,6:32.0,F. Jackson enters the game for I. Clark,,73,83
389,4,6:32.0,D. Miller enters the game for J. Randle,,73,83
390,4,6:32.0,,A. Bradley enters the game for I. Rabb,73,83
391,4,6:32.0,,J. Jackson enters the game for D. Wright,73,83
