,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BOSTON_ACTION,MEMPHIS_SCORE,BOSTON_SCORE
51,1,6:07.0,Shooting foul by M. Smart (drawn by J. Jackson),,11,16
52,1,6:07.0,J. Jackson makes free throw 1 of 2,,12,16
53,1,6:07.0,J. Jackson misses free throw 2 of 2,,12,16
54,1,6:07.0,,Defensive rebound by M. Morris,12,16
55,1,5:51.0,,J. Tatum misses 2-pt jump shot from 7 ft,12,16
56,1,5:49.0,Defensive rebound by J. Holiday,,12,16
57,1,5:43.0,M. Gasol misses 2-pt layup from 5 ft (block by J. Tatum),,12,16
58,1,5:42.0,Offensive rebound by Team,,12,16
59,1,5:42.0,S. Mack enters the game for M. Conley,,12,16
60,1,5:42.0,,G. Hayward enters the game for M. Smart,12,16
61,1,5:34.0,J. Jackson makes 2-pt dunk from 4 ft (assist by M. Gasol),,14,16
62,1,5:18.0,,J. Tatum misses 3-pt jump shot from 26 ft,14,16
63,1,5:17.0,Defensive rebound by J. Holiday,,14,16
64,1,5:05.0,M. Gasol misses 2-pt layup from 2 ft,,14,16
65,1,5:03.0,,Defensive rebound by J. Tatum,14,16
66,1,4:55.0,,Offensive foul by G. Hayward (drawn by J. Holiday),14,16
67,1,4:55.0,,Turnover by G. Hayward (offensive foul),14,16
68,1,4:55.0,J. Green enters the game for J. Jackson,,14,16
69,1,4:39.0,J. Holiday misses 2-pt jump shot from 19 ft,,14,16
70,1,4:37.0,,Defensive rebound by M. Morris,14,16
71,1,4:24.0,,M. Morris misses 2-pt layup from 3 ft (block by J. Green),14,16
72,1,4:23.0,Defensive rebound by S. Mack,,14,16
73,1,4:18.0,O. Casspi makes 2-pt dunk from 2 ft (assist by S. Mack),,16,16
74,1,4:01.0,,J. Tatum misses 2-pt layup from 3 ft (block by O. Casspi),16,16
75,1,3:59.0,,Offensive rebound by K. Irving,16,16
76,1,3:53.0,,Turnover by J. Tatum (bad pass; steal by J. Holiday),16,16
77,1,3:39.0,J. Green makes 3-pt jump shot from 24 ft (assist by J. Holiday),,19,16
78,1,3:25.0,,G. Hayward misses 3-pt jump shot from 25 ft,19,16
79,1,3:24.0,Defensive rebound by M. Gasol,,19,16
80,1,3:18.0,O. Casspi makes 3-pt jump shot from 28 ft (assist by S. Mack),,22,16
81,1,3:15.0,,Boston full timeout,22,16
82,1,3:15.0,J. Carter enters the game for J. Holiday,,22,16
83,1,3:15.0,,A. Baynes enters the game for A. Horford,22,16
84,1,3:15.0,,J. Brown enters the game for M. Morris,22,16
85,1,3:15.0,,T. Rozier enters the game for J. Tatum,22,16
86,1,3:01.0,,J. Brown makes 2-pt jump shot from 13 ft (assist by G. Hayward),22,18
87,1,2:42.0,Turnover by J. Green (step out of bounds),,22,18
88,1,2:42.0,J. Jackson enters the game for M. Gasol,,22,18
89,1,2:30.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by G. Hayward),22,20
90,1,2:30.0,,Shooting foul by J. Jackson (drawn by K. Irving),22,20
91,1,2:30.0,,K. Irving makes free throw 1 of 1,22,21
92,1,2:15.0,S. Mack misses 2-pt jump shot from 11 ft,,22,21
93,1,2:13.0,,Defensive rebound by A. Baynes,22,21
94,1,2:06.0,Violation by Team (kicked ball),,22,21
95,1,1:57.0,,G. Hayward misses 3-pt jump shot from 25 ft,22,21
96,1,1:56.0,,Offensive rebound by A. Baynes,22,21
97,1,1:54.0,,A. Baynes misses 2-pt layup from 2 ft,22,21
98,1,1:53.0,,Offensive rebound by A. Baynes,22,21
99,1,1:53.0,,A. Baynes makes 2-pt layup from 2 ft,22,23
100,1,1:46.0,Shooting foul by J. Brown (drawn by J. Jackson),,22,23
101,1,1:46.0,J. Jackson makes free throw 1 of 2,,23,23
102,1,1:46.0,,M. Smart enters the game for K. Irving,23,23
103,1,1:46.0,J. Jackson makes free throw 2 of 2,,24,23
104,1,1:30.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by G. Hayward),24,26
105,1,1:17.0,Turnover by S. Mack (bad pass; steal by M. Smart),,24,26
106,1,1:12.0,,Shooting foul by J. Jackson (drawn by J. Brown),24,26
107,1,1:12.0,,J. Brown makes free throw 1 of 2,24,27
108,1,1:12.0,M. Conley enters the game for J. Carter,,24,27
109,1,1:12.0,J. Noah enters the game for J. Jackson,,24,27
110,1,1:12.0,,J. Brown makes free throw 2 of 2,24,28
111,1,0:59.0,Turnover by J. Noah (lost ball; steal by G. Hayward),,24,28
112,1,0:54.0,,J. Brown misses 3-pt jump shot from 25 ft,24,28
113,1,0:53.0,,Offensive rebound by Team,24,28
114,1,0:53.0,Loose ball foul by J. Noah (drawn by A. Baynes),,24,28
115,1,0:53.0,,A. Baynes makes free throw 1 of 2,24,29
116,1,0:53.0,,A. Baynes makes free throw 2 of 2,24,30
117,1,0:46.0,S. Mack misses 2-pt layup from 3 ft (block by A. Baynes),,24,30
118,1,0:45.0,,Defensive rebound by M. Smart,24,30
119,1,0:42.0,,J. Brown makes 2-pt dunk from 1 ft (assist by T. Rozier),24,32
120,1,0:30.0,M. Conley misses 3-pt jump shot from 24 ft,,24,32
121,1,0:28.0,,Defensive rebound by A. Baynes,24,32
122,1,0:22.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by T. Rozier),24,35
123,1,0:03.0,M. Conley misses 2-pt jump shot from 9 ft,,24,35
124,1,0:02.0,,Defensive rebound by A. Baynes,24,35
125,2,11:45.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),24,38
126,2,11:45.0,,Shooting foul by M. Conley (drawn by T. Rozier),24,38
127,2,11:45.0,,T. Rozier makes free throw 1 of 1,24,39
128,2,11:37.0,Personal foul by T. Rozier (drawn by S. Mack),,24,39
129,2,11:32.0,M. Conley makes 2-pt layup from 4 ft (assist by S. Mack),,26,39
130,2,11:17.0,,Personal foul by S. Mack (drawn by T. Rozier),26,39
131,2,11:08.0,,T. Rozier misses 2-pt jump shot from 7 ft,26,39
132,2,11:07.0,Defensive rebound by J. Noah,,26,39
133,2,10:58.0,O. Casspi misses 2-pt layup from 11 ft (block by M. Smart),,26,39
134,2,10:56.0,,Defensive rebound by J. Brown,26,39
135,2,10:44.0,,Turnover by T. Rozier (bad pass; steal by J. Noah),26,39
136,2,10:38.0,M. Conley misses 2-pt layup from 6 ft,,26,39
137,2,10:37.0,,Defensive rebound by M. Smart,26,39
138,2,10:28.0,,J. Brown misses 3-pt jump shot from 24 ft,26,39
139,2,10:27.0,Defensive rebound by J. Noah,,26,39
140,2,10:15.0,J. Green misses 2-pt jump shot from 20 ft,,26,39
141,2,10:13.0,,Defensive rebound by T. Rozier,26,39
142,2,10:00.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by T. Rozier),26,42
143,2,9:44.0,S. Mack misses 2-pt jump shot from 13 ft,,26,42
144,2,9:43.0,Offensive rebound by J. Noah,,26,42
145,2,9:42.0,J. Noah misses 2-pt layup from 2 ft,,26,42
146,2,9:40.0,,Defensive rebound by M. Smart,26,42
147,2,9:30.0,,M. Smart misses 3-pt jump shot from 25 ft,26,42
148,2,9:29.0,Defensive rebound by O. Casspi,,26,42
149,2,9:19.0,O. Casspi makes 2-pt layup from 4 ft (assist by J. Noah),,28,42
150,2,8:53.0,,T. Rozier misses 3-pt jump shot from 25 ft,28,42
151,2,8:52.0,,Offensive rebound by A. Baynes,28,42
152,2,8:40.0,,Turnover by A. Baynes (lost ball; steal by J. Noah),28,42
153,2,8:36.0,S. Mack makes 2-pt layup from 5 ft (assist by J. Noah),,30,42
154,2,8:21.0,,G. Hayward makes 2-pt jump shot from 17 ft (assist by M. Smart),30,44
155,2,7:59.0,J. Green makes 3-pt jump shot from 27 ft (assist by S. Mack),,33,44
156,2,7:43.0,,Turnover by G. Hayward (lost ball; steal by J. Noah),33,44
157,2,7:38.0,S. Mack makes 2-pt layup from 4 ft,,35,44
158,2,7:38.0,Shooting foul by A. Baynes (drawn by S. Mack),,35,44
159,2,7:38.0,G. Temple enters the game for O. Casspi,,35,44
160,2,7:38.0,,J. Tatum enters the game for G. Hayward,35,44
161,2,7:38.0,S. Mack makes free throw 1 of 1,,36,44
162,2,7:34.0,,Boston full timeout,36,44
163,2,7:34.0,J. Holiday enters the game for S. Mack,,36,44
164,2,7:34.0,,A. Horford enters the game for A. Baynes,36,44
165,2,7:28.0,,Turnover by J. Brown (lost ball; steal by J. Green),36,44
166,2,7:09.0,G. Temple misses 3-pt jump shot from 24 ft,,36,44
167,2,7:04.0,Offensive rebound by G. Temple,,36,44
168,2,6:57.0,Personal foul by T. Rozier (drawn by J. Green),,36,44
169,2,6:51.0,Shooting foul by M. Smart (drawn by J. Green),,36,44
170,2,6:51.0,J. Green makes free throw 1 of 2,,37,44
171,2,6:51.0,J. Green makes free throw 2 of 2,,38,44
172,2,6:41.0,,Offensive foul by M. Smart (drawn by M. Conley),38,44
173,2,6:41.0,,Turnover by M. Smart (offensive foul),38,44
174,2,6:41.0,,K. Irving enters the game for M. Smart,38,44
175,2,6:19.0,J. Green misses 2-pt hook shot from 6 ft,,38,44
176,2,6:18.0,,Defensive rebound by J. Tatum,38,44
177,2,6:13.0,,Personal foul by M. Conley (drawn by K. Irving),38,44
178,2,6:13.0,M. Gasol enters the game for J. Green,,38,44
179,2,6:13.0,J. Jackson enters the game for J. Noah,,38,44
180,2,6:03.0,,Turnover by K. Irving (bad pass),38,44
181,2,5:45.0,Turnover by J. Jackson (out of bounds lost ball),,38,44
182,2,5:33.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by K. Irving),38,47
183,2,5:15.0,J. Jackson makes 2-pt hook shot from 7 ft (assist by M. Conley),,40,47
184,2,5:02.0,,K. Irving misses 2-pt layup from 5 ft,40,47
185,2,5:00.0,Defensive rebound by G. Temple,,40,47
186,2,4:53.0,Offensive foul by J. Jackson (drawn by J. Brown),,40,47
187,2,4:53.0,Turnover by J. Jackson (offensive foul),,40,47
188,2,4:53.0,J. Green enters the game for J. Jackson,,40,47
189,2,4:53.0,,M. Morris enters the game for T. Rozier,40,47
190,2,4:42.0,,Turnover by M. Morris (bad pass),40,47
191,2,4:27.0,M. Conley makes 3-pt jump shot from 27 ft (assist by M. Gasol),,43,47
192,2,4:14.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Irving),43,49
193,2,3:50.0,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Conley),,46,49
194,2,3:50.0,,G. Hayward enters the game for J. Brown,46,49
195,2,3:26.0,,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),46,51
196,2,3:13.0,Personal foul by M. Morris (drawn by M. Conley),,46,51
197,2,3:13.0,M. Conley makes free throw 1 of 2,,47,51
198,2,3:13.0,M. Conley makes free throw 2 of 2,,48,51
199,2,2:59.0,,K. Irving misses 2-pt jump shot from 11 ft,48,51
200,2,2:57.0,Defensive rebound by J. Green,,48,51
201,2,2:45.0,M. Conley misses 3-pt jump shot from 25 ft,,48,51
202,2,2:44.0,,Defensive rebound by K. Irving,48,51
203,2,2:35.0,,Shooting foul by M. Gasol (drawn by K. Irving),48,51
204,2,2:35.0,Memphis full timeout,,48,51
205,2,2:35.0,,K. Irving makes free throw 1 of 2,48,52
206,2,2:35.0,,K. Irving misses free throw 2 of 2,48,52
207,2,2:35.0,Defensive rebound by J. Green,,48,52
208,2,2:12.0,J. Holiday misses 2-pt layup from 4 ft,,48,52
209,2,2:11.0,Offensive rebound by J. Green,,48,52
210,2,2:09.0,J. Green makes 2-pt layup from 3 ft,,50,52
211,2,1:50.0,,G. Hayward misses 2-pt layup from 4 ft (block by J. Green),50,52
212,2,1:50.0,Defensive rebound by M. Gasol,,50,52
213,2,1:40.0,J. Green makes 2-pt layup from 3 ft (assist by M. Gasol),,52,52
214,2,1:27.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),52,54
215,2,1:13.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Conley),,55,54
216,2,1:03.0,Violation by Team (kicked ball),,55,54
217,2,0:57.0,,M. Morris misses 3-pt jump shot from 25 ft,55,54
218,2,0:55.0,Defensive rebound by M. Gasol,,55,54
219,2,0:44.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Gasol),,58,54
220,2,0:36.0,,K. Irving makes 2-pt layup from 2 ft,58,56
221,2,0:30.0,Personal foul by K. Irving (drawn by J. Holiday),,58,56
222,2,0:30.0,J. Holiday makes free throw 1 of 2,,59,56
223,2,0:30.0,S. Mack enters the game for G. Temple,,59,56
224,2,0:30.0,J. Holiday makes free throw 2 of 2,,60,56
225,2,0:20.0,,K. Irving makes 2-pt layup from 2 ft,60,58
226,2,0:01.0,M. Conley makes 2-pt layup from 4 ft,,62,58
227,2,0:00.0,,M. Morris misses 3-pt jump shot from 62 ft,62,58
228,2,0:00.0,,Offensive rebound by Team,62,58
229,3,11:43.0,,K. Irving makes 2-pt layup from 4 ft (assist by J. Tatum),62,60
230,3,11:43.0,,Shooting foul by J. Holiday (drawn by K. Irving),62,60
231,3,11:43.0,,K. Irving misses free throw 1 of 1,62,60
232,3,11:43.0,Defensive rebound by G. Temple,,62,60
233,3,11:23.0,J. Jackson misses 2-pt hook shot from 6 ft,,62,60
234,3,11:20.0,,Defensive rebound by K. Irving,62,60
235,3,11:10.0,,M. Morris makes 2-pt layup from 2 ft (assist by M. Smart),62,62
236,3,10:55.0,M. Gasol misses 3-pt jump shot from 25 ft,,62,62
237,3,10:54.0,,Defensive rebound by J. Tatum,62,62
238,3,10:48.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by J. Tatum),62,65
239,3,10:47.0,Memphis full timeout,,62,65
240,3,10:29.0,G. Temple misses 3-pt jump shot from 23 ft,,62,65
241,3,10:28.0,Offensive rebound by M. Gasol,,62,65
242,3,10:24.0,M. Conley makes 3-pt jump shot from 26 ft (assist by M. Gasol),,65,65
243,3,10:09.0,,K. Irving misses 2-pt jump shot from 9 ft (block by G. Temple),65,65
244,3,10:08.0,,Offensive rebound by J. Tatum,65,65
245,3,10:04.0,,M. Morris misses 3-pt jump shot from 23 ft,65,65
246,3,10:03.0,Defensive rebound by M. Gasol,,65,65
247,3,9:47.0,M. Conley makes 3-pt jump shot from 23 ft (assist by G. Temple),,68,65
248,3,9:29.0,,J. Tatum misses 2-pt jump shot from 10 ft,68,65
249,3,9:26.0,Defensive rebound by M. Gasol,,68,65
250,3,9:16.0,J. Jackson misses 3-pt jump shot from 22 ft,,68,65
251,3,9:15.0,,Defensive rebound by A. Horford,68,65
252,3,8:58.0,,J. Tatum misses 2-pt jump shot from 15 ft,68,65
253,3,8:56.0,,Offensive rebound by Team,68,65
254,3,8:41.0,,A. Horford makes 3-pt jump shot from 22 ft (assist by K. Irving),68,68
255,3,8:27.0,Shooting foul by K. Irving (drawn by M. Gasol),,68,68
256,3,8:27.0,M. Gasol makes free throw 1 of 2,,69,68
257,3,8:27.0,,A. Baynes enters the game for M. Morris,69,68
258,3,8:27.0,M. Gasol makes free throw 2 of 2,,70,68
259,3,8:14.0,,K. Irving makes 2-pt jump shot from 14 ft,70,70
260,3,8:14.0,,Shooting foul by G. Temple (drawn by K. Irving),70,70
261,3,8:14.0,,K. Irving makes free throw 1 of 1,70,71
262,3,7:52.0,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Holiday),,73,71
263,3,7:37.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Baynes),73,74
264,3,7:21.0,J. Jackson misses 2-pt hook shot from 8 ft,,73,74
265,3,7:20.0,,Defensive rebound by J. Tatum,73,74
266,3,7:11.0,,A. Baynes misses 3-pt jump shot from 27 ft,73,74
267,3,7:10.0,Defensive rebound by M. Gasol,,73,74
268,3,6:58.0,J. Holiday misses 3-pt jump shot from 24 ft,,73,74
269,3,6:57.0,,Defensive rebound by M. Smart,73,74
270,3,6:51.0,,Offensive foul by J. Tatum (drawn by M. Gasol),73,74
271,3,6:51.0,,Turnover by J. Tatum (offensive foul),73,74
272,3,6:51.0,S. Mack enters the game for M. Conley,,73,74
273,3,6:34.0,G. Temple makes 2-pt layup from 2 ft (assist by M. Gasol),,75,74
274,3,6:22.0,,K. Irving makes 2-pt jump shot from 14 ft,75,76
275,3,6:00.0,M. Gasol misses 2-pt jump shot from 7 ft,,75,76
276,3,5:59.0,,Defensive rebound by A. Baynes,75,76
277,3,5:52.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Horford),75,79
278,3,5:27.0,S. Mack makes 3-pt jump shot from 26 ft (assist by M. Gasol),,78,79
279,3,5:10.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by K. Irving),78,82
280,3,4:45.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by S. Mack),,80,82
281,3,4:19.0,,A. Horford makes 2-pt jump shot from 10 ft,80,84
282,3,3:57.0,J. Jackson misses 2-pt jump shot from 6 ft,,80,84
283,3,3:56.0,Offensive rebound by J. Jackson,,80,84
284,3,3:55.0,J. Jackson misses 2-pt jump shot from 7 ft (block by A. Baynes),,80,84
285,3,3:54.0,,Defensive rebound by K. Irving,80,84
286,3,3:50.0,,Turnover by K. Irving (lost ball; steal by J. Holiday),80,84
287,3,3:42.0,Turnover by J. Holiday (bad pass; steal by M. Smart),,80,84
288,3,3:39.0,,Personal foul by G. Temple (drawn by A. Baynes),80,84
289,3,3:39.0,O. Casspi enters the game for M. Gasol,,80,84
290,3,3:39.0,M. Conley enters the game for J. Holiday,,80,84
291,3,3:39.0,J. Noah enters the game for G. Temple,,80,84
292,3,3:39.0,,G. Hayward enters the game for A. Horford,80,84
293,3,3:39.0,,G. Yabusele enters the game for J. Tatum,80,84
294,3,3:27.0,,Personal foul by S. Mack (drawn by K. Irving),80,84
295,3,3:27.0,,Technical foul by K. Irving,80,84
296,3,3:27.0,Technical foul by S. Mack,,80,84
297,3,3:19.0,,M. Smart misses 3-pt jump shot from 26 ft,80,84
298,3,3:18.0,,Offensive rebound by G. Yabusele,80,84
299,3,3:08.0,,K. Irving misses 3-pt jump shot from 27 ft,80,84
300,3,3:07.0,,Offensive rebound by A. Baynes,80,84
301,3,3:07.0,,A. Baynes makes 2-pt layup from 2 ft,80,86
302,3,2:55.0,Shooting foul by A. Baynes (drawn by J. Noah),,80,86
303,3,2:55.0,,Boston full timeout,80,86
304,3,2:55.0,J. Noah makes free throw 1 of 2,,81,86
305,3,2:55.0,J. Green enters the game for J. Jackson,,81,86
306,3,2:55.0,,T. Rozier enters the game for M. Smart,81,86
307,3,2:55.0,J. Noah makes free throw 2 of 2,,82,86
308,3,2:34.0,,G. Hayward misses 2-pt jump shot from 22 ft,82,86
309,3,2:33.0,,Offensive rebound by A. Baynes,82,86
310,3,2:33.0,,A. Baynes misses 2-pt layup at rim,82,86
311,3,2:31.0,,Offensive rebound by A. Baynes,82,86
312,3,2:27.0,,T. Rozier misses 3-pt jump shot from 23 ft,82,86
313,3,2:25.0,Defensive rebound by S. Mack,,82,86
314,3,2:20.0,M. Conley makes 3-pt jump shot from 25 ft (assist by S. Mack),,85,86
315,3,2:13.0,,Personal foul by S. Mack (drawn by K. Irving),85,86
316,3,2:13.0,,K. Irving makes free throw 1 of 2,85,87
317,3,2:13.0,,J. Brown enters the game for G. Yabusele,85,87
318,3,2:13.0,,K. Irving makes free throw 2 of 2,85,88
319,3,1:57.0,O. Casspi misses 2-pt layup from 4 ft,,85,88
320,3,1:54.0,,Defensive rebound by K. Irving,85,88
321,3,1:50.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by K. Irving),85,91
322,3,1:50.0,,Loose ball foul by A. Baynes (drawn by J. Noah),85,91
323,3,1:28.0,S. Mack misses 3-pt jump shot from 26 ft,,85,91
324,3,1:26.0,Offensive rebound by J. Green,,85,91
325,3,1:22.0,S. Mack makes 2-pt jump shot from 6 ft (assist by J. Green),,87,91
326,3,1:12.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by T. Rozier),87,94
327,3,0:55.0,J. Noah misses 2-pt hook shot from 6 ft (block by A. Baynes),,87,94
328,3,0:54.0,,Defensive rebound by J. Brown,87,94
329,3,0:48.0,,K. Irving makes 2-pt layup from 3 ft (assist by J. Brown),87,96
330,3,0:38.0,M. Conley makes 2-pt jump shot from 9 ft,,89,96
331,3,0:30.0,,K. Irving misses 2-pt layup from 2 ft,89,96
332,3,0:28.0,Defensive rebound by J. Noah,,89,96
333,3,0:07.0,S. Mack makes 2-pt layup from 2 ft,,91,96
334,3,0:02.0,,T. Rozier misses 3-pt jump shot from 27 ft,91,96
335,3,0:01.0,Defensive rebound by J. Noah,,91,96
336,4,11:38.0,O. Casspi makes 2-pt jump shot from 6 ft (assist by M. Gasol),,93,96
337,4,11:18.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by G. Hayward),93,99
338,4,11:18.0,J. Holiday enters the game for M. Conley,,93,99
339,4,11:03.0,S. Mack misses 2-pt jump shot from 8 ft,,93,99
340,4,11:02.0,,Defensive rebound by J. Brown,93,99
341,4,11:01.0,,Turnover by J. Brown (lost ball; steal by O. Casspi),93,99
342,4,10:50.0,J. Holiday misses 2-pt layup from 5 ft,,93,99
343,4,10:49.0,,Defensive rebound by D. Theis,93,99
344,4,10:29.0,,Turnover by J. Brown (bad pass; steal by J. Holiday),93,99
345,4,10:25.0,Turnover by J. Holiday (bad pass; steal by M. Morris),,93,99
346,4,10:22.0,,T. Rozier misses 3-pt jump shot from 26 ft,93,99
347,4,10:21.0,,Offensive rebound by Team,93,99
348,4,10:21.0,Loose ball foul by O. Casspi (drawn by G. Hayward),,93,99
349,4,10:12.0,,Turnover by G. Hayward (bad pass; steal by O. Casspi),93,99
350,4,10:00.0,Personal foul by D. Theis (drawn by M. Gasol),,93,99
351,4,9:47.0,S. Mack misses 2-pt layup from 5 ft (block by J. Brown),,93,99
352,4,9:46.0,,Defensive rebound by G. Hayward,93,99
353,4,9:41.0,,G. Hayward misses 2-pt jump shot from 17 ft,93,99
354,4,9:40.0,Defensive rebound by M. Gasol,,93,99
355,4,9:38.0,Personal foul by D. Theis (drawn by M. Gasol),,93,99
356,4,9:38.0,Memphis full timeout,,93,99
357,4,9:38.0,,A. Baynes enters the game for D. Theis,93,99
358,4,9:25.0,M. Gasol misses 3-pt jump shot from 25 ft,,93,99
359,4,9:24.0,,Defensive rebound by J. Brown,93,99
360,4,9:06.0,,M. Morris misses 2-pt layup from 4 ft,93,99
361,4,9:05.0,,Offensive rebound by A. Baynes,93,99
362,4,9:05.0,,A. Baynes misses 2-pt dunk from 2 ft,93,99
363,4,9:04.0,Defensive rebound by O. Casspi,,93,99
364,4,8:57.0,S. Mack makes 3-pt jump shot from 24 ft (assist by O. Casspi),,96,99
365,4,8:39.0,,M. Morris makes 2-pt jump shot from 16 ft,96,101
366,4,8:12.0,O. Casspi makes 3-pt jump shot from 27 ft (assist by M. Gasol),,99,101
367,4,7:56.0,,G. Hayward makes 2-pt jump shot from 19 ft,99,103
368,4,7:42.0,M. Gasol misses 3-pt jump shot from 26 ft,,99,103
369,4,7:39.0,,Defensive rebound by G. Hayward,99,103
370,4,7:33.0,,Personal foul by M. Gasol (drawn by G. Hayward),99,103
371,4,7:33.0,J. Jackson enters the game for O. Casspi,,99,103
372,4,7:33.0,G. Temple enters the game for J. Green,,99,103
373,4,7:33.0,,K. Irving enters the game for T. Rozier,99,103
374,4,7:27.0,,M. Morris misses 2-pt jump shot from 22 ft,99,103
375,4,7:26.0,Defensive rebound by G. Temple,,99,103
376,4,7:03.0,M. Gasol misses 2-pt jump shot from 11 ft,,99,103
377,4,7:02.0,,Defensive rebound by M. Morris,99,103
378,4,6:56.0,,K. Irving misses 2-pt jump shot from 24 ft,99,103
379,4,6:55.0,Defensive rebound by S. Mack,,99,103
380,4,6:44.0,S. Mack misses 2-pt jump shot from 4 ft,,99,103
381,4,6:43.0,,Defensive rebound by A. Baynes,99,103
382,4,6:41.0,,Turnover by A. Baynes (lost ball; steal by S. Mack),99,103
383,4,6:39.0,J. Jackson makes 2-pt layup from 2 ft (assist by S. Mack),,101,103
