,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SACRAMENTO_ACTION,LA LAKERS_SCORE,SACRAMENTO_SCORE
374,4,9:09.0,J. Hart enters the game for A. Caruso,,97,89
375,4,9:09.0,B. Ingram enters the game for K. Kuzma,,97,89
376,4,8:52.0,Turnover by B. Ingram (out of bounds lost ball),,97,89
377,4,8:37.0,,Turnover by D. Fox (bad pass; steal by J. Hart),97,89
378,4,8:30.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,97,89
379,4,8:27.0,Offensive rebound by K. Caldwell-Pope,,97,89
380,4,8:26.0,K. Caldwell-Pope makes 2-pt layup from 2 ft,,99,89
381,4,8:23.0,,Turnover by B. Hield (out of bounds lost ball),99,89
382,4,8:19.0,J. Hart makes 2-pt layup from 2 ft (assist by L. Ball),,101,89
383,4,8:19.0,,Sacramento full timeout,101,89
384,4,8:19.0,T. Chandler enters the game for L. Stephenson,,101,89
385,4,8:19.0,,B. Bogdanović enters the game for N. Bjelica,101,89
386,4,8:19.0,,W. Cauley-Stein enters the game for B. Hield,101,89
387,4,8:02.0,,J. Jackson misses 3-pt jump shot from 23 ft,101,89
388,4,8:00.0,Defensive rebound by J. Hart,,101,89
389,4,7:39.0,B. Ingram misses 2-pt jump shot from 17 ft (block by B. Bogdanović),,101,89
390,4,7:35.0,,Defensive rebound by W. Cauley-Stein,101,89
391,4,7:29.0,,J. Jackson misses 3-pt jump shot from 24 ft,101,89
392,4,7:25.0,Defensive rebound by T. Chandler,,101,89
393,4,7:11.0,Shooting foul by J. Jackson (drawn by T. Chandler),,101,89
394,4,7:11.0,T. Chandler misses free throw 1 of 2,,101,89
395,4,7:11.0,Offensive rebound by Team,,101,89
396,4,7:11.0,T. Chandler makes free throw 2 of 2,,102,89
397,4,6:59.0,,D. Fox misses 2-pt jump shot from 15 ft,102,89
398,4,6:57.0,Defensive rebound by L. Ball,,102,89
399,4,6:44.0,T. Chandler makes 2-pt dunk from 1 ft (assist by L. Ball),,104,89
400,4,6:29.0,,W. Cauley-Stein makes 2-pt hook shot from 9 ft,104,91
401,4,6:29.0,,Shooting foul by T. Chandler (drawn by W. Cauley-Stein),104,91
402,4,6:29.0,,W. Cauley-Stein misses free throw 1 of 1,104,91
403,4,6:26.0,Defensive rebound by T. Chandler,,104,91
404,4,6:11.0,Turnover by T. Chandler (lost ball; steal by I. Shumpert),,104,91
405,4,6:08.0,,D. Fox misses 2-pt layup from 3 ft (block by B. Ingram),104,91
406,4,6:02.0,,Offensive rebound by D. Fox,104,91
407,4,6:02.0,,D. Fox makes 2-pt layup from 2 ft,104,93
408,4,5:48.0,Turnover by B. Ingram (lost ball; steal by I. Shumpert),,104,93
409,4,5:40.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),104,96
410,4,5:39.0,LA Lakers full timeout,,104,96
411,4,5:39.0,K. Kuzma enters the game for B. Ingram,,104,96
412,4,5:23.0,L. Ball makes 2-pt layup from 2 ft,,106,96
413,4,5:03.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),106,99
414,4,4:49.0,Personal foul by I. Shumpert (drawn by K. Kuzma),,106,99
415,4,4:44.0,Turnover by K. Kuzma (out of bounds lost ball),,106,99
416,4,4:35.0,,B. Bogdanović makes 2-pt jump shot from 13 ft,106,101
417,4,4:26.0,Turnover by T. Chandler (offensive foul),,106,101
418,4,4:26.0,Offensive foul by T. Chandler (drawn by D. Fox),,106,101
419,4,4:19.0,,D. Fox misses 2-pt layup from 2 ft,106,101
420,4,4:16.0,Defensive rebound by L. Ball,,106,101
421,4,4:09.0,Shooting foul by W. Cauley-Stein (drawn by T. Chandler),,106,101
422,4,4:09.0,T. Chandler makes free throw 1 of 2,,107,101
423,4,4:09.0,T. Chandler makes free throw 2 of 2,,108,101
424,4,4:01.0,,D. Fox makes 2-pt jump shot from 7 ft,108,103
425,4,3:41.0,K. Kuzma misses 3-pt jump shot from 25 ft,,108,103
426,4,3:39.0,,Defensive rebound by W. Cauley-Stein,108,103
427,4,3:28.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),108,105
428,4,3:03.0,L. Ball misses 3-pt jump shot from 25 ft,,108,105
429,4,3:02.0,Offensive rebound by Team,,108,105
430,4,3:02.0,,Loose ball foul by W. Cauley-Stein (drawn by T. Chandler),108,105
431,4,3:02.0,B. Ingram enters the game for K. Caldwell-Pope,,108,105
432,4,2:58.0,B. Ingram misses 3-pt jump shot from 25 ft,,108,105
433,4,2:54.0,,Defensive rebound by W. Cauley-Stein,108,105
434,4,2:50.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Fox),108,107
435,4,2:49.0,LA Lakers full timeout,,108,107
436,4,2:28.0,B. Ingram misses 2-pt jump shot from 9 ft,,108,107
437,4,2:26.0,,Defensive rebound by J. Jackson,108,107
438,4,2:15.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,108,107
439,4,2:10.0,Defensive rebound by T. Chandler,,108,107
440,4,1:54.0,K. Kuzma misses 2-pt jump shot from 8 ft,,108,107
441,4,1:52.0,,Defensive rebound by W. Cauley-Stein,108,107
442,4,1:46.0,,D. Fox misses 2-pt layup from 3 ft (block by B. Ingram),108,107
443,4,1:44.0,Defensive rebound by T. Chandler,,108,107
444,4,1:42.0,L. Ball makes 2-pt layup from 1 ft,,110,107
445,4,1:42.0,,Sacramento full timeout,110,107
446,4,1:42.0,K. Caldwell-Pope enters the game for L. Ball,,110,107
447,4,1:25.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,110,109
448,4,1:11.0,K. Kuzma makes 2-pt layup from 1 ft,,112,109
449,4,1:02.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,112,109
450,4,1:00.0,,Offensive rebound by I. Shumpert,112,109
451,4,0:59.0,,Shooting foul by K. Kuzma (drawn by J. Jackson),112,109
452,4,0:59.0,,J. Jackson makes free throw 1 of 3,112,110
453,4,0:59.0,,J. Jackson makes free throw 2 of 3,112,111
454,4,0:59.0,,J. Jackson makes free throw 3 of 3,112,112
455,4,0:41.0,K. Kuzma makes 3-pt jump shot from 23 ft,,115,112
456,4,0:39.0,,Personal foul by K. Caldwell-Pope (drawn by D. Fox),115,112
457,4,0:39.0,,D. Fox makes free throw 1 of 2,115,113
458,4,0:39.0,,D. Fox makes free throw 2 of 2,115,114
459,4,0:18.0,K. Kuzma misses 2-pt layup from 5 ft,,115,114
460,4,0:15.0,,Defensive rebound by I. Shumpert,115,114
461,4,0:13.0,,B. Bogdanović misses 2-pt layup from 8 ft (block by J. Hart),115,114
462,4,0:13.0,,Offensive rebound by J. Jackson,115,114
463,4,0:10.0,,J. Jackson misses 2-pt layup from 4 ft,115,114
464,4,0:05.0,Defensive rebound by K. Kuzma,,115,114
465,4,0:04.0,Personal foul by D. Fox (drawn by B. Ingram),,115,114
466,4,0:04.0,B. Ingram makes free throw 1 of 2,,116,114
467,4,0:04.0,,K. Koufos enters the game for I. Shumpert,116,114
468,4,0:04.0,B. Ingram misses free throw 2 of 2,,116,114
469,4,0:04.0,,Defensive rebound by W. Cauley-Stein,116,114
470,4,0:04.0,,Sacramento full timeout,116,114
471,4,0:04.0,,N. Bjelica enters the game for J. Jackson,116,114
472,4,0:04.0,,B. Hield enters the game for K. Koufos,116,114
473,4,0:00.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by N. Bjelica),116,117
