,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
378,4,6:46.0,Turnover by J. Lin (bad pass),,112,81
379,4,6:46.0,,K. Bates-Diop enters the game for G. Dieng,112,81
380,4,6:29.0,,Turnover by C. Reynolds (lost ball; steal by E. Moreland),112,81
381,4,6:23.0,Turnover by J. Lin (lost ball; steal by C. Reynolds),,112,81
382,4,6:15.0,,M. Creek misses 3-pt jump shot from 22 ft,112,81
383,4,6:12.0,Defensive rebound by E. Moreland,,112,81
384,4,6:02.0,C. Boucher misses 3-pt jump shot from 23 ft,,112,81
385,4,6:00.0,Offensive rebound by M. Miller,,112,81
386,4,6:00.0,Shooting foul by A. Tolliver (drawn by M. Miller),,112,81
387,4,6:00.0,M. Miller misses free throw 1 of 2,,112,81
388,4,6:00.0,Offensive rebound by Team,,112,81
389,4,6:00.0,M. Miller makes free throw 2 of 2,,113,81
390,4,5:51.0,,M. Creek makes 2-pt layup from 2 ft (assist by A. Tolliver),113,83
391,4,5:51.0,Violation by Team (def goaltending),,113,83
392,4,5:41.0,J. Lin misses 3-pt jump shot from 25 ft,,113,83
393,4,5:38.0,,Defensive rebound by A. Tolliver,113,83
394,4,5:25.0,,C. Williams makes 3-pt jump shot from 26 ft,113,86
395,4,5:07.0,Turnover by E. Moreland (bad pass; steal by M. Creek),,113,86
396,4,5:02.0,,M. Creek makes 2-pt layup from 2 ft,113,88
397,4,4:44.0,J. Lin makes 2-pt layup from 2 ft,,115,88
398,4,4:28.0,,C. Reynolds makes 3-pt jump shot from 25 ft,115,91
399,4,4:18.0,Turnover by C. Boucher (out of bounds lost ball),,115,91
400,4,4:18.0,J. Meeks enters the game for J. Lin,,115,91
401,4,4:06.0,,K. Bates-Diop misses 3-pt jump shot from 26 ft,115,91
402,4,4:02.0,,Offensive rebound by M. Creek,115,91
403,4,4:02.0,,M. Creek makes 2-pt layup at rim,115,93
404,4,3:50.0,J. Meeks misses 3-pt jump shot from 23 ft,,115,93
405,4,3:48.0,,Defensive rebound by C. Reynolds,115,93
406,4,3:45.0,,Turnover by C. Williams (bad pass),115,93
407,4,3:45.0,,J. Terrell enters the game for A. Tolliver,115,93
408,4,3:29.0,M. Miller misses 2-pt layup from 2 ft,,115,93
409,4,3:23.0,Offensive rebound by C. Boucher,,115,93
410,4,3:23.0,C. Boucher makes 2-pt dunk at rim,,117,93
411,4,3:07.0,,K. Bates-Diop misses 2-pt jump shot from 6 ft,117,93
412,4,3:04.0,Defensive rebound by C. Boucher,,117,93
413,4,2:57.0,J. Loyd misses 2-pt jump shot from 20 ft,,117,93
414,4,2:55.0,,Defensive rebound by M. Creek,117,93
415,4,2:47.0,,K. Bates-Diop makes 2-pt layup at rim (assist by J. Terrell),117,95
416,4,2:27.0,Turnover by E. Moreland (bad pass; steal by C. Williams),,117,95
417,4,2:17.0,,C. Williams misses 2-pt layup from 3 ft,117,95
418,4,2:15.0,Defensive rebound by C. Boucher,,117,95
419,4,2:09.0,J. Loyd makes 3-pt jump shot from 25 ft,,120,95
420,4,1:52.0,,M. Creek misses 2-pt layup from 4 ft,120,95
421,4,1:49.0,Defensive rebound by J. Loyd,,120,95
422,4,1:43.0,Turnover by J. Meeks (bad pass; steal by C. Williams),,120,95
423,4,1:35.0,,C. Reynolds makes 2-pt jump shot from 12 ft (assist by M. Creek),120,97
424,4,1:15.0,J. Loyd misses 2-pt layup from 3 ft,,120,97
425,4,1:11.0,Offensive rebound by E. Moreland,,120,97
426,4,1:11.0,E. Moreland misses 2-pt layup at rim,,120,97
427,4,1:11.0,Offensive rebound by Team,,120,97
428,4,1:11.0,Toronto full timeout,,120,97
429,4,1:04.0,Turnover by C. Boucher (bad pass; steal by K. Bates-Diop),,120,97
430,4,0:58.0,,K. Bates-Diop makes 3-pt jump shot from 24 ft (assist by J. Terrell),120,100
431,4,0:38.0,J. Meeks misses 3-pt jump shot from 26 ft,,120,100
432,4,0:35.0,,Defensive rebound by J. Terrell,120,100
433,4,0:22.0,,M. Creek misses 2-pt layup from 1 ft (block by E. Moreland),120,100
434,4,0:20.0,Defensive rebound by E. Moreland,,120,100
