,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA CLIPPERS_ACTION,ORLANDO_SCORE,LA CLIPPERS_SCORE
382,4,7:55.0,Defensive rebound by J. Isaac,,72,83
383,4,7:42.0,E. Fournier makes 2-pt jump shot from 19 ft,,74,83
384,4,7:30.0,,Shooting foul by T. Ross (drawn by M. Harrell),74,83
385,4,7:30.0,,M. Harrell makes free throw 1 of 2,74,84
386,4,7:30.0,,D. Gallinari enters the game for M. Scott,74,84
387,4,7:30.0,,T. Harris enters the game for T. Wallace,74,84
388,4,7:30.0,,M. Harrell makes free throw 2 of 2,74,85
389,4,7:12.0,J. Isaac misses 2-pt jump shot from 16 ft,,74,85
390,4,7:09.0,,Defensive rebound by M. Harrell,74,85
391,4,7:04.0,,Shooting foul by N. Vučević (drawn by M. Harrell),74,85
392,4,7:04.0,,M. Harrell misses free throw 1 of 2,74,85
393,4,7:04.0,,Offensive rebound by Team,74,85
394,4,7:04.0,A. Gordon enters the game for J. Isaac,,74,85
395,4,7:04.0,,M. Harrell makes free throw 2 of 2,74,86
396,4,6:48.0,T. Ross misses 3-pt jump shot from 26 ft,,74,86
397,4,6:44.0,,Defensive rebound by P. Beverley,74,86
398,4,6:37.0,,L. Williams makes 3-pt jump shot from 29 ft,74,89
399,4,6:34.0,Orlando full timeout,,74,89
400,4,6:34.0,D. Augustin enters the game for J. Simmons,,74,89
401,4,6:17.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),,77,89
402,4,5:59.0,Violation by Team (kicked ball),,77,89
403,4,5:43.0,,D. Gallinari misses 3-pt jump shot from 26 ft,77,89
404,4,5:40.0,Defensive rebound by E. Fournier,,77,89
405,4,5:34.0,D. Augustin misses 3-pt jump shot from 26 ft,,77,89
406,4,5:30.0,,Defensive rebound by D. Gallinari,77,89
407,4,5:14.0,,Personal foul by T. Ross (drawn by T. Harris),77,89
408,4,5:14.0,,T. Harris makes free throw 1 of 2,77,90
409,4,5:14.0,,T. Harris makes free throw 2 of 2,77,91
410,4,5:03.0,A. Gordon misses 3-pt jump shot from 27 ft,,77,91
411,4,4:59.0,,Defensive rebound by M. Harrell,77,91
412,4,4:52.0,,T. Harris makes 2-pt jump shot from 13 ft,77,93
413,4,4:33.0,N. Vučević misses 2-pt hook shot from 14 ft,,77,93
414,4,4:30.0,,Defensive rebound by T. Harris,77,93
415,4,4:25.0,,Shooting foul by E. Fournier (drawn by L. Williams),77,93
416,4,4:25.0,,L. Williams makes free throw 1 of 2,77,94
417,4,4:25.0,,L. Williams makes free throw 2 of 2,77,95
418,4,4:08.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ross),,80,95
419,4,4:08.0,,LA Clippers full timeout,80,95
420,4,4:08.0,,M. Gortat enters the game for M. Harrell,80,95
421,4,4:00.0,,Personal foul by T. Ross (drawn by T. Harris),80,95
422,4,4:00.0,,T. Harris makes free throw 1 of 2,80,96
423,4,4:00.0,,T. Harris makes free throw 2 of 2,80,97
424,4,3:43.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by A. Gordon),,82,97
425,4,3:28.0,,T. Harris makes 2-pt layup from 3 ft (assist by M. Gortat),82,99
426,4,3:08.0,N. Vučević misses 3-pt jump shot from 27 ft,,82,99
427,4,3:06.0,Offensive rebound by E. Fournier,,82,99
428,4,3:04.0,Shooting foul by P. Beverley (drawn by E. Fournier),,82,99
429,4,3:04.0,E. Fournier misses free throw 1 of 2,,82,99
430,4,3:04.0,Offensive rebound by Team,,82,99
431,4,3:04.0,E. Fournier makes free throw 2 of 2,,83,99
432,4,2:49.0,,D. Gallinari misses 3-pt jump shot from 27 ft,83,99
433,4,2:47.0,Defensive rebound by N. Vučević,,83,99
434,4,2:46.0,Personal foul by L. Williams (drawn by E. Fournier),,83,99
435,4,2:46.0,,M. Harrell enters the game for M. Gortat,83,99
436,4,2:37.0,D. Augustin makes 2-pt jump shot from 2 ft,,85,99
437,4,2:22.0,,L. Williams misses 2-pt jump shot from 17 ft,85,99
438,4,2:19.0,Defensive rebound by T. Ross,,85,99
439,4,2:07.0,N. Vučević makes 2-pt hook shot from 2 ft (assist by T. Ross),,87,99
440,4,1:55.0,,T. Harris makes 3-pt jump shot from 27 ft (assist by P. Beverley),87,102
441,4,1:55.0,Orlando full timeout,,87,102
442,4,1:55.0,K. Birch enters the game for D. Augustin,,87,102
443,4,1:55.0,I. Briscoe enters the game for E. Fournier,,87,102
444,4,1:55.0,J. Grant enters the game for A. Gordon,,87,102
445,4,1:55.0,W. Iwundu enters the game for T. Ross,,87,102
446,4,1:55.0,J. Martin enters the game for N. Vučević,,87,102
447,4,1:55.0,,S. Gilgeous-Alexander enters the game for D. Gallinari,87,102
448,4,1:55.0,,J. Motley enters the game for T. Harris,87,102
449,4,1:55.0,,S. Thornwell enters the game for L. Williams,87,102
450,4,1:55.0,,Violation by Team (delay of game),87,102
451,4,1:48.0,Personal foul by P. Beverley (drawn by I. Briscoe),,87,102
452,4,1:48.0,I. Briscoe makes free throw 1 of 2,,88,102
453,4,1:48.0,,T. Wallace enters the game for S. Gilgeous-Alexander,88,102
454,4,1:48.0,I. Briscoe makes free throw 2 of 2,,89,102
455,4,1:23.0,,M. Harrell misses 2-pt jump shot from 3 ft,89,102
456,4,1:23.0,,Offensive rebound by J. Motley,89,102
457,4,1:23.0,,Turnover by Team (shot clock),89,102
458,4,1:11.0,I. Briscoe makes 3-pt jump shot from 27 ft (assist by K. Birch),,92,102
459,4,0:55.0,,J. Motley makes 2-pt jump shot from 6 ft (assist by P. Beverley),92,104
460,4,0:46.0,K. Birch misses 2-pt jump shot from 7 ft,,92,104
461,4,0:42.0,Offensive rebound by I. Briscoe,,92,104
462,4,0:38.0,J. Grant makes 3-pt jump shot from 24 ft (assist by I. Briscoe),,95,104
463,4,0:30.0,,J. Motley makes 2-pt layup from 3 ft,95,106
464,4,0:13.0,Personal foul by P. Beverley (drawn by I. Briscoe),,95,106
465,4,0:13.0,I. Briscoe misses free throw 1 of 2,,95,106
466,4,0:13.0,Offensive rebound by Team,,95,106
467,4,0:13.0,I. Briscoe makes free throw 2 of 2,,96,106
468,4,0:08.0,,Personal foul by I. Briscoe (drawn by P. Beverley),96,106
469,4,0:08.0,,P. Beverley misses free throw 1 of 2,96,106
470,4,0:08.0,,Offensive rebound by Team,96,106
471,4,0:08.0,,P. Beverley misses free throw 2 of 2,96,106
472,4,0:05.0,,Offensive rebound by P. Beverley,96,106
