,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
387,4,6:47.0,B. Beal enters the game for S. Dekker,,101,81
388,4,6:47.0,,J. Grant enters the game for P. Patterson,101,81
389,4,6:34.0,,N. Noel misses 2-pt jump shot from 17 ft,101,81
390,4,6:30.0,Defensive rebound by B. Beal,,101,81
391,4,6:18.0,O. Porter makes 3-pt jump shot from 25 ft (assist by C. Randle),,104,81
392,4,6:17.0,,Oklahoma City full timeout,104,81
393,4,6:17.0,,S. Adams enters the game for N. Noel,104,81
394,4,6:08.0,,P. George misses 3-pt jump shot from 25 ft,104,81
395,4,6:06.0,,Offensive rebound by Team,104,81
396,4,6:06.0,Loose ball foul by J. Green (drawn by J. Grant),,104,81
397,4,6:04.0,,R. Westbrook makes 2-pt layup at rim (assist by P. George),104,83
398,4,6:04.0,,Shooting foul by C. Randle (drawn by R. Westbrook),104,83
399,4,6:04.0,T. Satoranský enters the game for C. Randle,,104,83
400,4,6:04.0,,R. Westbrook makes free throw 1 of 1,104,84
401,4,5:46.0,J. Green misses 2-pt jump shot from 8 ft,,104,84
402,4,5:43.0,,Defensive rebound by S. Adams,104,84
403,4,5:37.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),104,87
404,4,5:35.0,Washington full timeout,,104,87
405,4,5:35.0,T. Ariza enters the game for O. Porter,,104,87
406,4,5:14.0,T. Satoranský misses 2-pt jump shot from 11 ft,,104,87
407,4,5:11.0,Offensive rebound by I. Mahinmi,,104,87
408,4,5:02.0,T. Satoranský misses 3-pt jump shot from 25 ft,,104,87
409,4,4:58.0,Offensive rebound by J. Green,,104,87
410,4,4:57.0,B. Beal misses 3-pt jump shot from 26 ft,,104,87
411,4,4:54.0,,Defensive rebound by R. Westbrook,104,87
412,4,4:52.0,,Shooting foul by B. Beal (drawn by T. Ferguson),104,87
413,4,4:52.0,,T. Ferguson makes free throw 1 of 2,104,88
414,4,4:52.0,,T. Ferguson makes free throw 2 of 2,104,89
415,4,4:31.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by T. Ariza),,107,89
416,4,4:08.0,,J. Grant misses 2-pt dunk from 1 ft,107,89
417,4,4:05.0,Defensive rebound by Team,,107,89
418,4,3:40.0,J. Green misses 2-pt jump shot from 13 ft,,107,89
419,4,3:37.0,,Defensive rebound by S. Adams,107,89
420,4,3:28.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),107,92
421,4,3:07.0,T. Satoranský makes 2-pt layup from 1 ft,,109,92
422,4,2:57.0,,Personal foul by T. Ariza (drawn by R. Westbrook),109,92
423,4,2:57.0,,R. Westbrook misses free throw 1 of 2,109,92
424,4,2:57.0,,Offensive rebound by Team,109,92
425,4,2:57.0,,R. Westbrook misses free throw 2 of 2,109,92
426,4,2:57.0,Defensive rebound by Team,,109,92
427,4,2:57.0,,Loose ball foul by S. Adams (drawn by I. Mahinmi),109,92
428,4,2:57.0,,H. Diallo enters the game for S. Adams,109,92
429,4,2:57.0,,A. Nader enters the game for P. George,109,92
430,4,2:57.0,,N. Noel enters the game for R. Westbrook,109,92
431,4,2:41.0,B. Beal misses 3-pt jump shot from 25 ft,,109,92
432,4,2:36.0,Offensive rebound by I. Mahinmi,,109,92
433,4,2:36.0,I. Mahinmi makes 2-pt layup at rim,,111,92
434,4,2:18.0,,N. Noel misses 2-pt jump shot from 14 ft,111,92
435,4,2:15.0,Defensive rebound by I. Mahinmi,,111,92
436,4,2:11.0,Washington full timeout,,111,92
437,4,2:11.0,R. Baker enters the game for T. Ariza,,111,92
438,4,2:11.0,T. Brown enters the game for B. Beal,,111,92
439,4,2:11.0,T. Bryant enters the game for J. Green,,111,92
440,4,2:11.0,S. Dekker enters the game for I. Mahinmi,,111,92
441,4,2:11.0,C. Randle enters the game for T. Satoranský,,111,92
442,4,2:11.0,,T. Luwawu-Cabarrot enters the game for T. Ferguson,111,92
443,4,2:11.0,,P. Patterson enters the game for J. Grant,111,92
444,4,2:04.0,Shooting foul by H. Diallo (drawn by T. Bryant),,111,92
445,4,2:04.0,T. Bryant makes free throw 1 of 2,,112,92
446,4,2:04.0,T. Bryant misses free throw 2 of 2,,112,92
447,4,2:02.0,,Defensive rebound by N. Noel,112,92
448,4,1:50.0,,H. Diallo misses 2-pt layup from 1 ft,112,92
449,4,1:49.0,Defensive rebound by S. Dekker,,112,92
450,4,1:40.0,Turnover by S. Dekker (lost ball; steal by A. Nader),,112,92
451,4,1:37.0,,A. Nader makes 2-pt layup from 1 ft,112,94
452,4,1:21.0,T. Bryant makes 2-pt layup from 2 ft (assist by C. Randle),,114,94
453,4,1:11.0,,A. Nader makes 2-pt layup from 1 ft,114,96
454,4,0:52.0,C. Randle makes 2-pt layup from 1 ft,,116,96
455,4,0:40.0,,A. Nader makes 2-pt jump shot from 6 ft,116,98
456,4,0:29.0,Turnover by C. Randle (traveling),,116,98
457,4,0:05.0,,Turnover by Team (shot clock),116,98
