,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
0,1,11:43.0,,Turnover by K. Knox (step out of bounds),0,0
1,1,11:31.0,D. Sabonis misses 2-pt hook shot from 4 ft,,0,0
2,1,11:29.0,,Defensive rebound by N. Vonleh,0,0
3,1,11:15.0,,Turnover by L. Kornet (lost ball; steal by T. Young),0,0
4,1,11:08.0,T. Young misses 3-pt jump shot from 24 ft,,0,0
5,1,11:06.0,,Defensive rebound by N. Vonleh,0,0
6,1,10:51.0,,Turnover by E. Mudiay (bad pass; steal by T. Young),0,0
7,1,10:32.0,T. Young makes 2-pt hook shot from 6 ft,,2,0
8,1,10:11.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by K. Knox),2,3
9,1,9:50.0,V. Oladipo misses 2-pt layup from 3 ft (block by N. Vonleh),,2,3
10,1,9:48.0,Offensive rebound by V. Oladipo,,2,3
11,1,9:46.0,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,5,3
12,1,9:32.0,,K. Knox misses 2-pt jump shot from 11 ft,5,3
13,1,9:30.0,Defensive rebound by V. Oladipo,,5,3
14,1,9:22.0,D. Collison misses 3-pt jump shot from 23 ft,,5,3
15,1,9:20.0,Offensive rebound by D. Collison,,5,3
16,1,9:16.0,Personal foul by N. Vonleh (drawn by D. Collison),,5,3
17,1,9:10.0,Shooting foul by L. Kornet (drawn by B. Bogdanović),,5,3
18,1,9:10.0,B. Bogdanović makes free throw 1 of 2,,6,3
19,1,9:10.0,B. Bogdanović makes free throw 2 of 2,,7,3
20,1,9:01.0,,Turnover by L. Kornet (bad pass),7,3
21,1,8:50.0,Personal foul by L. Kornet (drawn by V. Oladipo),,7,3
22,1,8:50.0,,M. Hezonja enters the game for L. Kornet,7,3
23,1,8:41.0,T. Young makes 2-pt hook shot from 4 ft,,9,3
24,1,8:25.0,,T. Hardaway misses 2-pt jump shot from 16 ft,9,3
25,1,8:23.0,Defensive rebound by D. Sabonis,,9,3
26,1,8:14.0,T. Young misses 2-pt jump shot from 14 ft,,9,3
27,1,8:12.0,,Defensive rebound by Team,9,3
28,1,8:02.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Mudiay),9,5
29,1,7:54.0,V. Oladipo makes 2-pt dunk from 1 ft,,11,5
30,1,7:45.0,,M. Hezonja misses 3-pt jump shot from 26 ft,11,5
31,1,7:43.0,Defensive rebound by D. Collison,,11,5
32,1,7:39.0,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. Collison),,13,5
33,1,7:39.0,,New York full timeout,13,5
34,1,7:16.0,,Turnover by E. Mudiay (bad pass; steal by B. Bogdanović),13,5
35,1,7:14.0,Turnover by B. Bogdanović (back court),,13,5
36,1,7:04.0,,T. Hardaway misses 3-pt jump shot from 27 ft,13,5
37,1,7:02.0,Defensive rebound by D. Sabonis,,13,5
38,1,6:42.0,Turnover by V. Oladipo (lost ball; steal by N. Vonleh),,13,5
39,1,6:40.0,,E. Mudiay misses 2-pt layup from 1 ft,13,5
40,1,6:39.0,,Offensive rebound by T. Hardaway,13,5
41,1,6:38.0,,T. Hardaway makes 2-pt layup at rim,13,7
42,1,6:38.0,,Shooting foul by D. Sabonis (drawn by T. Hardaway),13,7
43,1,6:38.0,,T. Hardaway makes free throw 1 of 1,13,8
44,1,6:26.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,13,8
45,1,6:24.0,,Defensive rebound by M. Hezonja,13,8
46,1,6:18.0,,M. Hezonja makes 2-pt jump shot from 4 ft,13,10
47,1,6:01.0,T. Young makes 2-pt jump shot from 7 ft (assist by D. Collison),,15,10
48,1,5:46.0,,N. Vonleh makes 2-pt layup at rim (assist by M. Hezonja),15,12
49,1,5:36.0,D. Sabonis misses 2-pt jump shot from 12 ft,,15,12
50,1,5:34.0,,Defensive rebound by T. Hardaway,15,12
51,1,5:28.0,,M. Hezonja misses 3-pt jump shot from 25 ft,15,12
52,1,5:26.0,Defensive rebound by D. Collison,,15,12
53,1,5:23.0,B. Bogdanović makes 2-pt dunk from 1 ft (assist by D. Collison),,17,12
54,1,5:08.0,,Personal foul by B. Bogdanović (drawn by K. Knox),17,12
55,1,5:08.0,,A. Trier enters the game for K. Knox,17,12
56,1,4:55.0,,E. Mudiay misses 2-pt jump shot from 18 ft,17,12
57,1,4:53.0,Defensive rebound by T. Young,,17,12
58,1,4:47.0,Turnover by V. Oladipo (bad pass; steal by T. Hardaway),,17,12
59,1,4:44.0,,Offensive foul by A. Trier (drawn by V. Oladipo),17,12
60,1,4:44.0,,Turnover by A. Trier (offensive foul),17,12
61,1,4:44.0,,T. Burke enters the game for E. Mudiay,17,12
62,1,4:29.0,V. Oladipo misses 2-pt layup from 2 ft (block by A. Trier),,17,12
63,1,4:27.0,Offensive rebound by T. Young,,17,12
64,1,4:21.0,B. Bogdanović misses 2-pt layup from 2 ft,,17,12
65,1,4:19.0,Offensive rebound by D. Sabonis,,17,12
66,1,4:19.0,D. Sabonis makes 2-pt layup at rim,,19,12
67,1,4:04.0,,N. Vonleh makes 2-pt hook shot from 6 ft,19,14
68,1,3:52.0,D. Collison makes 2-pt jump shot from 5 ft (assist by V. Oladipo),,21,14
69,1,3:34.0,,T. Burke misses 2-pt jump shot from 13 ft,21,14
70,1,3:34.0,,Offensive rebound by Team,21,14
71,1,3:34.0,C. Joseph enters the game for B. Bogdanović,,21,14
72,1,3:25.0,,T. Hardaway misses 3-pt jump shot from 27 ft,21,14
73,1,3:23.0,Defensive rebound by V. Oladipo,,21,14
74,1,3:09.0,T. Young misses 2-pt hook shot from 4 ft,,21,14
75,1,3:07.0,Offensive rebound by D. Sabonis,,21,14
76,1,3:04.0,D. Sabonis misses 2-pt layup at rim (block by M. Hezonja),,21,14
77,1,3:04.0,,Defensive rebound by T. Hardaway,21,14
78,1,3:04.0,,A. Trier makes 2-pt layup from 2 ft (assist by T. Hardaway),21,16
79,1,3:04.0,,Shooting foul by C. Joseph (drawn by A. Trier),21,16
80,1,3:04.0,,D. Dotson enters the game for T. Hardaway,21,16
81,1,3:04.0,,A. Trier makes free throw 1 of 1,21,17
82,1,3:00.0,Indiana full timeout,,21,17
83,1,3:00.0,T. Evans enters the game for D. Collison,,21,17
84,1,3:00.0,T. Leaf enters the game for T. Young,,21,17
85,1,2:52.0,V. Oladipo misses 2-pt jump shot from 22 ft,,21,17
86,1,2:50.0,,Defensive rebound by M. Hezonja,21,17
87,1,2:33.0,,Offensive foul by N. Vonleh (drawn by C. Joseph),21,17
88,1,2:33.0,,Turnover by N. Vonleh (offensive foul),21,17
89,1,2:33.0,D. McDermott enters the game for V. Oladipo,,21,17
90,1,2:33.0,K. O'Quinn enters the game for D. Sabonis,,21,17
91,1,2:33.0,,L. Kornet enters the game for N. Vonleh,21,17
92,1,2:17.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by C. Joseph),,24,17
93,1,2:03.0,,Def 3 sec tech foul by Team,24,17
94,1,2:03.0,,D. Dotson makes technical free throw,24,18
95,1,1:55.0,,M. Hezonja misses 3-pt jump shot from 27 ft,24,18
96,1,1:53.0,Defensive rebound by T. Evans,,24,18
97,1,1:44.0,T. Evans makes 3-pt jump shot from 26 ft,,27,18
98,1,1:38.0,,New York full timeout,27,18
99,1,1:28.0,,D. Dotson makes 2-pt layup from 1 ft (assist by A. Trier),27,20
100,1,1:06.0,T. Leaf makes 2-pt layup from 1 ft,,29,20
101,1,0:46.0,,T. Burke makes 2-pt layup from 1 ft,29,22
102,1,0:34.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by C. Joseph),,31,22
103,1,0:25.0,,Personal foul by T. Leaf (drawn by M. Hezonja),31,22
104,1,0:19.0,,M. Hezonja misses 2-pt jump shot from 21 ft,31,22
105,1,0:17.0,Defensive rebound by T. Evans,,31,22
106,1,0:01.0,T. Evans misses 2-pt jump shot from 15 ft,,31,22
107,1,0:00.0,,Defensive rebound by L. Kornet,31,22
108,2,11:46.0,D. McDermott misses 3-pt jump shot from 25 ft,,31,22
109,2,11:44.0,,Defensive rebound by A. Trier,31,22
110,2,11:34.0,,D. Dotson misses 3-pt jump shot from 25 ft,31,22
111,2,11:32.0,Defensive rebound by K. O'Quinn,,31,22
112,2,11:20.0,T. Evans misses 3-pt jump shot from 22 ft,,31,22
113,2,11:18.0,Offensive rebound by T. Leaf,,31,22
114,2,11:18.0,T. Leaf makes 2-pt dunk at rim,,33,22
115,2,11:00.0,,A. Trier makes 2-pt layup from 1 ft,33,24
116,2,10:42.0,T. Leaf makes 2-pt hook shot from 9 ft,,35,24
117,2,10:29.0,,L. Kornet misses 3-pt jump shot from 26 ft,35,24
118,2,10:27.0,,Offensive rebound by D. Dotson,35,24
119,2,10:25.0,,M. Hezonja misses 2-pt jump shot from 20 ft,35,24
120,2,10:23.0,Defensive rebound by T. Evans,,35,24
121,2,10:16.0,Shooting foul by A. Trier (drawn by T. Evans),,35,24
122,2,10:16.0,T. Evans makes free throw 1 of 2,,36,24
123,2,10:16.0,,K. Knox enters the game for M. Hezonja,36,24
124,2,10:16.0,T. Evans makes free throw 2 of 2,,37,24
125,2,10:11.0,,Personal foul by K. O'Quinn (drawn by L. Kornet),37,24
126,2,10:03.0,,Shooting foul by C. Joseph (drawn by T. Burke),37,24
127,2,10:03.0,,T. Burke makes free throw 1 of 2,37,25
128,2,10:03.0,,T. Burke makes free throw 2 of 2,37,26
129,2,9:52.0,T. Evans misses 3-pt jump shot from 26 ft,,37,26
130,2,9:50.0,,Defensive rebound by K. Knox,37,26
131,2,9:45.0,,Shooting foul by T. Leaf (drawn by K. Knox),37,26
132,2,9:45.0,,K. Knox makes free throw 1 of 2,37,27
133,2,9:45.0,,K. Knox makes free throw 2 of 2,37,28
134,2,9:26.0,T. Evans misses 2-pt layup from 2 ft,,37,28
135,2,9:24.0,,Defensive rebound by D. Dotson,37,28
136,2,9:20.0,,T. Burke makes 2-pt layup at rim (assist by D. Dotson),37,30
137,2,8:59.0,T. Evans makes 2-pt jump shot from 18 ft,,39,30
138,2,8:42.0,,L. Kornet makes 3-pt jump shot from 29 ft (assist by K. Knox),39,33
139,2,8:22.0,D. McDermott makes 2-pt jump shot from 22 ft (assist by T. Evans),,41,33
140,2,8:10.0,,L. Kornet misses 3-pt jump shot from 28 ft,41,33
141,2,8:08.0,Defensive rebound by T. Evans,,41,33
142,2,7:59.0,Personal foul by T. Burke (drawn by K. O'Quinn),,41,33
143,2,7:59.0,B. Bogdanović enters the game for T. Leaf,,41,33
144,2,7:59.0,,T. Hardaway enters the game for L. Kornet,41,33
145,2,7:59.0,,N. Vonleh enters the game for A. Trier,41,33
146,2,7:55.0,Shooting foul by D. Dotson (drawn by D. McDermott),,41,33
147,2,7:55.0,D. McDermott makes free throw 1 of 2,,42,33
148,2,7:55.0,D. McDermott makes free throw 2 of 2,,43,33
149,2,7:46.0,,T. Burke makes 2-pt jump shot from 17 ft,43,35
150,2,7:32.0,Turnover by T. Evans (traveling),,43,35
151,2,7:23.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by T. Burke),43,38
152,2,7:16.0,Indiana full timeout,,43,38
153,2,7:16.0,V. Oladipo enters the game for T. Evans,,43,38
154,2,7:16.0,D. Sabonis enters the game for D. McDermott,,43,38
155,2,7:16.0,T. Young enters the game for K. O'Quinn,,43,38
156,2,7:07.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,43,38
157,2,7:05.0,,Defensive rebound by Team,43,38
158,2,6:51.0,,K. Knox misses 3-pt jump shot from 27 ft,43,38
159,2,6:49.0,Defensive rebound by Team,,43,38
160,2,6:49.0,,Loose ball foul by N. Vonleh (drawn by D. Sabonis),43,38
161,2,6:49.0,D. Collison enters the game for C. Joseph,,43,38
162,2,6:49.0,,L. Kornet enters the game for N. Vonleh,43,38
163,2,6:38.0,V. Oladipo makes 2-pt jump shot from 20 ft,,45,38
164,2,6:20.0,,K. Knox makes 2-pt jump shot from 10 ft (assist by T. Burke),45,40
165,2,5:59.0,Turnover by V. Oladipo (palming),,45,40
166,2,5:44.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by D. Dotson),45,43
167,2,5:29.0,D. Collison misses 3-pt jump shot from 23 ft,,45,43
168,2,5:27.0,,Defensive rebound by T. Hardaway,45,43
169,2,5:22.0,,T. Hardaway makes 3-pt jump shot from 26 ft,45,46
170,2,5:04.0,T. Young misses 2-pt hook shot from 6 ft,,45,46
171,2,5:03.0,Offensive rebound by Team,,45,46
172,2,4:55.0,V. Oladipo misses 3-pt jump shot from 25 ft,,45,46
173,2,4:53.0,,Defensive rebound by D. Dotson,45,46
174,2,4:45.0,,T. Burke misses 2-pt layup at rim,45,46
175,2,4:44.0,Defensive rebound by D. Sabonis,,45,46
176,2,4:37.0,D. Sabonis misses 2-pt jump shot from 19 ft,,45,46
177,2,4:35.0,,Defensive rebound by D. Dotson,45,46
178,2,4:29.0,,T. Hardaway misses 3-pt jump shot from 27 ft,45,46
179,2,4:27.0,Defensive rebound by D. Sabonis,,45,46
180,2,4:15.0,T. Young misses 2-pt layup from 1 ft,,45,46
181,2,4:13.0,Offensive rebound by T. Young,,45,46
182,2,4:13.0,T. Young misses 2-pt layup at rim,,45,46
183,2,4:11.0,,Defensive rebound by K. Knox,45,46
184,2,4:07.0,,Turnover by K. Knox (lost ball; steal by V. Oladipo),45,46
185,2,4:02.0,T. Young makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,48,46
186,2,3:53.0,,New York full timeout,48,46
187,2,3:53.0,,E. Mudiay enters the game for T. Burke,48,46
188,2,3:42.0,,L. Kornet misses 3-pt jump shot from 26 ft,48,46
189,2,3:40.0,Defensive rebound by T. Young,,48,46
190,2,3:26.0,B. Bogdanović misses 2-pt layup from 8 ft (block by L. Kornet),,48,46
191,2,3:24.0,,Defensive rebound by L. Kornet,48,46
192,2,3:07.0,,D. Dotson makes 3-pt jump shot from 23 ft (assist by L. Kornet),48,49
193,2,2:49.0,D. Sabonis makes 2-pt hook shot at rim (assist by D. Collison),,50,49
194,2,2:38.0,,Turnover by E. Mudiay (lost ball; steal by T. Young),50,49
195,2,2:35.0,D. Collison makes 2-pt layup at rim (assist by T. Young),,52,49
196,2,2:13.0,,K. Knox makes 3-pt jump shot from 26 ft (assist by L. Kornet),52,52
197,2,1:59.0,T. Young makes 2-pt layup at rim (assist by D. Sabonis),,54,52
198,2,1:43.0,,T. Hardaway misses 2-pt jump shot from 17 ft,54,52
199,2,1:42.0,Defensive rebound by D. Sabonis,,54,52
200,2,1:34.0,D. Sabonis makes 2-pt hook shot from 1 ft (assist by D. Collison),,56,52
201,2,1:12.0,,K. Knox misses 3-pt jump shot from 26 ft,56,52
202,2,1:10.0,Defensive rebound by D. Sabonis,,56,52
203,2,0:55.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,59,52
204,2,0:42.0,,L. Kornet misses 3-pt jump shot from 25 ft,59,52
205,2,0:39.0,Defensive rebound by V. Oladipo,,59,52
206,2,0:35.0,V. Oladipo makes 3-pt jump shot from 29 ft,,62,52
207,2,0:13.0,,E. Mudiay misses 2-pt jump shot from 10 ft,62,52
208,2,0:11.0,Defensive rebound by B. Bogdanović,,62,52
209,2,0:05.0,B. Bogdanović makes 2-pt dunk from 2 ft,,64,52
210,2,0:01.0,,E. Mudiay misses 3-pt jump shot from 25 ft (block by D. Collison),64,52
211,2,0:01.0,Defensive rebound by D. Collison,,64,52
212,2,0:00.0,D. Collison misses 3-pt jump shot from 38 ft,,64,52
213,2,0:00.0,Offensive rebound by Team,,64,52
214,3,11:42.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,67,52
215,3,11:18.0,,L. Kornet misses 2-pt jump shot from 16 ft,67,52
216,3,11:16.0,,Offensive rebound by E. Mudiay,67,52
217,3,11:15.0,,E. Mudiay makes 2-pt layup from 1 ft,67,54
218,3,11:02.0,B. Bogdanović misses 2-pt layup from 1 ft,,67,54
219,3,11:00.0,,Defensive rebound by L. Kornet,67,54
220,3,10:54.0,,E. Mudiay misses 2-pt layup from 1 ft,67,54
221,3,10:52.0,Defensive rebound by D. Sabonis,,67,54
222,3,10:30.0,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),,69,54
223,3,10:12.0,,Turnover by N. Vonleh (bad pass; steal by D. Collison),69,54
224,3,10:03.0,,Violation by Team (kicked ball),69,54
225,3,9:52.0,D. Sabonis makes 2-pt layup at rim (assist by B. Bogdanović),,71,54
226,3,9:52.0,,New York full timeout,71,54
227,3,9:40.0,,E. Mudiay makes 3-pt jump shot from 23 ft (assist by T. Hardaway),71,57
228,3,9:24.0,D. Sabonis makes 2-pt dunk from 2 ft (assist by D. Collison),,73,57
229,3,9:07.0,,E. Mudiay misses 3-pt jump shot from 23 ft,73,57
230,3,9:05.0,Defensive rebound by T. Young,,73,57
231,3,8:48.0,D. Sabonis makes 2-pt layup from 2 ft (assist by D. Collison),,75,57
232,3,8:30.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by L. Kornet),75,59
233,3,8:17.0,V. Oladipo makes 2-pt jump shot from 19 ft,,77,59
234,3,7:59.0,,L. Kornet misses 3-pt jump shot from 26 ft,77,59
235,3,7:57.0,Defensive rebound by D. Sabonis,,77,59
236,3,7:48.0,Turnover by V. Oladipo (bad pass; steal by N. Vonleh),,77,59
237,3,7:43.0,,T. Hardaway misses 2-pt layup from 1 ft,77,59
238,3,7:41.0,Defensive rebound by D. Sabonis,,77,59
239,3,7:36.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Collison),,80,59
240,3,7:35.0,,New York full timeout,80,59
241,3,7:35.0,,D. Dotson enters the game for K. Knox,80,59
242,3,7:35.0,,M. Hezonja enters the game for L. Kornet,80,59
243,3,7:35.0,,L. Thomas enters the game for N. Vonleh,80,59
244,3,7:22.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by E. Mudiay),80,62
245,3,7:22.0,,Shooting foul by B. Bogdanović (drawn by D. Dotson),80,62
246,3,7:22.0,,D. Dotson makes free throw 1 of 1,80,63
247,3,7:09.0,Personal foul by T. Hardaway (drawn by V. Oladipo),,80,63
248,3,6:59.0,B. Bogdanović misses 2-pt jump shot from 17 ft (block by E. Mudiay),,80,63
249,3,6:58.0,,Defensive rebound by E. Mudiay,80,63
250,3,6:54.0,,E. Mudiay makes 2-pt layup from 1 ft,80,65
251,3,6:39.0,T. Young misses 2-pt hook shot from 8 ft,,80,65
252,3,6:37.0,Offensive rebound by D. Sabonis,,80,65
253,3,6:37.0,D. Sabonis makes 2-pt layup from 1 ft,,82,65
254,3,6:28.0,,Shooting foul by T. Young (drawn by E. Mudiay),82,65
255,3,6:28.0,,E. Mudiay makes free throw 1 of 2,82,66
256,3,6:28.0,,E. Mudiay makes free throw 2 of 2,82,67
257,3,6:19.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by D. Collison),,85,67
258,3,6:05.0,,Turnover by E. Mudiay (lost ball; steal by T. Young),85,67
259,3,6:02.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Collison),,87,67
