,QUARTER,TIME_REMAINING,DENVER_ACTION,PHOENIX_ACTION,DENVER_SCORE,PHOENIX_SCORE
0,1,11:41.0,,D. Ayton misses 2-pt jump shot from 9 ft (block by N. Jokić),0,0
1,1,11:41.0,,Offensive rebound by Team,0,0
2,1,11:33.0,,D. Melton misses 3-pt jump shot from 25 ft,0,0
3,1,11:30.0,Defensive rebound by J. Murray,,0,0
4,1,11:18.0,Turnover by T. Craig (bad pass; steal by J. Jackson),,0,0
5,1,11:13.0,,J. Jackson misses 2-pt jump shot from 19 ft,0,0
6,1,11:09.0,Defensive rebound by N. Jokić,,0,0
7,1,10:54.0,T. Craig misses 3-pt jump shot from 24 ft,,0,0
8,1,10:51.0,,Defensive rebound by D. Ayton,0,0
9,1,10:38.0,,Turnover by D. Melton (bad pass; steal by T. Craig),0,0
10,1,10:34.0,Turnover by P. Millsap (bad pass; steal by T. Warren),,0,0
11,1,10:29.0,,D. Ayton makes 2-pt dunk at rim (assist by J. Jackson),0,2
12,1,10:17.0,Def 3 sec tech foul by Team,,0,2
13,1,10:17.0,J. Murray makes technical free throw,,1,2
14,1,10:10.0,J. Murray misses 2-pt layup from 6 ft (block by D. Ayton),,1,2
15,1,10:07.0,,Defensive rebound by D. Ayton,1,2
16,1,10:04.0,,D. Melton misses 3-pt jump shot from 25 ft,1,2
17,1,10:00.0,Defensive rebound by J. Murray,,1,2
18,1,9:51.0,N. Jokić makes 2-pt layup at rim (assist by P. Millsap),,3,2
19,1,9:39.0,,J. Jackson misses 3-pt jump shot from 25 ft,3,2
20,1,9:35.0,,Offensive rebound by D. Ayton,3,2
21,1,9:34.0,,J. Jackson misses 2-pt layup from 3 ft (block by P. Millsap),3,2
22,1,9:33.0,Defensive rebound by T. Craig,,3,2
23,1,9:33.0,Turnover by T. Craig (step out of bounds),,3,2
24,1,9:26.0,,J. Jackson makes 2-pt jump shot from 19 ft (assist by D. Melton),3,4
25,1,9:13.0,P. Millsap makes 2-pt jump shot from 10 ft (assist by J. Murray),,5,4
26,1,9:00.0,,D. Ayton makes 2-pt jump shot from 3 ft (assist by J. Jackson),5,6
27,1,9:00.0,,Shooting foul by T. Craig (drawn by D. Ayton),5,6
28,1,9:00.0,,D. Ayton makes free throw 1 of 1,5,7
29,1,8:37.0,P. Millsap misses 2-pt layup from 8 ft (block by T. Warren),,5,7
30,1,8:34.0,Offensive rebound by P. Millsap,,5,7
31,1,8:33.0,P. Millsap misses 2-pt jump shot from 10 ft,,5,7
32,1,8:31.0,,Defensive rebound by D. Ayton,5,7
33,1,8:25.0,,T. Warren misses 2-pt layup from 1 ft (block by T. Craig),5,7
34,1,8:23.0,Defensive rebound by P. Millsap,,5,7
35,1,8:19.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by J. Murray),,8,7
36,1,7:58.0,,J. Jackson misses 2-pt jump shot from 5 ft,8,7
37,1,7:57.0,,Offensive rebound by J. Jackson,8,7
38,1,7:56.0,,J. Jackson makes 2-pt layup at rim,8,9
39,1,7:34.0,N. Jokić misses 2-pt layup from 2 ft,,8,9
40,1,7:30.0,Offensive rebound by N. Jokić,,8,9
41,1,7:30.0,N. Jokić misses 2-pt layup at rim,,8,9
42,1,7:29.0,,Defensive rebound by M. Bridges,8,9
43,1,7:24.0,,D. Ayton misses 2-pt jump shot from 12 ft,8,9
44,1,7:21.0,Defensive rebound by N. Jokić,,8,9
45,1,7:06.0,Turnover by P. Millsap (out of bounds lost ball),,8,9
46,1,6:49.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by T. Warren),8,12
47,1,6:31.0,,Phoenix full timeout,8,12
48,1,6:21.0,J. Murray misses 3-pt jump shot from 25 ft,,8,12
49,1,6:17.0,,Defensive rebound by M. Bridges,8,12
50,1,6:04.0,,J. Jackson misses 2-pt jump shot from 21 ft,8,12
51,1,6:04.0,Defensive rebound by P. Millsap,,8,12
