,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DALLAS_ACTION,ATLANTA_SCORE,DALLAS_SCORE
389,4,8:28.0,Turnover by T. Young (lost ball; steal by D. Finney-Smith),,81,90
390,4,8:25.0,,D. Finney-Smith makes 2-pt layup from 1 ft,81,92
391,4,8:24.0,Atlanta full timeout,,81,92
392,4,8:10.0,K. Huerter makes 2-pt hook shot from 5 ft,,83,92
393,4,7:44.0,,L. Dončić misses 3-pt jump shot from 26 ft,83,92
394,4,7:42.0,Defensive rebound by Team,,83,92
395,4,7:29.0,K. Huerter misses 2-pt layup from 3 ft,,83,92
396,4,7:24.0,,Defensive rebound by L. Dončić,83,92
397,4,7:12.0,,D. Powell makes 2-pt layup from 2 ft (assist by M. Kleber),83,94
398,4,7:12.0,,Shooting foul by J. Collins (drawn by D. Powell),83,94
399,4,7:12.0,,W. Matthews enters the game for D. Harris,83,94
400,4,7:12.0,,D. Powell misses free throw 1 of 1,83,94
401,4,7:12.0,Defensive rebound by Team,,83,94
402,4,6:54.0,J. Collins misses 2-pt layup from 4 ft,,83,94
403,4,6:52.0,Offensive rebound by D. Dedmon,,83,94
404,4,6:50.0,D. Dedmon makes 2-pt layup from 2 ft,,85,94
405,4,6:39.0,,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),85,97
406,4,6:23.0,Shooting foul by D. Powell (drawn by K. Huerter),,85,97
407,4,6:23.0,K. Huerter makes free throw 1 of 2,,86,97
408,4,6:23.0,,D. Jordan enters the game for D. Powell,86,97
409,4,6:23.0,K. Huerter makes free throw 2 of 2,,87,97
410,4,6:06.0,,M. Kleber misses 3-pt jump shot from 26 ft,87,97
411,4,6:03.0,,Offensive rebound by D. Finney-Smith,87,97
412,4,6:00.0,,L. Dončić misses 3-pt jump shot from 28 ft,87,97
413,4,5:58.0,Defensive rebound by D. Bembry,,87,97
414,4,5:42.0,Turnover by J. Collins (lost ball; steal by W. Matthews),,87,97
415,4,5:32.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by M. Kleber),87,100
416,4,5:29.0,Atlanta full timeout,,87,100
417,4,5:29.0,K. Bazemore enters the game for D. Bembry,,87,100
418,4,5:29.0,,H. Barnes enters the game for M. Kleber,87,100
419,4,5:21.0,Personal foul by D. Finney-Smith (drawn by T. Young),,87,100
420,4,5:14.0,T. Young makes 2-pt jump shot from 13 ft,,89,100
421,4,5:01.0,,Personal foul by K. Huerter (drawn by L. Dončić),89,100
422,4,5:01.0,,L. Dončić misses free throw 1 of 2,89,100
423,4,5:01.0,,Offensive rebound by Team,89,100
424,4,5:01.0,,L. Dončić makes free throw 2 of 2,89,101
425,4,4:49.0,T. Young makes 2-pt layup from 1 ft,,91,101
426,4,4:35.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Jordan),91,104
427,4,4:17.0,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),,94,104
428,4,3:52.0,,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Finney-Smith),94,107
429,4,3:38.0,T. Young misses 3-pt jump shot from 26 ft,,94,107
430,4,3:34.0,,Defensive rebound by H. Barnes,94,107
431,4,3:23.0,,H. Barnes makes 2-pt jump shot from 4 ft (assist by L. Dončić),94,109
432,4,3:22.0,Atlanta full timeout,,94,109
433,4,3:22.0,,J. Brunson enters the game for D. Finney-Smith,94,109
434,4,3:09.0,Turnover by J. Collins (traveling),,94,109
435,4,2:48.0,,H. Barnes misses 3-pt jump shot from 26 ft,94,109
436,4,2:44.0,Defensive rebound by K. Bazemore,,94,109
437,4,2:33.0,K. Bazemore misses 2-pt jump shot from 5 ft,,94,109
438,4,2:31.0,Offensive rebound by J. Collins,,94,109
439,4,2:31.0,J. Collins makes 2-pt layup from 2 ft,,96,109
440,4,2:16.0,,Turnover by L. Dončić (bad pass; steal by K. Bazemore),96,109
441,4,2:14.0,Shooting foul by L. Dončić (drawn by K. Huerter),,96,109
442,4,2:14.0,K. Huerter makes free throw 1 of 2,,97,109
443,4,2:14.0,K. Huerter misses free throw 2 of 2,,97,109
444,4,2:11.0,,Defensive rebound by D. Jordan,97,109
445,4,1:48.0,,J. Brunson misses 3-pt jump shot from 23 ft,97,109
446,4,1:45.0,Defensive rebound by J. Collins,,97,109
447,4,1:40.0,K. Bazemore makes 3-pt jump shot from 25 ft,,100,109
448,4,1:40.0,,Dallas full timeout,100,109
449,4,1:40.0,Technical foul by T. Young,,100,109
450,4,1:40.0,,Technical foul by D. Jordan,100,109
451,4,1:40.0,J. Anderson enters the game for J. Collins,,100,109
452,4,1:24.0,,Personal foul by D. Dedmon (drawn by L. Dončić),100,109
453,4,1:24.0,Technical foul by J. Anderson,,100,109
454,4,1:24.0,,Technical foul by L. Dončić,100,109
455,4,1:24.0,,L. Dončić misses free throw 1 of 2,100,109
456,4,1:24.0,,Offensive rebound by Team,100,109
457,4,1:24.0,J. Collins enters the game for J. Anderson,,100,109
458,4,1:24.0,,L. Dončić makes free throw 2 of 2,100,110
459,4,1:12.0,T. Young makes 2-pt jump shot from 11 ft,,102,110
460,4,0:51.0,,D. Jordan misses 2-pt layup from 2 ft,102,110
461,4,0:49.0,Defensive rebound by J. Collins,,102,110
462,4,0:42.0,K. Huerter makes 3-pt jump shot from 23 ft (assist by T. Young),,105,110
463,4,0:40.0,,Personal take foul by K. Huerter (drawn by J. Brunson),105,110
464,4,0:40.0,,J. Brunson makes free throw 1 of 2,105,111
465,4,0:40.0,,J. Brunson makes free throw 2 of 2,105,112
466,4,0:33.0,T. Young makes 2-pt layup from 2 ft,,107,112
467,4,0:28.0,,Personal take foul by K. Bazemore (drawn by J. Brunson),107,112
468,4,0:28.0,,J. Brunson misses free throw 1 of 2,107,112
469,4,0:28.0,,Offensive rebound by Team,107,112
470,4,0:28.0,,J. Brunson makes free throw 2 of 2,107,113
471,4,0:22.0,T. Young misses 3-pt jump shot from 27 ft,,107,113
472,4,0:20.0,,Defensive rebound by L. Dončić,107,113
473,4,0:10.0,,Personal foul by D. Dedmon (drawn by L. Dončić),107,113
474,4,0:10.0,,L. Dončić misses free throw 1 of 2,107,113
475,4,0:10.0,,Offensive rebound by Team,107,113
476,4,0:10.0,,L. Dončić makes free throw 2 of 2,107,114
477,4,0:00.0,K. Bazemore misses 3-pt jump shot from 24 ft,,107,114
478,4,0:00.0,,Defensive rebound by L. Dončić,107,114
