,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
43,1,7:14.0,O. Porter misses 3-pt jump shot from 26 ft,,8,9
44,1,7:14.0,,Defensive rebound by S. Gilgeous-Alexander,8,9
45,1,7:05.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 12 ft,8,9
46,1,7:02.0,Defensive rebound by L. Markkanen,,8,9
47,1,6:55.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by L. Markkanen),,10,9
48,1,6:38.0,,P. Beverley misses 2-pt layup from 4 ft,10,9
49,1,6:36.0,Defensive rebound by R. Lopez,,10,9
50,1,6:29.0,Personal foul by D. Gallinari (drawn by O. Porter),,10,9
51,1,6:29.0,,LA Clippers full timeout,10,9
52,1,6:22.0,Turnover by Z. LaVine (lost ball; steal by P. Beverley),,10,9
53,1,6:15.0,,L. Shamet misses 2-pt layup from 2 ft,10,9
54,1,6:11.0,,Offensive rebound by I. Zubac,10,9
55,1,6:11.0,,I. Zubac makes 2-pt layup at rim,10,11
56,1,5:58.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by Z. LaVine),,13,11
57,1,5:33.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by L. Shamet),13,14
58,1,5:10.0,R. Lopez makes 2-pt hook shot from 2 ft (assist by K. Dunn),,15,14
59,1,4:56.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by D. Gallinari),15,17
60,1,4:46.0,K. Dunn makes 2-pt jump shot from 10 ft,,17,17
61,1,4:31.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,17,17
62,1,4:28.0,Defensive rebound by L. Markkanen,,17,17
63,1,4:12.0,Z. LaVine misses 2-pt jump shot from 5 ft,,17,17
64,1,4:10.0,,Defensive rebound by I. Zubac,17,17
65,1,4:00.0,,I. Zubac makes 2-pt dunk at rim (assist by L. Shamet),17,19
66,1,3:53.0,Chicago full timeout,,17,19
67,1,3:53.0,R. Arcidiacono enters the game for K. Dunn,,17,19
68,1,3:53.0,W. Selden enters the game for L. Markkanen,,17,19
69,1,3:53.0,,M. Harrell enters the game for L. Shamet,17,19
70,1,3:53.0,,L. Williams enters the game for I. Zubac,17,19
71,1,3:43.0,W. Selden misses 2-pt jump shot from 6 ft,,17,19
72,1,3:39.0,Offensive rebound by R. Lopez,,17,19
73,1,3:39.0,R. Lopez makes 2-pt layup from 1 ft,,19,19
74,1,3:28.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),19,22
75,1,3:10.0,R. Lopez makes 2-pt hook shot from 2 ft,,21,22
76,1,2:51.0,,Shooting foul by R. Arcidiacono (drawn by L. Williams),21,22
77,1,2:51.0,,L. Williams makes free throw 1 of 3,21,23
78,1,2:51.0,,L. Williams makes free throw 2 of 3,21,24
79,1,2:51.0,,W. Chandler enters the game for D. Gallinari,21,24
80,1,2:51.0,,J. Green enters the game for S. Gilgeous-Alexander,21,24
81,1,2:51.0,,L. Williams makes free throw 3 of 3,21,25
82,1,2:41.0,O. Porter makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,24,25
83,1,2:22.0,,M. Harrell misses 2-pt jump shot from 13 ft,24,25
84,1,2:20.0,Defensive rebound by Z. LaVine,,24,25
85,1,2:08.0,O. Porter makes 2-pt jump shot from 15 ft (assist by Z. LaVine),,26,25
86,1,1:43.0,,P. Beverley misses 2-pt layup from 3 ft,26,25
87,1,1:37.0,,M. Harrell makes 2-pt dunk at rim,26,27
88,1,1:37.0,,Offensive rebound by M. Harrell,26,27
89,1,1:21.0,O. Porter makes 2-pt jump shot from 10 ft (assist by R. Arcidiacono),,28,27
90,1,0:54.0,,M. Harrell misses 2-pt jump shot from 11 ft,28,27
91,1,0:51.0,Defensive rebound by W. Selden,,28,27
92,1,0:44.0,Z. LaVine makes 3-pt jump shot from 28 ft (assist by W. Selden),,31,27
93,1,0:36.0,,L. Williams misses 3-pt jump shot from 30 ft,31,27
94,1,0:34.0,Defensive rebound by Z. LaVine,,31,27
95,1,0:30.0,Z. LaVine makes 3-pt jump shot from 28 ft,,34,27
96,1,0:11.0,,L. Williams misses 2-pt jump shot from 15 ft,34,27
97,1,0:08.0,,Offensive rebound by P. Beverley,34,27
98,1,0:08.0,,P. Beverley makes 2-pt jump shot from 3 ft,34,29
99,1,0:03.0,Personal foul by P. Beverley (drawn by Z. LaVine),,34,29
100,1,0:03.0,,G. Temple enters the game for P. Beverley,34,29
101,1,0:03.0,,S. Thornwell enters the game for L. Williams,34,29
102,1,0:01.0,Z. LaVine misses 3-pt jump shot from 28 ft,,34,29
103,1,0:00.0,Offensive rebound by Team,,34,29
104,2,11:41.0,,G. Temple misses 2-pt jump shot from 13 ft,34,29
105,2,11:38.0,Defensive rebound by R. Lopez,,34,29
106,2,11:21.0,Turnover by W. Selden (out of bounds lost ball),,34,29
107,2,11:13.0,,Offensive foul by J. Green (drawn by S. Harrison),34,29
108,2,11:13.0,,Turnover by J. Green (offensive foul),34,29
109,2,11:01.0,R. Lopez misses 2-pt jump shot from 5 ft,,34,29
110,2,11:00.0,,Defensive rebound by J. Green,34,29
111,2,10:54.0,,Shooting foul by R. Lopez (drawn by M. Harrell),34,29
112,2,10:54.0,,M. Harrell makes free throw 1 of 2,34,30
113,2,10:54.0,C. Felício enters the game for R. Lopez,,34,30
114,2,10:54.0,,M. Harrell makes free throw 2 of 2,34,31
115,2,10:32.0,Shooting foul by W. Chandler (drawn by R. Arcidiacono),,34,31
116,2,10:32.0,R. Arcidiacono misses free throw 1 of 2,,34,31
117,2,10:32.0,Offensive rebound by Team,,34,31
118,2,10:32.0,R. Arcidiacono makes free throw 2 of 2,,35,31
119,2,10:22.0,,Shooting foul by S. Harrison (drawn by G. Temple),35,31
120,2,10:22.0,,G. Temple makes free throw 1 of 2,35,32
121,2,10:22.0,K. Dunn enters the game for R. Arcidiacono,,35,32
122,2,10:22.0,L. Markkanen enters the game for W. Selden,,35,32
123,2,10:22.0,,G. Temple makes free throw 2 of 2,35,33
124,2,10:12.0,Turnover by K. Dunn (bad pass),,35,33
125,2,10:05.0,,L. Williams misses 2-pt layup from 3 ft,35,33
126,2,10:04.0,,Offensive rebound by Team,35,33
127,2,9:56.0,,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),35,35
128,2,9:39.0,Personal foul by G. Temple (drawn by L. Markkanen),,35,35
129,2,9:28.0,Turnover by K. Dunn (lost ball; steal by G. Temple),,35,35
130,2,9:26.0,,Shooting foul by L. Markkanen (drawn by G. Temple),35,35
131,2,9:26.0,,G. Temple makes free throw 1 of 2,35,36
132,2,9:26.0,,G. Temple makes free throw 2 of 2,35,37
133,2,9:13.0,L. Markkanen misses 2-pt jump shot from 7 ft,,35,37
134,2,9:10.0,,Defensive rebound by W. Chandler,35,37
135,2,9:06.0,,W. Chandler misses 2-pt layup from 1 ft,35,37
136,2,9:05.0,,Offensive rebound by Team,35,37
137,2,8:54.0,,G. Temple makes 2-pt jump shot from 10 ft (assist by M. Harrell),35,39
138,2,8:53.0,Chicago full timeout,,35,39
139,2,8:42.0,Turnover by K. Dunn (bad pass),,35,39
140,2,8:20.0,,M. Harrell misses 2-pt jump shot from 7 ft,35,39
141,2,8:17.0,Defensive rebound by K. Dunn,,35,39
142,2,8:11.0,L. Markkanen misses 3-pt jump shot from 27 ft,,35,39
143,2,8:08.0,,Defensive rebound by G. Temple,35,39
144,2,8:03.0,,G. Temple misses 3-pt jump shot from 28 ft,35,39
145,2,8:03.0,Defensive rebound by T. Luwawu-Cabarrot,,35,39
146,2,7:44.0,S. Harrison makes 2-pt jump shot from 5 ft,,37,39
147,2,7:35.0,,Turnover by L. Williams (bad pass; steal by S. Harrison),37,39
148,2,7:34.0,Personal take foul by L. Williams (drawn by K. Dunn),,37,39
149,2,7:34.0,Z. LaVine enters the game for T. Luwawu-Cabarrot,,37,39
150,2,7:34.0,,L. Shamet enters the game for W. Chandler,37,39
151,2,7:26.0,K. Dunn makes 2-pt layup from 2 ft,,39,39
152,2,7:26.0,Shooting foul by J. Green (drawn by K. Dunn),,39,39
153,2,7:26.0,K. Dunn makes free throw 1 of 1,,40,39
154,2,7:14.0,,L. Williams misses 2-pt jump shot from 8 ft,40,39
155,2,7:13.0,,Offensive rebound by M. Harrell,40,39
156,2,7:13.0,,M. Harrell misses 2-pt layup from 1 ft,40,39
157,2,7:12.0,,Offensive rebound by Team,40,39
158,2,7:12.0,,P. Beverley enters the game for J. Green,40,39
159,2,7:12.0,,D. Gallinari enters the game for G. Temple,40,39
160,2,7:08.0,,L. Williams makes 2-pt jump shot from 12 ft (assist by P. Beverley),40,41
161,2,6:49.0,K. Dunn misses 3-pt jump shot from 27 ft,,40,41
162,2,6:45.0,Offensive rebound by L. Markkanen,,40,41
163,2,6:37.0,K. Dunn makes 2-pt jump shot from 5 ft,,42,41
164,2,6:25.0,,L. Williams makes 2-pt jump shot from 17 ft (assist by L. Shamet),42,43
165,2,6:25.0,,Shooting foul by K. Dunn (drawn by L. Williams),42,43
166,2,6:25.0,,L. Williams makes free throw 1 of 1,42,44
167,2,6:16.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Dunn),,45,44
168,2,5:57.0,,M. Harrell makes 2-pt dunk at rim (assist by P. Beverley),45,46
169,2,5:43.0,Z. LaVine misses 3-pt jump shot from 28 ft,,45,46
170,2,5:41.0,,Defensive rebound by D. Gallinari,45,46
171,2,5:22.0,,D. Gallinari makes 2-pt jump shot from 18 ft,45,48
172,2,5:01.0,Z. LaVine makes 2-pt hook shot from 5 ft,,47,48
173,2,4:42.0,,L. Shamet misses 2-pt layup from 1 ft (block by K. Dunn),47,48
174,2,4:41.0,Defensive rebound by K. Dunn,,47,48
175,2,4:41.0,Personal foul by P. Beverley (drawn by K. Dunn),,47,48
176,2,4:41.0,K. Dunn makes free throw 1 of 2,,48,48
177,2,4:41.0,R. Lopez enters the game for C. Felício,,48,48
178,2,4:41.0,O. Porter enters the game for S. Harrison,,48,48
179,2,4:41.0,,S. Gilgeous-Alexander enters the game for L. Williams,48,48
180,2,4:41.0,K. Dunn makes free throw 2 of 2,,49,48
181,2,4:39.0,Violation by Team (delay of game),,49,48
182,2,4:19.0,,P. Beverley misses 2-pt jump shot from 5 ft,49,48
183,2,4:19.0,Defensive rebound by Team,,49,48
184,2,4:11.0,Turnover by Z. LaVine (lost ball; steal by S. Gilgeous-Alexander),,49,48
185,2,4:07.0,,M. Harrell makes 2-pt dunk at rim (assist by S. Gilgeous-Alexander),49,50
186,2,4:07.0,Chicago full timeout,,49,50
187,2,4:07.0,W. Selden enters the game for L. Markkanen,,49,50
188,2,4:07.0,,I. Zubac enters the game for M. Harrell,49,50
189,2,3:54.0,O. Porter misses 3-pt jump shot from 26 ft,,49,50
190,2,3:52.0,,Defensive rebound by Team,49,50
191,2,3:29.0,,P. Beverley misses 2-pt layup from 3 ft,49,50
192,2,3:26.0,Defensive rebound by W. Selden,,49,50
193,2,3:24.0,K. Dunn makes 2-pt dunk from 1 ft (assist by W. Selden),,51,50
194,2,3:13.0,,L. Shamet misses 2-pt jump shot from 18 ft,51,50
195,2,3:11.0,Defensive rebound by K. Dunn,,51,50
196,2,3:01.0,O. Porter misses 2-pt jump shot from 14 ft,,51,50
197,2,2:55.0,Offensive rebound by R. Lopez,,51,50
198,2,2:55.0,R. Lopez makes 2-pt layup from 1 ft,,53,50
199,2,2:46.0,,Shooting foul by K. Dunn (drawn by S. Gilgeous-Alexander),53,50
200,2,2:46.0,,S. Gilgeous-Alexander makes free throw 1 of 2,53,51
201,2,2:46.0,R. Arcidiacono enters the game for K. Dunn,,53,51
202,2,2:46.0,,S. Gilgeous-Alexander misses free throw 2 of 2,53,51
203,2,2:43.0,,Offensive rebound by S. Gilgeous-Alexander,53,51
204,2,2:42.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,53,53
205,2,2:23.0,Shooting foul by P. Beverley (drawn by R. Lopez),,53,53
206,2,2:23.0,R. Lopez makes free throw 1 of 2,,54,53
207,2,2:23.0,,L. Williams enters the game for P. Beverley,54,53
208,2,2:23.0,R. Lopez makes free throw 2 of 2,,55,53
209,2,2:07.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft,55,55
210,2,1:52.0,W. Selden makes 3-pt jump shot from 26 ft (assist by R. Lopez),,58,55
211,2,1:37.0,,D. Gallinari misses 2-pt layup from 4 ft,58,55
212,2,1:33.0,,Offensive rebound by I. Zubac,58,55
213,2,1:33.0,,I. Zubac misses 2-pt layup at rim,58,55
214,2,1:33.0,Defensive rebound by R. Lopez,,58,55
215,2,1:32.0,Shooting foul by L. Shamet (drawn by Z. LaVine),,58,55
216,2,1:32.0,Z. LaVine misses free throw 1 of 2,,58,55
217,2,1:32.0,Offensive rebound by Team,,58,55
218,2,1:32.0,Z. LaVine makes free throw 2 of 2,,59,55
219,2,1:17.0,,L. Williams misses 2-pt jump shot from 12 ft,59,55
220,2,1:12.0,Defensive rebound by R. Lopez,,59,55
221,2,1:04.0,Z. LaVine misses 2-pt jump shot from 7 ft,,59,55
222,2,1:02.0,Offensive rebound by R. Lopez,,59,55
223,2,0:58.0,W. Selden makes 2-pt jump shot from 15 ft (assist by R. Lopez),,61,55
224,2,0:47.0,,I. Zubac misses 2-pt layup from 3 ft,61,55
225,2,0:45.0,Defensive rebound by R. Arcidiacono,,61,55
226,2,0:38.0,Z. LaVine misses 2-pt jump shot from 19 ft,,61,55
227,2,0:35.0,,Defensive rebound by S. Gilgeous-Alexander,61,55
228,2,0:26.0,,L. Williams makes 2-pt jump shot from 12 ft,61,57
229,2,0:06.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by Z. LaVine),,63,57
230,3,11:44.0,,D. Gallinari makes 2-pt jump shot from 18 ft (assist by P. Beverley),63,59
231,3,11:32.0,Shooting foul by I. Zubac (drawn by Z. LaVine),,63,59
232,3,11:32.0,Z. LaVine makes free throw 1 of 2,,64,59
233,3,11:32.0,Z. LaVine misses free throw 2 of 2,,64,59
234,3,11:29.0,,Defensive rebound by S. Gilgeous-Alexander,64,59
235,3,11:09.0,,D. Gallinari misses 2-pt jump shot from 22 ft,64,59
236,3,11:06.0,Defensive rebound by Z. LaVine,,64,59
237,3,10:58.0,Z. LaVine misses 3-pt jump shot from 25 ft,,64,59
238,3,10:55.0,,Defensive rebound by S. Gilgeous-Alexander,64,59
239,3,10:45.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft,64,59
240,3,10:41.0,Defensive rebound by L. Markkanen,,64,59
241,3,10:27.0,Personal foul by L. Shamet (drawn by O. Porter),,64,59
242,3,10:18.0,Turnover by Z. LaVine (lost ball; steal by S. Gilgeous-Alexander),,64,59
243,3,10:11.0,,L. Shamet misses 2-pt layup from 4 ft (block by R. Lopez),64,59
244,3,10:08.0,Defensive rebound by L. Markkanen,,64,59
245,3,10:05.0,Turnover by L. Markkanen (lost ball; steal by D. Gallinari),,64,59
246,3,9:55.0,,Personal foul by K. Dunn (drawn by S. Gilgeous-Alexander),64,59
247,3,9:53.0,,Personal foul by L. Markkanen (drawn by I. Zubac),64,59
248,3,9:47.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by P. Beverley),64,62
249,3,9:33.0,K. Dunn misses 2-pt layup from 3 ft,,64,62
250,3,9:29.0,K. Dunn misses 2-pt layup from 1 ft (block by D. Gallinari),,64,62
251,3,9:29.0,Offensive rebound by K. Dunn,,64,62
252,3,9:29.0,,Defensive rebound by D. Gallinari,64,62
253,3,9:20.0,,I. Zubac makes 2-pt hook shot from 4 ft (assist by S. Gilgeous-Alexander),64,64
254,3,9:20.0,,Shooting foul by R. Lopez (drawn by I. Zubac),64,64
255,3,9:20.0,,I. Zubac makes free throw 1 of 1,64,65
256,3,9:04.0,Shooting foul by I. Zubac (drawn by L. Markkanen),,64,65
257,3,9:04.0,L. Markkanen misses free throw 1 of 2,,64,65
258,3,9:04.0,Offensive rebound by Team,,64,65
259,3,9:04.0,L. Markkanen makes free throw 2 of 2,,65,65
260,3,8:55.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by P. Beverley),65,68
261,3,8:33.0,Loose ball foul by K. Dunn (drawn by P. Beverley),,65,68
262,3,8:33.0,Turnover by K. Dunn (turnover),,65,68
263,3,8:33.0,S. Harrison enters the game for K. Dunn,,65,68
264,3,8:15.0,,P. Beverley makes 2-pt jump shot from 5 ft (assist by I. Zubac),65,70
265,3,7:57.0,O. Porter makes 2-pt jump shot from 7 ft (assist by S. Harrison),,67,70
266,3,7:44.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,67,72
267,3,7:21.0,O. Porter misses 2-pt jump shot from 20 ft,,67,72
268,3,7:18.0,,Defensive rebound by P. Beverley,67,72
269,3,7:16.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by P. Beverley),67,74
270,3,7:15.0,Chicago full timeout,,67,74
271,3,6:51.0,Turnover by Team (shot clock),,67,74
272,3,6:35.0,,D. Gallinari makes 2-pt jump shot from 20 ft (assist by P. Beverley),67,76
273,3,6:10.0,Shooting foul by I. Zubac (drawn by R. Lopez),,67,76
274,3,6:10.0,R. Lopez makes free throw 1 of 2,,68,76
275,3,6:10.0,R. Lopez makes free throw 2 of 2,,69,76
276,3,5:59.0,,Offensive foul by S. Gilgeous-Alexander (drawn by L. Markkanen),69,76
277,3,5:59.0,,Turnover by S. Gilgeous-Alexander (offensive foul),69,76
278,3,5:45.0,Turnover by L. Markkanen (traveling),,69,76
279,3,5:45.0,,LA Clippers full timeout,69,76
280,3,5:45.0,W. Selden enters the game for O. Porter,,69,76
281,3,5:34.0,,L. Shamet misses 3-pt jump shot from 27 ft,69,76
282,3,5:32.0,Defensive rebound by Team,,69,76
283,3,5:20.0,Z. LaVine misses 2-pt jump shot from 15 ft,,69,76
284,3,5:16.0,Offensive rebound by R. Lopez,,69,76
285,3,5:08.0,W. Selden misses 2-pt jump shot from 19 ft,,69,76
286,3,5:04.0,Offensive rebound by Z. LaVine,,69,76
287,3,5:01.0,Z. LaVine makes 2-pt layup from 2 ft,,71,76
288,3,4:45.0,,Shooting foul by L. Markkanen (drawn by D. Gallinari),71,76
289,3,4:45.0,,D. Gallinari misses free throw 1 of 2,71,76
290,3,4:45.0,,Offensive rebound by Team,71,76
291,3,4:45.0,T. Luwawu-Cabarrot enters the game for L. Markkanen,,71,76
292,3,4:45.0,,M. Harrell enters the game for I. Zubac,71,76
293,3,4:45.0,,D. Gallinari misses free throw 2 of 2,71,76
294,3,4:43.0,Defensive rebound by Z. LaVine,,71,76
295,3,4:25.0,R. Lopez misses 2-pt hook shot from 3 ft,,71,76
296,3,4:23.0,,Defensive rebound by D. Gallinari,71,76
297,3,4:17.0,,D. Gallinari makes 2-pt layup from 3 ft,71,78
298,3,4:02.0,Turnover by S. Harrison (bad pass; steal by L. Shamet),,71,78
299,3,3:55.0,,D. Gallinari makes 2-pt layup from 3 ft (assist by M. Harrell),71,80
300,3,3:55.0,,Shooting foul by Z. LaVine (drawn by D. Gallinari),71,80
301,3,3:55.0,,D. Gallinari makes free throw 1 of 1,71,81
302,3,3:39.0,W. Selden misses 2-pt layup from 4 ft (block by S. Gilgeous-Alexander),,71,81
303,3,3:36.0,,Defensive rebound by S. Gilgeous-Alexander,71,81
304,3,3:33.0,,P. Beverley misses 3-pt jump shot from 26 ft,71,81
305,3,3:30.0,,Offensive rebound by P. Beverley,71,81
306,3,3:28.0,,L. Shamet misses 3-pt jump shot from 26 ft,71,81
307,3,3:24.0,,Offensive rebound by P. Beverley,71,81
308,3,3:19.0,,L. Shamet makes 3-pt jump shot from 22 ft (assist by S. Gilgeous-Alexander),71,84
309,3,3:18.0,Chicago full timeout,,71,84
310,3,3:03.0,Z. LaVine misses 2-pt layup from 3 ft (block by M. Harrell),,71,84
311,3,2:58.0,,Defensive rebound by M. Harrell,71,84
312,3,2:52.0,,Personal foul by T. Luwawu-Cabarrot (drawn by P. Beverley),71,84
313,3,2:52.0,,P. Beverley makes free throw 1 of 2,71,85
314,3,2:52.0,,P. Beverley makes free throw 2 of 2,71,86
315,3,2:41.0,S. Harrison makes 2-pt layup from 1 ft,,73,86
316,3,2:18.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),73,89
317,3,2:06.0,Turnover by S. Harrison (lost ball; steal by S. Gilgeous-Alexander),,73,89
318,3,2:00.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by L. Shamet),73,91
319,3,1:49.0,,Violation by Team (kicked ball),73,91
320,3,1:49.0,,L. Williams enters the game for S. Gilgeous-Alexander,73,91
321,3,1:41.0,Personal foul by P. Beverley (drawn by Z. LaVine),,73,91
322,3,1:41.0,Z. LaVine misses free throw 1 of 2,,73,91
323,3,1:41.0,Offensive rebound by Team,,73,91
324,3,1:41.0,,G. Temple enters the game for P. Beverley,73,91
325,3,1:41.0,Z. LaVine makes free throw 2 of 2,,74,91
326,3,1:28.0,,M. Harrell misses 2-pt layup from 3 ft (block by R. Lopez),74,91
327,3,1:25.0,Defensive rebound by W. Selden,,74,91
328,3,1:22.0,W. Selden makes 2-pt layup from 1 ft,,76,91
329,3,1:14.0,,Offensive foul by M. Harrell (drawn by S. Harrison),76,91
330,3,1:14.0,,Turnover by M. Harrell (offensive foul),76,91
331,3,1:14.0,,Technical foul by,76,91
332,3,1:14.0,Technical foul by,,76,91
333,3,1:14.0,Technical foul by,,76,91
334,3,1:14.0,,Technical foul by,76,91
335,3,1:10.0,,D. Rivers ejected from game,76,91
336,3,1:10.0,J. Boylen ejected from game,,76,91
337,3,1:05.0,R. Lopez makes 2-pt layup from 1 ft (assist by Z. LaVine),,78,91
338,3,0:56.0,,Shooting foul by S. Harrison (drawn by M. Harrell),78,91
339,3,0:56.0,,M. Harrell makes free throw 1 of 2,78,92
340,3,0:56.0,,J. Green enters the game for D. Gallinari,78,92
341,3,0:56.0,,M. Harrell makes free throw 2 of 2,78,93
342,3,0:47.0,Z. LaVine makes 2-pt layup from 2 ft (assist by R. Lopez),,80,93
343,3,0:47.0,Shooting foul by L. Williams (drawn by Z. LaVine),,80,93
344,3,0:47.0,C. Felício enters the game for R. Lopez,,80,93
345,3,0:47.0,Z. LaVine makes free throw 1 of 1,,81,93
346,3,0:39.0,,L. Williams makes 2-pt layup from 2 ft,81,95
347,3,0:33.0,W. Selden makes 2-pt jump shot from 16 ft (assist by S. Harrison),,83,95
348,3,0:33.0,Shooting foul by J. Green (drawn by W. Selden),,83,95
349,3,0:33.0,W. Selden makes free throw 1 of 1,,84,95
350,3,0:27.0,,L. Williams makes 3-pt jump shot from 26 ft,84,98
351,3,0:27.0,,Shooting foul by W. Selden (drawn by L. Williams),84,98
352,3,0:27.0,L. Markkanen enters the game for C. Felício,,84,98
353,3,0:27.0,,S. Thornwell enters the game for L. Shamet,84,98
354,3,0:27.0,,L. Williams makes free throw 1 of 1,84,99
355,3,0:11.0,Turnover by Z. LaVine (lost ball; steal by G. Temple),,84,99
356,3,0:06.0,,S. Thornwell misses 2-pt layup from 2 ft,84,99
357,3,0:04.0,,Offensive rebound by S. Thornwell,84,99
358,3,0:04.0,,S. Thornwell misses 2-pt layup from 1 ft,84,99
359,3,0:03.0,,Offensive rebound by M. Harrell,84,99
360,3,0:02.0,,M. Harrell makes 2-pt layup from 2 ft,84,101
361,3,0:02.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by M. Harrell),84,101
362,3,0:02.0,,M. Harrell makes free throw 1 of 1,84,102
363,3,0:00.0,S. Harrison misses 3-pt jump shot from 44 ft,,84,102
364,3,0:00.0,Offensive rebound by Team,,84,102
365,4,11:51.0,S. Harrison misses 2-pt layup from 2 ft,,84,102
366,4,11:51.0,Offensive rebound by C. Felício,,84,102
367,4,11:51.0,Shooting foul by W. Chandler (drawn by C. Felício),,84,102
368,4,11:51.0,C. Felício makes free throw 1 of 2,,85,102
369,4,11:51.0,C. Felício makes free throw 2 of 2,,86,102
370,4,11:41.0,,L. Williams misses 2-pt layup from 3 ft (block by T. Luwawu-Cabarrot),86,102
371,4,11:41.0,,Offensive rebound by Team,86,102
372,4,11:35.0,,L. Williams misses 2-pt layup from 3 ft (block by A. Blakeney),86,102
373,4,11:32.0,,Offensive rebound by L. Williams,86,102
