,QUARTER,TIME_REMAINING,ATLANTA_ACTION,PHOENIX_ACTION,ATLANTA_SCORE,PHOENIX_SCORE
390,4,6:12.0,,Defensive rebound by E. Okobo,95,97
391,4,6:03.0,,Shooting foul by J. Collins (drawn by J. Jackson),95,97
392,4,6:03.0,,J. Jackson misses free throw 1 of 2,95,97
393,4,6:03.0,,Offensive rebound by Team,95,97
394,4,6:03.0,,K. Oubre enters the game for D. Booker,95,97
395,4,6:03.0,,J. Jackson misses free throw 2 of 2,95,97
396,4,6:01.0,Defensive rebound by T. Young,,95,97
397,4,5:52.0,T. Young makes 2-pt jump shot from 17 ft,,97,97
398,4,5:28.0,,J. Jackson makes 2-pt layup from 1 ft (assist by E. Okobo),97,99
399,4,5:15.0,D. Dedmon misses 3-pt jump shot from 26 ft,,97,99
400,4,5:12.0,Offensive rebound by K. Huerter,,97,99
401,4,5:06.0,T. Young makes 2-pt jump shot from 11 ft (assist by K. Huerter),,99,99
402,4,4:47.0,,J. Jackson makes 2-pt jump shot from 16 ft (assist by E. Okobo),99,101
403,4,4:27.0,T. Prince misses 2-pt jump shot from 16 ft,,99,101
404,4,4:26.0,Offensive rebound by D. Dedmon,,99,101
405,4,4:25.0,D. Dedmon misses 2-pt layup from 1 ft,,99,101
406,4,4:25.0,Offensive rebound by J. Collins,,99,101
407,4,4:21.0,J. Collins makes 2-pt layup from 1 ft,,101,101
408,4,3:59.0,,J. Jackson makes 2-pt hook shot from 11 ft,101,103
409,4,3:46.0,T. Young makes 3-pt jump shot from 26 ft,,104,103
410,4,3:46.0,Shooting foul by J. Jackson (drawn by T. Young),,104,103
411,4,3:46.0,A. Len enters the game for D. Dedmon,,104,103
412,4,3:46.0,,D. Booker enters the game for E. Okobo,104,103
413,4,3:46.0,T. Young makes free throw 1 of 1,,105,103
414,4,3:35.0,,K. Oubre misses 3-pt jump shot from 24 ft,105,103
415,4,3:33.0,,Offensive rebound by D. Ayton,105,103
416,4,3:32.0,,Personal foul by T. Prince (drawn by D. Ayton),105,103
417,4,3:18.0,,K. Oubre misses 2-pt layup from 4 ft,105,103
418,4,3:16.0,,Offensive rebound by D. Ayton,105,103
419,4,3:15.0,,D. Ayton misses 2-pt layup from 2 ft,105,103
420,4,3:15.0,,Offensive rebound by K. Oubre,105,103
421,4,3:12.0,,K. Oubre makes 2-pt layup at rim,105,105
422,4,3:04.0,T. Young misses 3-pt jump shot from 28 ft,,105,105
423,4,3:02.0,Offensive rebound by T. Young,,105,105
424,4,3:01.0,Shooting foul by J. Jackson (drawn by J. Collins),,105,105
425,4,3:01.0,J. Collins makes free throw 1 of 2,,106,105
426,4,3:01.0,J. Collins makes free throw 2 of 2,,107,105
427,4,2:44.0,,M. Bridges misses 2-pt jump shot from 11 ft,107,105
428,4,2:42.0,Defensive rebound by J. Collins,,107,105
429,4,2:32.0,T. Young makes 2-pt layup at rim,,109,105
430,4,2:24.0,,Turnover by M. Bridges (bad pass; steal by T. Prince),109,105
431,4,2:24.0,Personal foul by D. Booker (drawn by T. Prince),,109,105
432,4,2:24.0,Atlanta full timeout,,109,105
433,4,2:24.0,D. Dedmon enters the game for A. Len,,109,105
434,4,2:24.0,,R. Holmes enters the game for D. Ayton,109,105
435,4,2:07.0,T. Young makes 3-pt jump shot from 27 ft,,112,105
436,4,1:49.0,,M. Bridges makes 2-pt layup at rim (assist by D. Booker),112,107
437,4,1:49.0,,Shooting foul by D. Dedmon (drawn by M. Bridges),112,107
438,4,1:49.0,A. Len enters the game for D. Dedmon,,112,107
439,4,1:49.0,,M. Bridges misses free throw 1 of 1,112,107
440,4,1:47.0,Defensive rebound by A. Len,,112,107
441,4,1:28.0,T. Young misses 3-pt jump shot from 25 ft,,112,107
442,4,1:24.0,,Defensive rebound by M. Bridges,112,107
443,4,1:23.0,,D. Booker misses 2-pt layup from 1 ft,112,107
444,4,1:21.0,Defensive rebound by K. Huerter,,112,107
445,4,1:16.0,J. Collins makes 2-pt dunk at rim (assist by K. Huerter),,114,107
446,4,1:16.0,,Phoenix full timeout,114,107
447,4,1:16.0,D. Bembry enters the game for A. Len,,114,107
448,4,1:16.0,,D. Ayton enters the game for R. Holmes,114,107
449,4,1:14.0,,D. Booker misses 3-pt jump shot from 25 ft,114,107
450,4,1:12.0,Defensive rebound by K. Huerter,,114,107
451,4,0:57.0,J. Collins makes 2-pt dunk at rim (assist by T. Young),,116,107
452,4,0:51.0,,D. Booker makes 2-pt layup at rim,116,109
453,4,0:34.0,Turnover by D. Bembry (bad pass; steal by M. Bridges),,116,109
454,4,0:29.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Booker),116,112
455,4,0:11.0,Personal take foul by D. Ayton (drawn by J. Collins),,116,112
456,4,0:11.0,J. Collins makes free throw 1 of 2,,117,112
457,4,0:11.0,,R. Holmes enters the game for K. Oubre,117,112
458,4,0:11.0,J. Collins misses free throw 2 of 2,,117,112
459,4,0:09.0,Offensive rebound by Team,,117,112
460,4,0:06.0,Personal take foul by R. Holmes (drawn by T. Young),,117,112
461,4,0:06.0,T. Young makes free throw 1 of 2,,118,112
462,4,0:06.0,T. Young misses free throw 2 of 2,,118,112
463,4,0:04.0,,Defensive rebound by D. Ayton,118,112
464,4,0:00.0,,Turnover by D. Ayton (bad pass; steal by K. Huerter),118,112
