,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
107,1,1:52.0,S. Adams misses free throw 1 of 2,,20,22
108,1,1:52.0,Offensive rebound by Team,,20,22
109,1,1:52.0,M. Morris enters the game for T. Ferguson,,20,22
110,1,1:52.0,A. Nader enters the game for J. Grant,,20,22
111,1,1:52.0,S. Adams makes free throw 2 of 2,,21,22
112,1,1:30.0,,T. Jones makes 2-pt jump shot from 7 ft,21,24
113,1,1:18.0,Shooting foul by A. Tolliver (drawn by S. Adams),,21,24
114,1,1:18.0,S. Adams makes free throw 1 of 2,,22,24
115,1,1:18.0,,K. Bates-Diop enters the game for T. Gibson,22,24
116,1,1:18.0,,G. Dieng enters the game for J. Okogie,22,24
117,1,1:18.0,S. Adams misses free throw 2 of 2,,22,24
118,1,1:15.0,,Defensive rebound by G. Dieng,22,24
119,1,0:59.0,,D. Rose makes 2-pt jump shot from 13 ft,22,26
120,1,0:44.0,Turnover by S. Adams (lost ball; steal by G. Dieng),,22,26
121,1,0:38.0,,D. Rose makes 2-pt jump shot from 11 ft (assist by A. Tolliver),22,28
122,1,0:32.0,Personal foul by G. Dieng (drawn by D. Schröder),,22,28
123,1,0:32.0,D. Schröder makes free throw 1 of 2,,23,28
124,1,0:32.0,,Violation by Team (delay of game),23,28
125,1,0:32.0,D. Schröder makes free throw 2 of 2,,24,28
126,1,0:17.0,,D. Rose makes 2-pt jump shot from 14 ft,24,30
127,1,0:02.0,A. Nader misses 3-pt jump shot from 23 ft,,24,30
128,1,0:02.0,Offensive rebound by S. Adams,,24,30
129,2,11:44.0,M. Morris makes 3-pt jump shot from 23 ft (assist by D. Schröder),,27,30
130,2,11:25.0,,K. Bates-Diop makes 2-pt layup from 2 ft (assist by D. Rose),27,32
131,2,11:13.0,Shooting foul by G. Dieng (drawn by S. Adams),,27,32
132,2,11:13.0,S. Adams makes free throw 1 of 2,,28,32
133,2,11:13.0,R. Felton enters the game for A. Nader,,28,32
134,2,11:13.0,S. Adams misses free throw 2 of 2,,28,32
135,2,11:10.0,,Defensive rebound by G. Dieng,28,32
136,2,10:57.0,,D. Rose makes 2-pt jump shot from 11 ft,28,34
137,2,10:30.0,M. Morris misses 2-pt jump shot from 17 ft,,28,34
138,2,10:27.0,,Defensive rebound by D. Rose,28,34
139,2,10:19.0,,D. Rose misses 2-pt jump shot from 18 ft,28,34
140,2,10:16.0,Defensive rebound by M. Morris,,28,34
141,2,10:16.0,Turnover by M. Morris (bad pass),,28,34
142,2,9:58.0,,G. Dieng misses 2-pt hook shot from 7 ft,28,34
143,2,9:56.0,,Offensive rebound by D. Rose,28,34
144,2,9:54.0,,D. Rose makes 2-pt jump shot from 11 ft,28,36
145,2,9:54.0,,Shooting foul by D. Schröder (drawn by D. Rose),28,36
146,2,9:54.0,,D. Rose makes free throw 1 of 1,28,37
147,2,9:37.0,P. George makes 2-pt jump shot from 6 ft (assist by R. Felton),,30,37
148,2,9:21.0,,K. Bates-Diop misses 3-pt jump shot from 24 ft,30,37
149,2,9:18.0,Defensive rebound by D. Schröder,,30,37
150,2,9:10.0,S. Adams makes 2-pt dunk from 1 ft (assist by D. Schröder),,32,37
151,2,8:53.0,,Shooting foul by M. Morris (drawn by K. Bates-Diop),32,37
152,2,8:53.0,,K. Bates-Diop misses free throw 1 of 2,32,37
153,2,8:53.0,,Offensive rebound by Team,32,37
154,2,8:53.0,R. Westbrook enters the game for D. Schröder,,32,37
155,2,8:53.0,,K. Bates-Diop makes free throw 2 of 2,32,38
156,2,8:42.0,P. George misses 2-pt jump shot from 16 ft,,32,38
157,2,8:39.0,,Defensive rebound by T. Jones,32,38
158,2,8:31.0,,Turnover by T. Jones (bad pass; steal by P. George),32,38
159,2,8:28.0,Shooting foul by T. Jones (drawn by R. Westbrook),,32,38
160,2,8:28.0,R. Westbrook misses free throw 1 of 2,,32,38
161,2,8:28.0,Offensive rebound by Team,,32,38
162,2,8:28.0,T. Ferguson enters the game for P. George,,32,38
163,2,8:28.0,,J. Okogie enters the game for G. Dieng,32,38
164,2,8:28.0,,K. Towns enters the game for D. Rose,32,38
165,2,8:28.0,R. Westbrook makes free throw 2 of 2,,33,38
166,2,8:17.0,,T. Jones misses 2-pt jump shot from 1 ft,33,38
167,2,8:16.0,Defensive rebound by T. Ferguson,,33,38
168,2,8:09.0,R. Felton makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,36,38
169,2,7:39.0,,K. Towns misses 2-pt jump shot from 5 ft,36,38
170,2,7:36.0,Defensive rebound by S. Adams,,36,38
171,2,7:31.0,T. Ferguson misses 3-pt jump shot from 23 ft,,36,38
172,2,7:28.0,,Defensive rebound by A. Tolliver,36,38
173,2,7:24.0,,K. Bates-Diop makes 2-pt layup from 2 ft (assist by A. Tolliver),36,40
174,2,7:09.0,R. Westbrook misses 3-pt jump shot from 27 ft,,36,40
175,2,7:07.0,,Defensive rebound by K. Towns,36,40
176,2,6:57.0,,Shooting foul by M. Morris (drawn by K. Towns),36,40
177,2,6:57.0,,Minnesota full timeout,36,40
178,2,6:57.0,J. Grant enters the game for S. Adams,,36,40
179,2,6:57.0,,J. Teague enters the game for T. Jones,36,40
180,2,6:57.0,,K. Towns makes free throw 1 of 2,36,41
181,2,6:57.0,,K. Towns makes free throw 2 of 2,36,42
182,2,6:46.0,Personal foul by J. Teague (drawn by M. Morris),,36,42
183,2,6:39.0,Turnover by R. Westbrook (lost ball; steal by K. Towns),,36,42
184,2,6:21.0,,K. Towns makes 2-pt hook shot from 6 ft,36,44
185,2,6:01.0,M. Morris misses 2-pt layup from 11 ft,,36,44
186,2,5:59.0,,Defensive rebound by K. Towns,36,44
187,2,5:54.0,,Shooting foul by R. Westbrook (drawn by K. Towns),36,44
188,2,5:54.0,,K. Towns makes free throw 1 of 2,36,45
189,2,5:54.0,S. Adams enters the game for R. Felton,,36,45
190,2,5:54.0,P. George enters the game for M. Morris,,36,45
191,2,5:54.0,,D. Šarić enters the game for K. Bates-Diop,36,45
192,2,5:54.0,,A. Wiggins enters the game for A. Tolliver,36,45
193,2,5:54.0,,K. Towns makes free throw 2 of 2,36,46
194,2,5:43.0,R. Westbrook makes 2-pt jump shot from 19 ft,,38,46
195,2,5:24.0,,K. Towns makes 2-pt jump shot from 20 ft,38,48
196,2,5:09.0,P. George makes 2-pt jump shot from 2 ft,,40,48
197,2,5:07.0,Technical foul by D. Schröder,,40,48
198,2,5:07.0,,J. Teague makes technical free throw,40,49
199,2,4:56.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Teague),40,52
200,2,4:47.0,R. Westbrook makes 2-pt jump shot from 18 ft,,42,52
201,2,4:34.0,,K. Towns makes 2-pt jump shot from 21 ft (assist by J. Teague),42,54
202,2,4:20.0,Offensive foul by T. Ferguson (drawn by J. Okogie),,42,54
203,2,4:20.0,Turnover by T. Ferguson (offensive foul),,42,54
204,2,4:20.0,D. Schröder enters the game for T. Ferguson,,42,54
205,2,4:07.0,,K. Towns misses 2-pt layup from 5 ft,42,54
206,2,4:01.0,,Offensive rebound by K. Towns,42,54
207,2,4:01.0,,K. Towns misses 2-pt layup at rim (block by S. Adams),42,54
208,2,4:00.0,Defensive rebound by R. Westbrook,,42,54
209,2,3:59.0,D. Schröder misses 3-pt jump shot from 25 ft,,42,54
210,2,3:58.0,Offensive rebound by S. Adams,,42,54
211,2,3:50.0,R. Westbrook makes 2-pt jump shot from 17 ft,,44,54
212,2,3:37.0,,J. Teague misses 2-pt jump shot from 12 ft,44,54
213,2,3:37.0,Defensive rebound by R. Westbrook,,44,54
214,2,3:30.0,Shooting foul by J. Okogie (drawn by R. Westbrook),,44,54
215,2,3:30.0,R. Westbrook misses free throw 1 of 2,,44,54
216,2,3:30.0,Offensive rebound by Team,,44,54
217,2,3:30.0,R. Westbrook makes free throw 2 of 2,,45,54
218,2,3:17.0,,J. Okogie makes 3-pt jump shot from 26 ft (assist by D. Šarić),45,57
219,2,2:49.0,P. George misses 3-pt jump shot from 26 ft,,45,57
220,2,2:45.0,Offensive rebound by J. Grant,,45,57
221,2,2:42.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),,48,57
222,2,2:30.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),48,60
223,2,2:17.0,J. Grant misses 3-pt jump shot from 25 ft,,48,60
224,2,2:14.0,,Defensive rebound by A. Wiggins,48,60
225,2,2:02.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),48,62
226,2,1:46.0,D. Schröder makes 2-pt jump shot from 19 ft,,50,62
227,2,1:27.0,,J. Okogie makes 3-pt jump shot from 23 ft (assist by D. Šarić),50,65
228,2,1:13.0,S. Adams makes 2-pt jump shot from 8 ft,,52,65
229,2,1:13.0,Shooting foul by K. Towns (drawn by S. Adams),,52,65
230,2,1:13.0,Oklahoma City full timeout,,52,65
231,2,1:13.0,,G. Dieng enters the game for K. Towns,52,65
232,2,1:13.0,S. Adams misses free throw 1 of 1,,52,65
233,2,1:12.0,,Defensive rebound by D. Šarić,52,65
234,2,0:57.0,,G. Dieng makes 2-pt layup from 2 ft (assist by A. Wiggins),52,67
235,2,0:40.0,R. Westbrook misses 3-pt jump shot from 23 ft,,52,67
236,2,0:38.0,,Defensive rebound by D. Šarić,52,67
237,2,0:30.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),52,69
238,2,0:27.0,R. Westbrook makes 2-pt layup from 1 ft,,54,69
239,2,0:27.0,,A. Wiggins makes 2-pt jump shot from 17 ft,54,71
240,2,0:01.0,J. Grant misses 2-pt layup at rim (block by J. Teague),,54,71
241,2,0:01.0,Offensive rebound by J. Grant,,54,71
242,2,0:00.0,P. George makes 3-pt jump shot from 26 ft (assist by J. Grant),,57,71
243,3,11:49.0,R. Westbrook makes 2-pt layup from 1 ft,,59,71
244,3,11:33.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),59,74
245,3,11:17.0,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),,62,74
246,3,11:03.0,,Shooting foul by T. Ferguson (drawn by J. Teague),62,74
247,3,11:03.0,,J. Teague makes free throw 1 of 2,62,75
248,3,11:03.0,,J. Teague makes free throw 2 of 2,62,76
249,3,10:43.0,T. Ferguson misses 3-pt jump shot from 25 ft,,62,76
250,3,10:38.0,,Defensive rebound by J. Okogie,62,76
251,3,10:36.0,,J. Okogie misses 2-pt layup from 3 ft (block by J. Grant),62,76
252,3,10:36.0,Defensive rebound by Team,,62,76
253,3,10:26.0,P. George misses 3-pt jump shot from 26 ft,,62,76
254,3,10:23.0,,Defensive rebound by K. Towns,62,76
255,3,10:18.0,,A. Wiggins misses 3-pt jump shot from 25 ft,62,76
256,3,10:18.0,,Offensive rebound by Team,62,76
257,3,10:18.0,Loose ball foul by J. Grant (drawn by D. Šarić),,62,76
258,3,10:15.0,,Personal foul by T. Ferguson (drawn by K. Towns),62,76
259,3,10:15.0,A. Nader enters the game for T. Ferguson,,62,76
260,3,10:05.0,,J. Teague makes 2-pt layup from 3 ft,62,78
261,3,9:48.0,A. Nader makes 3-pt jump shot from 27 ft (assist by S. Adams),,65,78
262,3,9:26.0,,K. Towns makes 2-pt jump shot at rim (assist by J. Okogie),65,80
263,3,9:24.0,Turnover by R. Westbrook (out of bounds lost ball),,65,80
264,3,9:14.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),65,83
265,3,9:06.0,R. Westbrook makes 2-pt layup from 2 ft,,67,83
266,3,9:06.0,Shooting foul by J. Teague (drawn by R. Westbrook),,67,83
267,3,9:06.0,R. Westbrook misses free throw 1 of 1,,67,83
268,3,9:04.0,,Defensive rebound by D. Šarić,67,83
269,3,9:04.0,,Personal foul by R. Westbrook (drawn by D. Šarić),67,83
270,3,8:46.0,,K. Towns misses 2-pt layup from 1 ft (block by S. Adams),67,83
271,3,8:43.0,,Offensive rebound by K. Towns,67,83
272,3,8:41.0,,J. Okogie misses 3-pt jump shot from 26 ft,67,83
273,3,8:38.0,Defensive rebound by A. Nader,,67,83
274,3,8:29.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by A. Nader),,70,83
275,3,8:21.0,,J. Okogie misses 2-pt jump shot from 4 ft,70,83
276,3,8:18.0,Defensive rebound by S. Adams,,70,83
277,3,8:13.0,R. Westbrook misses 3-pt jump shot from 23 ft,,70,83
278,3,8:10.0,,Defensive rebound by D. Šarić,70,83
279,3,7:56.0,,Offensive foul by D. Šarić (drawn by R. Westbrook),70,83
280,3,7:56.0,,Turnover by D. Šarić (offensive foul),70,83
281,3,7:42.0,P. George misses 2-pt jump shot from 18 ft (block by A. Wiggins),,70,83
282,3,7:39.0,,Defensive rebound by J. Teague,70,83
283,3,7:36.0,,D. Šarić misses 3-pt jump shot from 26 ft,70,83
284,3,7:36.0,Defensive rebound by R. Westbrook,,70,83
285,3,7:29.0,P. George misses 3-pt jump shot from 24 ft,,70,83
286,3,7:26.0,,Defensive rebound by K. Towns,70,83
287,3,7:05.0,,K. Towns misses 2-pt layup from 7 ft,70,83
288,3,7:03.0,,Offensive rebound by K. Towns,70,83
289,3,7:03.0,,K. Towns makes 2-pt jump shot from 3 ft,70,85
290,3,6:54.0,A. Nader misses 3-pt jump shot from 23 ft,,70,85
291,3,6:54.0,,Defensive rebound by Team,70,85
292,3,6:54.0,,Minnesota full timeout,70,85
293,3,6:31.0,,Shooting foul by J. Grant (drawn by K. Towns),70,85
294,3,6:31.0,,K. Towns misses free throw 1 of 2,70,85
295,3,6:31.0,,Offensive rebound by Team,70,85
296,3,6:31.0,,D. Rose enters the game for J. Okogie,70,85
297,3,6:31.0,,K. Towns misses free throw 2 of 2,70,85
298,3,6:29.0,Defensive rebound by R. Westbrook,,70,85
299,3,6:19.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,73,85
300,3,5:54.0,,D. Rose makes 2-pt jump shot from 9 ft,73,87
301,3,5:45.0,R. Westbrook makes 2-pt layup from 1 ft,,75,87
302,3,5:45.0,Shooting foul by D. Rose (drawn by R. Westbrook),,75,87
303,3,5:45.0,D. Schröder enters the game for P. George,,75,87
304,3,5:45.0,R. Westbrook misses free throw 1 of 1,,75,87
305,3,5:41.0,,Defensive rebound by A. Wiggins,75,87
306,3,5:37.0,,Turnover by A. Wiggins (lost ball; steal by S. Adams),75,87
307,3,5:25.0,S. Adams misses 2-pt hook shot from 14 ft,,75,87
308,3,5:22.0,,Defensive rebound by D. Šarić,75,87
309,3,5:03.0,,K. Towns makes 2-pt jump shot from 10 ft,75,89
310,3,4:52.0,,Violation by Team (kicked ball),75,89
311,3,4:52.0,,T. Gibson enters the game for D. Šarić,75,89
312,3,4:43.0,R. Westbrook misses 2-pt jump shot from 11 ft,,75,89
313,3,4:41.0,Offensive rebound by S. Adams,,75,89
314,3,4:39.0,S. Adams makes 2-pt layup at rim,,77,89
315,3,4:25.0,,Shooting foul by J. Grant (drawn by A. Wiggins),77,89
316,3,4:25.0,,A. Wiggins misses free throw 1 of 2,77,89
317,3,4:25.0,,Offensive rebound by Team,77,89
318,3,4:25.0,,A. Wiggins makes free throw 2 of 2,77,90
319,3,4:08.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by D. Schröder),,80,90
320,3,3:50.0,,K. Towns makes 2-pt layup from 4 ft (assist by J. Teague),80,92
321,3,3:49.0,Personal foul by J. Teague (drawn by R. Westbrook),,80,92
322,3,3:42.0,D. Schröder misses 3-pt jump shot from 24 ft,,80,92
323,3,3:40.0,,Defensive rebound by T. Gibson,80,92
324,3,3:31.0,,T. Gibson misses 2-pt layup from 2 ft (block by A. Nader),80,92
325,3,3:30.0,,Offensive rebound by Team,80,92
326,3,3:25.0,,D. Rose makes 2-pt layup from 3 ft (assist by J. Teague),80,94
327,3,3:12.0,A. Nader misses 3-pt jump shot from 25 ft,,80,94
328,3,3:10.0,,Defensive rebound by K. Towns,80,94
329,3,2:58.0,,A. Wiggins makes 3-pt jump shot from 25 ft (assist by T. Gibson),80,97
330,3,2:41.0,D. Schröder makes 2-pt jump shot from 14 ft,,82,97
331,3,2:27.0,,K. Towns makes 2-pt dunk from 1 ft (assist by D. Rose),82,99
332,3,2:08.0,D. Schröder misses 3-pt jump shot from 24 ft,,82,99
333,3,2:05.0,Offensive rebound by S. Adams,,82,99
334,3,1:55.0,R. Westbrook makes 3-pt jump shot from 24 ft,,85,99
335,3,1:44.0,,A. Wiggins misses 2-pt layup from 2 ft,85,99
336,3,1:40.0,,Offensive rebound by A. Wiggins,85,99
337,3,1:40.0,,A. Wiggins misses 2-pt layup from 1 ft,85,99
338,3,1:39.0,Defensive rebound by R. Westbrook,,85,99
339,3,1:36.0,R. Westbrook misses 2-pt layup from 1 ft,,85,99
340,3,1:34.0,,Defensive rebound by D. Rose,85,99
341,3,1:27.0,,Offensive foul by D. Rose (drawn by D. Schröder),85,99
342,3,1:27.0,,Turnover by D. Rose (offensive foul),85,99
343,3,1:27.0,Oklahoma City full timeout,,85,99
344,3,1:27.0,P. George enters the game for S. Adams,,85,99
345,3,1:27.0,M. Morris enters the game for J. Grant,,85,99
346,3,1:27.0,N. Noel enters the game for R. Westbrook,,85,99
347,3,1:27.0,,T. Jones enters the game for J. Teague,85,99
348,3,1:27.0,,A. Tolliver enters the game for K. Towns,85,99
349,3,1:11.0,P. George misses 2-pt layup from 8 ft,,85,99
350,3,1:08.0,,Defensive rebound by D. Rose,85,99
351,3,1:05.0,,D. Rose misses 2-pt layup from 8 ft,85,99
352,3,1:03.0,Defensive rebound by M. Morris,,85,99
353,3,0:54.0,P. George makes 2-pt jump shot from 15 ft,,87,99
354,3,0:31.0,,D. Rose misses 3-pt jump shot from 26 ft (block by A. Nader),87,99
355,3,0:26.0,Defensive rebound by D. Schröder,,87,99
356,3,0:24.0,P. George misses 3-pt jump shot from 25 ft,,87,99
357,3,0:20.0,,Defensive rebound by A. Wiggins,87,99
358,3,0:03.0,,A. Wiggins makes 3-pt jump shot from 30 ft,87,102
359,3,0:00.0,A. Nader misses 3-pt jump shot from 28 ft,,87,102
360,3,0:00.0,Offensive rebound by Team,,87,102
361,4,11:53.0,,Personal foul by N. Noel (drawn by K. Towns),87,102
362,4,11:41.0,,Shooting foul by P. George (drawn by A. Tolliver),87,102
363,4,11:41.0,,A. Tolliver makes free throw 1 of 3,87,103
364,4,11:41.0,,A. Tolliver makes free throw 2 of 3,87,104
365,4,11:41.0,,A. Tolliver makes free throw 3 of 3,87,105
366,4,11:24.0,P. George misses 3-pt jump shot from 25 ft,,87,105
367,4,11:22.0,Offensive rebound by M. Morris,,87,105
368,4,11:20.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by M. Morris),,90,105
369,4,10:53.0,,Shooting foul by N. Noel (drawn by K. Towns),90,105
370,4,10:53.0,,K. Towns makes free throw 1 of 2,90,106
371,4,10:53.0,,K. Towns makes free throw 2 of 2,90,107
372,4,10:44.0,N. Noel makes 2-pt layup from 9 ft (assist by M. Morris),,92,107
373,4,10:20.0,,K. Towns makes 2-pt jump shot from 16 ft (assist by T. Jones),92,109
374,4,10:09.0,Shooting foul by T. Jones (drawn by D. Schröder),,92,109
375,4,10:09.0,D. Schröder makes free throw 1 of 2,,93,109
376,4,10:09.0,D. Schröder makes free throw 2 of 2,,94,109
377,4,9:57.0,,K. Towns misses 3-pt jump shot from 29 ft,94,109
378,4,9:55.0,Defensive rebound by D. Schröder,,94,109
379,4,9:40.0,P. George misses 2-pt layup from 3 ft,,94,109
380,4,9:38.0,,Defensive rebound by K. Towns,94,109
381,4,9:35.0,,K. Bates-Diop misses 2-pt layup from 2 ft (block by R. Felton),94,109
382,4,9:34.0,,Offensive rebound by Team,94,109
383,4,9:27.0,,Shooting foul by M. Morris (drawn by D. Rose),94,109
384,4,9:27.0,,D. Rose makes free throw 1 of 2,94,110
385,4,9:27.0,R. Westbrook enters the game for D. Schröder,,94,110
386,4,9:27.0,,D. Rose makes free throw 2 of 2,94,111
387,4,9:18.0,P. George makes 2-pt jump shot from 18 ft,,96,111
