,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CHARLOTTE_ACTION,WASHINGTON_SCORE,CHARLOTTE_SCORE
0,1,11:45.0,,C. Zeller makes 2-pt layup from 1 ft (assist by K. Walker),0,2
1,1,11:28.0,T. Ariza misses 3-pt jump shot from 25 ft,,0,2
2,1,11:26.0,,Defensive rebound by C. Zeller,0,2
3,1,11:23.0,Violation by Team (kicked ball),,0,2
4,1,11:07.0,,Turnover by M. Williams (out of bounds lost ball),0,2
5,1,10:56.0,Turnover by T. Satoranský (bad pass; steal by M. Williams),,0,2
6,1,10:49.0,,M. Bridges misses 2-pt layup from 2 ft,0,2
7,1,10:46.0,Defensive rebound by T. Ariza,,0,2
8,1,10:32.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by J. Green),,3,2
9,1,10:13.0,,C. Zeller misses 2-pt layup from 5 ft,3,2
10,1,10:09.0,,Offensive rebound by N. Batum,3,2
11,1,10:09.0,,N. Batum makes 2-pt layup from 1 ft,3,4
12,1,10:02.0,T. Ariza misses 2-pt jump shot from 4 ft,,3,4
13,1,9:58.0,,Defensive rebound by C. Zeller,3,4
14,1,9:56.0,,K. Walker misses 3-pt jump shot from 27 ft,3,4
15,1,9:52.0,Defensive rebound by T. Satoranský,,3,4
16,1,9:46.0,B. Beal misses 2-pt jump shot from 7 ft,,3,4
17,1,9:43.0,,Defensive rebound by M. Williams,3,4
18,1,9:31.0,,N. Batum makes 2-pt jump shot from 9 ft,3,6
19,1,9:08.0,J. Green makes 3-pt jump shot from 26 ft (assist by B. Portis),,6,6
20,1,8:52.0,,M. Williams misses 3-pt jump shot from 24 ft,6,6
21,1,8:49.0,,Offensive rebound by M. Bridges,6,6
22,1,8:48.0,,M. Bridges misses 2-pt layup from 3 ft (block by T. Satoranský),6,6
23,1,8:45.0,Defensive rebound by B. Beal,,6,6
24,1,8:37.0,B. Portis makes 2-pt hook shot from 5 ft,,8,6
25,1,8:24.0,,K. Walker misses 3-pt jump shot from 26 ft,8,6
26,1,8:20.0,Defensive rebound by B. Portis,,8,6
27,1,8:10.0,B. Portis makes 2-pt jump shot from 20 ft (assist by T. Satoranský),,10,6
28,1,7:52.0,,M. Bridges misses 2-pt jump shot from 18 ft,10,6
29,1,7:48.0,Defensive rebound by B. Portis,,10,6
30,1,7:43.0,B. Beal misses 2-pt jump shot from 19 ft,,10,6
31,1,7:39.0,Offensive rebound by T. Satoranský,,10,6
32,1,7:39.0,T. Satoranský makes 2-pt layup at rim,,12,6
33,1,7:26.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),12,9
34,1,7:15.0,Shooting foul by M. Williams (drawn by T. Ariza),,12,9
35,1,7:15.0,T. Ariza makes free throw 1 of 2,,13,9
36,1,7:15.0,,J. Lamb enters the game for M. Bridges,13,9
37,1,7:15.0,T. Ariza misses free throw 2 of 2,,13,9
38,1,7:12.0,,Defensive rebound by N. Batum,13,9
39,1,6:53.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),13,12
