,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHICAGO_ACTION,BOSTON_SCORE,CHICAGO_SCORE
0,1,11:37.0,,L. Markkanen misses 2-pt jump shot from 23 ft,0,0
1,1,11:33.0,Defensive rebound by K. Irving,,0,0
2,1,11:19.0,M. Morris makes 2-pt jump shot from 15 ft (assist by J. Tatum),,2,0
3,1,11:06.0,,J. Holiday misses 2-pt jump shot from 13 ft,2,0
4,1,11:02.0,Defensive rebound by D. Theis,,2,0
5,1,10:43.0,Personal foul by W. Carter (drawn by D. Theis),,2,0
6,1,10:34.0,D. Theis makes 2-pt jump shot from 21 ft (assist by J. Tatum),,4,0
7,1,10:04.0,,J. Holiday misses 3-pt jump shot from 25 ft,4,0
8,1,10:02.0,Defensive rebound by M. Morris,,4,0
9,1,9:56.0,M. Morris misses 3-pt jump shot from 26 ft,,4,0
10,1,9:53.0,,Defensive rebound by L. Markkanen,4,0
11,1,9:44.0,,Personal foul by D. Theis (drawn by J. Holiday),4,0
12,1,9:39.0,,W. Carter misses 2-pt jump shot from 17 ft,4,0
13,1,9:34.0,Defensive rebound by J. Tatum,,4,0
14,1,9:28.0,J. Tatum makes 2-pt jump shot from 13 ft,,6,0
15,1,9:14.0,,R. Arcidiacono misses 3-pt jump shot from 25 ft,6,0
16,1,9:11.0,Defensive rebound by M. Morris,,6,0
17,1,9:05.0,J. Tatum makes 3-pt jump shot from 23 ft,,9,0
18,1,8:50.0,,Chicago full timeout,9,0
19,1,8:48.0,,J. Holiday misses 3-pt jump shot from 24 ft,9,0
20,1,8:44.0,Defensive rebound by M. Smart,,9,0
21,1,8:31.0,D. Theis makes 2-pt dunk from 1 ft (assist by M. Smart),,11,0
22,1,8:20.0,,L. Markkanen misses 3-pt jump shot from 26 ft,11,0
23,1,8:17.0,Defensive rebound by K. Irving,,11,0
24,1,8:05.0,J. Tatum makes 2-pt jump shot from 21 ft,,13,0
25,1,7:43.0,,L. Markkanen misses 3-pt jump shot from 26 ft,13,0
26,1,7:40.0,Defensive rebound by M. Smart,,13,0
27,1,7:30.0,D. Theis misses 2-pt jump shot from 9 ft,,13,0
28,1,7:27.0,,Defensive rebound by W. Carter,13,0
29,1,7:27.0,,S. Harrison enters the game for R. Arcidiacono,13,0
30,1,7:27.0,,C. Hutchison enters the game for W. Carter,13,0
31,1,7:27.0,,R. Lopez enters the game for J. Holiday,13,0
32,1,7:27.0,,J. Parker enters the game for Z. LaVine,13,0
33,1,7:27.0,,C. Payne enters the game for L. Markkanen,13,0
34,1,7:05.0,,S. Harrison misses 2-pt jump shot from 19 ft,13,0
35,1,7:05.0,,Offensive rebound by Team,13,0
36,1,7:05.0,,Turnover by Team (shot clock),13,0
37,1,6:57.0,K. Irving makes 2-pt jump shot from 7 ft,,15,0
38,1,6:48.0,,Offensive foul by R. Lopez (drawn by K. Irving),15,0
39,1,6:48.0,,Turnover by R. Lopez (offensive foul),15,0
40,1,6:31.0,J. Tatum misses 2-pt jump shot from 11 ft,,15,0
41,1,6:29.0,,Defensive rebound by C. Payne,15,0
42,1,6:19.0,,J. Parker misses 2-pt jump shot from 15 ft,15,0
43,1,6:16.0,Defensive rebound by M. Smart,,15,0
44,1,6:12.0,M. Morris makes 2-pt dunk at rim (assist by M. Smart),,17,0
45,1,6:12.0,,Chicago full timeout,17,0
46,1,6:12.0,G. Hayward enters the game for J. Tatum,,17,0
47,1,5:56.0,,C. Hutchison misses 2-pt jump shot from 8 ft,17,0
48,1,5:52.0,Defensive rebound by D. Theis,,17,0
49,1,5:51.0,K. Irving misses 3-pt jump shot from 27 ft,,17,0
50,1,5:47.0,,Defensive rebound by J. Parker,17,0
51,1,5:42.0,,Shooting foul by K. Irving (drawn by J. Parker),17,0
52,1,5:42.0,,J. Parker makes free throw 1 of 2,17,1
53,1,5:42.0,,J. Parker makes free throw 2 of 2,17,2
54,1,5:28.0,M. Smart makes 3-pt jump shot from 24 ft (assist by D. Theis),,20,2
55,1,5:06.0,,R. Lopez makes 2-pt hook shot from 1 ft,20,4
56,1,4:54.0,M. Morris makes 3-pt jump shot from 24 ft (assist by G. Hayward),,23,4
57,1,4:36.0,,J. Parker makes 2-pt jump shot from 18 ft (assist by C. Hutchison),23,6
