,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
346,3,0:02.0,G. Hill misses 2-pt jump shot from 12 ft,,100,84
347,3,0:02.0,,Defensive rebound by S. Dekker,100,84
348,4,11:45.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,100,84
349,4,11:40.0,,Defensive rebound by S. Dekker,100,84
350,4,11:29.0,,J. Green misses 3-pt jump shot from 26 ft,100,84
351,4,11:23.0,Defensive rebound by T. Snell,,100,84
352,4,11:14.0,T. Snell makes 3-pt jump shot from 26 ft (assist by G. Hill),,103,84
353,4,10:51.0,,Turnover by T. Ariza (bad pass; steal by G. Antetokounmpo),103,84
354,4,10:49.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,105,84
355,4,10:49.0,Shooting foul by B. Beal (drawn by G. Antetokounmpo),,105,84
356,4,10:49.0,G. Antetokounmpo makes free throw 1 of 1,,106,84
357,4,10:29.0,,J. Green misses 2-pt jump shot from 5 ft (block by B. Lopez),106,84
358,4,10:25.0,Defensive rebound by B. Lopez,,106,84
359,4,10:21.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,108,84
360,4,10:09.0,,S. Dekker misses 3-pt jump shot from 27 ft,108,84
361,4,10:09.0,,Offensive rebound by J. McRae,108,84
362,4,10:04.0,,T. Ariza makes 3-pt jump shot from 27 ft (assist by J. McRae),108,87
363,4,9:40.0,G. Hill misses 3-pt jump shot from 26 ft,,108,87
364,4,9:37.0,,Defensive rebound by T. Ariza,108,87
365,4,9:30.0,,Shooting foul by T. Snell (drawn by J. McRae),108,87
366,4,9:30.0,,J. McRae misses free throw 1 of 2,108,87
367,4,9:30.0,,Offensive rebound by Team,108,87
368,4,9:30.0,M. Brogdon enters the game for G. Hill,,108,87
369,4,9:30.0,,O. Porter enters the game for S. Dekker,108,87
370,4,9:30.0,,J. McRae makes free throw 2 of 2,108,88
371,4,9:12.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,108,88
372,4,9:06.0,Offensive rebound by G. Antetokounmpo,,108,88
373,4,9:06.0,G. Antetokounmpo misses 2-pt layup at rim,,108,88
374,4,9:05.0,,Defensive rebound by O. Porter,108,88
375,4,9:02.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Ariza),108,90
