,QUARTER,TIME_REMAINING,INDIANA_ACTION,UTAH_ACTION,INDIANA_SCORE,UTAH_SCORE
0,1,11:40.0,,J. Ingles misses 2-pt jump shot from 3 ft,0,0
1,1,11:38.0,,Offensive rebound by R. Gobert,0,0
2,1,11:36.0,,R. Gobert makes 2-pt hook shot from 2 ft,0,2
3,1,11:19.0,M. Turner makes 2-pt jump shot from 22 ft (assist by D. Collison),,2,2
4,1,10:57.0,,R. Gobert misses 2-pt layup from 2 ft,2,2
5,1,10:54.0,Defensive rebound by T. Evans,,2,2
6,1,10:45.0,T. Young makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),,4,2
7,1,10:25.0,,Turnover by D. Favors (bad pass; steal by T. Evans),4,2
8,1,10:21.0,T. Evans makes 2-pt dunk from 1 ft,,6,2
9,1,9:55.0,,Turnover by J. Ingles (lost ball; steal by D. Collison),6,2
10,1,9:52.0,M. Turner makes 2-pt layup from 2 ft (assist by T. Evans),,8,2
11,1,9:52.0,Shooting foul by R. O'Neale (drawn by M. Turner),,8,2
12,1,9:52.0,M. Turner makes free throw 1 of 1,,9,2
13,1,9:27.0,,D. Favors makes 2-pt hook shot from 2 ft (assist by R. Rubio),9,4
14,1,9:22.0,Shooting foul by J. Ingles (drawn by T. Evans),,9,4
15,1,9:22.0,T. Evans makes free throw 1 of 2,,10,4
16,1,9:22.0,T. Evans makes free throw 2 of 2,,11,4
17,1,9:11.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),11,7
18,1,8:55.0,T. Young misses 3-pt jump shot from 25 ft,,11,7
19,1,8:52.0,,Defensive rebound by D. Favors,11,7
20,1,8:42.0,,Turnover by R. Rubio (lost ball; steal by D. Collison),11,7
21,1,8:39.0,D. Collison makes 2-pt layup from 2 ft (assist by T. Evans),,13,7
22,1,8:22.0,,D. Favors misses 3-pt jump shot from 23 ft,13,7
23,1,8:17.0,,Offensive rebound by R. O'Neale,13,7
24,1,8:15.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),13,9
25,1,7:54.0,D. Collison makes 2-pt jump shot from 15 ft,,15,9
26,1,7:37.0,,Turnover by J. Ingles (lost ball; steal by M. Turner),15,9
27,1,7:37.0,Turnover by M. Turner (bad pass; steal by R. O'Neale),,15,9
