,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
39,1,7:31.0,K. Williams makes 3-pt jump shot from 24 ft (assist by A. Davis),,15,9
40,1,7:14.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),15,12
41,1,7:02.0,A. Davis makes 2-pt jump shot from 19 ft,,17,12
42,1,6:43.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,17,12
43,1,6:40.0,Defensive rebound by J. Holiday,,17,12
44,1,6:34.0,J. Holiday makes 2-pt layup from 1 ft (assist by E. Payton),,19,12
45,1,6:20.0,,Shooting foul by E. Payton (drawn by W. Matthews),19,12
46,1,6:20.0,,W. Matthews misses free throw 1 of 2,19,12
47,1,6:20.0,,Offensive rebound by Team,19,12
48,1,6:20.0,,D. Sabonis enters the game for K. O'Quinn,19,12
49,1,6:20.0,,W. Matthews makes free throw 2 of 2,19,13
50,1,6:15.0,Turnover by E. Payton (bad pass; steal by D. Collison),,19,13
51,1,6:08.0,,D. Collison misses 3-pt jump shot from 26 ft,19,13
52,1,6:04.0,Defensive rebound by E. Payton,,19,13
53,1,5:56.0,J. Holiday misses 2-pt jump shot from 12 ft,,19,13
54,1,5:53.0,,Defensive rebound by D. Sabonis,19,13
55,1,5:48.0,,Personal foul by E. Payton (drawn by D. Collison),19,13
56,1,5:43.0,,D. Collison misses 3-pt jump shot from 27 ft,19,13
57,1,5:39.0,Defensive rebound by J. Randle,,19,13
58,1,5:30.0,E. Payton misses 2-pt jump shot from 3 ft,,19,13
59,1,5:27.0,Offensive rebound by A. Davis,,19,13
60,1,5:27.0,A. Davis makes 2-pt layup at rim,,21,13
61,1,5:17.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by A. Davis),21,13
62,1,5:13.0,Defensive rebound by K. Williams,,21,13
63,1,5:10.0,K. Williams makes 3-pt jump shot from 27 ft (assist by A. Davis),,24,13
64,1,4:55.0,,Turnover by B. Bogdanović (bad pass; steal by K. Williams),24,13
65,1,4:51.0,K. Williams misses 2-pt layup from 1 ft (block by T. Young),,24,13
66,1,4:48.0,Offensive rebound by J. Holiday,,24,13
67,1,4:42.0,K. Williams misses 3-pt jump shot from 24 ft,,24,13
68,1,4:39.0,,Defensive rebound by D. Sabonis,24,13
69,1,4:28.0,,Personal foul by K. Williams (drawn by W. Matthews),24,13
70,1,4:28.0,S. Johnson enters the game for J. Holiday,,24,13
71,1,4:28.0,E. Moore enters the game for E. Payton,,24,13
72,1,4:28.0,J. Okafor enters the game for J. Randle,,24,13
73,1,4:28.0,,T. Evans enters the game for B. Bogdanović,24,13
74,1,4:28.0,,C. Joseph enters the game for D. Collison,24,13
75,1,4:15.0,,T. Evans misses 3-pt jump shot from 23 ft,24,13
76,1,4:12.0,Defensive rebound by J. Okafor,,24,13
77,1,3:57.0,A. Davis makes 2-pt layup at rim (assist by J. Okafor),,26,13
78,1,3:44.0,,T. Young makes 2-pt layup from 3 ft,26,15
79,1,3:30.0,E. Moore makes 2-pt jump shot from 19 ft,,28,15
80,1,3:23.0,,W. Matthews misses 3-pt jump shot from 25 ft,28,15
81,1,3:20.0,Defensive rebound by J. Okafor,,28,15
82,1,3:05.0,Turnover by A. Davis (lost ball; steal by T. Young),,28,15
83,1,3:00.0,,T. Young makes 2-pt layup from 1 ft,28,17
84,1,2:36.0,Turnover by S. Johnson (lost ball; steal by T. Evans),,28,17
85,1,2:33.0,,Shooting foul by K. Williams (drawn by T. Evans),28,17
86,1,2:33.0,New Orleans full timeout,,28,17
87,1,2:33.0,C. Diallo enters the game for A. Davis,,28,17
88,1,2:33.0,F. Jackson enters the game for K. Williams,,28,17
89,1,2:33.0,,T. Leaf enters the game for W. Matthews,28,17
90,1,2:33.0,,D. McDermott enters the game for T. Young,28,17
91,1,2:33.0,,Offensive rebound by Team,28,17
92,1,2:33.0,,T. Evans misses free throw 1 of 2,28,17
93,1,2:33.0,,T. Evans makes free throw 2 of 2,28,18
94,1,2:22.0,E. Moore makes 3-pt jump shot from 24 ft (assist by S. Johnson),,31,18
95,1,2:01.0,,D. Sabonis makes 2-pt layup from 1 ft,31,20
96,1,1:49.0,E. Moore makes 2-pt jump shot from 17 ft (assist by J. Okafor),,33,20
97,1,1:38.0,,Turnover by T. Evans (bad pass),33,20
98,1,1:26.0,J. Okafor makes 2-pt hook shot from 7 ft,,35,20
99,1,1:15.0,,C. Joseph misses 2-pt jump shot from 17 ft,35,20
100,1,1:13.0,,Offensive rebound by T. Leaf,35,20
101,1,1:09.0,,T. Evans misses 3-pt jump shot from 28 ft,35,20
102,1,1:06.0,Defensive rebound by C. Diallo,,35,20
103,1,0:58.0,F. Jackson misses 3-pt jump shot from 25 ft,,35,20
104,1,0:54.0,,Defensive rebound by D. Sabonis,35,20
105,1,0:48.0,,Shooting foul by S. Johnson (drawn by T. Evans),35,20
106,1,0:48.0,,T. Evans misses free throw 1 of 2,35,20
107,1,0:48.0,,Offensive rebound by Team,35,20
108,1,0:48.0,,T. Evans makes free throw 2 of 2,35,21
109,1,0:40.0,E. Moore misses 2-pt jump shot from 17 ft,,35,21
110,1,0:37.0,,Defensive rebound by D. Sabonis,35,21
111,1,0:25.0,,D. McDermott makes 3-pt jump shot from 29 ft (assist by D. Sabonis),35,24
112,1,0:01.0,J. Okafor misses 2-pt layup from 1 ft,,35,24
113,1,0:01.0,,Defensive rebound by T. Evans,35,24
114,2,11:52.0,J. Randle makes 2-pt layup from 1 ft (assist by S. Johnson),,37,24
115,2,11:38.0,,Offensive foul by D. Sabonis (drawn by S. Johnson),37,24
116,2,11:38.0,,Turnover by D. Sabonis (offensive foul),37,24
117,2,11:22.0,S. Johnson misses 2-pt layup from 1 ft (block by T. Evans),,37,24
118,2,11:20.0,,Defensive rebound by D. McDermott,37,24
119,2,11:16.0,,T. Evans misses 2-pt layup from 1 ft,37,24
120,2,11:12.0,,Offensive rebound by D. Sabonis,37,24
121,2,11:12.0,,D. Sabonis makes 2-pt layup from 1 ft,37,26
122,2,11:01.0,J. Randle makes 3-pt jump shot from 26 ft (assist by S. Johnson),,40,26
123,2,10:45.0,,D. McDermott misses 3-pt jump shot from 24 ft,40,26
124,2,10:40.0,,Offensive rebound by T. Leaf,40,26
125,2,10:40.0,,T. Leaf misses 2-pt layup from 1 ft,40,26
126,2,10:39.0,Defensive rebound by C. Diallo,,40,26
127,2,10:28.0,J. Randle makes 3-pt jump shot from 28 ft (assist by F. Jackson),,43,26
128,2,10:07.0,,Def 3 sec tech foul by Team,43,26
129,2,10:07.0,,D. McDermott makes technical free throw,43,27
130,2,9:57.0,,T. Evans makes 2-pt layup from 1 ft,43,29
131,2,9:38.0,C. Diallo makes 2-pt jump shot from 16 ft (assist by S. Johnson),,45,29
132,2,9:22.0,,D. Sabonis makes 2-pt layup from 4 ft,45,31
133,2,9:22.0,,Shooting foul by C. Diallo (drawn by D. Sabonis),45,31
134,2,9:22.0,,D. Sabonis makes free throw 1 of 1,45,32
135,2,9:07.0,F. Jackson misses 3-pt jump shot from 24 ft,,45,32
136,2,9:03.0,,Defensive rebound by T. Evans,45,32
137,2,9:03.0,J. Okafor enters the game for C. Diallo,,45,32
138,2,8:56.0,,D. McDermott misses 2-pt jump shot from 15 ft,45,32
139,2,8:53.0,,Offensive rebound by D. McDermott,45,32
140,2,8:47.0,,D. Sabonis misses 2-pt jump shot from 17 ft,45,32
141,2,8:45.0,Defensive rebound by Team,,45,32
142,2,8:45.0,J. Holiday enters the game for S. Johnson,,45,32
143,2,8:45.0,E. Payton enters the game for E. Moore,,45,32
144,2,8:22.0,Turnover by J. Randle (bad pass),,45,32
145,2,8:17.0,,T. Evans makes 2-pt layup from 1 ft,45,34
146,2,8:11.0,F. Jackson makes 2-pt layup from 1 ft (assist by J. Holiday),,47,34
147,2,8:03.0,,Indiana full timeout,47,34
148,2,8:03.0,,T. Young enters the game for T. Leaf,47,34
149,2,7:58.0,,T. Young misses 2-pt layup from 2 ft (block by E. Payton),47,34
150,2,7:56.0,Defensive rebound by E. Payton,,47,34
151,2,7:48.0,E. Payton makes 3-pt jump shot from 27 ft (assist by F. Jackson),,50,34
152,2,7:28.0,,C. Joseph misses 3-pt jump shot from 23 ft,50,34
153,2,7:25.0,,Offensive rebound by C. Joseph,50,34
154,2,7:23.0,,C. Joseph makes 2-pt jump shot from 8 ft,50,36
155,2,7:08.0,Personal foul by T. Evans (drawn by J. Okafor),,50,36
156,2,7:08.0,,K. O'Quinn enters the game for D. Sabonis,50,36
157,2,6:58.0,J. Okafor misses 2-pt jump shot from 10 ft,,50,36
158,2,6:56.0,,Defensive rebound by K. O'Quinn,50,36
159,2,6:47.0,,C. Joseph misses 3-pt jump shot from 24 ft,50,36
160,2,6:43.0,,Offensive rebound by K. O'Quinn,50,36
161,2,6:41.0,,C. Joseph makes 2-pt layup at rim (assist by K. O'Quinn),50,38
162,2,6:33.0,New Orleans full timeout,,50,38
163,2,6:33.0,C. Diallo enters the game for J. Randle,,50,38
164,2,6:33.0,,B. Bogdanović enters the game for D. McDermott,50,38
165,2,6:15.0,J. Okafor makes 2-pt jump shot from 3 ft (assist by E. Payton),,52,38
166,2,6:15.0,,D. Collison enters the game for T. Evans,52,38
167,2,6:15.0,,W. Matthews enters the game for C. Joseph,52,38
168,2,5:50.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,52,38
169,2,5:47.0,Defensive rebound by J. Holiday,,52,38
170,2,5:43.0,Personal foul by B. Bogdanović (drawn by J. Okafor),,52,38
171,2,5:38.0,E. Payton makes 2-pt layup from 2 ft,,54,38
172,2,5:38.0,Shooting foul by D. Collison (drawn by E. Payton),,54,38
173,2,5:38.0,E. Payton misses free throw 1 of 1,,54,38
174,2,5:37.0,,Defensive rebound by B. Bogdanović,54,38
175,2,5:21.0,,T. Young misses 3-pt jump shot from 27 ft,54,38
176,2,5:18.0,,Offensive rebound by D. Collison,54,38
177,2,5:15.0,,W. Matthews makes 3-pt jump shot from 28 ft (assist by D. Collison),54,41
178,2,5:02.0,J. Holiday makes 3-pt jump shot from 28 ft,,57,41
179,2,4:49.0,,W. Matthews misses 2-pt jump shot from 13 ft,57,41
180,2,4:47.0,,Offensive rebound by K. O'Quinn,57,41
181,2,4:33.0,,K. O'Quinn makes 2-pt jump shot from 13 ft (assist by D. Collison),57,43
182,2,4:22.0,C. Diallo misses 2-pt layup from 3 ft,,57,43
183,2,4:21.0,Offensive rebound by J. Okafor,,57,43
184,2,4:21.0,J. Okafor makes 2-pt layup from 1 ft,,59,43
185,2,4:11.0,,T. Young makes 2-pt layup at rim (assist by D. Collison),59,45
186,2,4:02.0,F. Jackson makes 2-pt jump shot from 14 ft (assist by C. Diallo),,61,45
187,2,3:39.0,,B. Bogdanović makes 3-pt jump shot from 28 ft (assist by D. Collison),61,48
188,2,3:26.0,J. Holiday misses 3-pt jump shot from 26 ft,,61,48
189,2,3:23.0,,Defensive rebound by B. Bogdanović,61,48
190,2,3:15.0,,Shooting foul by E. Payton (drawn by B. Bogdanović),61,48
191,2,3:15.0,,B. Bogdanović makes free throw 1 of 2,61,49
192,2,3:15.0,E. Moore enters the game for F. Jackson,,61,49
193,2,3:15.0,J. Randle enters the game for J. Okafor,,61,49
194,2,3:15.0,K. Williams enters the game for E. Payton,,61,49
195,2,3:15.0,,B. Bogdanović misses free throw 2 of 2,61,49
196,2,3:14.0,Defensive rebound by C. Diallo,,61,49
197,2,2:59.0,Shooting foul by T. Young (drawn by J. Randle),,61,49
198,2,2:59.0,J. Randle makes free throw 1 of 2,,62,49
199,2,2:59.0,,D. Sabonis enters the game for K. O'Quinn,62,49
200,2,2:59.0,J. Randle makes free throw 2 of 2,,63,49
201,2,2:41.0,,T. Young misses 2-pt layup from 1 ft,63,49
202,2,2:40.0,,Offensive rebound by D. Sabonis,63,49
203,2,2:38.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,63,49
204,2,2:35.0,Defensive rebound by J. Randle,,63,49
205,2,2:28.0,J. Randle misses 2-pt hook shot from 2 ft,,63,49
206,2,2:26.0,Offensive rebound by C. Diallo,,63,49
207,2,2:26.0,Shooting foul by W. Matthews (drawn by C. Diallo),,63,49
208,2,2:26.0,,Technical foul by T. Young,63,49
209,2,2:26.0,J. Holiday makes technical free throw,,64,49
210,2,2:26.0,C. Diallo makes free throw 1 of 2,,65,49
211,2,2:26.0,C. Diallo makes free throw 2 of 2,,66,49
212,2,2:18.0,,W. Matthews misses 3-pt jump shot from 26 ft,66,49
213,2,2:15.0,Defensive rebound by J. Holiday,,66,49
214,2,2:11.0,J. Holiday misses 2-pt jump shot from 18 ft,,66,49
215,2,2:10.0,Offensive rebound by C. Diallo,,66,49
216,2,2:09.0,C. Diallo makes 2-pt layup at rim,,68,49
217,2,1:55.0,,D. Collison makes 2-pt jump shot from 18 ft (assist by B. Bogdanović),68,51
218,2,1:46.0,C. Diallo makes 2-pt layup from 1 ft (assist by J. Holiday),,70,51
219,2,1:46.0,Shooting foul by B. Bogdanović (drawn by C. Diallo),,70,51
220,2,1:46.0,,D. McDermott enters the game for B. Bogdanović,70,51
221,2,1:46.0,C. Diallo makes free throw 1 of 1,,71,51
222,2,1:32.0,,D. Collison makes 2-pt jump shot from 19 ft (assist by D. Sabonis),71,53
223,2,1:13.0,Turnover by E. Moore (step out of bounds),,71,53
224,2,0:59.0,,Personal foul by J. Holiday (drawn by W. Matthews),71,53
225,2,0:53.0,,Shooting foul by E. Moore (drawn by D. Collison),71,53
226,2,0:53.0,,D. Collison makes free throw 1 of 2,71,54
227,2,0:53.0,,D. Collison makes free throw 2 of 2,71,55
228,2,0:37.0,J. Randle misses 3-pt jump shot from 24 ft,,71,55
229,2,0:35.0,,Defensive rebound by W. Matthews,71,55
230,2,0:33.0,,Turnover by W. Matthews (bad pass; steal by J. Holiday),71,55
231,2,0:21.0,K. Williams misses 3-pt jump shot from 26 ft,,71,55
232,2,0:19.0,,Defensive rebound by D. Sabonis,71,55
233,2,0:05.0,,T. Young misses 3-pt jump shot from 23 ft,71,55
234,2,0:02.0,,Offensive rebound by Team,71,55
235,2,0:00.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Sabonis),71,58
236,3,11:45.0,Shooting foul by T. Young (drawn by A. Davis),,71,58
237,3,11:45.0,A. Davis makes free throw 1 of 2,,72,58
238,3,11:45.0,A. Davis makes free throw 2 of 2,,73,58
239,3,11:32.0,,T. Young misses 2-pt jump shot from 8 ft,73,58
240,3,11:30.0,Defensive rebound by A. Davis,,73,58
241,3,11:14.0,Def 3 sec tech foul by Team,,73,58
242,3,11:14.0,J. Holiday makes technical free throw,,74,58
243,3,11:05.0,K. Williams misses 3-pt jump shot from 23 ft,,74,58
244,3,11:03.0,Offensive rebound by A. Davis,,74,58
245,3,11:01.0,Shooting foul by K. O'Quinn (drawn by A. Davis),,74,58
246,3,11:01.0,A. Davis misses free throw 1 of 2,,74,58
247,3,11:01.0,Offensive rebound by Team,,74,58
248,3,11:01.0,A. Davis misses free throw 2 of 2,,74,58
249,3,11:01.0,,Defensive rebound by K. O'Quinn,74,58
250,3,10:50.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),74,60
251,3,10:50.0,,Shooting foul by J. Randle (drawn by T. Young),74,60
252,3,10:50.0,,T. Young makes free throw 1 of 1,74,61
253,3,10:29.0,J. Holiday misses 3-pt jump shot from 25 ft,,74,61
254,3,10:26.0,,Defensive rebound by T. Young,74,61
255,3,10:10.0,,W. Matthews makes 3-pt jump shot from 27 ft,74,64
256,3,9:56.0,J. Randle misses 2-pt jump shot from 5 ft,,74,64
257,3,9:56.0,,Defensive rebound by Team,74,64
258,3,9:35.0,,Turnover by B. Bogdanović (offensive foul),74,64
259,3,9:35.0,,Offensive foul by B. Bogdanović (drawn by K. Williams),74,64
260,3,9:28.0,Offensive foul by K. Williams (drawn by W. Matthews),,74,64
261,3,9:28.0,Turnover by K. Williams (offensive foul),,74,64
262,3,9:28.0,New Orleans full timeout,,74,64
263,3,9:28.0,,D. McDermott enters the game for B. Bogdanović,74,64
264,3,9:16.0,,Def 3 sec tech foul by Team,74,64
265,3,9:16.0,,D. McDermott misses technical free throw,74,64
266,3,9:16.0,,Offensive rebound by Team,74,64
267,3,9:04.0,,Turnover by W. Matthews (lost ball; steal by J. Holiday),74,64
268,3,9:00.0,J. Holiday makes 2-pt dunk from 1 ft,,76,64
269,3,8:51.0,,W. Matthews makes 3-pt jump shot from 28 ft (assist by K. O'Quinn),76,67
270,3,8:30.0,Turnover by J. Holiday (bad pass; steal by K. O'Quinn),,76,67
271,3,8:25.0,,D. Collison makes 2-pt jump shot from 21 ft (assist by T. Young),76,69
272,3,8:25.0,New Orleans full timeout,,76,69
273,3,8:06.0,J. Holiday misses 2-pt layup at rim,,76,69
274,3,8:04.0,,Defensive rebound by K. O'Quinn,76,69
275,3,8:00.0,,D. Collison misses 2-pt layup from 1 ft,76,69
276,3,7:56.0,Defensive rebound by J. Randle,,76,69
277,3,7:54.0,Offensive foul by J. Randle (drawn by T. Young),,76,69
278,3,7:54.0,Turnover by J. Randle (offensive foul),,76,69
279,3,7:40.0,,T. Young makes 2-pt jump shot from 8 ft (assist by D. Collison),76,71
280,3,7:33.0,Personal foul by D. Collison (drawn by E. Payton),,76,71
281,3,7:26.0,A. Davis makes 2-pt dunk from 1 ft (assist by E. Payton),,78,71
282,3,7:12.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Collison),78,74
283,3,7:01.0,A. Davis misses 2-pt jump shot from 20 ft,,78,74
284,3,6:58.0,,Defensive rebound by Team,78,74
285,3,6:51.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by D. Collison),78,77
286,3,6:38.0,Shooting foul by K. O'Quinn (drawn by A. Davis),,78,77
287,3,6:38.0,A. Davis makes free throw 1 of 2,,79,77
288,3,6:38.0,C. Diallo enters the game for E. Payton,,79,77
289,3,6:38.0,E. Moore enters the game for J. Randle,,79,77
290,3,6:38.0,A. Davis misses free throw 2 of 2,,79,77
291,3,6:37.0,,Defensive rebound by T. Young,79,77
292,3,6:23.0,,Shooting foul by J. Holiday (drawn by W. Matthews),79,77
293,3,6:23.0,,W. Matthews makes free throw 1 of 3,79,78
294,3,6:23.0,,W. Matthews makes free throw 2 of 3,79,79
295,3,6:23.0,,W. Matthews makes free throw 3 of 3,79,80
296,3,6:14.0,E. Moore misses 3-pt jump shot from 24 ft,,79,80
297,3,6:10.0,Offensive rebound by J. Holiday,,79,80
298,3,6:09.0,C. Diallo makes 2-pt jump shot from 6 ft (assist by J. Holiday),,81,80
299,3,5:51.0,,T. Young misses 3-pt jump shot from 23 ft,81,80
300,3,5:47.0,Defensive rebound by E. Moore,,81,80
301,3,5:41.0,J. Holiday makes 2-pt layup at rim,,83,80
302,3,5:41.0,,Violation by Team (def goaltending),83,80
303,3,5:41.0,F. Jackson enters the game for J. Holiday,,83,80
304,3,5:41.0,,C. Joseph enters the game for W. Matthews,83,80
305,3,5:32.0,,Turnover by C. Joseph (traveling),83,80
306,3,5:22.0,Shooting foul by C. Joseph (drawn by E. Moore),,83,80
307,3,5:22.0,E. Moore misses free throw 1 of 2,,83,80
308,3,5:22.0,Offensive rebound by Team,,83,80
309,3,5:22.0,E. Moore makes free throw 2 of 2,,84,80
310,3,5:08.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,84,80
311,3,5:05.0,Defensive rebound by K. Williams,,84,80
312,3,4:58.0,A. Davis misses 2-pt jump shot from 8 ft,,84,80
313,3,4:56.0,Offensive rebound by A. Davis,,84,80
314,3,4:55.0,A. Davis makes 2-pt layup from 2 ft,,86,80
315,3,4:38.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,86,80
316,3,4:35.0,Defensive rebound by A. Davis,,86,80
317,3,4:26.0,A. Davis misses 3-pt jump shot from 28 ft,,86,80
318,3,4:23.0,Offensive rebound by A. Davis,,86,80
319,3,4:22.0,A. Davis misses 2-pt jump shot from 15 ft,,86,80
320,3,4:18.0,Offensive rebound by C. Diallo,,86,80
321,3,4:16.0,E. Moore misses 3-pt jump shot from 24 ft,,86,80
322,3,4:12.0,,Defensive rebound by K. O'Quinn,86,80
323,3,4:09.0,,D. Collison misses 2-pt layup from 2 ft (block by C. Diallo),86,80
324,3,4:09.0,,Offensive rebound by Team,86,80
325,3,4:09.0,,D. Sabonis enters the game for K. O'Quinn,86,80
326,3,4:00.0,,Shooting foul by C. Diallo (drawn by T. Young),86,80
327,3,4:00.0,,T. Young makes free throw 1 of 2,86,81
328,3,4:00.0,,T. Young misses free throw 2 of 2,86,81
329,3,3:59.0,Defensive rebound by C. Diallo,,86,81
330,3,3:41.0,C. Diallo makes 2-pt layup from 1 ft (assist by E. Moore),,88,81
331,3,3:28.0,,Shooting foul by F. Jackson (drawn by D. McDermott),88,81
332,3,3:28.0,,D. McDermott makes free throw 1 of 2,88,82
333,3,3:28.0,,T. Leaf enters the game for T. Young,88,82
334,3,3:28.0,,D. McDermott makes free throw 2 of 2,88,83
335,3,3:10.0,E. Moore makes 2-pt jump shot from 10 ft (assist by A. Davis),,90,83
336,3,2:55.0,,D. Sabonis makes 2-pt hook shot from 4 ft (assist by D. McDermott),90,85
337,3,2:41.0,K. Williams misses 2-pt jump shot from 10 ft,,90,85
338,3,2:39.0,,Defensive rebound by D. McDermott,90,85
339,3,2:32.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by D. Collison),90,88
340,3,2:32.0,,Shooting foul by F. Jackson (drawn by D. McDermott),90,88
341,3,2:32.0,,T. Evans enters the game for D. Collison,90,88
342,3,2:32.0,,D. McDermott misses free throw 1 of 1,90,88
343,3,2:31.0,Defensive rebound by C. Diallo,,90,88
344,3,2:17.0,F. Jackson makes 2-pt jump shot from 15 ft (assist by K. Williams),,92,88
345,3,2:03.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by D. McDermott),92,90
346,3,1:54.0,A. Davis misses 3-pt jump shot from 28 ft,,92,90
347,3,1:50.0,,Defensive rebound by Team,92,90
348,3,1:50.0,S. Johnson enters the game for A. Davis,,92,90
349,3,1:50.0,J. Randle enters the game for K. Williams,,92,90
350,3,1:50.0,,Indiana full timeout,92,90
351,3,1:42.0,,D. McDermott misses 2-pt jump shot from 8 ft,92,90
352,3,1:39.0,,Offensive rebound by D. Sabonis,92,90
353,3,1:39.0,,Personal foul by J. Randle (drawn by D. Sabonis),92,90
354,3,1:39.0,,D. Sabonis makes free throw 1 of 2,92,91
355,3,1:39.0,,D. Sabonis makes free throw 2 of 2,92,92
356,3,1:31.0,E. Moore misses 2-pt jump shot from 7 ft,,92,92
357,3,1:27.0,,Defensive rebound by T. Evans,92,92
358,3,1:14.0,,T. Leaf misses 2-pt hook shot from 9 ft,92,92
359,3,1:12.0,Defensive rebound by C. Diallo,,92,92
360,3,1:03.0,Turnover by J. Randle (bad pass; steal by T. Evans),,92,92
361,3,0:55.0,,T. Evans makes 2-pt jump shot from 21 ft,92,94
362,3,0:41.0,E. Moore makes 2-pt jump shot from 9 ft,,94,94
363,3,0:33.0,,C. Joseph misses 2-pt jump shot from 6 ft,94,94
364,3,0:31.0,Defensive rebound by C. Diallo,,94,94
365,3,0:11.0,Turnover by J. Randle (bad pass),,94,94
366,3,0:11.0,J. Okafor enters the game for C. Diallo,,94,94
367,3,0:03.0,,T. Evans makes 3-pt jump shot from 27 ft,94,97
368,3,0:00.0,F. Jackson misses 3-pt jump shot from 28 ft,,94,97
369,3,0:00.0,Offensive rebound by Team,,94,97
370,4,11:51.0,,D. Sabonis makes 2-pt dunk from 2 ft (assist by T. Evans),94,99
371,4,11:29.0,J. Randle misses 2-pt hook shot from 5 ft,,94,99
372,4,11:26.0,,Defensive rebound by D. Sabonis,94,99
373,4,11:21.0,,T. Evans makes 2-pt layup at rim,94,101
374,4,11:21.0,,Shooting foul by J. Randle (drawn by T. Evans),94,101
375,4,11:21.0,,T. Evans makes free throw 1 of 1,94,102
376,4,10:56.0,E. Payton misses 2-pt jump shot from 20 ft,,94,102
377,4,10:55.0,,Defensive rebound by Team,94,102
378,4,10:43.0,,Personal foul by E. Moore (drawn by T. Evans),94,102
379,4,10:35.0,,T. Leaf misses 2-pt layup from 2 ft,94,102
380,4,10:33.0,Defensive rebound by J. Okafor,,94,102
381,4,10:27.0,E. Payton misses 2-pt layup from 3 ft (block by T. Evans),,94,102
382,4,10:25.0,Offensive rebound by Team,,94,102
383,4,10:25.0,,Loose ball foul by T. Evans (drawn by E. Payton),94,102
384,4,10:11.0,J. Okafor misses 2-pt jump shot from 3 ft (block by T. Leaf),,94,102
385,4,10:08.0,,Defensive rebound by D. Sabonis,94,102
