,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
132,2,9:15.0,,Turnover by B. Hield (lost ball; steal by R. Kurucs),32,45
133,2,9:12.0,Shooting foul by N. Bjelica (drawn by R. Kurucs),,32,45
134,2,9:12.0,R. Kurucs misses free throw 1 of 2,,32,45
135,2,9:12.0,Offensive rebound by Team,,32,45
136,2,9:12.0,R. Kurucs makes free throw 2 of 2,,33,45
137,2,8:55.0,,Turnover by B. Hield (off goaltending),33,45
138,2,8:54.0,,Sacramento full timeout,33,45
139,2,8:40.0,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),,35,45
140,2,8:27.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by C. Brewer),35,47
141,2,8:15.0,Shooting foul by N. Bjelica (drawn by R. Kurucs),,35,47
142,2,8:15.0,R. Kurucs misses free throw 1 of 2,,35,47
143,2,8:15.0,Offensive rebound by Team,,35,47
144,2,8:15.0,R. Kurucs makes free throw 2 of 2,,36,47
145,2,8:00.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by B. Hield),36,49
146,2,7:48.0,D. Russell misses 2-pt jump shot from 16 ft,,36,49
147,2,7:44.0,Offensive rebound by R. Kurucs,,36,49
148,2,7:44.0,R. Kurucs misses 2-pt dunk from 2 ft,,36,49
149,2,7:41.0,Offensive rebound by D. Russell,,36,49
150,2,7:40.0,E. Davis makes 2-pt dunk from 1 ft (assist by D. Russell),,38,49
151,2,7:22.0,,N. Bjelica misses 2-pt jump shot from 4 ft,38,49
152,2,7:19.0,,Offensive rebound by C. Brewer,38,49
153,2,7:17.0,,Turnover by M. Bagley (lost ball; steal by S. Dinwiddie),38,49
154,2,7:12.0,D. Russell misses 3-pt jump shot from 25 ft,,38,49
155,2,7:10.0,,Defensive rebound by B. Hield,38,49
156,2,7:07.0,,Shooting foul by E. Davis (drawn by C. Brewer),38,49
157,2,7:07.0,,C. Brewer makes free throw 1 of 2,38,50
158,2,7:07.0,J. Harris enters the game for C. LeVert,,38,50
159,2,7:07.0,,D. Fox enters the game for B. Bogdanović,38,50
160,2,7:07.0,,C. Brewer misses free throw 2 of 2,38,50
161,2,7:04.0,Defensive rebound by D. Russell,,38,50
162,2,6:55.0,D. Russell makes 2-pt jump shot from 6 ft,,40,50
163,2,6:35.0,,B. Hield misses 3-pt jump shot from 24 ft,40,50
164,2,6:32.0,Defensive rebound by E. Davis,,40,50
165,2,6:22.0,R. Kurucs makes 2-pt layup from 2 ft (assist by D. Russell),,42,50
166,2,6:03.0,,N. Bjelica makes 2-pt layup from 7 ft (assist by D. Fox),42,52
167,2,5:53.0,D. Russell misses 2-pt layup from 15 ft,,42,52
168,2,5:52.0,Offensive rebound by Team,,42,52
169,2,5:52.0,J. Allen enters the game for E. Davis,,42,52
170,2,5:52.0,,H. Barnes enters the game for C. Brewer,42,52
171,2,5:46.0,D. Russell makes 2-pt jump shot from 6 ft,,44,52
172,2,5:31.0,,H. Barnes misses 3-pt jump shot from 24 ft,44,52
173,2,5:31.0,Defensive rebound by J. Harris,,44,52
174,2,5:21.0,D. Russell misses 3-pt jump shot from 27 ft,,44,52
175,2,5:16.0,,Defensive rebound by N. Bjelica,44,52
176,2,5:11.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by D. Fox),44,54
177,2,5:02.0,D. Russell makes 2-pt layup from 1 ft,,46,54
178,2,4:41.0,,H. Barnes makes 2-pt jump shot from 5 ft,46,56
179,2,4:29.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,46,56
180,2,4:26.0,,Defensive rebound by H. Barnes,46,56
181,2,4:21.0,,B. Hield misses 3-pt jump shot from 25 ft,46,56
182,2,4:18.0,Defensive rebound by J. Allen,,46,56
183,2,4:06.0,Personal foul by D. Fox (drawn by S. Dinwiddie),,46,56
184,2,4:06.0,S. Dinwiddie makes free throw 1 of 2,,47,56
185,2,4:06.0,D. Carroll enters the game for R. Kurucs,,47,56
186,2,4:06.0,,W. Cauley-Stein enters the game for M. Bagley,47,56
187,2,4:06.0,S. Dinwiddie makes free throw 2 of 2,,48,56
188,2,3:50.0,,D. Fox misses 2-pt jump shot from 19 ft,48,56
189,2,3:47.0,Defensive rebound by J. Allen,,48,56
190,2,3:40.0,Offensive foul by J. Allen (drawn by D. Fox),,48,56
191,2,3:40.0,Turnover by J. Allen (offensive foul),,48,56
192,2,3:21.0,,Turnover by (5 sec),48,56
193,2,3:05.0,J. Harris misses 2-pt jump shot from 6 ft,,48,56
194,2,3:02.0,,Defensive rebound by D. Fox,48,56
195,2,3:02.0,,Personal take foul by D. Russell (drawn by D. Fox),48,56
196,2,3:02.0,,B. Bogdanović enters the game for B. Hield,48,56
197,2,2:52.0,,B. Bogdanović misses 2-pt layup from 7 ft,48,56
198,2,2:50.0,Defensive rebound by D. Carroll,,48,56
199,2,2:48.0,D. Russell makes 2-pt layup from 2 ft (assist by D. Carroll),,50,56
200,2,2:31.0,,W. Cauley-Stein misses 2-pt layup from 5 ft,50,56
201,2,2:27.0,Defensive rebound by D. Carroll,,50,56
202,2,2:20.0,Turnover by S. Dinwiddie (bad pass; steal by W. Cauley-Stein),,50,56
203,2,2:14.0,,D. Fox makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),50,58
204,2,2:05.0,J. Allen makes 2-pt dunk at rim (assist by D. Russell),,52,58
205,2,1:50.0,,W. Cauley-Stein misses 2-pt jump shot from 6 ft (block by J. Allen),52,58
206,2,1:49.0,Defensive rebound by D. Russell,,52,58
207,2,1:49.0,Personal foul by D. Fox (drawn by D. Russell),,52,58
208,2,1:49.0,D. Russell makes free throw 1 of 2,,53,58
209,2,1:49.0,D. Russell misses free throw 2 of 2,,53,58
210,2,1:47.0,,Defensive rebound by N. Bjelica,53,58
211,2,1:41.0,,D. Fox misses 3-pt jump shot from 25 ft,53,58
212,2,1:37.0,,Offensive rebound by W. Cauley-Stein,53,58
213,2,1:36.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),53,61
214,2,1:36.0,,Away from play foul by J. Harris (drawn by N. Bjelica),53,61
215,2,1:36.0,,N. Bjelica misses free throw 1 of 1,53,61
216,2,1:36.0,Defensive rebound by D. Carroll,,53,61
217,2,1:22.0,Turnover by S. Dinwiddie (bad pass),,53,61
218,2,1:10.0,,W. Cauley-Stein makes 2-pt jump shot from 20 ft (assist by N. Bjelica),53,63
219,2,0:57.0,Turnover by D. Carroll (lost ball; steal by D. Fox),,53,63
220,2,0:54.0,,D. Fox makes 2-pt layup from 1 ft,53,65
221,2,0:46.0,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,55,65
222,2,0:46.0,Shooting foul by W. Cauley-Stein (drawn by J. Allen),,55,65
223,2,0:46.0,J. Allen makes free throw 1 of 1,,56,65
224,2,0:32.0,,D. Fox misses 2-pt jump shot from 9 ft,56,65
225,2,0:32.0,,Offensive rebound by Team,56,65
226,2,0:32.0,,Personal foul by D. Carroll (drawn by W. Cauley-Stein),56,65
227,2,0:32.0,,W. Cauley-Stein misses free throw 1 of 2,56,65
228,2,0:32.0,,Offensive rebound by Team,56,65
229,2,0:32.0,,B. Hield enters the game for D. Fox,56,65
230,2,0:32.0,,W. Cauley-Stein makes free throw 2 of 2,56,66
231,2,0:18.0,S. Dinwiddie makes 2-pt layup at rim,,58,66
232,2,0:02.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,58,66
233,2,0:02.0,,Offensive rebound by W. Cauley-Stein,58,66
234,3,11:41.0,,H. Barnes makes 2-pt layup from 3 ft,58,68
235,3,11:27.0,Turnover by J. Harris (bad pass; steal by H. Barnes),,58,68
236,3,11:20.0,,N. Bjelica makes 2-pt layup from 5 ft,58,70
237,3,11:04.0,Personal foul by N. Bjelica (drawn by J. Allen),,58,70
238,3,10:53.0,R. Kurucs misses 3-pt jump shot from 23 ft,,58,70
239,3,10:50.0,,Defensive rebound by D. Fox,58,70
240,3,10:48.0,,H. Barnes makes 3-pt jump shot from 25 ft,58,73
241,3,10:30.0,R. Kurucs misses 3-pt jump shot from 26 ft,,58,73
242,3,10:26.0,,Defensive rebound by W. Cauley-Stein,58,73
243,3,10:19.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,58,73
244,3,10:17.0,Defensive rebound by R. Kurucs,,58,73
245,3,10:11.0,Turnover by D. Russell (bad pass),,58,73
246,3,10:04.0,,D. Fox makes 2-pt jump shot from 2 ft,58,75
247,3,10:04.0,Brooklyn full timeout,,58,75
248,3,9:47.0,D. Russell misses 3-pt jump shot from 26 ft,,58,75
249,3,9:43.0,,Defensive rebound by B. Hield,58,75
250,3,9:40.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by B. Hield),58,77
251,3,9:20.0,C. LeVert misses 2-pt layup from 1 ft,,58,77
252,3,9:16.0,,Defensive rebound by W. Cauley-Stein,58,77
253,3,9:14.0,,D. Fox makes 2-pt jump shot from 19 ft,58,79
254,3,8:51.0,Turnover by J. Harris (bad pass; steal by W. Cauley-Stein),,58,79
255,3,8:43.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by D. Fox),58,81
256,3,8:42.0,Brooklyn full timeout,,58,81
257,3,8:42.0,D. Carroll enters the game for J. Harris,,58,81
258,3,8:42.0,S. Dinwiddie enters the game for R. Kurucs,,58,81
259,3,8:18.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,58,81
260,3,8:15.0,,Defensive rebound by W. Cauley-Stein,58,81
261,3,8:04.0,,D. Fox makes 2-pt jump shot from 17 ft,58,83
262,3,7:55.0,D. Russell misses 2-pt jump shot from 17 ft,,58,83
263,3,7:55.0,Offensive rebound by Team,,58,83
264,3,7:50.0,Turnover by D. Russell (bad pass; steal by B. Hield),,58,83
265,3,7:42.0,,B. Hield misses 3-pt jump shot from 25 ft,58,83
266,3,7:40.0,,Offensive rebound by N. Bjelica,58,83
267,3,7:37.0,,D. Fox makes 3-pt jump shot from 26 ft (assist by H. Barnes),58,86
268,3,7:20.0,J. Allen makes 2-pt layup from 2 ft (assist by C. LeVert),,60,86
269,3,7:04.0,,H. Barnes makes 2-pt jump shot from 12 ft (assist by N. Bjelica),60,88
270,3,6:50.0,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),,62,88
271,3,6:32.0,,Turnover by D. Fox (bad pass; steal by J. Allen),62,88
272,3,6:28.0,D. Carroll misses 2-pt layup from 1 ft,,62,88
273,3,6:24.0,,Defensive rebound by H. Barnes,62,88
274,3,6:16.0,,H. Barnes misses 2-pt hook shot from 8 ft,62,88
275,3,6:13.0,Defensive rebound by J. Allen,,62,88
276,3,6:07.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. Russell),,65,88
277,3,5:51.0,,N. Bjelica misses 2-pt hook shot from 4 ft,65,88
278,3,5:48.0,Defensive rebound by J. Allen,,65,88
279,3,5:40.0,Shooting foul by N. Bjelica (drawn by J. Allen),,65,88
280,3,5:40.0,J. Allen makes free throw 1 of 2,,66,88
281,3,5:40.0,T. Graham enters the game for D. Russell,,66,88
282,3,5:40.0,,M. Bagley enters the game for N. Bjelica,66,88
283,3,5:40.0,,H. Giles enters the game for W. Cauley-Stein,66,88
284,3,5:40.0,J. Allen makes free throw 2 of 2,,67,88
285,3,5:30.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Fox),67,91
286,3,5:16.0,J. Allen makes 2-pt hook shot from 5 ft (assist by S. Dinwiddie),,69,91
287,3,5:10.0,,M. Bagley makes 2-pt dunk from 1 ft (assist by B. Hield),69,93
288,3,4:54.0,D. Carroll misses 3-pt jump shot from 24 ft,,69,93
289,3,4:53.0,,Defensive rebound by Team,69,93
290,3,4:53.0,R. Hollis-Jefferson enters the game for J. Allen,,69,93
291,3,4:43.0,,M. Bagley misses 2-pt jump shot from 19 ft,69,93
292,3,4:38.0,,Offensive rebound by H. Barnes,69,93
293,3,4:37.0,,H. Barnes makes 2-pt jump shot from 8 ft,69,95
294,3,4:24.0,Turnover by D. Carroll (lost ball; steal by B. Hield),,69,95
295,3,4:24.0,Loose ball foul by D. Carroll (drawn by H. Barnes),,69,95
296,3,4:03.0,,M. Bagley makes 2-pt layup from 6 ft,69,97
297,3,3:47.0,D. Carroll misses 2-pt layup from 6 ft,,69,97
298,3,3:47.0,Offensive rebound by D. Carroll,,69,97
299,3,3:42.0,C. LeVert misses 3-pt jump shot from 25 ft,,69,97
300,3,3:42.0,Offensive rebound by R. Hollis-Jefferson,,69,97
301,3,3:34.0,Turnover by R. Hollis-Jefferson (bad pass; steal by B. Hield),,69,97
302,3,3:26.0,,Turnover by D. Fox (lost ball; steal by T. Graham),69,97
303,3,3:22.0,D. Carroll misses 3-pt jump shot from 23 ft,,69,97
304,3,3:22.0,Offensive rebound by Team,,69,97
305,3,3:22.0,E. Davis enters the game for C. LeVert,,69,97
306,3,3:22.0,,B. Bogdanović enters the game for B. Hield,69,97
307,3,3:11.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,69,97
308,3,3:07.0,,Defensive rebound by H. Barnes,69,97
309,3,3:00.0,,Turnover by H. Giles (lost ball; steal by T. Graham),69,97
310,3,2:56.0,D. Carroll makes 3-pt jump shot from 26 ft (assist by E. Davis),,72,97
311,3,2:54.0,,Sacramento full timeout,72,97
312,3,2:54.0,,C. Brewer enters the game for D. Fox,72,97
313,3,2:54.0,,Violation by Team (delay of game),72,97
314,3,2:30.0,,B. Bogdanović misses 2-pt layup from 2 ft,72,97
315,3,2:27.0,Defensive rebound by E. Davis,,72,97
316,3,2:19.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,72,97
317,3,2:19.0,,Defensive rebound by H. Giles,72,97
318,3,2:09.0,,M. Bagley makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),72,100
319,3,1:56.0,D. Carroll misses 3-pt jump shot from 26 ft,,72,100
320,3,1:51.0,,Defensive rebound by M. Bagley,72,100
321,3,1:50.0,,Personal foul by E. Davis (drawn by H. Giles),72,100
322,3,1:39.0,,Turnover by M. Bagley (bad pass; steal by E. Davis),72,100
323,3,1:34.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,74,100
324,3,1:16.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,74,102
325,3,1:06.0,S. Dinwiddie makes 2-pt layup from 3 ft,,76,102
326,3,1:06.0,Shooting foul by M. Bagley (drawn by S. Dinwiddie),,76,102
327,3,1:06.0,S. Dinwiddie makes free throw 1 of 1,,77,102
328,3,0:47.0,,Personal foul by E. Davis (drawn by H. Giles),77,102
329,3,0:47.0,,H. Giles misses free throw 1 of 2,77,102
330,3,0:47.0,,Offensive rebound by Team,77,102
331,3,0:47.0,,H. Giles makes free throw 2 of 2,77,103
332,3,0:28.0,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,,77,103
333,3,0:24.0,Offensive rebound by R. Hollis-Jefferson,,77,103
334,3,0:21.0,Shooting foul by B. Bogdanović (drawn by D. Carroll),,77,103
335,3,0:21.0,D. Carroll misses free throw 1 of 2,,77,103
336,3,0:21.0,Offensive rebound by Team,,77,103
337,3,0:21.0,D. Carroll makes free throw 2 of 2,,78,103
338,3,0:00.0,,B. Bogdanović misses 2-pt jump shot from 4 ft (block by R. Hollis-Jefferson),78,103
339,3,0:00.0,,Offensive rebound by Team,78,103
340,4,11:45.0,Turnover by J. Dudley (bad pass; steal by C. Brewer),,78,103
341,4,11:39.0,,M. Bagley misses 2-pt jump shot from 12 ft,78,103
342,4,11:35.0,Defensive rebound by T. Graham,,78,103
343,4,11:32.0,D. Russell misses 3-pt jump shot from 26 ft,,78,103
344,4,11:28.0,,Defensive rebound by H. Giles,78,103
345,4,11:11.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,78,103
346,4,11:07.0,Defensive rebound by J. Dudley,,78,103
347,4,11:01.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by D. Russell),,80,103
348,4,10:42.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by R. Kurucs),80,103
349,4,10:39.0,,Offensive rebound by B. Bogdanović,80,103
350,4,10:38.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,80,103
351,4,10:38.0,Defensive rebound by Team,,80,103
352,4,10:38.0,,Loose ball foul by C. Brewer (drawn by J. Dudley),80,103
353,4,10:31.0,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),,82,103
354,4,10:31.0,Shooting foul by B. Bogdanović (drawn by R. Hollis-Jefferson),,82,103
355,4,10:31.0,R. Hollis-Jefferson makes free throw 1 of 1,,83,103
356,4,10:21.0,,Personal foul by R. Kurucs (drawn by M. Bagley),83,103
357,4,10:09.0,,B. Bogdanović misses 2-pt jump shot from 12 ft,83,103
358,4,10:06.0,Defensive rebound by T. Graham,,83,103
359,4,10:06.0,,H. Barnes enters the game for B. Bogdanović,83,103
360,4,10:06.0,,B. Hield enters the game for C. Brewer,83,103
361,4,10:00.0,Personal foul by Y. Ferrell (drawn by D. Russell),,83,103
362,4,9:57.0,Personal foul by H. Giles (drawn by J. Dudley),,83,103
363,4,9:57.0,,Sacramento full timeout,83,103
364,4,9:53.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by T. Graham),,85,103
365,4,9:32.0,,Turnover by H. Giles (bad pass; steal by R. Hollis-Jefferson),85,103
366,4,9:27.0,Turnover by D. Russell (bad pass; steal by Y. Ferrell),,85,103
367,4,9:22.0,,H. Barnes misses 3-pt jump shot from 25 ft,85,103
368,4,9:15.0,,Offensive rebound by B. Hield,85,103
369,4,9:15.0,,B. Hield makes 2-pt dunk at rim,85,105
370,4,9:06.0,D. Russell makes 2-pt jump shot from 8 ft,,87,105
371,4,8:54.0,,H. Giles makes 2-pt layup from 2 ft,87,107
372,4,8:43.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by D. Russell),,89,107
373,4,8:28.0,,Turnover by H. Giles (bad pass; steal by D. Russell),89,107
