,QUARTER,TIME_REMAINING,INDIANA_ACTION,SAN ANTONIO_ACTION,INDIANA_SCORE,SAN ANTONIO_SCORE
378,4,3:45.0,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Sabonis),,110,83
379,4,3:25.0,,C. Metu misses 2-pt jump shot from 14 ft,110,83
380,4,3:23.0,Defensive rebound by V. Oladipo,,110,83
381,4,3:07.0,T. Evans makes 2-pt layup from 4 ft (assist by V. Oladipo),,112,83
382,4,2:57.0,,Turnover by Q. Pondexter (bad pass; steal by V. Oladipo),112,83
383,4,2:51.0,Indiana full timeout,,112,83
384,4,2:51.0,A. Holiday enters the game for T. Evans,,112,83
385,4,2:51.0,T. Leaf enters the game for C. Joseph,,112,83
386,4,2:51.0,D. McDermott enters the game for V. Oladipo,,112,83
387,4,2:51.0,K. O'Quinn enters the game for D. Sabonis,,112,83
388,4,2:51.0,E. Sumner enters the game for T. Young,,112,83
389,4,2:51.0,,D. Eubanks enters the game for D. Bertāns,112,83
390,4,2:45.0,Turnover by A. Holiday (out of bounds lost ball),,112,83
391,4,2:45.0,,M. Belinelli enters the game for B. Forbes,112,83
392,4,2:29.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by C. Metu),112,85
393,4,2:29.0,,Shooting foul by T. Leaf (drawn by M. Belinelli),112,85
394,4,2:29.0,,M. Belinelli makes free throw 1 of 1,112,86
395,4,2:12.0,Turnover by E. Sumner (bad pass; steal by Q. Pondexter),,112,86
396,4,2:01.0,,M. Belinelli makes 3-pt jump shot from 40 ft,112,89
397,4,1:51.0,T. Leaf misses 2-pt layup from 5 ft (block by M. Belinelli),,112,89
398,4,1:51.0,Offensive rebound by Team,,112,89
399,4,1:48.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by D. McDermott),,114,89
400,4,1:37.0,,Shooting foul by K. O'Quinn (drawn by D. Eubanks),114,89
401,4,1:37.0,,D. Eubanks makes free throw 1 of 2,114,90
402,4,1:37.0,,D. Eubanks makes free throw 2 of 2,114,91
403,4,1:22.0,T. Leaf misses 3-pt jump shot from 24 ft,,114,91
404,4,1:21.0,,Defensive rebound by Team,114,91
405,4,1:08.0,,C. Metu misses 2-pt layup from 4 ft (block by T. Leaf),114,91
406,4,1:03.0,Defensive rebound by K. O'Quinn,,114,91
407,4,0:58.0,Personal foul by Q. Pondexter (drawn by D. McDermott),,114,91
408,4,0:54.0,Turnover by A. Holiday (traveling),,114,91
409,4,0:54.0,Violation by Team (delay of game),,114,91
410,4,0:45.0,,Shooting foul by A. Holiday (drawn by M. Belinelli),114,91
411,4,0:45.0,,M. Belinelli makes free throw 1 of 3,114,92
412,4,0:45.0,,M. Belinelli makes free throw 2 of 3,114,93
413,4,0:45.0,,M. Belinelli makes free throw 3 of 3,114,94
414,4,0:34.0,T. Leaf misses 2-pt layup from 4 ft,,114,94
415,4,0:31.0,,Defensive rebound by M. Belinelli,114,94
416,4,0:25.0,,Q. Pondexter makes 2-pt jump shot from 3 ft,114,96
417,4,0:12.0,D. McDermott makes 2-pt layup from 2 ft (assist by K. O'Quinn),,116,96
418,4,0:03.0,,C. Metu misses 3-pt jump shot from 26 ft,116,96
419,4,0:03.0,Defensive rebound by D. McDermott,,116,96
