,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHARLOTTE_ACTION,DETROIT_SCORE,CHARLOTTE_SCORE
0,1,11:36.0,R. Jackson misses 2-pt layup from 2 ft,,0,0
1,1,11:34.0,,Defensive rebound by M. Williams,0,0
2,1,11:10.0,,J. Lamb misses 3-pt jump shot from 37 ft,0,0
3,1,11:07.0,Defensive rebound by A. Drummond,,0,0
4,1,11:00.0,A. Drummond misses 2-pt layup from 2 ft,,0,0
5,1,11:00.0,Offensive rebound by Team,,0,0
6,1,10:54.0,L. Kennard misses 3-pt jump shot from 25 ft,,0,0
7,1,10:54.0,,Defensive rebound by Team,0,0
8,1,10:42.0,,J. Lamb misses 2-pt jump shot from 16 ft,0,0
9,1,10:39.0,Defensive rebound by R. Jackson,,0,0
10,1,10:38.0,Shooting foul by J. Lamb (drawn by R. Jackson),,0,0
11,1,10:38.0,R. Jackson makes free throw 1 of 2,,1,0
12,1,10:38.0,R. Jackson makes free throw 2 of 2,,2,0
13,1,10:22.0,,M. Williams misses 3-pt jump shot from 25 ft,2,0
14,1,10:19.0,Defensive rebound by R. Jackson,,2,0
15,1,10:09.0,B. Griffin misses 2-pt hook shot from 7 ft,,2,0
16,1,10:05.0,,Defensive rebound by N. Batum,2,0
17,1,10:01.0,,M. Williams makes 3-pt jump shot from 23 ft (assist by N. Batum),2,3
18,1,9:39.0,A. Drummond misses 3-pt jump shot from 25 ft,,2,3
19,1,9:37.0,,Defensive rebound by J. Lamb,2,3
20,1,9:30.0,,M. Williams misses 3-pt jump shot from 26 ft,2,3
21,1,9:27.0,Defensive rebound by A. Drummond,,2,3
22,1,9:16.0,A. Drummond misses 2-pt layup from 5 ft,,2,3
23,1,9:13.0,Offensive rebound by A. Drummond,,2,3
24,1,9:13.0,A. Drummond misses 2-pt layup from 1 ft,,2,3
25,1,9:13.0,,Defensive rebound by M. Williams,2,3
26,1,9:09.0,,J. Lamb makes 2-pt layup from 2 ft,2,5
27,1,9:00.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by R. Jackson),,5,5
28,1,8:49.0,,Personal foul by R. Jackson (drawn by K. Walker),5,5
29,1,8:42.0,,K. Walker misses 3-pt jump shot from 26 ft,5,5
30,1,8:38.0,Defensive rebound by B. Griffin,,5,5
31,1,8:31.0,Turnover by R. Bullock (bad pass; steal by J. Lamb),,5,5
32,1,8:21.0,,Personal foul by B. Griffin (drawn by M. Williams),5,5
33,1,8:13.0,,K. Walker makes 2-pt layup from 2 ft (assist by C. Zeller),5,7
34,1,7:59.0,R. Bullock misses 3-pt jump shot from 26 ft,,5,7
35,1,7:59.0,,Defensive rebound by N. Batum,5,7
36,1,7:46.0,,N. Batum misses 2-pt jump shot from 11 ft,5,7
37,1,7:43.0,Defensive rebound by B. Griffin,,5,7
38,1,7:31.0,B. Griffin makes 2-pt layup from 1 ft,,7,7
39,1,7:31.0,Shooting foul by C. Zeller (drawn by B. Griffin),,7,7
40,1,7:31.0,B. Griffin makes free throw 1 of 1,,8,7
41,1,7:18.0,,K. Walker makes 2-pt layup from 1 ft,8,9
42,1,7:10.0,R. Jackson misses 2-pt layup from 3 ft (block by K. Walker),,8,9
43,1,7:10.0,Offensive rebound by R. Jackson,,8,9
44,1,7:10.0,Shooting foul by J. Lamb (drawn by R. Jackson),,8,9
45,1,7:10.0,R. Jackson makes free throw 1 of 2,,9,9
46,1,7:10.0,Z. Pachulia enters the game for A. Drummond,,9,9
47,1,7:10.0,,M. Bridges enters the game for J. Lamb,9,9
48,1,7:10.0,R. Jackson misses free throw 2 of 2,,9,9
49,1,7:08.0,,Defensive rebound by Team,9,9
50,1,6:56.0,,K. Walker makes 2-pt layup from 2 ft,9,11
51,1,6:44.0,Shooting foul by C. Zeller (drawn by B. Griffin),,9,11
52,1,6:44.0,,Charlotte full timeout,9,11
53,1,6:44.0,,M. Kidd-Gilchrist enters the game for C. Zeller,9,11
54,1,6:44.0,B. Griffin makes free throw 1 of 2,,10,11
55,1,6:44.0,B. Griffin makes free throw 2 of 2,,11,11
56,1,6:31.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),11,14
57,1,6:26.0,Detroit full timeout,,11,14
58,1,6:05.0,B. Griffin misses 2-pt hook shot from 5 ft,,11,14
59,1,6:03.0,,Defensive rebound by N. Batum,11,14
60,1,5:56.0,,M. Williams misses 2-pt layup from 2 ft,11,14
61,1,5:56.0,,Offensive rebound by M. Kidd-Gilchrist,11,14
62,1,5:53.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,11,16
63,1,5:44.0,Personal foul by M. Kidd-Gilchrist (drawn by Z. Pachulia),,11,16
64,1,5:44.0,Z. Pachulia misses free throw 1 of 2,,11,16
