,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
0,1,11:44.0,R. Hood misses 2-pt jump shot from 22 ft,,0,0
1,1,11:41.0,,Defensive rebound by J. Embiid,0,0
2,1,11:26.0,,J. Redick misses 3-pt jump shot from 26 ft,0,0
3,1,11:22.0,Defensive rebound by C. Osman,,0,0
4,1,11:13.0,Personal foul by W. Chandler (drawn by C. Sexton),,0,0
5,1,11:08.0,C. Sexton makes 2-pt jump shot from 16 ft,,2,0
6,1,10:47.0,,J. Redick misses 2-pt layup from 6 ft,2,0
7,1,10:45.0,Defensive rebound by C. Osman,,2,0
8,1,10:44.0,,Violation by Team (kicked ball),2,0
9,1,10:40.0,C. Sexton makes 2-pt jump shot from 18 ft,,4,0
10,1,10:19.0,,W. Chandler misses 3-pt jump shot from 26 ft,4,0
11,1,10:15.0,Defensive rebound by T. Thompson,,4,0
12,1,10:10.0,Personal foul by J. Redick (drawn by T. Thompson),,4,0
13,1,10:04.0,C. Sexton misses 2-pt layup from 3 ft,,4,0
14,1,10:00.0,Offensive rebound by T. Thompson,,4,0
15,1,10:00.0,T. Thompson misses 2-pt dunk from 1 ft,,4,0
16,1,10:00.0,Offensive rebound by T. Thompson,,4,0
17,1,9:57.0,T. Thompson misses 2-pt layup from 3 ft (block by B. Simmons),,4,0
18,1,9:57.0,,Defensive rebound by J. Embiid,4,0
19,1,9:41.0,,J. Butler misses 2-pt jump shot from 16 ft,4,0
20,1,9:41.0,Defensive rebound by Team,,4,0
21,1,9:41.0,,Loose ball foul by B. Simmons (drawn by C. Sexton),4,0
22,1,9:19.0,R. Hood misses 2-pt jump shot from 12 ft,,4,0
23,1,9:16.0,Offensive rebound by T. Thompson,,4,0
24,1,9:13.0,C. Osman makes 3-pt jump shot from 26 ft (assist by D. Nwaba),,7,0
25,1,9:01.0,,B. Simmons makes 2-pt layup from 4 ft (assist by J. Embiid),7,2
26,1,8:51.0,T. Thompson misses 2-pt jump shot from 15 ft,,7,2
27,1,8:48.0,,Defensive rebound by J. Embiid,7,2
28,1,8:40.0,,J. Embiid makes 2-pt jump shot from 17 ft (assist by B. Simmons),7,4
29,1,8:18.0,C. Sexton makes 2-pt layup from 1 ft,,9,4
30,1,8:03.0,,B. Simmons makes 2-pt jump shot from 10 ft (assist by W. Chandler),9,6
31,1,7:42.0,C. Osman makes 2-pt jump shot from 15 ft,,11,6
32,1,7:25.0,,W. Chandler misses 2-pt layup from 2 ft,11,6
33,1,7:23.0,Defensive rebound by C. Sexton,,11,6
34,1,7:18.0,C. Osman misses 3-pt jump shot from 28 ft,,11,6
35,1,7:18.0,,Defensive rebound by Team,11,6
36,1,7:18.0,Loose ball foul by T. Thompson (drawn by J. Embiid),,11,6
37,1,7:18.0,,A. Johnson enters the game for J. Embiid,11,6
38,1,7:18.0,,L. Shamet enters the game for J. Redick,11,6
39,1,7:05.0,,J. Butler makes 2-pt jump shot from 11 ft,11,8
40,1,6:47.0,R. Hood makes 3-pt jump shot from 26 ft (assist by C. Sexton),,14,8
41,1,6:27.0,,J. Butler misses 3-pt jump shot from 23 ft,14,8
42,1,6:25.0,Defensive rebound by T. Thompson,,14,8
43,1,6:13.0,D. Nwaba misses 2-pt jump shot from 7 ft,,14,8
44,1,6:09.0,Offensive rebound by T. Thompson,,14,8
45,1,6:08.0,T. Thompson makes 2-pt hook shot from 2 ft,,16,8
46,1,5:56.0,,Turnover by A. Johnson (bad pass),16,8
47,1,5:56.0,,Philadelphia full timeout,16,8
48,1,5:56.0,,M. Muscala enters the game for W. Chandler,16,8
49,1,5:40.0,R. Hood makes 2-pt jump shot from 15 ft (assist by C. Osman),,18,8
50,1,5:29.0,,Turnover by B. Simmons (bad pass; steal by D. Nwaba),18,8
51,1,5:22.0,C. Osman misses 3-pt jump shot from 23 ft,,18,8
52,1,5:18.0,Offensive rebound by T. Thompson,,18,8
53,1,5:17.0,Turnover by T. Thompson (lost ball; steal by J. Butler),,18,8
54,1,5:13.0,,M. Muscala misses 3-pt jump shot from 27 ft,18,8
55,1,5:08.0,Defensive rebound by D. Nwaba,,18,8
56,1,5:03.0,R. Hood misses 2-pt layup from 5 ft,,18,8
57,1,5:00.0,Offensive rebound by T. Thompson,,18,8
58,1,5:00.0,T. Thompson misses 2-pt layup from 1 ft,,18,8
59,1,4:59.0,Offensive rebound by R. Hood,,18,8
60,1,4:56.0,T. Thompson makes 2-pt hook shot from 3 ft (assist by C. Osman),,20,8
61,1,4:31.0,,L. Shamet misses 3-pt jump shot from 30 ft,20,8
62,1,4:29.0,Defensive rebound by Team,,20,8
63,1,4:11.0,C. Sexton makes 2-pt jump shot from 13 ft,,22,8
64,1,3:57.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by L. Shamet),22,11
65,1,3:32.0,Turnover by C. Sexton (turnover),,22,11
66,1,3:32.0,,Personal foul by C. Sexton (drawn by M. Muscala),22,11
67,1,3:32.0,J. Clarkson enters the game for R. Hood,,22,11
68,1,3:32.0,L. Nance enters the game for T. Thompson,,22,11
69,1,3:32.0,,J. Redick enters the game for J. Butler,22,11
70,1,3:18.0,,L. Shamet misses 3-pt jump shot from 26 ft,22,11
71,1,3:14.0,Defensive rebound by L. Nance,,22,11
72,1,2:57.0,C. Osman makes 2-pt layup from 1 ft,,24,11
73,1,2:47.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),24,14
74,1,2:34.0,C. Sexton makes 2-pt jump shot from 21 ft,,26,14
75,1,2:23.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Redick),26,17
76,1,2:07.0,Cleveland full timeout,,26,17
77,1,2:07.0,K. Korver enters the game for D. Nwaba,,26,17
78,1,2:07.0,,J. Embiid enters the game for A. Johnson,26,17
79,1,2:07.0,,T. McConnell enters the game for B. Simmons,26,17
80,1,1:59.0,Shooting foul by T. McConnell (drawn by C. Osman),,26,17
81,1,1:59.0,C. Osman makes free throw 1 of 2,,27,17
82,1,1:59.0,C. Osman makes free throw 2 of 2,,28,17
83,1,1:50.0,,Personal foul by L. Nance (drawn by J. Embiid),28,17
84,1,1:42.0,,L. Shamet makes 2-pt layup from 4 ft (assist by M. Muscala),28,19
85,1,1:26.0,C. Sexton misses 2-pt jump shot from 17 ft,,28,19
86,1,1:24.0,,Defensive rebound by J. Embiid,28,19
87,1,1:07.0,,Turnover by J. Embiid (lost ball; steal by C. Sexton),28,19
88,1,1:03.0,J. Clarkson misses 3-pt jump shot from 23 ft,,28,19
89,1,1:00.0,Offensive rebound by C. Sexton,,28,19
90,1,0:52.0,C. Osman misses 3-pt jump shot from 26 ft,,28,19
91,1,0:49.0,,Defensive rebound by J. Embiid,28,19
92,1,0:34.0,,L. Shamet makes 2-pt jump shot from 9 ft,28,21
93,1,0:12.0,C. Osman makes 3-pt jump shot from 27 ft (assist by L. Nance),,31,21
94,1,0:03.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),31,23
95,2,11:43.0,,Turnover by J. Embiid (bad pass; steal by L. Nance),31,23
96,2,11:37.0,K. Korver misses 3-pt jump shot from 26 ft,,31,23
97,2,11:34.0,,Defensive rebound by M. Muscala,31,23
98,2,11:23.0,,J. Redick misses 3-pt jump shot from 26 ft,31,23
99,2,11:23.0,Defensive rebound by Team,,31,23
100,2,11:23.0,,Loose ball foul by J. Embiid (drawn by K. Korver),31,23
101,2,11:10.0,J. Clarkson misses 3-pt jump shot from 25 ft,,31,23
102,2,11:07.0,,Defensive rebound by M. Muscala,31,23
103,2,11:00.0,,Personal foul by A. Harrison (drawn by M. Muscala),31,23
104,2,10:53.0,,Shooting foul by J. Clarkson (drawn by J. Redick),31,23
105,2,10:53.0,,J. Redick makes free throw 1 of 2,31,24
106,2,10:53.0,,J. Redick makes free throw 2 of 2,31,25
107,2,10:41.0,Offensive foul by K. Korver (drawn by W. Chandler),,31,25
108,2,10:41.0,Turnover by K. Korver (offensive foul),,31,25
109,2,10:31.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),31,28
110,2,10:20.0,L. Nance misses 2-pt layup from 7 ft,,31,28
111,2,10:17.0,Offensive rebound by A. Harrison,,31,28
112,2,10:12.0,R. Hood misses 2-pt layup from 4 ft,,31,28
113,2,10:09.0,Offensive rebound by R. Hood,,31,28
114,2,10:07.0,K. Korver misses 3-pt jump shot from 28 ft,,31,28
115,2,10:04.0,,Defensive rebound by J. Embiid,31,28
116,2,10:03.0,,Personal foul by A. Harrison (drawn by T. McConnell),31,28
117,2,9:59.0,,Personal foul by J. Clarkson (drawn by J. Redick),31,28
118,2,9:46.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by W. Chandler),31,31
119,2,9:33.0,Cleveland full timeout,,31,31
120,2,9:33.0,T. Thompson enters the game for J. Clarkson,,31,31
121,2,9:16.0,T. Thompson makes 2-pt jump shot from 8 ft (assist by A. Harrison),,33,31
122,2,9:05.0,,Personal foul by T. Thompson (drawn by J. Embiid),33,31
123,2,9:05.0,,J. Embiid misses free throw 1 of 2,33,31
124,2,9:05.0,,Offensive rebound by Team,33,31
125,2,9:05.0,,J. Embiid makes free throw 2 of 2,33,32
126,2,8:44.0,T. Thompson makes 2-pt jump shot from 5 ft,,35,32
127,2,8:35.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by T. McConnell),35,35
128,2,8:11.0,R. Hood makes 2-pt jump shot from 11 ft,,37,35
129,2,7:58.0,,Shooting foul by L. Nance (drawn by J. Embiid),37,35
130,2,7:58.0,,J. Embiid makes free throw 1 of 2,37,36
131,2,7:58.0,D. Nwaba enters the game for A. Harrison,,37,36
132,2,7:58.0,C. Osman enters the game for K. Korver,,37,36
133,2,7:58.0,C. Sexton enters the game for L. Nance,,37,36
134,2,7:58.0,,J. Butler enters the game for T. McConnell,37,36
135,2,7:58.0,,B. Simmons enters the game for M. Muscala,37,36
136,2,7:58.0,,J. Embiid makes free throw 2 of 2,37,37
137,2,7:39.0,R. Hood makes 2-pt jump shot from 9 ft,,39,37
138,2,7:31.0,,J. Redick misses 2-pt jump shot from 22 ft,39,37
139,2,7:29.0,Defensive rebound by D. Nwaba,,39,37
140,2,7:12.0,C. Osman makes 2-pt jump shot from 15 ft,,41,37
141,2,7:12.0,Shooting foul by J. Redick (drawn by C. Osman),,41,37
142,2,7:12.0,C. Osman misses free throw 1 of 1,,41,37
143,2,7:12.0,,Defensive rebound by J. Embiid,41,37
144,2,6:55.0,,J. Embiid misses 2-pt jump shot from 10 ft,41,37
145,2,6:53.0,Defensive rebound by T. Thompson,,41,37
146,2,6:49.0,D. Nwaba makes 2-pt layup from 3 ft (assist by C. Sexton),,43,37
147,2,6:24.0,,J. Embiid makes 3-pt jump shot from 27 ft (assist by W. Chandler),43,40
148,2,6:03.0,Shooting foul by J. Redick (drawn by D. Nwaba),,43,40
