,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:39.0,,Turnover by A. Aminu (bad pass; steal by J. Holiday),0,0
1,1,11:35.0,T. Dorsey misses 2-pt layup from 1 ft,,0,0
2,1,11:33.0,,Defensive rebound by E. Freedom,0,0
3,1,11:17.0,,A. Aminu makes 2-pt layup from 1 ft (assist by D. Lillard),0,2
4,1,11:00.0,J. Holiday misses 2-pt jump shot from 20 ft,,0,2
5,1,10:57.0,,Defensive rebound by A. Aminu,0,2
6,1,10:45.0,,Shooting foul by T. Dorsey (drawn by A. Aminu),0,2
7,1,10:45.0,,A. Aminu makes free throw 1 of 2,0,3
8,1,10:45.0,,A. Aminu makes free throw 2 of 2,0,4
9,1,10:27.0,I. Rabb makes 2-pt jump shot from 13 ft (assist by J. Washburn),,2,4
10,1,10:01.0,,Turnover by M. Harkless (bad pass; steal by T. Dorsey),2,4
11,1,9:50.0,Turnover by J. Holiday (bad pass; steal by R. Hood),,2,4
12,1,9:35.0,,Shooting foul by T. Dorsey (drawn by M. Harkless),2,4
13,1,9:35.0,,M. Harkless misses free throw 1 of 2,2,4
14,1,9:35.0,,Offensive rebound by Team,2,4
15,1,9:35.0,C. Parsons enters the game for T. Dorsey,,2,4
16,1,9:35.0,,M. Harkless makes free throw 2 of 2,2,5
17,1,9:29.0,J. Washburn makes 3-pt jump shot from 23 ft (assist by D. Wright),,5,5
18,1,9:11.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by M. Harkless),5,8
19,1,8:58.0,D. Wright makes 2-pt layup from 1 ft (assist by J. Holiday),,7,8
20,1,8:44.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by D. Lillard),7,11
21,1,8:29.0,C. Parsons misses 2-pt jump shot from 21 ft,,7,11
22,1,8:26.0,,Defensive rebound by D. Lillard,7,11
23,1,8:17.0,,E. Freedom makes 2-pt layup from 1 ft (assist by M. Harkless),7,13
24,1,8:02.0,D. Wright makes 3-pt jump shot from 23 ft (assist by C. Parsons),,10,13
25,1,7:34.0,,R. Hood misses 3-pt jump shot from 25 ft,10,13
26,1,7:33.0,Defensive rebound by I. Rabb,,10,13
27,1,7:17.0,C. Parsons makes 2-pt layup from 2 ft (assist by J. Washburn),,12,13
28,1,6:50.0,,A. Aminu misses 3-pt jump shot from 25 ft,12,13
29,1,6:48.0,Defensive rebound by D. Wright,,12,13
30,1,6:40.0,D. Wright misses 2-pt jump shot from 4 ft,,12,13
31,1,6:38.0,Offensive rebound by D. Wright,,12,13
32,1,6:31.0,Turnover by D. Wright (bad pass; steal by E. Freedom),,12,13
33,1,6:27.0,,Portland full timeout,12,13
34,1,6:13.0,,Turnover by E. Freedom (bad pass; steal by C. Parsons),12,13
35,1,6:05.0,C. Parsons misses 2-pt jump shot from 14 ft,,12,13
36,1,6:03.0,,Defensive rebound by D. Lillard,12,13
37,1,5:59.0,,Turnover by D. Lillard (bad pass),12,13
38,1,5:44.0,Turnover by C. Parsons (bad pass; steal by M. Harkless),,12,13
39,1,5:37.0,,D. Lillard misses 3-pt jump shot from 33 ft,12,13
40,1,5:34.0,Defensive rebound by C. Parsons,,12,13
41,1,5:28.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by J. Washburn),,15,13
42,1,5:00.0,,D. Lillard makes 2-pt layup from 2 ft,15,15
43,1,4:42.0,J. Holiday misses 2-pt jump shot from 16 ft,,15,15
44,1,4:40.0,,Defensive rebound by E. Freedom,15,15
45,1,4:32.0,,D. Lillard makes 2-pt layup from 1 ft,15,17
46,1,4:16.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Wright),,18,17
47,1,4:03.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),18,19
48,1,4:03.0,,Shooting foul by D. Wright (drawn by E. Freedom),18,19
49,1,4:03.0,B. Caboclo enters the game for I. Rabb,,18,19
50,1,4:03.0,J. Carter enters the game for J. Washburn,,18,19
51,1,4:03.0,Y. Watanabe enters the game for D. Wright,,18,19
52,1,4:03.0,,E. Freedom makes free throw 1 of 1,18,20
53,1,3:39.0,J. Carter makes 2-pt jump shot from 21 ft,,20,20
54,1,3:23.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),20,23
55,1,3:09.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Carter),,23,23
56,1,2:45.0,,A. Aminu misses 2-pt jump shot from 2 ft,23,23
57,1,2:43.0,Defensive rebound by J. Carter,,23,23
58,1,2:38.0,Shooting foul by E. Freedom (drawn by B. Caboclo),,23,23
59,1,2:38.0,Memphis full timeout,,23,23
60,1,2:38.0,,Z. Collins enters the game for A. Aminu,23,23
61,1,2:38.0,,S. Curry enters the game for R. Hood,23,23
62,1,2:38.0,,E. Turner enters the game for E. Freedom,23,23
63,1,2:38.0,B. Caboclo makes free throw 1 of 2,,24,23
64,1,2:38.0,B. Caboclo makes free throw 2 of 2,,25,23
65,1,2:23.0,,M. Harkless makes 2-pt dunk at rim (assist by S. Curry),25,25
66,1,2:05.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Carter),,28,25
67,1,1:43.0,,Turnover by S. Curry (bad pass; steal by J. Carter),28,25
68,1,1:37.0,J. Carter misses 3-pt jump shot from 25 ft,,28,25
69,1,1:36.0,,Defensive rebound by D. Lillard,28,25
70,1,1:21.0,,Turnover by D. Lillard (bad pass; steal by C. Parsons),28,25
71,1,1:15.0,Y. Watanabe misses 2-pt jump shot from 17 ft,,28,25
72,1,1:14.0,,Defensive rebound by E. Turner,28,25
73,1,1:02.0,,S. Curry misses 3-pt jump shot from 27 ft (block by B. Caboclo),28,25
74,1,0:58.0,Defensive rebound by J. Holiday,,28,25
75,1,0:49.0,C. Parsons misses 3-pt jump shot from 25 ft,,28,25
76,1,0:48.0,,Defensive rebound by E. Turner,28,25
77,1,0:31.0,,M. Harkless misses 3-pt jump shot from 25 ft,28,25
78,1,0:29.0,,Offensive rebound by Z. Collins,28,25
79,1,0:28.0,,Z. Collins makes 2-pt layup from 1 ft,28,27
80,1,0:28.0,,Shooting foul by B. Caboclo (drawn by Z. Collins),28,27
81,1,0:28.0,D. Wright enters the game for J. Holiday,,28,27
82,1,0:28.0,,Z. Collins makes free throw 1 of 1,28,28
83,1,0:05.0,D. Wright misses 3-pt jump shot from 23 ft,,28,28
84,1,0:03.0,Offensive rebound by B. Caboclo,,28,28
85,1,0:01.0,B. Caboclo makes 2-pt layup from 2 ft,,30,28
86,1,0:00.0,,S. Curry misses 3-pt jump shot from 32 ft,30,28
87,1,0:00.0,,Offensive rebound by Team,30,28
88,2,11:44.0,D. Wright makes 2-pt layup from 1 ft,,32,28
89,2,11:20.0,,R. Hood misses 3-pt jump shot from 25 ft (block by J. Washburn),32,28
90,2,11:18.0,,Offensive rebound by S. Curry,32,28
91,2,11:18.0,,Turnover by Team (shot clock),32,28
92,2,11:05.0,Y. Watanabe makes 2-pt layup from 2 ft (assist by D. Wright),,34,28
93,2,10:43.0,,Turnover by S. Curry (bad pass; steal by J. Washburn),34,28
94,2,10:41.0,Shooting foul by E. Turner (drawn by D. Wright),,34,28
95,2,10:41.0,D. Wright makes free throw 1 of 2,,35,28
96,2,10:41.0,D. Wright misses free throw 2 of 2,,35,28
97,2,10:38.0,,Defensive rebound by E. Turner,35,28
98,2,10:25.0,,R. Hood misses 2-pt jump shot from 8 ft,35,28
99,2,10:24.0,Defensive rebound by Team,,35,28
100,2,10:24.0,,Loose ball foul by Z. Collins (drawn by B. Caboclo),35,28
101,2,10:03.0,B. Caboclo makes 3-pt jump shot from 24 ft (assist by J. Carter),,38,28
102,2,9:41.0,,Z. Collins makes 2-pt layup from 1 ft (assist by R. Hood),38,30
103,2,9:41.0,,Shooting foul by B. Caboclo (drawn by Z. Collins),38,30
104,2,9:41.0,,Z. Collins misses free throw 1 of 1,38,30
105,2,9:39.0,Defensive rebound by J. Washburn,,38,30
106,2,9:35.0,Personal foul by J. Layman (drawn by D. Wright),,38,30
107,2,9:27.0,Y. Watanabe misses 2-pt hook shot from 8 ft,,38,30
108,2,9:25.0,,Defensive rebound by E. Turner,38,30
109,2,9:21.0,,Personal foul by Y. Watanabe (drawn by J. Layman),38,30
110,2,9:15.0,,Personal foul by B. Caboclo (drawn by S. Curry),38,30
111,2,9:15.0,I. Rabb enters the game for B. Caboclo,,38,30
112,2,9:06.0,,J. Layman makes 2-pt dunk from 1 ft (assist by E. Turner),38,32
113,2,8:57.0,Shooting foul by J. Layman (drawn by D. Wright),,38,32
114,2,8:57.0,D. Wright misses free throw 1 of 2,,38,32
115,2,8:57.0,Offensive rebound by Team,,38,32
116,2,8:57.0,T. Dorsey enters the game for J. Carter,,38,32
117,2,8:57.0,D. Wright makes free throw 2 of 2,,39,32
118,2,8:36.0,,R. Hood misses 2-pt hook shot from 10 ft,39,32
119,2,8:31.0,,Offensive rebound by J. Layman,39,32
120,2,8:31.0,,J. Layman misses 2-pt layup from 1 ft,39,32
121,2,8:30.0,Defensive rebound by D. Wright,,39,32
122,2,8:27.0,T. Dorsey makes 3-pt jump shot from 25 ft (assist by D. Wright),,42,32
123,2,8:12.0,,S. Curry misses 2-pt jump shot from 20 ft,42,32
124,2,8:11.0,,Offensive rebound by Team,42,32
125,2,8:00.0,,E. Turner misses 2-pt jump shot from 9 ft,42,32
126,2,7:58.0,Defensive rebound by T. Dorsey,,42,32
127,2,7:48.0,T. Dorsey misses 3-pt jump shot from 22 ft,,42,32
128,2,7:45.0,,Defensive rebound by E. Turner,42,32
129,2,7:39.0,,R. Hood makes 2-pt layup from 1 ft (assist by E. Turner),42,34
130,2,7:14.0,I. Rabb misses 2-pt jump shot from 16 ft,,42,34
131,2,7:11.0,,Defensive rebound by E. Turner,42,34
132,2,7:00.0,,E. Turner makes 2-pt jump shot from 12 ft,42,36
133,2,6:46.0,I. Rabb misses 2-pt layup from 3 ft,,42,36
134,2,6:45.0,Offensive rebound by I. Rabb,,42,36
135,2,6:45.0,Shooting foul by J. Layman (drawn by I. Rabb),,42,36
136,2,6:45.0,,Portland full timeout,42,36
137,2,6:45.0,J. Holiday enters the game for Y. Watanabe,,42,36
138,2,6:45.0,I. Rabb makes free throw 1 of 2,,43,36
139,2,6:45.0,I. Rabb makes free throw 2 of 2,,44,36
140,2,6:33.0,,J. Layman misses 3-pt jump shot from 25 ft,44,36
141,2,6:32.0,,Offensive rebound by Z. Collins,44,36
142,2,6:31.0,,Z. Collins misses 2-pt layup from 2 ft (block by D. Wright),44,36
143,2,6:31.0,,Offensive rebound by Z. Collins,44,36
144,2,6:30.0,,Z. Collins makes 2-pt dunk from 1 ft,44,38
145,2,6:07.0,T. Dorsey misses 2-pt layup from 2 ft (block by Z. Collins),,44,38
146,2,6:07.0,Offensive rebound by Team,,44,38
147,2,6:02.0,I. Rabb makes 2-pt jump shot from 4 ft,,46,38
148,2,5:38.0,,R. Hood makes 2-pt jump shot from 10 ft,46,40
149,2,5:29.0,D. Wright makes 2-pt layup from 1 ft,,48,40
150,2,5:20.0,,Turnover by E. Turner (bad pass; steal by I. Rabb),48,40
151,2,5:16.0,J. Holiday makes 2-pt layup from 2 ft (assist by J. Washburn),,50,40
152,2,5:15.0,,Portland full timeout,50,40
153,2,5:15.0,J. Carter enters the game for J. Washburn,,50,40
154,2,5:15.0,C. Parsons enters the game for D. Wright,,50,40
155,2,5:15.0,,M. Harkless enters the game for Z. Collins,50,40
156,2,5:15.0,,E. Freedom enters the game for R. Hood,50,40
157,2,5:15.0,,D. Lillard enters the game for J. Layman,50,40
158,2,4:54.0,,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),50,42
159,2,4:33.0,T. Dorsey misses 3-pt jump shot from 22 ft,,50,42
160,2,4:31.0,,Defensive rebound by M. Harkless,50,42
161,2,4:25.0,,D. Lillard makes 2-pt jump shot from 6 ft,50,44
162,2,4:25.0,,Shooting foul by J. Carter (drawn by D. Lillard),50,44
163,2,4:25.0,,D. Lillard makes free throw 1 of 1,50,45
164,2,4:01.0,T. Dorsey makes 2-pt layup from 3 ft (assist by J. Carter),,52,45
165,2,3:53.0,,E. Freedom misses 2-pt layup from 1 ft (block by C. Parsons),52,45
166,2,3:53.0,,Offensive rebound by Team,52,45
167,2,3:46.0,,E. Turner makes 2-pt jump shot from 17 ft,52,47
168,2,3:28.0,I. Rabb makes 2-pt hook shot from 5 ft (assist by T. Dorsey),,54,47
169,2,3:13.0,,D. Lillard misses 3-pt jump shot from 23 ft,54,47
170,2,3:11.0,Defensive rebound by I. Rabb,,54,47
171,2,3:07.0,T. Dorsey misses 3-pt jump shot from 25 ft,,54,47
172,2,3:03.0,,Defensive rebound by E. Turner,54,47
173,2,2:43.0,,D. Lillard misses 2-pt jump shot from 5 ft,54,47
174,2,2:42.0,,Offensive rebound by E. Freedom,54,47
175,2,2:41.0,,E. Freedom makes 2-pt layup from 2 ft,54,49
176,2,2:24.0,C. Parsons makes 2-pt hook shot from 4 ft,,56,49
177,2,2:14.0,,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),56,51
178,2,1:57.0,J. Holiday misses 2-pt jump shot from 17 ft,,56,51
179,2,1:56.0,,Defensive rebound by E. Turner,56,51
180,2,1:50.0,,D. Lillard makes 2-pt jump shot from 9 ft (assist by E. Turner),56,53
181,2,1:21.0,T. Dorsey misses 3-pt jump shot from 24 ft,,56,53
182,2,1:21.0,,Defensive rebound by D. Lillard,56,53
183,2,1:09.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by E. Turner),56,56
184,2,0:40.0,Shooting foul by E. Freedom (drawn by C. Parsons),,56,56
185,2,0:40.0,C. Parsons misses free throw 1 of 2,,56,56
186,2,0:40.0,Offensive rebound by Team,,56,56
187,2,0:40.0,D. Wright enters the game for J. Carter,,56,56
188,2,0:40.0,,R. Hood enters the game for M. Harkless,56,56
189,2,0:40.0,C. Parsons makes free throw 2 of 2,,57,56
190,2,0:35.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),57,58
191,2,0:35.0,,Shooting foul by I. Rabb (drawn by E. Freedom),57,58
192,2,0:35.0,,E. Freedom misses free throw 1 of 1,57,58
193,2,0:33.0,Defensive rebound by I. Rabb,,57,58
194,2,0:13.0,C. Parsons makes 2-pt jump shot from 4 ft,,59,58
195,2,0:01.0,,D. Lillard misses 2-pt layup from 1 ft,59,58
196,2,0:01.0,,Offensive rebound by E. Freedom,59,58
197,2,0:01.0,,E. Freedom makes 2-pt layup from 1 ft,59,60
198,2,0:00.0,Turnover by I. Rabb (bad pass; steal by D. Lillard),,59,60
199,2,0:00.0,,D. Lillard makes 2-pt jump shot from 19 ft,59,62
200,3,11:50.0,I. Rabb misses 2-pt jump shot from 13 ft,,59,62
201,3,11:47.0,,Defensive rebound by E. Freedom,59,62
202,3,11:34.0,,Turnover by R. Hood (bad pass; steal by D. Wright),59,62
203,3,11:24.0,Turnover by I. Rabb (lost ball; steal by M. Harkless),,59,62
204,3,11:15.0,,M. Harkless makes 2-pt layup from 1 ft (assist by D. Lillard),59,64
205,3,11:04.0,D. Wright misses 3-pt jump shot from 25 ft,,59,64
206,3,11:00.0,,Defensive rebound by A. Aminu,59,64
207,3,10:49.0,,E. Freedom misses 3-pt jump shot from 26 ft,59,64
208,3,10:46.0,Defensive rebound by J. Holiday,,59,64
209,3,10:29.0,T. Dorsey misses 2-pt jump shot from 7 ft,,59,64
210,3,10:27.0,,Defensive rebound by E. Freedom,59,64
211,3,10:19.0,,D. Lillard misses 2-pt jump shot from 21 ft,59,64
212,3,10:17.0,Defensive rebound by J. Holiday,,59,64
213,3,10:06.0,I. Rabb misses 2-pt hook shot from 3 ft (block by M. Harkless),,59,64
214,3,10:04.0,,Defensive rebound by E. Freedom,59,64
215,3,9:48.0,,Shooting foul by T. Dorsey (drawn by R. Hood),59,64
216,3,9:48.0,,R. Hood makes free throw 1 of 2,59,65
217,3,9:48.0,,R. Hood makes free throw 2 of 2,59,66
218,3,9:40.0,Turnover by D. Wright (bad pass; steal by E. Freedom),,59,66
219,3,9:33.0,,D. Lillard makes 2-pt layup from 1 ft,59,68
220,3,9:33.0,,Shooting foul by I. Rabb (drawn by D. Lillard),59,68
221,3,9:33.0,,D. Lillard makes free throw 1 of 1,59,69
222,3,9:30.0,Memphis full timeout,,59,69
223,3,9:20.0,J. Washburn makes 2-pt jump shot from 17 ft (assist by D. Wright),,61,69
224,3,8:55.0,,D. Lillard makes 3-pt jump shot from 25 ft,61,72
225,3,8:32.0,Turnover by J. Washburn (lost ball; steal by M. Harkless),,61,72
226,3,8:27.0,,D. Lillard misses 3-pt jump shot from 26 ft,61,72
