,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
0,1,11:43.0,,C. Hutchison misses 3-pt jump shot from 23 ft,0,0
1,1,11:40.0,Defensive rebound by T. Prince,,0,0
2,1,11:38.0,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),,2,0
3,1,11:38.0,,Violation by Team (def goaltending),2,0
4,1,11:19.0,,L. Markkanen misses 3-pt jump shot from 27 ft,2,0
5,1,11:19.0,Defensive rebound by D. Bembry,,2,0
6,1,11:11.0,D. Bembry misses 2-pt layup from 2 ft,,2,0
7,1,11:09.0,,Defensive rebound by R. Lopez,2,0
8,1,11:06.0,,Shooting foul by T. Prince (drawn by L. Markkanen),2,0
9,1,11:06.0,,L. Markkanen makes free throw 1 of 2,2,1
10,1,11:06.0,,L. Markkanen makes free throw 2 of 2,2,2
11,1,10:49.0,T. Prince makes 3-pt jump shot from 22 ft (assist by D. Bembry),,5,2
12,1,10:32.0,,L. Markkanen misses 3-pt jump shot from 26 ft,5,2
13,1,10:29.0,Defensive rebound by T. Young,,5,2
14,1,10:22.0,D. Dedmon misses 3-pt jump shot from 25 ft,,5,2
15,1,10:20.0,,Defensive rebound by Z. LaVine,5,2
16,1,10:14.0,,C. Hutchison makes 2-pt dunk from 1 ft (assist by Z. LaVine),5,4
17,1,9:52.0,J. Collins makes 3-pt jump shot from 23 ft (assist by D. Bembry),,8,4
18,1,9:31.0,,Turnover by R. Lopez (bad pass; steal by J. Collins),8,4
19,1,9:20.0,T. Young misses 2-pt layup from 5 ft (block by K. Dunn),,8,4
20,1,9:16.0,,Defensive rebound by L. Markkanen,8,4
21,1,9:16.0,,C. Hutchison makes 2-pt layup from 1 ft (assist by L. Markkanen),8,6
22,1,8:51.0,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Prince),,11,6
23,1,8:35.0,,Offensive foul by R. Lopez (drawn by T. Prince),11,6
24,1,8:35.0,,Turnover by R. Lopez (offensive foul),11,6
25,1,8:27.0,D. Dedmon makes 2-pt dunk at rim (assist by T. Young),,13,6
26,1,8:27.0,,Chicago full timeout,13,6
27,1,8:11.0,,Z. LaVine misses 2-pt jump shot from 21 ft,13,6
28,1,8:09.0,Defensive rebound by Team,,13,6
29,1,7:55.0,D. Bembry makes 2-pt layup from 1 ft,,15,6
30,1,7:41.0,,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),15,8
31,1,7:36.0,Personal foul by K. Dunn (drawn by T. Young),,15,8
32,1,7:36.0,D. Hamilton enters the game for D. Bembry,,15,8
33,1,7:28.0,D. Hamilton makes 3-pt jump shot from 22 ft (assist by J. Collins),,18,8
34,1,7:07.0,,L. Markkanen misses 2-pt hook shot from 6 ft,18,8
35,1,7:07.0,,Offensive rebound by R. Lopez,18,8
36,1,7:07.0,,Shooting foul by D. Dedmon (drawn by R. Lopez),18,8
37,1,7:07.0,,R. Lopez makes free throw 1 of 2,18,9
38,1,7:07.0,,R. Lopez misses free throw 2 of 2,18,9
39,1,7:05.0,Defensive rebound by D. Dedmon,,18,9
40,1,6:50.0,T. Young misses 2-pt jump shot from 20 ft,,18,9
