,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
139,2,10:02.0,,J. Dudley makes 2-pt layup from 1 ft (assist by D. Russell),24,32
140,2,10:02.0,Oklahoma City full timeout,,24,32
141,2,9:53.0,P. Patterson misses 3-pt jump shot from 25 ft,,24,32
142,2,9:52.0,,Defensive rebound by Team,24,32
143,2,9:52.0,T. Ferguson enters the game for H. Diallo,,24,32
144,2,9:44.0,,Personal foul by N. Noel (drawn by J. Harris),24,32
145,2,9:28.0,,Turnover by D. Russell (bad pass; steal by Á. Abrines),24,32
146,2,9:15.0,Personal foul by J. Dudley (drawn by D. Schröder),,24,32
147,2,9:15.0,R. Westbrook enters the game for Á. Abrines,,24,32
148,2,9:15.0,,S. Dinwiddie enters the game for D. Russell,24,32
149,2,9:08.0,D. Schröder misses 2-pt jump shot from 22 ft,,24,32
150,2,9:04.0,,Defensive rebound by J. Dudley,24,32
151,2,8:57.0,,D. Carroll misses 3-pt jump shot from 25 ft,24,32
152,2,8:54.0,Defensive rebound by N. Noel,,24,32
153,2,8:36.0,Turnover by N. Noel (bad pass; steal by E. Davis),,24,32
154,2,8:27.0,,S. Dinwiddie makes 2-pt jump shot from 7 ft,24,34
155,2,8:27.0,,Shooting foul by P. Patterson (drawn by S. Dinwiddie),24,34
156,2,8:27.0,Á. Abrines enters the game for P. Patterson,,24,34
157,2,8:27.0,J. Grant enters the game for D. Schröder,,24,34
158,2,8:27.0,,S. Dinwiddie misses free throw 1 of 1,24,34
159,2,8:27.0,Defensive rebound by N. Noel,,24,34
160,2,8:18.0,R. Westbrook misses 2-pt jump shot from 18 ft,,24,34
161,2,8:14.0,,Defensive rebound by J. Harris,24,34
162,2,8:06.0,,E. Davis makes 2-pt dunk from 1 ft (assist by J. Harris),24,36
163,2,7:53.0,R. Westbrook makes 2-pt layup from 2 ft,,26,36
164,2,7:35.0,,J. Dudley makes 2-pt layup from 1 ft (assist by J. Harris),26,38
165,2,7:35.0,Violation by Team (def goaltending),,26,38
166,2,7:22.0,N. Noel misses 2-pt hook shot from 3 ft,,26,38
167,2,7:19.0,,Defensive rebound by E. Davis,26,38
168,2,7:17.0,,D. Carroll makes 2-pt layup from 4 ft,26,40
169,2,7:17.0,,Shooting foul by T. Ferguson (drawn by D. Carroll),26,40
170,2,7:17.0,,J. Allen enters the game for E. Davis,26,40
171,2,7:17.0,,A. Crabbe enters the game for J. Harris,26,40
172,2,7:17.0,,D. Carroll makes free throw 1 of 1,26,41
173,2,7:09.0,R. Westbrook misses 2-pt jump shot from 10 ft,,26,41
174,2,7:06.0,,Defensive rebound by J. Dudley,26,41
175,2,7:02.0,,D. Carroll misses 3-pt jump shot from 26 ft,26,41
176,2,6:58.0,Defensive rebound by N. Noel,,26,41
177,2,6:50.0,N. Noel makes 2-pt hook shot from 4 ft (assist by R. Westbrook),,28,41
178,2,6:40.0,,S. Dinwiddie makes 2-pt jump shot from 6 ft,28,43
179,2,6:33.0,T. Ferguson misses 2-pt layup from 2 ft (block by J. Allen),,28,43
180,2,6:30.0,,Defensive rebound by J. Dudley,28,43
181,2,6:26.0,,Shooting foul by N. Noel (drawn by D. Carroll),28,43
182,2,6:26.0,,D. Carroll makes free throw 1 of 2,28,44
183,2,6:26.0,S. Adams enters the game for T. Ferguson,,28,44
184,2,6:26.0,P. George enters the game for N. Noel,,28,44
185,2,6:26.0,,D. Carroll makes free throw 2 of 2,28,45
186,2,6:22.0,,Violation by Team (kicked ball),28,45
187,2,6:15.0,R. Westbrook misses 2-pt layup from 2 ft,,28,45
188,2,6:10.0,Offensive rebound by S. Adams,,28,45
189,2,6:10.0,S. Adams makes 2-pt layup at rim,,30,45
190,2,6:03.0,,Turnover by A. Crabbe (traveling),30,45
191,2,6:00.0,Turnover by S. Adams (offensive foul),,30,45
192,2,6:00.0,Offensive foul by S. Adams (drawn by S. Dinwiddie),,30,45
193,2,6:00.0,,R. Hollis-Jefferson enters the game for J. Dudley,30,45
194,2,5:45.0,,J. Allen misses 2-pt hook shot from 5 ft (block by J. Grant),30,45
195,2,5:41.0,Defensive rebound by Á. Abrines,,30,45
196,2,5:39.0,R. Westbrook makes 3-pt jump shot from 26 ft (assist by Á. Abrines),,33,45
197,2,5:37.0,,Brooklyn full timeout,33,45
198,2,5:21.0,,A. Crabbe misses 3-pt jump shot from 26 ft,33,45
199,2,5:18.0,Defensive rebound by R. Westbrook,,33,45
200,2,5:11.0,J. Grant misses 3-pt jump shot from 24 ft,,33,45
201,2,5:07.0,,Defensive rebound by R. Hollis-Jefferson,33,45
202,2,5:00.0,,Shooting foul by J. Grant (drawn by D. Carroll),33,45
203,2,5:00.0,,D. Carroll makes free throw 1 of 2,33,46
204,2,5:00.0,D. Schröder enters the game for J. Grant,,33,46
205,2,5:00.0,,D. Carroll makes free throw 2 of 2,33,47
206,2,4:48.0,P. George misses 3-pt jump shot from 25 ft,,33,47
207,2,4:46.0,Offensive rebound by Team,,33,47
208,2,4:46.0,,J. Harris enters the game for D. Carroll,33,47
209,2,4:37.0,R. Westbrook misses 2-pt jump shot from 14 ft,,33,47
210,2,4:35.0,,Defensive rebound by Team,33,47
211,2,4:21.0,,J. Allen misses 2-pt layup from 3 ft,33,47
212,2,4:19.0,,Offensive rebound by J. Allen,33,47
213,2,4:18.0,,J. Allen makes 2-pt dunk from 2 ft,33,49
214,2,4:09.0,Turnover by Á. Abrines (bad pass; steal by J. Harris),,33,49
215,2,4:05.0,,J. Harris makes 2-pt layup from 2 ft,33,51
216,2,3:56.0,Personal foul by S. Dinwiddie (drawn by S. Adams),,33,51
217,2,3:49.0,R. Westbrook makes 2-pt layup from 1 ft,,35,51
218,2,3:41.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),35,54
219,2,3:30.0,S. Adams misses 2-pt jump shot from 13 ft,,35,54
220,2,3:30.0,,Defensive rebound by R. Hollis-Jefferson,35,54
221,2,3:23.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,35,54
222,2,3:22.0,,Offensive rebound by J. Allen,35,54
223,2,3:22.0,,J. Allen misses 2-pt layup from 1 ft,35,54
224,2,3:22.0,,Offensive rebound by J. Allen,35,54
225,2,3:21.0,,J. Allen misses 2-pt layup from 1 ft,35,54
226,2,3:19.0,Defensive rebound by P. George,,35,54
227,2,3:12.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,38,54
228,2,2:53.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by J. Allen),38,57
229,2,2:36.0,R. Westbrook misses 3-pt jump shot from 25 ft,,38,57
230,2,2:32.0,,Defensive rebound by J. Harris,38,57
231,2,2:15.0,,J. Harris misses 2-pt layup at rim,38,57
232,2,2:14.0,Defensive rebound by S. Adams,,38,57
233,2,2:00.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by P. George),,41,57
234,2,1:39.0,,A. Crabbe misses 3-pt jump shot from 23 ft,41,57
235,2,1:35.0,Defensive rebound by R. Westbrook,,41,57
236,2,1:32.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,43,57
237,2,1:04.0,,J. Harris misses 2-pt layup from 3 ft,43,57
238,2,1:01.0,Defensive rebound by R. Westbrook,,43,57
239,2,0:49.0,R. Westbrook misses 3-pt jump shot from 25 ft,,43,57
240,2,0:46.0,,Defensive rebound by A. Crabbe,43,57
241,2,0:39.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,43,60
242,2,0:39.0,,Shooting foul by D. Schröder (drawn by S. Dinwiddie),43,60
243,2,0:39.0,,S. Dinwiddie misses free throw 1 of 1,43,60
244,2,0:39.0,Defensive rebound by P. George,,43,60
245,2,0:32.0,Personal foul by J. Harris (drawn by Á. Abrines),,43,60
246,2,0:28.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,46,60
247,2,0:05.0,,Personal foul by S. Adams (drawn by S. Dinwiddie),46,60
248,2,0:05.0,Technical foul by R. Westbrook,,46,60
249,2,0:05.0,,A. Crabbe makes technical free throw,46,61
250,2,0:05.0,,S. Dinwiddie makes free throw 1 of 2,46,62
251,2,0:05.0,,S. Dinwiddie misses free throw 2 of 2,46,62
252,2,0:03.0,Defensive rebound by R. Westbrook,,46,62
253,2,0:00.0,Á. Abrines misses 3-pt jump shot from 25 ft,,46,62
254,2,0:00.0,Offensive rebound by Team,,46,62
255,3,11:44.0,,J. Allen makes 2-pt layup from 1 ft (assist by A. Crabbe),46,64
256,3,11:37.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,48,64
257,3,11:37.0,Shooting foul by J. Harris (drawn by S. Adams),,48,64
258,3,11:37.0,S. Adams misses free throw 1 of 1,,48,64
259,3,11:34.0,,Defensive rebound by J. Allen,48,64
260,3,11:22.0,,J. Harris misses 3-pt jump shot from 25 ft,48,64
261,3,11:22.0,Defensive rebound by R. Westbrook,,48,64
262,3,11:08.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,50,64
263,3,10:46.0,,A. Crabbe misses 2-pt jump shot from 7 ft,50,64
264,3,10:44.0,Defensive rebound by R. Westbrook,,50,64
265,3,10:33.0,P. George misses 3-pt jump shot from 25 ft,,50,64
266,3,10:29.0,,Defensive rebound by R. Hollis-Jefferson,50,64
267,3,10:16.0,,Turnover by D. Russell (bad pass; steal by R. Westbrook),50,64
268,3,10:05.0,P. George misses 2-pt jump shot from 15 ft,,50,64
269,3,10:03.0,,Defensive rebound by R. Hollis-Jefferson,50,64
270,3,9:57.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),50,67
271,3,9:44.0,Offensive foul by J. Grant (drawn by J. Harris),,50,67
272,3,9:44.0,Turnover by J. Grant (offensive foul),,50,67
273,3,9:35.0,,J. Allen misses 2-pt layup from 2 ft,50,67
274,3,9:35.0,Defensive rebound by J. Grant,,50,67
275,3,9:23.0,S. Adams misses 2-pt hook shot from 8 ft,,50,67
276,3,9:19.0,,Defensive rebound by R. Hollis-Jefferson,50,67
277,3,9:13.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),50,70
278,3,9:13.0,Oklahoma City full timeout,,50,70
279,3,9:04.0,Shooting foul by J. Harris (drawn by S. Adams),,50,70
280,3,9:04.0,S. Adams misses free throw 1 of 2,,50,70
281,3,9:04.0,Offensive rebound by Team,,50,70
282,3,9:04.0,S. Adams misses free throw 2 of 2,,50,70
283,3,9:01.0,,Defensive rebound by R. Hollis-Jefferson,50,70
284,3,8:53.0,,Shooting foul by R. Westbrook (drawn by J. Allen),50,70
285,3,8:53.0,,J. Allen makes free throw 1 of 2,50,71
286,3,8:53.0,,J. Allen makes free throw 2 of 2,50,72
287,3,8:43.0,Shooting foul by A. Crabbe (drawn by P. George),,50,72
288,3,8:43.0,P. George makes free throw 1 of 2,,51,72
289,3,8:43.0,P. George makes free throw 2 of 2,,52,72
290,3,8:25.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),52,75
291,3,8:16.0,S. Adams makes 2-pt layup from 3 ft (assist by R. Westbrook),,54,75
292,3,8:16.0,Shooting foul by R. Hollis-Jefferson (drawn by S. Adams),,54,75
293,3,8:16.0,S. Adams misses free throw 1 of 1,,54,75
294,3,8:16.0,,Defensive rebound by J. Allen,54,75
295,3,7:56.0,,D. Russell misses 3-pt jump shot from 25 ft,54,75
296,3,7:54.0,Defensive rebound by P. George,,54,75
297,3,7:50.0,P. George makes 2-pt jump shot from 10 ft,,56,75
298,3,7:50.0,Shooting foul by R. Hollis-Jefferson (drawn by P. George),,56,75
299,3,7:50.0,P. George makes free throw 1 of 1,,57,75
300,3,7:41.0,,Turnover by J. Allen (offensive foul),57,75
301,3,7:41.0,,Offensive foul by J. Allen (drawn by T. Ferguson),57,75
302,3,7:34.0,R. Westbrook makes 2-pt layup from 2 ft,,59,75
303,3,7:34.0,,Brooklyn full timeout,59,75
304,3,7:20.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),59,78
305,3,7:20.0,,Shooting foul by S. Adams (drawn by A. Crabbe),59,78
306,3,7:20.0,,A. Crabbe misses free throw 1 of 1,59,78
307,3,7:20.0,Defensive rebound by R. Westbrook,,59,78
308,3,7:10.0,R. Westbrook misses 3-pt jump shot from 25 ft,,59,78
309,3,7:08.0,,Defensive rebound by J. Allen,59,78
310,3,6:55.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),59,80
311,3,6:55.0,,Shooting foul by R. Westbrook (drawn by J. Allen),59,80
312,3,6:55.0,,J. Allen makes free throw 1 of 1,59,81
313,3,6:43.0,T. Ferguson misses 3-pt jump shot from 26 ft,,59,81
314,3,6:38.0,,Defensive rebound by A. Crabbe,59,81
315,3,6:38.0,,Turnover by A. Crabbe (bad pass),59,81
316,3,6:27.0,R. Westbrook makes 2-pt layup from 1 ft (assist by J. Grant),,61,81
317,3,6:10.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),61,84
318,3,6:02.0,P. George misses 3-pt jump shot from 25 ft,,61,84
319,3,6:02.0,,Defensive rebound by J. Harris,61,84
320,3,5:47.0,,Turnover by J. Allen (offensive foul),61,84
321,3,5:47.0,,Offensive foul by J. Allen (drawn by R. Westbrook),61,84
322,3,5:47.0,,E. Davis enters the game for J. Allen,61,84
323,3,5:47.0,,S. Dinwiddie enters the game for J. Harris,61,84
324,3,5:39.0,J. Grant misses 3-pt jump shot from 25 ft,,61,84
325,3,5:36.0,Offensive rebound by R. Westbrook,,61,84
326,3,5:34.0,R. Westbrook makes 2-pt layup from 1 ft,,63,84
327,3,5:14.0,,D. Russell makes 2-pt layup from 1 ft,63,86
328,3,5:08.0,T. Ferguson makes 2-pt dunk from 1 ft (assist by R. Westbrook),,65,86
329,3,4:46.0,,D. Russell misses 2-pt jump shot from 12 ft,65,86
330,3,4:44.0,Defensive rebound by P. George,,65,86
331,3,4:37.0,J. Grant misses 2-pt layup from 2 ft (block by S. Dinwiddie),,65,86
332,3,4:33.0,,Defensive rebound by E. Davis,65,86
333,3,4:21.0,,S. Dinwiddie makes 2-pt layup from 2 ft,65,88
334,3,4:13.0,P. George makes 2-pt jump shot from 14 ft,,67,88
335,3,3:55.0,,D. Russell misses 2-pt layup from 2 ft,67,88
336,3,3:54.0,Defensive rebound by J. Grant,,67,88
337,3,3:51.0,P. George makes 2-pt layup from 2 ft,,69,88
338,3,3:51.0,Shooting foul by S. Dinwiddie (drawn by P. George),,69,88
339,3,3:51.0,D. Burton enters the game for S. Adams,,69,88
340,3,3:51.0,N. Noel enters the game for T. Ferguson,,69,88
341,3,3:51.0,D. Schröder enters the game for J. Grant,,69,88
342,3,3:51.0,,D. Carroll enters the game for R. Hollis-Jefferson,69,88
343,3,3:51.0,,J. Dudley enters the game for D. Russell,69,88
344,3,3:51.0,P. George makes free throw 1 of 1,,70,88
345,3,3:31.0,,D. Carroll misses 2-pt jump shot from 10 ft,70,88
346,3,3:25.0,,Offensive rebound by Team,70,88
347,3,3:25.0,,S. Napier enters the game for S. Dinwiddie,70,88
348,3,3:13.0,,S. Napier misses 2-pt jump shot from 14 ft,70,88
349,3,3:11.0,,Offensive rebound by D. Carroll,70,88
350,3,3:11.0,,D. Carroll misses 2-pt layup from 1 ft (block by N. Noel),70,88
351,3,3:10.0,Defensive rebound by R. Westbrook,,70,88
352,3,3:00.0,R. Westbrook misses 3-pt jump shot from 24 ft,,70,88
353,3,2:59.0,Offensive rebound by R. Westbrook,,70,88
354,3,2:59.0,Shooting foul by E. Davis (drawn by R. Westbrook),,70,88
355,3,2:59.0,R. Westbrook misses free throw 1 of 2,,70,88
356,3,2:59.0,Offensive rebound by Team,,70,88
357,3,2:59.0,,S. Dinwiddie enters the game for A. Crabbe,70,88
358,3,2:59.0,,J. Harris enters the game for S. Napier,70,88
359,3,2:59.0,R. Westbrook makes free throw 2 of 2,,71,88
360,3,2:37.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by J. Dudley),71,91
361,3,2:36.0,Oklahoma City full timeout,,71,91
362,3,2:32.0,D. Burton misses 3-pt jump shot from 23 ft,,71,91
363,3,2:30.0,,Defensive rebound by Team,71,91
364,3,2:08.0,,Shooting foul by R. Westbrook (drawn by S. Dinwiddie),71,91
365,3,2:08.0,,S. Dinwiddie makes free throw 1 of 2,71,92
366,3,2:08.0,Á. Abrines enters the game for P. George,,71,92
367,3,2:08.0,,S. Dinwiddie makes free throw 2 of 2,71,93
368,3,1:58.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,74,93
369,3,1:38.0,,S. Dinwiddie misses 2-pt layup from 1 ft,74,93
370,3,1:37.0,Defensive rebound by R. Westbrook,,74,93
371,3,1:25.0,D. Schröder misses 2-pt jump shot from 18 ft,,74,93
372,3,1:23.0,Offensive rebound by N. Noel,,74,93
373,3,1:22.0,Personal foul by J. Harris (drawn by N. Noel),,74,93
374,3,1:22.0,N. Noel misses free throw 1 of 2,,74,93
375,3,1:22.0,Offensive rebound by Team,,74,93
376,3,1:22.0,,A. Crabbe enters the game for J. Harris,74,93
377,3,1:22.0,N. Noel makes free throw 2 of 2,,75,93
378,3,0:59.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,75,93
379,3,0:54.0,Defensive rebound by D. Burton,,75,93
380,3,0:53.0,R. Westbrook misses 3-pt jump shot from 25 ft,,75,93
381,3,0:50.0,Offensive rebound by N. Noel,,75,93
382,3,0:48.0,N. Noel misses 2-pt layup from 2 ft (block by S. Dinwiddie),,75,93
383,3,0:45.0,,Defensive rebound by A. Crabbe,75,93
