,QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
104,2,11:42.0,Defensive rebound by D. Jordan,,29,38
105,2,11:30.0,K. Knox misses 2-pt hook shot from 10 ft,,29,38
106,2,11:27.0,,Defensive rebound by J. Lin,29,38
107,2,11:25.0,,Turnover by J. Lin (bad pass; steal by K. Knox),29,38
108,2,11:21.0,K. Knox makes 2-pt layup at rim,,31,38
109,2,11:20.0,,N. Powell makes 2-pt layup from 1 ft (assist by J. Lin),31,40
110,2,11:20.0,,Shooting foul by L. Thomas (drawn by N. Powell),31,40
111,2,11:20.0,,N. Powell makes free throw 1 of 1,31,41
112,2,10:59.0,L. Thomas misses 2-pt jump shot from 5 ft,,31,41
113,2,10:59.0,,Defensive rebound by Team,31,41
114,2,10:53.0,,P. Siakam misses 2-pt hook shot from 6 ft,31,41
115,2,10:50.0,Defensive rebound by D. Jordan,,31,41
116,2,10:42.0,A. Trier makes 2-pt layup from 1 ft,,33,41
117,2,10:29.0,,O. Anunoby makes 2-pt layup from 2 ft,33,43
118,2,10:29.0,,Shooting foul by A. Trier (drawn by O. Anunoby),33,43
119,2,10:29.0,,O. Anunoby makes free throw 1 of 1,33,44
120,2,10:15.0,A. Trier misses 2-pt layup from 1 ft (block by O. Anunoby),,33,44
121,2,10:15.0,,Defensive rebound by K. Lowry,33,44
122,2,10:15.0,M. Hezonja enters the game for L. Thomas,,33,44
123,2,10:02.0,,O. Anunoby misses 3-pt jump shot from 25 ft,33,44
124,2,10:00.0,Defensive rebound by A. Trier,,33,44
125,2,9:55.0,Personal foul by N. Powell (drawn by D. Jordan),,33,44
126,2,9:45.0,K. Allen misses 2-pt layup from 3 ft (block by O. Anunoby),,33,44
127,2,9:43.0,,Defensive rebound by O. Anunoby,33,44
128,2,9:39.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),33,46
129,2,9:34.0,New York full timeout,,33,46
130,2,9:31.0,Personal foul by N. Powell (drawn by K. Allen),,33,46
131,2,9:20.0,D. Jordan misses 2-pt hook shot from 4 ft,,33,46
132,2,9:18.0,,Defensive rebound by P. Siakam,33,46
133,2,9:15.0,,Shooting foul by K. Knox (drawn by N. Powell),33,46
134,2,9:15.0,,N. Powell misses free throw 1 of 2,33,46
135,2,9:15.0,,Offensive rebound by Team,33,46
136,2,9:15.0,E. Mudiay enters the game for K. Allen,,33,46
137,2,9:15.0,,N. Powell makes free throw 2 of 2,33,47
138,2,8:59.0,Shooting foul by O. Anunoby (drawn by M. Hezonja),,33,47
139,2,8:59.0,M. Hezonja makes free throw 1 of 2,,34,47
140,2,8:59.0,M. Hezonja makes free throw 2 of 2,,35,47
141,2,8:44.0,,N. Powell misses 2-pt jump shot from 2 ft,35,47
142,2,8:42.0,Defensive rebound by D. Jordan,,35,47
143,2,8:36.0,M. Hezonja misses 3-pt jump shot from 25 ft,,35,47
144,2,8:34.0,,Defensive rebound by P. Siakam,35,47
145,2,8:27.0,,K. Lowry misses 2-pt layup from 2 ft,35,47
146,2,8:25.0,Defensive rebound by D. Jordan,,35,47
147,2,8:17.0,K. Knox makes 3-pt jump shot from 25 ft (assist by A. Trier),,38,47
148,2,8:04.0,,Shooting foul by M. Hezonja (drawn by J. Lin),38,47
149,2,8:04.0,,J. Lin makes free throw 1 of 2,38,48
150,2,8:04.0,,M. Gasol enters the game for O. Anunoby,38,48
151,2,8:04.0,,P. McCaw enters the game for N. Powell,38,48
152,2,8:04.0,,J. Lin makes free throw 2 of 2,38,49
153,2,7:48.0,M. Hezonja misses 2-pt hook shot from 2 ft,,38,49
154,2,7:46.0,,Defensive rebound by M. Gasol,38,49
155,2,7:40.0,,K. Lowry misses 3-pt jump shot from 29 ft,38,49
156,2,7:39.0,Defensive rebound by M. Hezonja,,38,49
157,2,7:24.0,Shooting foul by J. Lin (drawn by E. Mudiay),,38,49
158,2,7:24.0,E. Mudiay makes free throw 1 of 2,,39,49
159,2,7:24.0,D. Dotson enters the game for A. Trier,,39,49
160,2,7:24.0,,F. VanVleet enters the game for J. Lin,39,49
161,2,7:24.0,E. Mudiay makes free throw 2 of 2,,40,49
162,2,7:12.0,,Offensive rebound by Team,40,49
163,2,7:12.0,,K. Lowry misses 2-pt layup at rim (block by D. Jordan),40,49
164,2,7:08.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by K. Lowry),40,51
165,2,6:57.0,M. Hezonja makes 2-pt dunk from 1 ft (assist by E. Mudiay),,42,51
166,2,6:55.0,Technical foul by M. Hezonja,,42,51
167,2,6:55.0,,K. Lowry misses technical free throw,42,51
168,2,6:55.0,,Offensive rebound by Team,42,51
169,2,6:43.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Siakam),42,54
170,2,6:29.0,E. Mudiay misses 2-pt jump shot from 12 ft,,42,54
171,2,6:27.0,,Defensive rebound by M. Gasol,42,54
172,2,6:20.0,,K. Lowry misses 2-pt layup from 2 ft,42,54
173,2,6:20.0,Defensive rebound by Team,,42,54
174,2,6:20.0,,D. Green enters the game for P. Siakam,42,54
175,2,6:08.0,M. Hezonja misses 2-pt jump shot from 9 ft,,42,54
176,2,6:05.0,,Defensive rebound by M. Gasol,42,54
177,2,5:48.0,,Offensive foul by M. Gasol (drawn by M. Hezonja),42,54
178,2,5:48.0,,Turnover by M. Gasol (offensive foul),42,54
179,2,5:24.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by D. Jordan),,45,54
180,2,5:06.0,,M. Gasol makes 2-pt layup from 2 ft (assist by D. Green),45,56
181,2,4:53.0,K. Knox misses 3-pt jump shot from 26 ft,,45,56
182,2,4:53.0,,Defensive rebound by Team,45,56
183,2,4:45.0,,M. Gasol misses 3-pt jump shot from 26 ft,45,56
184,2,4:42.0,Defensive rebound by K. Knox,,45,56
185,2,4:29.0,E. Mudiay misses 2-pt layup from 4 ft,,45,56
186,2,4:26.0,,Defensive rebound by M. Gasol,45,56
187,2,4:23.0,,D. Green misses 3-pt jump shot from 26 ft,45,56
188,2,4:21.0,Defensive rebound by K. Knox,,45,56
189,2,4:13.0,Personal foul by M. Gasol (drawn by D. Jordan),,45,56
190,2,4:13.0,D. Jordan makes free throw 1 of 2,,46,56
191,2,4:13.0,A. Trier enters the game for K. Knox,,46,56
192,2,4:13.0,,P. Siakam enters the game for M. Gasol,46,56
193,2,4:13.0,D. Jordan makes free throw 2 of 2,,47,56
194,2,3:57.0,,F. VanVleet misses 2-pt jump shot from 22 ft,47,56
195,2,3:54.0,,Offensive rebound by D. Green,47,56
196,2,3:52.0,,K. Lowry makes 3-pt jump shot from 29 ft (assist by F. VanVleet),47,59
197,2,3:29.0,D. Dotson misses 3-pt jump shot from 26 ft,,47,59
198,2,3:29.0,Offensive rebound by Team,,47,59
199,2,3:29.0,,Loose ball foul by P. Siakam (drawn by D. Jordan),47,59
200,2,3:29.0,D. Jordan makes free throw 1 of 2,,48,59
201,2,3:29.0,,O. Anunoby enters the game for P. McCaw,48,59
202,2,3:29.0,D. Jordan makes free throw 2 of 2,,49,59
203,2,3:23.0,,Toronto full timeout,49,59
204,2,3:12.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),49,61
205,2,2:56.0,D. Dotson misses 3-pt jump shot from 25 ft,,49,61
206,2,2:54.0,,Defensive rebound by K. Lowry,49,61
207,2,2:51.0,,F. VanVleet misses 2-pt layup from 2 ft,49,61
208,2,2:51.0,,Offensive rebound by O. Anunoby,49,61
209,2,2:47.0,,O. Anunoby makes 2-pt dunk from 1 ft,49,63
210,2,2:21.0,M. Hezonja misses 3-pt jump shot from 26 ft,,49,63
211,2,2:19.0,,Defensive rebound by K. Lowry,49,63
212,2,2:08.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Lowry),49,66
213,2,1:58.0,Turnover by E. Mudiay (out of bounds lost ball),,49,66
214,2,1:45.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by P. Siakam),49,69
215,2,1:35.0,New York full timeout,,49,69
216,2,1:35.0,K. Knox enters the game for D. Dotson,,49,69
217,2,1:25.0,M. Hezonja misses 2-pt jump shot from 6 ft,,49,69
218,2,1:23.0,,Defensive rebound by D. Green,49,69
219,2,1:17.0,,Shooting foul by E. Mudiay (drawn by D. Green),49,69
220,2,1:17.0,,D. Green misses free throw 1 of 3,49,69
221,2,1:17.0,,Offensive rebound by Team,49,69
222,2,1:17.0,,D. Green misses free throw 2 of 3,49,69
223,2,1:17.0,,Offensive rebound by Team,49,69
224,2,1:17.0,K. Allen enters the game for E. Mudiay,,49,69
225,2,1:17.0,,D. Green makes free throw 3 of 3,49,70
226,2,1:00.0,K. Knox makes 3-pt jump shot from 24 ft (assist by D. Jordan),,52,70
227,2,0:53.0,,P. Siakam misses 3-pt jump shot from 26 ft,52,70
228,2,0:51.0,Defensive rebound by M. Hezonja,,52,70
229,2,0:46.0,A. Trier makes 2-pt layup from 1 ft (assist by M. Hezonja),,54,70
230,2,0:46.0,,Violation by Team (def goaltending),54,70
231,2,0:32.0,,Turnover by F. VanVleet (traveling),54,70
232,2,0:09.0,K. Knox misses 2-pt jump shot from 20 ft,,54,70
233,2,0:07.0,,Defensive rebound by P. Siakam,54,70
234,2,0:02.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by P. Siakam),54,73
235,2,0:00.0,K. Allen misses 3-pt jump shot from 42 ft,,54,73
236,2,0:00.0,Offensive rebound by Team,,54,73
237,3,11:48.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by M. Gasol),54,76
238,3,11:27.0,Turnover by D. Jordan (bad pass; steal by M. Gasol),,54,76
239,3,11:21.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by F. VanVleet),54,79
240,3,11:02.0,M. Hezonja misses 2-pt jump shot from 21 ft,,54,79
241,3,10:59.0,,Defensive rebound by M. Gasol,54,79
242,3,10:55.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),54,81
243,3,10:55.0,New York full timeout,,54,81
244,3,10:55.0,K. Allen enters the game for D. Dotson,,54,81
245,3,10:55.0,J. Jenkins enters the game for M. Hezonja,,54,81
246,3,10:55.0,M. Robinson enters the game for D. Jordan,,54,81
247,3,10:55.0,L. Thomas enters the game for K. Knox,,54,81
248,3,10:55.0,A. Trier enters the game for E. Mudiay,,54,81
249,3,10:34.0,Turnover by K. Allen (traveling),,54,81
250,3,10:12.0,,K. Lowry misses 3-pt jump shot from 27 ft,54,81
251,3,10:09.0,Defensive rebound by J. Jenkins,,54,81
252,3,10:02.0,Turnover by K. Allen (bad pass; steal by F. VanVleet),,54,81
253,3,9:58.0,,P. Siakam makes 2-pt dunk at rim (assist by F. VanVleet),54,83
254,3,9:44.0,Personal foul by F. VanVleet (drawn by A. Trier),,54,83
255,3,9:26.0,Turnover by Team (shot clock),,54,83
256,3,9:17.0,,D. Green misses 2-pt layup from 1 ft,54,83
257,3,9:16.0,,Offensive rebound by D. Green,54,83
258,3,9:08.0,,F. VanVleet misses 3-pt jump shot from 24 ft,54,83
259,3,9:05.0,Defensive rebound by M. Robinson,,54,83
260,3,9:00.0,Personal foul by P. Siakam (drawn by A. Trier),,54,83
261,3,8:49.0,K. Allen misses 3-pt jump shot from 29 ft,,54,83
262,3,8:46.0,,Defensive rebound by M. Gasol,54,83
263,3,8:39.0,,M. Gasol misses 3-pt jump shot from 26 ft,54,83
264,3,8:35.0,Defensive rebound by L. Thomas,,54,83
265,3,8:28.0,L. Thomas makes 3-pt jump shot from 26 ft (assist by A. Trier),,57,83
266,3,8:10.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by F. VanVleet),57,86
267,3,7:43.0,J. Jenkins misses 2-pt jump shot from 19 ft,,57,86
268,3,7:40.0,,Defensive rebound by K. Lowry,57,86
269,3,7:24.0,,M. Gasol misses 2-pt hook shot from 2 ft (block by M. Robinson),57,86
270,3,7:24.0,,Offensive rebound by Team,57,86
271,3,7:22.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Lowry),57,89
272,3,7:09.0,J. Jenkins misses 3-pt jump shot from 27 ft,,57,89
273,3,7:06.0,,Defensive rebound by P. Siakam,57,89
274,3,7:04.0,,P. Siakam makes 2-pt layup from 1 ft,57,91
275,3,7:04.0,,Shooting foul by A. Trier (drawn by P. Siakam),57,91
276,3,7:04.0,,P. Siakam misses free throw 1 of 1,57,91
277,3,7:02.0,Defensive rebound by L. Thomas,,57,91
278,3,6:50.0,A. Trier makes 2-pt layup from 2 ft (assist by L. Thomas),,59,91
279,3,6:29.0,,P. Siakam misses 3-pt jump shot from 23 ft,59,91
280,3,6:26.0,Defensive rebound by M. Robinson,,59,91
281,3,6:14.0,K. Allen misses 2-pt jump shot from 11 ft,,59,91
282,3,6:12.0,,Defensive rebound by M. Gasol,59,91
283,3,6:08.0,,P. Siakam makes 2-pt dunk at rim (assist by F. VanVleet),59,93
284,3,5:47.0,L. Thomas misses 3-pt jump shot from 23 ft (block by P. Siakam),,59,93
285,3,5:47.0,Offensive rebound by Team,,59,93
286,3,5:47.0,,J. Lin enters the game for D. Green,59,93
287,3,5:42.0,A. Trier misses 3-pt jump shot from 27 ft (block by F. VanVleet),,59,93
288,3,5:38.0,,Defensive rebound by F. VanVleet,59,93
289,3,5:35.0,,K. Lowry misses 3-pt jump shot from 27 ft,59,93
290,3,5:35.0,Defensive rebound by M. Robinson,,59,93
291,3,5:21.0,A. Trier misses 2-pt jump shot from 12 ft,,59,93
292,3,5:18.0,Offensive rebound by M. Robinson,,59,93
293,3,5:16.0,M. Robinson misses 2-pt layup from 1 ft,,59,93
294,3,5:15.0,,Defensive rebound by K. Lowry,59,93
295,3,5:15.0,,Personal foul by M. Robinson (drawn by K. Lowry),59,93
296,3,5:15.0,,Toronto full timeout,59,93
297,3,5:15.0,,N. Powell enters the game for K. Lowry,59,93
298,3,4:49.0,,M. Gasol misses 3-pt jump shot from 26 ft,59,93
299,3,4:49.0,,Offensive rebound by Team,59,93
300,3,4:49.0,,Turnover by Team (shot clock),59,93
301,3,4:25.0,A. Trier misses 2-pt layup from 2 ft,,59,93
302,3,4:23.0,,Defensive rebound by M. Gasol,59,93
303,3,4:21.0,,Turnover by M. Gasol (bad pass),59,93
304,3,4:01.0,J. Jenkins misses 3-pt jump shot from 26 ft,,59,93
305,3,3:56.0,,Defensive rebound by N. Powell,59,93
306,3,3:36.0,,F. VanVleet misses 3-pt jump shot from 28 ft,59,93
307,3,3:35.0,Defensive rebound by Team,,59,93
308,3,3:35.0,,O. Anunoby enters the game for M. Gasol,59,93
309,3,3:17.0,Shooting foul by P. Siakam (drawn by J. Jenkins),,59,93
310,3,3:17.0,J. Jenkins makes free throw 1 of 3,,60,93
311,3,3:17.0,J. Jenkins makes free throw 2 of 3,,61,93
312,3,3:17.0,J. Jenkins makes free throw 3 of 3,,62,93
313,3,3:01.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),62,95
314,3,3:01.0,,Shooting foul by M. Robinson (drawn by P. Siakam),62,95
315,3,3:01.0,M. Hezonja enters the game for J. Jenkins,,62,95
316,3,3:01.0,,P. McCaw enters the game for F. VanVleet,62,95
317,3,3:01.0,,P. Siakam misses free throw 1 of 1,62,95
318,3,2:59.0,Defensive rebound by M. Robinson,,62,95
319,3,2:50.0,A. Trier makes 2-pt hook shot from 2 ft (assist by K. Allen),,64,95
320,3,2:35.0,,O. Anunoby misses 3-pt jump shot from 26 ft (block by M. Robinson),64,95
321,3,2:33.0,Defensive rebound by M. Hezonja,,64,95
322,3,2:33.0,Turnover by M. Hezonja (bad pass),,64,95
323,3,2:17.0,,O. Anunoby misses 2-pt hook shot from 4 ft (block by M. Robinson),64,95
324,3,2:15.0,,Offensive rebound by P. Siakam,64,95
325,3,2:11.0,,J. Lin makes 2-pt layup from 2 ft (assist by P. Siakam),64,97
326,3,1:55.0,A. Trier makes 2-pt layup from 1 ft,,66,97
327,3,1:47.0,,P. Siakam misses 2-pt jump shot from 2 ft,66,97
328,3,1:43.0,Defensive rebound by K. Allen,,66,97
329,3,1:34.0,A. Trier misses 2-pt jump shot from 20 ft,,66,97
330,3,1:31.0,,Defensive rebound by P. Siakam,66,97
331,3,1:25.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by P. Siakam),66,99
332,3,1:10.0,Turnover by M. Robinson (offensive foul),,66,99
333,3,1:10.0,Offensive foul by M. Robinson (drawn by N. Powell),,66,99
334,3,1:10.0,L. Kornet enters the game for K. Allen,,66,99
335,3,1:10.0,E. Mudiay enters the game for M. Robinson,,66,99
336,3,1:10.0,,E. Moreland enters the game for P. Siakam,66,99
337,3,0:48.0,,E. Moreland misses 2-pt jump shot from 9 ft,66,99
338,3,0:46.0,Defensive rebound by L. Kornet,,66,99
339,3,0:29.0,L. Kornet misses 3-pt jump shot from 23 ft,,66,99
340,3,0:27.0,,Defensive rebound by E. Moreland,66,99
341,3,0:08.0,,J. Lin makes 2-pt layup from 1 ft,66,101
342,3,0:01.0,Shooting foul by E. Moreland (drawn by A. Trier),,66,101
343,3,0:01.0,A. Trier misses free throw 1 of 2,,66,101
344,3,0:01.0,Offensive rebound by Team,,66,101
345,3,0:01.0,A. Trier makes free throw 2 of 2,,67,101
346,3,0:01.0,,Turnover by N. Powell (bad pass),67,101
347,3,0:00.0,Personal foul by N. Powell (drawn by A. Trier),,67,101
348,3,0:00.0,A. Trier makes free throw 1 of 2,,68,101
349,3,0:00.0,A. Trier makes free throw 2 of 2,,69,101
350,3,0:00.0,,N. Powell misses 3-pt jump shot from 82 ft,69,101
351,3,0:00.0,,Offensive rebound by Team,69,101
352,4,11:44.0,L. Kornet misses 2-pt layup from 7 ft (block by N. Powell),,69,101
353,4,11:41.0,,Defensive rebound by P. McCaw,69,101
354,4,11:38.0,,O. Anunoby misses 3-pt jump shot from 26 ft,69,101
355,4,11:36.0,Defensive rebound by M. Hezonja,,69,101
356,4,11:27.0,Turnover by M. Hezonja (bad pass; steal by N. Powell),,69,101
357,4,11:26.0,Violation by Team (kicked ball),,69,101
358,4,11:15.0,,J. Lin misses 2-pt jump shot from 10 ft,69,101
359,4,11:12.0,Defensive rebound by M. Hezonja,,69,101
360,4,10:55.0,Shooting foul by O. Anunoby (drawn by H. Ellenson),,69,101
361,4,10:55.0,Offensive rebound by Team,,69,101
362,4,10:55.0,H. Ellenson misses free throw 1 of 2,,69,101
363,4,10:55.0,H. Ellenson makes free throw 2 of 2,,70,101
364,4,10:45.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by E. Moreland),70,104
365,4,10:33.0,H. Ellenson misses 3-pt jump shot from 24 ft,,70,104
366,4,10:32.0,,Defensive rebound by N. Powell,70,104
367,4,10:25.0,,N. Powell misses 2-pt jump shot from 19 ft,70,104
368,4,10:22.0,Defensive rebound by A. Trier,,70,104
369,4,10:12.0,E. Mudiay misses 2-pt jump shot from 6 ft,,70,104
370,4,10:11.0,Offensive rebound by Team,,70,104
371,4,10:11.0,K. Knox enters the game for M. Hezonja,,70,104
372,4,10:00.0,Shooting foul by E. Moreland (drawn by L. Kornet),,70,104
373,4,10:00.0,L. Kornet makes free throw 1 of 2,,71,104
374,4,10:00.0,L. Kornet misses free throw 2 of 2,,71,104
375,4,9:58.0,,Defensive rebound by O. Anunoby,71,104
376,4,9:45.0,,J. Lin misses 2-pt jump shot from 18 ft,71,104
377,4,9:42.0,Defensive rebound by L. Kornet,,71,104
378,4,9:33.0,H. Ellenson makes 2-pt layup from 2 ft (assist by E. Mudiay),,73,104
379,4,9:20.0,,N. Powell misses 3-pt jump shot from 24 ft,73,104
380,4,9:17.0,Defensive rebound by H. Ellenson,,73,104
381,4,9:02.0,K. Knox misses 3-pt jump shot from 23 ft,,73,104
382,4,8:59.0,,Defensive rebound by N. Powell,73,104
383,4,8:50.0,,Turnover by E. Moreland (bad pass; steal by H. Ellenson),73,104
384,4,8:43.0,L. Kornet misses 3-pt jump shot from 23 ft,,73,104
385,4,8:39.0,,Defensive rebound by J. Lin,73,104
386,4,8:30.0,,N. Powell makes 2-pt dunk at rim (assist by O. Anunoby),73,106
