,QUARTER,TIME_REMAINING,DALLAS_ACTION,DETROIT_ACTION,DALLAS_SCORE,DETROIT_SCORE
54,1,4:29.0,,Defensive rebound by R. Jackson,11,15
55,1,4:12.0,,B. Brown misses 2-pt layup from 5 ft,11,15
56,1,4:11.0,Defensive rebound by M. Kleber,,11,15
57,1,4:08.0,Personal foul by R. Jackson (drawn by J. Brunson),,11,15
58,1,4:08.0,D. Harris enters the game for J. Brunson,,11,15
59,1,4:08.0,,J. Calderón enters the game for B. Brown,11,15
60,1,4:08.0,,S. Johnson enters the game for R. Jackson,11,15
61,1,3:58.0,D. Powell makes 2-pt dunk from 1 ft (assist by H. Barnes),,13,15
62,1,3:33.0,,B. Griffin misses 2-pt hook shot from 7 ft,13,15
63,1,3:31.0,Defensive rebound by R. Broekhoff,,13,15
64,1,3:29.0,R. Broekhoff makes 2-pt layup from 2 ft,,15,15
65,1,3:29.0,,Violation by Team (def goaltending),15,15
66,1,3:15.0,,B. Griffin misses 2-pt layup from 3 ft (block by D. Powell),15,15
67,1,3:15.0,Defensive rebound by Team,,15,15
68,1,3:00.0,R. Broekhoff misses 2-pt jump shot from 8 ft,,15,15
69,1,2:57.0,,Defensive rebound by A. Drummond,15,15
70,1,2:47.0,,S. Johnson misses 2-pt jump shot from 20 ft,15,15
71,1,2:46.0,Defensive rebound by R. Broekhoff,,15,15
72,1,2:37.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by H. Barnes),,18,15
73,1,2:09.0,,S. Johnson misses 3-pt jump shot from 25 ft,18,15
74,1,2:06.0,Defensive rebound by M. Kleber,,18,15
75,1,1:59.0,Turnover by D. Harris (bad pass; steal by S. Johnson),,18,15
76,1,1:41.0,,B. Griffin misses 2-pt layup from 3 ft,18,15
77,1,1:37.0,Defensive rebound by D. Powell,,18,15
78,1,1:32.0,D. Harris misses 3-pt jump shot from 25 ft,,18,15
79,1,1:32.0,,Defensive rebound by L. Kennard,18,15
80,1,1:24.0,,Personal foul by M. Kleber (drawn by A. Drummond),18,15
81,1,1:24.0,,G. Robinson enters the game for B. Griffin,18,15
82,1,1:19.0,,Personal foul by R. Broekhoff (drawn by G. Robinson),18,15
83,1,1:19.0,,G. Robinson misses free throw 1 of 2,18,15
84,1,1:19.0,,Offensive rebound by Team,18,15
85,1,1:19.0,D. Nowitzki enters the game for M. Kleber,,18,15
86,1,1:19.0,,G. Robinson makes free throw 2 of 2,18,16
87,1,1:02.0,H. Barnes misses 2-pt layup from 2 ft,,18,16
88,1,1:00.0,Offensive rebound by H. Barnes,,18,16
89,1,1:00.0,Violation by Team (kicked ball),,18,16
90,1,0:45.0,,Offensive foul by S. Johnson (drawn by D. Harris),18,16
91,1,0:45.0,,Turnover by S. Johnson (offensive foul),18,16
92,1,0:30.0,H. Barnes misses 2-pt jump shot from 11 ft,,18,16
93,1,0:28.0,Offensive rebound by H. Barnes,,18,16
94,1,0:27.0,D. Harris makes 3-pt jump shot from 24 ft (assist by H. Barnes),,21,16
95,1,0:06.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by S. Johnson),21,19
96,1,0:03.0,Personal foul by J. Calderón (drawn by D. Harris),,21,19
97,1,0:00.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,21,19
98,1,0:00.0,Offensive rebound by Team,,21,19
99,2,11:40.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,21,19
100,2,11:34.0,,Defensive rebound by J. Calderón,21,19
101,2,11:25.0,,S. Johnson misses 3-pt jump shot from 24 ft,21,19
102,2,11:23.0,,Offensive rebound by S. Johnson,21,19
103,2,11:21.0,,S. Johnson misses 2-pt layup from 2 ft,21,19
104,2,11:17.0,Defensive rebound by D. Nowitzki,,21,19
105,2,11:10.0,D. Harris makes 2-pt jump shot from 6 ft,,23,19
106,2,11:10.0,Shooting foul by L. Galloway (drawn by D. Harris),,23,19
107,2,11:10.0,D. Harris makes free throw 1 of 1,,24,19
108,2,10:53.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by J. Calderón),24,22
109,2,10:31.0,D. Harris makes 2-pt jump shot from 10 ft,,26,22
110,2,10:18.0,,Personal foul by R. Broekhoff (drawn by L. Galloway),26,22
111,2,10:10.0,,Turnover by J. Calderón (bad pass; steal by D. Powell),26,22
112,2,10:04.0,D. Harris makes 2-pt layup from 2 ft,,28,22
113,2,9:59.0,,Detroit full timeout,28,22
114,2,9:59.0,,B. Griffin enters the game for S. Johnson,28,22
115,2,9:51.0,,L. Kennard misses 2-pt jump shot from 23 ft,28,22
116,2,9:45.0,Defensive rebound by R. Broekhoff,,28,22
117,2,9:31.0,D. Finney-Smith makes 2-pt hook shot from 9 ft (assist by D. Harris),,30,22
118,2,9:22.0,,Personal foul by D. Powell (drawn by B. Griffin),30,22
119,2,9:22.0,J. Brunson enters the game for D. Harris,,30,22
120,2,9:14.0,,Personal foul by D. Powell (drawn by B. Griffin),30,22
121,2,9:14.0,M. Kleber enters the game for D. Powell,,30,22
122,2,9:08.0,,L. Galloway misses 3-pt jump shot from 26 ft,30,22
123,2,9:03.0,Defensive rebound by D. Finney-Smith,,30,22
124,2,8:58.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,30,22
125,2,8:55.0,,Defensive rebound by Z. Pachulia,30,22
126,2,8:52.0,,L. Kennard misses 3-pt jump shot from 23 ft,30,22
127,2,8:48.0,Defensive rebound by M. Kleber,,30,22
128,2,8:29.0,R. Broekhoff makes 2-pt layup from 3 ft (assist by J. Brunson),,32,22
129,2,8:23.0,,Shooting foul by D. Nowitzki (drawn by B. Griffin),32,22
130,2,8:23.0,,B. Griffin makes free throw 1 of 2,32,23
131,2,8:23.0,,R. Bullock enters the game for L. Kennard,32,23
132,2,8:23.0,,B. Griffin makes free throw 2 of 2,32,24
133,2,8:11.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,32,24
134,2,8:07.0,,Defensive rebound by R. Bullock,32,24
135,2,7:57.0,,Shooting foul by R. Broekhoff (drawn by B. Griffin),32,24
136,2,7:57.0,,B. Griffin makes free throw 1 of 2,32,25
137,2,7:57.0,H. Barnes enters the game for R. Broekhoff,,32,25
138,2,7:57.0,,R. Jackson enters the game for J. Calderón,32,25
139,2,7:57.0,,B. Griffin makes free throw 2 of 2,32,26
140,2,7:43.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Brunson),,34,26
141,2,7:30.0,,R. Bullock misses 3-pt jump shot from 26 ft,34,26
142,2,7:26.0,Defensive rebound by M. Kleber,,34,26
143,2,7:07.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by M. Kleber),,37,26
144,2,6:43.0,,R. Jackson misses 3-pt jump shot from 23 ft,37,26
145,2,6:40.0,Defensive rebound by J. Brunson,,37,26
146,2,6:27.0,J. Brunson makes 2-pt layup from 4 ft,,39,26
147,2,6:17.0,,R. Jackson makes 3-pt jump shot from 27 ft (assist by B. Griffin),39,29
148,2,6:16.0,Dallas full timeout,,39,29
149,2,6:16.0,S. Mejri enters the game for D. Nowitzki,,39,29
150,2,6:16.0,,A. Drummond enters the game for Z. Pachulia,39,29
151,2,6:01.0,H. Barnes misses 3-pt jump shot from 25 ft,,39,29
152,2,5:56.0,Offensive rebound by D. Finney-Smith,,39,29
153,2,5:55.0,D. Finney-Smith makes 2-pt layup from 1 ft,,41,29
154,2,5:41.0,,L. Galloway misses 3-pt jump shot from 25 ft,41,29
155,2,5:38.0,Defensive rebound by H. Barnes,,41,29
156,2,5:30.0,Shooting foul by A. Drummond (drawn by H. Barnes),,41,29
157,2,5:30.0,H. Barnes makes free throw 1 of 2,,42,29
158,2,5:30.0,H. Barnes makes free throw 2 of 2,,43,29
159,2,5:04.0,,B. Griffin makes 2-pt layup from 7 ft,43,31
160,2,4:46.0,J. Brunson misses 2-pt jump shot from 17 ft,,43,31
161,2,4:44.0,,Defensive rebound by R. Jackson,43,31
162,2,4:35.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by R. Jackson),43,34
163,2,4:08.0,S. Mejri misses 2-pt layup from 1 ft,,43,34
164,2,4:06.0,Offensive rebound by S. Mejri,,43,34
165,2,4:06.0,S. Mejri makes 2-pt layup at rim,,45,34
166,2,3:49.0,,Shooting foul by J. Brunson (drawn by L. Galloway),45,34
167,2,3:49.0,,L. Galloway misses free throw 1 of 3,45,34
168,2,3:49.0,,Offensive rebound by Team,45,34
169,2,3:49.0,,L. Galloway makes free throw 2 of 3,45,35
170,2,3:49.0,,L. Galloway makes free throw 3 of 3,45,36
171,2,3:31.0,J. Brunson misses 2-pt layup from 4 ft (block by L. Galloway),,45,36
172,2,3:30.0,,Defensive rebound by L. Galloway,45,36
173,2,3:20.0,,Turnover by A. Drummond (out of bounds lost ball),45,36
174,2,3:20.0,D. Harris enters the game for D. Finney-Smith,,45,36
175,2,3:20.0,,B. Brown enters the game for L. Galloway,45,36
176,2,2:57.0,D. Harris misses 2-pt jump shot from 20 ft,,45,36
177,2,2:55.0,Offensive rebound by Team,,45,36
178,2,2:55.0,Turnover by Team (shot clock),,45,36
179,2,2:47.0,,R. Bullock misses 3-pt jump shot from 28 ft,45,36
180,2,2:41.0,Defensive rebound by S. Mejri,,45,36
181,2,2:34.0,D. Harris makes 2-pt layup from 2 ft,,47,36
182,2,2:22.0,,B. Griffin misses 2-pt hook shot from 4 ft,47,36
183,2,2:17.0,,Offensive rebound by A. Drummond,47,36
184,2,2:17.0,,A. Drummond makes 2-pt layup from 1 ft,47,38
185,2,2:12.0,Turnover by D. Harris (bad pass),,47,38
186,2,2:12.0,D. Powell enters the game for S. Mejri,,47,38
187,2,2:03.0,,R. Jackson makes 2-pt jump shot from 9 ft,47,40
188,2,1:44.0,H. Barnes misses 2-pt jump shot from 16 ft,,47,40
189,2,1:42.0,,Defensive rebound by A. Drummond,47,40
190,2,1:35.0,,Offensive foul by R. Bullock (drawn by J. Brunson),47,40
191,2,1:35.0,,Turnover by R. Bullock (offensive foul),47,40
192,2,1:21.0,H. Barnes makes 2-pt layup from 3 ft (assist by J. Brunson),,49,40
193,2,1:14.0,,R. Jackson makes 2-pt layup from 2 ft,49,42
194,2,1:14.0,,Shooting foul by D. Harris (drawn by R. Jackson),49,42
195,2,1:14.0,,Z. Pachulia enters the game for A. Drummond,49,42
196,2,1:14.0,,R. Jackson makes free throw 1 of 1,49,43
197,2,0:53.0,Turnover by H. Barnes (traveling),,49,43
198,2,0:46.0,,B. Griffin misses 3-pt jump shot from 26 ft,49,43
199,2,0:42.0,,Offensive rebound by R. Bullock,49,43
200,2,0:32.0,,Personal foul by M. Kleber (drawn by Z. Pachulia),49,43
201,2,0:32.0,,Z. Pachulia makes free throw 1 of 2,49,44
202,2,0:32.0,D. Finney-Smith enters the game for D. Harris,,49,44
203,2,0:32.0,,L. Galloway enters the game for R. Jackson,49,44
204,2,0:32.0,,Z. Pachulia makes free throw 2 of 2,49,45
205,2,0:19.0,D. Powell misses 2-pt layup from 5 ft,,49,45
206,2,0:16.0,Offensive rebound by M. Kleber,,49,45
207,2,0:13.0,J. Brunson misses 2-pt jump shot from 6 ft,,49,45
208,2,0:13.0,Offensive rebound by Team,,49,45
209,2,0:11.0,,Loose ball foul by B. Griffin (drawn by H. Barnes),49,45
210,2,0:11.0,,S. Johnson enters the game for R. Bullock,49,45
211,2,0:02.0,H. Barnes misses 2-pt layup from 3 ft,,49,45
212,2,0:00.0,,Defensive rebound by B. Griffin,49,45
213,2,0:00.0,,B. Griffin misses 3-pt jump shot from 45 ft,49,45
214,2,0:00.0,,Offensive rebound by Team,49,45
215,3,11:36.0,J. Brunson makes 2-pt jump shot from 18 ft,,51,45
216,3,11:21.0,,Shooting foul by M. Kleber (drawn by B. Griffin),51,45
217,3,11:21.0,,B. Griffin misses free throw 1 of 2,51,45
218,3,11:21.0,,Offensive rebound by Team,51,45
219,3,11:21.0,,B. Griffin misses free throw 2 of 2,51,45
220,3,11:18.0,,Offensive rebound by B. Griffin,51,45
221,3,11:18.0,,B. Griffin misses 2-pt layup from 2 ft,51,45
222,3,11:14.0,Defensive rebound by S. Mejri,,51,45
223,3,11:05.0,H. Barnes misses 2-pt layup from 8 ft,,51,45
224,3,11:03.0,,Defensive rebound by A. Drummond,51,45
225,3,11:00.0,,B. Brown misses 2-pt layup from 2 ft (block by S. Mejri),51,45
226,3,11:00.0,Defensive rebound by Team,,51,45
227,3,10:55.0,Personal foul by B. Brown (drawn by J. Brunson),,51,45
228,3,10:38.0,D. Finney-Smith misses 2-pt jump shot from 6 ft,,51,45
229,3,10:37.0,,Defensive rebound by R. Jackson,51,45
230,3,10:26.0,,B. Griffin misses 3-pt jump shot from 25 ft,51,45
231,3,10:22.0,Defensive rebound by H. Barnes,,51,45
232,3,10:10.0,S. Mejri misses 2-pt jump shot from 20 ft,,51,45
233,3,10:07.0,,Defensive rebound by B. Griffin,51,45
234,3,9:58.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),51,48
235,3,9:43.0,J. Brunson misses 2-pt jump shot from 15 ft,,51,48
236,3,9:40.0,,Defensive rebound by B. Brown,51,48
237,3,9:36.0,,Offensive foul by B. Brown (drawn by M. Kleber),51,48
238,3,9:36.0,,Turnover by B. Brown (offensive foul),51,48
239,3,9:16.0,Shooting foul by B. Brown (drawn by M. Kleber),,51,48
240,3,9:16.0,M. Kleber makes free throw 1 of 2,,52,48
241,3,9:16.0,M. Kleber misses free throw 2 of 2,,52,48
242,3,9:14.0,,Defensive rebound by A. Drummond,52,48
243,3,8:58.0,,B. Griffin makes 2-pt hook shot from 3 ft (assist by R. Jackson),52,50
244,3,8:36.0,H. Barnes makes 2-pt jump shot from 17 ft,,54,50
245,3,8:13.0,,R. Jackson misses 3-pt jump shot from 25 ft,54,50
246,3,8:10.0,Defensive rebound by S. Mejri,,54,50
247,3,8:04.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,54,50
248,3,8:01.0,,Defensive rebound by A. Drummond,54,50
249,3,7:53.0,,R. Jackson misses 2-pt jump shot from 20 ft,54,50
250,3,7:51.0,Defensive rebound by H. Barnes,,54,50
251,3,7:39.0,Turnover by H. Barnes (lost ball; steal by A. Drummond),,54,50
252,3,7:35.0,,Turnover by B. Griffin (bad pass),54,50
253,3,7:14.0,J. Brunson misses 2-pt layup from 3 ft (block by B. Brown),,54,50
254,3,7:12.0,,Defensive rebound by B. Griffin,54,50
255,3,7:10.0,,R. Bullock misses 3-pt jump shot from 25 ft,54,50
256,3,7:06.0,Defensive rebound by M. Kleber,,54,50
257,3,6:55.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,54,50
258,3,6:52.0,,Defensive rebound by A. Drummond,54,50
259,3,6:33.0,,A. Drummond makes 2-pt jump shot from 8 ft (assist by B. Griffin),54,52
260,3,6:33.0,Dallas full timeout,,54,52
261,3,6:33.0,R. Broekhoff enters the game for D. Finney-Smith,,54,52
262,3,6:33.0,D. Powell enters the game for S. Mejri,,54,52
263,3,6:33.0,,J. Calderón enters the game for R. Jackson,54,52
264,3,6:20.0,Personal foul by A. Drummond (drawn by D. Powell),,54,52
265,3,6:15.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by M. Kleber),,57,52
266,3,5:59.0,,Personal foul by M. Kleber (drawn by B. Griffin),57,52
267,3,5:59.0,D. Finney-Smith enters the game for J. Brunson,,57,52
268,3,5:59.0,D. Harris enters the game for M. Kleber,,57,52
269,3,5:49.0,,R. Bullock misses 3-pt jump shot from 25 ft,57,52
270,3,5:44.0,Defensive rebound by H. Barnes,,57,52
271,3,5:39.0,H. Barnes makes 2-pt jump shot from 10 ft,,59,52
272,3,5:39.0,Shooting foul by J. Calderón (drawn by H. Barnes),,59,52
273,3,5:39.0,H. Barnes makes free throw 1 of 1,,60,52
274,3,5:14.0,,B. Brown misses 2-pt jump shot from 15 ft,60,52
275,3,5:11.0,Defensive rebound by D. Harris,,60,52
276,3,4:59.0,H. Barnes misses 2-pt layup from 7 ft,,60,52
277,3,4:59.0,Offensive rebound by Team,,60,52
278,3,4:45.0,D. Finney-Smith misses 2-pt layup from 1 ft,,60,52
279,3,4:44.0,,Defensive rebound by B. Griffin,60,52
280,3,4:37.0,,Personal foul by D. Finney-Smith (drawn by B. Griffin),60,52
281,3,4:37.0,,L. Galloway enters the game for B. Brown,60,52
282,3,4:31.0,,Shooting foul by D. Finney-Smith (drawn by B. Griffin),60,52
283,3,4:31.0,,B. Griffin makes free throw 1 of 2,60,53
284,3,4:31.0,,B. Griffin makes free throw 2 of 2,60,54
285,3,4:08.0,D. Harris makes 2-pt layup from 4 ft,,62,54
286,3,3:50.0,,R. Bullock misses 3-pt jump shot from 23 ft,62,54
287,3,3:46.0,Defensive rebound by D. Powell,,62,54
288,3,3:42.0,Shooting foul by L. Galloway (drawn by D. Harris),,62,54
289,3,3:42.0,D. Harris misses free throw 1 of 2,,62,54
290,3,3:42.0,Offensive rebound by Team,,62,54
291,3,3:42.0,D. Harris makes free throw 2 of 2,,63,54
292,3,3:23.0,,B. Griffin misses 2-pt layup from 4 ft,63,54
293,3,3:20.0,,Offensive rebound by A. Drummond,63,54
294,3,3:20.0,,A. Drummond misses 2-pt layup at rim,63,54
295,3,3:20.0,Defensive rebound by D. Powell,,63,54
296,3,3:18.0,D. Powell makes 2-pt layup from 2 ft (assist by H. Barnes),,65,54
297,3,2:55.0,,J. Calderón makes 3-pt jump shot from 27 ft (assist by B. Griffin),65,57
298,3,2:36.0,D. Harris misses 3-pt jump shot from 26 ft,,65,57
299,3,2:35.0,,Defensive rebound by Team,65,57
300,3,2:35.0,,Detroit full timeout,65,57
301,3,2:35.0,,R. Jackson enters the game for J. Calderón,65,57
302,3,2:35.0,,S. Johnson enters the game for B. Griffin,65,57
303,3,2:12.0,,S. Johnson misses 2-pt jump shot from 9 ft,65,57
304,3,2:08.0,,A. Drummond makes 2-pt layup at rim,65,59
305,3,2:08.0,,Offensive rebound by A. Drummond,65,59
306,3,1:58.0,D. Powell misses 3-pt jump shot from 27 ft,,65,59
307,3,1:55.0,,Defensive rebound by S. Johnson,65,59
308,3,1:44.0,,Personal foul by D. Finney-Smith (drawn by R. Bullock),65,59
309,3,1:44.0,,R. Bullock misses free throw 1 of 2,65,59
310,3,1:44.0,,Offensive rebound by Team,65,59
311,3,1:44.0,D. Nowitzki enters the game for H. Barnes,,65,59
312,3,1:44.0,,R. Bullock makes free throw 2 of 2,65,60
313,3,1:28.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Harris),,67,60
314,3,1:11.0,,R. Bullock misses 3-pt jump shot from 23 ft,67,60
315,3,1:08.0,Defensive rebound by D. Harris,,67,60
316,3,1:05.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,67,60
317,3,0:57.0,Offensive rebound by D. Finney-Smith,,67,60
318,3,0:57.0,D. Finney-Smith misses 2-pt layup from 1 ft,,67,60
319,3,0:56.0,,Defensive rebound by A. Drummond,67,60
320,3,0:46.0,,S. Johnson misses 3-pt jump shot from 24 ft,67,60
321,3,0:44.0,Defensive rebound by D. Powell,,67,60
322,3,0:34.0,D. Powell makes 3-pt jump shot from 26 ft (assist by D. Harris),,70,60
323,3,0:15.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by R. Jackson),70,63
324,3,0:02.0,D. Powell misses 2-pt jump shot from 14 ft (block by S. Johnson),,70,63
325,3,0:00.0,,Defensive rebound by A. Drummond,70,63
326,4,11:49.0,Violation by Team (kicked ball),,70,63
327,4,11:42.0,,S. Johnson misses 2-pt layup at rim,70,63
328,4,11:40.0,Defensive rebound by D. Nowitzki,,70,63
329,4,11:28.0,Personal foul by Z. Pachulia (drawn by D. Powell),,70,63
330,4,11:18.0,D. Harris misses 3-pt jump shot from 28 ft,,70,63
331,4,11:14.0,,Defensive rebound by Z. Pachulia,70,63
332,4,11:04.0,,Z. Pachulia misses 2-pt jump shot from 16 ft,70,63
333,4,11:01.0,Defensive rebound by D. Harris,,70,63
334,4,10:46.0,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by R. Broekhoff),,72,63
335,4,10:28.0,,L. Kennard makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),72,65
336,4,10:09.0,D. Finney-Smith makes 2-pt jump shot from 19 ft (assist by D. Powell),,74,65
337,4,9:52.0,,L. Kennard misses 3-pt jump shot from 26 ft,74,65
338,4,9:50.0,Defensive rebound by D. Powell,,74,65
339,4,9:37.0,D. Powell misses 2-pt layup from 3 ft,,74,65
340,4,9:35.0,,Defensive rebound by L. Kennard,74,65
341,4,9:25.0,,R. Jackson makes 2-pt jump shot from 14 ft,74,67
342,4,9:25.0,,Shooting foul by D. Harris (drawn by R. Jackson),74,67
343,4,9:25.0,J. Brunson enters the game for D. Harris,,74,67
344,4,9:25.0,M. Kleber enters the game for D. Powell,,74,67
345,4,9:25.0,,B. Griffin enters the game for S. Johnson,74,67
346,4,9:25.0,,R. Jackson makes free throw 1 of 1,74,68
347,4,9:04.0,M. Kleber misses 3-pt jump shot from 26 ft,,74,68
348,4,9:00.0,,Defensive rebound by L. Kennard,74,68
349,4,8:58.0,,Personal foul by M. Kleber (drawn by B. Griffin),74,68
350,4,8:58.0,H. Barnes enters the game for M. Kleber,,74,68
351,4,8:51.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by R. Jackson),74,70
352,4,8:44.0,Personal foul by R. Jackson (drawn by J. Brunson),,74,70
353,4,8:42.0,Personal foul by R. Jackson (drawn by J. Brunson),,74,70
354,4,8:42.0,Offensive foul by J. Brunson (drawn by R. Jackson),,74,70
355,4,8:42.0,Turnover by J. Brunson (offensive foul),,74,70
356,4,8:27.0,,R. Jackson misses 3-pt jump shot from 23 ft,74,70
357,4,8:21.0,,Offensive rebound by B. Griffin,74,70
358,4,8:21.0,,B. Griffin misses 2-pt layup at rim,74,70
359,4,8:20.0,Defensive rebound by D. Finney-Smith,,74,70
360,4,8:08.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,74,70
361,4,8:05.0,,Defensive rebound by L. Galloway,74,70
362,4,7:53.0,,L. Galloway misses 3-pt jump shot from 26 ft,74,70
363,4,7:49.0,,Offensive rebound by L. Galloway,74,70
364,4,7:40.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by L. Kennard),74,73
365,4,7:38.0,Dallas full timeout,,74,73
366,4,7:38.0,D. Powell enters the game for D. Nowitzki,,74,73
367,4,7:38.0,,A. Drummond enters the game for Z. Pachulia,74,73
368,4,7:19.0,J. Brunson makes 2-pt layup from 2 ft,,76,73
369,4,7:04.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Jackson),76,75
370,4,6:52.0,J. Brunson misses 2-pt jump shot from 18 ft,,76,75
371,4,6:49.0,,Defensive rebound by B. Griffin,76,75
372,4,6:33.0,,Turnover by B. Griffin (3 sec),76,75
373,4,6:17.0,H. Barnes makes 2-pt jump shot from 5 ft (assist by J. Brunson),,78,75
374,4,6:04.0,,R. Jackson misses 2-pt layup from 7 ft,78,75
375,4,6:04.0,,Offensive rebound by R. Jackson,78,75
376,4,6:01.0,,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),78,77
377,4,5:46.0,Turnover by H. Barnes (lost ball; steal by R. Jackson),,78,77
378,4,5:40.0,,R. Jackson misses 2-pt layup from 2 ft,78,77
379,4,5:38.0,,Offensive rebound by R. Jackson,78,77
380,4,5:28.0,,B. Griffin misses 2-pt layup from 5 ft (block by D. Finney-Smith),78,77
381,4,5:28.0,,Offensive rebound by Team,78,77
382,4,5:28.0,D. Harris enters the game for D. Finney-Smith,,78,77
383,4,5:28.0,S. Mejri enters the game for D. Powell,,78,77
