,QUARTER,TIME_REMAINING,DALLAS_ACTION,DETROIT_ACTION,DALLAS_SCORE,DETROIT_SCORE
384,4,5:25.0,,B. Griffin makes 2-pt hook shot from 5 ft (assist by R. Jackson),78,79
385,4,5:09.0,D. Harris misses 2-pt jump shot from 10 ft,,78,79
386,4,5:02.0,Offensive rebound by S. Mejri,,78,79
387,4,5:02.0,S. Mejri makes 2-pt dunk from 1 ft,,80,79
388,4,4:55.0,,Offensive foul by L. Kennard (drawn by D. Harris),80,79
389,4,4:55.0,,Turnover by L. Kennard (offensive foul),80,79
390,4,4:37.0,H. Barnes misses 2-pt jump shot from 13 ft,,80,79
391,4,4:34.0,,Defensive rebound by A. Drummond,80,79
392,4,4:28.0,,Offensive foul by R. Jackson (drawn by J. Brunson),80,79
393,4,4:28.0,,Turnover by R. Jackson (offensive foul),80,79
394,4,4:05.0,H. Barnes makes 3-pt jump shot from 31 ft,,83,79
395,4,3:39.0,,B. Griffin misses 3-pt jump shot from 25 ft,83,79
396,4,3:38.0,,Offensive rebound by Team,83,79
397,4,3:38.0,,Detroit full timeout,83,79
398,4,3:38.0,,R. Bullock enters the game for L. Galloway,83,79
399,4,3:33.0,,B. Griffin misses 2-pt hook shot from 7 ft,83,79
400,4,3:32.0,Defensive rebound by S. Mejri,,83,79
401,4,3:18.0,H. Barnes misses 3-pt jump shot from 27 ft,,83,79
402,4,3:12.0,,Defensive rebound by R. Jackson,83,79
403,4,3:07.0,,A. Drummond makes 2-pt layup from 4 ft (assist by R. Jackson),83,81
404,4,2:47.0,H. Barnes misses 2-pt jump shot from 18 ft,,83,81
405,4,2:44.0,,Defensive rebound by R. Jackson,83,81
406,4,2:32.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by R. Bullock),83,83
407,4,2:32.0,Dallas full timeout,,83,83
408,4,2:32.0,M. Kleber enters the game for R. Broekhoff,,83,83
409,4,2:32.0,D. Powell enters the game for S. Mejri,,83,83
410,4,2:22.0,Shooting foul by B. Griffin (drawn by D. Powell),,83,83
411,4,2:22.0,D. Powell makes free throw 1 of 2,,84,83
412,4,2:22.0,D. Powell misses free throw 2 of 2,,84,83
413,4,2:18.0,,Defensive rebound by B. Griffin,84,83
414,4,2:00.0,,B. Griffin misses 2-pt layup at rim,84,83
415,4,1:59.0,,Offensive rebound by B. Griffin,84,83
416,4,1:59.0,,B. Griffin misses 2-pt layup from 2 ft,84,83
417,4,1:59.0,,Offensive rebound by B. Griffin,84,83
418,4,1:58.0,,B. Griffin misses 2-pt layup at rim,84,83
419,4,1:58.0,,Offensive rebound by A. Drummond,84,83
420,4,1:56.0,,A. Drummond makes 2-pt layup from 1 ft,84,85
421,4,1:46.0,J. Brunson misses 2-pt jump shot from 8 ft,,84,85
422,4,1:45.0,,Defensive rebound by Team,84,85
423,4,1:45.0,D. Finney-Smith enters the game for D. Harris,,84,85
424,4,1:34.0,,R. Jackson makes 2-pt layup from 2 ft,84,87
425,4,1:34.0,Dallas full timeout,,84,87
426,4,1:34.0,,B. Brown enters the game for L. Kennard,84,87
427,4,1:29.0,H. Barnes misses 3-pt jump shot from 26 ft,,84,87
428,4,1:26.0,,Defensive rebound by A. Drummond,84,87
429,4,1:11.0,Violation by Team (kicked ball),,84,87
430,4,1:11.0,D. Harris enters the game for D. Finney-Smith,,84,87
431,4,1:06.0,,B. Griffin misses 2-pt layup from 4 ft (block by D. Powell),84,87
432,4,1:06.0,Defensive rebound by Team,,84,87
433,4,0:56.0,Personal foul by A. Drummond (drawn by H. Barnes),,84,87
434,4,0:56.0,H. Barnes makes free throw 1 of 2,,85,87
435,4,0:56.0,H. Barnes makes free throw 2 of 2,,86,87
436,4,0:34.0,,B. Griffin makes 2-pt hook shot from 9 ft,86,89
437,4,0:25.0,H. Barnes makes 2-pt layup from 2 ft,,88,89
438,4,0:25.0,,Detroit full timeout,88,89
439,4,0:25.0,,L. Galloway enters the game for B. Brown,88,89
440,4,0:25.0,,L. Kennard enters the game for A. Drummond,88,89
441,4,0:22.0,,Personal take foul by D. Powell (drawn by R. Jackson),88,89
442,4,0:21.0,,Personal take foul by D. Powell (drawn by R. Jackson),88,89
443,4,0:21.0,,R. Jackson makes free throw 1 of 2,88,90
444,4,0:21.0,R. Broekhoff enters the game for M. Kleber,,88,90
445,4,0:21.0,,B. Brown enters the game for L. Galloway,88,90
446,4,0:21.0,,A. Drummond enters the game for L. Kennard,88,90
447,4,0:21.0,,R. Jackson makes free throw 2 of 2,88,91
448,4,0:11.0,H. Barnes misses 3-pt jump shot from 27 ft,,88,91
449,4,0:06.0,Offensive rebound by D. Harris,,88,91
450,4,0:05.0,Personal take foul by B. Griffin (drawn by J. Brunson),,88,91
451,4,0:05.0,J. Brunson makes free throw 1 of 2,,89,91
452,4,0:05.0,M. Kleber enters the game for R. Broekhoff,,89,91
453,4,0:05.0,,Z. Pachulia enters the game for R. Jackson,89,91
454,4,0:05.0,J. Brunson misses free throw 2 of 2,,89,91
455,4,0:03.0,,Defensive rebound by A. Drummond,89,91
456,4,0:03.0,,Personal take foul by J. Brunson (drawn by A. Drummond),89,91
457,4,0:03.0,,A. Drummond makes free throw 1 of 2,89,92
458,4,0:03.0,,A. Drummond makes free throw 2 of 2,89,93
459,4,0:03.0,,R. Jackson enters the game for Z. Pachulia,89,93
460,4,0:01.0,Turnover by D. Harris (bad pass; steal by B. Griffin),,89,93
