,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
0,1,11:48.0,,D. Fox misses 3-pt jump shot from 25 ft,0,0
1,1,11:44.0,Defensive rebound by P. George,,0,0
2,1,11:40.0,Turnover by R. Westbrook (bad pass; steal by N. Bjelica),,0,0
3,1,11:32.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by D. Fox),0,3
4,1,11:07.0,J. Grant misses 2-pt layup from 1 ft,,0,3
5,1,11:04.0,,Defensive rebound by W. Cauley-Stein,0,3
6,1,10:59.0,,I. Shumpert makes 2-pt jump shot from 16 ft,0,5
7,1,10:46.0,Offensive foul by J. Grant (drawn by I. Shumpert),,0,5
8,1,10:46.0,Turnover by J. Grant (offensive foul),,0,5
9,1,10:32.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by B. Hield),0,8
10,1,10:17.0,P. George misses 2-pt jump shot from 19 ft,,0,8
11,1,10:12.0,,Defensive rebound by W. Cauley-Stein,0,8
12,1,10:05.0,,Personal foul by H. Diallo (drawn by N. Bjelica),0,8
13,1,9:58.0,,D. Fox misses 2-pt jump shot from 4 ft,0,8
14,1,9:53.0,,Offensive rebound by W. Cauley-Stein,0,8
15,1,9:53.0,,W. Cauley-Stein makes 2-pt layup at rim,0,10
16,1,9:48.0,R. Westbrook makes 2-pt layup from 4 ft,,2,10
17,1,9:48.0,Shooting foul by N. Bjelica (drawn by R. Westbrook),,2,10
18,1,9:48.0,R. Westbrook misses free throw 1 of 1,,2,10
19,1,9:48.0,,Defensive rebound by N. Bjelica,2,10
20,1,9:38.0,,B. Hield makes 2-pt jump shot from 14 ft (assist by D. Fox),2,12
21,1,9:30.0,R. Westbrook misses 2-pt layup from 2 ft,,2,12
22,1,9:28.0,,Defensive rebound by B. Hield,2,12
23,1,9:24.0,,B. Hield makes 2-pt layup from 2 ft,2,14
24,1,9:10.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,5,14
25,1,8:54.0,,I. Shumpert makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),5,16
26,1,8:54.0,Oklahoma City full timeout,,5,16
27,1,8:54.0,D. Schröder enters the game for H. Diallo,,5,16
28,1,8:38.0,S. Adams misses 2-pt hook shot from 8 ft,,5,16
29,1,8:35.0,,Defensive rebound by N. Bjelica,5,16
30,1,8:31.0,,D. Fox misses 2-pt jump shot from 14 ft,5,16
31,1,8:30.0,Defensive rebound by Team,,5,16
32,1,8:09.0,D. Schröder misses 3-pt jump shot from 25 ft,,5,16
33,1,8:03.0,,Defensive rebound by D. Fox,5,16
34,1,8:01.0,,I. Shumpert misses 3-pt jump shot from 25 ft,5,16
35,1,7:58.0,Defensive rebound by R. Westbrook,,5,16
36,1,7:55.0,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),,7,16
37,1,7:34.0,,Turnover by D. Fox (bad pass),7,16
38,1,7:31.0,Turnover by R. Westbrook (bad pass),,7,16
39,1,7:23.0,,Offensive foul by N. Bjelica (drawn by J. Grant),7,16
40,1,7:23.0,,Turnover by N. Bjelica (offensive foul),7,16
41,1,7:15.0,Shooting foul by B. Hield (drawn by S. Adams),,7,16
42,1,7:15.0,S. Adams misses free throw 1 of 2,,7,16
43,1,7:15.0,Offensive rebound by Team,,7,16
44,1,7:15.0,,B. Bogdanović enters the game for N. Bjelica,7,16
45,1,7:15.0,S. Adams makes free throw 2 of 2,,8,16
46,1,7:07.0,,I. Shumpert makes 2-pt jump shot from 20 ft,8,18
47,1,6:59.0,P. George misses 3-pt jump shot from 27 ft,,8,18
48,1,6:54.0,,Defensive rebound by W. Cauley-Stein,8,18
49,1,6:51.0,,I. Shumpert makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),8,21
50,1,6:51.0,,Shooting foul by J. Grant (drawn by I. Shumpert),8,21
51,1,6:51.0,,I. Shumpert makes free throw 1 of 1,8,22
52,1,6:42.0,R. Westbrook misses 2-pt layup from 4 ft,,8,22
53,1,6:42.0,,Defensive rebound by B. Bogdanović,8,22
54,1,6:42.0,,Personal foul by R. Westbrook (drawn by B. Bogdanović),8,22
55,1,6:42.0,T. Luwawu-Cabarrot enters the game for J. Grant,,8,22
56,1,6:27.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Fox),8,25
57,1,6:12.0,Offensive foul by R. Westbrook (drawn by I. Shumpert),,8,25
58,1,6:12.0,Turnover by R. Westbrook (offensive foul),,8,25
59,1,5:55.0,,W. Cauley-Stein makes 2-pt hook shot from 7 ft (assist by D. Fox),8,27
60,1,5:41.0,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),,10,27
61,1,5:34.0,,D. Fox misses 2-pt layup from 3 ft (block by S. Adams),10,27
62,1,5:34.0,Defensive rebound by D. Schröder,,10,27
63,1,5:28.0,R. Westbrook makes 2-pt layup from 2 ft (assist by D. Schröder),,12,27
64,1,5:23.0,,B. Hield misses 3-pt jump shot from 25 ft,12,27
65,1,5:23.0,Defensive rebound by S. Adams,,12,27
66,1,5:16.0,Offensive foul by D. Schröder (drawn by B. Hield),,12,27
67,1,5:16.0,Turnover by D. Schröder (offensive foul),,12,27
68,1,5:16.0,,Sacramento full timeout,12,27
69,1,5:16.0,,M. Bagley enters the game for I. Shumpert,12,27
70,1,5:00.0,,Turnover by B. Bogdanović (bad pass; steal by R. Westbrook),12,27
71,1,4:55.0,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft,,12,27
72,1,4:54.0,Offensive rebound by P. George,,12,27
73,1,4:53.0,P. George misses 2-pt layup from 1 ft,,12,27
74,1,4:51.0,,Defensive rebound by D. Fox,12,27
75,1,4:48.0,,B. Hield misses 3-pt jump shot from 25 ft,12,27
76,1,4:48.0,Defensive rebound by T. Luwawu-Cabarrot,,12,27
