,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,SAN ANTONIO_ACTION,LA LAKERS_SCORE,SAN ANTONIO_SCORE
54,1,5:03.0,,Personal foul by L. Stephenson (drawn by L. Aldridge),17,14
55,1,4:51.0,,P. Mills makes 2-pt jump shot from 5 ft (assist by D. DeRozan),17,16
56,1,4:32.0,Shooting foul by L. Aldridge (drawn by L. James),,17,16
57,1,4:32.0,L. James makes free throw 1 of 2,,18,16
58,1,4:32.0,,B. Forbes enters the game for D. DeRozan,18,16
59,1,4:32.0,L. James makes free throw 2 of 2,,19,16
60,1,4:13.0,,Shooting foul by L. James (drawn by R. Gay),19,16
61,1,4:13.0,,R. Gay misses free throw 1 of 2,19,16
62,1,4:13.0,,Offensive rebound by Team,19,16
63,1,4:13.0,K. Caldwell-Pope enters the game for L. James,,19,16
64,1,4:13.0,J. Hart enters the game for K. Kuzma,,19,16
65,1,4:13.0,,R. Gay makes free throw 2 of 2,19,17
66,1,4:01.0,L. Stephenson makes 2-pt jump shot from 17 ft,,21,17
67,1,3:47.0,,L. Aldridge makes 2-pt layup at rim (assist by B. Forbes),21,19
68,1,3:36.0,Turnover by L. Stephenson (lost ball; steal by B. Forbes),,21,19
69,1,3:22.0,,Turnover by L. Aldridge (lost ball; steal by J. Williams),21,19
70,1,3:10.0,J. Hart misses 3-pt jump shot from 22 ft,,21,19
71,1,3:08.0,,Defensive rebound by P. Mills,21,19
72,1,3:08.0,,Personal foul by R. Rondo (drawn by P. Mills),21,19
73,1,3:08.0,,P. Mills makes free throw 1 of 2,21,20
74,1,3:08.0,,P. Gasol enters the game for L. Aldridge,21,20
75,1,3:08.0,,P. Mills makes free throw 2 of 2,21,21
76,1,2:56.0,L. Stephenson makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,24,21
77,1,2:55.0,,San Antonio full timeout,24,21
78,1,2:55.0,J. McGee enters the game for J. Williams,,24,21
79,1,2:41.0,,R. Gay misses 2-pt layup from 1 ft (block by J. McGee),24,21
80,1,2:38.0,Defensive rebound by L. Stephenson,,24,21
81,1,2:31.0,R. Rondo makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,27,21
82,1,2:18.0,,P. Mills misses 2-pt jump shot from 21 ft,27,21
83,1,2:18.0,Defensive rebound by J. McGee,,27,21
84,1,2:09.0,K. Caldwell-Pope makes 2-pt jump shot from 12 ft,,29,21
85,1,1:57.0,,P. Gasol misses 3-pt jump shot from 25 ft,29,21
86,1,1:57.0,Defensive rebound by K. Caldwell-Pope,,29,21
87,1,1:47.0,L. Stephenson makes 2-pt layup from 1 ft,,31,21
88,1,1:33.0,,B. Forbes makes 2-pt jump shot from 6 ft,31,23
89,1,1:24.0,Offensive foul by J. McGee (drawn by P. Mills),,31,23
90,1,1:24.0,Turnover by J. McGee (offensive foul),,31,23
91,1,1:24.0,,D. Cunningham enters the game for M. Belinelli,31,23
92,1,1:01.0,,R. Gay misses 2-pt jump shot from 9 ft,31,23
93,1,1:00.0,,Offensive rebound by P. Gasol,31,23
94,1,1:00.0,,P. Gasol makes 2-pt layup from 1 ft,31,25
95,1,1:00.0,Violation by Team (def goaltending),,31,25
96,1,1:00.0,Technical foul by L. Stephenson,,31,25
97,1,1:00.0,,Technical foul by R. Gay,31,25
98,1,0:42.0,L. Stephenson misses 3-pt jump shot from 25 ft,,31,25
99,1,0:40.0,,Defensive rebound by D. Cunningham,31,25
100,1,0:40.0,,Personal foul by J. McGee (drawn by D. Cunningham),31,25
101,1,0:40.0,,D. Cunningham makes free throw 1 of 2,31,26
102,1,0:40.0,J. Williams enters the game for J. McGee,,31,26
103,1,0:40.0,,M. Belinelli enters the game for P. Mills,31,26
104,1,0:40.0,,D. Cunningham makes free throw 2 of 2,31,27
105,1,0:32.0,R. Rondo makes 2-pt jump shot from 6 ft,,33,27
106,1,0:18.0,,P. Gasol makes 2-pt jump shot from 9 ft,33,29
107,1,0:00.0,L. Stephenson makes 3-pt jump shot from 25 ft (assist by R. Rondo),,36,29
108,2,11:52.0,,B. Forbes misses 3-pt jump shot from 26 ft,36,29
109,2,11:48.0,Defensive rebound by L. Stephenson,,36,29
110,2,11:38.0,Personal foul by B. Forbes (drawn by R. Rondo),,36,29
111,2,11:38.0,,D. Cunningham enters the game for R. Gay,36,29
112,2,11:25.0,Turnover by L. James (lost ball; steal by D. DeRozan),,36,29
113,2,11:21.0,,Turnover by M. Belinelli (out of bounds lost ball),36,29
114,2,11:10.0,J. Williams misses 2-pt hook shot from 6 ft,,36,29
115,2,11:08.0,,Defensive rebound by D. DeRozan,36,29
116,2,11:00.0,,D. DeRozan makes 2-pt layup from 1 ft,36,31
117,2,10:45.0,R. Rondo makes 2-pt jump shot from 18 ft,,38,31
118,2,10:26.0,,Turnover by P. Gasol (bad pass; steal by L. James),38,31
119,2,10:12.0,J. Williams misses 2-pt hook shot from 6 ft,,38,31
120,2,10:09.0,,Defensive rebound by P. Gasol,38,31
121,2,10:05.0,,M. Belinelli misses 3-pt jump shot from 27 ft,38,31
122,2,10:01.0,Defensive rebound by L. Stephenson,,38,31
123,2,9:52.0,J. Williams makes 2-pt layup from 1 ft,,40,31
124,2,9:32.0,,D. DeRozan misses 2-pt jump shot from 14 ft,40,31
125,2,9:30.0,Defensive rebound by J. Williams,,40,31
126,2,9:18.0,L. James misses 3-pt jump shot from 25 ft,,40,31
127,2,9:18.0,,Defensive rebound by P. Gasol,40,31
128,2,9:07.0,,Shooting foul by R. Rondo (drawn by B. Forbes),40,31
129,2,9:07.0,,B. Forbes makes free throw 1 of 2,40,32
130,2,9:07.0,J. McGee enters the game for J. Williams,,40,32
131,2,9:07.0,,B. Forbes misses free throw 2 of 2,40,32
132,2,9:04.0,Defensive rebound by L. James,,40,32
133,2,8:51.0,L. Stephenson makes 2-pt jump shot from 16 ft,,42,32
134,2,8:42.0,,D. DeRozan misses 2-pt jump shot at rim,42,32
135,2,8:42.0,,Offensive rebound by P. Gasol,42,32
136,2,8:42.0,,Shooting foul by L. Stephenson (drawn by P. Gasol),42,32
137,2,8:42.0,,P. Gasol misses free throw 1 of 2,42,32
138,2,8:42.0,,Offensive rebound by Team,42,32
139,2,8:42.0,,D. Bertāns enters the game for M. Belinelli,42,32
140,2,8:42.0,,P. Gasol makes free throw 2 of 2,42,33
141,2,8:29.0,R. Rondo misses 3-pt jump shot from 25 ft,,42,33
142,2,8:26.0,Offensive rebound by Team,,42,33
143,2,8:26.0,,L. Aldridge enters the game for P. Gasol,42,33
144,2,8:21.0,L. James misses 3-pt jump shot from 25 ft,,42,33
145,2,8:15.0,,Defensive rebound by D. DeRozan,42,33
146,2,8:08.0,,D. Cunningham misses 3-pt jump shot from 23 ft,42,33
147,2,8:04.0,Defensive rebound by L. James,,42,33
148,2,8:04.0,Shooting foul by D. Bertāns (drawn by L. James),,42,33
149,2,8:04.0,L. James makes free throw 1 of 2,,43,33
150,2,8:04.0,J. Hart enters the game for K. Caldwell-Pope,,43,33
151,2,8:04.0,K. Kuzma enters the game for L. Stephenson,,43,33
152,2,8:04.0,L. James makes free throw 2 of 2,,44,33
153,2,7:53.0,,D. DeRozan makes 2-pt jump shot from 14 ft,44,35
154,2,7:45.0,J. McGee makes 2-pt dunk at rim (assist by R. Rondo),,46,35
155,2,7:28.0,,Turnover by B. Forbes (bad pass; steal by L. James),46,35
156,2,7:23.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),,48,35
157,2,7:23.0,,San Antonio full timeout,48,35
158,2,7:23.0,L. Ball enters the game for L. James,,48,35
159,2,7:23.0,,R. Gay enters the game for D. Cunningham,48,35
160,2,7:23.0,,P. Mills enters the game for B. Forbes,48,35
161,2,7:08.0,,D. DeRozan misses 2-pt jump shot from 15 ft,48,35
162,2,7:03.0,Defensive rebound by K. Kuzma,,48,35
163,2,7:02.0,Offensive foul by J. McGee (drawn by D. Bertāns),,48,35
164,2,7:02.0,Turnover by J. McGee (offensive foul),,48,35
165,2,7:02.0,J. Williams enters the game for J. McGee,,48,35
166,2,6:50.0,,Turnover by L. Aldridge (3 sec),48,35
167,2,6:29.0,R. Rondo misses 3-pt jump shot from 25 ft,,48,35
168,2,6:25.0,,Defensive rebound by R. Gay,48,35
169,2,6:16.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by R. Gay),48,37
170,2,6:04.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by L. Ball),,51,37
171,2,5:39.0,,D. Bertāns misses 3-pt jump shot from 26 ft,51,37
172,2,5:35.0,Defensive rebound by J. Hart,,51,37
173,2,5:30.0,Shooting foul by D. DeRozan (drawn by J. Williams),,51,37
174,2,5:30.0,J. Williams misses free throw 1 of 2,,51,37
175,2,5:30.0,Offensive rebound by Team,,51,37
176,2,5:30.0,J. Williams misses free throw 2 of 2,,51,37
177,2,5:27.0,,Defensive rebound by R. Gay,51,37
178,2,5:15.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. DeRozan),51,40
179,2,5:04.0,LA Lakers full timeout,,51,40
180,2,5:04.0,,M. Belinelli enters the game for D. Bertāns,51,40
181,2,4:55.0,L. Ball misses 3-pt jump shot from 23 ft,,51,40
182,2,4:52.0,Offensive rebound by K. Kuzma,,51,40
183,2,4:49.0,K. Kuzma makes 2-pt jump shot from 2 ft,,53,40
184,2,4:25.0,,R. Gay makes 2-pt jump shot from 16 ft,53,42
185,2,4:12.0,Shooting foul by M. Belinelli (drawn by L. Ball),,53,42
186,2,4:12.0,L. Ball misses free throw 1 of 2,,53,42
187,2,4:12.0,Offensive rebound by Team,,53,42
188,2,4:12.0,L. James enters the game for R. Rondo,,53,42
189,2,4:12.0,L. Stephenson enters the game for J. Williams,,53,42
190,2,4:12.0,L. Ball misses free throw 2 of 2,,53,42
191,2,4:09.0,,Defensive rebound by R. Gay,53,42
192,2,3:49.0,,D. DeRozan makes 2-pt jump shot from 14 ft,53,44
193,2,3:37.0,L. Stephenson misses 2-pt jump shot from 8 ft,,53,44
194,2,3:30.0,Offensive rebound by L. Stephenson,,53,44
195,2,3:30.0,L. Stephenson misses 2-pt layup at rim,,53,44
196,2,3:29.0,,Defensive rebound by D. DeRozan,53,44
197,2,3:26.0,,D. DeRozan makes 2-pt dunk from 1 ft,53,46
198,2,3:13.0,Turnover by L. Ball (bad pass),,53,46
199,2,3:05.0,,R. Gay misses 2-pt layup from 1 ft,53,46
200,2,3:05.0,Defensive rebound by L. Stephenson,,53,46
201,2,3:05.0,K. Kuzma makes 2-pt dunk from 1 ft,,55,46
202,2,2:53.0,,L. Aldridge misses 2-pt hook shot from 1 ft,55,46
203,2,2:53.0,,Offensive rebound by L. Aldridge,55,46
204,2,2:49.0,,L. Aldridge misses 2-pt layup from 1 ft,55,46
205,2,2:49.0,Defensive rebound by L. Stephenson,,55,46
206,2,2:41.0,Offensive foul by L. James (drawn by D. DeRozan),,55,46
207,2,2:41.0,Turnover by L. James (offensive foul),,55,46
208,2,2:28.0,,D. DeRozan makes 2-pt jump shot from 15 ft (assist by M. Belinelli),55,48
209,2,2:19.0,K. Kuzma misses 3-pt jump shot from 25 ft,,55,48
210,2,2:16.0,,Defensive rebound by P. Mills,55,48
211,2,2:10.0,,R. Gay makes 2-pt jump shot from 17 ft (assist by D. DeRozan),55,50
212,2,1:50.0,K. Kuzma misses 2-pt jump shot from 10 ft,,55,50
213,2,1:48.0,,Defensive rebound by R. Gay,55,50
214,2,1:45.0,,Turnover by D. DeRozan (bad pass; steal by L. Stephenson),55,50
215,2,1:41.0,L. James makes 2-pt dunk from 2 ft (assist by L. Ball),,57,50
216,2,1:23.0,,Personal foul by K. Kuzma (drawn by L. Aldridge),57,50
217,2,1:23.0,J. Williams enters the game for K. Kuzma,,57,50
218,2,1:16.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by P. Mills),57,52
219,2,1:06.0,L. Stephenson misses 2-pt jump shot from 18 ft,,57,52
220,2,1:03.0,Offensive rebound by J. Williams,,57,52
221,2,1:01.0,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Hart),,60,52
222,2,0:46.0,,M. Belinelli misses 3-pt jump shot from 26 ft,60,52
223,2,0:42.0,Defensive rebound by L. Stephenson,,60,52
224,2,0:38.0,J. Hart misses 3-pt jump shot from 27 ft,,60,52
225,2,0:33.0,,Defensive rebound by P. Mills,60,52
226,2,0:16.0,,Shooting foul by L. Stephenson (drawn by D. DeRozan),60,52
227,2,0:16.0,,D. DeRozan makes free throw 1 of 2,60,53
228,2,0:16.0,K. Kuzma enters the game for J. Williams,,60,53
229,2,0:16.0,,D. DeRozan makes free throw 2 of 2,60,54
230,2,0:01.0,K. Kuzma misses 3-pt jump shot from 26 ft,,60,54
231,2,0:01.0,,Defensive rebound by D. DeRozan,60,54
232,3,11:46.0,,D. DeRozan makes 2-pt jump shot from 13 ft (assist by R. Gay),60,56
233,3,11:25.0,L. James makes 2-pt layup at rim,,62,56
234,3,11:08.0,,Personal foul by L. Ball (drawn by D. DeRozan),62,56
235,3,10:59.0,,B. Forbes makes 2-pt layup from 1 ft (assist by D. DeRozan),62,58
236,3,10:59.0,,Shooting foul by L. Ball (drawn by B. Forbes),62,58
237,3,10:59.0,,B. Forbes misses free throw 1 of 1,62,58
238,3,10:59.0,Defensive rebound by L. James,,62,58
239,3,10:52.0,L. James makes 2-pt jump shot from 18 ft,,64,58
240,3,10:41.0,,Offensive foul by L. Aldridge (drawn by K. Kuzma),64,58
241,3,10:41.0,,Turnover by L. Aldridge (offensive foul),64,58
242,3,10:41.0,,Violation by Team (delay of game),64,58
243,3,10:26.0,L. James misses 2-pt jump shot from 20 ft,,64,58
244,3,10:22.0,,Defensive rebound by R. Gay,64,58
245,3,10:15.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by R. Gay),64,60
246,3,10:09.0,Shooting foul by L. Aldridge (drawn by J. McGee),,64,60
247,3,10:09.0,J. McGee misses free throw 1 of 2,,64,60
248,3,10:09.0,Offensive rebound by Team,,64,60
249,3,10:09.0,J. McGee makes free throw 2 of 2,,65,60
250,3,9:54.0,,B. Forbes makes 2-pt jump shot from 22 ft (assist by L. Aldridge),65,62
251,3,9:42.0,J. McGee makes 2-pt jump shot from 13 ft (assist by L. Ball),,67,62
252,3,9:34.0,,Turnover by D. DeRozan (out of bounds lost ball),67,62
253,3,9:17.0,L. Ball misses 3-pt jump shot from 23 ft,,67,62
254,3,9:13.0,,Defensive rebound by D. Cunningham,67,62
255,3,9:04.0,,B. Forbes misses 2-pt jump shot from 24 ft,67,62
256,3,9:01.0,Defensive rebound by J. McGee,,67,62
257,3,9:01.0,Personal foul by B. Forbes (drawn by L. Ball),,67,62
258,3,8:53.0,L. James makes 2-pt layup from 1 ft,,69,62
259,3,8:30.0,,B. Forbes makes 2-pt layup from 1 ft,69,64
260,3,8:17.0,K. Kuzma misses 2-pt layup from 2 ft (block by L. Aldridge),,69,64
261,3,8:14.0,,Defensive rebound by R. Gay,69,64
262,3,8:10.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),69,67
263,3,8:09.0,LA Lakers full timeout,,69,67
264,3,7:51.0,L. James makes 2-pt jump shot from 17 ft,,71,67
265,3,7:32.0,,D. DeRozan makes 2-pt jump shot from 19 ft,71,69
266,3,7:23.0,Turnover by L. Ball (bad pass; steal by B. Forbes),,71,69
267,3,7:15.0,,D. Cunningham misses 3-pt jump shot from 22 ft,71,69
268,3,7:10.0,Defensive rebound by L. James,,71,69
269,3,7:05.0,L. Ball misses 3-pt jump shot from 26 ft,,71,69
270,3,7:00.0,,Defensive rebound by D. Cunningham,71,69
271,3,6:52.0,,D. DeRozan makes 2-pt jump shot from 14 ft,71,71
272,3,6:42.0,L. James makes 3-pt jump shot from 25 ft,,74,71
273,3,6:19.0,,D. Cunningham makes 2-pt jump shot from 13 ft (assist by D. DeRozan),74,73
274,3,6:04.0,L. James misses 2-pt jump shot from 10 ft,,74,73
275,3,6:04.0,Offensive rebound by L. James,,74,73
276,3,5:59.0,L. James makes 2-pt layup from 1 ft,,76,73
277,3,5:40.0,,R. Gay makes 2-pt jump shot from 12 ft,76,75
278,3,5:16.0,J. Hart misses 3-pt jump shot from 25 ft,,76,75
279,3,5:13.0,,Defensive rebound by D. DeRozan,76,75
280,3,5:01.0,,R. Gay misses 2-pt jump shot from 8 ft (block by J. McGee),76,75
281,3,4:55.0,Defensive rebound by L. James,,76,75
282,3,4:53.0,J. Hart makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,79,75
283,3,4:53.0,,San Antonio full timeout,79,75
284,3,4:53.0,R. Rondo enters the game for L. Ball,,79,75
285,3,4:53.0,L. Stephenson enters the game for L. James,,79,75
286,3,4:53.0,J. Williams enters the game for J. McGee,,79,75
287,3,4:53.0,,M. Belinelli enters the game for B. Forbes,79,75
288,3,4:53.0,,P. Mills enters the game for R. Gay,79,75
289,3,4:36.0,,L. Aldridge misses 2-pt hook shot from 1 ft,79,75
290,3,4:34.0,Defensive rebound by L. Stephenson,,79,75
291,3,4:11.0,J. Hart misses 2-pt jump shot from 12 ft,,79,75
292,3,4:09.0,,Defensive rebound by L. Aldridge,79,75
293,3,3:55.0,,D. Cunningham misses 2-pt jump shot from 16 ft,79,75
294,3,3:51.0,Defensive rebound by J. Williams,,79,75
295,3,3:41.0,K. Kuzma makes 2-pt hook shot from 10 ft,,81,75
296,3,3:27.0,,Turnover by L. Aldridge (out of bounds lost ball),81,75
297,3,3:27.0,,D. Bertāns enters the game for L. Aldridge,81,75
298,3,3:27.0,,P. Gasol enters the game for D. Cunningham,81,75
299,3,3:18.0,Shooting foul by P. Mills (drawn by R. Rondo),,81,75
300,3,3:18.0,R. Rondo makes free throw 1 of 2,,82,75
301,3,3:18.0,K. Caldwell-Pope enters the game for J. Hart,,82,75
302,3,3:18.0,,R. Gay enters the game for D. DeRozan,82,75
303,3,3:18.0,R. Rondo makes free throw 2 of 2,,83,75
304,3,3:10.0,,Shooting foul by K. Caldwell-Pope (drawn by M. Belinelli),83,75
305,3,3:10.0,,M. Belinelli makes free throw 1 of 2,83,76
306,3,3:10.0,,M. Belinelli makes free throw 2 of 2,83,77
307,3,2:58.0,R. Rondo makes 3-pt jump shot from 26 ft (assist by J. Williams),,86,77
308,3,2:43.0,,P. Mills misses 2-pt layup from 3 ft,86,77
309,3,2:40.0,Defensive rebound by K. Kuzma,,86,77
310,3,2:32.0,J. Williams makes 2-pt layup from 2 ft (assist by R. Rondo),,88,77
311,3,2:12.0,,R. Gay misses 2-pt jump shot from 14 ft,88,77
312,3,2:11.0,,Offensive rebound by R. Gay,88,77
313,3,2:11.0,,R. Gay makes 2-pt layup from 1 ft,88,79
314,3,2:11.0,,Shooting foul by R. Rondo (drawn by R. Gay),88,79
315,3,2:11.0,J. Hart enters the game for K. Kuzma,,88,79
316,3,2:11.0,,R. Gay makes free throw 1 of 1,88,80
317,3,1:51.0,Turnover by R. Rondo (bad pass; steal by R. Gay),,88,80
318,3,1:49.0,,Personal foul by L. Stephenson (drawn by R. Gay),88,80
319,3,1:49.0,,R. Gay makes free throw 1 of 2,88,81
320,3,1:49.0,,R. Gay makes free throw 2 of 2,88,82
321,3,1:39.0,L. Stephenson misses 2-pt layup from 2 ft,,88,82
322,3,1:32.0,Offensive rebound by J. Williams,,88,82
323,3,1:32.0,J. Williams misses 2-pt layup from 1 ft (block by R. Gay),,88,82
324,3,1:30.0,,Defensive rebound by R. Gay,88,82
325,3,1:27.0,,Turnover by P. Mills (traveling),88,82
326,3,1:14.0,L. Stephenson misses 2-pt jump shot from 21 ft,,88,82
327,3,1:11.0,Offensive rebound by R. Rondo,,88,82
328,3,1:07.0,R. Rondo misses 2-pt layup from 2 ft (block by R. Gay),,88,82
329,3,1:07.0,,Defensive rebound by R. Gay,88,82
330,3,0:56.0,,M. Belinelli misses 2-pt jump shot from 14 ft,88,82
331,3,0:56.0,Defensive rebound by Team,,88,82
332,3,0:56.0,,Loose ball foul by P. Gasol (drawn by L. Stephenson),88,82
333,3,0:41.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,88,82
334,3,0:37.0,,Defensive rebound by P. Gasol,88,82
335,3,0:32.0,,P. Mills makes 3-pt jump shot from 27 ft,88,85
336,3,0:15.0,Offensive foul by J. Hart (drawn by P. Mills),,88,85
337,3,0:15.0,Turnover by J. Hart (offensive foul),,88,85
338,3,0:00.0,,R. Gay misses 2-pt layup from 2 ft,88,85
339,3,0:00.0,,Offensive rebound by P. Gasol,88,85
340,3,0:00.0,,P. Gasol makes 2-pt dunk at rim,88,87
341,4,11:45.0,Personal foul by P. Mills (drawn by J. McGee),,88,87
342,4,11:45.0,,D. Cunningham enters the game for D. Bertāns,88,87
343,4,11:35.0,L. Ball makes 3-pt jump shot from 25 ft,,91,87
344,4,11:17.0,,M. Belinelli misses 3-pt jump shot from 25 ft,91,87
345,4,11:13.0,,Offensive rebound by P. Gasol,91,87
346,4,11:06.0,,D. DeRozan makes 2-pt jump shot from 15 ft,91,89
347,4,10:54.0,S. Mykhailiuk misses 3-pt jump shot from 24 ft,,91,89
348,4,10:51.0,,Defensive rebound by P. Gasol,91,89
349,4,10:36.0,,M. Belinelli misses 2-pt layup from 2 ft (block by J. McGee),91,89
350,4,10:30.0,,Offensive rebound by P. Gasol,91,89
351,4,10:30.0,,P. Gasol makes 2-pt dunk at rim,91,91
352,4,10:17.0,L. Ball misses 2-pt jump shot from 7 ft,,91,91
353,4,10:15.0,,Defensive rebound by D. DeRozan,91,91
354,4,10:06.0,,D. DeRozan misses 2-pt layup from 2 ft,91,91
355,4,10:06.0,,Offensive rebound by D. DeRozan,91,91
356,4,10:04.0,,D. DeRozan makes 2-pt layup at rim,91,93
357,4,10:04.0,LA Lakers full timeout,,91,93
358,4,10:04.0,R. Rondo enters the game for L. Ball,,91,93
359,4,10:04.0,L. Stephenson enters the game for S. Mykhailiuk,,91,93
360,4,9:41.0,L. James misses 2-pt jump shot from 13 ft,,91,93
361,4,9:41.0,,Defensive rebound by P. Gasol,91,93
362,4,9:41.0,,Personal foul by J. McGee (drawn by P. Gasol),91,93
363,4,9:28.0,,M. Belinelli misses 3-pt jump shot from 25 ft,91,93
364,4,9:24.0,Defensive rebound by J. McGee,,91,93
365,4,9:14.0,L. Stephenson makes 2-pt jump shot from 19 ft,,93,93
366,4,8:55.0,,M. Belinelli misses 3-pt jump shot from 25 ft,93,93
367,4,8:45.0,,Offensive rebound by D. Cunningham,93,93
368,4,8:45.0,,D. Cunningham misses 2-pt layup at rim (block by K. Caldwell-Pope),93,93
369,4,8:41.0,Defensive rebound by L. Stephenson,,93,93
370,4,8:41.0,Turnover by J. McGee (bad pass),,93,93
371,4,8:41.0,,B. Forbes enters the game for P. Mills,93,93
372,4,8:27.0,,M. Belinelli makes 2-pt layup from 2 ft (assist by D. DeRozan),93,95
373,4,8:16.0,Offensive foul by L. James (drawn by B. Forbes),,93,95
374,4,8:16.0,Turnover by L. James (offensive foul),,93,95
375,4,8:16.0,,R. Gay enters the game for M. Belinelli,93,95
376,4,7:53.0,,R. Gay misses 2-pt jump shot from 21 ft,93,95
377,4,7:51.0,Defensive rebound by L. James,,93,95
378,4,7:45.0,L. James misses 2-pt jump shot from 11 ft,,93,95
379,4,7:43.0,,Defensive rebound by P. Gasol,93,95
380,4,7:32.0,,R. Gay misses 2-pt jump shot from 10 ft,93,95
381,4,7:29.0,Defensive rebound by J. McGee,,93,95
382,4,7:23.0,Personal foul by P. Gasol (drawn by J. McGee),,93,95
383,4,7:23.0,J. Hart enters the game for K. Caldwell-Pope,,93,95
384,4,7:23.0,,L. Aldridge enters the game for D. DeRozan,93,95
385,4,7:23.0,,M. Belinelli enters the game for P. Gasol,93,95
386,4,7:16.0,Personal foul by B. Forbes (drawn by R. Rondo),,93,95
