,QUARTER,TIME_REMAINING,DALLAS_ACTION,SACRAMENTO_ACTION,DALLAS_SCORE,SACRAMENTO_SCORE
27,1,7:40.0,,W. Cauley-Stein misses free throw 1 of 1,11,8
28,1,7:37.0,,Offensive rebound by H. Barnes,11,8
29,1,7:29.0,,H. Barnes makes 2-pt hook shot from 6 ft,11,10
30,1,7:07.0,J. Jackson makes 2-pt jump shot from 13 ft (assist by J. Brunson),,13,10
31,1,6:54.0,,H. Barnes misses 3-pt jump shot from 25 ft,13,10
32,1,6:50.0,Defensive rebound by S. Mejri,,13,10
33,1,6:43.0,L. Dončić misses 2-pt jump shot from 9 ft,,13,10
34,1,6:41.0,,Defensive rebound by D. Fox,13,10
35,1,6:39.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),13,13
36,1,6:36.0,Dallas full timeout,,13,13
37,1,6:17.0,Turnover by M. Kleber (lost ball; steal by W. Cauley-Stein),,13,13
38,1,6:11.0,,B. Hield misses 2-pt layup from 3 ft (block by S. Mejri),13,13
39,1,6:08.0,Defensive rebound by J. Jackson,,13,13
40,1,6:05.0,J. Jackson makes 2-pt jump shot from 7 ft (assist by J. Brunson),,15,13
41,1,5:43.0,,D. Fox misses 2-pt layup from 3 ft (block by S. Mejri),15,13
42,1,5:38.0,Defensive rebound by L. Dončić,,15,13
43,1,5:36.0,J. Brunson misses 3-pt jump shot from 25 ft,,15,13
44,1,5:29.0,,Defensive rebound by B. Hield,15,13
45,1,5:29.0,,B. Hield makes 2-pt dunk from 3 ft (assist by D. Fox),15,15
46,1,5:17.0,L. Dončić misses 3-pt jump shot from 25 ft,,15,15
47,1,5:17.0,,Defensive rebound by Team,15,15
48,1,5:17.0,D. Powell enters the game for M. Kleber,,15,15
49,1,5:17.0,,M. Bagley enters the game for N. Bjelica,15,15
50,1,5:17.0,,H. Giles enters the game for W. Cauley-Stein,15,15
51,1,5:02.0,,B. Hield misses 2-pt layup from 4 ft,15,15
52,1,4:59.0,,Offensive rebound by M. Bagley,15,15
53,1,4:58.0,,M. Bagley makes 2-pt hook shot from 4 ft,15,17
54,1,4:45.0,Personal foul by B. Hield (drawn by J. Jackson),,15,17
55,1,4:45.0,D. Nowitzki enters the game for S. Mejri,,15,17
56,1,4:35.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,15,17
57,1,4:33.0,,Defensive rebound by M. Bagley,15,17
58,1,4:28.0,,D. Fox makes 2-pt dunk from 1 ft,15,19
59,1,4:09.0,L. Dončić makes 2-pt layup from 4 ft,,17,19
60,1,4:09.0,Shooting foul by M. Bagley (drawn by L. Dončić),,17,19
61,1,4:09.0,D. Harris enters the game for J. Brunson,,17,19
62,1,4:09.0,L. Dončić misses free throw 1 of 1,,17,19
63,1,4:05.0,Offensive rebound by D. Harris,,17,19
64,1,4:05.0,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),,19,19
65,1,4:05.0,,Sacramento full timeout,19,19
66,1,3:51.0,,H. Barnes misses 2-pt jump shot from 5 ft,19,19
67,1,3:47.0,Defensive rebound by D. Powell,,19,19
68,1,3:35.0,D. Nowitzki misses 2-pt jump shot from 21 ft,,19,19
69,1,3:29.0,Offensive rebound by D. Powell,,19,19
70,1,3:21.0,L. Dončić misses 2-pt layup from 3 ft,,19,19
71,1,3:16.0,,Defensive rebound by M. Bagley,19,19
72,1,3:01.0,,Turnover by H. Barnes (bad pass),19,19
73,1,3:01.0,T. Burke enters the game for L. Dončić,,19,19
74,1,3:01.0,,B. Bogdanović enters the game for B. Hield,19,19
75,1,2:49.0,J. Jackson misses 3-pt jump shot from 25 ft,,19,19
76,1,2:46.0,,Defensive rebound by H. Giles,19,19
77,1,2:40.0,,Shooting foul by D. Powell (drawn by M. Bagley),19,19
78,1,2:40.0,,M. Bagley makes free throw 1 of 2,19,20
79,1,2:40.0,,C. Brewer enters the game for H. Barnes,19,20
80,1,2:40.0,,Y. Ferrell enters the game for D. Fox,19,20
81,1,2:40.0,,M. Bagley makes free throw 2 of 2,19,21
82,1,2:29.0,T. Burke misses 2-pt layup from 6 ft,,19,21
83,1,2:27.0,,Defensive rebound by M. Bagley,19,21
84,1,2:22.0,,Turnover by Y. Ferrell (bad pass),19,21
85,1,2:10.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by D. Harris),,22,21
86,1,2:08.0,,Sacramento full timeout,22,21
87,1,1:54.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,22,21
88,1,1:49.0,,Offensive rebound by M. Bagley,22,21
89,1,1:47.0,,M. Bagley makes 2-pt dunk from 1 ft,22,23
90,1,1:32.0,D. Powell makes 3-pt jump shot from 25 ft (assist by T. Burke),,25,23
91,1,1:22.0,,Personal foul by D. Powell (drawn by H. Giles),25,23
92,1,1:22.0,M. Kleber enters the game for D. Powell,,25,23
93,1,1:17.0,,Shooting foul by T. Burke (drawn by Y. Ferrell),25,23
94,1,1:17.0,,Y. Ferrell makes free throw 1 of 2,25,24
95,1,1:17.0,,Y. Ferrell makes free throw 2 of 2,25,25
96,1,1:03.0,M. Kleber misses 2-pt layup from 5 ft (block by M. Bagley),,25,25
97,1,1:00.0,,Defensive rebound by C. Brewer,25,25
98,1,1:00.0,,Turnover by H. Giles (step out of bounds),25,25
99,1,0:46.0,J. Jackson misses 2-pt jump shot from 9 ft,,25,25
100,1,0:44.0,,Defensive rebound by B. Bogdanović,25,25
101,1,0:40.0,,M. Bagley misses 2-pt hook shot from 5 ft,25,25
102,1,0:36.0,Defensive rebound by M. Kleber,,25,25
103,1,0:34.0,J. Jackson makes 2-pt dunk from 2 ft (assist by T. Burke),,27,25
104,1,0:17.0,,Shooting foul by D. Harris (drawn by Y. Ferrell),27,25
105,1,0:17.0,,Y. Ferrell makes free throw 1 of 2,27,26
106,1,0:17.0,,Y. Ferrell makes free throw 2 of 2,27,27
107,1,0:01.0,T. Burke makes 2-pt jump shot from 21 ft,,29,27
108,1,0:00.0,,Y. Ferrell misses 3-pt jump shot from 44 ft,29,27
109,1,0:00.0,,Offensive rebound by Team,29,27
110,2,11:35.0,D. Finney-Smith misses 2-pt layup from 3 ft,,29,27
111,2,11:31.0,,Defensive rebound by H. Giles,29,27
112,2,11:15.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,29,27
113,2,11:11.0,Defensive rebound by D. Nowitzki,,29,27
114,2,11:04.0,D. Harris misses 2-pt layup from 2 ft,,29,27
115,2,11:01.0,,Defensive rebound by Y. Ferrell,29,27
116,2,10:58.0,,Shooting foul by D. Nowitzki (drawn by C. Brewer),29,27
117,2,10:58.0,,C. Brewer makes free throw 1 of 2,29,28
118,2,10:58.0,,C. Brewer makes free throw 2 of 2,29,29
119,2,10:45.0,Personal foul by C. Brewer (drawn by D. Powell),,29,29
120,2,10:36.0,T. Burke makes 3-pt jump shot from 26 ft,,32,29
121,2,10:26.0,,Personal foul by D. Harris (drawn by B. Bogdanović),32,29
122,2,10:13.0,,M. Bagley makes 2-pt layup from 2 ft,32,31
123,2,9:57.0,Personal foul by B. Bogdanović (drawn by D. Nowitzki),,32,31
124,2,9:49.0,D. Powell makes 2-pt layup from 2 ft (assist by D. Harris),,34,31
125,2,9:33.0,,M. Bagley misses 2-pt jump shot from 15 ft,34,31
126,2,9:30.0,,Offensive rebound by Team,34,31
127,2,9:30.0,,W. Cauley-Stein enters the game for H. Giles,34,31
128,2,9:16.0,,M. Bagley misses 2-pt hook shot from 4 ft,34,31
129,2,9:13.0,Defensive rebound by D. Harris,,34,31
130,2,9:05.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,34,31
131,2,9:02.0,,Defensive rebound by Y. Ferrell,34,31
132,2,8:53.0,,Y. Ferrell makes 3-pt jump shot from 25 ft,34,34
133,2,8:31.0,T. Burke misses 2-pt layup from 1 ft,,34,34
134,2,8:29.0,,Defensive rebound by M. Bagley,34,34
135,2,8:25.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,34,34
136,2,8:21.0,Defensive rebound by D. Nowitzki,,34,34
137,2,8:13.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,34,34
138,2,8:09.0,Offensive rebound by D. Powell,,34,34
139,2,8:08.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Powell),,37,34
140,2,8:06.0,,Sacramento full timeout,37,34
141,2,8:06.0,M. Kleber enters the game for D. Powell,,37,34
142,2,7:51.0,,Y. Ferrell misses 3-pt jump shot from 26 ft,37,34
143,2,7:48.0,Defensive rebound by D. Finney-Smith,,37,34
144,2,7:33.0,Shooting foul by C. Brewer (drawn by D. Finney-Smith),,37,34
145,2,7:33.0,D. Finney-Smith makes free throw 1 of 2,,38,34
146,2,7:33.0,D. Finney-Smith makes free throw 2 of 2,,39,34
147,2,7:20.0,,C. Brewer misses 3-pt jump shot from 25 ft,39,34
148,2,7:17.0,Defensive rebound by D. Finney-Smith,,39,34
149,2,7:10.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,39,34
150,2,7:05.0,,Defensive rebound by M. Bagley,39,34
151,2,7:05.0,J. Brunson enters the game for T. Burke,,39,34
152,2,7:05.0,L. Dončić enters the game for D. Harris,,39,34
153,2,7:05.0,S. Mejri enters the game for D. Nowitzki,,39,34
154,2,7:05.0,,D. Fox enters the game for C. Brewer,39,34
155,2,7:05.0,,B. Hield enters the game for Y. Ferrell,39,34
156,2,6:51.0,,M. Bagley misses 3-pt jump shot from 23 ft,39,34
157,2,6:48.0,Defensive rebound by L. Dončić,,39,34
158,2,6:43.0,L. Dončić makes 3-pt jump shot from 26 ft,,42,34
159,2,6:27.0,,M. Bagley misses 2-pt hook shot from 8 ft,42,34
160,2,6:21.0,,Offensive rebound by W. Cauley-Stein,42,34
161,2,6:21.0,,W. Cauley-Stein makes 2-pt layup at rim,42,36
162,2,6:12.0,L. Dončić misses 3-pt jump shot from 25 ft,,42,36
163,2,6:10.0,,Defensive rebound by D. Fox,42,36
164,2,6:09.0,,B. Bogdanović makes 2-pt dunk from 1 ft (assist by D. Fox),42,38
165,2,6:08.0,Dallas full timeout,,42,38
166,2,5:45.0,J. Brunson misses 2-pt layup from 2 ft (block by D. Fox),,42,38
167,2,5:42.0,,Defensive rebound by M. Bagley,42,38
168,2,5:38.0,,M. Bagley misses 2-pt layup from 2 ft (block by S. Mejri),42,38
169,2,5:36.0,,Offensive rebound by W. Cauley-Stein,42,38
170,2,5:36.0,Violation by Team (kicked ball),,42,38
171,2,5:36.0,J. Jackson enters the game for D. Finney-Smith,,42,38
172,2,5:24.0,,B. Bogdanović misses 2-pt layup at rim,42,38
173,2,5:24.0,,Offensive rebound by B. Bogdanović,42,38
174,2,5:24.0,,B. Bogdanović misses 2-pt layup at rim,42,38
175,2,5:24.0,Defensive rebound by S. Mejri,,42,38
176,2,5:24.0,,H. Barnes enters the game for M. Bagley,42,38
177,2,5:24.0,,N. Bjelica enters the game for B. Bogdanović,42,38
178,2,5:18.0,Turnover by S. Mejri (lost ball; steal by W. Cauley-Stein),,42,38
179,2,5:15.0,,H. Barnes misses 3-pt jump shot from 23 ft,42,38
180,2,5:13.0,,Offensive rebound by N. Bjelica,42,38
181,2,5:09.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),42,41
182,2,4:56.0,S. Mejri makes 2-pt jump shot from 5 ft (assist by L. Dončić),,44,41
183,2,4:40.0,,B. Hield misses 3-pt jump shot from 25 ft,44,41
184,2,4:38.0,Defensive rebound by L. Dončić,,44,41
185,2,4:31.0,L. Dončić misses 3-pt jump shot from 25 ft,,44,41
186,2,4:29.0,,Defensive rebound by N. Bjelica,44,41
187,2,4:25.0,Violation by Team (kicked ball),,44,41
188,2,4:11.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),44,43
189,2,4:09.0,,Technical foul by W. Cauley-Stein,44,43
190,2,4:09.0,J. Jackson misses technical free throw,,44,43
191,2,4:09.0,Offensive rebound by Team,,44,43
192,2,3:41.0,L. Dončić misses 3-pt jump shot from 29 ft,,44,43
193,2,3:37.0,Offensive rebound by S. Mejri,,44,43
194,2,3:36.0,S. Mejri misses 2-pt layup from 2 ft,,44,43
195,2,3:36.0,,Defensive rebound by N. Bjelica,44,43
196,2,3:36.0,,Personal foul by M. Kleber (drawn by D. Fox),44,43
197,2,3:36.0,D. Powell enters the game for S. Mejri,,44,43
198,2,3:30.0,,D. Fox makes 2-pt jump shot from 18 ft,44,45
199,2,3:02.0,M. Kleber misses 3-pt jump shot from 23 ft,,44,45
200,2,2:58.0,,Defensive rebound by W. Cauley-Stein,44,45
201,2,2:54.0,,B. Hield misses 3-pt jump shot from 24 ft,44,45
202,2,2:52.0,Defensive rebound by L. Dončić,,44,45
203,2,2:48.0,L. Dončić misses 2-pt layup from 3 ft (block by D. Fox),,44,45
204,2,2:48.0,Offensive rebound by Team,,44,45
205,2,2:42.0,Shooting foul by W. Cauley-Stein (drawn by L. Dončić),,44,45
206,2,2:42.0,L. Dončić makes free throw 1 of 2,,45,45
207,2,2:42.0,,M. Bagley enters the game for W. Cauley-Stein,45,45
208,2,2:42.0,L. Dončić misses free throw 2 of 2,,45,45
209,2,2:37.0,,Defensive rebound by H. Barnes,45,45
210,2,2:31.0,,B. Hield misses 3-pt jump shot from 26 ft,45,45
211,2,2:28.0,Defensive rebound by L. Dončić,,45,45
212,2,2:23.0,J. Brunson misses 3-pt jump shot from 23 ft,,45,45
213,2,2:19.0,Offensive rebound by J. Brunson,,45,45
214,2,2:17.0,J. Brunson makes 2-pt layup from 2 ft,,47,45
215,2,1:52.0,,B. Hield makes 2-pt jump shot from 21 ft,47,47
216,2,1:40.0,,Loose ball foul by H. Barnes (drawn by D. Powell),47,47
217,2,1:40.0,D. Powell makes free throw 1 of 2,,48,47
218,2,1:40.0,D. Powell makes free throw 2 of 2,,49,47
219,2,1:28.0,,D. Fox misses 3-pt jump shot from 25 ft,49,47
220,2,1:25.0,,Offensive rebound by N. Bjelica,49,47
221,2,1:23.0,,Turnover by N. Bjelica (lost ball; steal by D. Powell),49,47
222,2,1:18.0,L. Dončić misses 2-pt layup from 3 ft,,49,47
223,2,1:15.0,,Defensive rebound by D. Fox,49,47
224,2,1:14.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by B. Hield),49,49
225,2,1:02.0,Turnover by L. Dončić (bad pass; steal by D. Fox),,49,49
226,2,0:59.0,,D. Fox makes 2-pt dunk from 2 ft,49,51
227,2,0:59.0,Dallas full timeout,,49,51
228,2,0:48.0,Shooting foul by D. Fox (drawn by D. Powell),,49,51
229,2,0:48.0,D. Powell makes free throw 1 of 2,,50,51
230,2,0:48.0,D. Powell makes free throw 2 of 2,,51,51
231,2,0:29.0,,M. Bagley misses 2-pt hook shot from 7 ft,51,51
232,2,0:24.0,,Offensive rebound by N. Bjelica,51,51
233,2,0:24.0,,N. Bjelica makes 2-pt layup at rim,51,53
234,2,0:03.0,Turnover by Team (shot clock),,51,53
235,2,0:00.0,,Turnover by D. Fox (bad pass; steal by M. Kleber),51,53
236,3,11:47.0,J. Jackson makes 2-pt jump shot from 16 ft (assist by D. Powell),,53,53
237,3,11:32.0,,H. Barnes makes 2-pt jump shot from 3 ft (assist by N. Bjelica),53,55
238,3,11:15.0,L. Dončić misses 3-pt jump shot from 25 ft,,53,55
239,3,11:12.0,,Defensive rebound by W. Cauley-Stein,53,55
240,3,11:05.0,,D. Fox makes 2-pt dunk from 1 ft,53,57
241,3,10:46.0,J. Jackson misses 2-pt jump shot from 16 ft,,53,57
242,3,10:42.0,,Defensive rebound by W. Cauley-Stein,53,57
243,3,10:34.0,,B. Hield misses 2-pt layup from 4 ft,53,57
244,3,10:32.0,Defensive rebound by J. Jackson,,53,57
245,3,10:30.0,Personal foul by N. Bjelica (drawn by L. Dončić),,53,57
246,3,10:14.0,J. Jackson misses 3-pt jump shot from 24 ft,,53,57
247,3,10:10.0,Offensive rebound by L. Dončić,,53,57
248,3,10:08.0,L. Dončić misses 2-pt jump shot from 4 ft,,53,57
249,3,10:06.0,,Defensive rebound by N. Bjelica,53,57
250,3,10:04.0,,H. Barnes makes 2-pt jump shot from 10 ft (assist by D. Fox),53,59
251,3,10:04.0,,Shooting foul by J. Brunson (drawn by H. Barnes),53,59
252,3,10:04.0,,H. Barnes makes free throw 1 of 1,53,60
253,3,9:44.0,M. Kleber makes 3-pt jump shot from 22 ft (assist by D. Powell),,56,60
254,3,9:32.0,,D. Fox misses 3-pt jump shot from 25 ft,56,60
255,3,9:30.0,Defensive rebound by L. Dončić,,56,60
256,3,9:17.0,J. Brunson misses 2-pt layup from 3 ft,,56,60
257,3,9:14.0,,Defensive rebound by H. Barnes,56,60
258,3,9:10.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by H. Barnes),56,62
259,3,9:10.0,Dallas full timeout,,56,62
260,3,8:55.0,M. Kleber misses 3-pt jump shot from 23 ft,,56,62
261,3,8:52.0,,Defensive rebound by N. Bjelica,56,62
262,3,8:38.0,,H. Barnes misses 2-pt jump shot from 3 ft (block by D. Powell),56,62
263,3,8:35.0,Defensive rebound by M. Kleber,,56,62
264,3,8:13.0,L. Dončić misses 2-pt layup from 4 ft (block by N. Bjelica),,56,62
265,3,8:10.0,,Defensive rebound by W. Cauley-Stein,56,62
266,3,8:06.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by N. Bjelica),56,65
267,3,7:48.0,Turnover by J. Brunson (lost ball; steal by N. Bjelica),,56,65
268,3,7:45.0,,H. Barnes makes 2-pt layup from 2 ft (assist by D. Fox),56,67
269,3,7:45.0,,Shooting foul by L. Dončić (drawn by H. Barnes),56,67
270,3,7:45.0,,H. Barnes makes free throw 1 of 1,56,68
271,3,7:45.0,D. Harris enters the game for L. Dončić,,56,68
272,3,7:24.0,J. Jackson misses 3-pt jump shot from 26 ft,,56,68
273,3,7:20.0,,Defensive rebound by B. Hield,56,68
274,3,7:10.0,,B. Hield makes 3-pt jump shot from 23 ft,56,71
275,3,7:09.0,Dallas full timeout,,56,71
276,3,7:09.0,T. Burke enters the game for J. Brunson,,56,71
277,3,6:46.0,T. Burke misses 3-pt jump shot from 25 ft,,56,71
278,3,6:41.0,,Defensive rebound by W. Cauley-Stein,56,71
279,3,6:25.0,,Turnover by H. Barnes (out of bounds lost ball),56,71
280,3,6:25.0,R. Broekhoff enters the game for D. Powell,,56,71
281,3,6:02.0,Shooting foul by N. Bjelica (drawn by D. Harris),,56,71
282,3,6:02.0,D. Harris makes free throw 1 of 3,,57,71
283,3,6:02.0,D. Harris makes free throw 2 of 3,,58,71
284,3,6:02.0,D. Harris makes free throw 3 of 3,,59,71
285,3,6:02.0,,B. Bogdanović enters the game for N. Bjelica,59,71
286,3,5:44.0,,B. Hield makes 2-pt layup from 1 ft (assist by D. Fox),59,73
287,3,5:25.0,J. Jackson makes 2-pt jump shot from 8 ft (assist by T. Burke),,61,73
288,3,5:19.0,,Personal foul by T. Burke (drawn by D. Fox),61,73
289,3,5:11.0,,B. Hield misses 3-pt jump shot from 25 ft,61,73
290,3,5:06.0,Defensive rebound by D. Harris,,61,73
291,3,5:02.0,J. Jackson makes 2-pt layup from 4 ft (assist by T. Burke),,63,73
292,3,4:42.0,,Shooting foul by D. Harris (drawn by H. Barnes),63,73
293,3,4:42.0,,H. Barnes makes free throw 1 of 2,63,74
294,3,4:42.0,,M. Bagley enters the game for B. Hield,63,74
295,3,4:42.0,,H. Barnes misses free throw 2 of 2,63,74
296,3,4:39.0,Defensive rebound by J. Jackson,,63,74
297,3,4:24.0,R. Broekhoff misses 3-pt jump shot from 26 ft,,63,74
298,3,4:20.0,,Defensive rebound by W. Cauley-Stein,63,74
299,3,4:13.0,,W. Cauley-Stein misses 2-pt layup from 4 ft (block by M. Kleber),63,74
300,3,4:09.0,Defensive rebound by T. Burke,,63,74
301,3,4:07.0,T. Burke makes 2-pt layup from 2 ft,,65,74
302,3,4:07.0,,Sacramento full timeout,65,74
303,3,3:45.0,,Turnover by M. Bagley (lost ball; steal by D. Harris),65,74
304,3,3:30.0,T. Burke makes 2-pt layup from 2 ft,,67,74
305,3,3:24.0,,B. Bogdanović makes 2-pt jump shot from 22 ft (assist by D. Fox),67,76
306,3,3:07.0,T. Burke misses 2-pt layup from 3 ft (block by M. Bagley),,67,76
307,3,3:06.0,Offensive rebound by Team,,67,76
308,3,3:06.0,,Y. Ferrell enters the game for D. Fox,67,76
309,3,2:58.0,D. Harris misses 3-pt jump shot from 23 ft,,67,76
310,3,2:54.0,,Defensive rebound by M. Bagley,67,76
311,3,2:41.0,,Personal foul by M. Kleber (drawn by M. Bagley),67,76
312,3,2:41.0,,M. Bagley misses free throw 1 of 2,67,76
313,3,2:41.0,,Offensive rebound by Team,67,76
314,3,2:41.0,D. Nowitzki enters the game for J. Jackson,,67,76
315,3,2:41.0,D. Powell enters the game for M. Kleber,,67,76
316,3,2:41.0,,M. Bagley misses free throw 2 of 2,67,76
317,3,2:37.0,Defensive rebound by D. Powell,,67,76
318,3,2:23.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,67,76
319,3,2:18.0,,Defensive rebound by H. Barnes,67,76
320,3,2:10.0,,W. Cauley-Stein makes 2-pt layup from 2 ft,67,78
321,3,1:51.0,D. Harris makes 3-pt jump shot from 26 ft,,70,78
322,3,1:34.0,,W. Cauley-Stein misses 2-pt jump shot from 15 ft,70,78
323,3,1:29.0,Defensive rebound by R. Broekhoff,,70,78
324,3,1:24.0,T. Burke misses 2-pt jump shot from 3 ft (block by M. Bagley),,70,78
325,3,1:21.0,,Defensive rebound by W. Cauley-Stein,70,78
326,3,1:18.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),70,81
327,3,0:57.0,R. Broekhoff makes 3-pt jump shot from 26 ft (assist by D. Powell),,73,81
328,3,0:41.0,,M. Bagley makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),73,84
329,3,0:29.0,T. Burke misses 2-pt layup from 4 ft,,73,84
330,3,0:26.0,,Defensive rebound by W. Cauley-Stein,73,84
331,3,0:21.0,,Turnover by Y. Ferrell (bad pass; steal by D. Nowitzki),73,84
332,3,0:03.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),,76,84
333,3,0:00.0,,Y. Ferrell misses 3-pt jump shot from 44 ft,76,84
334,3,0:00.0,,Offensive rebound by Team,76,84
335,4,11:44.0,,M. Bagley makes 2-pt layup from 2 ft (assist by B. Bogdanović),76,86
336,4,11:44.0,,Shooting foul by D. Nowitzki (drawn by M. Bagley),76,86
337,4,11:44.0,D. Finney-Smith enters the game for D. Nowitzki,,76,86
338,4,11:44.0,,M. Bagley makes free throw 1 of 1,76,87
339,4,11:33.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by D. Harris),,79,87
340,4,11:14.0,,Offensive foul by B. Bogdanović (drawn by D. Harris),79,87
341,4,11:14.0,,Turnover by B. Bogdanović (offensive foul),79,87
342,4,10:55.0,Turnover by T. Burke (bad pass; steal by B. Bogdanović),,79,87
343,4,10:55.0,,Personal take foul by R. Broekhoff (drawn by B. Bogdanović),79,87
344,4,10:55.0,J. Brunson enters the game for T. Burke,,79,87
345,4,10:44.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,79,87
346,4,10:40.0,Defensive rebound by J. Brunson,,79,87
347,4,10:38.0,Shooting foul by B. Bogdanović (drawn by D. Harris),,79,87
348,4,10:38.0,D. Harris makes free throw 1 of 2,,80,87
349,4,10:38.0,D. Harris makes free throw 2 of 2,,81,87
350,4,10:27.0,,Y. Ferrell makes 2-pt layup from 2 ft,81,89
351,4,10:08.0,D. Finney-Smith misses 2-pt layup from 2 ft,,81,89
352,4,10:05.0,,Defensive rebound by Y. Ferrell,81,89
353,4,10:04.0,,Personal take foul by D. Harris (drawn by B. Hield),81,89
354,4,9:56.0,,Y. Ferrell misses 2-pt layup from 2 ft,81,89
355,4,9:52.0,,Offensive rebound by M. Bagley,81,89
356,4,9:51.0,,M. Bagley makes 2-pt dunk from 2 ft,81,91
357,4,9:32.0,Shooting foul by Y. Ferrell (drawn by J. Brunson),,81,91
358,4,9:32.0,J. Brunson misses free throw 1 of 2,,81,91
359,4,9:32.0,Offensive rebound by Team,,81,91
360,4,9:32.0,J. Brunson misses free throw 2 of 2,,81,91
361,4,9:29.0,Offensive rebound by Team,,81,91
362,4,9:20.0,Shooting foul by M. Bagley (drawn by D. Powell),,81,91
363,4,9:20.0,D. Powell misses free throw 1 of 2,,81,91
364,4,9:20.0,Offensive rebound by Team,,81,91
365,4,9:20.0,,D. Fox enters the game for Y. Ferrell,81,91
366,4,9:20.0,D. Powell makes free throw 2 of 2,,82,91
367,4,9:10.0,,Offensive foul by B. Bogdanović (drawn by D. Powell),82,91
368,4,9:10.0,,Turnover by B. Bogdanović (offensive foul),82,91
369,4,8:56.0,D. Powell misses 2-pt layup from 3 ft (block by M. Bagley),,82,91
370,4,8:52.0,,Defensive rebound by N. Bjelica,82,91
371,4,8:44.0,,Sacramento full timeout,82,91
372,4,8:44.0,L. Dončić enters the game for D. Harris,,82,91
373,4,8:44.0,M. Kleber enters the game for D. Powell,,82,91
374,4,8:42.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),82,94
375,4,8:25.0,J. Brunson makes 2-pt jump shot from 10 ft (assist by L. Dončić),,84,94
376,4,8:08.0,,M. Bagley makes 3-pt jump shot from 26 ft (assist by D. Fox),84,97
377,4,7:53.0,J. Brunson misses 3-pt jump shot from 25 ft,,84,97
378,4,7:45.0,Offensive rebound by M. Kleber,,84,97
379,4,7:45.0,M. Kleber makes 2-pt layup at rim,,86,97
