,QUARTER,TIME_REMAINING,MIAMI_ACTION,DALLAS_ACTION,MIAMI_SCORE,DALLAS_SCORE
379,4,4:53.0,J. Johnson makes 2-pt jump shot from 11 ft,,103,88
380,4,4:53.0,Shooting foul by R. Broekhoff (drawn by J. Johnson),,103,88
381,4,4:53.0,D. Waiters enters the game for J. Winslow,,103,88
382,4,4:53.0,,J. Brunson enters the game for R. Broekhoff,103,88
383,4,4:53.0,,L. Dončić enters the game for T. Burke,103,88
384,4,4:53.0,,D. Finney-Smith enters the game for J. Jackson,103,88
385,4,4:53.0,,T. Hardaway enters the game for C. Lee,103,88
386,4,4:53.0,,M. Kleber enters the game for D. Nowitzki,103,88
387,4,4:53.0,J. Johnson misses free throw 1 of 1,,103,88
388,4,4:51.0,,Defensive rebound by L. Dončić,103,88
389,4,4:44.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by T. Hardaway),103,91
390,4,4:29.0,J. Johnson misses 2-pt jump shot from 8 ft,,103,91
391,4,4:27.0,Offensive rebound by B. Adebayo,,103,91
392,4,4:27.0,Turnover by B. Adebayo (out of bounds lost ball),,103,91
393,4,4:27.0,J. Winslow enters the game for R. McGruder,,103,91
394,4,4:21.0,,T. Hardaway misses 3-pt jump shot from 27 ft,103,91
395,4,4:19.0,,Offensive rebound by Team,103,91
396,4,4:19.0,Loose ball foul by J. Johnson (drawn by D. Finney-Smith),,103,91
397,4,4:05.0,,D. Finney-Smith misses 2-pt jump shot from 13 ft,103,91
398,4,4:01.0,Defensive rebound by J. Winslow,,103,91
399,4,3:46.0,D. Waiters misses 3-pt jump shot from 23 ft,,103,91
400,4,3:42.0,,Defensive rebound by J. Brunson,103,91
401,4,3:31.0,,Personal foul by J. Richardson (drawn by J. Brunson),103,91
402,4,3:30.0,,Away from play foul by J. Johnson (drawn by L. Dončić),103,91
403,4,3:30.0,,L. Dončić misses free throw 1 of 1,103,91
404,4,3:30.0,,Offensive rebound by Team,103,91
405,4,3:25.0,,Turnover by L. Dončić (bad pass; steal by J. Winslow),103,91
406,4,3:20.0,Miami full timeout,,103,91
407,4,3:17.0,,Violation by Team (kicked ball),103,91
408,4,3:04.0,D. Waiters makes 2-pt layup from 3 ft (assist by J. Winslow),,105,91
409,4,3:04.0,Shooting foul by T. Hardaway (drawn by D. Waiters),,105,91
410,4,3:04.0,D. Waiters makes free throw 1 of 1,,106,91
411,4,2:47.0,,T. Hardaway makes 2-pt jump shot from 10 ft,106,93
412,4,2:47.0,,Shooting foul by J. Richardson (drawn by T. Hardaway),106,93
413,4,2:47.0,,T. Hardaway makes free throw 1 of 1,106,94
414,4,2:30.0,Personal foul by J. Brunson (drawn by J. Richardson),,106,94
415,4,2:30.0,J. Richardson misses free throw 1 of 2,,106,94
416,4,2:30.0,Offensive rebound by Team,,106,94
417,4,2:30.0,J. Richardson makes free throw 2 of 2,,107,94
418,4,2:19.0,,Shooting foul by D. Waiters (drawn by D. Finney-Smith),107,94
419,4,2:19.0,,D. Finney-Smith makes free throw 1 of 2,107,95
420,4,2:19.0,,R. Broekhoff enters the game for J. Brunson,107,95
421,4,2:19.0,,D. Powell enters the game for M. Kleber,107,95
422,4,2:19.0,,D. Finney-Smith makes free throw 2 of 2,107,96
423,4,2:00.0,J. Winslow makes 2-pt layup from 2 ft (assist by B. Adebayo),,109,96
424,4,1:44.0,Violation by Team (kicked ball),,109,96
425,4,1:39.0,,T. Hardaway misses 3-pt jump shot from 23 ft,109,96
426,4,1:35.0,Defensive rebound by B. Adebayo,,109,96
427,4,1:19.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,112,96
428,4,1:09.0,,Shooting foul by J. Winslow (drawn by D. Powell),112,96
429,4,1:09.0,,D. Powell makes free throw 1 of 2,112,97
430,4,1:09.0,,D. Powell makes free throw 2 of 2,112,98
431,4,0:49.0,D. Waiters misses 3-pt jump shot from 23 ft,,112,98
432,4,0:47.0,,Defensive rebound by D. Powell,112,98
433,4,0:36.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by R. Broekhoff),112,101
434,4,0:12.0,J. Winslow misses 3-pt jump shot from 27 ft,,112,101
435,4,0:11.0,Offensive rebound by Team,,112,101
436,4,0:11.0,Turnover by Team (shot clock),,112,101
