,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
87,1,2:01.0,,Defensive rebound by J. Jackson,37,22
88,1,1:54.0,,Def 3 sec tech foul by Team,37,22
89,1,1:54.0,,B. Bogdanović makes technical free throw,37,23
90,1,1:48.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by D. Fox),37,26
91,1,1:32.0,K. Durant misses 2-pt layup from 2 ft,,37,26
92,1,1:30.0,,Defensive rebound by J. Jackson,37,26
93,1,1:27.0,,Personal foul by Q. Cook (drawn by H. Giles),37,26
94,1,1:27.0,D. Green enters the game for J. Bell,,37,26
95,1,1:18.0,,Shooting foul by D. Green (drawn by B. Bogdanović),37,26
96,1,1:18.0,,B. Bogdanović misses free throw 1 of 2,37,26
97,1,1:18.0,,Offensive rebound by Team,37,26
98,1,1:18.0,,B. Bogdanović makes free throw 2 of 2,37,27
99,1,1:03.0,A. Iguodala misses 3-pt jump shot from 25 ft,,37,27
100,1,0:59.0,,Defensive rebound by H. Giles,37,27
101,1,0:46.0,,H. Giles misses 2-pt jump shot from 20 ft,37,27
102,1,0:44.0,Defensive rebound by A. Iguodala,,37,27
103,1,0:40.0,Q. Cook makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,40,27
104,1,0:22.0,,Shooting foul by K. Durant (drawn by J. Jackson),40,27
105,1,0:22.0,,J. Jackson makes free throw 1 of 2,40,28
106,1,0:22.0,,B. McLemore enters the game for N. Bjelica,40,28
107,1,0:22.0,,J. Jackson makes free throw 2 of 2,40,29
108,1,0:02.0,K. Durant makes 3-pt jump shot from 26 ft,,43,29
109,2,11:44.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),43,32
110,2,11:26.0,A. Iguodala misses 3-pt jump shot from 25 ft,,43,32
111,2,11:24.0,,Defensive rebound by H. Giles,43,32
112,2,11:20.0,,D. Fox misses 3-pt jump shot from 25 ft,43,32
113,2,11:17.0,Defensive rebound by J. Jerebko,,43,32
114,2,11:07.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,45,32
115,2,10:45.0,,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by H. Giles),45,34
116,2,10:29.0,S. Curry makes 2-pt jump shot from 19 ft,,47,34
117,2,10:10.0,,Personal foul by D. Green (drawn by D. Fox),47,34
118,2,10:10.0,,Y. Ferrell enters the game for D. Fox,47,34
119,2,10:10.0,Violation by Team (delay of game),,47,34
120,2,9:56.0,,H. Giles misses 2-pt hook shot from 9 ft,47,34
121,2,9:53.0,Defensive rebound by J. Jerebko,,47,34
122,2,9:53.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,49,34
123,2,9:53.0,Shooting foul by Y. Ferrell (drawn by D. Green),,49,34
124,2,9:53.0,D. Green makes free throw 1 of 1,,50,34
125,2,9:40.0,,J. Jackson misses 2-pt hook shot from 10 ft,50,34
126,2,9:37.0,,Offensive rebound by H. Giles,50,34
127,2,9:36.0,,J. Jackson makes 2-pt dunk from 2 ft (assist by H. Giles),50,36
128,2,9:19.0,S. Curry misses 3-pt jump shot from 24 ft,,50,36
129,2,9:15.0,,Defensive rebound by B. Bogdanović,50,36
130,2,8:59.0,,J. Jackson makes 3-pt jump shot from 23 ft (assist by H. Giles),50,39
131,2,8:42.0,A. Iguodala misses 3-pt jump shot from 23 ft,,50,39
132,2,8:39.0,,Defensive rebound by Y. Ferrell,50,39
133,2,8:32.0,,Y. Ferrell makes 2-pt layup from 1 ft,50,41
134,2,8:21.0,A. Iguodala misses 2-pt layup from 2 ft,,50,41
135,2,8:18.0,,Defensive rebound by B. Bogdanović,50,41
136,2,8:14.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),50,44
137,2,8:13.0,Golden State full timeout,,50,44
138,2,8:13.0,K. Looney enters the game for D. Green,,50,44
139,2,8:13.0,A. McKinnie enters the game for A. Iguodala,,50,44
140,2,8:13.0,K. Thompson enters the game for S. Livingston,,50,44
141,2,8:13.0,,N. Bjelica enters the game for H. Giles,50,44
142,2,7:59.0,K. Thompson misses 2-pt jump shot from 18 ft,,50,44
143,2,7:55.0,Offensive rebound by A. McKinnie,,50,44
144,2,7:49.0,A. McKinnie misses 2-pt dunk from 2 ft,,50,44
145,2,7:45.0,,Defensive rebound by N. Bjelica,50,44
146,2,7:40.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,50,44
147,2,7:38.0,Defensive rebound by K. Thompson,,50,44
148,2,7:34.0,Turnover by S. Curry (lost ball; steal by B. McLemore),,50,44
149,2,7:27.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),50,47
150,2,7:13.0,Turnover by S. Curry (bad pass; steal by J. Jackson),,50,47
151,2,7:12.0,,Personal foul by J. Jerebko (drawn by J. Jackson),50,47
152,2,7:02.0,,Shooting foul by K. Thompson (drawn by B. Bogdanović),50,47
153,2,7:02.0,,B. Bogdanović makes free throw 1 of 2,50,48
154,2,7:02.0,K. Durant enters the game for J. Jerebko,,50,48
155,2,7:02.0,,B. Bogdanović makes free throw 2 of 2,50,49
156,2,6:47.0,Personal foul by Y. Ferrell (drawn by K. Thompson),,50,49
157,2,6:39.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. McKinnie),,53,49
158,2,6:19.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by K. Looney),53,49
159,2,6:15.0,Defensive rebound by K. Looney,,53,49
160,2,6:11.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by K. Durant),,56,49
161,2,5:52.0,,Sacramento full timeout,56,49
162,2,5:52.0,Q. Cook enters the game for S. Curry,,56,49
163,2,5:52.0,,W. Cauley-Stein enters the game for B. Bogdanović,56,49
164,2,5:52.0,,B. Hield enters the game for B. McLemore,56,49
165,2,5:43.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),56,52
166,2,5:25.0,K. Durant makes 2-pt jump shot from 12 ft (assist by Q. Cook),,58,52
167,2,5:08.0,,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),58,55
168,2,4:50.0,Q. Cook misses 2-pt jump shot from 16 ft,,58,55
169,2,4:48.0,,Defensive rebound by W. Cauley-Stein,58,55
170,2,4:43.0,,J. Jackson makes 2-pt layup from 1 ft,58,57
171,2,4:43.0,,Shooting foul by K. Looney (drawn by J. Jackson),58,57
172,2,4:43.0,,D. Fox enters the game for Y. Ferrell,58,57
173,2,4:43.0,,J. Jackson makes free throw 1 of 1,58,58
174,2,4:21.0,K. Durant misses 2-pt jump shot from 19 ft,,58,58
175,2,4:19.0,Offensive rebound by K. Looney,,58,58
176,2,4:15.0,Q. Cook makes 3-pt jump shot from 25 ft (assist by K. Looney),,61,58
177,2,4:00.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),61,61
178,2,3:40.0,A. McKinnie misses 3-pt jump shot from 23 ft,,61,61
179,2,3:36.0,,Defensive rebound by W. Cauley-Stein,61,61
180,2,3:33.0,,J. Jackson makes 2-pt layup from 2 ft (assist by B. Hield),61,63
181,2,3:32.0,Golden State full timeout,,61,63
182,2,3:32.0,S. Curry enters the game for Q. Cook,,61,63
183,2,3:32.0,D. Green enters the game for K. Looney,,61,63
184,2,3:32.0,A. Iguodala enters the game for A. McKinnie,,61,63
185,2,3:09.0,K. Thompson misses 2-pt jump shot from 12 ft,,61,63
186,2,3:05.0,Offensive rebound by K. Thompson,,61,63
187,2,3:04.0,K. Thompson makes 2-pt jump shot from 14 ft,,63,63
188,2,2:40.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,63,63
189,2,2:38.0,Defensive rebound by D. Green,,63,63
190,2,2:30.0,S. Curry makes 2-pt jump shot from 21 ft (assist by A. Iguodala),,65,63
191,2,2:10.0,,D. Fox misses 2-pt jump shot from 7 ft,65,63
192,2,2:06.0,Defensive rebound by S. Curry,,65,63
193,2,2:00.0,S. Curry misses 2-pt layup from 2 ft,,65,63
194,2,1:59.0,,Defensive rebound by N. Bjelica,65,63
195,2,1:56.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),65,65
196,2,1:37.0,A. Iguodala makes 3-pt jump shot from 25 ft (assist by K. Durant),,68,65
197,2,1:14.0,,W. Cauley-Stein misses 2-pt jump shot from 14 ft,68,65
198,2,1:11.0,,Offensive rebound by N. Bjelica,68,65
199,2,1:10.0,,N. Bjelica makes 2-pt layup from 1 ft,68,67
200,2,0:51.0,Personal foul by B. Hield (drawn by S. Curry),,68,67
201,2,0:51.0,,B. Bogdanović enters the game for J. Jackson,68,67
202,2,0:47.0,Turnover by D. Green (bad pass; steal by N. Bjelica),,68,67
203,2,0:41.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by N. Bjelica),68,69
204,2,0:34.0,K. Durant makes 2-pt layup from 7 ft,,70,69
205,2,0:34.0,Shooting foul by W. Cauley-Stein (drawn by K. Durant),,70,69
206,2,0:34.0,K. Durant misses free throw 1 of 1,,70,69
207,2,0:31.0,Offensive rebound by D. Green,,70,69
208,2,0:28.0,K. Durant misses 3-pt jump shot from 27 ft,,70,69
209,2,0:26.0,,Defensive rebound by W. Cauley-Stein,70,69
210,2,0:07.0,,D. Fox misses 2-pt jump shot from 16 ft,70,69
211,2,0:03.0,,Offensive rebound by N. Bjelica,70,69
212,2,0:03.0,,N. Bjelica misses 2-pt layup at rim,70,69
213,2,0:02.0,,Offensive rebound by B. Hield,70,69
214,2,0:01.0,,B. Hield misses 2-pt layup from 2 ft,70,69
215,2,0:01.0,,Offensive rebound by B. Hield,70,69
216,2,0:00.0,,B. Hield misses 2-pt layup from 9 ft,70,69
217,2,0:00.0,Defensive rebound by D. Green,,70,69
218,3,11:46.0,,W. Cauley-Stein makes 2-pt jump shot from 15 ft (assist by D. Fox),70,71
219,3,11:23.0,D. Green misses 3-pt jump shot from 25 ft,,70,71
220,3,11:19.0,,Defensive rebound by W. Cauley-Stein,70,71
221,3,11:07.0,,B. Hield misses 3-pt jump shot from 25 ft,70,71
222,3,11:03.0,Defensive rebound by D. Green,,70,71
223,3,10:56.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Looney),,73,71
224,3,10:43.0,,D. Fox misses 3-pt jump shot from 25 ft,73,71
225,3,10:42.0,Defensive rebound by Team,,73,71
226,3,10:31.0,K. Durant misses 2-pt jump shot from 16 ft,,73,71
227,3,10:30.0,Offensive rebound by K. Looney,,73,71
228,3,10:30.0,K. Looney makes 2-pt dunk at rim,,75,71
229,3,10:30.0,Shooting foul by W. Cauley-Stein (drawn by K. Looney),,75,71
230,3,10:30.0,K. Looney makes free throw 1 of 1,,76,71
231,3,10:06.0,,B. Bogdanović misses 2-pt layup from 7 ft,76,71
232,3,10:04.0,,Offensive rebound by W. Cauley-Stein,76,71
233,3,10:03.0,,W. Cauley-Stein misses 2-pt layup from 3 ft,76,71
234,3,9:59.0,,Offensive rebound by N. Bjelica,76,71
235,3,9:59.0,,N. Bjelica misses 2-pt layup from 1 ft,76,71
236,3,9:58.0,Defensive rebound by K. Durant,,76,71
237,3,9:56.0,K. Durant makes 2-pt jump shot from 6 ft,,78,71
238,3,9:42.0,,B. Hield misses 2-pt jump shot from 14 ft,78,71
239,3,9:42.0,Defensive rebound by K. Looney,,78,71
240,3,9:33.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),,81,71
241,3,9:32.0,,Sacramento full timeout,81,71
242,3,9:22.0,,Turnover by D. Fox (bad pass; steal by S. Curry),81,71
243,3,9:19.0,S. Curry misses 3-pt jump shot from 26 ft,,81,71
244,3,9:15.0,,Defensive rebound by N. Bjelica,81,71
245,3,8:57.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft,81,71
246,3,8:56.0,Defensive rebound by K. Thompson,,81,71
247,3,8:51.0,Turnover by S. Curry (lost ball; steal by B. Bogdanović),,81,71
248,3,8:45.0,,D. Fox makes 2-pt layup from 1 ft (assist by B. Bogdanović),81,73
249,3,8:33.0,Personal foul by B. Hield (drawn by K. Thompson),,81,73
250,3,8:19.0,K. Durant misses 3-pt jump shot from 22 ft,,81,73
251,3,8:15.0,,Defensive rebound by N. Bjelica,81,73
252,3,8:07.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),81,76
253,3,7:54.0,D. Green makes 2-pt layup from 1 ft (assist by K. Thompson),,83,76
254,3,7:33.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),83,78
255,3,7:19.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),,86,78
256,3,7:02.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,86,78
257,3,7:00.0,,Offensive rebound by B. Hield,86,78
258,3,6:58.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by W. Cauley-Stein),86,81
259,3,6:42.0,Turnover by K. Durant (lost ball; steal by W. Cauley-Stein),,86,81
260,3,6:36.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),86,84
261,3,6:34.0,Golden State full timeout,,86,84
262,3,6:34.0,,J. Jackson enters the game for B. Bogdanović,86,84
263,3,6:16.0,S. Curry misses 3-pt jump shot from 25 ft,,86,84
264,3,6:15.0,,Defensive rebound by Team,86,84
265,3,6:05.0,,D. Fox misses 2-pt jump shot from 7 ft,86,84
266,3,6:02.0,Defensive rebound by K. Durant,,86,84
267,3,5:58.0,K. Durant misses 2-pt jump shot from 8 ft,,86,84
268,3,5:58.0,Offensive rebound by Team,,86,84
269,3,5:58.0,,Loose ball foul by N. Bjelica (drawn by D. Green),86,84
270,3,5:47.0,K. Thompson misses 3-pt jump shot from 25 ft,,86,84
271,3,5:44.0,,Defensive rebound by B. Hield,86,84
272,3,5:44.0,,Personal take foul by S. Curry (drawn by B. Hield),86,84
273,3,5:26.0,,B. Hield misses 2-pt jump shot from 17 ft,86,84
274,3,5:23.0,,Offensive rebound by W. Cauley-Stein,86,84
275,3,5:22.0,,W. Cauley-Stein misses 2-pt layup from 2 ft (block by D. Green),86,84
276,3,5:20.0,Defensive rebound by D. Green,,86,84
277,3,5:08.0,Turnover by S. Curry (bad pass; steal by D. Fox),,86,84
278,3,5:03.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),86,86
279,3,4:48.0,S. Curry misses 3-pt jump shot from 24 ft,,86,86
280,3,4:46.0,,Defensive rebound by W. Cauley-Stein,86,86
281,3,4:39.0,,N. Bjelica makes 2-pt layup from 2 ft (assist by D. Fox),86,88
282,3,4:39.0,Golden State full timeout,,86,88
283,3,4:39.0,J. Bell enters the game for D. Green,,86,88
284,3,4:39.0,A. Iguodala enters the game for K. Looney,,86,88
285,3,4:27.0,K. Durant makes 2-pt jump shot from 16 ft,,88,88
286,3,4:09.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by W. Cauley-Stein),88,91
287,3,3:48.0,K. Thompson misses 3-pt jump shot from 25 ft,,88,91
288,3,3:46.0,Offensive rebound by Team,,88,91
289,3,3:46.0,Q. Cook enters the game for S. Curry,,88,91
290,3,3:46.0,,B. Bogdanović enters the game for N. Bjelica,88,91
291,3,3:46.0,,Y. Ferrell enters the game for D. Fox,88,91
292,3,3:34.0,Shooting foul by B. Bogdanović (drawn by K. Durant),,88,91
293,3,3:34.0,K. Durant makes free throw 1 of 2,,89,91
294,3,3:34.0,K. Durant makes free throw 2 of 2,,90,91
295,3,3:13.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),90,94
296,3,2:48.0,A. Iguodala misses 3-pt jump shot from 25 ft,,90,94
297,3,2:47.0,Offensive rebound by Team,,90,94
298,3,2:47.0,Turnover by Team (shot clock),,90,94
299,3,2:47.0,,H. Giles enters the game for W. Cauley-Stein,90,94
300,3,2:26.0,,B. Hield makes 2-pt jump shot from 22 ft (assist by J. Jackson),90,96
301,3,2:16.0,Turnover by A. Iguodala (bad pass; steal by B. Bogdanović),,90,96
302,3,2:12.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),90,99
303,3,1:50.0,Shooting foul by J. Jackson (drawn by K. Durant),,90,99
304,3,1:50.0,K. Durant makes free throw 1 of 2,,91,99
305,3,1:50.0,J. Jerebko enters the game for K. Thompson,,91,99
306,3,1:50.0,K. Durant makes free throw 2 of 2,,92,99
307,3,1:35.0,,B. Bogdanović makes 2-pt layup from 3 ft,92,101
308,3,1:25.0,K. Durant misses 3-pt jump shot from 25 ft,,92,101
309,3,1:21.0,,Defensive rebound by B. Bogdanović,92,101
310,3,1:14.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by A. Iguodala),92,101
311,3,1:11.0,Defensive rebound by A. Iguodala,,92,101
312,3,1:08.0,Q. Cook misses 3-pt jump shot from 23 ft,,92,101
313,3,1:04.0,,Defensive rebound by H. Giles,92,101
314,3,0:42.0,,B. Bogdanović misses 2-pt jump shot from 24 ft (block by K. Durant),92,101
315,3,0:39.0,Defensive rebound by A. Iguodala,,92,101
316,3,0:36.0,A. Iguodala misses 2-pt layup from 2 ft,,92,101
317,3,0:32.0,Offensive rebound by J. Jerebko,,92,101
318,3,0:32.0,J. Jerebko makes 2-pt dunk at rim,,94,101
319,3,0:32.0,,Personal foul by K. Durant (drawn by B. Bogdanović),94,101
320,3,0:22.0,,H. Giles makes 2-pt dunk from 1 ft,94,103
321,3,0:03.0,K. Durant makes 2-pt jump shot from 3 ft,,96,103
322,3,0:00.0,,B. Bogdanović misses 3-pt jump shot from 38 ft,96,103
323,3,0:00.0,,Offensive rebound by Team,96,103
324,4,11:48.0,S. Curry makes 3-pt jump shot from 25 ft,,99,103
325,4,11:34.0,,Turnover by J. Jackson (lost ball; steal by J. Jerebko),99,103
326,4,11:18.0,S. Curry misses 3-pt jump shot from 26 ft,,99,103
327,4,11:17.0,,Defensive rebound by Team,99,103
328,4,11:17.0,Loose ball foul by J. Jerebko (drawn by J. Jackson),,99,103
329,4,11:01.0,,Personal foul by D. Green (drawn by H. Giles),99,103
330,4,10:55.0,,Turnover by Y. Ferrell (traveling),99,103
331,4,10:43.0,J. Jerebko misses 3-pt jump shot from 22 ft,,99,103
332,4,10:40.0,,Defensive rebound by B. Bogdanović,99,103
333,4,10:36.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,99,103
334,4,10:34.0,Defensive rebound by D. Green,,99,103
335,4,10:20.0,K. Thompson misses 2-pt layup from 2 ft,,99,103
336,4,10:17.0,Offensive rebound by J. Jerebko,,99,103
337,4,10:17.0,J. Jerebko misses 2-pt layup at rim,,99,103
338,4,10:16.0,Offensive rebound by K. Thompson,,99,103
339,4,10:15.0,K. Thompson misses 2-pt layup from 1 ft,,99,103
340,4,10:13.0,Offensive rebound by J. Jerebko,,99,103
341,4,10:13.0,J. Jerebko misses 2-pt layup at rim,,99,103
342,4,10:12.0,,Defensive rebound by J. Jackson,99,103
343,4,10:07.0,,B. McLemore makes 2-pt jump shot from 20 ft (assist by Y. Ferrell),99,105
344,4,9:50.0,S. Curry misses 3-pt jump shot from 24 ft,,99,105
345,4,9:47.0,,Defensive rebound by B. Bogdanović,99,105
346,4,9:42.0,,B. Bogdanović misses 2-pt layup from 3 ft,99,105
347,4,9:40.0,Defensive rebound by S. Curry,,99,105
348,4,9:40.0,Personal take foul by B. McLemore (drawn by S. Curry),,99,105
349,4,9:40.0,,N. Bjelica enters the game for Y. Ferrell,99,105
350,4,9:40.0,,D. Fox enters the game for H. Giles,99,105
351,4,9:35.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,101,105
352,4,9:32.0,,D. Fox misses 2-pt jump shot from 12 ft,101,105
353,4,9:17.0,Defensive rebound by J. Jerebko,,101,105
354,4,9:09.0,Shooting foul by B. McLemore (drawn by K. Thompson),,101,105
355,4,9:09.0,K. Thompson misses free throw 1 of 2,,101,105
356,4,9:09.0,Offensive rebound by Team,,101,105
357,4,9:09.0,A. McKinnie enters the game for A. Iguodala,,101,105
358,4,9:09.0,K. Thompson makes free throw 2 of 2,,102,105
359,4,8:54.0,,B. McLemore misses 3-pt jump shot from 23 ft,102,105
360,4,8:51.0,Defensive rebound by J. Jerebko,,102,105
361,4,8:43.0,Turnover by A. McKinnie (lost ball; steal by D. Fox),,102,105
362,4,8:39.0,,Offensive foul by N. Bjelica (drawn by S. Curry),102,105
363,4,8:39.0,,Turnover by N. Bjelica (offensive foul),102,105
364,4,8:24.0,J. Jerebko misses 3-pt jump shot from 25 ft,,102,105
365,4,8:20.0,,Defensive rebound by B. Bogdanović,102,105
366,4,8:02.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,102,105
367,4,7:59.0,Defensive rebound by J. Jerebko,,102,105
368,4,7:53.0,S. Curry makes 3-pt jump shot from 27 ft,,105,105
369,4,7:52.0,,Sacramento full timeout,105,105
370,4,7:52.0,K. Durant enters the game for J. Jerebko,,105,105
371,4,7:52.0,K. Looney enters the game for K. Thompson,,105,105
372,4,7:52.0,,W. Cauley-Stein enters the game for N. Bjelica,105,105
373,4,7:35.0,,Turnover by B. McLemore (traveling),105,105
374,4,7:22.0,K. Durant makes 3-pt jump shot from 26 ft (assist by K. Looney),,108,105
