,QUARTER,TIME_REMAINING,DENVER_ACTION,SAN ANTONIO_ACTION,DENVER_SCORE,SAN ANTONIO_SCORE
0,1,11:38.0,,D. White makes 2-pt layup from 5 ft (assist by L. Aldridge),0,2
1,1,11:13.0,G. Harris misses 3-pt jump shot from 27 ft,,0,2
2,1,11:10.0,,Defensive rebound by L. Aldridge,0,2
3,1,11:04.0,,D. DeRozan makes 2-pt jump shot from 9 ft,0,4
4,1,10:41.0,P. Millsap makes 2-pt jump shot from 14 ft (assist by G. Harris),,2,4
5,1,10:23.0,,L. Aldridge misses 2-pt jump shot from 18 ft,2,4
6,1,10:19.0,,Offensive rebound by J. Poeltl,2,4
7,1,10:17.0,,D. White misses 3-pt jump shot from 26 ft,2,4
8,1,10:14.0,Defensive rebound by N. Jokić,,2,4
9,1,10:05.0,N. Jokić misses 2-pt jump shot from 15 ft,,2,4
10,1,10:02.0,,Defensive rebound by L. Aldridge,2,4
11,1,9:53.0,,D. DeRozan misses 2-pt layup from 8 ft,2,4
12,1,9:51.0,,Offensive rebound by J. Poeltl,2,4
13,1,9:50.0,,D. White makes 2-pt layup from 4 ft (assist by J. Poeltl),2,6
14,1,9:29.0,Shooting foul by J. Poeltl (drawn by N. Jokić),,2,6
15,1,9:29.0,N. Jokić misses free throw 1 of 2,,2,6
16,1,9:29.0,Offensive rebound by Team,,2,6
17,1,9:29.0,N. Jokić makes free throw 2 of 2,,3,6
18,1,9:14.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. DeRozan),3,8
19,1,9:02.0,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),,6,8
20,1,8:43.0,,D. DeRozan misses 2-pt layup from 4 ft,6,8
21,1,8:40.0,,Offensive rebound by L. Aldridge,6,8
22,1,8:40.0,,L. Aldridge misses 2-pt layup from 1 ft,6,8
23,1,8:39.0,Defensive rebound by N. Jokić,,6,8
24,1,8:31.0,P. Millsap makes 2-pt jump shot from 6 ft,,8,8
25,1,8:16.0,,B. Forbes makes 3-pt jump shot from 27 ft (assist by L. Aldridge),8,11
26,1,7:52.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by N. Jokić),,11,11
