,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
36,1,7:50.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),15,17
37,1,7:50.0,,Shooting foul by B. Marjanović (drawn by J. Collins),15,17
38,1,7:50.0,,J. Collins makes free throw 1 of 1,15,18
39,1,7:29.0,B. Marjanović makes 2-pt jump shot from 13 ft (assist by B. Simmons),,17,18
40,1,7:27.0,,T. Young makes 2-pt jump shot from 13 ft,17,20
41,1,6:57.0,B. Simmons misses 2-pt layup from 2 ft (block by J. Collins),,17,20
42,1,6:54.0,Offensive rebound by B. Simmons,,17,20
43,1,6:52.0,B. Simmons misses 2-pt layup from 3 ft,,17,20
44,1,6:52.0,Offensive rebound by B. Marjanović,,17,20
45,1,6:49.0,B. Marjanović makes 2-pt dunk from 1 ft,,19,20
46,1,6:33.0,,J. Collins misses 2-pt jump shot from 18 ft,19,20
47,1,6:29.0,Defensive rebound by B. Simmons,,19,20
48,1,6:24.0,B. Simmons misses 2-pt layup from 2 ft,,19,20
49,1,6:21.0,,Defensive rebound by D. Davis,19,20
50,1,6:18.0,,K. Huerter misses 3-pt jump shot from 26 ft,19,20
51,1,6:15.0,Defensive rebound by B. Simmons,,19,20
52,1,6:09.0,B. Marjanović makes 2-pt layup from 1 ft (assist by B. Simmons),,21,20
53,1,6:02.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by D. Davis),21,23
54,1,6:02.0,Philadelphia full timeout,,21,23
55,1,6:02.0,T. McConnell enters the game for J. Redick,,21,23
56,1,6:02.0,M. Scott enters the game for B. Simmons,,21,23
57,1,5:48.0,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Marjanović),,24,23
58,1,5:28.0,,J. Collins misses 2-pt jump shot from 16 ft,24,23
59,1,5:23.0,Defensive rebound by J. Butler,,24,23
60,1,5:16.0,M. Scott misses 3-pt jump shot from 25 ft,,24,23
61,1,5:11.0,,Defensive rebound by D. Davis,24,23
62,1,5:05.0,,K. Huerter makes 2-pt jump shot from 15 ft (assist by D. Davis),24,25
63,1,4:46.0,T. Harris makes 2-pt dunk from 1 ft (assist by B. Marjanović),,26,25
64,1,4:31.0,,T. Young makes 2-pt layup from 1 ft,26,27
65,1,4:14.0,J. Butler misses 2-pt layup from 3 ft,,26,27
66,1,4:11.0,Offensive rebound by B. Marjanović,,26,27
67,1,4:11.0,B. Marjanović makes 2-pt layup from 1 ft,,28,27
68,1,4:05.0,,K. Huerter makes 2-pt layup from 1 ft (assist by T. Young),28,29
69,1,3:47.0,J. Butler misses 2-pt jump shot from 2 ft,,28,29
70,1,3:43.0,,Defensive rebound by J. Collins,28,29
71,1,3:41.0,,Shooting foul by T. Harris (drawn by T. Young),28,29
72,1,3:41.0,,T. Young makes free throw 1 of 2,28,30
73,1,3:41.0,,K. Bazemore enters the game for D. Davis,28,30
74,1,3:41.0,,A. Len enters the game for T. Prince,28,30
75,1,3:41.0,,T. Young makes free throw 2 of 2,28,31
76,1,3:21.0,J. Butler makes 2-pt layup from 1 ft,,30,31
77,1,3:11.0,,A. Len misses 3-pt jump shot from 26 ft,30,31
78,1,3:07.0,Defensive rebound by T. McConnell,,30,31
79,1,3:01.0,B. Marjanović misses 2-pt hook shot from 8 ft,,30,31
80,1,2:56.0,Offensive rebound by T. Harris,,30,31
81,1,2:56.0,T. Harris makes 2-pt layup at rim,,32,31
82,1,2:49.0,,K. Bazemore makes 2-pt jump shot from 14 ft (assist by T. Young),32,33
83,1,2:29.0,T. McConnell makes 2-pt jump shot from 17 ft (assist by B. Marjanović),,34,33
84,1,2:16.0,,Shooting foul by M. Scott (drawn by J. Collins),34,33
85,1,2:16.0,,Atlanta full timeout,34,33
86,1,2:16.0,J. Bolden enters the game for J. Butler,,34,33
87,1,2:16.0,J. Ennis enters the game for T. Harris,,34,33
88,1,2:16.0,J. Redick enters the game for B. Marjanović,,34,33
89,1,2:16.0,B. Simmons enters the game for T. McConnell,,34,33
90,1,2:16.0,,J. Adams enters the game for K. Huerter,34,33
91,1,2:16.0,,D. Bembry enters the game for T. Young,34,33
92,1,2:16.0,,J. Collins makes free throw 1 of 2,34,34
93,1,2:16.0,,J. Collins makes free throw 2 of 2,34,35
94,1,2:05.0,B. Simmons misses 2-pt layup from 1 ft,,34,35
95,1,2:04.0,Offensive rebound by J. Bolden,,34,35
96,1,2:04.0,Personal foul by J. Adams (drawn by J. Bolden),,34,35
97,1,2:04.0,,J. Anderson enters the game for J. Collins,34,35
98,1,1:58.0,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Ennis),,36,35
99,1,1:47.0,,Shooting foul by M. Scott (drawn by A. Len),36,35
100,1,1:47.0,,A. Len makes free throw 1 of 2,36,36
101,1,1:47.0,,A. Len misses free throw 2 of 2,36,36
102,1,1:44.0,Defensive rebound by M. Scott,,36,36
103,1,1:33.0,J. Redick makes 2-pt jump shot from 9 ft (assist by J. Ennis),,38,36
104,1,1:20.0,,D. Bembry makes 2-pt layup from 3 ft,38,38
105,1,1:20.0,,Shooting foul by B. Simmons (drawn by D. Bembry),38,38
106,1,1:20.0,,D. Bembry makes free throw 1 of 1,38,39
107,1,1:11.0,Personal foul by D. Bembry (drawn by B. Simmons),,38,39
108,1,1:11.0,B. Simmons misses free throw 1 of 2,,38,39
109,1,1:11.0,Offensive rebound by Team,,38,39
110,1,1:11.0,B. Simmons misses free throw 2 of 2,,38,39
111,1,1:08.0,Offensive rebound by M. Scott,,38,39
112,1,0:59.0,Turnover by J. Bolden (bad pass),,38,39
113,1,0:48.0,,A. Len makes 3-pt jump shot from 25 ft (assist by D. Bembry),38,42
114,1,0:41.0,J. Redick misses 2-pt jump shot from 23 ft,,38,42
115,1,0:38.0,,Defensive rebound by A. Len,38,42
116,1,0:25.0,,Turnover by K. Bazemore (bad pass; steal by B. Simmons),38,42
117,1,0:21.0,J. Ennis misses 2-pt layup from 1 ft,,38,42
118,1,0:18.0,Offensive rebound by B. Simmons,,38,42
119,1,0:09.0,M. Scott misses 2-pt jump shot from 21 ft,,38,42
120,1,0:06.0,,Defensive rebound by A. Len,38,42
121,1,0:01.0,,J. Adams misses 2-pt jump shot from 11 ft,38,42
122,1,0:00.0,,Offensive rebound by Team,38,42
123,2,11:40.0,Violation by Team (kicked ball),,38,42
124,2,11:36.0,,Shooting foul by T. Harris (drawn by J. Anderson),38,42
125,2,11:36.0,,J. Anderson misses free throw 1 of 3,38,42
126,2,11:36.0,,Offensive rebound by Team,38,42
127,2,11:36.0,,J. Anderson makes free throw 2 of 3,38,43
128,2,11:36.0,,J. Anderson makes free throw 3 of 3,38,44
129,2,11:20.0,J. Ennis makes 3-pt jump shot from 22 ft (assist by J. Redick),,41,44
130,2,11:05.0,,K. Bazemore makes 2-pt layup from 1 ft,41,46
131,2,11:01.0,Offensive foul by J. Ennis (drawn by J. Anderson),,41,46
132,2,11:01.0,Turnover by J. Ennis (offensive foul),,41,46
133,2,10:38.0,,D. Bembry makes 2-pt layup from 8 ft,41,48
134,2,10:28.0,B. Simmons misses 2-pt layup from 1 ft (block by J. Anderson),,41,48
135,2,10:24.0,,Defensive rebound by D. Bembry,41,48
136,2,10:22.0,,J. Adams makes 2-pt layup from 1 ft (assist by D. Bembry),41,50
137,2,10:22.0,Philadelphia full timeout,,41,50
138,2,10:06.0,T. Harris makes 3-pt jump shot from 25 ft (assist by J. Bolden),,44,50
139,2,9:47.0,,D. Bembry misses 2-pt layup from 1 ft (block by J. Ennis),44,50
140,2,9:46.0,Defensive rebound by Team,,44,50
141,2,9:32.0,Shooting foul by I. Humphries (drawn by J. Redick),,44,50
142,2,9:32.0,Offensive rebound by Team,,44,50
143,2,9:32.0,J. Redick misses free throw 1 of 3,,44,50
144,2,9:32.0,J. Redick makes free throw 2 of 3,,45,50
145,2,9:32.0,J. Redick misses free throw 3 of 3,,45,50
146,2,9:29.0,,Defensive rebound by J. Anderson,45,50
147,2,9:08.0,,I. Humphries misses 2-pt dunk from 2 ft (block by B. Simmons),45,50
148,2,9:02.0,Defensive rebound by B. Simmons,,45,50
149,2,9:00.0,B. Simmons misses 2-pt layup from 3 ft,,45,50
150,2,8:59.0,Offensive rebound by J. Bolden,,45,50
151,2,8:59.0,J. Bolden makes 2-pt layup at rim,,47,50
152,2,8:54.0,Violation by Team (delay of game),,47,50
153,2,8:41.0,,Turnover by D. Bembry (lost ball; steal by B. Simmons),47,50
154,2,8:40.0,Shooting foul by K. Bazemore (drawn by T. Harris),,47,50
155,2,8:40.0,T. Harris makes free throw 1 of 2,,48,50
156,2,8:40.0,,J. Collins enters the game for I. Humphries,48,50
157,2,8:40.0,T. Harris makes free throw 2 of 2,,49,50
158,2,8:25.0,,D. Bembry makes 3-pt jump shot from 25 ft (assist by J. Adams),49,53
159,2,8:11.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,52,53
160,2,7:56.0,,D. Bembry misses 3-pt jump shot from 26 ft,52,53
161,2,7:54.0,Defensive rebound by J. Redick,,52,53
162,2,7:49.0,Turnover by B. Simmons (lost ball; steal by K. Bazemore),,52,53
163,2,7:43.0,,J. Anderson makes 2-pt dunk from 1 ft (assist by K. Bazemore),52,55
164,2,7:28.0,T. Harris misses 2-pt layup from 3 ft,,52,55
165,2,7:28.0,Offensive rebound by J. Bolden,,52,55
166,2,7:26.0,J. Bolden makes 2-pt dunk at rim,,54,55
167,2,7:26.0,,Atlanta full timeout,54,55
168,2,7:26.0,J. Butler enters the game for J. Ennis,,54,55
169,2,7:26.0,T. McConnell enters the game for J. Redick,,54,55
170,2,7:26.0,M. Scott enters the game for B. Simmons,,54,55
171,2,7:26.0,,A. Len enters the game for J. Anderson,54,55
172,2,7:26.0,,T. Prince enters the game for D. Bembry,54,55
173,2,7:10.0,,J. Collins misses 2-pt layup from 1 ft (block by J. Bolden),54,55
174,2,7:09.0,,Offensive rebound by J. Collins,54,55
175,2,7:09.0,,Shooting foul by J. Bolden (drawn by J. Collins),54,55
176,2,7:09.0,,J. Collins misses free throw 1 of 2,54,55
177,2,7:09.0,,Offensive rebound by Team,54,55
178,2,7:09.0,,K. Huerter enters the game for J. Adams,54,55
179,2,7:09.0,,T. Young enters the game for K. Bazemore,54,55
180,2,7:09.0,,J. Collins makes free throw 2 of 2,54,56
181,2,7:00.0,Personal foul by K. Huerter (drawn by J. Butler),,54,56
182,2,7:00.0,B. Marjanović enters the game for J. Bolden,,54,56
183,2,6:46.0,M. Scott misses 3-pt jump shot from 23 ft,,54,56
184,2,6:44.0,,Defensive rebound by T. Young,54,56
185,2,6:38.0,,J. Collins makes 2-pt layup at rim (assist by T. Young),54,58
186,2,6:23.0,T. Harris misses 2-pt jump shot from 10 ft,,54,58
187,2,6:20.0,,Defensive rebound by T. Prince,54,58
188,2,6:15.0,,T. Young misses 3-pt jump shot from 25 ft,54,58
189,2,6:15.0,Defensive rebound by B. Marjanović,,54,58
190,2,6:04.0,T. McConnell makes 2-pt jump shot from 10 ft,,56,58
191,2,5:38.0,,Offensive foul by A. Len (drawn by T. McConnell),56,58
192,2,5:38.0,,Turnover by A. Len (offensive foul),56,58
193,2,5:38.0,,D. Davis enters the game for A. Len,56,58
194,2,5:21.0,Shooting foul by K. Huerter (drawn by J. Butler),,56,58
195,2,5:21.0,J. Butler makes free throw 1 of 2,,57,58
196,2,5:21.0,J. Butler makes free throw 2 of 2,,58,58
197,2,5:07.0,,K. Huerter misses 2-pt jump shot from 14 ft,58,58
198,2,5:04.0,Defensive rebound by J. Butler,,58,58
199,2,4:57.0,M. Scott misses 3-pt jump shot from 22 ft,,58,58
200,2,4:53.0,,Defensive rebound by K. Huerter,58,58
201,2,4:47.0,,T. Prince misses 3-pt jump shot from 24 ft,58,58
202,2,4:44.0,Defensive rebound by B. Marjanović,,58,58
203,2,4:38.0,Offensive foul by B. Marjanović (drawn by T. Prince),,58,58
204,2,4:38.0,Turnover by B. Marjanović (offensive foul),,58,58
205,2,4:28.0,,J. Collins misses 2-pt jump shot from 10 ft,58,58
206,2,4:25.0,Defensive rebound by T. Harris,,58,58
207,2,4:19.0,T. McConnell misses 2-pt jump shot from 12 ft,,58,58
208,2,4:14.0,,Defensive rebound by T. Prince,58,58
209,2,4:07.0,,T. Young misses 2-pt layup from 8 ft,58,58
210,2,4:04.0,Defensive rebound by T. McConnell,,58,58
211,2,4:01.0,J. Butler makes 2-pt dunk from 1 ft (assist by T. McConnell),,60,58
212,2,4:00.0,,Atlanta full timeout,60,58
213,2,4:00.0,J. Redick enters the game for T. Harris,,60,58
214,2,4:00.0,B. Simmons enters the game for T. McConnell,,60,58
215,2,3:53.0,,K. Huerter misses 2-pt jump shot from 8 ft,60,58
216,2,3:48.0,,Offensive rebound by K. Huerter,60,58
217,2,3:47.0,,K. Huerter misses 2-pt layup from 2 ft,60,58
218,2,3:47.0,,Offensive rebound by K. Huerter,60,58
219,2,3:46.0,,K. Huerter misses 2-pt jump shot at rim,60,58
220,2,3:45.0,Defensive rebound by B. Marjanović,,60,58
221,2,3:39.0,J. Butler makes 3-pt jump shot from 23 ft,,63,58
222,2,3:28.0,,J. Collins misses 3-pt jump shot from 26 ft,63,58
223,2,3:24.0,Defensive rebound by B. Simmons,,63,58
224,2,3:07.0,M. Scott makes 2-pt jump shot from 13 ft,,65,58
225,2,2:53.0,,T. Prince misses 3-pt jump shot from 24 ft,65,58
226,2,2:50.0,,Offensive rebound by D. Davis,65,58
227,2,2:46.0,,Shooting foul by B. Simmons (drawn by T. Prince),65,58
228,2,2:46.0,,T. Prince makes free throw 1 of 2,65,59
229,2,2:46.0,,T. Prince makes free throw 2 of 2,65,60
230,2,2:38.0,Personal foul by J. Collins (drawn by J. Butler),,65,60
231,2,2:38.0,J. Butler misses free throw 1 of 2,,65,60
232,2,2:38.0,Offensive rebound by Team,,65,60
233,2,2:38.0,J. Butler makes free throw 2 of 2,,66,60
234,2,2:20.0,,T. Prince makes 2-pt layup from 2 ft (assist by K. Huerter),66,62
235,2,2:20.0,,Shooting foul by B. Simmons (drawn by T. Prince),66,62
236,2,2:20.0,T. McConnell enters the game for B. Simmons,,66,62
237,2,2:20.0,,T. Prince misses free throw 1 of 1,66,62
238,2,2:18.0,Defensive rebound by B. Marjanović,,66,62
239,2,2:06.0,J. Redick makes 2-pt layup from 2 ft (assist by B. Marjanović),,68,62
240,2,1:44.0,,T. Prince misses 3-pt jump shot from 23 ft,68,62
241,2,1:41.0,,Offensive rebound by T. Young,68,62
242,2,1:39.0,,T. Young makes 2-pt jump shot from 19 ft,68,64
243,2,1:21.0,J. Redick misses 2-pt jump shot from 19 ft,,68,64
244,2,1:16.0,,Defensive rebound by K. Huerter,68,64
245,2,1:10.0,,K. Huerter makes 3-pt jump shot from 28 ft (assist by T. Young),68,67
246,2,0:45.0,Turnover by T. McConnell (bad pass; steal by J. Collins),,68,67
247,2,0:41.0,,T. Young makes 3-pt jump shot from 29 ft,68,70
248,2,0:40.0,Philadelphia full timeout,,68,70
249,2,0:40.0,J. Bolden enters the game for B. Marjanović,,68,70
250,2,0:29.0,J. Redick misses 3-pt jump shot from 25 ft,,68,70
251,2,0:25.0,Offensive rebound by J. Bolden,,68,70
252,2,0:12.0,J. Redick misses 3-pt jump shot from 23 ft,,68,70
253,2,0:09.0,,Defensive rebound by T. Young,68,70
254,2,0:06.0,,T. Young makes 2-pt layup from 1 ft,68,72
255,3,11:48.0,,A. Len misses 3-pt jump shot from 25 ft,68,72
256,3,11:45.0,Defensive rebound by J. Butler,,68,72
257,3,11:33.0,J. Bolden misses 3-pt jump shot from 24 ft,,68,72
258,3,11:30.0,Offensive rebound by J. Bolden,,68,72
259,3,11:28.0,J. Bolden makes 2-pt jump shot from 1 ft,,70,72
260,3,11:15.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),70,74
261,3,11:06.0,J. Bolden makes 2-pt dunk at rim (assist by B. Simmons),,72,74
262,3,10:49.0,,T. Prince misses 3-pt jump shot from 23 ft,72,74
263,3,10:46.0,Defensive rebound by J. Butler,,72,74
264,3,10:34.0,Shooting foul by A. Len (drawn by J. Butler),,72,74
265,3,10:34.0,J. Butler makes free throw 1 of 2,,73,74
266,3,10:34.0,J. Butler misses free throw 2 of 2,,73,74
267,3,10:31.0,,Defensive rebound by T. Prince,73,74
268,3,10:16.0,,Turnover by J. Collins (lost ball; steal by J. Bolden),73,74
269,3,10:11.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Butler),,76,74
270,3,9:59.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),76,76
271,3,9:45.0,J. Redick misses 3-pt jump shot from 25 ft,,76,76
272,3,9:43.0,,Defensive rebound by A. Len,76,76
273,3,9:27.0,,Turnover by J. Collins (lost ball; steal by J. Butler),76,76
274,3,9:22.0,B. Simmons makes 2-pt layup from 1 ft (assist by T. Harris),,78,76
275,3,9:22.0,,Atlanta full timeout,78,76
276,3,9:08.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),78,78
277,3,8:57.0,B. Simmons misses 2-pt jump shot from 7 ft,,78,78
278,3,8:54.0,,Defensive rebound by J. Collins,78,78
279,3,8:50.0,,T. Young makes 2-pt layup from 2 ft,78,80
280,3,8:50.0,,Shooting foul by T. Harris (drawn by T. Young),78,80
281,3,8:50.0,,J. Anderson enters the game for A. Len,78,80
282,3,8:50.0,,T. Young makes free throw 1 of 1,78,81
283,3,8:34.0,J. Butler misses 3-pt jump shot from 25 ft,,78,81
284,3,8:30.0,,Defensive rebound by J. Collins,78,81
285,3,8:27.0,,J. Anderson misses 3-pt jump shot from 23 ft,78,81
286,3,8:23.0,Defensive rebound by B. Simmons,,78,81
287,3,8:19.0,J. Redick misses 3-pt jump shot from 25 ft,,78,81
288,3,8:12.0,Offensive rebound by B. Simmons,,78,81
289,3,8:08.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,81,81
290,3,7:51.0,,J. Collins misses 3-pt jump shot from 24 ft,81,81
291,3,7:48.0,Defensive rebound by J. Bolden,,81,81
292,3,7:43.0,B. Simmons misses 2-pt dunk from 1 ft,,81,81
293,3,7:40.0,Offensive rebound by J. Bolden,,81,81
294,3,7:29.0,J. Butler makes 2-pt layup at rim,,83,81
295,3,7:11.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Prince),83,83
296,3,6:59.0,Personal foul by T. Young (drawn by J. Redick),,83,83
297,3,6:59.0,T. McConnell enters the game for J. Redick,,83,83
298,3,6:59.0,M. Scott enters the game for B. Simmons,,83,83
299,3,6:59.0,,K. Bazemore enters the game for K. Huerter,83,83
300,3,6:48.0,Shooting foul by K. Bazemore (drawn by J. Butler),,83,83
301,3,6:48.0,J. Butler makes free throw 1 of 2,,84,83
302,3,6:48.0,J. Butler misses free throw 2 of 2,,84,83
303,3,6:46.0,,Defensive rebound by J. Anderson,84,83
304,3,6:38.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),84,85
305,3,6:38.0,Philadelphia full timeout,,84,85
306,3,6:38.0,,D. Bembry enters the game for T. Prince,84,85
307,3,6:18.0,T. McConnell makes 2-pt jump shot from 12 ft (assist by T. Harris),,86,85
308,3,6:05.0,,J. Collins makes 2-pt dunk from 14 ft (assist by T. Young),86,87
309,3,5:51.0,J. Bolden misses 3-pt jump shot from 25 ft,,86,87
310,3,5:49.0,Offensive rebound by T. McConnell,,86,87
311,3,5:45.0,J. Bolden makes 2-pt layup from 2 ft (assist by T. McConnell),,88,87
312,3,5:27.0,,T. Young makes 2-pt layup from 1 ft,88,89
313,3,5:15.0,Turnover by T. McConnell (step out of bounds),,88,89
314,3,5:01.0,,T. Young makes 2-pt jump shot from 12 ft (assist by J. Collins),88,91
315,3,4:39.0,Turnover by T. Harris (lost ball; steal by T. Young),,88,91
316,3,4:38.0,,Personal take foul by T. McConnell (drawn by T. Young),88,91
317,3,4:38.0,J. Ennis enters the game for T. Harris,,88,91
318,3,4:30.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Young),88,93
319,3,4:05.0,M. Scott misses 3-pt jump shot from 25 ft,,88,93
320,3,4:00.0,,Defensive rebound by T. Young,88,93
321,3,3:56.0,,K. Bazemore misses 3-pt jump shot from 24 ft,88,93
322,3,3:53.0,Defensive rebound by J. Bolden,,88,93
323,3,3:48.0,Offensive foul by J. Bolden (drawn by T. Young),,88,93
324,3,3:48.0,Turnover by J. Bolden (offensive foul),,88,93
325,3,3:48.0,B. Simmons enters the game for T. McConnell,,88,93
326,3,3:48.0,,J. Adams enters the game for J. Collins,88,93
327,3,3:48.0,,D. Davis enters the game for T. Young,88,93
328,3,3:33.0,,Turnover by J. Anderson (lost ball; steal by B. Simmons),88,93
329,3,3:29.0,J. Ennis misses 2-pt layup from 1 ft (block by J. Anderson),,88,93
330,3,3:25.0,Offensive rebound by J. Butler,,88,93
331,3,3:20.0,Personal foul by J. Anderson (drawn by B. Simmons),,88,93
332,3,3:20.0,B. Marjanović enters the game for J. Bolden,,88,93
333,3,3:20.0,J. Redick enters the game for J. Butler,,88,93
334,3,3:19.0,Turnover by J. Ennis (bad pass),,88,93
335,3,3:07.0,,J. Anderson misses 2-pt layup from 1 ft,88,93
336,3,3:04.0,Defensive rebound by J. Ennis,,88,93
337,3,2:50.0,J. Redick misses 2-pt jump shot from 21 ft,,88,93
338,3,2:45.0,,Defensive rebound by K. Bazemore,88,93
339,3,2:41.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by D. Bembry),88,96
340,3,2:19.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Redick),,90,96
341,3,2:05.0,,D. Bembry misses 3-pt jump shot from 23 ft,90,96
342,3,2:03.0,,Offensive rebound by J. Anderson,90,96
343,3,2:03.0,,Personal foul by M. Scott (drawn by J. Anderson),90,96
344,3,1:56.0,,J. Adams misses 2-pt jump shot from 13 ft (block by J. Ennis),90,96
345,3,1:53.0,,Offensive rebound by J. Adams,90,96
346,3,1:50.0,,J. Adams misses 3-pt jump shot from 24 ft,90,96
347,3,1:45.0,Defensive rebound by B. Simmons,,90,96
348,3,1:40.0,M. Scott makes 2-pt layup from 2 ft (assist by B. Simmons),,92,96
349,3,1:39.0,,Atlanta full timeout,92,96
350,3,1:39.0,,I. Humphries enters the game for J. Anderson,92,96
351,3,1:28.0,,Turnover by J. Adams (bad pass; steal by B. Marjanović),92,96
352,3,1:25.0,Shooting foul by K. Bazemore (drawn by B. Simmons),,92,96
353,3,1:25.0,B. Simmons misses free throw 1 of 2,,92,96
354,3,1:25.0,Offensive rebound by Team,,92,96
355,3,1:25.0,B. Simmons misses free throw 2 of 2,,92,96
356,3,1:22.0,,Defensive rebound by D. Bembry,92,96
357,3,1:11.0,,D. Bembry makes 2-pt jump shot from 2 ft,92,98
358,3,0:53.0,J. Redick misses 3-pt jump shot from 26 ft,,92,98
359,3,0:51.0,,Defensive rebound by D. Bembry,92,98
360,3,0:45.0,,D. Davis misses 2-pt layup from 2 ft,92,98
361,3,0:41.0,Defensive rebound by B. Simmons,,92,98
362,3,0:35.0,B. Marjanović misses 2-pt layup from 1 ft (block by D. Davis),,92,98
363,3,0:32.0,,Defensive rebound by D. Bembry,92,98
364,3,0:25.0,,I. Humphries misses 3-pt jump shot from 23 ft,92,98
365,3,0:21.0,Defensive rebound by B. Simmons,,92,98
366,3,0:17.0,J. Redick misses 3-pt jump shot from 24 ft,,92,98
367,3,0:17.0,Offensive rebound by J. Redick,,92,98
368,3,0:14.0,J. Redick makes 2-pt layup from 1 ft,,94,98
369,3,0:06.0,,Personal take foul by J. Ennis (drawn by J. Adams),94,98
370,4,11:53.0,M. Scott makes 2-pt layup from 1 ft (assist by B. Simmons),,96,98
371,4,11:47.0,,Personal take foul by J. Ennis (drawn by J. Adams),96,98
372,4,11:47.0,T. Harris enters the game for J. Ennis,,96,98
373,4,11:32.0,,T. Prince makes 2-pt layup from 1 ft (assist by K. Bazemore),96,100
374,4,11:10.0,J. Redick misses 2-pt jump shot from 16 ft,,96,100
375,4,11:05.0,,Defensive rebound by J. Adams,96,100
376,4,11:03.0,,Offensive foul by K. Bazemore (drawn by J. Redick),96,100
377,4,11:03.0,,Turnover by K. Bazemore (offensive foul),96,100
378,4,10:52.0,Turnover by B. Simmons (bad pass; steal by J. Adams),,96,100
379,4,10:46.0,,T. Prince misses 2-pt dunk from 1 ft,96,100
380,4,10:43.0,,Offensive rebound by K. Bazemore,96,100
381,4,10:40.0,,A. Len makes 3-pt jump shot from 25 ft (assist by D. Bembry),96,103
382,4,10:11.0,Turnover by T. Harris (lost ball; steal by D. Bembry),,96,103
383,4,10:07.0,,Shooting foul by B. Simmons (drawn by D. Bembry),96,103
384,4,10:07.0,,D. Bembry makes free throw 1 of 2,96,104
385,4,10:07.0,,D. Bembry makes free throw 2 of 2,96,105
386,4,10:07.0,T. Harris makes 2-pt jump shot from 17 ft (assist by A. Johnson),,98,105
