,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHICAGO_ACTION,PHILADELPHIA_SCORE,CHICAGO_SCORE
380,4,6:23.0,T. McConnell enters the game for B. Simmons,,98,82
381,4,6:23.0,T. Harris makes free throw 2 of 2,,99,82
382,4,6:07.0,,J. Sampson makes 2-pt jump shot from 5 ft,99,84
383,4,5:52.0,G. Monroe makes 2-pt hook shot from 4 ft,,101,84
384,4,5:29.0,,Shooting foul by J. Bolden (drawn by T. Luwawu-Cabarrot),101,84
385,4,5:29.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,101,85
386,4,5:29.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,101,86
387,4,5:09.0,Shooting foul by C. Felício (drawn by T. Harris),,101,86
388,4,5:09.0,T. Harris misses free throw 1 of 2,,101,86
389,4,5:09.0,Offensive rebound by Team,,101,86
390,4,5:09.0,T. Harris misses free throw 2 of 2,,101,86
391,4,5:08.0,,Defensive rebound by W. Lemon,101,86
392,4,5:08.0,,Personal take foul by T. McConnell (drawn by W. Lemon),101,86
393,4,5:08.0,Z. Smith enters the game for T. Harris,,101,86
394,4,4:47.0,,Turnover by W. Lemon (bad pass; steal by G. Monroe),101,86
395,4,4:36.0,T. McConnell misses 2-pt jump shot from 5 ft,,101,86
396,4,4:34.0,,Defensive rebound by T. Luwawu-Cabarrot,101,86
397,4,4:28.0,,W. Lemon misses 2-pt layup from 2 ft,101,86
398,4,4:26.0,Defensive rebound by J. Bolden,,101,86
399,4,4:14.0,G. Monroe makes 2-pt jump shot from 5 ft,,103,86
400,4,4:14.0,Shooting foul by J. Sampson (drawn by G. Monroe),,103,86
401,4,4:14.0,G. Monroe makes free throw 1 of 1,,104,86
402,4,4:14.0,,Chicago full timeout,104,86
403,4,4:04.0,,C. Felício makes 2-pt layup from 1 ft (assist by W. Lemon),104,88
404,4,3:44.0,J. Bolden makes 3-pt jump shot from 24 ft (assist by Z. Smith),,107,88
405,4,3:26.0,,W. Lemon misses 2-pt jump shot from 18 ft,107,88
406,4,3:21.0,Defensive rebound by T. McConnell,,107,88
407,4,3:16.0,T. McConnell makes 2-pt layup from 2 ft,,109,88
408,4,3:01.0,,C. Felício makes 2-pt dunk at rim (assist by W. Lemon),109,90
409,4,2:48.0,Z. Smith misses 3-pt jump shot from 26 ft,,109,90
410,4,2:46.0,Offensive rebound by G. Monroe,,109,90
411,4,2:43.0,G. Monroe makes 2-pt layup from 1 ft,,111,90
412,4,2:23.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 20 ft (assist by C. Felício),111,92
413,4,2:01.0,J. Bolden misses 2-pt jump shot from 10 ft,,111,92
414,4,1:58.0,Offensive rebound by Z. Smith,,111,92
415,4,1:57.0,S. Milton misses 3-pt jump shot from 26 ft,,111,92
416,4,1:54.0,Offensive rebound by Team,,111,92
417,4,1:48.0,J. Bolden misses 3-pt jump shot from 26 ft,,111,92
418,4,1:44.0,Offensive rebound by T. McConnell,,111,92
419,4,1:41.0,,Personal foul by S. Milton (drawn by B. Sampson),111,92
420,4,1:41.0,Turnover by S. Milton (turnover),,111,92
421,4,1:41.0,,Chicago full timeout,111,92
422,4,1:29.0,,B. Sampson misses 2-pt layup from 3 ft,111,92
423,4,1:25.0,,Offensive rebound by B. Sampson,111,92
424,4,1:25.0,,B. Sampson misses 2-pt layup from 1 ft,111,92
425,4,1:24.0,Defensive rebound by Z. Smith,,111,92
426,4,1:18.0,J. Bolden misses 2-pt dunk from 2 ft,,111,92
427,4,1:16.0,,Defensive rebound by J. Sampson,111,92
428,4,1:09.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,111,92
429,4,1:06.0,Defensive rebound by S. Milton,,111,92
430,4,0:48.0,Z. Smith makes 3-pt jump shot from 25 ft,,114,92
431,4,0:40.0,,T. Luwawu-Cabarrot makes 2-pt layup from 2 ft (assist by W. Lemon),114,94
432,4,0:17.0,G. Monroe makes 2-pt jump shot from 14 ft (assist by S. Milton),,116,94
433,4,0:10.0,,W. Lemon makes 2-pt layup from 2 ft,116,96
