,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
40,1,6:57.0,Shooting foul by R. Arcidiacono (drawn by T. Thompson),,8,14
41,1,6:57.0,T. Thompson makes free throw 1 of 2,,9,14
42,1,6:57.0,T. Thompson misses free throw 2 of 2,,9,14
43,1,6:54.0,,Defensive rebound by R. Arcidiacono,9,14
44,1,6:42.0,,W. Carter makes 2-pt jump shot from 3 ft (assist by Z. LaVine),9,16
45,1,6:32.0,C. Sexton makes 3-pt jump shot from 25 ft,,12,16
46,1,6:20.0,,Z. LaVine makes 3-pt jump shot from 23 ft,12,19
47,1,5:58.0,Turnover by J. Smith (lost ball; steal by J. Holiday),,12,19
48,1,5:54.0,,J. Holiday makes 2-pt layup from 1 ft,12,21
49,1,5:37.0,Shooting foul by J. Holiday (drawn by R. Hood),,12,21
50,1,5:37.0,R. Hood makes free throw 1 of 2,,13,21
51,1,5:37.0,J. Clarkson enters the game for J. Smith,,13,21
52,1,5:37.0,R. Hood makes free throw 2 of 2,,14,21
53,1,5:27.0,,Z. LaVine misses 3-pt jump shot from 25 ft,14,21
54,1,5:23.0,,Offensive rebound by W. Carter,14,21
55,1,5:22.0,,J. Holiday misses 3-pt jump shot from 26 ft,14,21
56,1,5:20.0,Defensive rebound by L. Nance,,14,21
57,1,5:11.0,R. Hood misses 2-pt jump shot from 13 ft,,14,21
58,1,5:08.0,,Defensive rebound by J. Holiday,14,21
59,1,4:57.0,,W. Carter misses 2-pt jump shot from 7 ft,14,21
60,1,4:54.0,Defensive rebound by T. Thompson,,14,21
61,1,4:47.0,J. Clarkson misses 2-pt jump shot from 17 ft,,14,21
62,1,4:44.0,Offensive rebound by J. Clarkson,,14,21
63,1,4:34.0,J. Clarkson misses 2-pt jump shot from 5 ft (block by W. Carter),,14,21
64,1,4:31.0,,Defensive rebound by R. Arcidiacono,14,21
65,1,4:30.0,,Z. LaVine misses 2-pt layup from 1 ft (block by L. Nance),14,21
66,1,4:30.0,,Offensive rebound by Team,14,21
67,1,4:30.0,A. Žižić enters the game for T. Thompson,,14,21
68,1,4:30.0,,A. Blakeney enters the game for J. Holiday,14,21
69,1,4:22.0,,Z. LaVine makes 2-pt jump shot from 21 ft,14,23
70,1,4:04.0,C. Sexton misses 2-pt layup from 5 ft,,14,23
71,1,4:02.0,,Defensive rebound by W. Carter,14,23
72,1,3:51.0,,W. Carter makes 2-pt dunk at rim (assist by A. Blakeney),14,25
73,1,3:30.0,R. Hood makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,17,25
74,1,3:19.0,,R. Arcidiacono misses 2-pt jump shot from 14 ft,17,25
75,1,3:15.0,Defensive rebound by L. Nance,,17,25
76,1,3:07.0,C. Sexton makes 2-pt layup from 1 ft,,19,25
77,1,3:07.0,,Chicago full timeout,19,25
78,1,3:07.0,,C. Hutchison enters the game for W. Carter,19,25
79,1,3:07.0,,R. Lopez enters the game for J. Parker,19,25
80,1,2:52.0,,R. Lopez makes 2-pt hook shot from 4 ft,19,27
81,1,2:33.0,R. Hood makes 2-pt layup from 3 ft (assist by J. Clarkson),,21,27
82,1,2:14.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by C. Hutchison),21,30
83,1,1:56.0,A. Žižić makes 2-pt jump shot from 6 ft (assist by J. Clarkson),,23,30
84,1,1:37.0,,A. Blakeney makes 2-pt jump shot from 22 ft,23,32
85,1,1:23.0,Turnover by A. Žižić (out of bounds lost ball),,23,32
86,1,1:23.0,K. Korver enters the game for R. Hood,,23,32
87,1,1:23.0,D. Nwaba enters the game for L. Nance,,23,32
88,1,1:10.0,,Z. LaVine makes 2-pt layup from 1 ft,23,34
89,1,0:59.0,A. Žižić misses 2-pt jump shot from 13 ft,,23,34
90,1,0:57.0,,Defensive rebound by R. Arcidiacono,23,34
91,1,0:48.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by A. Blakeney),23,37
92,1,0:28.0,D. Nwaba misses 3-pt jump shot from 24 ft,,23,37
93,1,0:24.0,,Defensive rebound by Z. LaVine,23,37
94,1,0:04.0,,Z. LaVine misses 2-pt jump shot from 19 ft,23,37
95,1,0:02.0,Defensive rebound by C. Sexton,,23,37
96,1,0:01.0,Personal foul by R. Arcidiacono (drawn by C. Sexton),,23,37
97,2,11:46.0,,A. Blakeney misses 2-pt jump shot from 18 ft,23,37
98,2,11:43.0,Defensive rebound by D. Nwaba,,23,37
99,2,11:28.0,A. Harrison misses 2-pt jump shot from 20 ft,,23,37
100,2,11:23.0,Offensive rebound by A. Žižić,,23,37
101,2,11:22.0,Turnover by A. Žižić (lost ball; steal by S. Harrison),,23,37
102,2,11:18.0,,A. Blakeney makes 2-pt jump shot from 1 ft (assist by S. Harrison),23,39
103,2,10:59.0,D. Nwaba misses 3-pt jump shot from 25 ft,,23,39
104,2,10:57.0,,Defensive rebound by J. Holiday,23,39
105,2,10:52.0,,A. Blakeney misses 2-pt jump shot from 9 ft,23,39
106,2,10:49.0,Defensive rebound by D. Nwaba,,23,39
107,2,10:42.0,D. Nwaba misses 2-pt layup from 2 ft,,23,39
108,2,10:40.0,,Defensive rebound by A. Blakeney,23,39
109,2,10:36.0,,A. Blakeney misses 2-pt jump shot from 5 ft,23,39
110,2,10:34.0,Defensive rebound by J. Clarkson,,23,39
111,2,10:29.0,J. Clarkson makes 2-pt jump shot from 1 ft,,25,39
112,2,10:09.0,,C. Hutchison misses 3-pt jump shot from 23 ft,25,39
113,2,10:07.0,Defensive rebound by A. Harrison,,25,39
114,2,10:00.0,A. Žižić misses 2-pt hook shot from 4 ft,,25,39
115,2,9:57.0,,Defensive rebound by S. Harrison,25,39
116,2,9:56.0,,Personal foul by J. Clarkson (drawn by S. Harrison),25,39
117,2,9:56.0,T. Thompson enters the game for A. Žižić,,25,39
118,2,9:47.0,,C. Hutchison misses 2-pt jump shot from 13 ft,25,39
119,2,9:44.0,Defensive rebound by A. Harrison,,25,39
120,2,9:33.0,J. Clarkson makes 3-pt jump shot from 25 ft,,28,39
121,2,9:21.0,,S. Harrison makes 2-pt layup from 2 ft (assist by J. Holiday),28,41
122,2,9:21.0,,Shooting foul by J. Clarkson (drawn by S. Harrison),28,41
123,2,9:21.0,,S. Harrison misses free throw 1 of 1,28,41
124,2,9:18.0,Defensive rebound by T. Thompson,,28,41
125,2,8:59.0,Turnover by T. Thompson (lost ball; steal by S. Harrison),,28,41
126,2,8:54.0,,S. Harrison makes 2-pt layup from 1 ft,28,43
127,2,8:36.0,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,31,43
128,2,8:20.0,,C. Hutchison misses 2-pt layup from 2 ft,31,43
129,2,8:18.0,Defensive rebound by K. Korver,,31,43
130,2,8:14.0,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Korver),,34,43
131,2,8:12.0,,Chicago full timeout,34,43
132,2,8:12.0,,J. Parker enters the game for C. Hutchison,34,43
133,2,7:46.0,,J. Parker misses 2-pt jump shot from 8 ft,34,43
134,2,7:44.0,Defensive rebound by K. Korver,,34,43
135,2,7:30.0,D. Nwaba misses 3-pt jump shot from 26 ft,,34,43
136,2,7:28.0,,Defensive rebound by J. Holiday,34,43
137,2,7:19.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by J. Parker),34,45
138,2,6:56.0,Shooting foul by J. Parker (drawn by D. Nwaba),,34,45
139,2,6:56.0,D. Nwaba misses free throw 1 of 2,,34,45
140,2,6:56.0,Offensive rebound by Team,,34,45
141,2,6:56.0,,Z. LaVine enters the game for A. Blakeney,34,45
142,2,6:56.0,D. Nwaba makes free throw 2 of 2,,35,45
143,2,6:33.0,,S. Harrison misses 3-pt jump shot from 24 ft,35,45
144,2,6:30.0,Defensive rebound by J. Clarkson,,35,45
145,2,6:24.0,J. Clarkson misses 2-pt layup from 6 ft,,35,45
146,2,6:21.0,,Defensive rebound by J. Holiday,35,45
147,2,6:09.0,,J. Parker makes 2-pt hook shot from 3 ft,35,47
148,2,5:50.0,J. Clarkson misses 2-pt layup from 3 ft (block by J. Holiday),,35,47
149,2,5:44.0,Offensive rebound by J. Clarkson,,35,47
150,2,5:44.0,J. Clarkson makes 2-pt layup from 1 ft,,37,47
151,2,5:39.0,,J. Holiday misses 2-pt jump shot from 21 ft,37,47
152,2,5:37.0,Defensive rebound by K. Korver,,37,47
153,2,5:20.0,J. Clarkson misses 3-pt jump shot from 27 ft,,37,47
154,2,5:17.0,,Defensive rebound by S. Harrison,37,47
155,2,5:09.0,,S. Harrison misses 2-pt jump shot from 11 ft,37,47
156,2,5:07.0,Defensive rebound by T. Thompson,,37,47
157,2,5:00.0,A. Harrison misses 2-pt layup from 1 ft,,37,47
158,2,4:56.0,Offensive rebound by T. Thompson,,37,47
159,2,4:56.0,T. Thompson makes 2-pt layup from 1 ft,,39,47
160,2,4:45.0,,J. Holiday misses 2-pt jump shot from 7 ft (block by D. Nwaba),39,47
161,2,4:45.0,Defensive rebound by K. Korver,,39,47
162,2,4:35.0,K. Korver makes 2-pt jump shot from 21 ft,,41,47
163,2,4:21.0,,Turnover by J. Parker (bad pass),41,47
164,2,4:21.0,L. Nance enters the game for J. Clarkson,,41,47
165,2,4:21.0,C. Sexton enters the game for A. Harrison,,41,47
166,2,4:21.0,J. Smith enters the game for D. Nwaba,,41,47
167,2,4:21.0,,R. Arcidiacono enters the game for S. Harrison,41,47
168,2,4:21.0,,W. Carter enters the game for R. Lopez,41,47
169,2,4:07.0,K. Korver makes 3-pt jump shot from 23 ft (assist by J. Smith),,44,47
170,2,4:05.0,,Chicago full timeout,44,47
171,2,3:53.0,,J. Parker misses 2-pt jump shot from 21 ft,44,47
172,2,3:50.0,Defensive rebound by L. Nance,,44,47
173,2,3:38.0,K. Korver misses 3-pt jump shot from 25 ft,,44,47
174,2,3:35.0,,Defensive rebound by J. Parker,44,47
175,2,3:27.0,,J. Parker makes 2-pt layup from 2 ft,44,49
176,2,3:13.0,Personal foul by R. Arcidiacono (drawn by J. Smith),,44,49
177,2,3:13.0,R. Hood enters the game for K. Korver,,44,49
178,2,3:13.0,,S. Harrison enters the game for R. Arcidiacono,44,49
179,2,3:02.0,L. Nance misses 2-pt jump shot from 22 ft,,44,49
180,2,3:00.0,,Defensive rebound by J. Holiday,44,49
181,2,2:56.0,,Offensive foul by W. Carter (drawn by R. Hood),44,49
182,2,2:56.0,,Turnover by W. Carter (offensive foul),44,49
183,2,2:36.0,C. Sexton makes 2-pt layup from 3 ft (assist by R. Hood),,46,49
184,2,2:24.0,,J. Parker misses 2-pt hook shot from 5 ft,46,49
185,2,2:19.0,Defensive rebound by T. Thompson,,46,49
186,2,2:15.0,R. Hood misses 2-pt jump shot from 6 ft,,46,49
187,2,2:15.0,Offensive rebound by Team,,46,49
188,2,2:15.0,,Loose ball foul by J. Holiday (drawn by T. Thompson),46,49
189,2,2:05.0,T. Thompson makes 2-pt layup from 4 ft (assist by L. Nance),,48,49
190,2,1:48.0,,Z. LaVine misses 3-pt jump shot from 25 ft,48,49
191,2,1:44.0,Defensive rebound by L. Nance,,48,49
192,2,1:34.0,C. Sexton makes 2-pt jump shot from 9 ft,,50,49
193,2,1:19.0,,Turnover by J. Parker (bad pass; steal by J. Smith),50,49
194,2,1:09.0,T. Thompson makes 2-pt dunk from 1 ft (assist by C. Sexton),,52,49
195,2,0:50.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by J. Parker),52,51
196,2,0:35.0,C. Sexton misses 2-pt jump shot from 22 ft,,52,51
197,2,0:32.0,,Defensive rebound by Z. LaVine,52,51
198,2,0:30.0,,Shooting foul by J. Smith (drawn by Z. LaVine),52,51
199,2,0:30.0,,Z. LaVine makes free throw 1 of 2,52,52
200,2,0:30.0,K. Korver enters the game for J. Smith,,52,52
201,2,0:30.0,,C. Hutchison enters the game for J. Holiday,52,52
202,2,0:30.0,,Z. LaVine makes free throw 2 of 2,52,53
203,2,0:12.0,Shooting foul by J. Parker (drawn by T. Thompson),,52,53
204,2,0:12.0,T. Thompson misses free throw 1 of 2,,52,53
205,2,0:12.0,Offensive rebound by Team,,52,53
206,2,0:12.0,T. Thompson makes free throw 2 of 2,,53,53
207,2,0:12.0,D. Nwaba enters the game for K. Korver,,53,53
208,2,0:12.0,,J. Holiday enters the game for C. Hutchison,53,53
209,2,0:03.0,,Turnover by S. Harrison (bad pass),53,53
210,2,0:03.0,K. Korver enters the game for D. Nwaba,,53,53
211,2,0:03.0,J. Smith enters the game for T. Thompson,,53,53
212,2,0:03.0,,A. Blakeney enters the game for J. Holiday,53,53
213,2,0:03.0,,C. Hutchison enters the game for J. Parker,53,53
214,2,0:00.0,K. Korver misses 2-pt jump shot from 21 ft,,53,53
215,2,0:00.0,Offensive rebound by Team,,53,53
216,3,12:00.0,Violation by Team (delay of game),,53,53
217,3,11:47.0,,W. Carter makes 2-pt jump shot from 16 ft,53,55
218,3,11:27.0,T. Thompson misses 2-pt hook shot from 5 ft (block by W. Carter),,53,55
219,3,11:24.0,Offensive rebound by L. Nance,,53,55
220,3,11:23.0,L. Nance misses 3-pt jump shot from 25 ft,,53,55
221,3,11:21.0,,Defensive rebound by J. Holiday,53,55
222,3,11:01.0,,R. Arcidiacono makes 2-pt layup from 1 ft,53,57
223,3,10:54.0,C. Sexton makes 2-pt jump shot from 19 ft,,55,57
224,3,10:34.0,,Shooting foul by J. Smith (drawn by W. Carter),55,57
225,3,10:34.0,,W. Carter misses free throw 1 of 2,55,57
226,3,10:34.0,,Offensive rebound by Team,55,57
227,3,10:34.0,,W. Carter makes free throw 2 of 2,55,58
228,3,10:18.0,C. Sexton makes 3-pt jump shot from 25 ft,,58,58
229,3,9:57.0,Violation by Team (kicked ball),,58,58
230,3,9:50.0,,Personal foul by R. Hood (drawn by J. Holiday),58,58
231,3,9:44.0,Violation by Team (kicked ball),,58,58
232,3,9:40.0,,Turnover by W. Carter (bad pass),58,58
233,3,9:27.0,L. Nance misses 3-pt jump shot from 23 ft,,58,58
234,3,9:25.0,,Defensive rebound by J. Parker,58,58
235,3,9:14.0,,Z. LaVine misses 2-pt layup from 3 ft,58,58
236,3,9:11.0,Defensive rebound by R. Hood,,58,58
237,3,9:09.0,Shooting foul by J. Parker (drawn by R. Hood),,58,58
238,3,9:09.0,R. Hood makes free throw 1 of 2,,59,58
239,3,9:09.0,R. Hood makes free throw 2 of 2,,60,58
240,3,8:52.0,,J. Parker makes 2-pt dunk from 1 ft (assist by W. Carter),60,60
241,3,8:23.0,T. Thompson makes 2-pt hook shot from 6 ft,,62,60
242,3,8:07.0,,J. Parker misses 3-pt jump shot from 25 ft,62,60
243,3,8:05.0,Defensive rebound by J. Smith,,62,60
244,3,8:01.0,Turnover by L. Nance (lost ball; steal by Z. LaVine),,62,60
245,3,7:54.0,,J. Parker misses 2-pt layup from 2 ft,62,60
246,3,7:52.0,Defensive rebound by C. Sexton,,62,60
247,3,7:49.0,C. Sexton makes 2-pt jump shot from 22 ft,,64,60
248,3,7:37.0,,Personal foul by L. Nance (drawn by W. Carter),64,60
249,3,7:30.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,64,60
250,3,7:28.0,Defensive rebound by L. Nance,,64,60
251,3,7:17.0,J. Smith makes 2-pt jump shot from 14 ft,,66,60
252,3,7:15.0,,Chicago full timeout,66,60
253,3,7:03.0,,W. Carter makes 2-pt dunk at rim (assist by Z. LaVine),66,62
254,3,6:45.0,J. Smith misses 2-pt jump shot from 11 ft,,66,62
255,3,6:41.0,,Defensive rebound by J. Parker,66,62
256,3,6:35.0,,J. Holiday misses 3-pt jump shot from 26 ft,66,62
257,3,6:32.0,,Offensive rebound by J. Parker,66,62
258,3,6:31.0,,J. Holiday misses 3-pt jump shot from 25 ft,66,62
259,3,6:31.0,Defensive rebound by L. Nance,,66,62
260,3,6:13.0,L. Nance misses 2-pt layup from 2 ft,,66,62
261,3,6:12.0,,Defensive rebound by Team,66,62
262,3,6:12.0,Loose ball foul by L. Nance (drawn by J. Holiday),,66,62
263,3,5:58.0,,Personal foul by J. Smith (drawn by W. Carter),66,62
264,3,5:58.0,,W. Carter misses free throw 1 of 2,66,62
265,3,5:58.0,,Offensive rebound by Team,66,62
266,3,5:58.0,J. Clarkson enters the game for J. Smith,,66,62
267,3,5:58.0,,W. Carter misses free throw 2 of 2,66,62
268,3,5:57.0,,Offensive rebound by Z. LaVine,66,62
269,3,5:57.0,,Z. LaVine makes 2-pt dunk from 1 ft,66,64
270,3,5:31.0,T. Thompson makes 2-pt hook shot from 9 ft (assist by R. Hood),,68,64
271,3,5:10.0,,Personal foul by L. Nance (drawn by W. Carter),68,64
272,3,5:10.0,,W. Carter makes free throw 1 of 2,68,65
273,3,5:10.0,,W. Carter makes free throw 2 of 2,68,66
274,3,4:56.0,Personal foul by J. Holiday (drawn by T. Thompson),,68,66
275,3,4:49.0,L. Nance misses 2-pt jump shot from 22 ft,,68,66
276,3,4:47.0,,Defensive rebound by Z. LaVine,68,66
277,3,4:35.0,,Z. LaVine misses 2-pt jump shot from 6 ft,68,66
278,3,4:33.0,Defensive rebound by T. Thompson,,68,66
279,3,4:25.0,L. Nance misses 2-pt layup from 4 ft,,68,66
280,3,4:22.0,Offensive rebound by T. Thompson,,68,66
281,3,4:21.0,T. Thompson misses 2-pt layup from 1 ft,,68,66
282,3,4:19.0,Offensive rebound by T. Thompson,,68,66
283,3,4:19.0,T. Thompson makes 2-pt layup at rim,,70,66
284,3,4:19.0,Technical foul by R. Hood,,70,66
285,3,4:19.0,,Z. LaVine makes technical free throw,70,67
286,3,4:19.0,A. Žižić enters the game for T. Thompson,,70,67
287,3,4:19.0,,R. Lopez enters the game for W. Carter,70,67
288,3,4:09.0,,J. Parker misses 2-pt jump shot from 9 ft,70,67
289,3,4:06.0,Defensive rebound by J. Clarkson,,70,67
290,3,4:01.0,J. Clarkson misses 2-pt jump shot from 17 ft,,70,67
291,3,3:58.0,,Defensive rebound by J. Parker,70,67
292,3,3:44.0,,R. Arcidiacono makes 3-pt jump shot from 28 ft (assist by J. Parker),70,70
293,3,3:31.0,Shooting foul by R. Arcidiacono (drawn by C. Sexton),,70,70
294,3,3:31.0,C. Sexton makes free throw 1 of 2,,71,70
295,3,3:31.0,K. Korver enters the game for R. Hood,,71,70
296,3,3:31.0,,S. Harrison enters the game for R. Arcidiacono,71,70
297,3,3:31.0,,C. Hutchison enters the game for J. Parker,71,70
298,3,3:31.0,C. Sexton makes free throw 2 of 2,,72,70
299,3,3:15.0,,Z. LaVine misses 2-pt jump shot from 6 ft,72,70
300,3,3:13.0,,Offensive rebound by R. Lopez,72,70
301,3,3:09.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by Z. LaVine),72,73
302,3,2:48.0,J. Clarkson makes 2-pt jump shot from 21 ft (assist by C. Sexton),,74,73
303,3,2:29.0,,R. Lopez misses 2-pt hook shot from 5 ft,74,73
304,3,2:29.0,Defensive rebound by L. Nance,,74,73
305,3,2:22.0,Turnover by A. Žižić (offensive foul),,74,73
306,3,2:22.0,Offensive foul by A. Žižić (drawn by C. Hutchison),,74,73
307,3,2:22.0,Cleveland full timeout,,74,73
308,3,2:22.0,A. Harrison enters the game for L. Nance,,74,73
309,3,2:22.0,D. Nwaba enters the game for C. Sexton,,74,73
310,3,2:22.0,,A. Blakeney enters the game for J. Holiday,74,73
311,3,2:11.0,,Z. LaVine makes 2-pt layup from 2 ft,74,75
312,3,2:02.0,Personal foul by R. Lopez (drawn by A. Žižić),,74,75
313,3,1:55.0,Turnover by A. Žižić (lost ball; steal by S. Harrison),,74,75
314,3,1:52.0,,S. Harrison makes 2-pt dunk at rim,74,77
315,3,1:35.0,A. Harrison misses 2-pt layup from 2 ft,,74,77
316,3,1:29.0,Offensive rebound by A. Žižić,,74,77
317,3,1:29.0,A. Žižić makes 2-pt layup at rim,,76,77
318,3,1:06.0,,Z. LaVine makes 2-pt layup from 1 ft (assist by C. Hutchison),76,79
319,3,0:46.0,J. Clarkson misses 2-pt jump shot from 14 ft,,76,79
320,3,0:43.0,,Defensive rebound by Z. LaVine,76,79
321,3,0:36.0,,Z. LaVine misses 3-pt jump shot from 26 ft,76,79
322,3,0:33.0,Defensive rebound by A. Žižić,,76,79
323,3,0:29.0,Shooting foul by R. Lopez (drawn by J. Clarkson),,76,79
324,3,0:29.0,J. Clarkson makes free throw 1 of 2,,77,79
325,3,0:29.0,J. Clarkson misses free throw 2 of 2,,77,79
326,3,0:26.0,,Defensive rebound by S. Harrison,77,79
327,3,0:08.0,,Z. LaVine misses 2-pt layup from 3 ft (block by A. Žižić),77,79
328,3,0:05.0,Defensive rebound by A. Žižić,,77,79
329,3,0:02.0,Turnover by A. Harrison (traveling),,77,79
330,4,11:38.0,J. Clarkson misses 2-pt jump shot from 9 ft,,77,79
331,4,11:37.0,,Defensive rebound by Team,77,79
332,4,11:26.0,,Turnover by A. Blakeney (bad pass; steal by D. Nwaba),77,79
333,4,11:26.0,Personal foul by J. Holiday (drawn by D. Nwaba),,77,79
334,4,11:11.0,Personal foul by C. Hutchison (drawn by A. Žižić),,77,79
335,4,11:05.0,Turnover by A. Harrison (bad pass),,77,79
336,4,10:51.0,,C. Hutchison makes 2-pt dunk at rim (assist by S. Harrison),77,81
337,4,10:51.0,Cleveland full timeout,,77,81
338,4,10:37.0,J. Clarkson misses 3-pt jump shot from 26 ft,,77,81
339,4,10:34.0,,Defensive rebound by Team,77,81
340,4,10:19.0,,A. Blakeney misses 2-pt jump shot from 11 ft,77,81
341,4,10:18.0,Defensive rebound by Team,,77,81
342,4,9:59.0,Turnover by A. Harrison (bad pass; steal by J. Holiday),,77,81
343,4,9:41.0,,Offensive foul by R. Lopez (drawn by D. Nwaba),77,81
344,4,9:41.0,,Turnover by R. Lopez (offensive foul),77,81
345,4,9:27.0,J. Clarkson makes 2-pt layup from 2 ft,,79,81
346,4,9:17.0,,A. Blakeney makes 3-pt jump shot from 24 ft (assist by S. Harrison),79,84
347,4,9:01.0,D. Nwaba makes 2-pt layup from 1 ft,,81,84
348,4,8:50.0,,Turnover by S. Harrison (traveling),81,84
349,4,8:50.0,T. Thompson enters the game for A. Žižić,,81,84
350,4,8:33.0,A. Harrison misses 3-pt jump shot from 28 ft,,81,84
351,4,8:31.0,,Defensive rebound by A. Blakeney,81,84
352,4,8:25.0,,A. Blakeney misses 2-pt jump shot from 7 ft,81,84
353,4,8:23.0,Defensive rebound by A. Harrison,,81,84
354,4,8:21.0,Shooting foul by J. Holiday (drawn by D. Nwaba),,81,84
355,4,8:21.0,D. Nwaba makes free throw 1 of 2,,82,84
356,4,8:21.0,C. Sexton enters the game for A. Harrison,,82,84
357,4,8:21.0,,R. Arcidiacono enters the game for S. Harrison,82,84
358,4,8:21.0,,Z. LaVine enters the game for J. Holiday,82,84
359,4,8:21.0,D. Nwaba makes free throw 2 of 2,,83,84
360,4,7:58.0,,Shooting foul by K. Korver (drawn by Z. LaVine),83,84
361,4,7:58.0,,Z. LaVine makes free throw 1 of 2,83,85
362,4,7:58.0,,Z. LaVine makes free throw 2 of 2,83,86
363,4,7:53.0,Personal foul by C. Hutchison (drawn by D. Nwaba),,83,86
364,4,7:48.0,J. Clarkson misses 2-pt jump shot from 17 ft,,83,86
365,4,7:42.0,Offensive rebound by T. Thompson,,83,86
366,4,7:42.0,T. Thompson makes 2-pt dunk at rim,,85,86
367,4,7:26.0,,A. Blakeney makes 2-pt jump shot from 19 ft,85,88
368,4,7:07.0,Offensive foul by J. Clarkson (drawn by R. Lopez),,85,88
369,4,7:07.0,Turnover by J. Clarkson (offensive foul),,85,88
370,4,6:51.0,,C. Hutchison makes 3-pt jump shot from 25 ft (assist by R. Lopez),85,91
371,4,6:35.0,C. Sexton misses 2-pt jump shot from 17 ft,,85,91
372,4,6:35.0,,Defensive rebound by C. Hutchison,85,91
373,4,6:28.0,,Shooting foul by K. Korver (drawn by C. Hutchison),85,91
374,4,6:28.0,,C. Hutchison makes free throw 1 of 2,85,92
375,4,6:28.0,R. Hood enters the game for J. Clarkson,,85,92
376,4,6:28.0,L. Nance enters the game for K. Korver,,85,92
377,4,6:28.0,J. Smith enters the game for D. Nwaba,,85,92
378,4,6:28.0,,C. Hutchison misses free throw 2 of 2,85,92
379,4,6:25.0,Defensive rebound by J. Smith,,85,92
380,4,6:09.0,R. Hood makes 2-pt jump shot from 16 ft (assist by T. Thompson),,87,92
381,4,5:48.0,,Z. LaVine misses 2-pt jump shot from 20 ft,87,92
382,4,5:46.0,Defensive rebound by R. Hood,,87,92
383,4,5:31.0,R. Hood misses 2-pt jump shot from 10 ft,,87,92
384,4,5:29.0,Offensive rebound by L. Nance,,87,92
