,QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
90,1,2:14.0,Defensive rebound by B. Brown,,21,28
91,1,2:07.0,B. Brown makes 2-pt layup from 4 ft (assist by R. Bullock),,23,28
92,1,1:50.0,,Shooting foul by B. Griffin (drawn by M. Morris),23,28
93,1,1:50.0,,M. Morris makes free throw 1 of 2,23,29
94,1,1:50.0,G. Robinson enters the game for R. Bullock,,23,29
95,1,1:50.0,,J. Tatum enters the game for J. Brown,23,29
96,1,1:50.0,,M. Morris misses free throw 2 of 2,23,29
97,1,1:50.0,Defensive rebound by B. Griffin,,23,29
98,1,1:30.0,G. Robinson misses 2-pt jump shot from 10 ft,,23,29
99,1,1:30.0,,Defensive rebound by Team,23,29
100,1,1:30.0,Loose ball foul by Z. Pachulia (drawn by A. Baynes),,23,29
101,1,1:30.0,,A. Baynes makes free throw 1 of 2,23,30
102,1,1:30.0,S. Johnson enters the game for B. Griffin,,23,30
103,1,1:30.0,,A. Baynes makes free throw 2 of 2,23,31
104,1,1:19.0,Personal foul by A. Baynes (drawn by G. Robinson),,23,31
105,1,1:19.0,G. Robinson makes free throw 1 of 2,,24,31
106,1,1:19.0,,R. Williams enters the game for A. Baynes,24,31
107,1,1:19.0,G. Robinson misses free throw 2 of 2,,24,31
108,1,1:17.0,Offensive rebound by G. Robinson,,24,31
109,1,1:07.0,S. Johnson makes 3-pt jump shot from 28 ft (assist by I. Smith),,27,31
110,1,0:48.0,,J. Tatum misses 3-pt jump shot from 25 ft,27,31
111,1,0:46.0,,Offensive rebound by M. Morris,27,31
112,1,0:35.0,,Turnover by M. Smart (bad pass; steal by Z. Pachulia),27,31
113,1,0:26.0,Personal foul by M. Smart (drawn by Z. Pachulia),,27,31
114,1,0:26.0,Z. Pachulia makes free throw 1 of 2,,28,31
115,1,0:26.0,,G. Hayward enters the game for R. Williams,28,31
116,1,0:26.0,Turnover by S. Johnson (lane violation),,28,31
117,1,0:04.0,,M. Morris misses 2-pt jump shot from 19 ft,28,31
118,1,0:02.0,,Offensive rebound by G. Hayward,28,31
119,1,0:01.0,,G. Hayward misses 2-pt jump shot from 18 ft,28,31
120,1,0:01.0,,Offensive rebound by Team,28,31
121,2,11:49.0,,Personal foul by G. Robinson (drawn by J. Tatum),28,31
122,2,11:42.0,,T. Rozier misses 2-pt layup from 5 ft,28,31
123,2,11:40.0,,Offensive rebound by J. Tatum,28,31
124,2,11:38.0,,T. Rozier misses 3-pt jump shot from 23 ft,28,31
125,2,11:36.0,Defensive rebound by S. Johnson,,28,31
126,2,11:29.0,Turnover by S. Johnson (bad pass; steal by T. Rozier),,28,31
127,2,11:22.0,,T. Rozier makes 2-pt jump shot from 15 ft,28,33
128,2,10:57.0,B. Brown makes 2-pt layup from 4 ft (assist by Z. Pachulia),,30,33
129,2,10:43.0,,A. Horford misses 3-pt jump shot from 25 ft,30,33
130,2,10:41.0,Defensive rebound by I. Smith,,30,33
131,2,10:25.0,B. Brown misses 3-pt jump shot from 27 ft,,30,33
132,2,10:22.0,,Defensive rebound by M. Smart,30,33
133,2,10:16.0,,Personal foul by B. Brown (drawn by M. Morris),30,33
134,2,10:04.0,,Personal foul by G. Robinson (drawn by M. Smart),30,33
135,2,10:04.0,R. Jackson enters the game for B. Brown,,30,33
136,2,9:53.0,,A. Horford makes 2-pt hook shot from 7 ft (assist by J. Tatum),30,35
137,2,9:36.0,Z. Pachulia makes 2-pt layup from 3 ft,,32,35
138,2,9:20.0,,M. Morris makes 2-pt hook shot from 7 ft (assist by A. Horford),32,37
139,2,9:10.0,I. Smith misses 2-pt layup from 4 ft,,32,37
140,2,9:08.0,,Defensive rebound by M. Morris,32,37
141,2,9:05.0,,M. Smart misses 3-pt jump shot from 23 ft,32,37
142,2,9:02.0,Defensive rebound by G. Robinson,,32,37
143,2,8:52.0,S. Johnson misses 3-pt jump shot from 24 ft,,32,37
144,2,8:49.0,,Defensive rebound by J. Tatum,32,37
145,2,8:30.0,,M. Morris makes 2-pt jump shot from 11 ft,32,39
146,2,8:17.0,Detroit full timeout,,32,39
147,2,8:17.0,R. Bullock enters the game for Z. Pachulia,,32,39
148,2,8:17.0,A. Drummond enters the game for G. Robinson,,32,39
149,2,8:17.0,,G. Hayward enters the game for M. Smart,32,39
150,2,8:17.0,,K. Irving enters the game for J. Tatum,32,39
151,2,8:05.0,I. Smith makes 2-pt layup from 3 ft,,34,39
152,2,7:49.0,,A. Horford makes 2-pt dunk from 1 ft (assist by G. Hayward),34,41
153,2,7:36.0,I. Smith makes 3-pt jump shot from 26 ft (assist by A. Drummond),,37,41
154,2,7:18.0,,G. Hayward misses 2-pt jump shot from 21 ft,37,41
155,2,7:15.0,Defensive rebound by I. Smith,,37,41
156,2,7:08.0,R. Jackson misses 3-pt jump shot from 26 ft,,37,41
157,2,7:06.0,Offensive rebound by S. Johnson,,37,41
158,2,7:04.0,S. Johnson makes 2-pt layup from 2 ft,,39,41
159,2,6:58.0,,Personal foul by A. Drummond (drawn by T. Rozier),39,41
160,2,6:58.0,,T. Rozier misses free throw 1 of 2,39,41
161,2,6:58.0,,Offensive rebound by Team,39,41
162,2,6:58.0,,A. Baynes enters the game for A. Horford,39,41
163,2,6:58.0,,T. Rozier makes free throw 2 of 2,39,42
164,2,6:43.0,I. Smith misses 2-pt layup from 3 ft,,39,42
165,2,6:42.0,Offensive rebound by A. Drummond,,39,42
166,2,6:42.0,A. Drummond makes 2-pt layup at rim,,41,42
167,2,6:25.0,,K. Irving makes 2-pt layup from 4 ft,41,44
168,2,6:15.0,R. Jackson misses 2-pt jump shot from 16 ft,,41,44
169,2,6:14.0,Offensive rebound by A. Drummond,,41,44
170,2,6:14.0,A. Drummond misses 2-pt layup at rim,,41,44
171,2,6:13.0,,Defensive rebound by A. Baynes,41,44
172,2,6:09.0,,Offensive foul by M. Morris (drawn by I. Smith),41,44
173,2,6:09.0,,Turnover by M. Morris (offensive foul),41,44
174,2,6:09.0,B. Griffin enters the game for S. Johnson,,41,44
175,2,6:09.0,,J. Brown enters the game for T. Rozier,41,44
176,2,5:58.0,Shooting foul by A. Baynes (drawn by I. Smith),,41,44
177,2,5:58.0,I. Smith makes free throw 1 of 2,,42,44
178,2,5:58.0,,M. Smart enters the game for M. Morris,42,44
179,2,5:58.0,I. Smith makes free throw 2 of 2,,43,44
180,2,5:42.0,,Shooting foul by I. Smith (drawn by M. Smart),43,44
181,2,5:42.0,,M. Smart makes free throw 1 of 2,43,45
182,2,5:42.0,J. Calderón enters the game for I. Smith,,43,45
183,2,5:42.0,,A. Horford enters the game for A. Baynes,43,45
184,2,5:42.0,,M. Smart misses free throw 2 of 2,43,45
185,2,5:40.0,Defensive rebound by B. Griffin,,43,45
186,2,5:21.0,A. Drummond misses 2-pt hook shot from 7 ft,,43,45
187,2,5:17.0,Offensive rebound by A. Drummond,,43,45
188,2,5:14.0,A. Drummond makes 2-pt layup from 2 ft,,45,45
189,2,5:05.0,,J. Brown misses 2-pt jump shot from 14 ft,45,45
190,2,5:05.0,,Offensive rebound by A. Horford,45,45
191,2,4:55.0,,Personal foul by J. Calderón (drawn by K. Irving),45,45
192,2,4:55.0,,K. Irving misses free throw 1 of 2,45,45
193,2,4:55.0,,Offensive rebound by Team,45,45
194,2,4:55.0,,K. Irving makes free throw 2 of 2,45,46
195,2,4:43.0,Shooting foul by J. Brown (drawn by B. Griffin),,45,46
196,2,4:43.0,B. Griffin makes free throw 1 of 2,,46,46
197,2,4:43.0,B. Griffin makes free throw 2 of 2,,47,46
198,2,4:32.0,,J. Brown misses 3-pt jump shot from 26 ft,47,46
199,2,4:30.0,Defensive rebound by A. Drummond,,47,46
200,2,4:22.0,R. Bullock misses 3-pt jump shot from 27 ft,,47,46
201,2,4:21.0,,Defensive rebound by K. Irving,47,46
202,2,4:16.0,,Personal foul by A. Drummond (drawn by K. Irving),47,46
203,2,4:16.0,,K. Irving makes free throw 1 of 2,47,47
204,2,4:16.0,Z. Pachulia enters the game for A. Drummond,,47,47
205,2,4:16.0,,K. Irving makes free throw 2 of 2,47,48
206,2,4:05.0,R. Bullock makes 2-pt jump shot from 12 ft (assist by Z. Pachulia),,49,48
207,2,3:43.0,,K. Irving misses 3-pt jump shot from 25 ft,49,48
208,2,3:43.0,Defensive rebound by B. Griffin,,49,48
209,2,3:27.0,R. Bullock misses 3-pt jump shot from 27 ft,,49,48
210,2,3:22.0,Offensive rebound by Z. Pachulia,,49,48
211,2,3:21.0,B. Griffin misses 2-pt layup from 2 ft (block by J. Brown),,49,48
212,2,3:21.0,Offensive rebound by Team,,49,48
213,2,3:21.0,,M. Morris enters the game for G. Hayward,49,48
214,2,3:21.0,,J. Tatum enters the game for M. Smart,49,48
215,2,3:12.0,R. Jackson misses 2-pt jump shot from 15 ft,,49,48
216,2,3:11.0,Offensive rebound by Z. Pachulia,,49,48
217,2,3:11.0,Z. Pachulia misses 2-pt layup at rim,,49,48
218,2,3:10.0,,Defensive rebound by M. Morris,49,48
219,2,3:00.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Morris),49,50
220,2,2:49.0,B. Griffin makes 2-pt dunk from 1 ft,,51,50
221,2,2:47.0,,Boston full timeout,51,50
222,2,2:35.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by J. Brown),51,53
223,2,2:14.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,51,53
224,2,2:11.0,,Defensive rebound by J. Brown,51,53
225,2,2:07.0,,J. Brown makes 2-pt jump shot from 14 ft,51,55
226,2,1:57.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),,53,55
227,2,1:38.0,,Personal foul by R. Jackson (drawn by J. Brown),53,55
228,2,1:38.0,,J. Brown makes free throw 1 of 2,53,56
229,2,1:38.0,,J. Brown misses free throw 2 of 2,53,56
230,2,1:35.0,Defensive rebound by B. Griffin,,53,56
231,2,1:18.0,Shooting foul by A. Horford (drawn by Z. Pachulia),,53,56
232,2,1:18.0,Z. Pachulia makes free throw 1 of 2,,54,56
233,2,1:18.0,Z. Pachulia makes free throw 2 of 2,,55,56
234,2,1:09.0,,A. Horford misses 3-pt jump shot from 25 ft,55,56
235,2,1:07.0,Defensive rebound by R. Bullock,,55,56
236,2,0:54.0,B. Griffin misses 2-pt layup from 7 ft,,55,56
237,2,0:53.0,Offensive rebound by Team,,55,56
238,2,0:53.0,Turnover by B. Griffin (off goaltending),,55,56
239,2,0:44.0,,Turnover by M. Morris (offensive foul),55,56
240,2,0:44.0,,Offensive foul by M. Morris (drawn by B. Griffin),55,56
241,2,0:29.0,B. Griffin misses 2-pt jump shot from 15 ft,,55,56
242,2,0:27.0,,Defensive rebound by J. Tatum,55,56
243,2,0:06.0,,Offensive foul by J. Tatum (drawn by R. Jackson),55,56
244,2,0:06.0,,Turnover by J. Tatum (offensive foul),55,56
245,2,0:06.0,,M. Smart enters the game for A. Horford,55,56
246,2,0:06.0,,R. Williams enters the game for J. Tatum,55,56
247,2,0:01.0,R. Jackson makes 3-pt jump shot from 29 ft,,58,56
248,2,0:00.0,,K. Irving misses 3-pt jump shot from 44 ft,58,56
249,2,0:00.0,,Offensive rebound by Team,58,56
250,3,11:48.0,,J. Brown misses 3-pt jump shot from 25 ft,58,56
251,3,11:47.0,Defensive rebound by R. Bullock,,58,56
252,3,11:37.0,Shooting foul by J. Tatum (drawn by A. Drummond),,58,56
253,3,11:37.0,A. Drummond misses free throw 1 of 2,,58,56
254,3,11:37.0,Offensive rebound by Team,,58,56
255,3,11:37.0,A. Drummond misses free throw 2 of 2,,58,56
256,3,11:37.0,,Defensive rebound by J. Brown,58,56
257,3,11:25.0,,G. Hayward misses 2-pt jump shot from 14 ft,58,56
258,3,11:22.0,Defensive rebound by R. Jackson,,58,56
259,3,11:06.0,A. Drummond misses 2-pt hook shot from 7 ft,,58,56
260,3,11:05.0,,Defensive rebound by J. Tatum,58,56
261,3,10:52.0,,J. Brown makes 2-pt layup from 4 ft,58,58
262,3,10:35.0,S. Johnson misses 3-pt jump shot from 23 ft,,58,58
263,3,10:34.0,,Defensive rebound by Team,58,58
264,3,10:16.0,,G. Hayward misses 2-pt jump shot from 10 ft,58,58
265,3,10:15.0,Defensive rebound by B. Griffin,,58,58
266,3,10:09.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,58
267,3,10:05.0,,Defensive rebound by A. Horford,58,58
268,3,9:57.0,,J. Tatum misses 2-pt jump shot from 21 ft,58,58
269,3,9:54.0,Defensive rebound by R. Jackson,,58,58
270,3,9:52.0,Turnover by S. Johnson (traveling),,58,58
271,3,9:41.0,,Personal foul by R. Jackson (drawn by K. Irving),58,58
272,3,9:40.0,,Personal foul by S. Johnson (drawn by J. Tatum),58,58
273,3,9:37.0,,Personal foul by S. Johnson (drawn by J. Tatum),58,58
274,3,9:29.0,,G. Hayward misses 2-pt jump shot from 13 ft,58,58
275,3,9:24.0,Defensive rebound by B. Griffin,,58,58
276,3,9:15.0,B. Griffin makes 2-pt layup from 1 ft,,60,58
277,3,9:03.0,,K. Irving makes 2-pt jump shot from 8 ft,60,60
278,3,8:52.0,B. Griffin misses 3-pt jump shot from 25 ft,,60,60
279,3,8:51.0,,Defensive rebound by J. Brown,60,60
280,3,8:45.0,,J. Brown makes 2-pt dunk from 1 ft,60,62
281,3,8:35.0,Detroit full timeout,,60,62
282,3,8:18.0,B. Griffin misses 3-pt jump shot from 23 ft,,60,62
283,3,8:17.0,,Defensive rebound by J. Tatum,60,62
284,3,7:58.0,,Personal foul by S. Johnson (drawn by A. Horford),60,62
285,3,7:53.0,,J. Tatum misses 3-pt jump shot from 27 ft,60,62
286,3,7:52.0,,Offensive rebound by J. Brown,60,62
287,3,7:40.0,,A. Horford makes 2-pt dunk from 1 ft (assist by K. Irving),60,64
288,3,7:17.0,Turnover by S. Johnson (bad pass; steal by A. Horford),,60,64
289,3,7:12.0,,J. Brown makes 2-pt jump shot from 13 ft,60,66
290,3,6:56.0,R. Jackson misses 2-pt jump shot from 13 ft,,60,66
291,3,6:55.0,,Defensive rebound by G. Hayward,60,66
292,3,6:46.0,,A. Horford misses 3-pt jump shot from 28 ft,60,66
293,3,6:45.0,Defensive rebound by B. Griffin,,60,66
294,3,6:32.0,Personal foul by A. Horford (drawn by A. Drummond),,60,66
295,3,6:32.0,G. Robinson enters the game for S. Johnson,,60,66
296,3,6:32.0,,A. Baynes enters the game for G. Hayward,60,66
297,3,6:32.0,,M. Morris enters the game for A. Horford,60,66
298,3,6:25.0,Turnover by R. Bullock (bad pass; steal by M. Morris),,60,66
299,3,6:20.0,,J. Tatum makes 2-pt jump shot from 5 ft,60,68
300,3,6:05.0,B. Griffin misses 2-pt layup from 3 ft,,60,68
301,3,6:05.0,,Defensive rebound by A. Baynes,60,68
302,3,5:57.0,,M. Morris misses 2-pt jump shot from 21 ft,60,68
303,3,5:56.0,Defensive rebound by B. Griffin,,60,68
304,3,5:42.0,R. Bullock makes 2-pt jump shot from 17 ft (assist by A. Drummond),,62,68
305,3,5:28.0,,J. Tatum makes 2-pt jump shot from 16 ft (assist by K. Irving),62,70
306,3,5:06.0,Shooting foul by A. Baynes (drawn by A. Drummond),,62,70
307,3,5:06.0,A. Drummond makes free throw 1 of 2,,63,70
308,3,5:06.0,I. Smith enters the game for R. Bullock,,63,70
309,3,5:06.0,A. Drummond misses free throw 2 of 2,,63,70
310,3,5:06.0,,Defensive rebound by M. Morris,63,70
311,3,4:51.0,,J. Tatum misses 2-pt jump shot from 19 ft,63,70
312,3,4:48.0,Defensive rebound by A. Drummond,,63,70
313,3,4:38.0,Shooting foul by J. Tatum (drawn by B. Griffin),,63,70
314,3,4:38.0,B. Griffin makes free throw 1 of 2,,64,70
315,3,4:38.0,B. Griffin makes free throw 2 of 2,,65,70
316,3,4:29.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by A. Baynes),65,73
317,3,4:16.0,B. Griffin makes 2-pt layup from 3 ft,,67,73
318,3,4:01.0,,Turnover by K. Irving (traveling),67,73
319,3,4:01.0,Z. Pachulia enters the game for A. Drummond,,67,73
320,3,4:01.0,,T. Rozier enters the game for J. Brown,67,73
321,3,4:01.0,,M. Smart enters the game for J. Tatum,67,73
322,3,3:44.0,B. Griffin misses 2-pt layup from 5 ft,,67,73
323,3,3:41.0,,Defensive rebound by A. Baynes,67,73
324,3,3:32.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by T. Rozier),67,76
325,3,3:21.0,Turnover by R. Jackson (lost ball; steal by M. Smart),,67,76
326,3,3:13.0,,A. Baynes misses 3-pt jump shot from 28 ft,67,76
327,3,3:13.0,Defensive rebound by B. Griffin,,67,76
328,3,3:01.0,R. Jackson misses 3-pt jump shot from 25 ft,,67,76
329,3,2:57.0,,Defensive rebound by M. Morris,67,76
330,3,2:53.0,,K. Irving makes 3-pt jump shot from 30 ft (assist by M. Morris),67,79
331,3,2:52.0,Detroit full timeout,,67,79
332,3,2:52.0,B. Brown enters the game for R. Jackson,,67,79
333,3,2:39.0,B. Griffin misses 3-pt jump shot from 26 ft,,67,79
334,3,2:36.0,Offensive rebound by Z. Pachulia,,67,79
335,3,2:29.0,Offensive foul by B. Griffin (drawn by K. Irving),,67,79
336,3,2:29.0,Turnover by B. Griffin (offensive foul),,67,79
337,3,2:22.0,,Personal foul by B. Griffin (drawn by K. Irving),67,79
338,3,2:22.0,,K. Irving makes free throw 1 of 2,67,80
339,3,2:22.0,S. Johnson enters the game for B. Griffin,,67,80
340,3,2:22.0,,G. Yabusele enters the game for A. Baynes,67,80
341,3,2:22.0,,K. Irving makes free throw 2 of 2,67,81
342,3,2:10.0,I. Smith misses 2-pt jump shot from 8 ft,,67,81
343,3,2:05.0,,Defensive rebound by G. Yabusele,67,81
344,3,2:02.0,,K. Irving misses 3-pt jump shot from 27 ft,67,81
345,3,2:00.0,,Offensive rebound by K. Irving,67,81
346,3,1:58.0,,M. Morris misses 3-pt jump shot from 25 ft,67,81
347,3,1:57.0,,Offensive rebound by G. Yabusele,67,81
348,3,1:52.0,,G. Yabusele misses 3-pt jump shot from 23 ft,67,81
349,3,1:50.0,Defensive rebound by G. Robinson,,67,81
350,3,1:34.0,S. Johnson makes 2-pt jump shot from 16 ft,,69,81
351,3,1:15.0,,Turnover by M. Smart (bad pass; steal by B. Brown),69,81
352,3,1:12.0,Personal foul by M. Smart (drawn by B. Brown),,69,81
353,3,1:12.0,B. Brown makes free throw 1 of 2,,70,81
354,3,1:12.0,J. Calderón enters the game for G. Robinson,,70,81
355,3,1:12.0,,G. Hayward enters the game for K. Irving,70,81
356,3,1:12.0,B. Brown makes free throw 2 of 2,,71,81
357,3,0:50.0,,M. Morris misses 2-pt jump shot from 14 ft,71,81
358,3,0:48.0,Defensive rebound by Z. Pachulia,,71,81
359,3,0:42.0,B. Brown misses 2-pt layup from 2 ft,,71,81
360,3,0:41.0,,Defensive rebound by M. Morris,71,81
361,3,0:34.0,,G. Yabusele misses 3-pt jump shot from 27 ft,71,81
362,3,0:31.0,,Offensive rebound by Team,71,81
363,3,0:27.0,,M. Smart misses 3-pt jump shot from 27 ft,71,81
364,3,0:26.0,Defensive rebound by S. Johnson,,71,81
365,3,0:02.0,I. Smith misses 2-pt layup from 3 ft (block by G. Yabusele),,71,81
366,3,0:01.0,,Defensive rebound by M. Smart,71,81
367,4,11:38.0,B. Brown makes 2-pt layup from 6 ft,,73,81
368,4,11:23.0,,Personal foul by Z. Pachulia (drawn by G. Yabusele),73,81
369,4,11:23.0,,A. Horford enters the game for G. Yabusele,73,81
370,4,11:12.0,,G. Hayward makes 2-pt layup from 3 ft,73,83
371,4,10:58.0,,Violation by Team (kicked ball),73,83
372,4,10:52.0,I. Smith misses 3-pt jump shot from 25 ft,,73,83
373,4,10:51.0,,Defensive rebound by G. Hayward,73,83
374,4,10:41.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by G. Hayward),73,85
375,4,10:32.0,J. Calderón makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),,75,85
376,4,10:08.0,,Personal foul by B. Brown (drawn by G. Hayward),75,85
377,4,10:08.0,A. Drummond enters the game for Z. Pachulia,,75,85
378,4,10:06.0,,Turnover by M. Morris (bad pass; steal by A. Drummond),75,85
379,4,10:01.0,A. Drummond misses 2-pt layup from 2 ft,,75,85
380,4,10:00.0,Offensive rebound by B. Brown,,75,85
381,4,10:00.0,B. Brown makes 2-pt layup from 1 ft,,77,85
382,4,9:43.0,,Turnover by M. Morris (lost ball; steal by I. Smith),77,85
383,4,9:37.0,S. Johnson misses 2-pt layup from 4 ft (block by T. Rozier),,77,85
384,4,9:37.0,,Defensive rebound by M. Morris,77,85
385,4,9:31.0,,M. Morris misses 2-pt layup from 1 ft,77,85
386,4,9:29.0,,Offensive rebound by Team,77,85
387,4,9:29.0,,Boston full timeout,77,85
388,4,9:25.0,,Shooting foul by S. Johnson (drawn by M. Smart),77,85
389,4,9:25.0,,M. Smart makes free throw 1 of 2,77,86
390,4,9:25.0,,M. Smart makes free throw 2 of 2,77,87
391,4,9:04.0,S. Johnson makes 2-pt jump shot from 7 ft,,79,87
