,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
41,1,7:02.0,,G. Antetokounmpo makes free throw 1 of 2,20,10
42,1,7:02.0,R. Lopez enters the game for W. Carter,,20,10
43,1,7:02.0,,G. Antetokounmpo makes free throw 2 of 2,20,11
44,1,6:35.0,Z. LaVine makes 2-pt jump shot from 21 ft (assist by R. Lopez),,22,11
45,1,6:16.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),22,13
46,1,5:57.0,Turnover by J. Holiday (bad pass; steal by E. Bledsoe),,22,13
47,1,5:56.0,,E. Bledsoe makes 2-pt layup from 1 ft,22,15
48,1,5:56.0,Chicago full timeout,,22,15
49,1,5:56.0,,E. İlyasova enters the game for G. Antetokounmpo,22,15
50,1,5:39.0,J. Parker misses 3-pt jump shot from 27 ft,,22,15
51,1,5:35.0,,Defensive rebound by P. Connaughton,22,15
52,1,5:28.0,,Turnover by E. İlyasova (bad pass; steal by R. Arcidiacono),22,15
53,1,5:24.0,R. Arcidiacono misses 2-pt layup from 2 ft,,22,15
54,1,5:18.0,,Defensive rebound by P. Connaughton,22,15
55,1,5:15.0,,B. Lopez misses 3-pt jump shot from 24 ft,22,15
56,1,5:11.0,,Offensive rebound by E. Bledsoe,22,15
57,1,5:05.0,,K. Middleton makes 2-pt jump shot from 14 ft,22,17
58,1,4:53.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by J. Parker),,25,17
59,1,4:39.0,,B. Lopez misses 2-pt jump shot from 15 ft,25,17
60,1,4:36.0,Defensive rebound by J. Parker,,25,17
61,1,4:31.0,J. Holiday misses 3-pt jump shot from 24 ft,,25,17
62,1,4:28.0,,Defensive rebound by E. Bledsoe,25,17
63,1,4:23.0,,K. Middleton misses 3-pt jump shot from 27 ft,25,17
64,1,4:19.0,Defensive rebound by R. Arcidiacono,,25,17
65,1,4:08.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by R. Arcidiacono),,27,17
66,1,3:57.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),27,19
67,1,3:39.0,Shooting foul by E. İlyasova (drawn by J. Parker),,27,19
68,1,3:39.0,J. Parker makes free throw 1 of 2,,28,19
69,1,3:39.0,S. Harrison enters the game for Z. LaVine,,28,19
70,1,3:39.0,,M. Brogdon enters the game for E. Bledsoe,28,19
71,1,3:39.0,,T. Maker enters the game for B. Lopez,28,19
72,1,3:39.0,,T. Snell enters the game for K. Middleton,28,19
73,1,3:39.0,J. Parker makes free throw 2 of 2,,29,19
74,1,3:21.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by T. Maker),29,21
75,1,3:03.0,Offensive foul by J. Holiday (drawn by E. İlyasova),,29,21
76,1,3:03.0,Turnover by J. Holiday (offensive foul),,29,21
77,1,3:03.0,C. Hutchison enters the game for J. Parker,,29,21
78,1,2:50.0,,T. Maker misses 3-pt jump shot from 28 ft,29,21
79,1,2:47.0,Defensive rebound by S. Harrison,,29,21
80,1,2:35.0,R. Lopez makes 2-pt layup at rim,,31,21
81,1,2:20.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by P. Connaughton),31,23
82,1,2:20.0,,Shooting foul by C. Hutchison (drawn by E. İlyasova),31,23
83,1,2:20.0,,E. İlyasova makes free throw 1 of 1,31,24
84,1,2:01.0,Shooting foul by M. Brogdon (drawn by S. Harrison),,31,24
85,1,2:01.0,S. Harrison misses free throw 1 of 3,,31,24
86,1,2:01.0,Offensive rebound by Team,,31,24
87,1,2:01.0,S. Harrison makes free throw 2 of 3,,32,24
88,1,2:01.0,,G. Antetokounmpo enters the game for T. Maker,32,24
89,1,2:01.0,S. Harrison misses free throw 3 of 3,,32,24
90,1,1:55.0,,Defensive rebound by G. Antetokounmpo,32,24
91,1,1:49.0,,Turnover by P. Connaughton (bad pass; steal by J. Holiday),32,24
92,1,1:44.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by R. Arcidiacono),,35,24
93,1,1:27.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),35,26
94,1,1:12.0,R. Lopez misses 2-pt hook shot from 5 ft,,35,26
95,1,1:12.0,,Defensive rebound by E. İlyasova,35,26
96,1,1:06.0,,M. Brogdon misses 2-pt hook shot from 2 ft,35,26
97,1,1:05.0,Defensive rebound by R. Arcidiacono,,35,26
98,1,1:05.0,Personal foul by G. Antetokounmpo (drawn by R. Arcidiacono),,35,26
99,1,1:05.0,R. Arcidiacono makes free throw 1 of 2,,36,26
100,1,1:05.0,R. Arcidiacono makes free throw 2 of 2,,37,26
101,1,0:51.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),37,28
102,1,0:51.0,,Shooting foul by R. Lopez (drawn by M. Brogdon),37,28
103,1,0:51.0,Technical foul by R. Lopez,,37,28
104,1,0:51.0,,M. Brogdon makes technical free throw,37,29
105,1,0:51.0,,G. Antetokounmpo makes free throw 1 of 1,37,30
106,1,0:36.0,Personal foul by T. Snell (drawn by J. Holiday),,37,30
107,1,0:36.0,J. Holiday makes free throw 1 of 2,,38,30
108,1,0:36.0,J. Parker enters the game for R. Lopez,,38,30
109,1,0:36.0,J. Holiday misses free throw 2 of 2,,38,30
110,1,0:35.0,,Defensive rebound by E. İlyasova,38,30
111,1,0:21.0,,E. İlyasova misses 3-pt jump shot from 27 ft,38,30
112,1,0:20.0,Defensive rebound by Team,,38,30
113,1,0:02.0,Shooting foul by P. Connaughton (drawn by S. Harrison),,38,30
114,1,0:02.0,S. Harrison makes free throw 1 of 2,,39,30
115,1,0:02.0,S. Harrison makes free throw 2 of 2,,40,30
116,2,11:46.0,J. Parker makes 2-pt layup from 1 ft,,42,30
117,2,11:22.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,42,30
118,2,11:22.0,Defensive rebound by Team,,42,30
119,2,11:22.0,,Loose ball foul by T. Maker (drawn by C. Hutchison),42,30
120,2,11:08.0,J. Parker misses 2-pt jump shot from 12 ft,,42,30
121,2,11:04.0,Offensive rebound by R. Lopez,,42,30
122,2,11:01.0,Turnover by J. Parker (bad pass; steal by D. DiVincenzo),,42,30
123,2,10:56.0,,Turnover by M. Brogdon (lost ball; steal by S. Harrison),42,30
124,2,10:45.0,Turnover by J. Parker (lost ball; steal by D. DiVincenzo),,42,30
125,2,10:42.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by D. DiVincenzo),42,32
126,2,10:42.0,,Shooting foul by R. Lopez (drawn by G. Antetokounmpo),42,32
127,2,10:42.0,,G. Antetokounmpo makes free throw 1 of 1,42,33
128,2,10:23.0,Turnover by J. Parker (lost ball; steal by D. DiVincenzo),,42,33
129,2,10:18.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by C. Hutchison),42,33
130,2,10:13.0,,Offensive rebound by G. Antetokounmpo,42,33
131,2,10:12.0,,T. Snell makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),42,35
132,2,10:12.0,,Technical foul by F. Hoiberg,42,35
133,2,10:12.0,,M. Brogdon makes technical free throw,42,36
134,2,10:12.0,Z. LaVine enters the game for C. Hutchison,,42,36
135,2,9:51.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by Z. LaVine),,44,36
136,2,9:36.0,,G. Antetokounmpo makes 2-pt layup at rim,44,38
137,2,9:25.0,J. Parker misses 2-pt layup from 4 ft (block by M. Brogdon),,44,38
138,2,9:25.0,Offensive rebound by Team,,44,38
139,2,9:25.0,W. Carter enters the game for R. Lopez,,44,38
140,2,9:15.0,J. Parker misses 3-pt jump shot from 23 ft,,44,38
141,2,9:13.0,,Defensive rebound by T. Maker,44,38
142,2,9:05.0,,M. Brogdon makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),44,41
143,2,9:05.0,Chicago full timeout,,44,41
144,2,9:05.0,J. Holiday enters the game for S. Harrison,,44,41
145,2,9:05.0,C. Hutchison enters the game for J. Parker,,44,41
146,2,8:47.0,C. Hutchison misses 2-pt layup from 2 ft,,44,41
147,2,8:45.0,,Defensive rebound by G. Antetokounmpo,44,41
148,2,8:36.0,,T. Snell misses 2-pt layup from 3 ft,44,41
149,2,8:33.0,Defensive rebound by W. Carter,,44,41
150,2,8:18.0,C. Payne makes 2-pt jump shot from 5 ft (assist by J. Holiday),,46,41
151,2,7:59.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,46,43
152,2,7:47.0,Z. LaVine misses 3-pt jump shot from 28 ft,,46,43
153,2,7:44.0,,Defensive rebound by T. Snell,46,43
154,2,7:40.0,,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),46,46
155,2,7:12.0,C. Payne makes 2-pt jump shot from 11 ft,,48,46
156,2,6:59.0,,D. DiVincenzo misses 3-pt jump shot from 28 ft,48,46
157,2,6:56.0,Defensive rebound by C. Hutchison,,48,46
158,2,6:47.0,C. Hutchison misses 3-pt jump shot from 24 ft,,48,46
159,2,6:45.0,,Defensive rebound by M. Brogdon,48,46
160,2,6:34.0,,G. Antetokounmpo misses 2-pt jump shot from 10 ft,48,46
161,2,6:32.0,Defensive rebound by J. Holiday,,48,46
162,2,6:25.0,C. Payne misses 3-pt jump shot from 27 ft,,48,46
163,2,6:22.0,,Defensive rebound by G. Antetokounmpo,48,46
164,2,6:18.0,,Milwaukee full timeout,48,46
165,2,6:18.0,R. Arcidiacono enters the game for C. Hutchison,,48,46
166,2,6:18.0,,E. Bledsoe enters the game for G. Antetokounmpo,48,46
167,2,6:18.0,,E. İlyasova enters the game for M. Brogdon,48,46
168,2,6:18.0,,B. Lopez enters the game for T. Maker,48,46
169,2,6:18.0,,K. Middleton enters the game for T. Snell,48,46
170,2,6:11.0,,Personal foul by C. Payne (drawn by D. DiVincenzo),48,46
171,2,5:55.0,,B. Lopez makes 2-pt jump shot from 1 ft (assist by K. Middleton),48,48
172,2,5:34.0,R. Arcidiacono misses 3-pt jump shot from 24 ft,,48,48
173,2,5:31.0,,Defensive rebound by K. Middleton,48,48
174,2,5:28.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by K. Middleton),48,50
175,2,5:16.0,Shooting foul by E. Bledsoe (drawn by Z. LaVine),,48,50
176,2,5:16.0,Z. LaVine makes free throw 1 of 2,,49,50
177,2,5:16.0,Z. LaVine makes free throw 2 of 2,,50,50
178,2,5:02.0,,E. İlyasova misses 2-pt layup from 2 ft,50,50
179,2,4:58.0,,Offensive rebound by E. İlyasova,50,50
180,2,4:58.0,,E. İlyasova makes 2-pt layup from 1 ft,50,52
181,2,4:43.0,Z. LaVine misses 2-pt layup from 4 ft,,50,52
182,2,4:39.0,Offensive rebound by W. Carter,,50,52
183,2,4:39.0,W. Carter misses 2-pt layup from 1 ft,,50,52
184,2,4:39.0,Offensive rebound by W. Carter,,50,52
185,2,4:39.0,Personal foul by D. DiVincenzo (drawn by W. Carter),,50,52
186,2,4:39.0,,P. Connaughton enters the game for D. DiVincenzo,50,52
187,2,4:24.0,Z. LaVine makes 2-pt layup from 1 ft,,52,52
188,2,4:15.0,,Turnover by E. Bledsoe (bad pass; steal by J. Holiday),52,52
189,2,4:06.0,W. Carter misses 2-pt jump shot from 10 ft (block by P. Connaughton),,52,52
190,2,4:03.0,,Defensive rebound by E. Bledsoe,52,52
191,2,4:01.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),52,55
192,2,3:40.0,Z. LaVine makes 3-pt jump shot from 28 ft (assist by W. Carter),,55,55
193,2,3:19.0,,K. Middleton makes 2-pt jump shot from 14 ft,55,57
194,2,3:00.0,Z. LaVine misses 2-pt jump shot from 20 ft,,55,57
195,2,2:58.0,,Defensive rebound by K. Middleton,55,57
196,2,2:48.0,,P. Connaughton misses 2-pt layup at rim,55,57
197,2,2:45.0,Defensive rebound by J. Holiday,,55,57
198,2,2:41.0,Personal foul by E. Bledsoe (drawn by Z. LaVine),,55,57
199,2,2:41.0,J. Parker enters the game for C. Payne,,55,57
200,2,2:31.0,R. Arcidiacono makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,58,57
201,2,2:11.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),58,60
202,2,1:55.0,W. Carter misses 3-pt jump shot from 28 ft,,58,60
203,2,1:51.0,,Defensive rebound by E. Bledsoe,58,60
204,2,1:41.0,,B. Lopez misses 3-pt jump shot from 23 ft,58,60
205,2,1:39.0,Defensive rebound by J. Holiday,,58,60
206,2,1:22.0,R. Arcidiacono makes 2-pt layup from 1 ft,,60,60
207,2,1:12.0,,Turnover by E. Bledsoe (bad pass; steal by R. Arcidiacono),60,60
208,2,1:00.0,W. Carter makes 2-pt hook shot from 4 ft,,62,60
209,2,1:00.0,,Milwaukee full timeout,62,60
210,2,1:00.0,R. Lopez enters the game for W. Carter,,62,60
211,2,1:00.0,,G. Antetokounmpo enters the game for E. Bledsoe,62,60
212,2,1:00.0,,M. Brogdon enters the game for E. İlyasova,62,60
213,2,0:46.0,,Def 3 sec tech foul by Team,62,60
214,2,0:46.0,,K. Middleton makes technical free throw,62,61
215,2,0:41.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,62,63
216,2,0:34.0,Z. LaVine misses 3-pt jump shot from 27 ft,,62,63
217,2,0:30.0,,Defensive rebound by M. Brogdon,62,63
218,2,0:20.0,,K. Middleton misses 3-pt jump shot from 28 ft,62,63
219,2,0:18.0,Defensive rebound by R. Lopez,,62,63
220,2,0:00.0,J. Parker misses 3-pt jump shot from 26 ft,,62,63
221,2,0:00.0,Offensive rebound by Team,,62,63
222,3,11:52.0,Personal foul by K. Middleton (drawn by J. Holiday),,62,63
223,3,11:48.0,Personal foul by B. Lopez (drawn by W. Carter),,62,63
224,3,11:41.0,J. Parker makes 2-pt jump shot from 16 ft,,64,63
225,3,11:25.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by M. Brogdon),64,66
226,3,11:17.0,J. Parker misses 2-pt jump shot from 20 ft,,64,66
227,3,11:14.0,,Defensive rebound by E. Bledsoe,64,66
228,3,11:07.0,,M. Brogdon misses 2-pt layup from 1 ft,64,66
229,3,11:06.0,,Offensive rebound by G. Antetokounmpo,64,66
230,3,11:06.0,,Shooting foul by J. Parker (drawn by G. Antetokounmpo),64,66
231,3,11:06.0,,G. Antetokounmpo misses free throw 1 of 2,64,66
232,3,11:06.0,,Offensive rebound by Team,64,66
233,3,11:06.0,,G. Antetokounmpo makes free throw 2 of 2,64,67
234,3,10:43.0,R. Arcidiacono misses 2-pt hook shot from 3 ft (block by B. Lopez),,64,67
235,3,10:39.0,,Defensive rebound by B. Lopez,64,67
236,3,10:36.0,,B. Lopez misses 3-pt jump shot from 28 ft,64,67
237,3,10:34.0,Defensive rebound by Z. LaVine,,64,67
238,3,10:25.0,W. Carter misses 2-pt jump shot from 6 ft,,64,67
239,3,10:24.0,Offensive rebound by J. Parker,,64,67
240,3,10:23.0,J. Parker makes 2-pt hook shot from 4 ft,,66,67
241,3,10:05.0,,G. Antetokounmpo misses 2-pt jump shot from 4 ft,66,67
242,3,10:05.0,Defensive rebound by Z. LaVine,,66,67
243,3,9:59.0,J. Holiday misses 3-pt jump shot from 28 ft,,66,67
244,3,9:55.0,,Defensive rebound by G. Antetokounmpo,66,67
245,3,9:53.0,,Turnover by G. Antetokounmpo (bad pass),66,67
246,3,9:42.0,Z. LaVine misses 2-pt layup from 6 ft,,66,67
247,3,9:40.0,,Defensive rebound by G. Antetokounmpo,66,67
248,3,9:36.0,,M. Brogdon makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),66,70
249,3,9:21.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by J. Parker),,69,70
250,3,9:00.0,,M. Brogdon makes 3-pt jump shot from 24 ft (assist by B. Lopez),69,73
251,3,8:49.0,Shooting foul by M. Brogdon (drawn by R. Arcidiacono),,69,73
252,3,8:49.0,R. Arcidiacono makes free throw 1 of 3,,70,73
253,3,8:49.0,R. Arcidiacono makes free throw 2 of 3,,71,73
254,3,8:49.0,R. Arcidiacono makes free throw 3 of 3,,72,73
255,3,8:32.0,,Shooting foul by J. Parker (drawn by G. Antetokounmpo),72,73
256,3,8:32.0,,G. Antetokounmpo makes free throw 1 of 2,72,74
257,3,8:32.0,,G. Antetokounmpo misses free throw 2 of 2,72,74
258,3,8:29.0,Defensive rebound by J. Holiday,,72,74
259,3,8:10.0,W. Carter misses 2-pt jump shot from 15 ft,,72,74
260,3,8:07.0,Offensive rebound by J. Holiday,,72,74
261,3,8:06.0,J. Holiday misses 3-pt jump shot from 23 ft,,72,74
262,3,8:03.0,,Defensive rebound by K. Middleton,72,74
263,3,7:59.0,,K. Middleton misses 2-pt layup from 3 ft,72,74
264,3,7:56.0,Defensive rebound by J. Parker,,72,74
265,3,7:53.0,J. Holiday misses 3-pt jump shot from 27 ft,,72,74
266,3,7:48.0,,Defensive rebound by M. Brogdon,72,74
267,3,7:40.0,,B. Lopez makes 3-pt jump shot from 29 ft (assist by G. Antetokounmpo),72,77
268,3,7:40.0,Chicago full timeout,,72,77
269,3,7:40.0,,P. Connaughton enters the game for M. Brogdon,72,77
270,3,7:28.0,Z. LaVine makes 2-pt dunk at rim (assist by J. Parker),,74,77
271,3,7:18.0,,B. Lopez misses 3-pt jump shot from 26 ft,74,77
272,3,7:15.0,Defensive rebound by J. Parker,,74,77
273,3,7:00.0,J. Parker makes 2-pt jump shot from 17 ft (assist by W. Carter),,76,77
274,3,6:45.0,,G. Antetokounmpo misses 3-pt jump shot from 28 ft,76,77
275,3,6:45.0,Defensive rebound by Z. LaVine,,76,77
276,3,6:37.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by W. Carter),,79,77
277,3,6:15.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),79,80
278,3,6:03.0,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by J. Parker),,82,80
279,3,5:39.0,,Turnover by G. Antetokounmpo (lost ball; steal by R. Arcidiacono),82,80
280,3,5:35.0,J. Holiday misses 3-pt jump shot from 27 ft,,82,80
281,3,5:31.0,Offensive rebound by J. Parker,,82,80
282,3,5:22.0,Z. LaVine misses 3-pt jump shot from 23 ft,,82,80
283,3,5:19.0,,Defensive rebound by K. Middleton,82,80
284,3,5:04.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by B. Lopez),82,82
285,3,4:56.0,Z. LaVine misses 2-pt jump shot from 3 ft (block by E. Bledsoe),,82,82
286,3,4:54.0,,Defensive rebound by P. Connaughton,82,82
287,3,4:54.0,,Personal take foul by J. Holiday (drawn by K. Middleton),82,82
288,3,4:54.0,S. Harrison enters the game for Z. LaVine,,82,82
289,3,4:54.0,,E. İlyasova enters the game for G. Antetokounmpo,82,82
290,3,4:49.0,,Personal foul by W. Carter (drawn by K. Middleton),82,82
291,3,4:42.0,,Personal foul by J. Parker (drawn by K. Middleton),82,82
292,3,4:42.0,,K. Middleton makes free throw 1 of 2,82,83
293,3,4:42.0,C. Hutchison enters the game for W. Carter,,82,83
294,3,4:42.0,R. Lopez enters the game for J. Parker,,82,83
295,3,4:42.0,,T. Maker enters the game for B. Lopez,82,83
296,3,4:42.0,,K. Middleton misses free throw 2 of 2,82,83
297,3,4:38.0,Defensive rebound by R. Lopez,,82,83
298,3,4:30.0,J. Holiday misses 3-pt jump shot from 27 ft,,82,83
299,3,4:27.0,,Defensive rebound by E. İlyasova,82,83
300,3,4:22.0,,K. Middleton misses 2-pt layup from 3 ft,82,83
301,3,4:22.0,Defensive rebound by Team,,82,83
302,3,4:22.0,,Loose ball foul by T. Maker (drawn by R. Lopez),82,83
303,3,4:22.0,,M. Brogdon enters the game for E. Bledsoe,82,83
304,3,4:03.0,R. Arcidiacono misses 3-pt jump shot from 27 ft,,82,83
305,3,4:00.0,,Defensive rebound by T. Maker,82,83
306,3,3:50.0,,K. Middleton misses 2-pt jump shot from 16 ft,82,83
307,3,3:48.0,Defensive rebound by R. Arcidiacono,,82,83
308,3,3:38.0,S. Harrison misses 3-pt jump shot from 26 ft,,82,83
309,3,3:33.0,Offensive rebound by C. Hutchison,,82,83
310,3,3:33.0,,T. Snell enters the game for K. Middleton,82,83
311,3,3:21.0,J. Holiday misses 3-pt jump shot from 30 ft,,82,83
312,3,3:17.0,,Defensive rebound by E. İlyasova,82,83
313,3,3:10.0,,P. Connaughton makes 2-pt dunk from 2 ft (assist by M. Brogdon),82,85
314,3,2:53.0,Turnover by S. Harrison (traveling),,82,85
315,3,2:53.0,,Milwaukee full timeout,82,85
316,3,2:53.0,Z. LaVine enters the game for R. Arcidiacono,,82,85
317,3,2:40.0,,Turnover by M. Brogdon (bad pass; steal by C. Hutchison),82,85
318,3,2:34.0,C. Hutchison makes 2-pt dunk from 1 ft,,84,85
319,3,2:26.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by P. Connaughton),84,88
320,3,2:09.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by Z. LaVine),,86,88
321,3,2:09.0,Shooting foul by M. Brogdon (drawn by R. Lopez),,86,88
322,3,2:09.0,R. Lopez makes free throw 1 of 1,,87,88
323,3,1:43.0,,T. Snell misses 2-pt hook shot from 6 ft,87,88
324,3,1:40.0,Defensive rebound by R. Lopez,,87,88
325,3,1:21.0,S. Harrison misses 3-pt jump shot from 28 ft (block by P. Connaughton),,87,88
326,3,1:18.0,,Defensive rebound by P. Connaughton,87,88
327,3,1:18.0,,P. Connaughton makes 2-pt dunk from 1 ft,87,90
328,3,0:56.0,Z. LaVine misses 2-pt jump shot from 19 ft,,87,90
329,3,0:52.0,,Defensive rebound by T. Maker,87,90
330,3,0:46.0,,T. Snell misses 2-pt jump shot from 20 ft,87,90
331,3,0:44.0,Defensive rebound by Z. LaVine,,87,90
332,3,0:39.0,Z. LaVine misses 2-pt layup from 1 ft (block by T. Maker),,87,90
333,3,0:39.0,Offensive rebound by Team,,87,90
334,3,0:39.0,,G. Antetokounmpo enters the game for T. Maker,87,90
335,3,0:33.0,Shooting foul by M. Brogdon (drawn by Z. LaVine),,87,90
336,3,0:33.0,Z. LaVine makes free throw 1 of 2,,88,90
337,3,0:33.0,C. Payne enters the game for R. Lopez,,88,90
338,3,0:33.0,,D. DiVincenzo enters the game for M. Brogdon,88,90
339,3,0:33.0,Z. LaVine makes free throw 2 of 2,,89,90
340,3,0:25.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,89,92
341,3,0:07.0,Offensive foul by Z. LaVine (drawn by E. İlyasova),,89,92
342,3,0:07.0,Turnover by Z. LaVine (offensive foul),,89,92
343,3,0:00.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,89,92
344,3,0:00.0,Defensive rebound by Z. LaVine,,89,92
345,4,11:42.0,,B. Lopez misses 3-pt jump shot from 24 ft,89,92
346,4,11:39.0,Defensive rebound by C. Hutchison,,89,92
347,4,11:24.0,W. Carter misses 2-pt hook shot from 7 ft,,89,92
348,4,11:21.0,,Defensive rebound by G. Antetokounmpo,89,92
349,4,11:16.0,,T. Snell misses 3-pt jump shot from 27 ft,89,92
350,4,11:13.0,Defensive rebound by W. Carter,,89,92
351,4,11:07.0,J. Parker misses 3-pt jump shot from 28 ft,,89,92
352,4,11:03.0,,Defensive rebound by G. Antetokounmpo,89,92
353,4,10:56.0,,D. DiVincenzo misses 3-pt jump shot from 25 ft,89,92
354,4,10:56.0,Defensive rebound by Team,,89,92
355,4,10:56.0,,Loose ball foul by D. DiVincenzo (drawn by J. Parker),89,92
356,4,10:40.0,W. Carter makes 2-pt jump shot from 18 ft (assist by C. Payne),,91,92
357,4,10:28.0,,Personal foul by W. Carter (drawn by B. Lopez),91,92
358,4,10:28.0,R. Arcidiacono enters the game for Z. LaVine,,91,92
359,4,10:19.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,91,94
360,4,10:15.0,Shooting foul by G. Antetokounmpo (drawn by J. Parker),,91,94
361,4,10:15.0,J. Parker misses free throw 1 of 2,,91,94
362,4,10:15.0,Offensive rebound by Team,,91,94
363,4,10:15.0,J. Parker makes free throw 2 of 2,,92,94
364,4,9:52.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),92,96
365,4,9:45.0,Personal foul by B. Lopez (drawn by W. Carter),,92,96
366,4,9:40.0,Turnover by R. Arcidiacono (bad pass; steal by G. Antetokounmpo),,92,96
367,4,9:40.0,,Personal take foul by R. Arcidiacono (drawn by G. Antetokounmpo),92,96
