,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PHOENIX_ACTION,PHILADELPHIA_SCORE,PHOENIX_SCORE
29,1,8:36.0,,Turnover by D. Melton (bad pass),11,3
30,1,8:25.0,J. Bolden makes 2-pt layup from 1 ft (assist by B. Simmons),,13,3
31,1,8:24.0,,Phoenix full timeout,13,3
32,1,8:12.0,,Personal foul by J. Bolden (drawn by T. Warren),13,3
33,1,8:12.0,T. McConnell enters the game for J. Bolden,,13,3
34,1,8:07.0,,D. Booker makes 3-pt jump shot from 25 ft,13,6
35,1,7:52.0,Shooting foul by T. Warren (drawn by B. Simmons),,13,6
36,1,7:52.0,B. Simmons makes free throw 1 of 2,,14,6
37,1,7:52.0,B. Simmons makes free throw 2 of 2,,15,6
38,1,7:35.0,,D. Booker misses 3-pt jump shot from 29 ft,15,6
39,1,7:33.0,Defensive rebound by F. Korkmaz,,15,6
40,1,7:32.0,,Violation by Team (kicked ball),15,6
41,1,7:17.0,J. Redick makes 3-pt jump shot from 27 ft (assist by T. McConnell),,18,6
42,1,7:06.0,,D. Booker misses 2-pt jump shot from 9 ft,18,6
43,1,7:04.0,,Offensive rebound by D. Ayton,18,6
44,1,7:04.0,,D. Ayton makes 2-pt dunk from 1 ft,18,8
45,1,6:51.0,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),,21,8
46,1,6:47.0,,Personal foul by T. McConnell (drawn by D. Melton),21,8
47,1,6:47.0,D. Jackson enters the game for J. Embiid,,21,8
48,1,6:47.0,M. Muscala enters the game for J. Redick,,21,8
49,1,6:35.0,,D. Booker makes 2-pt jump shot from 10 ft,21,10
50,1,6:33.0,Philadelphia full timeout,,21,10
51,1,6:15.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by D. Jackson),,24,10
52,1,5:52.0,,D. Booker makes 2-pt jump shot from 8 ft,24,12
53,1,5:40.0,F. Korkmaz makes 2-pt dunk from 2 ft (assist by B. Simmons),,26,12
54,1,5:21.0,,T. Warren misses 3-pt jump shot from 25 ft,26,12
55,1,5:19.0,,Offensive rebound by D. Ayton,26,12
56,1,5:16.0,,M. Bridges misses 3-pt jump shot from 26 ft,26,12
57,1,5:13.0,Defensive rebound by B. Simmons,,26,12
58,1,4:58.0,Turnover by F. Korkmaz (bad pass; steal by D. Melton),,26,12
59,1,4:56.0,,Shooting foul by D. Jackson (drawn by D. Melton),26,12
60,1,4:56.0,,D. Melton makes free throw 1 of 2,26,13
61,1,4:56.0,L. Shamet enters the game for F. Korkmaz,,26,13
62,1,4:56.0,,D. Melton makes free throw 2 of 2,26,14
63,1,4:49.0,Turnover by B. Simmons (bad pass; steal by D. Melton),,26,14
64,1,4:46.0,,D. Melton makes 2-pt dunk from 1 ft,26,16
65,1,4:36.0,Offensive foul by M. Muscala (drawn by D. Melton),,26,16
66,1,4:36.0,Turnover by M. Muscala (offensive foul),,26,16
67,1,4:36.0,J. Redick enters the game for D. Jackson,,26,16
68,1,4:20.0,,D. Ayton misses 2-pt layup from 2 ft,26,16
69,1,4:18.0,Defensive rebound by B. Simmons,,26,16
70,1,4:16.0,Shooting foul by T. Warren (drawn by B. Simmons),,26,16
71,1,4:16.0,B. Simmons makes free throw 1 of 2,,27,16
72,1,4:16.0,,E. Okobo enters the game for M. Bridges,27,16
73,1,4:16.0,,K. Oubre enters the game for D. Melton,27,16
74,1,4:16.0,B. Simmons makes free throw 2 of 2,,28,16
75,1,4:10.0,,Personal foul by L. Shamet (drawn by D. Booker),28,16
76,1,4:10.0,,D. Booker makes free throw 1 of 2,28,17
77,1,4:10.0,,D. Booker makes free throw 2 of 2,28,18
78,1,3:55.0,Shooting foul by T. Warren (drawn by J. Redick),,28,18
79,1,3:55.0,J. Redick misses free throw 1 of 2,,28,18
80,1,3:55.0,Offensive rebound by Team,,28,18
81,1,3:55.0,,J. Jackson enters the game for T. Warren,28,18
82,1,3:55.0,J. Redick makes free throw 2 of 2,,29,18
83,1,3:43.0,,Personal foul by L. Shamet (drawn by D. Booker),29,18
84,1,3:43.0,,Offensive rebound by Team,29,18
85,1,3:43.0,,D. Booker misses free throw 1 of 2,29,18
86,1,3:43.0,,D. Booker makes free throw 2 of 2,29,19
87,1,3:32.0,Personal foul by J. Jackson (drawn by B. Simmons),,29,19
88,1,3:32.0,B. Simmons makes free throw 1 of 2,,30,19
89,1,3:32.0,B. Simmons makes free throw 2 of 2,,31,19
90,1,3:21.0,,D. Booker misses 2-pt jump shot from 13 ft,31,19
91,1,3:20.0,,Offensive rebound by D. Ayton,31,19
92,1,3:19.0,,D. Ayton misses 2-pt layup from 1 ft,31,19
93,1,3:18.0,Defensive rebound by M. Muscala,,31,19
94,1,3:03.0,B. Simmons makes 2-pt hook shot from 3 ft,,33,19
95,1,2:44.0,,K. Oubre makes 2-pt jump shot from 6 ft,33,21
96,1,2:33.0,L. Shamet misses 3-pt jump shot from 26 ft,,33,21
97,1,2:32.0,,Defensive rebound by J. Jackson,33,21
98,1,2:28.0,,D. Booker makes 2-pt layup from 1 ft (assist by J. Jackson),33,23
99,1,2:05.0,J. Redick makes 3-pt jump shot from 25 ft,,36,23
100,1,1:51.0,,D. Booker makes 2-pt layup from 2 ft (assist by D. Ayton),36,25
101,1,1:40.0,Personal foul by E. Okobo (drawn by J. Redick),,36,25
102,1,1:40.0,J. Redick makes free throw 1 of 2,,37,25
103,1,1:40.0,J. Embiid enters the game for B. Simmons,,37,25
104,1,1:40.0,,R. Holmes enters the game for D. Ayton,37,25
105,1,1:40.0,J. Redick makes free throw 2 of 2,,38,25
106,1,1:35.0,,Turnover by E. Okobo (bad pass; steal by T. McConnell),38,25
107,1,1:31.0,Turnover by T. McConnell (lost ball; steal by E. Okobo),,38,25
108,1,1:26.0,,K. Oubre makes 2-pt dunk from 2 ft (assist by D. Booker),38,27
109,1,1:08.0,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),,40,27
110,1,1:00.0,,D. Booker misses 2-pt layup from 3 ft (block by J. Embiid),40,27
111,1,0:58.0,Defensive rebound by L. Shamet,,40,27
112,1,0:56.0,Shooting foul by K. Oubre (drawn by J. Embiid),,40,27
113,1,0:56.0,J. Embiid misses free throw 1 of 2,,40,27
114,1,0:56.0,Offensive rebound by Team,,40,27
115,1,0:56.0,J. Embiid makes free throw 2 of 2,,41,27
116,1,0:39.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by D. Booker),41,30
117,1,0:25.0,Shooting foul by R. Holmes (drawn by J. Embiid),,41,30
118,1,0:25.0,J. Embiid makes free throw 1 of 2,,42,30
119,1,0:25.0,,J. Crawford enters the game for E. Okobo,42,30
120,1,0:25.0,J. Embiid misses free throw 2 of 2,,42,30
121,1,0:22.0,Offensive rebound by T. McConnell,,42,30
122,1,0:18.0,J. Embiid makes 2-pt dunk from 1 ft (assist by T. McConnell),,44,30
123,1,0:04.0,,Shooting foul by L. Shamet (drawn by D. Booker),44,30
124,1,0:04.0,,D. Booker makes free throw 1 of 2,44,31
125,1,0:04.0,,D. Booker makes free throw 2 of 2,44,32
126,1,0:04.0,,E. Okobo enters the game for J. Crawford,44,32
127,1,0:03.0,Turnover by M. Muscala (bad pass; steal by J. Jackson),,44,32
128,1,0:02.0,,J. Jackson misses 2-pt layup from 2 ft,44,32
129,1,0:00.0,Defensive rebound by T. McConnell,,44,32
130,2,11:46.0,Shooting foul by K. Oubre (drawn by J. Embiid),,44,32
131,2,11:46.0,J. Embiid makes free throw 1 of 2,,45,32
132,2,11:46.0,J. Embiid makes free throw 2 of 2,,46,32
133,2,11:33.0,,K. Oubre misses 3-pt jump shot from 25 ft,46,32
134,2,11:29.0,Defensive rebound by J. Embiid,,46,32
135,2,11:16.0,J. Embiid makes 2-pt dunk from 1 ft,,48,32
136,2,10:57.0,,R. Holmes misses 2-pt jump shot from 8 ft,48,32
137,2,10:54.0,Defensive rebound by J. Embiid,,48,32
138,2,10:37.0,J. Embiid misses 2-pt jump shot from 18 ft,,48,32
139,2,10:36.0,,Defensive rebound by Team,48,32
140,2,10:36.0,,D. Ayton enters the game for R. Holmes,48,32
141,2,10:24.0,,J. Crawford misses 2-pt jump shot from 13 ft,48,32
142,2,10:23.0,Defensive rebound by J. Embiid,,48,32
143,2,10:12.0,J. Redick misses 2-pt jump shot from 3 ft,,48,32
144,2,10:12.0,Offensive rebound by Team,,48,32
145,2,10:10.0,J. Redick makes 2-pt jump shot from 19 ft (assist by T. McConnell),,50,32
146,2,9:56.0,,J. Jackson misses 2-pt jump shot from 6 ft,50,32
147,2,9:54.0,Defensive rebound by J. Embiid,,50,32
148,2,9:53.0,Turnover by J. Embiid (bad pass; steal by E. Okobo),,50,32
149,2,9:52.0,,Shooting foul by J. Redick (drawn by J. Jackson),50,32
150,2,9:52.0,,J. Jackson makes free throw 1 of 2,50,33
151,2,9:52.0,,J. Jackson makes free throw 2 of 2,50,34
152,2,9:40.0,T. McConnell makes 2-pt jump shot from 11 ft,,52,34
153,2,9:22.0,,E. Okobo misses 2-pt jump shot from 12 ft,52,34
154,2,9:19.0,Defensive rebound by M. Muscala,,52,34
155,2,9:10.0,Shooting foul by J. Jackson (drawn by J. Embiid),,52,34
156,2,9:10.0,J. Embiid makes free throw 1 of 2,,53,34
157,2,9:10.0,B. Simmons enters the game for T. McConnell,,53,34
158,2,9:10.0,,D. Booker enters the game for J. Jackson,53,34
159,2,9:10.0,,M. Bridges enters the game for E. Okobo,53,34
160,2,9:10.0,J. Embiid makes free throw 2 of 2,,54,34
161,2,8:56.0,,M. Bridges misses 3-pt jump shot from 26 ft,54,34
162,2,8:56.0,,Offensive rebound by Team,54,34
163,2,8:56.0,Loose ball foul by J. Embiid (drawn by D. Ayton),,54,34
164,2,8:54.0,,Turnover by D. Booker (bad pass; steal by J. Embiid),54,34
165,2,8:50.0,Turnover by F. Korkmaz (lost ball),,54,34
166,2,8:50.0,,Phoenix full timeout,54,34
167,2,8:50.0,,T. Warren enters the game for K. Oubre,54,34
168,2,8:41.0,,M. Bridges misses 3-pt jump shot from 26 ft,54,34
169,2,8:37.0,Defensive rebound by J. Embiid,,54,34
170,2,8:23.0,J. Redick misses 3-pt jump shot from 23 ft,,54,34
171,2,8:21.0,,Defensive rebound by M. Bridges,54,34
172,2,8:16.0,,D. Booker misses 2-pt jump shot from 19 ft,54,34
173,2,8:13.0,,Offensive rebound by D. Ayton,54,34
174,2,8:12.0,,D. Booker misses 3-pt jump shot from 27 ft,54,34
175,2,8:08.0,Defensive rebound by J. Embiid,,54,34
176,2,7:58.0,Shooting foul by D. Ayton (drawn by J. Embiid),,54,34
177,2,7:58.0,J. Embiid makes free throw 1 of 2,,55,34
178,2,7:58.0,D. Jackson enters the game for J. Redick,,55,34
179,2,7:58.0,J. Embiid makes free throw 2 of 2,,56,34
180,2,7:40.0,,D. Ayton makes 2-pt layup from 2 ft (assist by D. Booker),56,36
181,2,7:29.0,F. Korkmaz misses 3-pt jump shot from 22 ft,,56,36
182,2,7:27.0,,Defensive rebound by T. Warren,56,36
183,2,7:18.0,,D. Booker misses 3-pt jump shot from 28 ft,56,36
184,2,7:15.0,Defensive rebound by M. Muscala,,56,36
185,2,7:07.0,J. Embiid misses 2-pt layup from 1 ft,,56,36
186,2,7:04.0,Offensive rebound by J. Embiid,,56,36
187,2,7:04.0,J. Embiid makes 2-pt layup at rim,,58,36
188,2,7:04.0,,Phoenix full timeout,58,36
189,2,7:04.0,J. Bolden enters the game for J. Embiid,,58,36
190,2,7:04.0,,D. Melton enters the game for J. Crawford,58,36
191,2,6:45.0,,T. Warren misses 2-pt jump shot from 4 ft,58,36
192,2,6:43.0,Defensive rebound by F. Korkmaz,,58,36
193,2,6:38.0,Turnover by B. Simmons (bad pass; steal by D. Ayton),,58,36
194,2,6:36.0,,Shooting foul by B. Simmons (drawn by D. Booker),58,36
195,2,6:36.0,,D. Booker makes free throw 1 of 2,58,37
196,2,6:36.0,,R. Holmes enters the game for D. Ayton,58,37
197,2,6:36.0,,D. Booker makes free throw 2 of 2,58,38
198,2,6:21.0,J. Bolden misses 3-pt jump shot from 23 ft,,58,38
199,2,6:17.0,,Defensive rebound by R. Holmes,58,38
200,2,6:14.0,,D. Melton makes 2-pt layup from 3 ft (assist by D. Booker),58,40
201,2,6:13.0,Philadelphia full timeout,,58,40
202,2,6:00.0,D. Jackson makes 3-pt jump shot from 25 ft (assist by M. Muscala),,61,40
203,2,5:43.0,,Personal foul by F. Korkmaz (drawn by D. Booker),61,40
204,2,5:32.0,,D. Booker misses 2-pt jump shot from 17 ft,61,40
205,2,5:30.0,,Offensive rebound by Team,61,40
206,2,5:20.0,,T. Warren misses 3-pt jump shot from 23 ft,61,40
207,2,5:20.0,Defensive rebound by Team,,61,40
208,2,5:12.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,61,40
209,2,5:07.0,,Defensive rebound by T. Warren,61,40
210,2,5:02.0,,M. Bridges misses 3-pt jump shot from 23 ft,61,40
211,2,5:00.0,,Offensive rebound by Team,61,40
212,2,5:00.0,J. Embiid enters the game for M. Muscala,,61,40
213,2,5:00.0,,D. Ayton enters the game for R. Holmes,61,40
214,2,4:55.0,,Shooting foul by F. Korkmaz (drawn by D. Booker),61,40
215,2,4:55.0,,D. Booker makes free throw 1 of 2,61,41
216,2,4:55.0,,D. Booker makes free throw 2 of 2,61,42
217,2,4:38.0,J. Embiid makes 2-pt jump shot from 7 ft,,63,42
218,2,4:18.0,,T. Warren misses 2-pt jump shot from 8 ft,63,42
219,2,4:14.0,Defensive rebound by J. Embiid,,63,42
220,2,4:10.0,J. Embiid makes 2-pt jump shot from 2 ft (assist by B. Simmons),,65,42
221,2,3:52.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),65,44
222,2,3:41.0,B. Simmons misses 2-pt jump shot from 3 ft,,65,44
223,2,3:38.0,,Defensive rebound by M. Bridges,65,44
224,2,3:34.0,,Shooting foul by J. Bolden (drawn by T. Warren),65,44
225,2,3:34.0,,T. Warren makes free throw 1 of 3,65,45
226,2,3:34.0,,T. Warren makes free throw 2 of 3,65,46
227,2,3:34.0,T. McConnell enters the game for J. Bolden,,65,46
228,2,3:34.0,J. Redick enters the game for D. Jackson,,65,46
229,2,3:34.0,L. Shamet enters the game for F. Korkmaz,,65,46
230,2,3:34.0,,K. Oubre enters the game for M. Bridges,65,46
231,2,3:34.0,,T. Warren misses free throw 3 of 3,65,46
232,2,3:31.0,Defensive rebound by L. Shamet,,65,46
233,2,3:10.0,J. Embiid misses 2-pt layup from 7 ft,,65,46
234,2,3:10.0,Offensive rebound by Team,,65,46
235,2,3:10.0,,Loose ball foul by D. Melton (drawn by B. Simmons),65,46
236,2,2:55.0,J. Embiid misses 2-pt jump shot from 14 ft,,65,46
237,2,2:52.0,,Defensive rebound by D. Melton,65,46
238,2,2:46.0,,D. Melton misses 2-pt layup from 2 ft,65,46
239,2,2:43.0,,Offensive rebound by D. Ayton,65,46
240,2,2:43.0,,D. Ayton misses 2-pt layup from 1 ft,65,46
241,2,2:43.0,Defensive rebound by J. Embiid,,65,46
242,2,2:39.0,Shooting foul by D. Melton (drawn by B. Simmons),,65,46
243,2,2:39.0,B. Simmons misses free throw 1 of 2,,65,46
244,2,2:39.0,Offensive rebound by Team,,65,46
245,2,2:39.0,B. Simmons misses free throw 2 of 2,,65,46
246,2,2:37.0,,Defensive rebound by D. Ayton,65,46
247,2,2:18.0,,D. Melton misses 3-pt jump shot from 26 ft,65,46
248,2,2:18.0,Defensive rebound by Team,,65,46
249,2,2:05.0,J. Redick misses 2-pt jump shot from 19 ft (block by D. Melton),,65,46
250,2,2:02.0,Offensive rebound by J. Redick,,65,46
251,2,1:59.0,T. McConnell makes 2-pt jump shot from 22 ft (assist by J. Redick),,67,46
252,2,1:36.0,,K. Oubre misses 2-pt layup from 2 ft,67,46
253,2,1:34.0,Defensive rebound by L. Shamet,,67,46
254,2,1:30.0,Shooting foul by T. Warren (drawn by B. Simmons),,67,46
255,2,1:30.0,B. Simmons misses free throw 1 of 2,,67,46
256,2,1:30.0,Offensive rebound by Team,,67,46
257,2,1:30.0,B. Simmons makes free throw 2 of 2,,68,46
258,2,1:19.0,,Offensive foul by D. Booker (drawn by T. McConnell),68,46
259,2,1:19.0,,Turnover by D. Booker (offensive foul),68,46
260,2,1:19.0,,Violation by Team (delay of game),68,46
261,2,1:09.0,B. Simmons misses 2-pt hook shot from 3 ft,,68,46
262,2,1:08.0,,Defensive rebound by Team,68,46
263,2,1:08.0,Loose ball foul by B. Simmons (drawn by D. Melton),,68,46
264,2,1:08.0,,D. Melton makes free throw 1 of 2,68,47
265,2,1:08.0,,D. Melton misses free throw 2 of 2,68,47
266,2,1:05.0,Defensive rebound by J. Embiid,,68,47
267,2,0:52.0,Shooting foul by D. Ayton (drawn by J. Embiid),,68,47
268,2,0:52.0,J. Embiid makes free throw 1 of 2,,69,47
269,2,0:52.0,F. Korkmaz enters the game for L. Shamet,,69,47
270,2,0:52.0,J. Embiid makes free throw 2 of 2,,70,47
271,2,0:45.0,,Shooting foul by T. McConnell (drawn by D. Booker),70,47
272,2,0:45.0,,D. Booker makes free throw 1 of 2,70,48
273,2,0:45.0,,M. Bridges enters the game for D. Ayton,70,48
274,2,0:45.0,,R. Holmes enters the game for T. Warren,70,48
275,2,0:45.0,,D. Booker makes free throw 2 of 2,70,49
276,2,0:27.0,Shooting foul by R. Holmes (drawn by J. Embiid),,70,49
277,2,0:27.0,J. Embiid makes free throw 1 of 2,,71,49
278,2,0:27.0,D. Jackson enters the game for T. McConnell,,71,49
279,2,0:27.0,J. Embiid makes free throw 2 of 2,,72,49
280,2,0:02.0,,K. Oubre misses 3-pt jump shot from 26 ft,72,49
281,2,0:02.0,Defensive rebound by J. Embiid,,72,49
282,3,11:45.0,Shooting foul by T. Warren (drawn by J. Embiid),,72,49
283,3,11:45.0,J. Embiid makes free throw 1 of 2,,73,49
284,3,11:45.0,J. Embiid makes free throw 2 of 2,,74,49
285,3,11:28.0,,Turnover by D. Booker (out of bounds lost ball),74,49
286,3,11:09.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,74,49
287,3,11:05.0,,Defensive rebound by D. Melton,74,49
288,3,10:56.0,,M. Bridges misses 2-pt jump shot from 20 ft,74,49
289,3,10:54.0,Defensive rebound by J. Embiid,,74,49
290,3,10:45.0,Turnover by J. Redick (bad pass),,74,49
291,3,10:33.0,,T. Warren makes 2-pt jump shot from 10 ft,74,51
292,3,10:15.0,B. Simmons makes 2-pt hook shot from 4 ft,,76,51
293,3,10:01.0,,D. Ayton makes 2-pt jump shot from 16 ft (assist by D. Melton),76,53
294,3,9:51.0,B. Simmons misses 2-pt layup from 2 ft,,76,53
295,3,9:49.0,,Defensive rebound by M. Bridges,76,53
296,3,9:42.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by D. Melton),76,56
297,3,9:30.0,J. Redick makes 2-pt layup from 2 ft (assist by J. Embiid),,78,56
298,3,9:13.0,,Turnover by D. Melton (bad pass; steal by F. Korkmaz),78,56
299,3,9:07.0,Turnover by B. Simmons (bad pass; steal by D. Ayton),,78,56
300,3,9:00.0,,D. Booker makes 2-pt layup from 1 ft,78,58
301,3,8:40.0,J. Bolden makes 2-pt dunk from 2 ft (assist by B. Simmons),,80,58
302,3,8:25.0,,T. Warren misses 2-pt layup from 2 ft,80,58
303,3,8:23.0,Defensive rebound by J. Bolden,,80,58
304,3,8:18.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,80,58
305,3,8:15.0,,Defensive rebound by D. Ayton,80,58
306,3,8:12.0,,Turnover by M. Bridges (bad pass; steal by J. Redick),80,58
307,3,8:08.0,J. Redick makes 3-pt jump shot from 26 ft,,83,58
308,3,8:08.0,,Phoenix full timeout,83,58
309,3,8:08.0,,J. Jackson enters the game for M. Bridges,83,58
310,3,8:08.0,,K. Oubre enters the game for T. Warren,83,58
311,3,7:53.0,,D. Booker misses 3-pt jump shot from 26 ft,83,58
312,3,7:52.0,,Offensive rebound by D. Ayton,83,58
313,3,7:46.0,,D. Booker misses 2-pt dunk from 1 ft (block by J. Embiid),83,58
314,3,7:44.0,Defensive rebound by J. Redick,,83,58
315,3,7:42.0,Personal foul by D. Booker (drawn by J. Redick),,83,58
316,3,7:23.0,F. Korkmaz misses 3-pt jump shot from 27 ft,,83,58
317,3,7:20.0,Offensive rebound by J. Bolden,,83,58
318,3,7:19.0,J. Redick makes 3-pt jump shot from 30 ft (assist by J. Bolden),,86,58
319,3,6:52.0,,D. Melton makes 3-pt jump shot from 25 ft (assist by D. Ayton),86,61
320,3,6:40.0,B. Simmons makes 2-pt dunk from 1 ft (assist by F. Korkmaz),,88,61
321,3,6:38.0,,Turnover by K. Oubre (inbound),88,61
322,3,6:38.0,D. Jackson enters the game for J. Bolden,,88,61
323,3,6:38.0,T. McConnell enters the game for J. Embiid,,88,61
324,3,6:38.0,M. Muscala enters the game for J. Redick,,88,61
325,3,6:36.0,F. Korkmaz makes 2-pt layup from 2 ft (assist by B. Simmons),,90,61
326,3,6:19.0,,J. Jackson misses 2-pt jump shot from 10 ft,90,61
327,3,6:19.0,,Offensive rebound by Team,90,61
328,3,6:19.0,Loose ball foul by M. Muscala (drawn by D. Ayton),,90,61
329,3,6:15.0,,D. Ayton makes 2-pt jump shot from 12 ft (assist by D. Booker),90,63
330,3,6:15.0,Philadelphia full timeout,,90,63
331,3,5:59.0,B. Simmons makes 2-pt hook shot from 7 ft,,92,63
332,3,5:37.0,,D. Booker makes 2-pt jump shot from 10 ft,92,65
333,3,5:16.0,M. Muscala misses 3-pt jump shot from 26 ft,,92,65
334,3,5:14.0,,Defensive rebound by J. Jackson,92,65
335,3,5:12.0,,Personal foul by M. Muscala (drawn by D. Ayton),92,65
336,3,5:12.0,L. Shamet enters the game for F. Korkmaz,,92,65
337,3,5:12.0,,R. Holmes enters the game for D. Ayton,92,65
338,3,5:05.0,,R. Holmes makes 2-pt dunk from 2 ft (assist by J. Jackson),92,67
339,3,4:40.0,L. Shamet misses 3-pt jump shot from 23 ft,,92,67
340,3,4:37.0,,Defensive rebound by J. Jackson,92,67
341,3,4:31.0,,Turnover by J. Jackson (bad pass; steal by M. Muscala),92,67
342,3,4:25.0,D. Jackson makes 3-pt jump shot from 24 ft (assist by B. Simmons),,95,67
343,3,4:13.0,,Turnover by K. Oubre (lost ball; steal by L. Shamet),95,67
344,3,4:08.0,D. Jackson makes 2-pt dunk from 1 ft (assist by B. Simmons),,97,67
345,3,4:08.0,,Phoenix full timeout,97,67
346,3,4:08.0,,E. Okobo enters the game for D. Melton,97,67
347,3,3:59.0,,Personal foul by D. Jackson (drawn by E. Okobo),97,67
348,3,3:51.0,,K. Oubre misses 3-pt jump shot from 26 ft,97,67
349,3,3:48.0,Defensive rebound by M. Muscala,,97,67
350,3,3:47.0,Turnover by T. McConnell (out of bounds lost ball),,97,67
351,3,3:38.0,,J. Jackson misses 3-pt jump shot from 26 ft,97,67
352,3,3:37.0,,Offensive rebound by Team,97,67
353,3,3:37.0,Loose ball foul by M. Muscala (drawn by R. Holmes),,97,67
354,3,3:32.0,,R. Holmes makes 2-pt layup from 1 ft (assist by D. Booker),97,69
355,3,3:20.0,L. Shamet makes 2-pt layup from 1 ft (assist by T. McConnell),,99,69
356,3,3:12.0,,Personal foul by L. Shamet (drawn by R. Holmes),99,69
357,3,3:12.0,,R. Holmes makes free throw 1 of 2,99,70
358,3,3:12.0,J. Bolden enters the game for M. Muscala,,99,70
359,3,3:12.0,J. Embiid enters the game for L. Shamet,,99,70
360,3,3:12.0,J. Redick enters the game for B. Simmons,,99,70
361,3,3:12.0,,T. Daniels enters the game for D. Booker,99,70
362,3,3:12.0,,R. Holmes misses free throw 2 of 2,99,70
363,3,3:12.0,Defensive rebound by J. Bolden,,99,70
364,3,2:54.0,J. Embiid misses 2-pt jump shot from 16 ft,,99,70
365,3,2:51.0,,Defensive rebound by R. Holmes,99,70
366,3,2:45.0,,T. Daniels makes 3-pt jump shot from 27 ft (assist by J. Jackson),99,73
367,3,2:31.0,T. McConnell misses 2-pt layup from 4 ft (block by R. Holmes),,99,73
368,3,2:29.0,,Defensive rebound by T. Daniels,99,73
369,3,2:26.0,,Shooting foul by D. Jackson (drawn by J. Jackson),99,73
370,3,2:26.0,,J. Jackson makes free throw 1 of 2,99,74
371,3,2:26.0,,J. Jackson misses free throw 2 of 2,99,74
372,3,2:23.0,Defensive rebound by J. Bolden,,99,74
373,3,2:14.0,J. Embiid makes 3-pt jump shot from 27 ft (assist by T. McConnell),,102,74
374,3,1:56.0,,J. Jackson makes 2-pt jump shot from 15 ft,102,76
375,3,1:33.0,T. McConnell misses 2-pt jump shot from 15 ft,,102,76
376,3,1:33.0,,Defensive rebound by Team,102,76
377,3,1:33.0,Loose ball foul by J. Embiid (drawn by R. Holmes),,102,76
378,3,1:33.0,,R. Holmes makes free throw 1 of 2,102,77
379,3,1:33.0,,R. Holmes makes free throw 2 of 2,102,78
380,3,1:16.0,T. McConnell makes 2-pt jump shot from 10 ft,,104,78
381,3,1:04.0,,T. Daniels makes 3-pt jump shot from 30 ft (assist by E. Okobo),104,81
382,3,0:50.0,J. Embiid misses 2-pt jump shot from 13 ft,,104,81
383,3,0:48.0,,Defensive rebound by Team,104,81
384,3,0:34.0,,E. Okobo makes 3-pt jump shot from 26 ft (assist by R. Holmes),104,84
385,3,0:12.0,Turnover by J. Embiid (lost ball; steal by T. Daniels),,104,84
386,3,0:06.0,,E. Okobo makes 3-pt jump shot from 28 ft,104,87
